series	location	file	listing_size	listing_bytes_approx	content_length	url
GSE154826	GSE154826_suppl	GSE154826_amp_batch_ID_309.tar.gz	72M	75497472	75728896	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/suppl/GSE154826_amp_batch_ID_309.tar.gz
GSE154826	GSE154826_suppl	GSE154826_amp_batch_ID_31.tar.gz	36M	37748736	37240445	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/suppl/GSE154826_amp_batch_ID_31.tar.gz
GSE154826	GSE154826_suppl	GSE154826_amp_batch_ID_32.tar.gz	15M	15728640	15285213	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/suppl/GSE154826_amp_batch_ID_32.tar.gz
GSE154826	GSE154826_suppl	GSE154826_amp_batch_ID_33.tar.gz	11M	11534336	11085011	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/suppl/GSE154826_amp_batch_ID_33.tar.gz
GSE154826	GSE154826_suppl	GSE154826_amp_batch_ID_342.tar.gz	109M	114294784	113911226	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/suppl/GSE154826_amp_batch_ID_342.tar.gz
GSE154826	GSE154826_suppl	GSE154826_amp_batch_ID_343.tar.gz	109M	114294784	113858489	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/suppl/GSE154826_amp_batch_ID_343.tar.gz
GSE154826	GSE154826_suppl	GSE154826_amp_batch_ID_344.tar.gz	108M	113246208	112804020	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/suppl/GSE154826_amp_batch_ID_344.tar.gz
GSE154826	GSE154826_suppl	GSE154826_amp_batch_ID_345.tar.gz	103M	108003328	108189752	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/suppl/GSE154826_amp_batch_ID_345.tar.gz
GSE154826	GSE154826_suppl	GSE154826_amp_batch_ID_346.tar.gz	110M	115343360	115345341	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/suppl/GSE154826_amp_batch_ID_346.tar.gz
GSE154826	GSE154826_suppl	GSE154826_amp_batch_ID_347.tar.gz	107M	112197632	112691736	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/suppl/GSE154826_amp_batch_ID_347.tar.gz
GSE154826	GSE154826_suppl	GSE154826_amp_batch_ID_348.tar.gz	112M	117440512	117046669	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/suppl/GSE154826_amp_batch_ID_348.tar.gz
GSE154826	GSE154826_suppl	GSE154826_amp_batch_ID_350.tar.gz	29M	30408704	30314708	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/suppl/GSE154826_amp_batch_ID_350.tar.gz
GSE154826	GSE154826_suppl	GSE154826_amp_batch_ID_351.tar.gz	32M	33554432	33255529	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/suppl/GSE154826_amp_batch_ID_351.tar.gz
GSE154826	GSE154826_suppl	GSE154826_amp_batch_ID_36.tar.gz	35M	36700160	36916913	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/suppl/GSE154826_amp_batch_ID_36.tar.gz
GSE154826	GSE154826_suppl	GSE154826_amp_batch_ID_37.tar.gz	39M	40894464	41139309	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/suppl/GSE154826_amp_batch_ID_37.tar.gz
GSE154826	GSE154826_suppl	GSE154826_amp_batch_ID_38.tar.gz	49M	51380224	51404054	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/suppl/GSE154826_amp_batch_ID_38.tar.gz
GSE154826	GSE154826_suppl	GSE154826_amp_batch_ID_39.tar.gz	17M	17825792	18155651	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/suppl/GSE154826_amp_batch_ID_39.tar.gz
GSE154826	GSE154826_suppl	GSE154826_amp_batch_ID_4.tar.gz	33M	34603008	34133646	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/suppl/GSE154826_amp_batch_ID_4.tar.gz
GSE154826	GSE154826_suppl	GSE154826_amp_batch_ID_40.tar.gz	21M	22020096	22245116	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/suppl/GSE154826_amp_batch_ID_40.tar.gz
GSE154826	GSE154826_suppl	GSE154826_amp_batch_ID_41.tar.gz	26M	27262976	27452713	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/suppl/GSE154826_amp_batch_ID_41.tar.gz
GSE154826	GSE154826_suppl	GSE154826_amp_batch_ID_42.tar.gz	20M	20971520	21199699	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/suppl/GSE154826_amp_batch_ID_42.tar.gz
GSE154826	GSE154826_suppl	GSE154826_amp_batch_ID_43.tar.gz	28M	29360128	28881949	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/suppl/GSE154826_amp_batch_ID_43.tar.gz
GSE154826	GSE154826_suppl	GSE154826_amp_batch_ID_44.tar.gz	27M	28311552	28626887	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/suppl/GSE154826_amp_batch_ID_44.tar.gz
GSE154826	GSE154826_suppl	GSE154826_amp_batch_ID_45.tar.gz	33M	34603008	34386475	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/suppl/GSE154826_amp_batch_ID_45.tar.gz
GSE154826	GSE154826_suppl	GSE154826_amp_batch_ID_46.tar.gz	23M	24117248	23697016	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/suppl/GSE154826_amp_batch_ID_46.tar.gz
GSE154826	GSE154826_suppl	GSE154826_amp_batch_ID_47.tar.gz	33M	34603008	34180323	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/suppl/GSE154826_amp_batch_ID_47.tar.gz
GSE154826	GSE154826_suppl	GSE154826_amp_batch_ID_48.tar.gz	34M	35651584	36124859	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/suppl/GSE154826_amp_batch_ID_48.tar.gz
GSE154826	GSE154826_suppl	GSE154826_amp_batch_ID_49.tar.gz	30M	31457280	31656181	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/suppl/GSE154826_amp_batch_ID_49.tar.gz
GSE154826	GSE154826_suppl	GSE154826_amp_batch_ID_5.tar.gz	25M	26214400	25868805	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/suppl/GSE154826_amp_batch_ID_5.tar.gz
GSE154826	GSE154826_suppl	GSE154826_amp_batch_ID_50.tar.gz	25M	26214400	25993387	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/suppl/GSE154826_amp_batch_ID_50.tar.gz
GSE154826	GSE154826_suppl	GSE154826_amp_batch_ID_51.tar.gz	31M	32505856	32210922	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/suppl/GSE154826_amp_batch_ID_51.tar.gz
GSE154826	GSE154826_suppl	GSE154826_amp_batch_ID_52.tar.gz	31M	32505856	32579222	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/suppl/GSE154826_amp_batch_ID_52.tar.gz
GSE154826	GSE154826_suppl	GSE154826_amp_batch_ID_53.tar.gz	71M	74448896	74039089	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/suppl/GSE154826_amp_batch_ID_53.tar.gz
GSE154826	GSE154826_suppl	GSE154826_amp_batch_ID_54.tar.gz	45M	47185920	47347522	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/suppl/GSE154826_amp_batch_ID_54.tar.gz
GSE154826	GSE154826_suppl	GSE154826_amp_batch_ID_55.tar.gz	44M	46137344	46657139	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/suppl/GSE154826_amp_batch_ID_55.tar.gz
GSE154826	GSE154826_suppl	GSE154826_amp_batch_ID_56.tar.gz	123M	128974848	129172967	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/suppl/GSE154826_amp_batch_ID_56.tar.gz
GSE154826	GSE154826_suppl	GSE154826_amp_batch_ID_6.tar.gz	13M	13631488	13305672	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/suppl/GSE154826_amp_batch_ID_6.tar.gz
GSE154826	GSE154826_suppl	GSE154826_amp_batch_ID_668.tar.gz	48M	50331648	50806762	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/suppl/GSE154826_amp_batch_ID_668.tar.gz
GSE154826	GSE154826_suppl	GSE154826_amp_batch_ID_7.tar.gz	60M	62914560	63030382	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/suppl/GSE154826_amp_batch_ID_7.tar.gz
GSE154826	GSE154826_suppl	GSE154826_amp_batch_ID_8.tar.gz	40M	41943040	41838376	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/suppl/GSE154826_amp_batch_ID_8.tar.gz
GSE154826	GSE154826_suppl	GSE154826_amp_batch_ID_88.tar.gz	146M	153092096	153338442	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/suppl/GSE154826_amp_batch_ID_88.tar.gz
GSE154826	GSE154826_suppl	GSE154826_amp_batch_ID_89.tar.gz	91M	95420416	95070732	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/suppl/GSE154826_amp_batch_ID_89.tar.gz
GSE154826	GSE154826_suppl	GSE154826_amp_batch_ID_9.tar.gz	36M	37748736	38123820	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/suppl/GSE154826_amp_batch_ID_9.tar.gz
GSE154826	GSE154826_suppl	GSE154826_amp_batch_ID_90.tar.gz	122M	127926272	127835810	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/suppl/GSE154826_amp_batch_ID_90.tar.gz
GSE154826	GSE154826_suppl	GSE154826_amp_batch_ID_91.tar.gz	123M	128974848	129285575	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/suppl/GSE154826_amp_batch_ID_91.tar.gz
GSE154826	GSE154826_suppl	GSE154826_amp_batch_ID_92.tar.gz	121M	126877696	127226004	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/suppl/GSE154826_amp_batch_ID_92.tar.gz
GSE154826	GSE154826_suppl	GSE154826_amp_batch_ID_93.tar.gz	123M	128974848	129410041	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/suppl/GSE154826_amp_batch_ID_93.tar.gz
GSE154826	GSE154826_suppl	GSE154826_amp_batch_ID_94.tar.gz	34M	35651584	35454778	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/suppl/GSE154826_amp_batch_ID_94.tar.gz
GSE154826	GSE154826_suppl	GSE154826_amp_batch_ID_95.tar.gz	21M	22020096	22356239	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/suppl/GSE154826_amp_batch_ID_95.tar.gz
GSE154826	GSE154826_suppl	GSE154826_sample_annots.csv.gz	1.3K	1331	1339	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/suppl/GSE154826_sample_annots.csv.gz
GSE154826	GSE154826_matrix	GSE154826-GPL24676_series_matrix.txt.gz	6.3K	6451	6500	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/matrix/GSE154826-GPL24676_series_matrix.txt.gz
GSE131907	GSE131907_suppl	GSE131907_Lung_Cancer_cell_annotation.txt.gz	1.8M	1887436	1886187	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE131nnn/GSE131907/suppl/GSE131907_Lung_Cancer_cell_annotation.txt.gz
GSE131907	GSE131907_suppl	GSE131907_Lung_Cancer_normalized_log2TPM_matrix.rds.gz	826M	866123776	865847230	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE131nnn/GSE131907/suppl/GSE131907_Lung_Cancer_normalized_log2TPM_matrix.rds.gz
GSE131907	GSE131907_suppl	GSE131907_Lung_Cancer_normalized_log2TPM_matrix.txt.gz	2.9G	3113851289	3065932358	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE131nnn/GSE131907/suppl/GSE131907_Lung_Cancer_normalized_log2TPM_matrix.txt.gz
GSE131907	GSE131907_suppl	GSE131907_Lung_Cancer_raw_UMI_matrix.rds.gz	604M	633339904	633500069	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE131nnn/GSE131907/suppl/GSE131907_Lung_Cancer_raw_UMI_matrix.rds.gz
GSE131907	GSE131907_suppl	GSE131907_Lung_Cancer_raw_UMI_matrix.txt.gz	390M	408944640	408736818	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE131nnn/GSE131907/suppl/GSE131907_Lung_Cancer_raw_UMI_matrix.txt.gz
GSE154826	GSE154826_suppl	GSE154826_amp_batch_ID_1.tar.gz	18098730	18098730	18098730	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/suppl/GSE154826_amp_batch_ID_1.tar.gz
GSE154826	GSE154826_matrix	GSE154826-GPL18573_series_matrix.txt.gz	8816	8816	8816	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826/matrix/GSE154826-GPL18573_series_matrix.txt.gz
GSE131907	GSE131907_suppl	GSE131907_Lung_Cancer_Feature_Summary.xlsx	19500	19500	19500	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE131nnn/GSE131907/suppl/GSE131907_Lung_Cancer_Feature_Summary.xlsx
GSE154826	author_Dropbox_not_GEO	lung_ldm.rd	2123085302	2123085302	2123085302	https://www.dropbox.com/s/vjbide8ro5iwrfh/lung_ldm.rd?dl=1
