term	es	nes	nom_p	n_set_in_rank	mean_stat	lead_genes	n_lead	cohort	contrast	n_high	n_low	bucket	expected	primary	source	enrichr_name	n	fdr_all	fdr_primary
GOBP_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	-0.50650039788614	-1.7407735092017511	0.001998001998001998	46	-0.7118609011746697	CLDN9,CLDN20,CLDN14,FRMPD2,CLDN24,CHAF1B,CLDN2,CLDN17,CLDN16,POF1B,TBCD,ESAM,CLDN11,CDH5,CLDN19,CLDN5,RAMP2,CLDN15,CLDN1	19	GSE135222	response_R_vs_NR	7	20	TJ	UP	True	Enrichr GO_Biological_Process_2023	Bicellular Tight Junction Assembly (GO:0070830)	47	0.002664002664002664	0.002664002664002664
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	-0.5248381528388917	-1.8480739584856551	0.000999000999000999	53	-0.8796175653534553	HDAC1,OVOL3,WNT5A,BCR,SPRR3,SCEL,EVPL,CTNNB1,SPRR1A,EPHA2,SPRR2F,IVL,SPRR1B,SPRR2G,USH2A,CDSN,KRT16,SPRR2B,CERS3,GLI1,GATA6,JAG1,TGM1,SPINK5	24	GSE135222	response_R_vs_NR	7	20	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Epidermal Cell Differentiation (GO:0009913)	54	0.001998001998001998	0.001998001998001998
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	-0.6008778472936632	-2.068691035209363	0.000999000999000999	46	-0.8513115130533757	HEY1,HEY2,SOX9,TRIM28,WNT5A,CTNNB1,TGFB1,FOXF2,AMELX,NOTCH4,HEYL,SNAI2,NOG,WNT4,DDX17,LEF1,HMGA2,IGF1,BMP7,TBX3,NOTCH1,OLFM1	22	GSE135222	response_R_vs_NR	7	20	EMT	DOWN	True	Enrichr GO_Biological_Process_2023	Epithelial To Mesenchymal Transition (GO:0001837)	47	0.001998001998001998	0.001998001998001998
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	-0.5954955576790164	-1.7450403225035804	0.001998001998001998	19	-0.9150473571396757	ALOX12B,SFN,FLG2,TMEM79,ALOXE3,TP63,KRT16,CLDN1	8	GSE135222	response_R_vs_NR	7	20	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Establishment Of Skin Barrier (GO:0061436)	19	0.002664002664002664	0.002664002664002664
GOBP_KERATINOCYTE_DIFFERENTIATION	-0.5030523257067105	-1.694662977964718	0.002997002997002997	41	-0.7116417984582589	WNT5A,BCR,SPRR3,SCEL,EVPL,SPRR1A,EPHA2,SPRR2F,IVL,SPRR1B,SPRR2G,CDSN,KRT16,SPRR2B,CERS3,JAG1,TGM1	17	GSE135222	response_R_vs_NR	7	20	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Keratinocyte Differentiation (GO:0030216)	42	0.003596403596403597	0.003596403596403597
GOBP_KERATINIZATION	-0.5596194036451447	-2.0628416977090103	0.000999000999000999	77	-1.1188738096403261	SPRR3,KAZN,KRT6A,SFN,EVPL,SPRR1A,KRT83,KRT2,SPRR2F,TMEM79,IVL,SPRR1B,KRT1,SPRR2G,KRT77,LCE1B,SPRR2D,SPRR4,CNFN,LCE1F,CDSN,TCHH,KRT16,SPRR2E,KRT78	37	GSE135222	response_R_vs_NR	7	20	KERATIN_BARRIER	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		83	0.001998001998001998	0.001998001998001998
GOBP_CORNIFICATION	-0.5562357613987577	-1.3027024809082348	0.11188811188811189	9	-0.3775409015200333	TMEM79,CDSN,CERS3	3	GSE135222	response_R_vs_NR	7	20	KERATIN_BARRIER	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		9	0.11188811188811189	0.11188811188811189
GOBP_TIGHT_JUNCTION_ORGANIZATION	-0.4093760129364267	-1.5136207463140043	0.011988011988011988	79	-0.6274765685828823	CLDN9,CLDN20,CLDN14,MPDZ,PRKACA,FRMPD2,CLDN24,PLEC,CLDN2,TJP1,IKBKB,CLDN17,CLDN16,EPHA2,POF1B,TBCD,SNAI2,ESAM,CLDN11,CDH5,SVEP1,CLDN19,CLDN5,WNT11,RAMP2	27	GSE135222	response_R_vs_NR	7	20	TJ	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		82	0.013077831259649442	0.013077831259649442
KRT_EPITHELIAL	-0.6589412504879333	-1.8368383733569602	0.000999000999000999	17	-1.3831029870014024	KRT6A,KRT20,KRT1,KRT13,KRT16,KRT17,KRT6C,KRT14,KRT5,KRT6B	10	GSE135222	response_R_vs_NR	7	20	KERATIN_BARRIER	UP	True	Fixed keratin cytokeratin panel (simple + squamous; not an MSigDB set)		17	0.001998001998001998	0.001998001998001998
HALLMARK_APICAL_JUNCTION	-0.1458491490808835	-0.6631832519264046	0.8641358641358642	192	-0.09343174800612926	SLIT2,ADAMTS5,ACTC1,CLDN11,SGCE,CTNNA1,CRB3,RASA1,IKBKG,CTNND1,FBN1,MDK,HADH,TUBG1,CD276,PKD1,NFASC,TJP1,CD34,WASL,MYH10,EGFR,MAPK14,GAMT,PCDH1	55	GSE166449	response_R_vs_NR	7	15	TJ	UP	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Apical Junction	200	0.8641358641358642	0.8641358641358642
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.17510030000240487	0.9615146669355561	0.08591408591408592	195	0.00031616901792859425	TNFAIP3,IL32,ANPEP,IL6,CXCL6,ID2,FUCA1,JUN,GADD45B,DAB2,PLAUR,CAPG,WIPF1,GLIPR1,GADD45A,THBS1,TGFB1,NOTCH2,MMP1,AREG,CXCL1,FAS,EFEMP2,LRP1,CD44	51	GSE166449	response_R_vs_NR	7	15	EMT	DOWN	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Epithelial Mesenchymal Transition	200	0.2577422577422578	0.2577422577422578
KEGG_TIGHT_JUNCTION	0.16102775503763223	0.8733728808092038	0.13286713286713286	165	-0.08351654086344693	CLDN15,PPP2R1B,CD1C,CD1B,CD1D,HCLS1,JUN,RUNX1,ARPC5,WAS,ARPC1B,SYMPK,ACTN1,TUBA3E,CD1E,GATA4,ACTR3C,TUBA3C,CLDN17,CLDN25,PRKACG,ACTG1,CLDN23,ACTB,CLDN9	30	GSE166449	response_R_vs_NR	7	15	TJ	UP	True	Enrichr KEGG_2021_Human	Tight junction	169	0.31888111888111886	0.31888111888111886
GOBP_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	-0.17632246530695658	-0.6548607946702482	0.7062937062937062	45	-0.1638896495187757	PARD3,ARL2,MARVELD2,GRHL2,CHAF1B,CLDN8	6	GSE166449	response_R_vs_NR	7	15	TJ	UP	True	Enrichr GO_Biological_Process_2023	Bicellular Tight Junction Assembly (GO:0070830)	47	0.831532104259377	0.831532104259377
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	-0.33794576559989764	-1.2896565097214248	0.08191808191808192	53	-0.31238954939445823	POU2F3,OVOL3,PITX2,AKR1C3,WNT5A,TGM3,USH2A,SPRR2G,CDSN,S100A7,SPINK5,SPRR1A	12	GSE166449	response_R_vs_NR	7	15	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Epidermal Cell Differentiation (GO:0009913)	54	0.2577422577422578	0.2577422577422578
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	-0.20839211202020483	-0.7704405227133342	0.6183816183816184	46	-0.11641578140129746	DLG5,SMAD4,WNT5A,HEY2,CUL7,OLFM1,HEY1	7	GSE166449	response_R_vs_NR	7	15	EMT	DOWN	True	Enrichr GO_Biological_Process_2023	Epithelial To Mesenchymal Transition (GO:0001837)	47	0.831532104259377	0.831532104259377
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	-0.18619052852958026	-0.551855677217539	0.6263736263736264	18	-0.034141423087824606	SFN,HRNR,STMN1,TP63,FLG2	5	GSE166449	response_R_vs_NR	7	15	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Establishment Of Skin Barrier (GO:0061436)	19	0.831532104259377	0.831532104259377
GOBP_KERATINOCYTE_DIFFERENTIATION	-0.3152232214662348	-1.1443903655366177	0.1878121878121878	41	-0.3353172134666165	POU2F3,EXPH5,AKR1C3,WNT5A,TGM3,SPRR2G,CDSN,S100A7,SPRR1A	9	GSE166449	response_R_vs_NR	7	15	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Keratinocyte Differentiation (GO:0030216)	42	0.3647780790637934	0.3647780790637934
GOBP_KERATINIZATION	-0.42466121996536466	-1.7451222631258845	0.000999000999000999	76	-0.47712573215816845	KRT1,SFN,PPL,KRT76,KRT6B,HRNR,KRT5,KRT6A,LCE1A,SPRR3,LCE1C,KRT3,LCE1E,LCE1D,KRT77,LCE2B,LCE4A,KRTAP6-3,LCE2C,LCE5A,KLK5,PPHLN1,KRT6C,CNFN,TCHH	39	GSE166449	response_R_vs_NR	7	15	KERATIN_BARRIER	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		83	0.011988011988011988	0.011988011988011988
GOBP_CORNIFICATION	0.3451605262687661	0.9173365098274103	0.2127872127872128	9	0.024701236816779652	LIPM,CASP14,LIPN	3	GSE166449	response_R_vs_NR	7	15	KERATIN_BARRIER	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		9	0.3647780790637934	0.3647780790637934
GOBP_TIGHT_JUNCTION_ORGANIZATION	-0.1605048504454016	-0.6557946302885524	0.7622377622377622	76	-0.08218790564273064	PARD3,MPDZ,ARL2,NPHP1,EXT1,MARVELD2,MPP7,GRHL2,ABCC8,CLDN8	10	GSE166449	response_R_vs_NR	7	15	TJ	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		82	0.831532104259377	0.831532104259377
KRT_EPITHELIAL	-0.4901147677001254	-1.4266781668567887	0.04595404595404595	17	-0.5201986110627591	KRT16,KRT4,KRT13,KRT1,KRT6B,KRT5,KRT6A,KRT6C,KRT14	9	GSE166449	response_R_vs_NR	7	15	KERATIN_BARRIER	UP	True	Fixed keratin cytokeratin panel (simple + squamous; not an MSigDB set)		17	0.2577422577422578	0.2577422577422578
HALLMARK_APICAL_JUNCTION	0.32549801051988525	1.5746665991198514	0.000999000999000999	200	0.37572661020611164	CD274,SGCE,AKT3,VCAM1,ARHGEF6,CDH15,ADAM9,FYB1,TRAF1,PTPRC,TNFRSF11B,EGFR,ITGB1,KCNH2,MPP5,NF1,YWHAH,NECTIN2,GTF2F1,RAC2,NEXN,LAYN,CD99,FBN1,CX3CL1	80	GSE190265	response_R_vs_NR	14	29	TJ	UP	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Apical Junction	200	0.003996003996003996	0.003996003996003996
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.45336569573705976	2.172148810154586	0.000999000999000999	198	0.6491111554928574	IGFBP3,CXCL6,FUCA1,CALD1,VCAM1,GADD45A,FAS,TNFRSF11B,TIMP3,CXCL12,CAP2,GEM,FBLN2,ITGB1,SGCB,TPM1,LAMC1,TNFAIP3,PVR,MATN3,CD59,LGALS1,PRSS2,SNTB1,CTHRC1	88	GSE190265	response_R_vs_NR	14	29	EMT	DOWN	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Epithelial Mesenchymal Transition	200	0.003996003996003996	0.003996003996003996
KEGG_TIGHT_JUNCTION	0.31253037885752577	1.4641891651707124	0.004995004995004995	168	0.3901464381821577	PRKAB2,RDX,CCND1,ITGB1,PRKACB,PRKAA1,CD1E,PPP2R2B,ROCK2,MYL12A,CD1A,CGNL1,RAPGEF6,MPDZ,PPP2R2D,RAB8A,PRKCE,PRKCZ,CTTN,PRKAG1,CFTR,WAS,MYH9,RHOA,MAP3K1	70	GSE190265	response_R_vs_NR	14	29	TJ	UP	True	Enrichr KEGG_2021_Human	Tight junction	169	0.014985014985014984	0.014985014985014984
GOBP_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	-0.14506160753993536	-0.6171274432110361	0.3146853146853147	47	0.08410293843163387	ESAM,CLDN15,CLDN4,CLDN19,CLDN2,DLG1,POF1B,RAMP2,CLDN11,CLDN8,MARVELD3,CLDN18,CLDN7,CLDN25,CLDN17,CLDN22	16	GSE190265	response_R_vs_NR	14	29	TJ	UP	True	Enrichr GO_Biological_Process_2023	Bicellular Tight Junction Assembly (GO:0070830)	47	0.4195804195804196	0.4195804195804196
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.26822760776621934	1.0556484260333328	0.2677322677322677	53	0.1858716809849093	CLIC4,CSTA,ADAM9,MED1,CTNNB1,GLI1,UGCG,CFLAR,PPP3CA,EREG	10	GSE190265	response_R_vs_NR	14	29	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Epidermal Cell Differentiation (GO:0009913)	54	0.40159840159840154	0.40159840159840154
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0.40941433736557	1.5318822576128752	0.014985014985014986	45	0.5087357948661572	EOMES,CTNNB1,ROCK2,HGF,AMELX,SLC39A10,TGFBR1,TGFB2,BMP2,TGFBR3,TGFB1,LOXL3,DDX5,LIMS1,OLFM1,SMAD4,HNRNPAB,TBX3,LEF1	19	GSE190265	response_R_vs_NR	14	29	EMT	DOWN	True	Enrichr GO_Biological_Process_2023	Epithelial To Mesenchymal Transition (GO:0001837)	47	0.029970029970029972	0.029970029970029972
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.14382175340264608	0.44223629088653355	0.6293706293706294	19	0.04325864037330881	UGCG,MET,LSR,ALOX12	4	GSE190265	response_R_vs_NR	14	29	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Establishment Of Skin Barrier (GO:0061436)	19	0.6543456543456544	0.6543456543456544
GOBP_KERATINOCYTE_DIFFERENTIATION	0.26515671257539886	0.9816978001958853	0.34965034965034963	41	0.11628727933894194	CLIC4,CSTA,ADAM9,MED1,UGCG,CFLAR,PPP3CA,EREG	8	GSE190265	response_R_vs_NR	14	29	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Keratinocyte Differentiation (GO:0030216)	42	0.4195804195804196	0.4195804195804196
GOBP_KERATINIZATION	-0.5604969020868635	-2.6299657754173698	0.000999000999000999	73	-0.6407772704457223	KRT74,KRT73,KRT86,KRT6B,KRT16,KRT84,KRT78,LCE2A,LCE5A,CASP14,KRT72,KRT6A,SPRR2F,SPRR2D,EVPL,KLK5,KRT80,SPRR4,KRT71,KRT6C,KRT79,KRT1,LCE1B,KRT81,LIPN	39	GSE190265	response_R_vs_NR	14	29	KERATIN_BARRIER	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		83	0.003996003996003996	0.003996003996003996
GOBP_CORNIFICATION	-0.5255608344853088	-1.3770460329782694	0.04895104895104895	9	-0.5231730217377388	CASP14,KLK5,LIPN,LIPK	4	GSE190265	response_R_vs_NR	14	29	KERATIN_BARRIER	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		9	0.08391608391608392	0.08391608391608392
GOBP_TIGHT_JUNCTION_ORGANIZATION	0.1760061075151489	0.750566070999602	0.6543456543456544	80	0.15750834679268336	STRN,ROCK2,MPDZ,OCEL1,TGFBR1,CLDN12,CLDN14,CLDN20,PDCD6IP,CLDN6,PARD3,LSR,TBCD,EXT1,ACTG1,EPHB2,F11R,TNF,CLDN10,SNAI2,WNT11,ECT2,OCLN,RAB13,CLDN1	29	GSE190265	response_R_vs_NR	14	29	TJ	UP	True	MSigDB v2023.2.Hs (embedded; Enrichr GO_2023 lacks these exact terms)		82	0.6543456543456544	0.6543456543456544
KRT_EPITHELIAL	-0.5382269681950467	-1.7076843833490936	0.008991008991008992	17	-0.38678558979150246	KRT4,KRT10,KRT6B,KRT16,KRT14,KRT6A,KRT6C,KRT1	8	GSE190265	response_R_vs_NR	14	29	KERATIN_BARRIER	UP	True	Fixed keratin cytokeratin panel (simple + squamous; not an MSigDB set)		17	0.021578421578421582	0.021578421578421582
HALLMARK_APICAL_JUNCTION	0.19010570088122597		0.000999000999000999	198	-0.29165578871419	ACTN4,AKT2,CRAT,INSIG1,GTF2F1,LIMA1,ACTB,NF1,CALB2,TUBG1,ARPC2,SYMPK,ACTG1,DLG1,ACTN1,AKT3,RASA1,EPB41L2,PTEN,MYL12B,MVD,CD274,MYH9,LAYN,NECTIN2	57	GSE283829	response_R_vs_NR	7	10	TJ	UP	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Apical Junction	200	0.002997002997002997	0.002997002997002997
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.18420540389462778		0.000999000999000999	200	-0.2570078604269924	GADD45A,PPIB,COLGALT1,WIPF1,DST,COL6A2,PFN2,NOTCH2,COPA,PLAUR,SPOCK1,SERPINE1,PVR,ENO2,ADAM12,FBN2,CXCL12,FERMT2,MFAP5,LOXL2,ANPEP,TGFB1,NT5E,OXTR,SLC6A8	64	GSE283829	response_R_vs_NR	7	10	EMT	DOWN	True	Enrichr MSigDB_Hallmark_2020 (Liberzon Cell Syst 2015)	Epithelial Mesenchymal Transition	200	0.002997002997002997	0.002997002997002997
KEGG_TIGHT_JUNCTION	0.2370919472874759		0.000999000999000999	167	-0.34525412560766217	WHAMM,TIAM1,ACTN4,PPP2CA,TUBA1B,ARPC5,TUBA1C,HSPA4,RAC1,ARPC3,PCNA,ACTR2,ACTB,ACTR3,RAP2C,MYL12A,ARPC2,SYMPK,ARHGAP17,ACTG1,DLG1,ACTN1,HCLS1,ARPC1A,MYL12B	40	GSE283829	response_R_vs_NR	7	10	TJ	UP	True	Enrichr KEGG_2021_Human	Tight junction	169	0.002997002997002997	0.002997002997002997
GOBP_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	-0.1967485859416254	-0.6565534164139493	0.9370629370629371	47	-0.7203229613091391	MARVELD2,CLDN17,CLDN16,CLDN19,CLDN24,CDH5,CLDN34,ESAM,CLDN6,CLDN10,CLDN2,CLDN5,CLDN18	13	GSE283829	response_R_vs_NR	7	10	TJ	UP	True	Enrichr GO_Biological_Process_2023	Bicellular Tight Junction Assembly (GO:0070830)	47	0.9370629370629371	0.9370629370629371
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.2022090349321209	1.273318366832915	0.000999000999000999	54	-0.3383959819509031	ANXA1,SPRR1A,SPRR1B,KRT10,HDAC1,SPRR3,FGFR1,MED1,CTNNB1,ERCC3,ERCC2,PIP5K1A,HDAC2,IVL,CASP3,TXNIP,ADAM9,WNT5A,OVOL1,CFLAR	20	GSE283829	response_R_vs_NR	7	10	KERATIN_BARRIER	UP	True	Enrichr GO_Biological_Process_2023	Epidermal Cell Differentiation (GO:0009913)	54	0.002997002997002997	0.002997002997002997
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	-0.24590569821419708	-0.8218980661109218	0.7842157842157842	46	-0.31926224346334064	NOTCH4,IGF1,NOG,HEYL,RBPJ,BMP2	6	GSE283829	response_R_vs_NR	7	10	EMT	DOWN	True	Enrichr GO_Biological_Process_2023	Epithelial To Mesenchymal Transition (GO:0001837)	47	0.9370629370629371	0.9370629370629371
