sample	CLDN4	CD274	TACSTD2	HLA-A	HLA-B	HLA-C	B2M	MHC_I	ESTIMATE_Score	ESTIMATE_ImmuneScore	CD274_quartile
GSM1854853	9.41381	8.73912	12.007494	12.383057	13.374635	12.882244	13.445308	0.9371266668657761	12345.578864550207	6687.498127434543	Q3
GSM1854854	10.610104	7.839927	11.995431	11.874829	12.598442	12.134208	13.123131	-0.8763606296638446	10045.05215719033	5824.78728508361	Q2
GSM1854855	10.260139	7.152374	12.87432	12.455089	13.032995	12.391502	13.206975	0.03581349954261584	11007.893128181717	6040.7557104300595	Q1
GSM1854856	10.5692	9.256664	12.311246	12.521805	13.355157	12.684499	13.271785	0.6007315317204732	12681.711634549403	6907.950148237364	Q4
GSM1854857	10.475441	7.999716	12.248948	12.129854	12.935548	12.362329	13.142275	-0.3146188548698915	10042.886350946512	5331.216474414272	Q2
GSM1854858	10.828529	10.250174	12.488267	12.733662	13.271608	12.541301	13.08065	0.28999361480941344	11830.791047084298	6409.361539509335	Q4
GSM1854859	9.855147	7.503302	11.88355	12.269229	13.049358	12.528227	13.232458	0.0930755974694264	12655.711560918677	6987.164991500134	Q1
GSM1854860	11.396404	7.779389	13.002112	13.013668	13.471161	12.762318	13.514028	1.3350082334180704	9401.136660130629	5870.013579947143	Q2
GSM1854861	10.788855	8.590738	11.85478	12.262182	12.917774	12.371887	13.297454	-0.03477457311415366	11430.649795491014	6016.328067506653	Q3
GSM1854862	10.000831	8.178152	11.687052	12.790184	13.228544	12.69536	13.363424	0.8075752924975784	13807.00267984208	7768.027773680778	Q2
GSM1854863	12.22206	6.630633	12.672963	11.910236	13.006124	12.464689	12.924866	-0.5998946974842078	7823.1737020197825	4712.920831351652	Q1
GSM1854864	11.030354	7.049306	12.434085	12.264039	13.018983	12.515658	13.179258	-0.010019983570479118	10889.195390197894	6039.916088768474	Q1
GSM1854865	8.624785	7.628347	10.720441	12.839105	13.061041	12.740847	13.321824	0.7186147580489821	12095.574890109701	6225.796823546176	Q2
GSM1854866	10.950882	7.012512	12.394678	12.339728	13.222255	12.680146	13.194241	0.3128821362366972	9452.424837641298	5926.525330027167	Q1
GSM1854867	9.878652	5.852581	12.275179	12.349354	12.853259	12.561797	13.156892	-0.05127284131013848	8233.666701292477	4788.299888750003	Q1
GSM1854868	11.108683	10.79992	12.817277	12.826769	13.41072	12.909935	13.201558	0.9012841806877889	9875.301821787696	5922.731354710071	Q4
GSM1854869	10.616089	6.723161	12.341776	12.12422	12.279248	12.127238	12.76038	-1.4200072894683466	7485.229093239812	4605.914978432698	Q1
GSM1854870	11.046391	8.302852	12.702921	12.411919	12.950417	12.357532	12.995206	-0.35070515102080035	7947.851526242444	4699.939413435026	Q3
GSM1854871	11.449283	7.38366	12.815664	11.397723	12.955121	12.514474	13.036571	-0.7225044152520435	7401.752713962994	4819.410263107747	Q1
GSM1854872	10.699631	7.08611	11.737494	12.372388	13.053484	12.262727	12.835615	-0.6071773974914472	11069.664273428007	5356.568081896957	Q1
GSM1854873	10.60151	7.001613	6.241506	12.143234	13.339456	12.458412	13.093315	-0.05203778000894764	8535.411062107432	4345.556348834756	Q1
GSM1854874	9.758537	7.853527	11.720192	12.060254	13.232744	12.881939	13.211032	0.3584573120151418	12003.77130025658	6440.720991465486	Q2
GSM1854875	9.954222	8.460901	11.798359	12.347765	13.174826	12.713219	13.257203	0.40216230532563213	12362.506149347717	7236.213242536487	Q3
GSM1854876	10.854291	7.775485	12.29588	12.482044	12.680024	12.411237	13.006082	-0.4111814130904897	8429.63550790834	5084.8970341653	Q2
GSM1854877	9.715638	9.314186	11.717107	12.740222	13.304482	12.696094	13.236974	0.6553575167458062	12506.441981644728	7433.370329347834	Q4
GSM1854878	9.738075	9.446562	11.950312	12.866873	13.167205	12.89426	13.300335	0.8989373009365629	11797.738379849845	7703.624935568687	Q4
GSM1854879	10.797885	8.905593	12.732547	11.984323	12.806415	12.348894	12.970125	-0.7148309884444263	8758.459473787883	5857.746336773864	Q3
GSM1854880	8.707446	9.012803	12.312802	12.527362	13.326191	12.697906	13.206636	0.5105602692128013	11781.59444763348	7046.736627435745	Q4
GSM1854881	9.859898	7.667744	11.981135	12.591022	13.04896	12.623826	13.26943	0.4031467518651861	10964.353045279859	6015.0533071461405	Q2
GSM1854882	10.206862	8.122106	12.08971	12.78543	13.269898	12.636487	13.233923	0.6050623989155164	10641.742089828494	6096.659075796482	Q2
GSM1854883	10.524945	7.98639	12.77378	11.443718	12.575428	11.782273	12.720367	-1.9716060695734037	5976.705407277939	4345.884730980746	Q2
GSM1854884	9.653649	9.751543	12.212025	12.865448	13.44308	12.777381	13.185505	0.8072089866217341	13426.868757397013	7765.870253039115	Q4
GSM1854885	10.352319	6.754344	11.932825	12.162817	12.823238	12.277124	12.781594	-0.9202783525050272	9924.733302285525	5507.260860370508	Q1
GSM1854886	9.972111	7.174264	12.369549	12.001857	12.714907	12.270494	12.974704	-0.8199795028557633	8408.02120254695	4744.115061506918	Q1
GSM1854887	10.428347	6.843234	12.032166	12.64266	12.885383	12.351523	12.880981	-0.41949300269154094	8113.854826875154	4548.62090629107	Q1
GSM1854888	9.956438	7.466167	12.277813	12.239588	12.804781	12.206417	13.094038	-0.5288663948102802	9763.55816032831	5711.734203256124	Q1
GSM1854889	10.632301	7.658064	12.023881	12.628288	13.025315	12.551794	13.034906	0.03315416090393891	8915.099243741839	5144.621150125284	Q2
GSM1854890	10.093143	7.483143	12.214986	12.328833	12.987456	12.329509	12.906487	-0.5181896870957095	11318.805209588365	6283.171689339906	Q1
GSM1854891	11.206437	9.970978	12.301469	12.292694	12.94584	12.337016	13.006796	-0.4216672208122619	10003.94934008993	5528.955334932938	Q4
GSM1854892	11.431751	9.171917	12.546823	12.016971	12.551301	12.016136	12.966568	-1.1364212422813882	8231.364450230181	5372.3135229723575	Q4
GSM1854893	10.296797	10.406433	11.702716	12.448846	13.227996	12.383157	13.172109	0.09370176957738904	12250.162201296296	6274.470765161066	Q4
GSM1854894	10.867471	8.422082	12.678701	12.572066	13.117238	12.665137	13.17696	0.34395939964868943	12496.739107024952	7218.383907719473	Q3
GSM1854895	10.890569	7.680762	12.532266	12.433209	12.961326	12.511465	13.170711	0.03490804643322982	11556.13827692677	6397.613504490962	Q2
GSM1854896	11.16318	8.227517	12.515337	12.963665	13.325433	12.76404	13.310732	0.9491906044739946	10598.388799616096	6430.650743294616	Q2
GSM1854897	10.907996	9.125654	11.664718	12.649193	13.399894	12.894241	13.248478	0.8457737313503277	11530.6859659353	6616.704829884999	Q4
GSM1854898	10.992899	7.722406	12.824079	12.883518	13.159743	12.938883	13.115102	0.6928861204561839	7747.397769771649	5389.831033222197	Q2
GSM1854899	10.702881	8.267201	12.529913	12.624199	12.943675	12.516617	13.137099	0.0899241491849484	10243.56104474218	5942.539099609656	Q3
GSM1854900	9.428409	8.939741	11.540702	12.908228	13.394761	12.761709	13.358275	1.0212805822727753	12266.114478426673	7347.47679416596	Q4
GSM1854901	9.710572	7.946454	11.462719	12.616737	13.049294	12.35821	13.200473	0.098213900098514	11947.217248236715	6796.068615980337	Q2
GSM1854902	11.333286	6.642853	12.479228	12.230094	12.776903	12.242159	12.998314	-0.6487986964634951	9828.342949427833	5125.532347179087	Q1
GSM1854903	8.495185	7.845518	12.434085	12.563403	13.437242	12.634628	13.30118	0.6693676914100484	12639.424980683072	6986.079889332357	Q2
GSM1854904	10.332724	8.178679	11.516069	12.484926	13.398142	12.643137	13.136946	0.3890865362849792	11462.599825510744	6962.514114507059	Q2
GSM1854905	10.034004	8.616994	10.961523	12.809747	13.398432	12.7077	13.190337	0.6968253959164981	12314.081554996088	7245.295880779463	Q3
GSM1854906	11.463945	7.863854	12.672711	11.844388	12.998642	12.363238	12.953687	-0.6888121098101934	7768.037044755428	4554.687400854773	Q2
GSM1854907	10.37485	7.173121	12.198231	12.988433	13.047274	12.676223	13.080664	0.4142049686791645	8644.242994702188	5039.83528317019	Q1
GSM1854908	11.355833	8.588654	12.444809	11.896599	13.49087	12.691389	13.24218	0.2993204441916484	13128.159070264835	7721.6612040280115	Q3
GSM1854909	11.226869	9.139458	12.088839	12.660599	13.101928	12.752593	13.210487	0.5038739486755061	9509.325070953475	5735.195986876449	Q4
GSM1854910	10.809015	9.205393	12.386692	12.313882	13.358883	12.616421	13.281055	0.44162190691965925	12502.847019482386	7593.510826970836	Q4
GSM1854911	12.002872	5.927459	12.936281	11.751764	12.379735	11.960019	12.780267	-1.6837625775379395	4798.839950313449	3080.995782850023	Q1
GSM1854912	11.970479	7.167661	12.778638	11.788136	12.914607	12.168254	12.912345	-0.9918329457069818	8595.63494591807	4363.753626312319	Q1
GSM1854913	9.778066	8.561992	10.631271	13.024243	13.289995	12.775901	13.142376	0.7457472757796504	12618.646838276734	6974.01100088112	Q3
GSM1854914	11.116766	6.605158	12.10974	12.027777	12.471508	12.126183	12.568326	-1.6189827801853922	5483.656209672741	3881.6642357362143	Q1
GSM1854915	10.496405	8.232059	12.592004	12.430421	13.296742	12.711728	13.230773	0.48345931829610395	12126.751071347786	6621.5873348659115	Q3
GSM1854916	10.743277	7.384401	12.455221	12.330538	13.010163	12.174055	13.044233	-0.451355620918482	9502.394610603207	5155.609080290258	Q1
GSM1854917	10.472171	8.207086	12.449782	12.405499	13.077369	12.443687	13.135752	-0.0167119584449189	10212.586889248116	6386.002309312219	Q2
GSM1854918	10.690631	8.899195	12.836625	11.96833	13.29595	12.861721	13.238188	0.3639562900645753	11000.35941150095	7147.253449865704	Q3
GSM1854919	10.034871	7.291007	12.882241	12.906951	13.157244	12.719656	13.255773	0.7063881101864573	9757.695740264582	5565.607032573212	Q1
GSM1854920	11.18834	7.619635	12.810816	12.675694	13.420175	12.784145	13.267288	0.8038129697375797	7817.298899994423	5340.327439756085	Q2
GSM1854921	11.334792	11.487831	12.876609	12.048442	13.123875	12.623633	13.2719	0.14880125572953787	9046.561950191	5697.322987062186	Q4
GSM1854922	8.449709	8.97514	11.499538	12.873761	13.252854	12.781746	13.368646	0.9492091743056215	13705.105728004979	7863.43255999137	Q4
GSM1854923	10.607075	9.432496	12.607757	12.57421	13.060764	12.564138	13.253833	0.3288593934840164	11863.54846875402	6894.736836932216	Q4
GSM1854924	10.826815	8.630418	11.962539	12.931156	13.529452	12.867057	13.328903	1.164158756861796	12216.975465939555	7323.542479941104	Q3
GSM1854925	10.217185	6.94706	11.933172	12.925337	13.149402	12.659302	13.133334	0.4958740214673477	8418.51900021804	5682.281508347949	Q1
GSM1854926	11.304218	9.101079	12.453655	12.422573	13.32152	12.630007	13.024949	0.147323051831623	11994.203802145326	6914.542816343011	Q4
GSM1854927	11.097326	9.464762	12.580392	12.798914	13.210959	12.861457	13.282193	0.834628048676113	12471.466457980276	7466.360000540585	Q4
GSM1854928	11.352578	7.930885	12.832773	12.678069	13.25735	12.593122	13.228573	0.4937089699553812	11932.32619154017	6896.504502204679	Q2
GSM1854929	10.240692	7.720028	12.552054	11.800287	13.154345	12.502247	13.206726	-0.1624410425396103	11661.3123885707	5919.079498878367	Q2
GSM1854930	9.992655	7.483882	11.909153	12.238683	13.009496	12.520332	13.127932	-0.09473848579781982	11772.26743798178	5855.581577170027	Q1
GSM1854931	10.593359	9.338671	12.006953	12.650107	13.194754	12.746063	13.227735	0.5705584011923815	12443.751730075499	7475.299107761872	Q4
GSM1854932	10.044788	8.887118	12.3091	12.375409	13.217791	12.819765	13.446726	0.7886633767997567	11798.589384258003	6202.426618280602	Q3
GSM1854933	10.705914	7.119609	11.133021	11.246213	11.892638	11.696444	12.784963	-2.4718080780829923	7293.89150991455	3821.7351731053905	Q1
GSM1854934	9.653825	7.817674	12.478234	12.298535	13.317573	12.708083	13.065582	0.1972588453661967	9950.211343873394	6164.526689594414	Q2
GSM1854935	10.845609	6.872959	12.552131	11.711474	12.922378	12.407277	13.220182	-0.41204629149876054	9619.246030193784	4861.284003272727	Q1
GSM1854936	10.393002	6.094534	11.757982	12.733909	11.34487	11.776492	12.701906	-2.0115995677893626	5841.19300721894	3092.1836060192527	Q1
GSM1854937	10.694422	9.007068	12.510788	12.651486	13.097025	12.619373	13.213659	0.3864448228913754	11246.81229445865	6902.317919818253	Q4
GSM1854938	9.450171	9.020708	12.353986	11.821669	12.499504	12.017306	12.983327	-1.2521742244452927	9858.73554285488	5595.799734828573	Q4
GSM1854939	11.155322	7.298419	12.303936	12.841762	13.085302	12.521342	13.171253	0.3446673504717808	9723.273522249363	5095.828352781618	Q1
GSM1854940	9.741433	8.163631	12.680405	12.582347	13.259653	12.574593	13.299924	0.5219169187853817	10465.482193136042	6075.470224783592	Q2
GSM1854941	10.552037	8.201311	12.367849	12.53365	13.451064	12.703176	13.372825	0.8158141584010999	8646.901327405909	5655.213678478291	Q2
GSM1854942	10.876473	8.306794	12.77923	12.128434	12.942876	12.208781	13.24266	-0.3072136899939812	10908.578409394015	5662.887377018904	Q3
GSM1854943	10.706351	7.897685	12.073093	12.605175	12.811702	12.331799	13.101	-0.20501972505122484	10501.439824577514	5326.647253159712	Q2
GSM1854944	11.221963	10.210081	12.657115	12.783961	13.154192	12.859734	13.347861	0.8795296981582532	12803.019210176124	7156.715621993988	Q4
GSM1854945	11.234936	9.863561	12.406295	12.860186	13.272047	12.718461	13.172556	0.6354056979577511	11432.190551105534	6437.190402048755	Q4
GSM1854946	11.134639	9.02541	12.322732	12.218263	12.898269	12.561363	13.106122	-0.1661834458445568	10949.730913945077	6379.048031224562	Q4
GSM1854947	10.488545	8.75141	12.798749	11.762263	12.886214	12.402564	13.097256	-0.5744461350085793	8800.605296375114	5356.501090785832	Q3
GSM1854948	10.768584	7.127742	12.423332	12.170636	13.011142	12.50487	13.112212	-0.16594655179285123	7996.751025119835	5530.476010189424	Q1
GSM1854949	10.9051	8.392924	12.452184	12.408728	13.056534	12.805346	13.182908	0.34487659446122115	11163.808468069314	6367.344327963308	Q3
GSM1854950	10.277226	8.252998	12.155664	12.108525	12.922448	12.697326	13.250062	0.09662421439761745	11648.855140872685	6578.580788329375	Q3
GSM1854951	10.273222	9.008459	12.157136	12.613707	13.217495	12.881055	13.324816	0.8094941774470891	12792.592012167195	7133.745262478638	Q4
GSM1854952	10.320316	7.653472	12.107941	12.364613	12.825423	12.733526	13.058596	-0.044783009679229505	11477.335488841483	6533.42580014771	Q2
GSM1854953	9.653727	7.559508	12.297732	12.318635	12.956447	12.819349	13.356239	0.48049931126842466	9847.27774658326	6389.508760897939	Q1
GSM1854954	10.843584	9.591301	12.260704	12.572266	13.441464	12.980822	13.49651	1.2348849300678955	12709.713753710195	6840.61155694494	Q4
GSM1854955	10.704201	6.483454	12.696952	11.532758	12.759633	12.281766	12.924327	-1.1125577765716383	6479.377089523207	3923.0514798021045	Q1
GSM1854956	9.693053	9.165858	11.946594	11.442888	13.152559	12.383166	13.196784	-0.47732231168793887	10021.692792360252	6692.585541657405	Q4
GSM1854957	10.056911	7.718816	11.906788	12.096343	12.521283	12.176731	12.901824	-1.0599628267675787	8980.332899897185	5027.473949466197	Q2
GSM1854958	11.321078	8.879747	12.709283	12.478476	13.068703	12.661931	13.279255	0.39795562004404783	10906.377141549789	6505.721352452731	Q3
GSM1854959	9.976506	9.407145	12.243837	11.848316	13.269664	12.818608	13.315337	0.3485474118579217	13302.701056164278	7412.111067768016	Q4
GSM1854960	12.150412	7.707821	12.934788	12.336551	13.118951	12.508363	13.016598	-0.13542257281567155	9201.037456615493	5044.4572159648715	Q2
GSM1854961	10.20217	8.706823	12.188098	12.285331	12.610071	12.305757	13.215382	-0.37068930426575336	9954.505680441605	5640.541794801087	Q3
GSM1854962	11.274411	8.657301	12.675042	12.308949	12.670737	12.289739	13.063778	-0.539123539797773	10943.9780873564	6287.497476347702	Q3
GSM1854963	10.789947	9.969039	12.181314	12.619511	13.010465	12.567037	13.213727	0.272869226047651	10743.073637805577	5512.9461024928205	Q4
GSM1854964	11.032828	8.037777	12.425915	11.669357	12.618595	12.218418	13.326685	-0.6332340286377377	8965.258896337447	4055.184493326391	Q2
GSM1854965	10.493053	10.191764	12.687529	12.733125	13.28833	12.813462	13.24763	0.7563701292364855	11815.897256418384	6574.10981920555	Q4
GSM1854966	10.658493	8.82962	12.496507	12.723949	12.825301	12.414118	13.194277	0.06474781629251038	12086.157967063158	6532.911865469943	Q3
GSM1854967	11.083485	8.544772	13.143286	12.367803	12.961742	12.647787	13.252637	0.22526687283802793	10178.621499424105	5298.53626912187	Q3
GSM1854968	9.905955	9.675485	12.408967	12.534468	13.148657	12.865834	13.34293	0.7360512730522535	12301.246672496865	7532.063415476661	Q4
GSM1854969	11.288933	6.977596	12.879034	12.463375	12.30029	12.390631	12.912418	-0.7896875063251654	6424.699994320722	3843.185050424042	Q1
GSM1854970	10.498953	9.117281	12.808754	12.611403	13.110832	12.791045	13.282401	0.6112659361147457	10704.404189787416	7058.380691360365	Q4
GSM1854971	8.878687	8.570101	11.661199	12.11006	13.128997	12.709704	13.264159	0.24917603952556638	11325.013151181258	6815.392717965956	Q3
GSM1854972	10.735325	7.715316	12.228308	12.044597	12.514892	12.211198	12.89431	-1.073205138592141	10589.755081868483	5976.094523223569	Q2
GSM1854973	10.740618	8.150909	12.992772	12.803372	13.318583	12.654386	13.198088	0.610952475913886	9846.30501807147	5199.743064365813	Q2
GSM1854974	10.445074	9.176185	12.534976	12.774353	13.368854	12.526296	13.360741	0.7338402985276925	13479.166494427029	7867.998663977272	Q4
GSM1854975	9.338422	9.183107	11.819857	11.822996	12.918937	12.518438	13.160707	-0.337099493708919	10615.30448853118	6168.800223893581	Q4
GSM1854976	9.73094	9.325661	10.55434	12.590342	13.347554	12.827641	13.312911	0.8118329994159958	11681.749555932807	7654.305700826819	Q4
GSM1854977	9.724836	9.049341	10.596757	12.71543	13.447506	13.005713	13.404407	1.2155398244733029	12412.6478219579	7450.411144114912	Q4
GSM1854978	10.422529	8.66495	12.487729	12.417856	13.173308	12.587936	13.21319	0.2741434467071664	12800.309855584532	6945.191988812633	Q3
GSM1854979	9.63511	8.643205	11.827655	11.983858	13.194685	12.610864	13.316082	0.20325154371935605	11142.380696491273	6587.267919157392	Q3
GSM1854980	9.077349	8.387674	11.842967	11.65102	12.912302	12.551993	13.250421	-0.287450971084914	13180.152301637678	6943.917192226212	Q3
GSM1854981	10.607827	8.153677	12.744767	12.434573	13.414903	12.556997	13.18472	0.3616758450000645	6648.281508636432	4357.118866237626	Q2
GSM1854982	10.294654	8.832395	12.81665	12.683569	13.311946	12.847131	13.472548	1.0738482099718465	12722.431367074556	7382.640248101163	Q3
GSM1854983	11.24515	6.811604	12.86058	12.603739	12.668943	12.314339	13.085616	-0.3258502414108255	7944.776939772779	4552.478640806485	Q1
GSM1854984	9.734092	7.551746	11.730439	12.097718	12.840326	12.589369	13.186402	-0.13569469170138562	12196.450075956	6337.069115673465	Q1
GSM1854985	9.55559	9.610901	12.257745	12.883384	13.327203	12.95045	13.498857	1.3175853881772255	12449.901487708301	7254.933608506843	Q4
GSM1854986	10.310352	9.705667	12.314065	12.96293	13.37634	12.900675	13.412435	1.2322422121690408	12563.55094646937	6868.766143872081	Q4
GSM1854987	10.37858	7.868313	12.789597	12.054297	13.073528	12.542167	13.144561	-0.11843564882955888	9522.011845642466	5397.305440081207	Q2
GSM1854988	9.391287	8.118173	12.70877	12.703201	13.127914	12.670878	13.404084	0.7334188655021229	10598.397075793458	6518.563676467878	Q2
GSM1854989	9.560537	7.847954	11.902406	12.045517	12.596157	12.261562	13.195684	-0.5765242415708439	9683.71925124943	5692.552570927857	Q2
