Study_ID,GSM_ID,IN_VIVO,Cancer_type,Cell_Line,sub_clone,Condition,ICB,ICB_study,ICB_group,ICB_Baseline_TYPE,Baseline,Cell_treatment,Cell_genotype,Tumor,Mouse_genotype,Mouse_strain,Mouse_treatment,Timepoint,Implantation,Implantation_site,SRX_ID,SampleName,has_expr,Tacstd2,is_control_arm,is_icb_arm
GSE101104,GSM2699189,in_vivo,Melanoma,B16,B16F1,,0,,,,0,CXCL5_vector,CXCL5_OE,primary,WT,C57BL/6J,no_treatment,,intradermal,flank,SRX2994180,SRX2994180,True,2.3068438498112314,True,False
GSE101104,GSM2699190,in_vivo,Melanoma,B16,B16F1,,0,,,,0,CXCL5_vector,CXCL5_OE,primary,WT,C57BL/6J,no_treatment,,intradermal,flank,SRX2994181,SRX2994181,True,3.0072443850721617,True,False
GSE101336,GSM2701515,in_vivo,Pancreatic ductal adenocarcinoma,KPC,parental,,0,,,,0,decitabine,WT,primary,WT,KrasG12D/+;Trp53R172H/+,no_treatment,,subcutaneous,flank,SRX2998703,SRX2998703,True,0.23137833709244865,True,False
GSE101336,GSM2701516,in_vivo,Pancreatic ductal adenocarcinoma,KPC,parental,,0,,,,1,,WT,primary,WT,KrasG12D/+;Trp53R172H/+,no_treatment,,subcutaneous,flank,SRX2998704,SRX2998704,True,1.1014893942134407,True,False
GSE101336,GSM2701517,in_vivo,Pancreatic ductal adenocarcinoma,KPC,parental,,0,,,,0,decitabine,WT,primary,WT,KrasG12D/+;Trp53R172H/+,no_treatment,,subcutaneous,flank,SRX2998705,SRX2998705,True,1.3509463927942786,True,False
GSE101336,GSM2701518,in_vivo,Pancreatic ductal adenocarcinoma,KPC,parental,,0,,,,1,,WT,primary,WT,KrasG12D/+;Trp53R172H/+,no_treatment,,subcutaneous,flank,SRX2998706,SRX2998706,True,0.3228418970033201,True,False
GSE101336,GSM2701519,in_vivo,Pancreatic ductal adenocarcinoma,KPC,parental,,0,,,,0,decitabine,WT,primary,WT,KrasG12D/+;Trp53R172H/+,no_treatment,,subcutaneous,flank,SRX2998707,SRX2998707,True,0.423162916231531,True,False
GSE101336,GSM2701520,in_vivo,Pancreatic ductal adenocarcinoma,KPC,parental,,0,,,,1,,WT,primary,WT,KrasG12D/+;Trp53R172H/+,no_treatment,,subcutaneous,flank,SRX2998708,SRX2998708,True,0.16387095110744163,True,False
GSE101336,GSM2701521,in_vivo,Pancreatic ductal adenocarcinoma,KPC,parental,,0,,,,0,decitabine,WT,primary,WT,KrasG12D/+;Trp53R172H/+,no_treatment,,subcutaneous,flank,SRX2998709,SRX2998709,True,0.4529822802249924,True,False
GSE101336,GSM2701522,in_vivo,Pancreatic ductal adenocarcinoma,KPC,parental,,0,,,,1,,WT,primary,WT,KrasG12D/+;Trp53R172H/+,no_treatment,,subcutaneous,flank,SRX2998710,SRX2998710,True,0.15739560718151774,True,False
GSE103713,GSM2779603,in_vivo,Melanoma,YUMM1.7,parental,,0,,,,0,,WT,primary,immunodeficient,NSG,BRAFi,,subcutaneous,flank,SRX3176866,SRX3176866,True,0.0,False,False
GSE103713,GSM2779604,in_vivo,Melanoma,YUMM1.7,parental,,0,,,,0,,WT,primary,immunodeficient,NSG,BRAFi,,subcutaneous,flank,SRX3176867,SRX3176867,True,0.0,False,False
GSE103713,GSM2779605,in_vivo,Melanoma,YUMM1.7,parental,PDL2_OE,0,,,,0,PDL2_vector,PDL2_OE,primary,immunodeficient,NSG,BRAFi,,subcutaneous,flank,SRX3176868,SRX3176868,True,0.0,False,False
GSE103713,GSM2779606,in_vivo,Melanoma,YUMM1.7,parental,PDL2_OE,0,,,,0,PDL2_vector,PDL2_OE,primary,immunodeficient,NSG,BRAFi,,subcutaneous,flank,SRX3176869,SRX3176869,True,0.0,False,False
GSE103713,GSM2779607,in_vivo,Melanoma,YUMM1.7,parental,PDL2_OE,0,,,,0,PDL2_vector,PDL2_OE,primary,immunodeficient,NSG,BRAFi,,subcutaneous,flank,SRX3176870,SRX3176870,True,1.9914038088295776,False,False
GSE103713,GSM2779596,in_vivo,Melanoma,YUMM1.7,parental,,0,,,,0,,WT,primary,immunodeficient,NSG,vehicle,,subcutaneous,flank,SRX3176859,SRX3176859,True,0.07254451854316075,True,False
GSE103713,GSM2779597,in_vivo,Melanoma,YUMM1.7,parental,,0,,,,0,,WT,primary,immunodeficient,NSG,vehicle,,subcutaneous,flank,SRX3176860,SRX3176860,True,0.07194114479390072,True,False
GSE103713,GSM2779598,in_vivo,Melanoma,YUMM1.7,parental,,0,,,,0,,WT,primary,immunodeficient,NSG,vehicle,,subcutaneous,flank,SRX3176861,SRX3176861,True,0.0,True,False
GSE103713,GSM2779599,in_vivo,Melanoma,YUMM1.7,parental,PDL2_OE,0,,,,0,PDL2_vector,PDL2_OE,primary,immunodeficient,NSG,vehicle,,subcutaneous,flank,SRX3176862,SRX3176862,True,0.0,True,False
GSE103713,GSM2779600,in_vivo,Melanoma,YUMM1.7,parental,PDL2_OE,0,,,,0,PDL2_vector,PDL2_OE,primary,immunodeficient,NSG,vehicle,,subcutaneous,flank,SRX3176863,SRX3176863,True,0.0,True,False
GSE103713,GSM2779601,in_vivo,Melanoma,YUMM1.7,parental,PDL2_OE,0,,,,0,PDL2_vector,PDL2_OE,primary,immunodeficient,NSG,vehicle,,subcutaneous,flank,SRX3176864,SRX3176864,True,0.0,True,False
GSE103713,GSM2779602,in_vivo,Melanoma,YUMM1.7,parental,,0,,,,0,,WT,primary,immunodeficient,NSG,vehicle,,subcutaneous,flank,SRX3176865,SRX3176865,True,0.13707774182395688,True,False
GSE103725,GSM2779780,in_vivo,Melanoma,YUMM1.7,parental,on.treatment_regressing,0,,,,0,,WT,primary,WT,C57BL/6,BRAFi,,subcutaneous,flank,SRX3178222,SRX3178222,True,0.33736520804674125,False,False
GSE103725,GSM2779781,in_vivo,Melanoma,YUMM1.7,parental,on.treatment_regressing,0,,,,0,,WT,primary,WT,C57BL/6,BRAFi,,subcutaneous,flank,SRX3178223,SRX3178223,True,0.2851079790494879,False,False
GSE103725,GSM2779782,in_vivo,Melanoma,YUMM1.7,parental,on.treatment_regressing,0,,,,0,,WT,primary,WT,C57BL/6,BRAFi,,subcutaneous,flank,SRX3178224,SRX3178224,True,0.1160244379309928,False,False
GSE103725,GSM2779783,in_vivo,Melanoma,YUMM1.7,parental,on.treatment_regressing,0,,,,0,,WT,primary,WT,C57BL/6,BRAFi,,subcutaneous,flank,SRX3178225,SRX3178225,True,0.6909916066787183,False,False
GSE103725,GSM2779784,in_vivo,Melanoma,YUMM1.7,parental,on.treatment_residual,0,,,,0,,WT,primary,WT,C57BL/6,BRAFi,,subcutaneous,flank,SRX3178226,SRX3178226,True,3.283242319066456,False,False
GSE103725,GSM2779785,in_vivo,Melanoma,YUMM1.7,parental,on.treatment_residual,0,,,,0,,WT,primary,WT,C57BL/6,BRAFi,,subcutaneous,flank,SRX3178227,SRX3178227,True,0.4531339247666735,False,False
GSE103725,GSM2779786,in_vivo,Melanoma,YUMM1.7,parental,on.treatment_residual,0,,,,0,,WT,primary,WT,C57BL/6,BRAFi,,subcutaneous,flank,SRX3178228,SRX3178228,True,0.8527556403339717,False,False
GSE103725,GSM2779787,in_vivo,Melanoma,YUMM1.7,parental,on.treatment_residual,0,,,,0,,WT,primary,WT,C57BL/6,BRAFi,,subcutaneous,flank,SRX3178229,SRX3178229,True,0.40402282968577274,False,False
GSE103725,GSM2779788,in_vivo,Melanoma,YUMM1.7,parental,on.treatment_residual,0,,,,0,,WT,primary,WT,C57BL/6,BRAFi,,subcutaneous,flank,SRX3178230,SRX3178230,True,0.6464634229245663,False,False
GSE103725,GSM2779789,in_vivo,Melanoma,YUMM1.7,parental,BRAFi_resistant,0,,,,0,,WT,primary,WT,C57BL/6,BRAFi,,subcutaneous,flank,SRX3178231,SRX3178231,True,0.1272449159473192,False,False
GSE103725,GSM2779790,in_vivo,Melanoma,YUMM1.7,parental,BRAFi_resistant,0,,,,0,,WT,primary,WT,C57BL/6,BRAFi,,subcutaneous,flank,SRX3178232,SRX3178232,True,0.2669460476646863,False,False
GSE103725,GSM2779791,in_vivo,Melanoma,YUMM1.7,parental,BRAFi_resistant,0,,,,0,,WT,primary,WT,C57BL/6,BRAFi,,subcutaneous,flank,SRX3178233,SRX3178233,True,0.16453727984806238,False,False
GSE103725,GSM2779792,in_vivo,Melanoma,YUMM1.7,parental,BRAFi_resistant,0,,,,0,,WT,primary,WT,C57BL/6,BRAFi,,subcutaneous,flank,SRX3178234,SRX3178234,True,0.24211212750468925,False,False
GSE103725,GSM2779793,in_vivo,Melanoma,YUMM1.7,parental,BRAFi_resistant,0,,,,0,,WT,primary,WT,C57BL/6,BRAFi,,subcutaneous,flank,SRX3178235,SRX3178235,True,0.6320254147757574,False,False
GSE103725,GSM2779794,in_vivo,Melanoma,YUMM1.7,parental,BRAF.inhibitor,0,Baseline,,R; NR;,0,,WT,primary,WT,C57BL/6,BRAFi,,subcutaneous,flank,SRX3178236,SRX3178236,True,0.0,False,False
GSE103725,GSM2779795,in_vivo,Melanoma,YUMM1.7,parental,BRAF.inhibitor,0,Baseline,,R; NR;,0,,WT,primary,WT,C57BL/6,BRAFi,,subcutaneous,flank,SRX3178237,SRX3178237,True,0.12002470609023734,False,False
GSE103725,GSM2779796,in_vivo,Melanoma,YUMM1.7,parental,BRAF.inhibitor,0,Baseline,,R; NR;,0,,WT,primary,WT,C57BL/6,BRAFi,,subcutaneous,flank,SRX3178238,SRX3178238,True,0.06559414532244005,False,False
GSE103725,GSM2779797,in_vivo,Melanoma,YUMM1.7,parental,BRAF.inhibitor,1,R,antiPDL2,,0,,WT,primary,WT,C57BL/6,BRAFi; antiPDL2;,,subcutaneous,flank,SRX3178239,SRX3178239,True,0.3159486716932153,False,True
GSE103725,GSM2779798,in_vivo,Melanoma,YUMM1.7,parental,BRAF.inhibitor,1,R,antiPDL2,,0,,WT,primary,WT,C57BL/6,BRAFi; antiPDL2;,,subcutaneous,flank,SRX3178240,SRX3178240,True,0.0713420460791748,False,True
GSE103725,GSM2779799,in_vivo,Melanoma,YUMM1.7,parental,BRAF.inhibitor,1,NR,antiPDL2,,0,,WT,primary,WT,C57BL/6,BRAFi; antiPDL2;,,subcutaneous,flank,SRX3178241,SRX3178241,True,0.0,False,True
GSE103725,GSM2779800,in_vivo,Melanoma,YUMM1.7,parental,BRAF.inhibitor,1,NR,antiPDL2,,0,,WT,primary,WT,C57BL/6,BRAFi; antiPDL2;,,subcutaneous,flank,SRX3178242,SRX3178242,True,0.0933878639621331,False,True
GSE103725,GSM2779776,in_vivo,Melanoma,YUMM1.7,parental,pre.BRAFi.treatment,0,,,,1,,WT,primary,WT,C57BL/6,vehicle,,subcutaneous,flank,SRX3178218,SRX3178218,True,4.02259277913015,True,False
GSE103725,GSM2779777,in_vivo,Melanoma,YUMM1.7,parental,pre.BRAFi.treatment,0,,,,1,,WT,primary,WT,C57BL/6,vehicle,,subcutaneous,flank,SRX3178219,SRX3178219,True,0.06315133932816337,True,False
GSE103725,GSM2779778,in_vivo,Melanoma,YUMM1.7,parental,pre.BRAFi.treatment,0,,,,1,,WT,primary,WT,C57BL/6,vehicle,,subcutaneous,flank,SRX3178220,SRX3178220,True,0.11690442540878943,True,False
GSE103725,GSM2779779,in_vivo,Melanoma,YUMM1.7,parental,pre.BRAFi.treatment,0,,,,1,,WT,primary,WT,C57BL/6,vehicle,,subcutaneous,flank,SRX3178221,SRX3178221,True,2.5947208066600345,True,False
GSE104463,GSM2800820,in_vivo,Melanoma,B16,B16F10,high.cholesterol.diet,0,,,,0,,WT,primary,WT,C57BL/6J,high cholesterol diet,,subcutaneous,flank,SRX3235579,SRX3235579,True,0.07060502084674634,False,False
GSE104463,GSM2800821,in_vivo,Melanoma,B16,B16F10,high.cholesterol.diet,0,,,,0,,WT,primary,WT,C57BL/6J,high cholesterol diet,,subcutaneous,flank,SRX3235580,SRX3235580,True,0.0,False,False
GSE104463,GSM2800822,in_vivo,Melanoma,B16,B16F10,high.cholesterol.diet,0,,,,0,,WT,primary,WT,C57BL/6J,high cholesterol diet,,subcutaneous,flank,SRX3235581,SRX3235581,True,0.20904835152692616,False,False
GSE104463,GSM2800817,in_vivo,Melanoma,B16,B16F10,normal.diet,0,,,,1,,WT,primary,WT,C57BL/6J,normal diet,,subcutaneous,flank,SRX3235576,SRX3235576,True,0.07313563521131727,False,False
GSE104463,GSM2800818,in_vivo,Melanoma,B16,B16F10,normal.diet,0,,,,1,,WT,primary,WT,C57BL/6J,normal diet,,subcutaneous,flank,SRX3235577,SRX3235577,True,0.04181093145750065,False,False
GSE104463,GSM2800819,in_vivo,Melanoma,B16,B16F10,normal.diet,0,,,,1,,WT,primary,WT,C57BL/6J,normal diet,,subcutaneous,flank,SRX3235578,SRX3235578,True,0.06567022923123486,False,False
GSE107423,GSM2866823,in_vivo,Glioblastoma multiforme,GL261,parental,,0,,,,0,,WT,primary,WT,C57BL/6,antiVEGFa_100ug,,orthotopic,intracranial,SRX3426343,SRX3426343,True,0.0,False,False
GSE107423,GSM2866824,in_vivo,Glioblastoma multiforme,GL261,parental,,0,,,,0,,WT,primary,WT,C57BL/6,antiVEGFa_100ug,,orthotopic,intracranial,SRX3426344,SRX3426344,True,0.0,False,False
GSE107423,GSM2866825,in_vivo,Glioblastoma multiforme,GL261,parental,,0,,,,0,,WT,primary,WT,C57BL/6,antiVEGFa_100ug,,orthotopic,intracranial,SRX3426346,SRX3426346,True,0.0,False,False
GSE107423,GSM2866826,in_vivo,Glioblastoma multiforme,GL261,parental,,0,,,,0,,WT,primary,WT,C57BL/6,antiVEGFa_200ug,,orthotopic,intracranial,SRX3426347,SRX3426347,True,0.0,False,False
GSE107423,GSM2866827,in_vivo,Glioblastoma multiforme,GL261,parental,,0,,,,0,,WT,primary,WT,C57BL/6,antiVEGFa_200ug,,orthotopic,intracranial,SRX3426348,SRX3426348,True,0.11106160198748916,False,False
GSE107423,GSM2866828,in_vivo,Glioblastoma multiforme,GL261,parental,,0,,,,0,,WT,primary,WT,C57BL/6,antiVEGFa_200ug,,orthotopic,intracranial,SRX3426349,SRX3426349,True,0.0,False,False
GSE107423,GSM2866820,in_vivo,Glioblastoma multiforme,GL261,parental,,0,,,,1,,WT,primary,WT,C57BL/6,antiVEGFa_50ug,,orthotopic,intracranial,SRX3426340,SRX3426340,True,0.0,False,False
GSE107423,GSM2866821,in_vivo,Glioblastoma multiforme,GL261,parental,,0,,,,0,,WT,primary,WT,C57BL/6,antiVEGFa_50ug,,orthotopic,intracranial,SRX3426341,SRX3426341,True,0.0,False,False
GSE107423,GSM2866822,in_vivo,Glioblastoma multiforme,GL261,parental,,0,,,,0,,WT,primary,WT,C57BL/6,antiVEGFa_50ug,,orthotopic,intracranial,SRX3426342,SRX3426342,True,0.0,False,False
GSE107423,GSM2866818,in_vivo,Glioblastoma multiforme,GL261,parental,,0,,,,1,,WT,primary,WT,C57BL/6,no_treatment,,orthotopic,intracranial,SRX3426338,SRX3426338,True,0.1962991166981018,True,False
GSE107423,GSM2866819,in_vivo,Glioblastoma multiforme,GL261,parental,,0,,,,1,,WT,primary,WT,C57BL/6,no_treatment,,orthotopic,intracranial,SRX3426339,SRX3426339,True,0.0,True,False
GSE107423,GSM2866829,in_vivo,Glioblastoma multiforme,GL261,parental,,0,,,,0,,WT,primary,WT,C57BL/6,no_treatment,,orthotopic,intracranial,SRX3426350,SRX3426350,True,0.0,True,False
GSE107801,GSM2879437,in_vivo,Mammary carcinoma,EMT6,parental,antiTGFb_trap,1,R,antiPDL1,,0,,WT,primary,WT,BALB/c,M7824 (anti_PDL1_TGFb_Trap),,orthotopic,mammary fat pad,SRX3453192,SRX3453192,True,4.550358319801518,False,True
GSE107801,GSM2879438,in_vivo,Mammary carcinoma,EMT6,parental,antiTGFb_trap,1,R,antiPDL1,,0,,WT,primary,WT,BALB/c,M7824 (anti_PDL1_TGFb_Trap),,orthotopic,mammary fat pad,SRX3453193,SRX3453193,True,0.3474075968749056,False,True
GSE107801,GSM2879439,in_vivo,Mammary carcinoma,EMT6,parental,antiTGFb_trap,1,R,antiPDL1,,0,,WT,primary,WT,BALB/c,M7824 (anti_PDL1_TGFb_Trap),,orthotopic,mammary fat pad,SRX3453194,SRX3453194,True,0.013667577164441419,False,True
GSE107801,GSM2879440,in_vivo,Mammary carcinoma,EMT6,parental,antiTGFb_trap,1,R,antiPDL1,,0,,WT,primary,WT,BALB/c,M7824 (anti_PDL1_TGFb_Trap),,orthotopic,mammary fat pad,SRX3453195,SRX3453195,True,0.061514551437198396,False,True
GSE107801,GSM2879441,in_vivo,Mammary carcinoma,EMT6,parental,antiTGFb_trap,1,R,antiPDL1,,0,,WT,primary,WT,BALB/c,M7824 (anti_PDL1_TGFb_Trap),,orthotopic,mammary fat pad,SRX3453196,SRX3453196,True,0.26728568502411243,False,True
GSE107801,GSM2879442,in_vivo,Mammary carcinoma,EMT6,parental,antiTGFb_trap,1,R,antiPDL1,,0,,WT,primary,WT,BALB/c,M7824 (anti_PDL1_TGFb_Trap),,orthotopic,mammary fat pad,SRX3453197,SRX3453197,True,0.9262393577228916,False,True
GSE107801,GSM2879443,in_vivo,Mammary carcinoma,EMT6,parental,antiTGFb_trap,1,R,antiPDL1,,0,,WT,primary,WT,BALB/c,M7824 (anti_PDL1_TGFb_Trap),,orthotopic,mammary fat pad,SRX3453198,SRX3453198,True,0.7105978558933935,False,True
GSE107801,GSM2879444,in_vivo,Mammary carcinoma,EMT6,parental,antiTGFb_trap,1,R,antiPDL1,,0,,WT,primary,WT,BALB/c,M7824 (anti_PDL1_TGFb_Trap),,orthotopic,mammary fat pad,SRX3453199,SRX3453199,True,0.10971329916059334,False,True
GSE107801,GSM2879445,in_vivo,Mammary carcinoma,EMT6,parental,antiTGFb_trap,1,R,antiPDL1,,0,,WT,primary,WT,BALB/c,M7824 (anti_PDL1_TGFb_Trap),,orthotopic,mammary fat pad,SRX3453200,SRX3453200,True,0.04941327198602516,False,True
GSE107801,GSM2879446,in_vivo,Mammary carcinoma,EMT6,parental,antiTGFb_trap,1,R,antiPDL1,,0,,WT,primary,WT,BALB/c,M7824 (anti_PDL1_TGFb_Trap),,orthotopic,mammary fat pad,SRX3453201,SRX3453201,True,0.39814487192922193,False,True
GSE107801,GSM2879427,in_vivo,Mammary carcinoma,EMT6,parental,,1,R,antiPDL1,,0,,WT,primary,WT,BALB/c,antiPDL1;,,orthotopic,mammary fat pad,SRX3453182,SRX3453182,True,0.5265428535051894,False,True
GSE107801,GSM2879428,in_vivo,Mammary carcinoma,EMT6,parental,,1,R,antiPDL1,,0,,WT,primary,WT,BALB/c,antiPDL1;,,orthotopic,mammary fat pad,SRX3453183,SRX3453183,True,0.2763121378862723,False,True
GSE107801,GSM2879429,in_vivo,Mammary carcinoma,EMT6,parental,,1,R,antiPDL1,,0,,WT,primary,WT,BALB/c,antiPDL1;,,orthotopic,mammary fat pad,SRX3453184,SRX3453184,True,0.39094457532894084,False,True
GSE107801,GSM2879430,in_vivo,Mammary carcinoma,EMT6,parental,,1,R,antiPDL1,,0,,WT,primary,WT,BALB/c,antiPDL1;,,orthotopic,mammary fat pad,SRX3453185,SRX3453185,True,0.13356271427913124,False,True
GSE107801,GSM2879431,in_vivo,Mammary carcinoma,EMT6,parental,,1,R,antiPDL1,,0,,WT,primary,WT,BALB/c,antiPDL1;,,orthotopic,mammary fat pad,SRX3453186,SRX3453186,True,0.0220236785948589,False,True
GSE107801,GSM2879432,in_vivo,Mammary carcinoma,EMT6,parental,,1,R,antiPDL1,,0,,WT,primary,WT,BALB/c,antiPDL1;,,orthotopic,mammary fat pad,SRX3453187,SRX3453187,True,0.20850607597674334,False,True
