atlas_name	level	downloadSource	FileFormat	assayName	Filename	synapseId	CellTotal	diagnosis	organ
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case2/Tumor/Tumor_lung_S3_L001_R2_001.fastq.gz	syn23665369		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case2/Tumor/Tumor_lung_S3_L002_R1_001.fastq.gz	syn23665364		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case2/Tumor/Tumor_lung_S3_L002_R2_001.fastq.gz	syn23665370		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case3/GGO_Human_Lung/GGO_Human_Lung_S2_L001_R1_001.fastq.gz	syn23665410		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case3/GGO_Human_Lung/GGO_Human_Lung_S2_L001_R2_001.fastq.gz	syn23665425		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case3/GGO_Human_Lung/GGO_Human_Lung_S2_L002_R1_001.fastq.gz	syn23665414		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case3/GGO_Human_Lung/GGO_Human_Lung_S2_L002_R2_001.fastq.gz	syn23665418		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case3/GGO_Human_Lung/GGO_Human_Lung_S2_L003_R1_001.fastq.gz	syn23665411		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case3/GGO_Human_Lung/GGO_Human_Lung_S2_L003_R2_001.fastq.gz	syn23665424		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case3/GGO_Human_Lung/GGO_Human_Lung_S2_L004_R1_001.fastq.gz	syn23665407		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case3/GGO_Human_Lung/GGO_Human_Lung_S2_L004_R2_001.fastq.gz	syn23665421		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case3/Normal_Human_Lung/Normal_Human_Lung_S1_L001_R1_001.fastq.gz	syn23665409		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case3/Normal_Human_Lung/Normal_Human_Lung_S1_L001_R2_001.fastq.gz	syn23665422		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case3/Normal_Human_Lung/Normal_Human_Lung_S1_L002_R1_001.fastq.gz	syn23665413		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case3/Normal_Human_Lung/Normal_Human_Lung_S1_L002_R2_001.fastq.gz	syn23665423		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case3/Normal_Human_Lung/Normal_Human_Lung_S1_L003_R1_001.fastq.gz	syn23665412		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case3/Normal_Human_Lung/Normal_Human_Lung_S1_L003_R2_001.fastq.gz	syn23665420		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case3/Normal_Human_Lung/Normal_Human_Lung_S1_L004_R1_001.fastq.gz	syn23665408		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case3/Normal_Human_Lung/Normal_Human_Lung_S1_L004_R2_001.fastq.gz	syn23665419		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case4/GGO_Human_Lung-1_4/GGO_Human_Lung-1_4_S4_L001_R1_001.fastq.gz	syn23665447		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case4/GGO_Human_Lung-1_4/GGO_Human_Lung-1_4_S4_L001_R2_001.fastq.gz	syn23665455		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case4/GGO_Human_Lung-1_4/GGO_Human_Lung-1_4_S4_L002_R1_001.fastq.gz	syn23665446		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case4/GGO_Human_Lung-1_4/GGO_Human_Lung-1_4_S4_L002_R2_001.fastq.gz	syn23665470		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case4/GGO_Human_Lung-1_4/GGO_Human_Lung-1_4_S4_L003_R1_001.fastq.gz	syn23665453		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case4/GGO_Human_Lung-1_4/GGO_Human_Lung-1_4_S4_L003_R2_001.fastq.gz	syn23665466		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case4/GGO_Human_Lung-1_4/GGO_Human_Lung-1_4_S4_L004_R1_001.fastq.gz	syn23665454		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case4/GGO_Human_Lung-1_4/GGO_Human_Lung-1_4_S4_L004_R2_001.fastq.gz	syn23665459		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case4/GGO_Human_Lung-2_4/GGO_Human_Lung-2_4_S5_L001_R1_001.fastq.gz	syn23665456		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case4/GGO_Human_Lung-2_4/GGO_Human_Lung-2_4_S5_L001_R2_001.fastq.gz	syn23665477		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case4/GGO_Human_Lung-2_4/GGO_Human_Lung-2_4_S5_L002_R1_001.fastq.gz	syn23665450		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case4/GGO_Human_Lung-2_4/GGO_Human_Lung-2_4_S5_L002_R2_001.fastq.gz	syn23665474		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case4/GGO_Human_Lung-2_4/GGO_Human_Lung-2_4_S5_L003_R1_001.fastq.gz	syn23665449		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case4/GGO_Human_Lung-2_4/GGO_Human_Lung-2_4_S5_L003_R2_001.fastq.gz	syn23665471		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case4/GGO_Human_Lung-2_4/GGO_Human_Lung-2_4_S5_L004_R1_001.fastq.gz	syn23665457		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case4/GGO_Human_Lung-2_4/GGO_Human_Lung-2_4_S5_L004_R2_001.fastq.gz	syn23665475		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case4/Normal_Human_Lung_4/Normal_Human_Lung_4_S3_L001_R1_001.fastq.gz	syn23665452		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case4/Normal_Human_Lung_4/Normal_Human_Lung_4_S3_L001_R2_001.fastq.gz	syn23665467		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case4/Normal_Human_Lung_4/Normal_Human_Lung_4_S3_L002_R1_001.fastq.gz	syn23665451		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case4/Normal_Human_Lung_4/Normal_Human_Lung_4_S3_L002_R2_001.fastq.gz	syn23665468		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case4/Normal_Human_Lung_4/Normal_Human_Lung_4_S3_L003_R1_001.fastq.gz	syn23665448		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case4/Normal_Human_Lung_4/Normal_Human_Lung_4_S3_L003_R2_001.fastq.gz	syn23665465		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case4/Normal_Human_Lung_4/Normal_Human_Lung_4_S3_L004_R1_001.fastq.gz	syn23665460		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case4/Normal_Human_Lung_4/Normal_Human_Lung_4_S3_L004_R2_001.fastq.gz	syn23665461		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case4/Tumor_Human_Lung_4/Tumor_Human_Lung_4_S6_L001_R1_001.fastq.gz	syn23665463		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case4/Tumor_Human_Lung_4/Tumor_Human_Lung_4_S6_L001_R2_001.fastq.gz	syn23665473		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case4/Tumor_Human_Lung_4/Tumor_Human_Lung_4_S6_L002_R1_001.fastq.gz	syn23665462		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case4/Tumor_Human_Lung_4/Tumor_Human_Lung_4_S6_L002_R2_001.fastq.gz	syn23665476		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case4/Tumor_Human_Lung_4/Tumor_Human_Lung_4_S6_L003_R1_001.fastq.gz	syn23665464		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case4/Tumor_Human_Lung_4/Tumor_Human_Lung_4_S6_L003_R2_001.fastq.gz	syn23665469		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case4/Tumor_Human_Lung_4/Tumor_Human_Lung_4_S6_L004_R1_001.fastq.gz	syn23665458		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case4/Tumor_Human_Lung_4/Tumor_Human_Lung_4_S6_L004_R2_001.fastq.gz	syn23665472		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case5/GGO_5/GGO_5_S8_L001_R1_001.fastq.gz	syn23665490		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case5/GGO_5/GGO_5_S8_L001_R2_001.fastq.gz	syn24862342		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case5/GGO_5/GGO_5_S8_L002_R1_001.fastq.gz	syn23665499		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case5/GGO_5/GGO_5_S8_L002_R2_001.fastq.gz	syn23665502		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case5/GGO_5/GGO_5_S8_L003_R1_001.fastq.gz	syn23665489		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case5/GGO_5/GGO_5_S8_L003_R2_001.fastq.gz	syn23665500		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case5/GGO_5/GGO_5_S8_L004_R1_001.fastq.gz	syn23665491		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case5/GGO_5/GGO_5_S8_L004_R2_001.fastq.gz	syn23665496		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case5/Normal_Lung_5/Normal_Lung_5_S7_L001_R1_001.fastq.gz	syn23665492		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case5/Normal_Lung_5/Normal_Lung_5_S7_L001_R2_001.fastq.gz	syn23665503		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case5/Normal_Lung_5/Normal_Lung_5_S7_L002_R1_001.fastq.gz	syn23665493		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case5/Normal_Lung_5/Normal_Lung_5_S7_L002_R2_001.fastq.gz	syn23665498		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case5/Normal_Lung_5/Normal_Lung_5_S7_L003_R1_001.fastq.gz	syn23665494		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case5/Normal_Lung_5/Normal_Lung_5_S7_L003_R2_001.fastq.gz	syn23665497		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case5/Normal_Lung_5/Normal_Lung_5_S7_L004_R1_001.fastq.gz	syn23665495		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case5/Normal_Lung_5/Normal_Lung_5_S7_L004_R2_001.fastq.gz	syn23665501		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case6/GGO_6/GGO_6_S10_L001_R1_001.fastq.gz	syn23665516		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case6/GGO_6/GGO_6_S10_L001_R2_001.fastq.gz	syn23665529		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case6/GGO_6/GGO_6_S10_L002_R1_001.fastq.gz	syn23665517		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case6/GGO_6/GGO_6_S10_L002_R2_001.fastq.gz	syn23665524		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case6/GGO_6/GGO_6_S10_L003_R1_001.fastq.gz	syn23665521		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case6/GGO_6/GGO_6_S10_L003_R2_001.fastq.gz	syn23665527		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case6/GGO_6/GGO_6_S10_L004_R1_001.fastq.gz	syn23665518		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case6/GGO_6/GGO_6_S10_L004_R2_001.fastq.gz	syn23665523		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case6/Normal_Lung_6/Normal_Lung_6_S9_L001_R1_001.fastq.gz	syn23665520		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case6/Normal_Lung_6/Normal_Lung_6_S9_L001_R2_001.fastq.gz	syn23665530		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case6/Normal_Lung_6/Normal_Lung_6_S9_L002_R1_001.fastq.gz	syn23665522		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case6/Normal_Lung_6/Normal_Lung_6_S9_L002_R2_001.fastq.gz	syn23665528		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case6/Normal_Lung_6/Normal_Lung_6_S9_L003_R1_001.fastq.gz	syn23665519		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case6/Normal_Lung_6/Normal_Lung_6_S9_L003_R2_001.fastq.gz	syn23665525		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case6/Normal_Lung_6/Normal_Lung_6_S9_L004_R1_001.fastq.gz	syn23665515		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUAD_GGO/Case6/Normal_Lung_6/Normal_Lung_6_S9_L004_R2_001.fastq.gz	syn23665526		Adenocarcinoma NOS	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/Roswell/12-PCGA02-10420-1001724_S12_R1_001.fastq.gz	syn53284070		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/Roswell/12-PCGA02-10420-1001724_S12_R2_001.fastq.gz	syn53284071		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/Roswell/7-PCGA02-10404-1001849_S7_R1_001.fastq.gz	syn53284073		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/Roswell/7-PCGA02-10404-1001849_S7_R2_001.fastq.gz	syn53284074		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/Roswell/H2GC2BGXH_PCGA02_10044_3001838_R1.fastq.gz	syn51675217		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/Roswell/H2GC2BGXH_PCGA02_10044_3001838_R2.fastq.gz	syn51675219		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/Roswell/H2GC2BGXH_PCGA02_10044_3101838_R1.fastq.gz	syn51675220		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/Roswell/H2GC2BGXH_PCGA02_10044_3101838_R2.fastq.gz	syn51675221		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/Roswell/H2GC2BGXH_PCGA02_10044_3201838_R1.fastq.gz	syn51675222		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/Roswell/H2GC2BGXH_PCGA02_10044_3201838_R2.fastq.gz	syn51675227		Not Reported	Lung
HTAN BU	Level 1	dbGaP	fastq	scRNA-seq	HTAN BU/sc_rna_seq_Level_1/LUSC/P-LUSC/Roswell/H2GC2BGXH_PCGA02_10044_3601831_R1.fastq.gz	syn51675228		Not Reported	Lung
