sample	TACSTD2	CD8A	CD3E	CD2	GZMA	GZMB	PRF1	NKG7	IFNG	CXCL9	CXCL10	CD274	PDCD1	CTLA4	LAG3	TIGIT	HAVCR2	IDO1	FOXP3	MS4A1	CD68	CYT_GZMA_PRF1	purity	LeukocyteFraction_methylation	CIBERSORT_CD8_T	CIBERSORT_Tregs	CIBERSORT_NK_activated	CIBERSORT_Macrophage_M1	CIBERSORT_Macrophage_M2	Wolf_LymphocyteInfiltration	Wolf_MacrophageCSF1	Wolf_IFNgamma	Wolf_TGFbeta	Wolf_WoundHealing_CSR
TCGA-22-1011-01	15.4278	8.5867	9.6003	9.0511	7.7504	7.9628	8.0613	7.3823	2.28	10.0535	9.5386	6.4512	6.9717	6.8392	7.4059	8.5784	8.4157	10.8551	7.8561	9.9212	11.8337	7.905849999999999	0.36	0.48366816872966	0.0721555280623823	0.0208196008497869	0.0	0.034936162526115	0.127124051536138	2.0353	0.7979	0.269	0.4572	0.1185
TCGA-77-8156-01	11.4981	9.6627	10.0937	9.8317	8.8354	9.0345	9.4471	9.0184	5.2254	12.465	9.9128	6.059	7.7432	6.9829	8.7267	8.3405	9.547	8.7767	7.6906	8.3917	12.8884	9.14125	0.23	0.545362427653858	0.148119921219016	0.0242026385409873	0.0035923568076455	0.090450956816325	0.16678075413658	1.8944	0.9747	0.3189	0.5543	0.2795
TCGA-43-A475-01	13.0762	10.8665	10.2664	10.0905	10.1096	10.7757	10.2104	10.3874	7.1448	14.5381	12.1251	9.4475	8.24	7.6376	9.6298	8.5082	9.9912	10.5458	7.5667	7.8726	12.7709	10.16	0.34	0.476607328448175	0.277828768133063	0.0421564380738513	0.0540935025872938	0.124383259300662	0.217219067476022	2.0318	1.2591	0.4819	0.0172	0.1815
TCGA-37-3789-01	13.548	9.066	8.301	8.5251	8.7363	9.4793	9.2897	7.9258	4.5223	11.0142	14.2109	5.765	6.3756	7.4405	7.8019	6.8084	9.2068	10.6113	7.0114	3.8425	11.3649	9.013	0.62	0.0584994190652451	0.183690118989925	0.0	0.0250817269177192	0.128084239263423	0.252691498590213	0.7567	0.502	0.6102	0.394	0.4095
TCGA-22-4596-01	11.8719	8.6637	10.0551	10.128	8.5898	8.7884	8.6122	8.0644	4.4667	11.8195	10.4792	8.7193	7.1309	8.0897	7.3826	8.1056	10.3917	9.4239	8.7142	9.1714	13.0424	8.600999999999999	0.69	0.449433943955886	0.0666313016449233	0.0053087901982393	0.0	0.0580101798692273	0.257014965162078	2.0811	1.447	0.4488	0.5297	-0.003
TCGA-58-A46N-01	13.6462	6.1992	6.0145	6.2704	5.9291	6.5461	6.6161	6.0453	2.8155	7.4415	7.2478	8.2823	4.07	4.2569	5.6642	4.7053	6.0351	5.0057	4.1424	2.9943	10.2143	6.272600000000001	0.89	0.104322712164303	0.128003340306288	0.0	0.0213399146210554	0.0210889042737744	0.163499046754827	-0.838	-0.839	-0.1433	0.1579	0.2535
TCGA-63-A5MW-01	10.7405	7.6505	7.0768	6.8277	6.6485	6.8493	6.9871	6.907	3.6006	8.0552	7.565	3.495	5.4103	6.1277	6.9476	6.553	7.5387	6.6423	5.5552	2.4008	9.7706	6.8178	0.66	0.129799308353074	0.213451889238662	0.0	0.0662830657951635	0.0476019496222752	0.326647282617395	-0.4294	-0.2509	0.1656	0.7347	0.22
TCGA-85-8479-01	14.5275	5.2315	6.3543	5.1964	3.9065	3.1169	5.4706	4.9865	0.0	5.2141	5.332	2.3401	2.3401	3.9065	5.3953	2.872	5.8325	4.9448	4.9604	1.4885	10.3935	4.68855	0.67	0.287685028222655	0.088718341469244	0.0482546797215498	0.0	0.0	0.205611403110133	-1.1332	-1.0588	-0.1315	0.1478	0.128
TCGA-68-8251-01	13.0631	8.2185	8.7739	8.5861	7.6924	7.1887	8.2023	7.2414	2.3717	9.5404	10.1919	5.6516	5.8526	6.2744	6.7701	7.0086	8.406	10.4471	6.5802	6.3204	11.7189	7.94735	0.33	0.427343388173244	0.0858231324942626	0.0012333180549513	0.0171194993360046	0.0746109254494583	0.256296476946889	1.0347	0.4394	0.3616	0.6704	0.3495
TCGA-34-7107-01	12.5842	7.0395	7.376	7.0318	6.0351	6.3634	7.0007	6.4976	3.1176	10.2213	9.194	8.9893	5.1235	5.1521	6.4056	6.0428	8.3868	6.7193	6.7661	3.4295	11.8261	6.5179	0.59	0.137384017606093	0.0770646371047847	0.0209841551810659	0.017882190652418	0.0557890774570634	0.336341190815394	0.23	0.2629	0.1547	0.5701	0.179
TCGA-37-4141-01	12.1227	9.6507	8.368	8.5733	7.3163	8.7136	7.4321	8.0114	3.656	11.1384	10.267	6.0635	6.1423	5.9081	7.1355	6.6633	8.6427	8.821	6.109	6.3376	11.5957	7.3742	0.76	0.225082853569416	0.155519549579426	0.000118280333789	0.0079946723702377	0.0589557757627403	0.31856553569584	1.2386	0.3827	0.3561	-0.1387	0.462
TCGA-39-5040-01	10.9254	7.0339	7.0202	6.688	5.4742	6.1899	6.8865	5.8683	1.3515	9.6719	7.48	7.1361	5.4333	5.2919	6.1838	6.1589	7.5049	7.584	4.8997	8.3918	10.1863	6.18035	0.59	0.205352665459335	0.176668719366757	0.0147519013504622	0.0	0.068548890558861	0.156563313095804	0.5817	-0.1313	-0.0588	0.0254	0.175
TCGA-43-2578-01	11.3005	8.4275	8.1958	7.7873	7.1166	8.2842	8.3643	7.4174	3.0993	11.4306	8.4835	4.9318	6.3642	6.1502	7.531	5.9876	8.623	9.5005	6.0958	6.0466	12.0163	7.74045	0.59	0.68428376880529	0.168095115331506	0.0	0.0265560528625102	0.124643053567145	0.325398780644033	0.9389	0.254	0.0503	0.1827	0.4465
TCGA-63-A5M9-01	10.8133	7.582	7.9098	7.5848	7.3802	7.582	7.3503	6.9158	2.8957	10.6609	8.9768	8.6976	5.4904	6.1823	6.234	6.3458	7.7889	8.4512	4.6314	7.6489	11.259	7.36525	0.6	0.196599272005564	0.125856702249331	0.0	0.0181099122806061	0.103863435301542	0.240986698175475	0.5677	0.1794	0.0992	0.3201	0.3355
TCGA-92-8063-01	14.3601	7.1451	7.0536	7.2432	6.5204	6.5589	7.1131	6.5494	2.8518	9.2464	8.0515	7.195	4.9472	4.4689	6.0236	5.6654	7.9928	8.5257	5.8745	3.6799	12.0743	6.816750000000001	0.51	0.357616313370652	0.130518946258269	0.0	0.0	0.0	0.339886435369583	0.0711	0.1249	0.1617	0.6066	0.342
TCGA-NC-A5HR-01	13.0134	7.5739	6.8951	7.1702	7.216	6.5727	6.7072	6.4046	3.7856	10.773	9.0148	7.1875	4.5653	5.6392	6.6991	5.9141	7.2982	9.3821	5.275	5.0934	10.5788	6.961600000000001	0.66	0.300829147565391	0.205014083245164	0.0	0.033694069661445	0.139731244648763	0.185172979959062	-0.24	-0.2598	0.0696	-0.172	0.255
TCGA-51-4079-01	14.8208	8.1253	7.6848	7.6535	7.923	7.3469	7.6592	7.7615	2.6368	10.4402	9.7179	8.0725	5.3907	5.6663	6.8306	6.532	8.8363	9.5072	5.2042	6.7195	12.4465	7.7911	0.62	0.762806787229556	0.13920830913942	0.0235002126516764	0.0224423610477934	0.0782730995820835	0.190531486712264	0.8401	0.2904	0.2789	0.4848	0.27
TCGA-66-2795-01	12.4462	7.6781	8.2248	8.044	6.7624	7.6147	7.1741	7.2356	3.0957	11.7064	10.6198	5.8483	4.7094	5.5521	6.3152	6.5268	9.6594	8.8734	6.0406	6.779	12.4833	6.96825	0.66	0.183600219823474	0.0758429036464752	0.0064139058255576	0.0	0.0989197848939183	0.398710175742409	0.9061	0.7727	0.262	0.4091	0.367
TCGA-96-7544-01	12.8852	7.5644	8.2139	8.122	6.8977	6.9586	7.3136	6.7761	2.4589	11.3494	9.2068	8.7415	4.6309	5.7205	5.902	7.3338	9.0729	8.8123	7.0217	6.4394	12.2081	7.105650000000001	0.58	0.320783143225103	0.103210755358429	0.0016483524881754	0.0	0.0973370182571512	0.269395399689102	0.7545	0.7726	-0.0668	0.6388	0.0955
TCGA-21-1081-01	14.0509	6.1051	6.9762	6.1496	5.1805	4.8974	6.7711	5.1805	1.3869	6.9762	5.488	4.4768	3.6213	4.9612	5.137	5.873	6.9451	4.3492	6.1363	2.8993	11.5034	5.9758	0.49	0.0473315858250282	0.0675908708551062	0.0	0.0	0.0	0.30616344194289	-0.4672	-0.3136	-0.0266	0.7129	0.377
TCGA-63-6202-01	8.9	10.2783	9.9679	9.8116	8.5677	9.6005	10.0564	9.139	5.7633	13.1172	10.8948	8.5756	7.7619	6.9543	8.635	8.0862	10.321	11.0002	7.4458	6.9006	13.3268	9.31205	0.42	0.384262595966728	0.162325169192258	0.0389730436819678	0.0459964942956014	0.0685594089748503	0.314010696228598	1.6874	1.2106	0.3753	0.4304	0.227
TCGA-98-A53I-01	12.9956	8.6479	9.2775	8.8978	7.7505	7.3556	8.5837	8.2068	4.8641	11.7667	9.4287	5.8919	7.619	6.6662	7.9551	8.0299	8.7342	7.4072	7.672	10.9682	11.9177	8.1671	0.52	0.36455252867253	0.150290897268476	0.051811713940102	0.0242827391177057	0.0931484962157217	0.113551423779069	1.8893	0.7074	0.1832	0.1283	0.0835
TCGA-46-3767-01	12.9585	8.0218	9.3511	9.3148	8.0386	7.6077	7.7435	7.3632	2.7166	9.7781	8.8151	5.6186	5.8516	6.1273	6.0632	7.4619	9.4432	8.7435	6.9239	9.4092	12.2745	7.89105	0.23	0.369949288576427	0.0624983873197983	0.0	0.0	0.0307995689016776	0.261947777010934	1.8689	1.0047	0.3259	0.9789	0.0535
TCGA-22-4599-01	9.1335	10.196	10.0901	10.196	9.9355	10.238	9.4866	9.0354	6.5961	13.5384	10.5335	7.4622	6.01	7.147	9.0162	7.6396	10.2171	10.3683	7.1447	5.5232	13.2073	9.71105	0.47	0.312948753894612	0.195330965719699	0.0152971890681721	0.0	0.0846486400008465	0.276584262165902	1.6612	1.0855	0.3344	0.1469	0.4065
TCGA-58-8391-01	13.947	6.6846	6.4358	6.1441	7.0126	6.3503	6.6329	5.742	2.6855	7.826	6.3097	7.6256	3.1937	3.4542	5.2865	5.1644	6.2594	7.0526	4.7401	3.6748	12.9538	6.82275	0.62	0.176843422815468	0.0972845011326662	0.0	0.0190008736486162	0.0419185379110186	0.230248773432871	-0.4576	-0.5347	-0.131	0.3332	0.0905
TCGA-85-8580-01	12.7329	6.8088	8.4816	7.6117	5.4174	6.7189	6.4663	5.8849	2.1323	9.116	6.816	5.8711	6.4004	5.9257	6.2157	7.1894	7.5171	7.1383	6.3176	9.4143	10.9685	5.9418500000000005	0.33	0.483764737462161	0.0977830486719734	0.022120430572665	0.0105894080589408	0.0291902001617446	0.153191312524991	1.0922	-0.0058	-0.0519	0.1098	0.2045
TCGA-60-2715-01	11.6391	8.2733	9.467	9.1016	7.4705	8.4533	8.901	7.8657	2.6918	8.2276	9.4988	6.368	6.2389	7.6906	7.2629	7.6123	9.813	8.1383	8.5671	7.7819	13.6705	8.18575	0.19	0.413197719053985	0.0468020290850596	0.0154240030828863	0.0061934222073577	0.0253242560201768	0.380441756241377					
TCGA-39-5031-01	12.6704	8.4527	8.7624	8.7169	7.1282	7.4819	7.5004	7.2788	2.8392	10.6338	10.16	5.4998	6.028	6.79	6.901	7.055	9.0171	8.5056	7.3288	7.4281	11.5434	7.314299999999999	0.4	0.336270520310305	0.107864955098181	0.0049215245132293	0.0125736140995945	0.0788378874821183	0.235430718982495	1.4526	0.5034	0.3317	0.5959	0.277
TCGA-66-2792-01	12.7614	6.9504	7.0179	7.164	7.0682	6.8052	7.144	6.1773	2.1006	10.273	9.2388	8.8428	3.8888	4.5258	5.4405	5.6249	7.8531	6.6951	5.6838	5.0545	11.3455	7.1061	0.66	0.0969789301713952	0.103745141700826	0.0	0.0	0.114499516644819	0.341666062654297	0.1056	0.0321	-0.0305	0.4402	0.31
TCGA-92-7340-01	14.6428	8.2959	9.335	8.7359	7.5944	8.1399	8.2627	7.9503	3.0287	11.0274	11.0244	5.1	5.783	6.7793	7.2075	7.6077	8.9609	10.353	7.72	6.517	11.95	7.92855	0.39	0.403747367804388	0.113599185607091	0.0199241823013962	0.0	0.131430051415869	0.179117331738525	1.1073	0.584	0.2621	0.7953	0.2155
TCGA-85-8287-01	11.4708	9.5709	9.9365	9.2285	7.976	7.9034	8.56	8.0949	3.125	10.3336	10.08	5.671	6.8559	7.2565	7.9701	8.4196	8.3185	9.4486	8.356	9.5472	11.9481	8.268	0.34	0.44480703063038	0.159827545689782	0.0103671072221475	0.0	0.0589168091005276	0.153819428963913	2.069	0.832	0.4115	0.8919	0.02
TCGA-56-8622-01	14.8218	4.8956	6.9081	6.5211	6.9322	5.7136	6.2129	5.261	0.0	5.7945	5.2985	6.4395	3.9668	4.057	4.5047	5.0574	7.798	6.3261	5.2872	5.8712	11.2622	6.57255	0.47	0.30237645348447	0.0295740599122148	0.0366748606229325	0.0	0.0105492689373238	0.154909063359658	0.3579	0.2035	-0.028	0.7003	-0.117
TCGA-22-5471-01	13.1133	10.6918	10.2031	9.7897	9.3115	10.4741	10.1382	10.2031	7.1503	12.8514	11.3438	6.4189	8.0853	6.8144	9.5717	8.1833	9.3949	10.1858	7.7383	6.0235	11.7197	9.72485	0.44	0.319893358295622	0.302211504142936	0.0411478061128929	0.0528636644462828	0.110641077206849	0.140812232400286	1.5538	0.5407	0.6146	0.4046	0.439
TCGA-77-A5GA-01	14.2926	6.8554	7.2799	6.8146	6.4906	6.7618	6.5164	6.7292	2.7353	6.7618	5.4275	7.5464	4.6583	4.8322	5.6985	6.1066	7.1545	6.9807	5.0799	7.9231	10.8639	6.5035	0.26	0.378244662929296	0.0810224115684751	0.0089405632349438	0.0606824810655377	0.0111474517497494	0.161609896573661					
TCGA-85-A4QQ-01	14.285	6.7808	7.093	6.763	5.3442	7.4346	6.6052	6.217	3.3861	8.5357	6.8444	4.2825	4.2487	5.0231	5.422	4.761	7.2676	7.0397	4.3304	4.5553	10.8193	5.9747	0.56	0.257747375423133	0.0880215893030839	0.0111104395502798	0.0	0.0	0.221600136822957	-0.2609	-0.5623	-0.0387	0.1678	0.216
TCGA-66-2744-01	12.383	9.637	9.8641	9.6838	10.6801	10.1182	10.327	9.4021	5.5552	11.957	12.6504	8.696	6.8643	7.3769	9.3713	8.2004	9.9111	10.8687	7.1226	9.5034	13.1172	10.50355	0.37	0.374178017912045	0.138108824441085	0.0067144742376966	0.0170413491752942	0.0998106498423102	0.251906217041147	2.1507	1.3393	0.7004	0.6356	0.341
TCGA-22-5480-01	9.6659	7.6445	9.8033	9.7261	7.6504	7.8678	8.3191	7.2101	5.0855	12.3347	12.6209	7.6147	7.0384	7.5173	8.5442	8.3253	8.6997	10.9146	9.286	7.0021	11.2491	7.98475	0.71	0.219465920829392	0.0484905476923105	0.0916374877517702	0.0480172477241742	0.233628287038892	0.101358417637662	1.4252	0.687	0.6406	0.3018	0.167
TCGA-58-8388-01	12.1122	8.6984	8.8187	8.5612	7.6228	7.682	8.3216	8.1249	4.7718	11.1056	9.6758	5.7172	7.34	7.4505	7.8398	7.517	8.638	8.4988	7.1266	5.8903	12.0268	7.9722	0.71	0.167643769027635	0.118485817822809	0.0547276188524015	0.0251261305492851	0.127573374807911	0.163290217435494	0.9572	0.5545	0.252	0.6413	0.0185
TCGA-63-7022-01	12.3685	8.0664	9.6622	8.8026	8.0896	9.3019	9.0952	7.7958	2.035	11.105	9.446	5.4717	7.0073	7.4055	7.661	8.2212	9.81	9.0127	8.5597	7.1775	13.4864	8.592400000000001	0.22	0.527266025603567	0.0800954867698491	0.0271436410154464	0.0094500598168677	0.0403222975324825	0.228270950372578	1.8736	1.2184	0.3577	1.004	0.0115
TCGA-85-8584-01	13.1746	9.9739	10.2688	9.819	9.0224	9.4254	9.4766	9.3723	5.8293	11.4856	10.1982	6.6704	7.7594	7.2284	8.8366	8.1227	8.6289	11.2287	7.6072	8.9359	11.0846	9.2495	0.39	0.456569443061883	0.190070522258503	0.0711399362033677	0.0695956473761639	0.0736625931683794	0.0555117799503626	2.0997	0.4597	0.5973	0.3246	0.1715
TCGA-77-8128-01	11.7531	5.6822	5.6694	5.9169	3.9555	3.3957	4.9082	4.3578	0.5396	8.2882	7.0988	5.0728	2.9641	3.1228	4.6974	4.5929	6.3205	5.5347	4.2791	1.2392	9.6376	4.43185	0.64	0.112762317065764	0.0674796554633725	0.0124610479835038	0.0	0.0532823693302457	0.278237812942699	-0.9845	-0.8322	-0.1611	0.5653	0.2475
TCGA-60-2708-01	11.745	5.4163	6.6396	5.9688	4.3872	5.0228	7.7142	4.4188	0.0	6.3095	5.7503	7.4683	3.7058	4.7522	4.5951	5.2151	7.9888	7.1342	5.4163	1.7299	13.0771	6.0507	0.58	0.160536030566764	0.0351215722795731	0.0	0.0	0.0	0.378600880973577	-0.7026	-0.0376	0.1098	1.1675	0.306
TCGA-85-7699-01	11.3296	10.2374	9.8309	9.8318	8.8154	9.1058	8.9259	9.399	6.7704	12.8016	10.8061	6.9867	8.0696	7.7656	8.4863	8.2134	9.3818	8.9487	7.9948	7.2836	12.3476	8.870650000000001	0.65	0.324914926945419	0.156474723905085	0.07009891843137	0.106508026801358	0.103826387694163	0.163772629620376	1.8327	0.9186	0.2328	0.5931	0.2465
TCGA-33-AAS8-01	9.8479	6.0519	6.805	6.782	7.0215	6.2406	6.5018	6.1891	1.4678	6.6166	5.9213	6.4445	5.0544	5.1291	6.003	5.4094	6.2573	7.0165	4.8933	8.5127	9.3934	6.7616499999999995	0.64	0.268608489064469	0.134356930702692	0.0	0.0834844000672297	0.008837118297162	0.111142651605328	0.2256	-0.5262	-0.1326	-0.0539	0.2685
TCGA-18-3408-01	13.0078	7.8712	8.2287	8.515	9.0679	7.7884	7.6716	6.1617	3.9295	10.8694	9.1257	8.5633	1.7539	5.5986	6.0628	6.0238	9.1695	9.2448	5.4108	6.5657	12.1381	8.36975	0.76	0.14495938427827	0.0776552441140456	0.0	0.0014163268510965	0.0505421905868644	0.387628788553029	0.432	0.4834	-0.1406	-0.1496	0.218
TCGA-56-8626-01	13.4423	6.2504	7.4085	7.0381	5.0381	5.4487	6.7386	6.1923	0.6791	6.9844	5.6862	4.422	4.5385	4.1562	5.9473	4.8703	7.7561	6.4619	5.7533	4.9284	11.7898	5.88835	0.4	0.254480719811778	0.0833105110344178	0.0068026865933873	0.0759865135235779	0.0259749094633332	0.230634936669441	-0.1392	0.1878	0.1269	0.8797	-0.048
TCGA-22-4601-01	14.3815	7.3971	7.1944	7.2818	6.1665	6.4936	7.1794	5.7833	3.2292	10.3961	9.1254	6.8	4.2108	4.529	6.7902	6.5533	7.823	8.5059	5.3878	4.0208	11.6598	6.67295	0.78	0.108186327624784	0.0775938823034868	0.0064588238364505	0.0298978263934666	0.0537704115430591	0.306164570493953	-0.1184	-0.0099	0.1425	0.0622	0.038
TCGA-43-6773-01	13.1004	9.4635	10.4222	9.0577	8.4282	8.5492	9.2723	9.4364	3.3663	9.738	8.9956	7.4973	7.6467	6.3198	8.893	7.6027	9.2321	7.6428	6.5453	9.6393	12.8891	8.850249999999999	0.21	0.646555911027299	0.133789764347339	0.0570768564242827	0.0	0.0444421670468662	0.168668490634565	2.3426	1.1851	0.5752	0.7157	0.0505
TCGA-60-2706-01	11.2641	8.8909	8.9687	8.7341	7.2614	8.7143	8.9379	7.9568	4.4267	12.2982	9.5957	5.8428	7.1162	6.3024	8.1924	7.6555	9.8636	9.0565	6.2944	6.0204	12.7158	8.09965	0.48	0.0568408765918021	0.122382962646346	0.0158229193229838	0.0	0.0922382287516733	0.340119528559675	1.418	0.8362	0.1332	-0.0473	0.2615
TCGA-77-A5G8-01	13.6537	7.4904	7.9892	7.1676	7.0311	7.754	7.5855	7.6017	2.4131	10.1624	8.5066	7.279	5.0638	5.1831	6.8891	6.1189	8.1698	8.0135	5.2965	6.3146	11.5269	7.3083	0.44	0.333482942313436	0.141599460517126	0.0092717538973729	0.0535883800058492	0.0875448054495851	0.373231451645282	0.5504	0.1695	0.022	0.4635	0.216
TCGA-85-8355-01	12.449	9.7611	10.5784	9.8087	7.9353	8.7967	9.3987	8.1583	3.5808	12.3775	9.4077	9.8141	7.8026	8.2411	8.229	8.9448	9.7505	9.413	8.5812	11.1201	13.7441	8.667	0.23	0.600440338575392	0.122990410248422	0.0192208793695437	0.0	0.045266826998793	0.234229333354232	2.4925	1.4295	0.3402	0.3644	-0.02
TCGA-22-4593-01	11.1126	7.1886	7.3098	6.8848	6.7557	5.2282	6.5164	6.3708	1.2213	7.6981	8.4241	5.2486	2.6613	4.0857	5.1971	5.1866	7.0961	4.0857	6.1761	2.9862	11.2922	6.63605	0.77	0.13300709315647	0.122295963490812	0.0	0.0022644931621873	0.0361619850983361	0.194249724760926	0.0328	-0.2248	0.0509	0.9698	0.286
TCGA-60-2712-01	12.0826	9.692	10.0681	9.638	8.532	8.6323	8.783	8.992	4.6033	12.4844	10.3134	7.6849	7.4441	7.05	7.9937	7.8912	9.6781	11.5916	8.0311	9.3122	12.7557	8.657499999999999	0.36	0.351754983996136	0.128551615331808	0.0217420203626503	0.0	0.124413159829463	0.169888646499484					
TCGA-85-7843-01	14.1937	6.4226	7.4479	6.9524	5.5231	6.2365	7.1702	6.203	2.5613	8.7696	7.4809	3.9996	5.1423	5.0194	5.4004	6.2365	8.0924	10.9936	6.398	6.3932	11.7773	6.34665	0.41	0.28364771511027	0.0586728194535699	0.0194762376925227	0.0	0.0480601916621171	0.16263505465537	0.5772	0.374	0.0057	0.5894	0.3215
TCGA-66-2790-01	11.0228	8.9854	8.535	8.1381	7.834	8.3742	8.4931	7.8122	4.7033	11.733	12.7415	5.7871	7.7832	6.4621	7.7922	7.4652	8.613	9.2993	6.4382	7.0379	11.2514	8.16355	0.57	0.23655811856391	0.161315580427864	0.0263578504325426	0.0350204044758972	0.20224962131171	0.0975066342954027	1.3472	0.449	0.5989	0.6184	0.224
TCGA-NC-A5HE-01	12.3793	11.1846	10.8372	10.212	10.1358	10.818	9.6968	10.8564	7.9289	13.16	11.1188	7.7503	7.7303	8.2868	9.4561	8.8657	10.0726	11.9001	7.6444	7.1884	12.905	9.9163	0.32	0.523450732992391	0.270169159529468	0.0130495257951755	0.0430974544429721	0.137681969015907	0.132128045038936	2.1378	1.358	0.5714	0.2235	0.1795
TCGA-33-4547-01	13.7327	5.4883	7.5173	7.7129	6.0384	6.8222	6.3203	5.8516	1.4716	7.6506	6.7821	3.882	4.6404	5.5165	5.948	5.4002	8.0243	11.3758	6.0766	6.4721	11.0586	6.1793499999999995	0.49	0.0308212321052788	0.031746766326836	0.0263257749498456	0.0160766086013118	0.0167749319415872	0.202654639480197	0.7679	0.2561	0.1606	0.7549	0.2105
TCGA-34-5240-01	14.5377	7.2997	7.0056	6.8508	7.0299	6.4201	6.0684	5.8405	0.7879	7.8307	8.0344	7.8145	3.2806	3.4816	4.3656	5.1202	8.9608	7.2592	4.8936	6.3703	11.8815	6.549149999999999	0.64	0.123959920939387	0.113601113170399	0.0	0.0	0.0329662965960977	0.411917188040315	0.2682	0.2326	-0.0104	-0.0052	0.419
