cohort,sample,subtype_nmf,subtype_marker_rule,TACSTD2_log2,CLDN4_log2,Teff_score
GSE60052,B08-4386TA,SCLC-A,SCLC-A,0.0292040573,6.488635676,0.31183083795770045
GSE60052,B08-4454TA,SCLC-A,SCLC-N,0.1835562174,5.4689584363,0.08774033303885435
GSE60052,B08-4497TA,SCLC-A,SCLC-N,0.5965292884,6.6409234078,0.07556456472478114
GSE60052,B08-4579TA,SCLC-N,SCLC-N,1.813824653,3.3987871537,0.6037408729757894
GSE60052,B09-450A,SCLC-N,SCLC-P,4.966955875,6.9144884551,1.392296599449734
GSE60052,B10-144A,SCLC-N,SCLC-P,5.4320078938,6.2551301317,1.1128913130562113
GSE60052,B10-158A,SCLC-N,SCLC-P,2.4725691876,6.0271580392,0.8830980750050959
GSE60052,B10-1708A,SCLC-N,SCLC-P,4.6780445072,6.1451705176,1.2549494961175398
GSE60052,B10-183A,SCLC-N,SCLC-P,4.5914110576,6.5914110576,1.393953966729118
GSE60052,B10-2275A,SCLC-A,SCLC-N,3.9853249554,5.7041432029,-0.26401022131736845
GSE60052,B10-3353A,SCLC-A,SCLC-A,0.0,3.5643898865,0.8339112342828511
GSE60052,B10-3514A,SCLC-A,SCLC-A,0.0,6.4786948106,-0.2043688907921516
GSE60052,B10-363A,SCLC-A,SCLC-N,0.0,6.1170128427,-0.17648897656473403
GSE60052,B10-3851A,SCLC-I,SCLC-A,4.7034916696,3.7034916696,0.8015878852459197
GSE60052,B10-4161A,SCLC-A,SCLC-A,0.0,5.7395108038,-0.809674330826045
GSE60052,B10-4914A,SCLC-A,SCLC-N,0.0,6.3846579798,1.0174457224044093
GSE60052,B10-5116A,SCLC-A,SCLC-A,0.1490177697,5.662087352,-0.6425135061545434
GSE60052,B10-5210A,SCLC-A,SCLC-A,1.7234003276,4.0926341373,-0.9058930803694601
GSE60052,B10-5295A,SCLC-A,SCLC-A,2.6439265915,4.6439265915,-0.27644665306777305
GSE60052,B10-5346A,SCLC-A,SCLC-A,2.1090802848,5.3820987792,0.45099867966597235
GSE60052,B10-5484A,SCLC-A,SCLC-A,0.0,5.8602661639,-0.22160527217848247
GSE60052,B10-5656A,SCLC-A,SCLC-A,0.0,6.186653186,-0.33874537319866627
GSE60052,B10-5716A,SCLC-A,SCLC-N,2.3101415389,5.8585781636,-0.8246468570933514
GSE60052,B10-6017A,SCLC-A,SCLC-N,0.0,4.7329195724,-0.7028617676966243
GSE60052,B10-6122A,SCLC-I,SCLC-A,4.2223520832,3.9772395854,0.25683394433283163
GSE60052,B11-1085A,SCLC-A,SCLC-A,2.3158991278,6.4697044639,-0.7518300841377115
GSE60052,B11-2810A,SCLC-A,SCLC-A,3.9100499698,6.7429399839,1.2729773270515026
GSE60052,B11-283A,SCLC-I,SCLC-I,5.1041654535,4.4452023713,-0.44598254007149746
GSE60052,B11-4430A,SCLC-A,SCLC-A,1.8269175243,6.6598075385,0.0726512549705075
GSE60052,B11-4A,SCLC-A,SCLC-A,2.4845491401,6.271145502,0.16862743546216483
GSE60052,B12-1353A,SCLC-N,SCLC-P,4.740565163,6.5181727416,0.717256946196374
GSE60052,B12-1662A,SCLC-N,SCLC-P,4.7668091162,6.8024330259,1.4895115577592588
GSE60052,B12-2013A,SCLC-N,SCLC-P,4.7746041696,6.2855660889,1.054558901399435
GSE60052,B12-703A,SCLC-I,SCLC-I,7.323368027,6.9754447236,0.7022718782805205
GSE60052,B12-738A,SCLC-P,SCLC-P,0.0,6.9264447683,-0.617939248259829
GSE60052,B12-814A,SCLC-A,SCLC-N,1.7494445486,6.4259054038,-0.679175251756693
GSE60052,T10-5656A,SCLC-A,SCLC-A,0.0,4.890964352,-0.9231246548133653
GSE60052,T11-4067A,SCLC-I,SCLC-A,5.148002717,3.5403201398,0.17283077697409943
GSE60052,T11-548A,SCLC-I,SCLC-N,5.0323566445,7.2358900386,-0.09224594575222977
GSE60052,T12-1866A,SCLC-I,SCLC-N,4.6343113697,0.0,1.2214290049324068
GSE60052,T12-3716A,SCLC-I,SCLC-P,5.2878718975,4.5635063401,1.349912609559284
