source	interaction	pathway	ligand	receptor	n_patients	n_cohorts	median_delta	mean_delta	n_pos	n_neg	wilcoxon_p	re_k	re_mu	re_p	re_I2	cohorts	fdr
cellchat	COL1A1_CD44	COLLAGEN	COL1A1	CD44	19	3	0.03302434630024933	0.06806159715881774	14	5	0.025821685791015625	2	0.0443535828009177	0.5292020036135746	93.86753056667621	GSE131907+GSE148071	0.09424915313720704
cellchat	THBS1_CD47	THBS	THBS1	CD47	6	3	0.004203581977023246	0.003967443281322417	6	0	0.03125	0					0.09767210076097399
cellchat	CLEC2D_KLRB1	CLEC	CLEC2D	KLRB1	7	3	0.01362636969106724	0.017045699369849805	6	1	0.03125	1				GSE131907	0.09767210076097399
cellchat	CDH1_KLRG1	CDH1	CDH1	KLRG1	6	1	0.03530664792424794	0.06788809656122176	6	0	0.03125	1				GSE131907	0.09767210076097399
cellchat	CD99_CD99	CD99	CD99	CD99	31	3	0.025170753686522995	0.02910803262643851	23	8	0.03211137559264898	2	0.02858475253664172	0.2350154065408777	66.69365903997291	GSE131907+GSE148071	0.09767210076097399
cellchat	ICAM1_ITGAL	ICAM	ICAM1	ITGAL	15	2	0.006100310752653531	0.012252861954557437	12	2	0.03546470751403722	2	0.008444648354332313	0.6415257700843796	61.02140936676375	GSE131907+GSE148071	0.10355694594098869
cellchat	LAMC1_CD44	LAMININ	LAMC1	CD44	21	3	0.022368936088192425	0.042615614246170344	15	6	0.038437843322753906	2	0.026301412556074235	0.6643094648578844	93.37942252417598	GSE131907+GSE148071	0.10792163702157828
cellchat	FN1_CD44	FN1	FN1	CD44	19	2	0.035937209101581546	0.03262944465594174	14	5	0.044559478759765625	2	0.02783591880037528	0.14503219999228237	0.0	GSE131907+GSE148071	0.11707950795867614
cellchat	APP_CD74	APP	APP	CD74	30	3	0.03374820940764356	0.04328157844576285	20	10	0.044907208532094955	2	0.03774292314590989	0.20405287570547115	49.99020826926877	GSE131907+GSE148071	0.11707950795867614
cellchat	LAMB2_CD44	LAMININ	LAMB2	CD44	20	3	0.02685101625005502	0.03712172105345004	14	6	0.05316925048828125	2	0.018564020128452333	0.7138552105667982	82.31120754376396	GSE131907+GSE148071	0.13383983743601832
cellchat	HLA-A_CD8B	MHC-I	HLA-A	CD8B	15	2	0.011170227864672186	0.015752729410463906	12	3	0.05535888671875	2	0.009361133587133658	0.6260363314172916	87.1671186135695	GSE131907+GSE148071	0.13470662434895833
cellchat	LGALS9_HAVCR2	GALECTIN	LGALS9	HAVCR2	6	1	0.002643488214258192	0.010373775230901055	5	1	0.0625	1				GSE131907	0.142578125
cellchat	BAG6_NCR3-PS	BAG	BAG6	NCR3	5	1	0.013117098875702614	0.019719728196936834	5	0	0.0625	1				GSE131907	0.142578125
cellchat	HLA-F_CD8A	MHC-I	HLA-F	CD8A	21	3	0.007662799966409124	0.025932644462831892	16	5	0.07013702392578125	2	0.011428896368825653	0.4288745213761803	29.003119818147866	GSE131907+GSE148071	0.15515159838127368
cellchat	HLA-C_CD8B	MHC-I	HLA-C	CD8B	15	2	0.01057738559688215	0.012929045975649006	12	3	0.072998046875	2	0.009790633635610802	0.3307612111662078	43.85559217665016	GSE131907+GSE148071	0.15673110064338236
cellchat	HLA-E_CD8B	MHC-I	HLA-E	CD8B	15	2	0.026304245773049906	0.015461990479712995	11	4	0.10699462890625	2	0.008379727429854397	0.549726014722389	0.0	GSE131907+GSE148071	0.2227783203125
cellchat	NECTIN2_TIGIT	NECTIN	NECTIN2	TIGIT	12	2	0.0075859791603361355	0.02363782902028064	9	3	0.10986328125	1				GSE148071	0.2227783203125
cellchat	GDF15_TGFBR2	GDF	GDF15	TGFBR2	4	2	0.0026255990448979284	0.0027672043416620776	4	0	0.125	0					0.22812500000000002
cellchat	F11R_F11R	JAM	F11R	F11R	4	1	0.007226352483215236	0.022576094474838125	4	0	0.125	1				GSE148071	0.22812500000000002
cellchat	CEACAM5_CEACAM6	CEACAM	CEACAM5	CEACAM6	4	2	0.019323215829143797	0.03881816510175145	4	0	0.125	0					0.22812500000000002
cellchat	COL4A4_CD44	COLLAGEN	COL4A4	CD44	5	2	0.04962765435065919	0.06555143674535702	4	0	0.125	0					0.22812500000000002
cellchat	LAMB3_CD44	LAMININ	LAMB3	CD44	30	3	0.021653644621113702	0.045428958696209366	18	12	0.1459994912147522	2	0.03743620106354494	0.5327316330603009	83.4221976274786	GSE131907+GSE148071	0.2599503136262661
cellchat	HLA-B_CD8B	MHC-I	HLA-B	CD8B	15	2	0.016144039983028602	0.01637605122805226	11	4	0.15142822265625	2	0.007825186188684061	0.7723770940888971	90.97894269427185	GSE131907+GSE148071	0.2631966727120536
cellchat	CEACAM6_CEACAM6	CEACAM	CEACAM6	CEACAM6	5	2	0.011077954597117162	0.025483161216918904	4	1	0.1875	0					0.3183139534883721
cellchat	HLA-DMB_CD4	MHC-II	HLA-DMB	CD4	8	2	0.0005077321293148793	0.003589161799393132	6	2	0.1953125	1				GSE131907	0.3240411931818182
cellchat	PVR_TIGIT	PVR	PVR	TIGIT	11	2	0.003959361731880606	0.009618329681306511	8	3	0.2060546875	1				GSE131907	0.33426649305555556
cellchat	COL6A2_CD44	COLLAGEN	COL6A2	CD44	7	2	0.04424856672919025	0.09318168790803145	5	2	0.21875	1				GSE131907	0.3471467391304348
cellchat	CLDN1_CLDN1	CLDN	CLDN1	CLDN1	4	1	0.04086283366687943	0.04453466510092274	3	1	0.25	1				GSE148071	0.3759952467315051
cellchat	LAMA4_CD44	LAMININ	LAMA4	CD44	4	2	0.04581007637964023	0.03751758419514288	3	0	0.25	0					0.3759952467315051
cellchat	HLA-DRB1_CD4	MHC-II	HLA-DRB1	CD4	15	3	-0.0020691624771844858	-0.017990017719499738	6	9	0.25238037109375	2	-0.013134298667647733	0.5163219290211887	61.58077963058921	GSE131907+GSE148071	0.3759952467315051
cellchat	HLA-DMA_CD4	MHC-II	HLA-DMA	CD4	12	2	0.0017900978736580583	0.0014045215318600531	9	3	0.33935546875	1				GSE131907	0.495458984375
cellchat	LPAR3_ADGRE5	ADGRE	LPAR3	ADGRE5	5	2	-0.0006923898577077322	-0.006162120968206631	1	3	0.375	0					0.5367647058823529
cellchat	HLA-DQB1_CD4	MHC-II	HLA-DQB1	CD4	13	3	0.001783384719830968	-0.0021299327170024107	8	5	0.414306640625	1				GSE131907	0.5603070175438596
cellchat	HLA-DPB1_CD4	MHC-II	HLA-DPB1	CD4	13	3	0.0023825011061910494	0.001592043306606891	8	5	0.414306640625	2	0.0064411392149904675	0.04506722666545899	0.0	GSE131907+GSE148071	0.5603070175438596
cellchat	LAMC2_CD44	LAMININ	LAMC2	CD44	24	3	0.027564621370623682	0.03228484407091132	14	10	0.4223414659500122	2	0.010411241091513713	0.892479747998352	92.99705791556042	GSE131907+GSE148071	0.5603070175438596
cellchat	HLA-F_CD8B	MHC-I	HLA-F	CD8B	12	2	0.0031950770349824208	0.025530249418760854	8	4	0.423828125	1				GSE131907	0.5603070175438596
cellchat	SFTPD_ADGRE5	ADGRE	SFTPD	ADGRE5	5	2	-0.011105122671894022	-0.038200480678529804	2	3	0.4375	0					0.5603070175438596
cellchat	LPAR1_ADGRE5	ADGRE	LPAR1	ADGRE5	5	2	0.004020917855299202	0.004687920732969648	4	1	0.4375	0					0.5603070175438596
cellchat	LAMA3_CD44	LAMININ	LAMA3	CD44	12	3	0.013005539853291559	0.020656312992078252	6	6	0.5185546875	2	0.010492357420274436	0.8058338554176158	85.86833698618044	GSE131907+GSE148071	0.6526636584051725
cellchat	HLA-DPA1_CD4	MHC-II	HLA-DPA1	CD4	14	3	-0.001378954479113771	-0.0006418703548521548	6	8	0.5830078125	2	5.797617075662715e-05	0.9832638398181205	0.0	GSE131907+GSE148071	0.7213486493644068
cellchat	PTN_NCL	PTN	PTN	NCL	14	2	-0.002399279602312565	-0.002419796567596428	7	7	0.625732421875	2	0.003295519333754542	0.8204842386800398	0.0	GSE131907+GSE148071	0.7613077799479168
cellchat	SPP1_CD44	SPP1	SPP1	CD44	19	2	-0.0034775657551283645	-0.014664512370860831	9	10	0.6794281005859375	2	-0.015279338761752748	0.18735650632090195	0.0	GSE131907+GSE148071	0.7930908203125
cellchat	CCL5_CCR5	CCL	CCL5	CCR5	6	2	0.000875769359258952	0.003344882426306841	4	2	0.6875	1				GSE148071	0.7930908203125
cellchat	CLEC2C_KLRB1	CLEC	CD69	KLRB1	7	2	0.013757096940368233	-0.026666868735558423	5	2	0.6875	1				GSE131907	0.7930908203125
cellchat	LAMB1_CD44	LAMININ	LAMB1	CD44	10	2	0.002648385694127309	0.012541687109443134	6	4	0.6953125	1				GSE148071	0.7930908203125
cellchat	HLA-DQA1_CD4	MHC-II	HLA-DQA1	CD4	8	2	0.0003243695748930505	0.0027090057789322733	4	4	0.7421875	1				GSE131907	0.8335336538461539
cellchat	COL4A2_CD44	COLLAGEN	COL4A2	CD44	5	2	0.006138974048943532	-0.00333724400738557	3	2	0.8125	0					0.8852611940298507
cellchat	TGM2_ADGRG1	ADGRG	TGM2	ADGRG1	7	2	0.0072693921536753775	0.013825635636306054	4	3	0.8125	1				GSE148071	0.8852611940298507
cellchat	PPIA_BSG	CypA	PPIA	BSG	26	2	7.251938051747175e-05	0.0012643295403749065	13	12	0.8400716444402775	2	0.0009563297637064319	0.8227381378493499	0.0	GSE131907+GSE148071	0.8926630434782609
cellchat	COL1A2_CD44	COLLAGEN	COL1A2	CD44	6	2	0.0218248043230702	0.008000387714167015	4	2	0.84375	1				GSE148071	0.8926630434782609
cellchat	CCL5_CCR1	CCL	CCL5	CCR1	4	2	0.0001716532028668825	0.003278400267990221	2	2	0.875	0					0.9125000000000001
cellchat	HLA-DRA_CD4	MHC-II	HLA-DRA	CD4	16	3	0.00037840913195744146	-0.008062725476386376	9	7	0.93988037109375	2	-0.00612923365560882	0.6995290053188616	79.7409850253821	GSE131907+GSE148071	0.9663558745048415
cellchat	HLA-DRB5_CD4	MHC-II	HLA-DRB5	CD4	4	2	-0.0047374237033650565	-0.0012138224181427962	2	2	1.0	0					1.0
cellchat	COL6A1_CD44	COLLAGEN	COL6A1	CD44	10	2	-0.002779836944895704	0.007633574547499383	5	5	1.0	2	-0.0009776553683670882	0.9835857694815946	72.12162602138478	GSE131907+GSE148071	1.0
