regulon	target	n_targets
prior_HIF1A	CCL4	505
prior_HIF1A	CCL5	505
prior_HIF1A	CCNA2	505
prior_HIF1A	CCND1	505
prior_HIF1A	CCR7	505
prior_HIF1A	CD151	505
prior_HIF1A	CD164	505
prior_HIF1A	CD24	505
prior_HIF1A	CD274	505
prior_HIF1A	CD36	505
prior_HIF1A	CD44	505
prior_HIF1A	CDC25A	505
prior_HIF1A	CDH1	505
prior_HIF1A	CDH13	505
prior_HIF1A	CDH5	505
prior_HIF1A	CDKN1A	505
prior_HIF1A	CDKN1B	505
prior_HIF1A	CDKN1C	505
prior_HIF1A	CEACAM5	505
prior_HIF1A	CEBPA	505
prior_HIF1A	CFTR	505
prior_HIF1A	CHKA	505
prior_HIF1A	CHRNA3	505
prior_HIF1A	CHSY1	505
prior_HIF1A	CISH	505
prior_HIF1A	CITED1	505
prior_HIF1A	CITED2	505
prior_HIF1A	CMA1	505
prior_HIF1A	COL2A1	505
prior_HIF1A	COX4I1	505
prior_HIF1A	COX4I2	505
prior_HIF1A	CP	505
prior_HIF1A	CREBBP	505
prior_HIF1A	CSF3	505
prior_HIF1A	CTF1	505
prior_HIF1A	CTGF	505
prior_HIF1A	CTSD	505
prior_HIF1A	CX3CR1	505
prior_HIF1A	CXCL12	505
prior_HIF1A	CXCL6	505
prior_HIF1A	CXCL8	505
prior_HIF1A	CXCR1	505
prior_HIF1A	CXCR2	505
prior_HIF1A	CXCR4	505
prior_HIF1A	CYBB	505
prior_HIF1A	CYGB	505
prior_HIF1A	CYP19A1	505
prior_HIF1A	DDIT4	505
prior_HIF1A	DDX18	505
prior_HIF1A	DDX3X	505
prior_HIF1A	DEFB1	505
prior_HIF1A	DENND1A	505
prior_HIF1A	DIO3	505
prior_HIF1A	DLD	505
prior_HIF1A	DLGAP4	505
prior_HIF1A	DLL4	505
prior_HIF1A	DNASE1	505
prior_HIF1A	DSCAM	505
prior_HIF1A	E2F3	505
prior_HIF1A	EBP	505
prior_HIF1A	EDN1	505
prior_HIF1A	EDNRB	505
prior_HIF1A	EEF1A2	505
prior_HIF1A	EGF	505
prior_HIF1A	EGFR	505
prior_HIF1A	EGLN1	505
prior_HIF1A	EGLN3	505
prior_HIF1A	EIF4E	505
prior_HIF1A	EIF4EBP1	505
prior_HIF1A	ELN	505
prior_HIF1A	ENG	505
prior_HIF1A	ENO1	505
prior_HIF1A	ENO2	505
prior_HIF1A	EPAS1	505
prior_HIF1A	EPO	505
prior_HIF1A	EPOR	505
prior_HIF1A	ERBB2	505
prior_HIF1A	ERCC2	505
prior_HIF1A	ERCC6	505
prior_HIF1A	ERRFI1	505
prior_HIF1A	ESR1	505
prior_HIF1A	ESR2	505
prior_HIF1A	ESRRG	505
prior_HIF1A	ETS1	505
prior_HIF1A	F2	505
prior_HIF1A	F3	505
prior_HIF1A	FAM162A	505
prior_HIF1A	FAM210A	505
prior_HIF1A	FASN	505
prior_HIF1A	FBLN5	505
prior_HIF1A	FCHSD2	505
prior_HIF1A	FECH	505
prior_HIF1A	FGF2	505
prior_HIF1A	FHL1	505
prior_HIF1A	FLT1	505
prior_HIF1A	FN1	505
prior_HIF1A	FOXM1	505
prior_HIF1A	FOXP3	505
prior_HIF1A	FSCN1	505
prior_HIF1A	FURIN	505
prior_HIF1A	GABRG2	505
prior_HIF1A	GAPDH	505
prior_HIF1A	GAST	505
prior_HIF1A	GATA1	505
prior_HIF1A	GATA4	505
prior_HIF1A	GBE1	505
prior_HIF1A	GCK	505
prior_HIF1A	GFPT1	505
prior_HIF1A	GHR	505
prior_HIF1A	GK	505
prior_HIF1A	GLB1	505
prior_HIF1A	GPER1	505
prior_HIF1A	GPR35	505
prior_HIF1A	GPX3	505
prior_HIF1A	GRB10	505
prior_HIF1A	GRIN1	505
prior_HIF1A	GSN	505
prior_HIF1A	GYS1	505
prior_HIF1A	HBB	505
prior_HIF1A	HBEGF	505
prior_HIF1A	HDAC2	505
prior_HIF1A	HDC	505
prior_HIF1A	HES1	505
prior_HIF1A	HEY1	505
prior_HIF1A	HGF	505
prior_HIF1A	HGFAC	505
prior_HIF1A	HIF1AN	505
prior_HIF1A	HIF3A	505
prior_HIF1A	HIPK2	505
prior_HIF1A	HK1	505
prior_HIF1A	HK2	505
prior_HIF1A	HMGCR	505
prior_HIF1A	HMOX1	505
prior_HIF1A	HMOX2	505
prior_HIF1A	HP	505
prior_HIF1A	HS2ST1	505
prior_HIF1A	HSF1	505
prior_HIF1A	HSP90AA1	505
prior_HIF1A	HSP90AB1	505
prior_HIF1A	HSP90B1	505
prior_HIF1A	HSPA1A	505
prior_HIF1A	HSPA1B	505
prior_HIF1A	HSPA4	505
prior_HIF1A	ID2	505
prior_HIF1A	IGF1	505
prior_HIF1A	IGF2	505
prior_HIF1A	IGF2BP1	505
prior_HIF1A	IGFBP1	505
prior_HIF1A	IGFBP3	505
prior_HIF1A	IKBKB	505
prior_HIF1A	IL10	505
prior_HIF1A	IL11	505
prior_HIF1A	IL17A	505
prior_HIF1A	IL1B	505
prior_HIF1A	IL20	505
prior_HIF1A	IL6	505
prior_HIF1A	ILK	505
prior_HIF1A	INHBA	505
prior_HIF1A	ITGA5	505
prior_HIF1A	ITGAM	505
prior_HIF1A	ITGB1	505
prior_HIF1A	ITGB2	505
prior_HIF1A	ITGB3	505
prior_HIF1A	JUN	505
prior_HIF1A	KCNA5	505
prior_HIF1A	KCNJ8	505
prior_HIF1A	KCNMB1	505
prior_HIF1A	KDM1A	505
prior_HIF1A	KDM2A	505
prior_HIF1A	KDM2B	505
prior_HIF1A	KDM3A	505
prior_HIF1A	KDM4B	505
prior_HIF1A	KDM4C	505
prior_HIF1A	KDM5A	505
prior_HIF1A	KDM5B	505
prior_HIF1A	KDM5C	505
prior_HIF1A	KDM6B	505
prior_HIF1A	KDM7A	505
prior_HIF1A	KDR	505
prior_HIF1A	KITLG	505
prior_HIF1A	KPNA7	505
prior_HIF1A	LCT	505
prior_HIF1A	LDHA	505
prior_HIF1A	LEP	505
prior_HIF1A	LEPR	505
prior_HIF1A	LGALS1	505
prior_HIF1A	LGALS3	505
prior_HIF1A	LIFR	505
prior_HIF1A	LOX	505
prior_HIF1A	LPIN1	505
prior_HIF1A	LRP1	505
prior_HIF1A	MAD1L1	505
prior_HIF1A	MAP3K11	505
prior_HIF1A	MAPK1	505
prior_HIF1A	MAPK14	505
prior_HIF1A	MAPK9	505
prior_HIF1A	MAT2A	505
prior_HIF1A	MATK	505
prior_HIF1A	MCL1	505
prior_HIF1A	MDK	505
prior_HIF1A	MDM2	505
prior_HIF1A	MEN1	505
prior_HIF1A	MET	505
prior_HIF1A	MICA	505
prior_HIF1A	MIF	505
prior_HIF1A	MLH1	505
prior_HIF1A	MME	505
prior_HIF1A	MMP1	505
prior_HIF1A	MMP14	505
prior_HIF1A	MMP15	505
prior_HIF1A	MMP17	505
prior_HIF1A	MMP2	505
prior_HIF1A	MMP3	505
prior_HIF1A	MMP9	505
prior_HIF1A	MRC1	505
prior_HIF1A	MRGPRF	505
prior_HIF1A	MSH2	505
prior_HIF1A	MSH6	505
prior_HIF1A	MSI2	505
prior_HIF1A	MST1R	505
prior_HIF1A	MT1A	505
prior_HIF1A	MUC1	505
prior_HIF1A	MUC3A	505
prior_HIF1A	MUC5AC	505
prior_HIF1A	MXI1	505
prior_HIF1A	MYC	505
prior_HIF1A	NAA10	505
prior_HIF1A	NAMPT	505
prior_HIF1A	NAV1	505
prior_HIF1A	NBN	505
prior_HIF1A	NCOR2	505
prior_HIF1A	NDRG1	505
prior_HIF1A	NDRG2	505
prior_HIF1A	NEDD8	505
prior_HIF1A	NEDD9	505
prior_HIF1A	NEK7	505
prior_HIF1A	NFE2L2	505
prior_HIF1A	NGB	505
prior_HIF1A	NKX2-5	505
prior_HIF1A	NKX3-1	505
prior_HIF1A	NOS1	505
prior_HIF1A	NOS2	505
prior_HIF1A	NOS3	505
prior_HIF1A	NOX4	505
prior_HIF1A	NPM1	505
prior_HIF1A	NR3C1	505
prior_HIF1A	NR4A1	505
prior_HIF1A	NR4A3	505
prior_HIF1A	NRP2	505
prior_HIF1A	NT5E	505
prior_HIF1A	NTN1	505
prior_HIF1A	NTRK1	505
prior_HIF1A	NTRK2	505
prior_HIF1A	PAK1	505
prior_HIF1A	PARK7	505
prior_HIF1A	PC	505
prior_HIF1A	PCK1	505
prior_HIF1A	PDC	505
prior_HIF1A	PDE4D	505
prior_HIF1A	PDGFB	505
prior_HIF1A	PDK1	505
prior_HIF1A	PDK3	505
prior_HIF1A	PECAM1	505
prior_HIF1A	PEPD	505
prior_HIF1A	PFKFB1	505
prior_HIF1A	PFKFB2	505
prior_HIF1A	PFKFB3	505
prior_HIF1A	PFKFB4	505
prior_HIF1A	PFKL	505
prior_HIF1A	PFKP	505
prior_HIF1A	PGAM1	505
prior_HIF1A	PGF	505
prior_HIF1A	PGK1	505
prior_HIF1A	PI3	505
prior_HIF1A	PIK3C3	505
prior_HIF1A	PIK3CA	505
prior_HIF1A	PIK3R1	505
prior_HIF1A	PKM	505
prior_HIF1A	PLA2G4A	505
prior_HIF1A	PLAT	505
prior_HIF1A	PLAU	505
prior_HIF1A	PLAUR	505
prior_HIF1A	PMAIP1	505
prior_HIF1A	PNMT	505
prior_HIF1A	POLI	505
prior_HIF1A	POLM	505
prior_HIF1A	POU5F1	505
prior_HIF1A	PPARA	505
prior_HIF1A	PPARG	505
prior_HIF1A	PPFIA4	505
prior_HIF1A	PPIA	505
prior_HIF1A	PPP1R10	505
prior_HIF1A	PPP1R3C	505
prior_HIF1A	PPP5C	505
prior_HIF1A	PRDX2	505
prior_HIF1A	PRDX3	505
prior_HIF1A	PRKCH	505
prior_HIF1A	PRKG1	505
prior_HIF1A	PRMT1	505
prior_HIF1A	PRNP	505
prior_HIF1A	PROM1	505
prior_HIF1A	PROX1	505
prior_HIF1A	PRPH2	505
prior_HIF1A	PSMC6	505
prior_HIF1A	PTEN	505
prior_HIF1A	PTGER1	505
prior_HIF1A	PTGES	505
prior_HIF1A	PTGS2	505
prior_HIF1A	PTK6	505
prior_HIF1A	QSOX1	505
prior_HIF1A	RAC1	505
prior_HIF1A	RAD23B	505
prior_HIF1A	RAD51B	505
prior_HIF1A	RAPGEF3	505
prior_HIF1A	RARB	505
prior_HIF1A	RBMS1	505
prior_HIF1A	RECK	505
prior_HIF1A	RERE	505
prior_HIF1A	RGCC	505
prior_HIF1A	RGS6	505
prior_HIF1A	RNF7	505
prior_HIF1A	RORA	505
prior_HIF1A	ROS1	505
prior_HIF1A	RPS6KB1	505
prior_HIF1A	RPSA	505
prior_HIF1A	RUNX1	505
prior_HIF1A	RUNX1T1	505
prior_HIF1A	S100A11	505
prior_HIF1A	S100A4	505
prior_HIF1A	S100A8	505
prior_HIF1A	S100A9	505
prior_HIF1A	SAT1	505
prior_HIF1A	SDC1	505
prior_HIF1A	SDC4	505
prior_HIF1A	SDHB	505
prior_HIF1A	SEMA4D	505
prior_HIF1A	SENP1	505
prior_HIF1A	SERPINE1	505
prior_HIF1A	SETD2	505
prior_HIF1A	SH3BP2	505
prior_HIF1A	SHANK2	505
prior_HIF1A	SIM1	505
prior_HIF1A	SIPA1L1	505
prior_HIF1A	SLC11A1	505
prior_HIF1A	SLC11A2	505
prior_HIF1A	SLC16A4	505
prior_HIF1A	SLC22A5	505
prior_HIF1A	SLC29A1	505
prior_HIF1A	SLC29A2	505
prior_HIF1A	SLC2A1	505
prior_HIF1A	SLC2A3	505
prior_HIF1A	SLC2A4	505
prior_HIF1A	SLC34A1	505
prior_HIF1A	SLC41A2	505
prior_HIF1A	SLC8A1	505
prior_HIF1A	SLC9A1	505
prior_HIF1A	SMAD4	505
prior_HIF1A	SNAI1	505
prior_HIF1A	SOCS1	505
prior_HIF1A	SOD2	505
prior_HIF1A	SOST	505
prior_HIF1A	SOX9	505
prior_HIF1A	SP1	505
prior_HIF1A	SPHK1	505
prior_HIF1A	SPP1	505
prior_HIF1A	SPRY2	505
prior_HIF1A	SRC	505
prior_HIF1A	STAT3	505
prior_HIF1A	STC1	505
prior_HIF1A	STC2	505
prior_HIF1A	TCIRG1	505
prior_HIF1A	TERT	505
prior_HIF1A	TF	505
prior_HIF1A	TFF1	505
prior_HIF1A	TFF3	505
prior_HIF1A	TFRC	505
prior_HIF1A	TGFB1	505
prior_HIF1A	TGFB3	505
prior_HIF1A	TH	505
prior_HIF1A	THBS1	505
prior_HIF1A	THPO	505
prior_HIF1A	TIGAR	505
prior_HIF1A	TIMP1	505
prior_HIF1A	TIMP2	505
prior_HIF1A	TKTL1	505
prior_HIF1A	TLR2	505
prior_HIF1A	TLR4	505
prior_HIF1A	TLR6	505
prior_HIF1A	TM9SF4	505
prior_HIF1A	TNF	505
prior_HIF1A	TNFSF13B	505
prior_HIF1A	TNNI3	505
prior_HIF1A	TNS1	505
prior_HIF1A	TNS3	505
prior_HIF1A	TP53	505
prior_HIF1A	TPO	505
prior_HIF1A	TRIM63	505
prior_HIF1A	TUBB3	505
prior_HIF1A	TWIST1	505
prior_HIF1A	TWIST2	505
prior_HIF1A	TXN	505
prior_HIF1A	TXN2	505
prior_HIF1A	UCN3	505
prior_HIF1A	UCP2	505
prior_HIF1A	UNC5D	505
prior_HIF1A	USP6NL	505
prior_HIF1A	UTS2	505
prior_HIF1A	VASP	505
prior_HIF1A	VEGFA	505
prior_HIF1A	VEGFB	505
prior_HIF1A	VEGFC	505
prior_HIF1A	VEGFD	505
prior_HIF1A	VGLL4	505
prior_HIF1A	VHL	505
prior_HIF1A	VIM	505
prior_HIF1A	VLDLR	505
prior_HIF1A	VMP1	505
prior_HIF1A	VTCN1	505
prior_HIF1A	WASF3	505
prior_HIF1A	WDR83	505
prior_HIF1A	WSB1	505
prior_HIF1A	WT1	505
prior_HIF1A	XIAP	505
prior_HIF1A	XPA	505
prior_HIF1A	XPC	505
prior_HIF1A	XXYLT1	505
prior_HIF1A	ZFAT	505
prior_HIF1A	ZMYND8	505
prior_HIF1A	ZNF217	505
prior_HIF1A	ZNF267	505
prior_HIF1A	ZNF667	505
prior_IRF1	ACHE	157
prior_IRF1	AGTR2	157
prior_IRF1	AKT1	157
prior_IRF1	APOL2	157
prior_IRF1	BBC3	157
prior_IRF1	BCL2	157
prior_IRF1	BCL2L2	157
prior_IRF1	BIRC3	157
prior_IRF1	BIRC5	157
prior_IRF1	BLMH	157
prior_IRF1	C1R	157
prior_IRF1	CAMK4	157
prior_IRF1	CASP1	157
prior_IRF1	CASP7	157
prior_IRF1	CASP8	157
prior_IRF1	CASP9	157
prior_IRF1	CCL19	157
prior_IRF1	CCL2	157
prior_IRF1	CCL4	157
prior_IRF1	CCL5	157
prior_IRF1	CCNB1	157
prior_IRF1	CCND1	157
prior_IRF1	CCNE1	157
prior_IRF1	CCR5	157
prior_IRF1	CD200	157
prior_IRF1	CD274	157
prior_IRF1	CD38	157
prior_IRF1	CD40	157
prior_IRF1	CD74	157
prior_IRF1	CD80	157
prior_IRF1	CDK1	157
prior_IRF1	CDK2	157
prior_IRF1	CDK4	157
prior_IRF1	CDKN1A	157
prior_IRF1	CEACAM1	157
prior_IRF1	CIITA	157
prior_IRF1	COL1A2	157
prior_IRF1	CREBBP	157
prior_IRF1	CSF3	157
prior_IRF1	CTNND1	157
prior_IRF1	CTSS	157
prior_IRF1	CXCL10	157
prior_IRF1	CXCL11	157
prior_IRF1	CXCL14	157
prior_IRF1	CXCL8	157
prior_IRF1	CYBB	157
prior_IRF1	DDX58	157
prior_IRF1	DOT1L	157
prior_IRF1	DST	157
prior_IRF1	E2F1	157
prior_IRF1	EGFR	157
prior_IRF1	EIF2AK2	157
prior_IRF1	ERAP2	157
prior_IRF1	ETV6	157
prior_IRF1	FASLG	157
prior_IRF1	FGFR1	157
prior_IRF1	FOXP3	157
prior_IRF1	GAST	157
prior_IRF1	GBP2	157
prior_IRF1	GBP5	157
prior_IRF1	GPT	157
prior_IRF1	HLA-A	157
prior_IRF1	HLA-E	157
prior_IRF1	HLA-G	157
prior_IRF1	HSPA4	157
prior_IRF1	ICAM1	157
prior_IRF1	IDO1	157
prior_IRF1	IFI35	157
prior_IRF1	IFIT2	157
prior_IRF1	IFIT3	157
prior_IRF1	IFNA16	157
prior_IRF1	IFNG	157
prior_IRF1	IFNGR1	157
prior_IRF1	IFNL1	157
prior_IRF1	IFNL3	157
prior_IRF1	IGBP1	157
prior_IRF1	IL10	157
prior_IRF1	IL12A	157
prior_IRF1	IL12B	157
prior_IRF1	IL12RB1	157
prior_IRF1	IL15	157
prior_IRF1	IL17A	157
prior_IRF1	IL18	157
prior_IRF1	IL18BP	157
prior_IRF1	IL1B	157
prior_IRF1	IL23A	157
prior_IRF1	IL27	157
prior_IRF1	IL2RA	157
prior_IRF1	IL6	157
prior_IRF1	IL7	157
prior_IRF1	IRF2	157
prior_IRF1	IRF8	157
prior_IRF1	JUN	157
prior_IRF1	KAT2B	157
prior_IRF1	KRT79	157
prior_IRF1	LCK	157
prior_IRF1	LGALS3	157
prior_IRF1	LYZ	157
prior_IRF1	MAPK8	157
prior_IRF1	MC1R	157
prior_IRF1	ME3	157
prior_IRF1	MKI67	157
prior_IRF1	MMP9	157
prior_IRF1	MYB	157
prior_IRF1	MYD88	157
prior_IRF1	NCF1C	157
prior_IRF1	NCF2	157
prior_IRF1	NOD1	157
prior_IRF1	NOS2	157
prior_IRF1	NOS3	157
prior_IRF1	ODC1	157
prior_IRF1	OGN	157
prior_IRF1	OPTN	157
prior_IRF1	PDGFD	157
prior_IRF1	PIGR	157
prior_IRF1	PMAIP1	157
prior_IRF1	POLH	157
prior_IRF1	POLR2K	157
prior_IRF1	PRKCG	157
prior_IRF1	PSMB10	157
prior_IRF1	PSMB9	157
prior_IRF1	PTGS2	157
prior_IRF1	RSAD2	157
prior_IRF1	SAMHD1	157
prior_IRF1	SELL	157
prior_IRF1	SERPINB6	157
prior_IRF1	SLC26A6	157
prior_IRF1	SLPI	157
prior_IRF1	SMARCA4	157
prior_IRF1	SOCS1	157
prior_IRF1	SOCS2	157
prior_IRF1	SP1	157
prior_IRF1	SPG7	157
prior_IRF1	STAT1	157
prior_IRF1	TAP1	157
prior_IRF1	TAP2	157
prior_IRF1	TAPBP	157
prior_IRF1	TAT	157
prior_IRF1	TERT	157
prior_IRF1	TG	157
prior_IRF1	TLR2	157
prior_IRF1	TLR3	157
prior_IRF1	TLR7	157
prior_IRF1	TNF	157
prior_IRF1	TNFSF10	157
prior_IRF1	TNFSF13B	157
prior_IRF1	TP53	157
prior_IRF1	TP73	157
prior_IRF1	TRAF3IP2	157
prior_IRF1	TRIM21	157
prior_IRF1	TRIM22	157
prior_IRF1	TRIM28	157
prior_IRF1	TRIM63	157
prior_IRF1	UPP1	157
prior_IRF1	VCAM1	157
prior_IRF1	XAF1	157
prior_IRF1	ZNFX1	157
prior_IRF3	ABCA7	76
prior_IRF3	ABCC2	76
prior_IRF3	AKT1	76
prior_IRF3	APOBEC3D	76
prior_IRF3	APOBEC3F	76
prior_IRF3	CCL19	76
prior_IRF3	CCL2	76
prior_IRF3	CCL3	76
prior_IRF3	CCL5	76
prior_IRF3	CDK2	76
prior_IRF3	CDK4	76
prior_IRF3	CDKN1A	76
prior_IRF3	CHUK	76
prior_IRF3	CISH	76
prior_IRF3	CREBBP	76
prior_IRF3	CTNNB1	76
prior_IRF3	CXCL1	76
prior_IRF3	CXCL10	76
prior_IRF3	CXCL14	76
prior_IRF3	CXCL8	76
prior_IRF3	DDX3X	76
prior_IRF3	FGFR1	76
prior_IRF3	GPR146	76
prior_IRF3	IFIT1	76
prior_IRF3	IFIT2	76
prior_IRF3	IFNA16	76
prior_IRF3	IFNAR1	76
prior_IRF3	IFNG	76
prior_IRF3	IFNL1	76
prior_IRF3	IFNL3	76
prior_IRF3	IKBKE	76
prior_IRF3	IL12A	76
prior_IRF3	IL12B	76
prior_IRF3	IL12RB1	76
prior_IRF3	IL15	76
prior_IRF3	IL17A	76
prior_IRF3	IL23A	76
prior_IRF3	IL27	76
prior_IRF3	IL2RB	76
prior_IRF3	IL37	76
prior_IRF3	IL6	76
prior_IRF3	IRF1	76
prior_IRF3	IRF5	76
prior_IRF3	IRF7	76
prior_IRF3	IRF9	76
prior_IRF3	ISG15	76
prior_IRF3	LGALS9	76
prior_IRF3	LITAF	76
prior_IRF3	MAP2K1	76
prior_IRF3	MAPK1	76
prior_IRF3	MAVS	76
prior_IRF3	NOTCH1	76
prior_IRF3	PI3	76
prior_IRF3	PMAIP1	76
prior_IRF3	PML	76
prior_IRF3	PPARG	76
prior_IRF3	PRKCA	76
prior_IRF3	PURA	76
prior_IRF3	SEC14L1	76
prior_IRF3	SH3PXD2A	76
prior_IRF3	SOCS2	76
prior_IRF3	SV2A	76
prior_IRF3	TANK	76
prior_IRF3	TBK1	76
prior_IRF3	TICAM1	76
prior_IRF3	TLR3	76
prior_IRF3	TLR4	76
prior_IRF3	TNF	76
prior_IRF3	TNFRSF11A	76
prior_IRF3	TNFSF10	76
prior_IRF3	TNPO1	76
prior_IRF3	TP53	76
prior_IRF3	TP63	76
prior_IRF3	TRIM63	76
prior_IRF3	TSLP	76
prior_IRF3	USP18	76
prior_IRF7	ATF4	24
prior_IRF7	CCL19	24
prior_IRF7	CCL2	24
prior_IRF7	CCL3	24
prior_IRF7	CCL5	24
prior_IRF7	CD80	24
prior_IRF7	CXCL10	24
prior_IRF7	CYSLTR2	24
prior_IRF7	FOXP3	24
prior_IRF7	IFNA16	24
prior_IRF7	IFNL1	24
prior_IRF7	IFNL2	24
prior_IRF7	IFNL3	24
prior_IRF7	IL12A	24
prior_IRF7	IL12B	24
prior_IRF7	IL27	24
prior_IRF7	IL33	24
prior_IRF7	IRF3	24
prior_IRF7	ISG15	24
prior_IRF7	NR1H4	24
prior_IRF7	PMAIP1	24
prior_IRF7	PPARGC1A	24
prior_IRF7	TAP2	24
prior_IRF7	TNFSF10	24
prior_IRF9	ADAR	32
prior_IRF9	ANKRD1	32
prior_IRF9	CCL19	32
prior_IRF9	CCND2	32
prior_IRF9	CDKN1A	32
prior_IRF9	CDKN1B	32
prior_IRF9	CXCL10	32
prior_IRF9	CXCL8	32
prior_IRF9	IFIT1	32
prior_IRF9	IFIT3	32
prior_IRF9	IFNG	32
prior_IRF9	IFNL3	32
prior_IRF9	IL12A	32
prior_IRF9	IL27	32
prior_IRF9	IRF7	32
prior_IRF9	ISG15	32
prior_IRF9	KSR1	32
prior_IRF9	MX1	32
prior_IRF9	MYOCD	32
prior_IRF9	NCAM1	32
prior_IRF9	OAS1	32
prior_IRF9	OAS2	32
prior_IRF9	OAS3	32
prior_IRF9	PDCD1	32
prior_IRF9	PML	32
prior_IRF9	RSAD2	32
prior_IRF9	SAMD9L	32
prior_IRF9	SNCA	32
prior_IRF9	SP100	32
prior_IRF9	SST	32
prior_IRF9	STAT1	32
prior_IRF9	TNFSF10	32
prior_KLF4	ACTA2	126
prior_KLF4	ACTG2	126
prior_KLF4	AGRP	126
prior_KLF4	AGTR1	126
prior_KLF4	ALPI	126
