contrast_id	accession	organism	system	perturbation	modality	tier	role	n_ko	n_ctrl	paired_design	n_genes_tested	XRCC5_log2FC	XRCC5_padj	XRCC6_log2FC	XRCC6_padj	on_target_pass	qc_note	in_primary_meta	in_encode_meta	note
GSE180581_HEK293T_siDNAPKcs	GSE180581	human	HEK293T	PRKDC	siRNA on heterozygous KO	comparator	DNA-PKcs loss, not Ku	3	3	False	18669	-0.0989123773028257	0.9845185028017476	0.1296386487149557	0.9845185028017476	True	not a Ku-gene contrast	False	False	DNA-PKcs+/- cells, siDNA-PKcs vs siControl, n=3. Same complex, not a Ku gene. Comparator only.
GSE180581_HEK293T_Ku70het_vs_WT	GSE180581	human	HEK293T	XRCC6	heterozygous deletion	secondary	heterozygous only	3	3	False	19751	0.2608914225648214	0.0014460925810965	-1.23510571270567	4.710145536331422e-40	True	mRNA down	False	False	Ku70+/- siControl vs WT siControl. Monoallelic, no further knockdown.
GSE180581_HEK293T_Ku80het_vs_WT	GSE180581	human	HEK293T	XRCC5	heterozygous deletion	secondary	heterozygous only	3	3	False	19637	-0.9887018072715028	4.656002165798416e-26	0.2218172040101649	0.2269210171835863	True	mRNA down	False	False	Ku80+/- siControl vs WT siControl. Monoallelic, no further knockdown. Shares the WT arm with the Ku70 het contrast.
GSE247031_Treg_Xrcc6_cKO	GSE247031	mouse	mouse lung-tumor Treg, Xrcc6 flox Foxp3-Cre	XRCC6	Treg-specific genetic knockout	primary	Ku loss	3	3	False	14183	0.5877155175801555	0.991370146758403	-3.073797153996156	1.877391027849019e-05	True	mRNA down	True	False	Tumor-infiltrating Tregs, Xrcc6 cKO vs Foxp3-Cre WT, n=3, LLC lung model.
ENCODE_K562_shXRCC5	GSE88488	human	K562 ENCODE shRNA	XRCC5	ENCODE shRNA	encode	Ku loss	2	2	False	15300	-1.1347296884965683	8.08515001498147e-11	-0.0449260555902996	0.9997170138690548	True	mRNA down	False	True	ENCSR715XZS vs ENCSR815CVQ. Gene quantifications GRCh38 V29 expected_count, rounded to integers. n=2 vs 2. K562 shXRCC5 and shXRCC6 share one non-targeting control.
ENCODE_K562_shXRCC6	GSE88126	human	K562 ENCODE shRNA	XRCC6	ENCODE shRNA	encode	Ku loss	2	2	False	14978	0.2828595703863893	0.2438800673655796	-3.072042187606321	3.0537229983015016e-82	True	mRNA down	False	True	ENCSR232CPD vs ENCSR815CVQ. Gene quantifications GRCh38 V29 expected_count, rounded to integers. n=2 vs 2. K562 shXRCC5 and shXRCC6 share one non-targeting control.
ENCODE_HepG2_shXRCC5	GSE80921	human	HepG2 ENCODE shRNA	XRCC5	ENCODE shRNA	encode	Ku loss	2	2	False	15314	-1.4679367304700834	1.1927006273630216e-31	-0.1598389437613191	0.3091119888884463	True	mRNA down	False	True	ENCSR732IYM vs ENCSR491FOC. Gene quantifications GRCh38 V29 expected_count, rounded to integers. n=2 vs 2. K562 shXRCC5 and shXRCC6 share one non-targeting control.
ENCODE_HepG2_shXRCC6	GSE80894	human	HepG2 ENCODE shRNA	XRCC6	ENCODE shRNA	encode	Ku loss	2	2	False	15596	0.2018089269289379	0.2091251862005048	-2.573517040940823	3.037690173252532e-103	True	mRNA down	False	True	ENCSR500WHE vs ENCSR491FOC. Gene quantifications GRCh38 V29 expected_count, rounded to integers. n=2 vs 2. K562 shXRCC5 and shXRCC6 share one non-targeting control.
ENCODE_K562_crXRCC5	GSE176960	human	K562 ENCODE CRISPR	XRCC5	ENCODE CRISPR	encode	Ku loss	2	2	False	16320	-0.6281752151951461	1.3262758601657533e-08	0.1748060517075345	0.1363314290359085	True	mRNA down	False	True	ENCSR276GMG vs ENCSR292PXV. Gene quantifications GRCh38 V29 expected_count, rounded to integers. n=2 vs 2. K562 shXRCC5 and shXRCC6 share one non-targeting control.
ENCODE_K562_crXRCC6	GSE177139	human	K562 ENCODE CRISPR	XRCC6	ENCODE CRISPR	encode	Ku loss	2	2	False	16818	-0.0667667696852155	0.5830586772166395	-2.321042344984509	2.753510846316354e-158	True	mRNA down	False	True	ENCSR516EPT vs ENCSR404OHQ. Gene quantifications GRCh38 V29 expected_count, rounded to integers. n=2 vs 2. K562 shXRCC5 and shXRCC6 share one non-targeting control.
ENCODE_HepG2_crXRCC6	GSE177121	human	HepG2 ENCODE CRISPR	XRCC6	ENCODE CRISPR	encode	Ku loss	2	2	False	18171	0.2721500901741767	0.0138718895835712	-2.061022750015402	3.134761926720985e-151	True	mRNA down	False	True	ENCSR312VLS vs ENCSR964HKT. Gene quantifications GRCh38 V29 expected_count, rounded to integers. n=2 vs 2. K562 shXRCC5 and shXRCC6 share one non-targeting control.
GSE294709_HCT116_Ku80flox_interaction	GSE294709	human	HCT116 Ku86flox CreERT2 vs no-Cre	XRCC5	4OHT-Cre excision, interaction vs no-Cre 4OHT	primary	Ku loss	2	2	False	22088	-3.1891708626997417	8.434917336494917e-184	-0.37173645632864205	3.1927666764215354e-07	True	mRNA down	True	False	Interaction: extra log2FC of 4OHT in CreERT2 cells beyond 4OHT in the no-Cre floxed line. This is the Ku-excision effect after subtracting the 4OHT-only effect.
