contrast_id	accession	organism	tier	role	perturbation	on_target_pass	in_primary_meta	in_encode_meta	n_ko	n_ctrl	geneset	ES	NES	nom_p	fdr_q	p_up	n_in_set_resolved	lead_genes
GSE294709_HCT116_Ku80AID_MAVSKO	GSE294709	human	epistasis	Ku loss, MAVS absent	XRCC5	True	False	False	3	3	APM_KEGG	0.3276451626560565	1.1315887143208885	0.24901960784313726	0.25151611873603574	0.24901960784313726	55	HLA-A;CTSB;HLA-C;HLA-B;HLA-E;TAP2;B2M;PSME2;HLA-F;TAP1;TAPBP
GSE294709_HCT116_Ku80AID_MAVSKO	GSE294709	human	epistasis	Ku loss, MAVS absent	XRCC5	True	False	False	3	3	STING	-0.3254020344979781	-0.781949573091078	0.7599206349206349	0.8562957795605162	0.24007936507936511	11	STING1;DTX4;NLRP4
GSE294709_HCT116_Ku80flox_Cre_4OHT	GSE294709	human	unadjusted	Ku loss	XRCC5	True	False	False	2	2	IFN_ALPHA	0.8005793525626765	2.7275045772148796	0.0	0.0	0.000999000999000999	90	ISG15;LGALS3BP;SAMD9;OAS1;OASL;BST2;IFIT2;PARP9;HELZ2;PARP14;TAP1;IFI27;STAT2;IFIT3;HLA-C;SP110;IFI35;IFIH1;TRIM25;TRIM14;DDX60;TRIM21;CNP;LAP3;ELF1;PLSCR1;IFITM1;TRIM26;BATF2;USP18;PROCR;IRF7;EIF2AK2;B2M;ADAR;PSME2;LAMP3;OGFR;IFI44;PARP12;TRIM5;IFITM3;IFI30;UBE2L6;IL4R;CASP8;CMPK2
GSE294709_HCT116_Ku80flox_Cre_4OHT	GSE294709	human	unadjusted	Ku loss	XRCC5	True	False	False	2	2	IFN_GAMMA	0.6862738373801749	2.5457149135248343	0.0	0.0	0.000999000999000999	166	CDKN1A;ISG15;LGALS3BP;IFIT1;ZNFX1;STAT1;RIGI;MVP;OASL;BST2;IFIT2;HLA-B;HLA-A;HELZ2;PARP14;TAP1;IFI27;FAS;STAT2;OAS3;IFIT3;SP110;IFI35;MYD88;IFIH1;TRIM25;PML;TRIM14;DDX60;TRIM21;LAP3;VAMP8;SECTM1;PLSCR1;TRIM26;BATF2;USP18;IRF7;BTG1;STAT3;EIF2AK2;RBCK1;B2M;ADAR;PSME2;OGFR;IFI44;PARP12;IFITM3;IFI30;PTPN1;UBE2L6;IL4R;CASP8;CMPK2;HERC6;IRF9;TNFAIP2;TDRD7;CFB;PNP;PSMB10;ISG20;XAF1;IFI44L;MX2;OAS2;RSAD2;SAMHD1;CASP4;CCL5;RNF31;WARS1;SAMD9L;TRAFD1;LY6E;HLA-DMA;IRF2;METTL7B
GSE294709_HCT116_Ku80flox_Cre_4OHT	GSE294709	human	unadjusted	Ku loss	XRCC5	True	False	False	2	2	APM_MHCI	0.8001374036165474	2.015601870937209	0.0	0.0	0.000999000999000999	19	HLA-B;HLA-A;TAP1;HLA-C;TAP2;HLA-E;B2M;PSME2
GSE294709_HCT116_Ku80flox_Cre_4OHT	GSE294709	human	unadjusted	Ku loss	XRCC5	True	False	False	2	2	STING	0.7261737289107008	1.5522064248235425	0.04251012145748988	0.02661671924290221	0.04251012145748988	10	STAT6;TRIM21
GSE294709_HCT116_Ku80flox_Cre_4OHT	GSE294709	human	unadjusted	Ku loss	XRCC5	True	False	False	2	2	APM_KEGG	0.4802134355155792	1.492203377483293	0.02576112412177986	0.030283911671924287	0.02576112412177986	53	HLA-B;HLA-A;TAP1;HLA-C;TAP2;HLA-E;B2M;RFX5;PSME2;IFI30
GSE294709_HCT116_Ku80flox_Cre_4OHT	GSE294709	human	unadjusted	Ku loss	XRCC5	True	False	False	2	2	RIGI_MDA5	0.4492613368669511	1.4403913598279785	0.03225806451612903	0.039826498422712936	0.03225806451612903	65	ISG15;RIGI;APP;IFIH1;TRIM25;UBA52;IRF7;IKBKE;NKIRAS2;RNF125;UBC;UBE2L6;TAX1BP1;CASP8;HERC5;NFKB2
GSE294709_HCT116_Ku80flox_noCre_4OHT	GSE294709	human	negative_control	4OHT only	none (4OHT control)	True	False	False	2	2	IFN_ALPHA	0.455138869269035	1.906509957446544	0.0	0.0014409221902017292	0.000999000999000999	86	PARP9;EIF2AK2;PARP12;BST2;IFI35;NMI;CD47;CNP;IRF1;TRIM25;IFIT3;IFITM2;TDRD7;PLSCR1;PARP14;IRF9;IFITM1;CASP8;HERC6;NUB1;SAMD9;IFI44;IFI30;IFITM3;DHX58;MOV10;LGALS3BP;EPSTI1;RNF31;IFIH1;OAS1;GBP2;UBA7;MX1
GSE294709_HCT116_Ku80flox_noCre_4OHT	GSE294709	human	negative_control	4OHT only	none (4OHT control)	True	False	False	2	2	IFN_GAMMA	0.3212788878093326	1.4637614311251688	0.00847457627118644	0.054034582132564846	0.00847457627118644	161	EIF2AK2;SECTM1;ARID5B;TNFAIP2;SAMHD1;PARP12;BST2;IFIT1;SPPL2A;MYD88;IFI35;NMI;OAS3;RNF213;IRF1;TRIM25;STAT4;RIPK1;IFIT3;KLRK1;IFITM2;TDRD7;PDE4B;METTL7B;PLSCR1;PARP14;CASP7;IRF9;CASP8;CIITA;HERC6;RAPGEF6;IFI44;IFI30;CFB;MVP;SERPING1;GCH1;IFITM3;RIGI;BANK1;DHX58;MARCHF1;FAS;ICAM1;LGALS3BP;EPSTI1;RNF31;IFIH1;CASP3
GSE294709_HCT116_Ku80flox_noCre_4OHT	GSE294709	human	negative_control	4OHT only	none (4OHT control)	True	False	False	2	2	RIGI_MDA5	-0.373379106629895	-1.334471109977205	0.07283763277693475	0.26493108728943343	0.9271623672230652	65	ATG12;UBC;NFKB2;HMGB1;HSP90AB1;RPS27A;UBE2D3;UBA52;NFKBIB;IKBKG;PCBP2;RNF216;TNFAIP3;IRF3;AGER
GSE294709_HCT116_Ku80flox_noCre_4OHT	GSE294709	human	negative_control	4OHT only	none (4OHT control)	True	False	False	2	2	STING	0.5160661225113863	1.3079320516792696	0.15280898876404495	0.09317963496637849	0.15280898876404495	11	STAT6;DTX4;MRE11;STING1
GSE294709_HCT116_Ku80flox_noCre_4OHT	GSE294709	human	negative_control	4OHT only	none (4OHT control)	True	False	False	2	2	APM_KEGG	-0.3356995292663457	-1.1379691601662363	0.24769230769230768	0.38629402756508424	0.7523076923076923	54	HSPA5;HSP90AB1;CALR;PDIA3;HLA-E;CTSL;TAP1;B2M;KLRC4;HLA-C;HLA-A;CANX
GSE294709_HCT116_Ku80flox_noCre_4OHT	GSE294709	human	negative_control	4OHT only	none (4OHT control)	True	False	False	2	2	APM_MHCI	-0.3790401492469265	-1.0236801315852746	0.43478260869565216	0.4175599795814191	0.5652173913043479	19	HLA-E;TAP1;B2M;HLA-C;HLA-A;TAP2;HLA-B;PSME1
GSE294709_HEK293_Ku70_dox_withdrawal	GSE294709	human	primary	Ku loss	XRCC6	True	True	False	3	3	APM_KEGG	-0.5355942950303573	-1.879708199467466	0.0	0.001286587327114828	0.999000999000999	58	CTSB;HLA-DRB1;HLA-C;HLA-DPA1;LGMN;HLA-DRB5;CTSL;CALR;PDIA3;TAPBP;HLA-DQB1;RFXAP;B2M;HLA-A;HLA-F;RFX5;IFI30;HSP90AA1
GSE294709_HEK293_Ku70_dox_withdrawal	GSE294709	human	primary	Ku loss	XRCC6	True	True	False	3	3	RIGI_MDA5	0.482205822098755	1.766764560097409	0.0	0.004842615012106538	0.000999000999000999	67	NFKBIB;NFKBIA;NFKB1;CREBBP;CHUK;TNFAIP3;RIGI;RELA;UBE2D2;CYLD;FADD;RIPK1;IKBKG;ATG5;UBE2D3;EP300;TRIM4;CASP8;TAX1BP1;NFKB2;PCBP2;ITCH;IRF3;ATG12;NKIRAS2;TANK;OTUD5
GSE294709_HEK293_Ku70_dox_withdrawal	GSE294709	human	primary	Ku loss	XRCC6	True	True	False	3	3	APM_MHCI	-0.627266472639173	-1.6910434350538777	0.004081632653061225	0.007076230299131554	0.9959183673469387	18	ERAP2;HLA-C;ERAP1;TAPBP;B2M;HLA-A;HLA-F;NLRC5;HLA-B;TAP1;PSME1
GSE294709_HEK293_Ku70_dox_withdrawal	GSE294709	human	primary	Ku loss	XRCC6	True	True	False	3	3	IFN_ALPHA	-0.34766481761479096	-1.3175115072168175	0.050816696914700546	0.10249812372681462	0.9491833030852994	93	DDX60;PARP9;HLA-C;PROCR;BST2;PARP14;LAMP3;LGALS3BP;TRIM25;CD47;B2M;UBE2L6;GMPR;MVB12A;CNP;NCOA7;TRIM5;NMI;EPSTI1;HERC6;IFITM2;PLSCR1;IFITM1;SAMD9;IFI30;LY6E;MOV10;ADAR;IRF2
GSE294709_HEK293_Ku70_dox_withdrawal	GSE294709	human	primary	Ku loss	XRCC6	True	True	False	3	3	STING	0.4066225748686982	1.0201946421344117	0.43280632411067194	0.41231407817364235	0.43280632411067194	12	DDX41;TRIM21;IRF3;DTX4;CGAS
GSE294709_HEK293_Ku70_dox_withdrawal	GSE294709	human	primary	Ku loss	XRCC6	True	True	False	3	3	IFN_GAMMA	-0.236701531295636	-0.9982092293995102	0.45787545787545786	0.4618848504342232	0.5421245421245422	189	MT2A;DDX60;HLA-DRB1;BST2;PARP14;SPPL2A;LGALS3BP;PFKP;STAT4;EIF4E3;TRIM25;ARID5B;SSPN;TAPBP;B2M;HLA-A;UBE2L6;PSMB2;IRF5;PSMA2;NMI;EPSTI1;HERC6;VAMP8;OAS3;IFITM2;PLSCR1;NOD1;IFI30;LY6E;PTPN6;IFNAR2;ADAR;MTHFD2;SECTM1;C1R;RBCK1;IRF2;IRF8;RNF213;IFIT1;HIF1A;NLRC5;PSMA3;PARP12;HLA-B;AUTS2;C1S
GSE180581_HEK293T_siKu70	GSE180581	human	primary	Ku loss	XRCC6	True	True	False	3	3	APM_KEGG	0.4394790408781021	1.5545041371197506	0.014989293361884369	0.04012671594508976	0.014989293361884369	51	HSPA1B;LGMN;HSPA5;NFYA;HSPA8;NFYC;CANX;HLA-E
GSE180581_HEK293T_siKu70	GSE180581	human	primary	Ku loss	XRCC6	True	True	False	3	3	APM_MHCI	-0.5532983627609197	-1.5002444617833903	0.055226824457593686	0.12408990186767964	0.9447731755424064	17	PSME2;HLA-F;TAPBP;B2M;NLRC5;PSMB10;TAP2;ERAP1;HLA-G;ERAP2;PSME1;TAP1
GSE180581_HEK293T_siKu70	GSE180581	human	primary	Ku loss	XRCC6	True	True	False	3	3	IFN_GAMMA	-0.2597640615331023	-1.0899730200445645	0.27580071174377224	0.6331117442228553	0.7241992882562278	154	HELZ2;PNP;RNF213;AUTS2;ISG15;LATS2;RIPK1;ZNFX1;NFKBIA;PSME2;OGFR;TAPBP;CMTR1;RBCK1;IRF8;B2M;NLRC5;PSMB10;UBE2L6;IRF2;IFI44L;C1S;C1R;IFIH1;SPPL2A;MX1;RIGI;PML;HIF1A;CD74;EIF4E3;CDKN1A;CIITA;TNFAIP3;HLA-G;BTG1;DHX58;TRIM21;IL4R
GSE180581_HEK293T_siKu70	GSE180581	human	primary	Ku loss	XRCC6	True	True	False	3	3	RIGI_MDA5	-0.2659165731614679	-0.9767843681415731	0.4866412213740458	0.6597024374802153	0.5133587786259541	65	OTUD5;TRIM4;ISG15;RIPK1;EP300;CYLD;NFKBIA;NLRX1;UBE2D2;UBE2K;NLRC5;TKFC;UBE2L6;TRAF3;IFIH1;RIGI;NKIRAS1;FADD;AGER;TNFAIP3;DHX58
GSE180581_HEK293T_siKu70	GSE180581	human	primary	Ku loss	XRCC6	True	True	False	3	3	IFN_ALPHA	-0.25099822958322204	-0.9508185894043907	0.5570093457943925	0.5454257676479899	0.44299065420560746	80	HELZ2;ISG15;NUB1;MOV10;PSME2;OGFR;PROCR;CMTR1;B2M;UBE2L6;IRF2;IFI44L;C1S;IFIH1;MX1;CD74;PARP9;DHX58;TRIM21;IL4R
GSE180581_HEK293T_siKu70	GSE180581	human	primary	Ku loss	XRCC6	True	True	False	3	3	STING	0.403220852678064	0.9191606444456921	0.5717131474103586	0.598380851812742	0.5717131474103586	8	STAT6;MRE11
GSE180581_HEK293T_siKu80	GSE180581	human	primary	Ku loss	XRCC5	True	True	False	3	3	APM_KEGG	0.470061423713414	1.714747744665527	0.006928406466512702	0.010944910616563297	0.006928406466512702	48	HSPA1B;HSPA5;LGMN;CALR;TAPBP;CANX;HLA-C
GSE180581_HEK293T_siKu80	GSE180581	human	primary	Ku loss	XRCC5	True	True	False	3	3	RIGI_MDA5	-0.3810205889811492	-1.4524926467036654	0.02491103202846975	0.18042344277385702	0.9750889679715302	65	APP;NFKB1;TRIM4;TKFC;UBE2K;PCBP2;NFKBIA;CASP8;SIKE1;MAP3K1;OTUD5;CYLD;ITCH;TRAF6;UBE2L6;IFIH1;EP300
GSE180581_HEK293T_siKu80	GSE180581	human	primary	Ku loss	XRCC5	True	True	False	3	3	STING	0.6237606057085319	1.4377739512853003	0.11154598825831702	0.048887267420649395	0.11154598825831702	8	STAT6;IRF3;NLRC3
