ModelID	CellLineName	CCLEName	OncotreePrimaryDisease	OncotreeSubtype	group	CLDN4	TACSTD2	CD274	sig_IFNG_protein	sig_MHC1_protein	sig_ISG_protein	HLA-A	HLA-B	HLA-C	B2M
ACH-000448	NCI-H1666	NCIH1666_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	0.0919837283122551	1.12307829490342	-1.67757178874048	-0.4447115150783793	-0.3367336228787856	-0.6531162494047105	0.4935649209500083	-1.3279656461588103	-0.3469460717293265	-1.51142482758781
ACH-000021	NCI-H1693	NCIH1693_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	1.85390699585657	0.832171497546333	0.182271477617197	-0.03437154661144219	0.550287664291632	0.1544739763280144	0.2247943335984364	-0.7871878146000915	1.373816304012517	0.751222170309904
ACH-000496	NCI-H1792	NCIH1792_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD		-0.795950451513703	0.980241017874513	0.2541329320122967	1.2868751561223877	0.07484645657157242	2.85868674273726	0.26421667618004346	1.2727342002708335	0.645970159685942
ACH-000888	NCI-H1793	NCIH1793_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD		-0.083063792179741		0.09546236260621987	-0.7823070936814644	-0.13397813851337823	-1.6045162564087825	-1.4385903865562248	-0.6010077118248717	-0.967200846821414
ACH-000414	NCI-H1944	NCIH1944_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	-1.49837294805964	-2.86837669411355	-1.0230394753046	0.30036136907016214	-0.3317383336495081	0.014944392124383123	-1.8633293985630077	-0.35300309993815127	0.1264902799710087	-0.343284427593087
ACH-000587	NCI-H1975	NCIH1975_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	1.05156867095784	0.0336846436092726	1.72673007691533	0.4195353178799039	-0.19573602736017132	0.6064978710541551	-1.111524999959629	1.2807300833363473	-1.4573446341204728	-0.066987120851831
ACH-000886	NCI-H2009	NCIH2009_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD		2.90046392497731	3.40627547164968	-0.0680510098611486	0.1590878245489991	0.16187569448525685	0.32319227346240686	0.5115196589529576	0.9579666743711037	-2.36133334651241
ACH-000521	NCI-H2030	NCIH2030_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD		-1.05960072083354	0.691239503200709	0.4284920369032318	0.7603844362510289	0.7571595680000263	-0.047154715331871246	0.6694627353637819	0.7553629721814592	1.52750411987219
ACH-000311	NCI-H2122	NCIH2122_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD		1.61566830229099	0.754099831110077	0.18168055666908836	-0.03727338533292744	-0.06819465539803689	0.0419616825779519	-0.7578962646557186	-0.3879285440121013	0.133949858224449
ACH-000785	NCI-H2126	NCIH2126_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD		1.8354819076635		0.0030854639661342664	-0.6591898381727743	-0.1140172838961689	-0.7217105190521065	-1.8474842471008286	-1.4108389525998835	0.213265187933974
ACH-000447	NCI-H2228	NCIH2228_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD		-0.38960318536105		0.2767578372540469	1.5426058991262075	0.07346608932072603	1.8265651687509077	1.8295322947075474	1.8042121376726998	0.880224410274823
ACH-000718	NCI-H2291	NCIH2291_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	1.62027705011321	1.15732875736606	2.96461956576551	0.4089476689691957	-0.22279670305736674	0.3600860686764487	-0.14150442219266843	-1.0853113529358187	-0.6540067862192327	0.0522542885209276
ACH-000900	NCI-H23	NCIH23_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	-3.00559581288356	-1.66944521320683		0.01696868197594322	-0.10291783628963089	0.0014406863925500249	-0.12020478583809852	-0.6744538237062697	-0.6805825080075504	0.282928210932897
ACH-000109	NCI-H3255	NCIH3255_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	0.94867281700122	0.0984662090825736	-0.682246389208283	0.08701433042527565	-0.10657001005950223	0.10455715865849191	-0.36250484254869897	-0.4184129784044546	-0.08415541142938955	-0.549399596285103
ACH-000860	NCI-H358	NCIH358_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	2.27815904368953	2.02092051722455	1.74558930395326	0.21920495303750256	0.07639967786533661	0.42476395060479516	0.29787662716084956	-1.2188244479066073	-0.1199387122668933	0.580015496428028
ACH-000638	NCI-H441	NCIH441_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	0.865934200455243	3.83551995512968	2.76272500523557	0.6468467289064912	0.5470837299508208	0.8134676710211771	1.1250465664233904	0.49755921662456515	-0.07774735064682343	0.270637618650473
ACH-000343	NCI-H522	NCIH522_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD		-1.62335456917925	-1.97351392395594	-0.4756793798617846	-0.8630551655949875	-0.7500844511935624	-0.047777872447481363	-1.1997072115770844	-1.761296688096251	-1.94521458949606
ACH-000945	NCI-H650	NCIH650_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD		0.845113452850697	1.55446142212037	0.11629708178500309	-0.08588710895072423	0.034067842084466796	-0.5768183495195678	-0.5705688536131475	-0.49227384963540366	0.555965621946028
ACH-000416	NCI-H838	NCIH838_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	-2.52590355835083	-1.89744275080729	-1.76564161669017	-0.4058415976465666	-0.6751390576926358	-0.6371813037230959	-0.9552518048433475	-0.9496129875877707	-1.5155183718268945	-0.418087025265912
ACH-000030	PC-14	PC14_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	3.62802327698463	3.32487029580832	0.155900016310208	0.0108349769237734	0.48062349685248007	-0.07027155086270034	0.4311653759224696	0.5189153396945094	0.4346568486553113	0.0075493261741742
ACH-000062	RERF-LC-MS	RERFLCMS_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD		-0.745382022943137	-0.17298472558156	0.1096948251145089	-0.36814274649880596	0.12517037581405227	-0.5029662792063841	-0.44751076185074884	-1.4662637464356472	0.123220339852405
ACH-000309	SK-LU-1	SKLU1_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD		-1.08301421911731	0.171252141696089	0.6115944295012072	1.527349523155364	1.1881251881093202	0.23847633590558184	2.818350112641202	0.7463929631916579	3.11766345895477
ACH-000677	SW 1573	SW1573_LUNG	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	LUAD	0.831708353025961	-0.83930017148715	0.186576861742317	0.1329234594212793	0.44061415544373006	0.6616124650398969	0.9645188477500838	-1.6073146860147687	0.5798070854574224	1.2384369017363
ACH-000511	Calu-1	CALU1_LUNG	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC		-0.630267655691389	3.56074374750058	0.21604343969870174	0.16090349834407325	0.39863777463158745	0.13244986288330096	-0.2701170606937163	-0.22574146002199053	0.369118138006644
ACH-000563	EBC-1	EBC1_LUNG	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	3.70914297576777	2.35288341451137	0.506264001085926	-0.19865376609399407	0.4095563083598897	-0.08994632651495625	-0.5848344648822207	-0.36365469421362595	0.8300126956012125	1.24901351701465
ACH-000878	HCC-15	HCC15_LUNG	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC		-0.0542793420375973	2.00825793921355	0.6832434716815875	0.5599290147090938	1.5219708502946436	-1.4303263434460263	0.689473693984499	0.8666892200586576	1.91514148504751
ACH-000454	HCC-95	HCC95_LUNG	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	0.159743518456201	1.65996246468271	1.39221003535395	0.2563287755585969	0.6523869374938649	0.30093419994599885	0.042056326310245744	1.548396115165107	0.21683844364386262	0.618852731393706
ACH-000769	LK-2	LK2_LUNG	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	-2.24264941636874	-0.552712789456478	-0.312219400082246	-0.5811581593844816	-1.3376929172534866	-0.7409023972888513	-1.2886002719570124	-0.8859651683938097	-1.753484556457552	-3.42219652251789
ACH-000390	LUDLU-1	LUDLU1_LUNG	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	1.09732336115942	1.6576758653625	0.091401734944101	-0.11435199803864332	1.2007040888253733	-0.0634199696282806	2.2848646227912086	-0.6051441787360516	1.5445374600060229	1.42595181034966
ACH-000747	NCI-H1703	NCIH1703_LUNG	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC		-0.652791698042157	-1.78400345985802	0.07090657349760117	1.1301204572642098	0.3480564526751215	2.5318226996312516	0.22014535026901383	0.8471081166285146	0.812317019126541
ACH-000481	NCI-H2170	NCIH2170_LUNG	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	1.43351888686291	-0.116836720531755	-1.42825135121945	-0.0803617675550105	-0.3925822350206795	-0.24106932332675635	0.22943213003328047	-1.0199323873914925	-0.7210328108658554	-1.31457954557482
ACH-000395	NCI-H520	NCIH520_LUNG	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	-1.89315199122283	-2.61515514580385	-2.41791857923772	-0.48176263371693356	-0.6329768430796103	-0.5892590186151626	-0.7962779435442006	-1.2605507184817504	-0.5920610808041801	-1.3233914114116
ACH-000442	RERF-LC-Sq1	RERFLCSQ1_LUNG	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC	-1.47787413312702	-2.3115335708691	2.35869283733624	-0.11384067763369854	1.4202939334906388	0.12088377397963473	1.2644554106209893	2.1464937464441904	0.9793847140897763	1.68605635589652
ACH-000553	Sq-1	SQ1_LUNG	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	LUSC		3.2558618180752	4.28569839535009	0.25201579203661484	1.4239280034360768	0.3823341862567251	0.6479491332899242	1.4597473353508688	1.7538561830333663	2.11933223746851
ACH-000695	COR-L47	CORL47_LUNG	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	-1.59425174221189	-1.83301114565456		-0.27457792318061364	-0.9186882731683169	-0.4635997256995787	-3.357994333017658	-1.4628910198771965	-0.3550753804294118	0.0844190585735587
ACH-000508	COR-L88	CORL88_LUNG	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	2.81733527015499	-1.72973617467559		-0.2331677737966198	-0.503149489957238	-0.7918724104753749	-0.2643877318568435	-1.190587437711228	0.20805469901159573	-2.43517594806794
ACH-000749	DMS 273	DMS273_LUNG	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	-1.3415908617903	-1.24638140571614	-0.148383014942392	0.1014026390529438	0.6089400213159626	0.04633041081402528	0.5149902191197545	0.6298981205248042	0.3331348376981149	0.637702971777966
ACH-000866	NCI-H1048	NCIH1048_LUNG	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	-0.822462624743977	-1.13920343347137	-0.951035939903835	-0.0848951212610435	0.06564355252809048	-0.3229352503116921	-0.03994903495566338	-0.4540919773207118	-0.10747179379133917	0.0849151830287815
ACH-000506	NCI-H146	NCIH146_LUNG	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	-2.7852227248516	-2.08231363308606		-0.5581170412681299	-0.9480856087371037	-0.9765949784339986	-1.0374473372913284	-1.1280517032294672	-1.3034956149041335	-1.93171130655839
ACH-000727	NCI-H2066	NCIH2066_LUNG	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET		-1.88312105053254	-1.792585733506	-0.740990463988201	-1.041369818389084	-1.1572638792892394	-1.5180491336714328	-1.4747073874583623	-1.83801750399977	-0.749281608164599
ACH-000912	NCI-H2286	NCIH2286_LUNG	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET		-0.782937107900153	-0.833158745985938	0.08274270687384087	-0.7078734805857734	-0.13656520339555817	-1.47818614172531	-0.269274439005724	-1.3656980835288852	-0.910377699566405
ACH-000800	NCI-H446	NCIH446_LUNG	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET		-3.53269872044001		-0.6233248960189869	-1.3443640940212884	-1.0220604901748045	-0.9145223740577118	-2.892982073489917	-1.4538328010862336	-2.15744631986468
ACH-000670	SBC-5	SBC5_LUNG	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	-2.4884112980203	-2.34135061053231	-3.55809230738087	-0.9669097233255414	-1.1090531351808663	-1.180064936185544	-0.6639569695032886	-3.447090603764585	-1.044942004292862	-1.12620335633966
ACH-000790	SHP-77	SHP77_LUNG	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	SCLC_NET	0.832697129545896	-1.71128617969788	-0.879493011746528	-0.12191122444727907	-0.5970573169815139	-0.090005199780109	-0.012567372956746592	-2.025931074834512	-1.711655039125017	0.309917233207815
ACH-000662	COR-L23	CORL23_LUNG	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	other_NSCLC		3.13909136531352	3.44593227494984	0.28089087698750853	0.6367782121040008	0.8829712788607511	0.37357373822412604	0.8159630595872478	0.547289895552469	0.464330186297232
ACH-000867	ChaGo-K-1	CHAGOK1_LUNG	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	other_NSCLC		0.614141385155557	-1.19565814195197	-0.0039301013887537845	-0.670371453690028	-0.3648967698471897	-0.6811909230452546	-1.274041339189007	-0.5107578522349202	-1.76811382475774
ACH-000672	IA-LM	IALM_LUNG	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	other_NSCLC	1.44201520116742	-1.25170740133634	2.15608039720717	-0.061044869611715756	-0.3713356699503777	-0.07034971430713284	-0.9927702247002121	0.018859802669040616	-0.8254190828581052	-0.696186446595579
ACH-000627	LCLC-103H	LCLC103H_LUNG	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	other_NSCLC		0.110895394999786	4.09497693575281	0.29758479437518576	0.9867164364692678	0.3372018651464332	-0.2751049798166769	0.8523351742172462	1.3027845194487018	2.09867623778054
ACH-000438	Lu-65	LU65_LUNG	Non-Small Cell Lung Cancer	Giant Cell Carcinoma of the Lung	other_NSCLC		-2.11516727050587	2.20848465435363	0.15731427619418137	-0.7062095240398316	-0.35317528398888354	-0.9166014085997027	-1.285525844353617	-1.131205732854195	-0.807445673092264
ACH-000980	NCI-H1155	NCIH1155_LUNG	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	other_NSCLC		-1.92210568085099	0.173879636518146	-0.2705339174800021	-0.7186582356353185	-0.33325603809677734	-3.1532133231884605	-1.4570068482142116	0.2454273702392286	0.103886105664333
ACH-000510	NCI-H1299	NCIH1299_LUNG	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	other_NSCLC	-1.26831048249319	-0.834182839388835	-0.667259625878717	0.006041415475343529	0.29718687769306845	-0.1490145915542929	0.22700552883288297	0.7940923968487468	0.01386629735679564	-0.474372506040472
ACH-000015	NCI-H1581	NCIH1581_LUNG	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	other_NSCLC		-0.918585538075442	-2.53239108059189	-0.10895905349323072	-1.357196659379916	0.17178860032382262	-0.15799803885533265	-2.192648511795414	-1.7602558941701398	-3.47594289508942
ACH-000035	NCI-H1650	NCIH1650_LUNG	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	other_NSCLC	1.584797934609	2.28243773514674	1.46364866270592	1.0109785189802836	1.0685087244671332	1.9676152756016476	2.1186143808670828	-0.29885437201744	0.8623453358687206	1.51136316757143
ACH-000929	NCI-H2110	NCIH2110_LUNG	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	other_NSCLC	-0.687148129330744	1.38376982126725	0.21098631613153	-0.06705792942924996	-0.8129215302440276	-0.024446551429910895	-0.9445728098826978	-1.8475980370347957	-1.0163809858388393	-0.916160423854205
ACH-000924	NCI-H2172	NCIH2172_LUNG	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	other_NSCLC	-2.02076147165257	-0.414957089414946		-0.4655400991568575	0.6113585519971528	-0.7175579837720454	0.16156124296868357	-0.5609197690540255	0.7886343703072319	1.73406980675558
ACH-001075	NCI-H292	NCIH292_LUNG	Non-Small Cell Lung Cancer	Mucoepidermoid Carcinoma of the Lung	other_NSCLC		5.58611442824841	3.15624323828909	0.35390151233064104	0.026020402889101235	0.5878673687784751	-0.05537819364535088	-0.43849314231222253	0.3145721588459918	-0.718937314669845
ACH-000463	NCI-H460	NCIH460_LUNG	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	other_NSCLC		-2.01460867410348	4.44678528359151	-0.26596621329626974	0.44486234079579945	-0.3978176281702922	1.2301496068447861	-1.3912215966367334	-0.1544694792472912	1.72667286289092
ACH-000378	NCI-H647	NCIH647_LUNG	Non-Small Cell Lung Cancer	Lung Adenosquamous Carcinoma	other_NSCLC	-0.390832839409234	1.03568725879343	2.33508275879521	0.24061808952730077	-0.34826195983789454	0.30329742161107864	-0.20906386180040892	-1.2144435044671187	-0.17483487486017737	-1.08672272951535
ACH-000853	NCI-H661	NCIH661_LUNG	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	other_NSCLC		-2.91049842318675		-0.1852953778579732	-0.1668332712973314	-0.40446140777605183	-0.9419559366943063	0.13170966777405727	0.007560620693991993	-0.904204526165621
ACH-000530	DMS 114	DMS114_LUNG	SMARCA4-deficient undifferentiated tumor	SMARCA4-deficient undifferentiated tumor	other_lung	-1.79906692198814	-1.32058734772584	-0.661627818330814	-0.2408821498576978	-0.5337677108220007	-0.3858483161207031	-0.3469389951935422	-0.9267073829166907	-1.1281464320488999	-0.934237003545532
ACH-000752	NCI-H196	NCIH196_LUNG	SMARCA4-deficient undifferentiated tumor	SMARCA4-deficient undifferentiated tumor	other_lung		-1.04924283994366	-1.22542485779986	0.8119010086497426	1.8849644287991607	1.8656896538367813	0.891314654569092	2.6424621491277582	1.7719461879727034	3.07375856064548
ACH-000890	SW 1271	SW1271_LUNG	SMARCA4-deficient undifferentiated tumor	SMARCA4-deficient undifferentiated tumor	other_lung	-4.59299576257199	-1.2723361866078	-1.43951314586708	0.3889383729056327	0.8653798858142964	1.0347403932565424	1.260490451865641	1.2968661084143647	0.41593363713829323	0.319248999420708
