dataset,section,subset,section_histology,n_spots,n_subset,n_q1,n_q4,n_cd8_high,cldn4_cd8a_spearman_all,cldn4_cd8a_spearman_all_p,cldn4_cd8a_spearman_epi,cldn4_cd8a_spearman_epi_p,cldn4_krt8_residual_vs_cd8a_spearman,cldn4_krt8_residual_vs_cd8a_p,q4_minus_q1_nn_cd8high_um,q4_vs_q1_nn_cd8high_p,q4_nn_median_um,q1_nn_median_um,q4_minus_q1_neighbor_cd8a,q4_vs_q1_neighbor_cd8a_p,q4_neighbor_cd8a_median,q1_neighbor_cd8a_median,q4_minus_q1_krt8resid_neighbor_cd8a,q4_vs_q1_krt8resid_neighbor_cd8a_p,q4_minus_q1_krt8,q4_vs_q1_krt8_p,mean_cldn4_subset,mean_cd8a_subset,mean_krt8_subset
GSE273378,GSM8427440_LM_SD_1216_12,epithelial,grade=NST;Lepidic=537;Acinar=0;STAS=7,3604,1322,331,331,47,-0.01757778191084683,0.2914399058247534,0.004730386607041179,0.8635696900777251,-0.003955177404433234,0.8857594193113846,-37.42406242577772,0.0367811866091848,916.5151389911679,953.9392014169456,0.0,0.1407680290592556,0.0,0.0,0.0012919543027723294,5.078385032056317e-11,0.18797526754058946,4.847564047450376e-13,1.32634189871479,0.01174137825922025,2.8901874101927287
GSE273378,GSM8427440_LM_SD_1216_12,lepidic,grade=NST;Lepidic=537;Acinar=0;STAS=7,3604,537,135,135,47,-0.01757778191084683,0.2914399058247534,0.05393969561108301,0.21204770282361812,0.03950325635503085,0.36090459408159137,-7.913711044291631,0.37508518323383067,785.8116822750856,793.7253933193772,0.0,0.2511979224503076,0.0,0.0,0.0009573834767221158,0.00613914141545528,0.09348627718660119,0.003301080675978965,1.3825027403943053,0.01363834380864506,3.003284441519517
GSE273378,GSM8427440_LM_SD_1216_12,nonSTAS_tumor,grade=NST;Lepidic=537;Acinar=0;STAS=7,3604,1315,329,329,47,-0.01757778191084683,0.2914399058247534,0.010939146270692186,0.6918689034625409,0.003058938201079873,0.9117584286758224,-37.42406242577749,0.036158130660518345,916.5151389911681,953.9392014169456,0.0,0.17890522852481172,0.0,0.0,0.0012893191250058396,1.1826421484897944e-10,0.18527041016293744,1.1945339979720565e-12,1.3246597194751126,0.011323617336736756,2.887217936048051
GSE273378,GSM8427440_LM_SD_1216_12,papillary,grade=NST;Lepidic=537;Acinar=0;STAS=7,3604,351,88,88,47,-0.01757778191084683,0.2914399058247534,-0.020125321980982932,0.7071095450493378,-0.007179698485969118,0.8933760694286169,43.473906660781154,0.5500267829014615,999.3746088859546,955.9007022251734,0.0,0.997057722191089,0.0,0.0,0.000624587893025292,0.10780674957602902,0.06781639582211252,0.1058769121641876,1.1810090770371113,0.006984331642974391,2.6327172130175693
GSE273378,GSM8427440_LM_SD_1216_12,micropapillary,grade=NST;Lepidic=537;Acinar=0;STAS=7,3604,427,107,107,47,-0.01757778191084683,0.2914399058247534,-0.03861111121272377,0.42613832156490394,-0.04496263665830878,0.35400326867890747,-68.64224253262819,0.37355822519497006,1058.3005244258363,1126.9427669584645,0.0,0.17719514009932247,0.0,0.0,0.0007344694663406794,0.01307475683319751,0.08475099070801528,0.026789895757921955,1.3699985327353745,0.011979545119162592,2.950454564491896
GSE273378,GSM8427441_LM_SD_13,epithelial,grade=NST;Lepidic=0;Acinar=146;STAS=0,2912,547,137,137,289,0.026091170634622754,0.15925201980865805,-0.04526702642444453,0.29059076821728963,-0.02846974099780329,0.5063942260291788,13.813087035041917,0.5412395817701261,278.3882181415009,264.57513110645897,0.0006341286321315948,0.7122755871963214,0.09772079730516552,0.09708666867303392,-0.002526974932474349,0.034442484535913025,0.8905609779000456,1.62664899073477e-25,0.9005192324840812,0.10006577421147754,2.893538953202616
GSE273378,GSM8427441_LM_SD_13,acinar,grade=NST;Lepidic=0;Acinar=146;STAS=0,2912,146,37,37,289,0.026091170634622754,0.15925201980865805,-0.13995809301426068,0.09201030999694254,-0.025479493756594036,0.7601581226423112,64.57513110645897,0.4645915209232867,264.57513110645897,200.0,0.028733586994176843,0.5296913623086099,0.12681941073015573,0.09808582373597889,0.024933253353148596,0.7786482115608918,1.185616353986769,1.567068925338415e-08,0.7643828993983934,0.09208491209941895,2.513238189662554
GSE273378,GSM8427441_LM_SD_13,nonSTAS_tumor,grade=NST;Lepidic=0;Acinar=146;STAS=0,2912,547,137,137,289,0.026091170634622754,0.15925201980865805,-0.04526702642444453,0.29059076821728963,-0.02846974099780329,0.5063942260291788,13.813087035041917,0.5412395817701261,278.3882181415009,264.57513110645897,0.0006341286321315948,0.7122755871963214,0.09772079730516552,0.09708666867303392,-0.002526974932474349,0.034442484535913025,0.8905609779000456,1.62664899073477e-25,0.9005192324840812,0.10006577421147754,2.893538953202616
GSE273378,GSM8427442_LM_SD_1216_14,epithelial,grade=NST;Lepidic=405;Acinar=217;STAS=0,1915,1252,313,313,179,-0.04749964379160274,0.03766938152445902,-0.0650040228317103,0.021436170982540425,-0.04692839376458299,0.09696436808386866,4.547473508864641e-13,0.6140635155452498,173.20508075688804,173.20508075688758,-0.021629499564662716,0.22355529593421353,0.12102343947391626,0.14265293903857898,-0.01499393710019574,0.5454155336651911,0.4196675694504379,4.2038924900691105e-22,1.4665181920872248,0.13748994189168384,1.69027363456323
GSE273378,GSM8427442_LM_SD_1216_14,lepidic,grade=NST;Lepidic=405;Acinar=217;STAS=0,1915,405,102,102,179,-0.04749964379160274,0.03766938152445902,-0.026200079345972037,0.5990779004227053,0.006141845388202137,0.9019317918191792,26.794919243111963,0.4805226878978094,200.0,173.20508075688804,-0.08882095728745656,0.2663768219983864,0.054401126013771874,0.14322208330122843,-0.07327676141583035,0.9876987361762408,0.3512939507862163,6.843707403623659e-06,1.4790224390039561,0.15003164180480053,1.8003484905365672
GSE273378,GSM8427442_LM_SD_1216_14,acinar,grade=NST;Lepidic=405;Acinar=217;STAS=0,1915,217,55,55,179,-0.04749964379160274,0.03766938152445902,-0.15848158639710772,0.019497623146231578,-0.12840541318014106,0.058968271057309285,0.0,0.0071852494743563835,132.28756555322977,132.28756555322977,-0.009805466914196564,0.7161295688555653,0.18954990204889174,0.1993553689630883,0.010388044232324839,0.914307561102752,0.5625967646504622,1.2911634750031785e-06,1.3108905404979028,0.2316496732511751,1.3965713773900035
GSE273378,GSM8427442_LM_SD_1216_14,nonSTAS_tumor,grade=NST;Lepidic=405;Acinar=217;STAS=0,1915,1252,313,313,179,-0.04749964379160274,0.03766938152445902,-0.0650040228317103,0.021436170982540425,-0.04692839376458299,0.09696436808386866,4.547473508864641e-13,0.6140635155452498,173.20508075688804,173.20508075688758,-0.021629499564662716,0.22355529593421353,0.12102343947391626,0.14265293903857898,-0.01499393710019574,0.5454155336651911,0.4196675694504379,4.2038924900691105e-22,1.4665181920872248,0.13748994189168384,1.69027363456323
GSE273378,GSM8427442_LM_SD_1216_14,papillary,grade=NST;Lepidic=405;Acinar=217;STAS=0,1915,630,158,158,179,-0.04749964379160274,0.03766938152445902,-0.009205549377762993,0.8176228674127474,-0.02075841809528549,0.6030263156516268,-64.57513110645925,0.005186974048555425,200.0,264.57513110645925,0.1160200455012136,0.39330713985976207,0.1160200455012136,0.0,0.11612424570443723,0.030494218365886543,0.39864806057084046,6.341434981152941e-11,1.512084827632632,0.09699462416180786,1.7206753379559105
GSE273378,GSM8427443_LM_SD_15,epithelial,grade=NST;Lepidic=771;Acinar=0;STAS=35,1744,1284,321,321,67,-0.003448939949615307,0.885556439958599,-0.012714390557523292,0.6489878512183914,-0.009157891826613427,0.7430315018834134,-3.979039320256561e-13,0.2984248422620629,399.9999999999998,400.00000000000017,0.0,0.7901519950549792,0.0,0.0,0.00013368509878264323,6.329993576060062e-05,0.2214126544595163,8.489586816771801e-11,1.4112403338428494,0.046777883109006664,2.6682406280788795
GSE273378,GSM8427443_LM_SD_15,lepidic,grade=NST;Lepidic=771;Acinar=0;STAS=35,1744,771,193,193,67,-0.003448939949615307,0.885556439958599,-0.04157267292525552,0.24892299776289425,-0.03501603225555756,0.3315450579328589,-1.7053025658242404e-13,0.5157622653976741,400.0,400.00000000000017,0.0,0.10119137585697223,0.0,0.0,4.355344779421316e-05,0.5030553515924845,0.1501192554100319,9.300430936457673e-07,1.545539100554998,0.049930403334685944,2.8922619130544964
GSE273378,GSM8427443_LM_SD_15,STAS,grade=NST;Lepidic=771;Acinar=0;STAS=35,1744,35,9,9,67,-0.003448939949615307,0.885556439958599,-0.023669053416557544,0.8926424734827036,0.009049932188683767,0.9588500793814094,90.91537372320397,0.7236583854856268,746.6592261534037,655.7438524301997,0.0,0.3627182030640004,0.0,0.0,0.00010502022420694895,0.47992869214595724,0.8553368863664792,0.06368977513662868,1.507845354209425,0.03728034112392379,2.719221327798821
GSE273378,GSM8427443_LM_SD_15,nonSTAS_tumor,grade=NST;Lepidic=771;Acinar=0;STAS=35,1744,1249,313,313,67,-0.003448939949615307,0.885556439958599,-0.013527171675899438,0.6329281099685972,-0.009807730470482875,0.7291336652890336,-2.2737367544323206e-13,0.2804761493929693,399.9999999999998,400.0,0.0,0.9347206022843573,0.0,0.0,0.00013469206767976333,7.90758536395399e-05,0.21571888010187878,4.620566423921427e-10,1.4085332275875813,0.047044027199861664,2.6668120256047416
GSE273378,GSM8427443_LM_SD_15,micropapillary,grade=NST;Lepidic=771;Acinar=0;STAS=35,1744,478,190,120,67,-0.003448939949615307,0.885556439958599,-0.0019103123869204821,0.9667727312873552,0.015927065458598625,0.7283455785577291,-1.5686516701557593,0.3283505213416932,398.43134832984424,400.0,0.0,0.9271614541164894,0.0,0.0,0.00024172786610140995,0.0013648234913024432,0.3786149485053647,0.00013359452960237366,1.1875467672154507,0.04238838703260326,2.3031679602830666
GSE300676,GSM9066288_CRC_mPAP3_A,epithelial,mixed_lepidic_filigree_mPAP:mPAP3,4639,1856,464,464,63,-0.0343638767309064,0.019253236769823292,0.0025950316627038547,0.911043632346934,-0.0014591393305846293,0.9499103733837303,-71.87605103384112,0.025949617223248067,746.6592261534039,818.535277187245,0.0,0.6686608881399946,0.0,0.0,0.00040579068121608663,0.1608994308690801,0.04105829779926706,0.07657119167549449,1.7121930535094712,0.01250529621341588,2.972665489162834
GSE300676,GSM9066288_CRC_mPAP3_A,lepidic_like,mixed_lepidic_filigree_mPAP:mPAP3,4639,747,187,187,63,-0.0343638767309064,0.019253236769823292,0.012038654006710578,0.7425389637260367,0.01070164155352207,0.7702802569279126,-71.87605103384101,0.53469025119556,746.659226153404,818.535277187245,0.0,0.16095598296097757,0.0,0.0,0.0002839837328178704,0.6980870725490765,0.03872442894439754,0.35569266281990664,1.6601232284112415,0.014468855154087823,2.976275637025846
GSE300676,GSM9066288_CRC_mPAP3_A,acinar_like,mixed_lepidic_filigree_mPAP:mPAP3,4639,645,162,162,63,-0.0343638767309064,0.019253236769823292,-0.030782493807371625,0.43512786394375974,-0.03140084093826986,0.4259553769228027,-60.640645656390916,0.41037425610641476,692.8203230275508,753.4609686839417,0.0,0.4310685308569099,0.0,0.0,0.0009062755582041407,0.14279296568855496,0.08190678084622105,0.02894266124852961,1.764192151113256,0.008373606497275107,2.969594056290415
GSE300676,GSM9066289_CRC_mPAP3_B,epithelial,mixed_lepidic_filigree_mPAP:mPAP3,3980,1592,398,398,328,-0.014280193127159833,0.36776863212770033,0.02465491235497001,0.32555592721491916,0.05343496785086708,0.033015312330709354,132.28756555322974,1.3416676295660306e-16,396.8626966596887,264.57513110645897,0.0,0.7347912442374065,0.0,0.0,0.005958343340169273,0.007681773862259198,0.239816884491864,2.1998472921805666e-14,1.6481923854254719,0.056432400242665555,2.0720574338040416
GSE300676,GSM9066289_CRC_mPAP3_B,lepidic_like,mixed_lepidic_filigree_mPAP:mPAP3,3980,443,111,111,328,-0.014280193127159833,0.36776863212770033,-0.0449202887102085,0.34554401374442667,-0.040143174051052825,0.3993018887395429,2.8421709430404007e-13,0.07085057366926444,264.57513110645925,264.57513110645897,0.05491113084660952,0.8412098548257652,0.05491113084660952,0.0,0.03753752502595338,0.9441856924702076,0.05402744560051542,0.18003742531895706,1.6161001309423488,0.08098029189243125,1.8398261861596528
GSE300676,GSM9066289_CRC_mPAP3_B,acinar_like,mixed_lepidic_filigree_mPAP:mPAP3,3980,1020,255,255,328,-0.014280193127159833,0.36776863212770033,0.07948791050232064,0.01109962527407089,0.10303650684313065,0.0009826011226142508,241.22702412916226,8.470254348408027e-18,519.6152422706627,278.3882181415005,0.0,0.5321292344063078,0.0,0.0,0.005621177170638592,0.00020193005897065528,0.23598984254083044,1.5504129255687702e-12,1.6568910469918616,0.043703181018250395,2.1914902099429288
GSE300676,GSM9066290_CRC_mPAP4_A,epithelial,mixed_lepidic_filigree_mPAP:mPAP4,3878,1551,388,388,553,0.010191281811546977,0.5257809360859131,0.04787265592579949,0.059441052406736,0.034209174136917486,0.1781223583354588,26.794919243112417,0.030959666159443504,200.0,173.20508075688758,0.007727619444653999,0.5873397051886323,0.142899830363582,0.135172210918928,0.00548956674230186,0.17308139040792003,0.52389998737674,1.9806878142409173e-63,2.29455477665826,0.15049691702538534,2.7229692229569515
GSE300676,GSM9066290_CRC_mPAP4_A,lepidic_like,mixed_lepidic_filigree_mPAP:mPAP4,3878,529,133,133,553,0.010191281811546977,0.5257809360859131,0.021906658514634948,0.6151600196124254,0.014879450089315833,0.7327748444936515,1.4210854715202004e-13,0.6045330766614347,173.20508075688772,173.20508075688758,0.11201795725279415,0.452770744997251,0.11201795725279415,0.0,0.10906319127830891,0.45375388426332675,0.2471220719665168,1.771116268516842e-07,2.0649207115659407,0.12798225480882203,2.487523160741306
GSE300676,GSM9066290_CRC_mPAP4_A,acinar_like,mixed_lepidic_filigree_mPAP:mPAP4,3878,817,205,205,553,0.010191281811546977,0.5257809360859131,0.00018645042092955486,0.9957543228235688,0.00607211945328294,0.8624183420646843,67.71243444677023,0.0005136938444729067,200.0,132.28756555322977,-0.05686620968381159,0.01419765317989921,0.1377031273680941,0.19456933705190568,-0.05819514508491258,0.0013828116185850964,0.37578598159266496,5.179983213768176e-27,2.4680025108690367,0.15856256496146687,2.8890481294875903
GSE300676,GSM9066291_CRC_mPAP4_B,epithelial,mixed_lepidic_filigree_mPAP:mPAP4,3507,1403,351,351,496,-0.014102205792870753,0.4037878534165882,0.0015322729877541828,0.9542722241865389,0.0026379834090785982,0.9213589211665631,0.0,0.3482471852146857,173.20508075688758,173.20508075688758,-0.04010170559737378,0.01691824732677917,0.12588661549176206,0.16598832108913583,-0.04040489792425683,0.003987329173549568,0.07844453281052788,0.0054739900147517525,1.8654089426788876,0.157299224913013,2.3152740458546868
GSE300676,GSM9066291_CRC_mPAP4_B,lepidic_like,mixed_lepidic_filigree_mPAP:mPAP4,3507,726,182,182,496,-0.014102205792870753,0.4037878534165882,0.006888843769094056,0.8529952810302782,0.00990893015496399,0.7898260251709297,-2.2737367544323206e-13,0.4836806794766596,173.20508075688758,173.2050807568878,-0.011036276765465064,0.27763155823275787,0.1211812705556907,0.13221754732115576,-0.011996038316899917,0.10948945981408638,0.09918677153923872,0.01829255139707054,1.8650583845791913,0.16032081293824835,2.311844597030937
GSE300676,GSM9066291_CRC_mPAP4_B,acinar_like,mixed_lepidic_filigree_mPAP:mPAP4,3507,383,96,96,496,-0.014102205792870753,0.4037878534165882,0.004449982736549724,0.9308275851023043,0.00548542266462829,0.9147875910794196,40.917515203657814,0.13556103984343773,173.20508075688758,132.28756555322977,-0.07950403049112822,0.03983275203505089,0.12175558352787932,0.20125961401900755,-0.07812439540643512,0.014888779496321261,0.12189248300099376,0.024905540152380667,1.8575245685098696,0.15598138164935757,2.34068276554147
GSE300676,GSM9066292_CRC_mPAP1_A,epithelial,mixed_lepidic_filigree_mPAP:mPAP1,4524,1810,453,453,642,0.020863596530308923,0.16059753036067445,0.07374829860612402,0.0016914223300879727,0.05711311911682499,0.015093363942273418,64.57513110645897,0.07053700973175056,264.57513110645897,200.0,0.025154110991323295,0.01019170517399923,0.09588171228981548,0.07072760129849219,0.02681804809313204,0.0004176691106346576,0.20063000521473207,6.836025193457996e-30,1.7657959894775976,0.0842204867341876,2.140513840206796
GSE300676,GSM9066292_CRC_mPAP1_A,lepidic_like,mixed_lepidic_filigree_mPAP:mPAP1,4524,1019,255,255,642,0.020863596530308923,0.16059753036067445,0.07243671927726755,0.020749635505892906,0.07599117771335595,0.01525343547989815,0.0,0.34222883022269235,264.57513110645897,264.57513110645897,0.019709952630228816,0.226915329645199,0.08112522376129871,0.0614152711310699,0.020901700684771596,0.09024922761600936,0.13590151056220812,1.000810122152415e-09,1.722001560296424,0.08140883144847097,2.065199178236977
GSE300676,GSM9066292_CRC_mPAP1_A,acinar_like,mixed_lepidic_filigree_mPAP:mPAP1,4524,459,115,115,642,0.020863596530308923,0.16059753036067445,0.06053280811352375,0.19548473672068423,0.042395590475247144,0.3648162195674629,67.71243444677023,0.020011830906721883,200.0,132.28756555322977,0.036812445062082755,0.0996474352450519,0.13215971342136967,0.09534726835928692,0.03817551171244182,0.02499014768909901,0.23171936148670946,9.641456884685923e-08,1.855943192788463,0.09589279394549333,2.3159548473389995
GSE300676,GSM9066293_CRC_mPAP1_B,epithelial,mixed_lepidic_filigree_mPAP:mPAP1,4463,1785,447,447,711,0.004595692406798339,0.7588935980387379,-0.01716025411766757,0.46872598283348493,-0.039942800010696694,0.09159472835923241,91.37005034957139,6.5778147851340125e-09,264.57513110645897,173.20508075688758,-0.012443754221219627,0.5691971063838922,0.1737188800079176,0.18616263422913723,-0.012052599903688899,0.888138341372464,0.39751849048820165,1.1279013766455567e-42,1.3601058952068685,0.20774253138856877,2.081100675113307
GSE300676,GSM9066293_CRC_mPAP1_B,lepidic_like,mixed_lepidic_filigree_mPAP:mPAP1,4463,832,208,208,711,0.004595692406798339,0.7588935980387379,-0.03609072124164522,0.29843784105309096,-0.06443165486378812,0.06322165544553422,78.38821814150128,2.9832045655997116e-06,278.3882181415013,200.0,-0.02581560604574526,0.32028664424716446,0.10211923162031003,0.1279348376660553,-0.022955784007346852,0.6581674209911363,0.2811169168743297,3.7414655244225154e-14,1.3289685499379913,0.18274463636921487,2.0331498143031954
GSE300676,GSM9066293_CRC_mPAP1_B,acinar_like,mixed_lepidic_filigree_mPAP:mPAP1,4463,593,149,149,711,0.004595692406798339,0.7588935980387379,-0.039698045282983416,0.3345191253566573,-0.061499541660237814,0.13468806630245594,67.71243444677043,2.9964859771302096e-07,200.0,132.28756555322957,-0.07125598081261963,0.07868368879719616,0.2041398789862805,0.27539585979890013,-0.06195799423037843,0.20435860022796193,0.49905670304325356,2.7291685321765603e-22,1.42956799690945,0.23307898660951534,2.1693724033352892
GSE300676,GSM9066294_CRC_mPAP2_A,epithelial,mixed_lepidic_filigree_mPAP:mPAP2,4728,1891,475,473,71,-0.0427400955346875,0.0032885431944441107,-0.059529461164240134,0.009618221560030026,-0.048324663985446416,0.035617572051751575,229.0352459920839,3.278143793506425e-09,785.8116822750862,556.7764362830023,0.0,0.16826773805311823,0.0,0.0,0.004121054402062757,3.430579598445713e-09,0.30287290375290254,8.210726651657846e-17,1.982556657369082,0.027540113544782797,2.7509233674023656
GSE300676,GSM9066294_CRC_mPAP2_A,lepidic_like,mixed_lepidic_filigree_mPAP:mPAP2,4728,541,136,136,71,-0.0427400955346875,0.0032885431944441107,0.007574508683808455,0.8604718114703594,0.017168742506135787,0.6903055289116443,-13.813087035041576,0.9588079302183051,529.1502622129183,542.9633492479599,0.0,0.40320752613847877,0.0,0.0,0.001321825049247008,0.3434805188447603,0.0689610743095983,0.111799628626198,1.8093916037116522,0.05094204617398219,2.5810502547407643
GSE300676,GSM9066294_CRC_mPAP2_A,acinar_like,mixed_lepidic_filigree_mPAP:mPAP2,4728,981,246,246,71,-0.0427400955346875,0.0032885431944441107,-0.06786288815076608,0.033564213722473174,-0.06541736440998976,0.04050963700762166,226.09522926463126,1.2481494087367783e-06,850.595029104471,624.4997998398397,0.0,0.39433972615561697,0.0,0.0,0.0043957857176868675,5.791510454418028e-09,0.32573726598762853,1.1331396969417053e-12,2.0963207647962476,0.015792028336728926,2.8542884047954464
GSE300676,GSM9066295_CRC_mPAP2_B,epithelial,mixed_lepidic_filigree_mPAP:mPAP2,3897,1559,390,390,243,-0.05200738821691313,0.0011631435520982434,-0.025484611289495897,0.31461040791502015,-0.026117398404123023,0.3027413115899202,97.99955935200404,0.00040156119358460715,444.4097208657792,346.41016151377517,0.0,0.119553191815719,0.0,0.0,0.00035405478788656797,0.845151004108957,0.07596794795157136,0.0053001855085852406,1.5285378532507117,0.06227026974369099,1.9915572194466034
GSE300676,GSM9066295_CRC_mPAP2_B,lepidic_like,mixed_lepidic_filigree_mPAP:mPAP2,3897,607,152,152,243,-0.05200738821691313,0.0011631435520982434,0.03130574350312575,0.44136510789500655,0.029775995871145492,0.46401449584703097,118.47447851818697,0.13791738999363853,396.86269665968825,278.3882181415013,0.0,0.1361583755464823,0.0,0.0,-0.002575534236253868,0.6653096357913644,0.048055459770720566,0.1550977811674348,1.4856840160676716,0.0694547043266083,1.9715696545341326
GSE300676,GSM9066295_CRC_mPAP2_B,acinar_like,mixed_lepidic_filigree_mPAP:mPAP2,3897,548,137,137,243,-0.05200738821691313,0.0011631435520982434,-0.09285997759771089,0.02974039138055653,-0.08763390965251668,0.0402942632685808,107.4445782546112,0.023343090745711705,507.444578254611,399.9999999999998,0.0,0.9255657870388854,0.0,0.0,0.0008164509693974753,0.38603482519435195,0.09228357875028292,0.043588088738523996,1.577514896361814,0.05747384134344353,2.0210662533234487
GSE189487,GSM5702473_TD1,epithelial,IAC,4094,1638,410,410,271,0.0016260009374941542,0.9171638337151821,-0.01277317591064512,0.6054458038308854,-0.02043411321708439,0.40853825070906513,5.684341886080801e-13,0.0002312729032267195,264.57513110645954,264.57513110645897,0.0,0.16480037314971407,0.0,0.0,-8.755249517355956e-05,0.014600513234070227,0.13229280853963843,5.2807388378131445e-08,1.5477496861268834,0.09085777504101522,2.0385452624117715
GSE189487,GSM5702473_TD1,lepidic_like,IAC,4094,262,66,66,271,0.0016260009374941542,0.9171638337151821,0.035840405969578756,0.5635751546902974,0.03108757939675494,0.6164334128708426,64.57513110645897,0.6983214173682687,264.57513110645897,200.0,0.0,0.1498322632128422,0.0,0.0,-0.00020044328635926423,0.1409409448603619,0.11260557212926248,0.18918095306627014,1.2774963364822067,0.09374219329505301,1.9541784328533538
GSE189487,GSM5702473_TD1,acinar_like,IAC,4094,1115,279,279,271,0.0016260009374941542,0.9171638337151821,-0.00017211200230576965,0.9954196478588552,-0.010029500940604095,0.7379766304984113,13.813087035041917,0.013440137751993576,278.3882181415009,264.57513110645897,0.0,0.39182119641044666,0.0,0.0,-4.164924185152963e-05,0.1425913126382564,0.1107092327119199,0.0006627918593136964,1.6352304737522794,0.08973865657736932,2.066691702971886
GSE189487,GSM5702474_TD2,epithelial,IAC,4414,1766,442,442,164,-0.010292522070278897,0.49420352667869993,0.020527733896977703,0.3886140684779812,0.016834441797836316,0.4795686810841071,34.16026159385558,0.44500166151638276,346.4101615137756,312.24989991992004,0.0,0.21259541616659505,0.0,0.0,-0.00045229800217044813,0.00023651866507820173,0.19690737333788677,1.1440381622036788e-11,1.9460127409245132,0.05713493274906288,2.7209933573428597
GSE189487,GSM5702474_TD2,lepidic_like,IAC,4414,440,110,110,164,-0.010292522070278897,0.49420352667869993,0.04178695483678994,0.3818900388691807,0.03707250607274658,0.4379296647508362,33.861681778418756,0.4548564015681623,312.24989991991987,278.3882181415011,0.0,0.33982784020507073,0.0,0.0,-0.00012759254978692014,0.7100611821987879,0.022624533954454407,0.9434252989454467,1.8218277855070313,0.05030584444622782,2.575191102853696
GSE189487,GSM5702474_TD2,acinar_like,IAC,4414,955,239,239,164,-0.010292522070278897,0.49420352667869993,0.0030062751970742463,0.9260770045864507,-0.00031303880543244396,0.9922916040280026,-50.452535145912975,0.9825566880252017,346.41016151377517,396.86269665968814,0.0,0.4477232397747246,0.0,0.0,-0.000629950156519607,0.005740207481730205,0.22035551554953514,4.487021917216421e-07,2.038055420742165,0.05873098632889579,2.8106831914651544
GSE189487,GSM5702475_TD3,epithelial,MIA,1139,456,141,114,55,-0.03581924129523019,0.2270755340300568,-0.012821507763630984,0.7848130654364822,-0.02053377245792063,0.6618763879435784,-53.58983848622415,0.9863636078609812,346.4101615137756,399.9999999999998,0.0,0.503691127837022,0.0,0.0,-2.080617309846433e-05,0.6190012682508306,0.040220324716642164,0.8261061049322126,0.8871805935140988,0.06863766102811489,1.307311224599938
GSE189487,GSM5702475_TD3,lepidic_like,MIA,1139,272,68,68,55,-0.03581924129523019,0.2270755340300568,-0.03486489297561915,0.5669612424225989,-0.054690689460182074,0.3689186782133718,-21.0822505173453,0.6600218241772626,396.8626966596884,417.9449471770337,0.0,0.31881098310215317,0.0,0.0,-0.00012830389829955602,0.29101500823167936,0.06188114713898085,0.4473676632998016,0.9465633600394243,0.06102078726960681,1.3644672579732462
GSE189487,GSM5702475_TD3,acinar_like,MIA,1139,94,42,24,55,-0.03581924129523019,0.2270755340300568,0.08278875064030887,0.427608761468056,0.06238957227197599,0.5502547965989651,0.0,0.748637180518452,312.24989991991987,312.24989991991987,0.0,0.7030661582523812,0.0,0.0,-1.2127036729925322e-05,0.9840382944550842,0.04999240792168225,0.7637110716157466,0.7358605281492308,0.05670661262522751,1.266638746473155
GSE189487,GSM5702476_TD5,epithelial,AIS,1700,680,170,170,157,-0.09662460195939482,6.597759756260963e-05,-0.0349271085745366,0.36314462787858975,-0.047364683804919094,0.21737441788319625,84.61279673976827,0.05074632189334537,396.86269665968814,312.24989991991987,0.0,0.4996254416655459,0.0,0.0,0.002181895421788163,0.3279580485701674,0.21629617979991878,7.87542810745883e-06,1.505759292398694,0.10637179587648128,1.8738152647484292
GSE189487,GSM5702476_TD5,lepidic_like,AIS,1700,445,112,112,157,-0.09662460195939482,6.597759756260963e-05,-0.026208571235565692,0.5813525621612118,-0.02051738091256904,0.6660011051721708,50.45253514591286,0.17763848779301317,396.86269665968814,346.4101615137753,0.0,0.612949609033141,0.0,0.0,0.005953607903594699,0.532795401828428,0.11665873323495246,0.015620911591805203,1.5255961183373778,0.09496014854143411,1.850139857689285
GSE189487,GSM5702476_TD5,acinar_like,AIS,1700,136,34,34,157,-0.09662460195939482,6.597759756260963e-05,-0.08295111584220302,0.3370075360824624,-0.09891489906345781,0.25191899930735323,13.813087035041349,0.9022619397263683,278.3882181415007,264.57513110645937,0.0,0.16303020085493491,0.0,0.0,-0.021656915154707357,1.0,0.4992121387376085,6.539750352334404e-05,1.422485307123821,0.14899079004087198,1.897489779103655
GSE189487,GSM5702477_TD6,epithelial,MIA,3911,1565,392,392,98,-0.025104417444498907,0.1164790362393973,-0.00801036594488494,0.7515148047022209,-0.00731914381747911,0.7723376987743791,0.0,0.8365400599580866,400.0,400.0,0.0,0.9688124205475107,0.0,0.0,-8.162074850960599e-05,0.2511903559854417,0.07328934332072379,0.07132878213900325,1.068271721661904,0.03269408951199113,1.5326731895883303
GSE189487,GSM5702477_TD6,lepidic_like,MIA,3911,693,174,174,98,-0.025104417444498907,0.1164790362393973,0.00858719375553605,0.8214712930502774,0.008619343784387765,0.8208141967729125,-3.137303340311746,0.25691174084257773,396.8626966596884,400.00000000000017,0.0,0.4192106752085756,0.0,0.0,-9.541462943116891e-05,0.344522123410658,0.03340581215798788,0.7719140757570803,1.0705051472659153,0.025816995396174807,1.4878066222274826
