assay	mouse	dataset	genotype	gate	tac_rule	min_high	min_low	set	n_genes	n_high	n_low	mean_high	mean_low	delta	p_greater	up	up_sig
scRNA	GSE180963_KL	GSE180963	KL	locked	count_gt0	20	20	CLDN4_TJ_EDGE	11	110	64	0.5207008888812148	0.36068395745971216	0.16001693142150264	4.584242769072223e-07	True	True
scRNA	GSE180963_KL	GSE180963	KL	locked	count_gt0	20	20	TJ_CLAUDIN4	3	110	64	1.2501424612035075	0.7792392442876159	0.47090321691589154	5.243841893211377e-08	True	True
scRNA	GSE165641_KL1	GSE165641	KL	locked	count_gt0	20	20	TJ_TISMO	7	169	38	1.1363194677268458	0.4655026849876047	0.6708167827392411	7.61451880188914e-12	True	True
scRNA	GSE165641_KL1	GSE165641	KL	locked	count_gt0	20	20	TJ_EPITHELIAL	18	169	38	0.6080649861375497	0.23194047858240627	0.3761245075551434	1.4485550863228433e-12	True	True
scRNA	GSE165641_KL1	GSE165641	KL	locked	count_gt0	20	20	CLDN4_TJ_EDGE	11	169	38	0.7180093438136123	0.2695643855457512	0.44844495826786107	6.400971505814156e-12	True	True
scRNA	GSE165641_KL1	GSE165641	KL	locked	count_gt0	20	20	TJ_CLAUDIN4	4	169	38	1.2924939527429886	0.49862378186953416	0.7938701708734545	2.627690261982308e-10	True	True
scRNA	GSE165641_KL2	GSE165641	KL	locked	count_gt0	20	20	TJ_TISMO	7	125	35	1.033141599128724	0.7635609526756079	0.2695806464531162	0.00038420910611898783	True	True
scRNA	GSE165641_KL2	GSE165641	KL	locked	count_gt0	20	20	TJ_EPITHELIAL	18	125	35	0.5855564744760439	0.4288319236459459	0.15672455083009795	0.00015461169614836232	True	True
scRNA	GSE165641_KL2	GSE165641	KL	locked	count_gt0	20	20	CLDN4_TJ_EDGE	11	125	35	0.6620044064963146	0.46516969406505015	0.1968347124312645	0.00011961820836046224	True	True
scRNA	GSE165641_KL2	GSE165641	KL	locked	count_gt0	20	20	TJ_CLAUDIN4	4	125	35	1.125848584668604	0.8363037021943086	0.28954488247429533	0.0002882907281035851	True	True
scRNA	GSE154977_KP_30w_Cis72_m5	GSE154977	KP	locked	count_gt0	30	30	TJ_TISMO	7	716	1341	0.8312744917648983	0.6820596781549226	0.14921481360997568	5.2206798905657424e-30	True	True
scRNA	GSE154977_KP_30w_Cis72_m5	GSE154977	KP	locked	count_gt0	30	30	TJ_EPITHELIAL	18	716	1341	0.47944543701381903	0.3907098424573785	0.08873559455644053	1.5458899835968212e-37	True	True
scRNA	GSE154977_KP_30w_Cis72_m5	GSE154977	KP	locked	count_gt0	30	30	CLDN4_TJ_EDGE	11	716	1341	0.5190540748785162	0.42203597726027836	0.09701809761823782	3.684534984164743e-32	True	True
scRNA	GSE154977_KP_30w_Cis72_m5	GSE154977	KP	locked	count_gt0	30	30	TJ_CLAUDIN4	4	716	1341	0.9905410404280848	0.8194072842491196	0.1711337561789652	1.8637092249240015e-23	True	True
scRNA	GSE154977_KP_30w_Cis72_m6	GSE154977	KP	locked	count_gt0	30	30	TJ_TISMO	7	363	632	0.9397004512034818	0.7855585815129731	0.1541418696905087	4.798244480740596e-12	True	True
scRNA	GSE154977_KP_30w_Cis72_m6	GSE154977	KP	locked	count_gt0	30	30	TJ_EPITHELIAL	18	363	632	0.5349682393692229	0.4459045745110431	0.08906366485817979	2.206246711623873e-15	True	True
scRNA	GSE154977_KP_30w_Cis72_m6	GSE154977	KP	locked	count_gt0	30	30	CLDN4_TJ_EDGE	11	363	632	0.5746983576235513	0.48794807699792353	0.08675028062562773	7.418516435022949e-11	True	True
scRNA	GSE154977_KP_30w_Cis72_m6	GSE154977	KP	locked	count_gt0	30	30	TJ_CLAUDIN4	4	363	632	1.0963495041143614	0.9547042191951323	0.14164528491922912	5.424584151471343e-07	True	True
scRNA	GSE154977_KP_30w_ND_m3	GSE154977	KP	locked	count_gt0	30	30	TJ_TISMO	7	334	3563	0.7975450424013353	0.6230330609324025	0.17451198146893276	1.4371763148678426e-28	True	True
scRNA	GSE154977_KP_30w_ND_m3	GSE154977	KP	locked	count_gt0	30	30	TJ_EPITHELIAL	18	334	3563	0.4847040725502845	0.3809472954367179	0.10375677711356662	1.3135441261074788e-34	True	True
scRNA	GSE154977_KP_30w_ND_m3	GSE154977	KP	locked	count_gt0	30	30	CLDN4_TJ_EDGE	11	334	3563	0.5161996192746462	0.4114764425785841	0.10472317669606207	1.230098733291913e-26	True	True
scRNA	GSE154977_KP_30w_ND_m3	GSE154977	KP	locked	count_gt0	30	30	TJ_CLAUDIN4	4	334	3563	0.9345384516446174	0.7615464049107109	0.17299204673390645	3.215760828554632e-18	True	True
scRNA	GSE154977_KP_30w_ND_m4	GSE154977	KP	locked	count_gt0	30	30	TJ_TISMO	7	1558	2422	0.7809435584717824	0.6868799005838805	0.09406365788790194	3.023167629734832e-23	True	True
scRNA	GSE154977_KP_30w_ND_m4	GSE154977	KP	locked	count_gt0	30	30	TJ_EPITHELIAL	18	1558	2422	0.467293571787741	0.4062145492819254	0.061079022505815594	1.6479448192795398e-36	True	True
scRNA	GSE154977_KP_30w_ND_m4	GSE154977	KP	locked	count_gt0	30	30	CLDN4_TJ_EDGE	11	1558	2422	0.4846537782879817	0.42195085923039455	0.06270291905758713	1.7108424358504978e-26	True	True
scRNA	GSE154977_KP_30w_ND_m4	GSE154977	KP	locked	count_gt0	30	30	TJ_CLAUDIN4	4	1558	2422	0.8782887640348784	0.7905995587543291	0.08768920528054935	3.380824036539209e-13	True	True
scRNA	GSE180963_KL	GSE180963	KL	locked	count_gt0	30	30	TJ_TISMO	6	110	64	0.9587715466455133	0.6457507469325132	0.3130207997130001	9.48837385734241e-09	True	True
scRNA	GSE180963_KL	GSE180963	KL	locked	count_gt0	30	30	TJ_EPITHELIAL	18	110	64	0.44321354098171595	0.31155649038271277	0.13165705059900318	6.160796249850221e-07	True	True
scRNA	GSE180963_KL	GSE180963	KL	locked	count_gt0	30	30	CLDN4_TJ_EDGE	11	110	64	0.5207008888812148	0.36068395745971216	0.16001693142150264	4.584242769072223e-07	True	True
scRNA	GSE180963_KL	GSE180963	KL	locked	count_gt0	30	30	TJ_CLAUDIN4	3	110	64	1.2501424612035075	0.7792392442876159	0.47090321691589154	5.243841893211377e-08	True	True
scRNA	GSE165641_KL1	GSE165641	KL	locked	count_gt0	30	30	TJ_TISMO	7	169	38	1.1363194677268458	0.4655026849876047	0.6708167827392411	7.61451880188914e-12	True	True
scRNA	GSE165641_KL1	GSE165641	KL	locked	count_gt0	30	30	TJ_EPITHELIAL	18	169	38	0.6080649861375497	0.23194047858240627	0.3761245075551434	1.4485550863228433e-12	True	True
scRNA	GSE165641_KL1	GSE165641	KL	locked	count_gt0	30	30	CLDN4_TJ_EDGE	11	169	38	0.7180093438136123	0.2695643855457512	0.44844495826786107	6.400971505814156e-12	True	True
scRNA	GSE165641_KL1	GSE165641	KL	locked	count_gt0	30	30	TJ_CLAUDIN4	4	169	38	1.2924939527429886	0.49862378186953416	0.7938701708734545	2.627690261982308e-10	True	True
scRNA	GSE165641_KL2	GSE165641	KL	locked	count_gt0	30	30	TJ_TISMO	7	125	35	1.033141599128724	0.7635609526756079	0.2695806464531162	0.00038420910611898783	True	True
scRNA	GSE165641_KL2	GSE165641	KL	locked	count_gt0	30	30	TJ_EPITHELIAL	18	125	35	0.5855564744760439	0.4288319236459459	0.15672455083009795	0.00015461169614836232	True	True
scRNA	GSE165641_KL2	GSE165641	KL	locked	count_gt0	30	30	CLDN4_TJ_EDGE	11	125	35	0.6620044064963146	0.46516969406505015	0.1968347124312645	0.00011961820836046224	True	True
scRNA	GSE165641_KL2	GSE165641	KL	locked	count_gt0	30	30	TJ_CLAUDIN4	4	125	35	1.125848584668604	0.8363037021943086	0.28954488247429533	0.0002882907281035851	True	True
scRNA	GSE154977_KP_30w_Cis72_m5	GSE154977	KP	locked	count_gt0	50	50	TJ_TISMO	7	716	1341	0.8312744917648983	0.6820596781549226	0.14921481360997568	5.2206798905657424e-30	True	True
scRNA	GSE154977_KP_30w_Cis72_m5	GSE154977	KP	locked	count_gt0	50	50	TJ_EPITHELIAL	18	716	1341	0.47944543701381903	0.3907098424573785	0.08873559455644053	1.5458899835968212e-37	True	True
scRNA	GSE154977_KP_30w_Cis72_m5	GSE154977	KP	locked	count_gt0	50	50	CLDN4_TJ_EDGE	11	716	1341	0.5190540748785162	0.42203597726027836	0.09701809761823782	3.684534984164743e-32	True	True
scRNA	GSE154977_KP_30w_Cis72_m5	GSE154977	KP	locked	count_gt0	50	50	TJ_CLAUDIN4	4	716	1341	0.9905410404280848	0.8194072842491196	0.1711337561789652	1.8637092249240015e-23	True	True
scRNA	GSE154977_KP_30w_Cis72_m6	GSE154977	KP	locked	count_gt0	50	50	TJ_TISMO	7	363	632	0.9397004512034818	0.7855585815129731	0.1541418696905087	4.798244480740596e-12	True	True
scRNA	GSE154977_KP_30w_Cis72_m6	GSE154977	KP	locked	count_gt0	50	50	TJ_EPITHELIAL	18	363	632	0.5349682393692229	0.4459045745110431	0.08906366485817979	2.206246711623873e-15	True	True
scRNA	GSE154977_KP_30w_Cis72_m6	GSE154977	KP	locked	count_gt0	50	50	CLDN4_TJ_EDGE	11	363	632	0.5746983576235513	0.48794807699792353	0.08675028062562773	7.418516435022949e-11	True	True
scRNA	GSE154977_KP_30w_Cis72_m6	GSE154977	KP	locked	count_gt0	50	50	TJ_CLAUDIN4	4	363	632	1.0963495041143614	0.9547042191951323	0.14164528491922912	5.424584151471343e-07	True	True
scRNA	GSE154977_KP_30w_ND_m3	GSE154977	KP	locked	count_gt0	50	50	TJ_TISMO	7	334	3563	0.7975450424013353	0.6230330609324025	0.17451198146893276	1.4371763148678426e-28	True	True
scRNA	GSE154977_KP_30w_ND_m3	GSE154977	KP	locked	count_gt0	50	50	TJ_EPITHELIAL	18	334	3563	0.4847040725502845	0.3809472954367179	0.10375677711356662	1.3135441261074788e-34	True	True
scRNA	GSE154977_KP_30w_ND_m3	GSE154977	KP	locked	count_gt0	50	50	CLDN4_TJ_EDGE	11	334	3563	0.5161996192746462	0.4114764425785841	0.10472317669606207	1.230098733291913e-26	True	True
scRNA	GSE154977_KP_30w_ND_m3	GSE154977	KP	locked	count_gt0	50	50	TJ_CLAUDIN4	4	334	3563	0.9345384516446174	0.7615464049107109	0.17299204673390645	3.215760828554632e-18	True	True
scRNA	GSE154977_KP_30w_ND_m4	GSE154977	KP	locked	count_gt0	50	50	TJ_TISMO	7	1558	2422	0.7809435584717824	0.6868799005838805	0.09406365788790194	3.023167629734832e-23	True	True
scRNA	GSE154977_KP_30w_ND_m4	GSE154977	KP	locked	count_gt0	50	50	TJ_EPITHELIAL	18	1558	2422	0.467293571787741	0.4062145492819254	0.061079022505815594	1.6479448192795398e-36	True	True
scRNA	GSE154977_KP_30w_ND_m4	GSE154977	KP	locked	count_gt0	50	50	CLDN4_TJ_EDGE	11	1558	2422	0.4846537782879817	0.42195085923039455	0.06270291905758713	1.7108424358504978e-26	True	True
scRNA	GSE154977_KP_30w_ND_m4	GSE154977	KP	locked	count_gt0	50	50	TJ_CLAUDIN4	4	1558	2422	0.8782887640348784	0.7905995587543291	0.08768920528054935	3.380824036539209e-13	True	True
scRNA	GSE180963_KL	GSE180963	KL	locked	count_gt0	50	50	TJ_TISMO	6	110	64	0.9587715466455133	0.6457507469325132	0.3130207997130001	9.48837385734241e-09	True	True
scRNA	GSE180963_KL	GSE180963	KL	locked	count_gt0	50	50	TJ_EPITHELIAL	18	110	64	0.44321354098171595	0.31155649038271277	0.13165705059900318	6.160796249850221e-07	True	True
scRNA	GSE180963_KL	GSE180963	KL	locked	count_gt0	50	50	CLDN4_TJ_EDGE	11	110	64	0.5207008888812148	0.36068395745971216	0.16001693142150264	4.584242769072223e-07	True	True
scRNA	GSE180963_KL	GSE180963	KL	locked	count_gt0	50	50	TJ_CLAUDIN4	3	110	64	1.2501424612035075	0.7792392442876159	0.47090321691589154	5.243841893211377e-08	True	True
scRNA	GSE154977_KP_30w_Cis72_m5	GSE154977	KP	locked	count_ge2	20	20	TJ_TISMO	7	436	1341	0.8771076897397829	0.6820596781549226	0.1950480115848603	1.3407032239843582e-35	True	True
scRNA	GSE154977_KP_30w_Cis72_m5	GSE154977	KP	locked	count_ge2	20	20	TJ_EPITHELIAL	18	436	1341	0.5049271315126045	0.3907098424573785	0.11421728905522599	4.4561185062977265e-44	True	True
scRNA	GSE154977_KP_30w_Cis72_m5	GSE154977	KP	locked	count_ge2	20	20	CLDN4_TJ_EDGE	11	436	1341	0.5501165627086543	0.42203597726027836	0.12808058544837592	4.1177664660455566e-39	True	True
scRNA	GSE154977_KP_30w_Cis72_m5	GSE154977	KP	locked	count_ge2	20	20	TJ_CLAUDIN4	4	436	1341	1.0384210055372551	0.8194072842491196	0.21901372128813557	1.3914351229586067e-26	True	True
scRNA	GSE154977_KP_30w_Cis72_m6	GSE154977	KP	locked	count_ge2	20	20	TJ_TISMO	7	233	632	0.9778984134100003	0.7855585815129731	0.1923398318970272	1.152004173345028e-13	True	True
scRNA	GSE154977_KP_30w_Cis72_m6	GSE154977	KP	locked	count_ge2	20	20	TJ_EPITHELIAL	18	233	632	0.5516950887626556	0.4459045745110431	0.10579051425161251	3.856171428741125e-16	True	True
scRNA	GSE154977_KP_30w_Cis72_m6	GSE154977	KP	locked	count_ge2	20	20	CLDN4_TJ_EDGE	11	233	632	0.5911937748271331	0.48794807699792353	0.10324569782920956	7.201058990963354e-11	True	True
scRNA	GSE154977_KP_30w_Cis72_m6	GSE154977	KP	locked	count_ge2	20	20	TJ_CLAUDIN4	4	233	632	1.1325648250610967	0.9547042191951323	0.17786060586596442	5.7236869703888845e-08	True	True
scRNA	GSE154977_KP_30w_ND_m3	GSE154977	KP	locked	count_ge2	20	20	TJ_TISMO	7	148	3563	0.8847581775916676	0.6230330609324025	0.2617251166592651	3.788825487968583e-27	True	True
scRNA	GSE154977_KP_30w_ND_m3	GSE154977	KP	locked	count_ge2	20	20	TJ_EPITHELIAL	18	148	3563	0.5385133705034869	0.3809472954367179	0.157566075066769	1.4926468054867562e-33	True	True
scRNA	GSE154977_KP_30w_ND_m3	GSE154977	KP	locked	count_ge2	20	20	CLDN4_TJ_EDGE	11	148	3563	0.5711126140595284	0.4114764425785841	0.15963617148094428	5.210838692842081e-25	True	True
scRNA	GSE154977_KP_30w_ND_m3	GSE154977	KP	locked	count_ge2	20	20	TJ_CLAUDIN4	4	148	3563	1.0162805816536005	0.7615464049107109	0.25473417674288956	3.504611015124331e-17	True	True
scRNA	GSE154977_KP_30w_ND_m4	GSE154977	KP	locked	count_ge2	20	20	TJ_TISMO	7	937	2422	0.8236277786636271	0.6868799005838805	0.13674787807974664	1.1931436435081842e-32	True	True
scRNA	GSE154977_KP_30w_ND_m4	GSE154977	KP	locked	count_ge2	20	20	TJ_EPITHELIAL	18	937	2422	0.49095164541837333	0.4062145492819254	0.08473709613644792	3.1721768513527165e-48	True	True
scRNA	GSE154977_KP_30w_ND_m4	GSE154977	KP	locked	count_ge2	20	20	CLDN4_TJ_EDGE	11	937	2422	0.5110151730048608	0.42195085923039455	0.08906431377446622	1.7889615772381118e-35	True	True
scRNA	GSE154977_KP_30w_ND_m4	GSE154977	KP	locked	count_ge2	20	20	TJ_CLAUDIN4	4	937	2422	0.9279951375192395	0.7905995587543291	0.13739557876491038	6.3872136254514875e-21	True	True
scRNA	GSE180963_KL	GSE180963	KL	locked	count_ge2	20	20	TJ_TISMO	6	80	64	0.9795090447274651	0.6457507469325132	0.3337582977949519	1.1307060628244578e-08	True	True
scRNA	GSE180963_KL	GSE180963	KL	locked	count_ge2	20	20	TJ_EPITHELIAL	18	80	64	0.4528513915524412	0.31155649038271277	0.14129490116972843	5.213831010275548e-07	True	True
scRNA	GSE180963_KL	GSE180963	KL	locked	count_ge2	20	20	CLDN4_TJ_EDGE	11	80	64	0.5358078359340024	0.36068395745971216	0.17512387847429023	2.418467885980032e-07	True	True
scRNA	GSE180963_KL	GSE180963	KL	locked	count_ge2	20	20	TJ_CLAUDIN4	3	80	64	1.2893069423175003	0.7792392442876159	0.5100676980298844	3.492930763463296e-08	True	True
scRNA	GSE165641_KL1	GSE165641	KL	locked	count_ge2	20	20	TJ_TISMO	7	150	38	1.176535272491834	0.4655026849876047	0.7110325875042294	2.244897059518399e-12	True	True
scRNA	GSE165641_KL1	GSE165641	KL	locked	count_ge2	20	20	TJ_EPITHELIAL	18	150	38	0.6341093837121219	0.23194047858240627	0.4021689051297156	1.6943024403272876e-13	True	True
scRNA	GSE165641_KL1	GSE165641	KL	locked	count_ge2	20	20	CLDN4_TJ_EDGE	11	150	38	0.7444313459304607	0.2695643855457512	0.4748669603847095	1.0660330570840489e-12	True	True
scRNA	GSE165641_KL1	GSE165641	KL	locked	count_ge2	20	20	TJ_CLAUDIN4	4	150	38	1.3328218864463994	0.49862378186953416	0.8341981045768653	1.1905890020567573e-10	True	True
scRNA	GSE165641_KL2	GSE165641	KL	locked	count_ge2	20	20	TJ_TISMO	7	99	35	1.0746222602152518	0.7635609526756079	0.3110613075396439	6.981564797439237e-05	True	True
scRNA	GSE165641_KL2	GSE165641	KL	locked	count_ge2	20	20	TJ_EPITHELIAL	18	99	35	0.6089732553634143	0.4288319236459459	0.18014133171746838	3.504826469905324e-05	True	True
scRNA	GSE165641_KL2	GSE165641	KL	locked	count_ge2	20	20	CLDN4_TJ_EDGE	11	99	35	0.6881756528987837	0.46516969406505015	0.22300595883373353	2.8903028316760382e-05	True	True
scRNA	GSE165641_KL2	GSE165641	KL	locked	count_ge2	20	20	TJ_CLAUDIN4	4	99	35	1.1752465049940288	0.8363037021943086	0.3389428027997202	5.1199099712696076e-05	True	True
scRNA	GSE154977_KP_30w_Cis72_m5	GSE154977	KP	locked	count_ge2	30	30	TJ_TISMO	7	436	1341	0.8771076897397829	0.6820596781549226	0.1950480115848603	1.3407032239843582e-35	True	True
scRNA	GSE154977_KP_30w_Cis72_m5	GSE154977	KP	locked	count_ge2	30	30	TJ_EPITHELIAL	18	436	1341	0.5049271315126045	0.3907098424573785	0.11421728905522599	4.4561185062977265e-44	True	True
scRNA	GSE154977_KP_30w_Cis72_m5	GSE154977	KP	locked	count_ge2	30	30	CLDN4_TJ_EDGE	11	436	1341	0.5501165627086543	0.42203597726027836	0.12808058544837592	4.1177664660455566e-39	True	True
scRNA	GSE154977_KP_30w_Cis72_m5	GSE154977	KP	locked	count_ge2	30	30	TJ_CLAUDIN4	4	436	1341	1.0384210055372551	0.8194072842491196	0.21901372128813557	1.3914351229586067e-26	True	True
scRNA	GSE154977_KP_30w_Cis72_m6	GSE154977	KP	locked	count_ge2	30	30	TJ_TISMO	7	233	632	0.9778984134100003	0.7855585815129731	0.1923398318970272	1.152004173345028e-13	True	True
scRNA	GSE154977_KP_30w_Cis72_m6	GSE154977	KP	locked	count_ge2	30	30	TJ_EPITHELIAL	18	233	632	0.5516950887626556	0.4459045745110431	0.10579051425161251	3.856171428741125e-16	True	True
scRNA	GSE154977_KP_30w_Cis72_m6	GSE154977	KP	locked	count_ge2	30	30	CLDN4_TJ_EDGE	11	233	632	0.5911937748271331	0.48794807699792353	0.10324569782920956	7.201058990963354e-11	True	True
scRNA	GSE154977_KP_30w_Cis72_m6	GSE154977	KP	locked	count_ge2	30	30	TJ_CLAUDIN4	4	233	632	1.1325648250610967	0.9547042191951323	0.17786060586596442	5.7236869703888845e-08	True	True
scRNA	GSE154977_KP_30w_ND_m3	GSE154977	KP	locked	count_ge2	30	30	TJ_TISMO	7	148	3563	0.8847581775916676	0.6230330609324025	0.2617251166592651	3.788825487968583e-27	True	True
scRNA	GSE154977_KP_30w_ND_m3	GSE154977	KP	locked	count_ge2	30	30	TJ_EPITHELIAL	18	148	3563	0.5385133705034869	0.3809472954367179	0.157566075066769	1.4926468054867562e-33	True	True
scRNA	GSE154977_KP_30w_ND_m3	GSE154977	KP	locked	count_ge2	30	30	CLDN4_TJ_EDGE	11	148	3563	0.5711126140595284	0.4114764425785841	0.15963617148094428	5.210838692842081e-25	True	True
scRNA	GSE154977_KP_30w_ND_m3	GSE154977	KP	locked	count_ge2	30	30	TJ_CLAUDIN4	4	148	3563	1.0162805816536005	0.7615464049107109	0.25473417674288956	3.504611015124331e-17	True	True
scRNA	GSE154977_KP_30w_ND_m4	GSE154977	KP	locked	count_ge2	30	30	TJ_TISMO	7	937	2422	0.8236277786636271	0.6868799005838805	0.13674787807974664	1.1931436435081842e-32	True	True
scRNA	GSE154977_KP_30w_ND_m4	GSE154977	KP	locked	count_ge2	30	30	TJ_EPITHELIAL	18	937	2422	0.49095164541837333	0.4062145492819254	0.08473709613644792	3.1721768513527165e-48	True	True
scRNA	GSE154977_KP_30w_ND_m4	GSE154977	KP	locked	count_ge2	30	30	CLDN4_TJ_EDGE	11	937	2422	0.5110151730048608	0.42195085923039455	0.08906431377446622	1.7889615772381118e-35	True	True
scRNA	GSE154977_KP_30w_ND_m4	GSE154977	KP	locked	count_ge2	30	30	TJ_CLAUDIN4	4	937	2422	0.9279951375192395	0.7905995587543291	0.13739557876491038	6.3872136254514875e-21	True	True
scRNA	GSE180963_KL	GSE180963	KL	locked	count_ge2	30	30	TJ_TISMO	6	80	64	0.9795090447274651	0.6457507469325132	0.3337582977949519	1.1307060628244578e-08	True	True
scRNA	GSE180963_KL	GSE180963	KL	locked	count_ge2	30	30	TJ_EPITHELIAL	18	80	64	0.4528513915524412	0.31155649038271277	0.14129490116972843	5.213831010275548e-07	True	True
scRNA	GSE180963_KL	GSE180963	KL	locked	count_ge2	30	30	CLDN4_TJ_EDGE	11	80	64	0.5358078359340024	0.36068395745971216	0.17512387847429023	2.418467885980032e-07	True	True
scRNA	GSE180963_KL	GSE180963	KL	locked	count_ge2	30	30	TJ_CLAUDIN4	3	80	64	1.2893069423175003	0.7792392442876159	0.5100676980298844	3.492930763463296e-08	True	True
scRNA	GSE165641_KL1	GSE165641	KL	locked	count_ge2	30	30	TJ_TISMO	7	150	38	1.176535272491834	0.4655026849876047	0.7110325875042294	2.244897059518399e-12	True	True
scRNA	GSE165641_KL1	GSE165641	KL	locked	count_ge2	30	30	TJ_EPITHELIAL	18	150	38	0.6341093837121219	0.23194047858240627	0.4021689051297156	1.6943024403272876e-13	True	True
scRNA	GSE165641_KL1	GSE165641	KL	locked	count_ge2	30	30	CLDN4_TJ_EDGE	11	150	38	0.7444313459304607	0.2695643855457512	0.4748669603847095	1.0660330570840489e-12	True	True
scRNA	GSE165641_KL1	GSE165641	KL	locked	count_ge2	30	30	TJ_CLAUDIN4	4	150	38	1.3328218864463994	0.49862378186953416	0.8341981045768653	1.1905890020567573e-10	True	True
scRNA	GSE165641_KL2	GSE165641	KL	locked	count_ge2	30	30	TJ_TISMO	7	99	35	1.0746222602152518	0.7635609526756079	0.3110613075396439	6.981564797439237e-05	True	True
scRNA	GSE165641_KL2	GSE165641	KL	locked	count_ge2	30	30	TJ_EPITHELIAL	18	99	35	0.6089732553634143	0.4288319236459459	0.18014133171746838	3.504826469905324e-05	True	True
scRNA	GSE165641_KL2	GSE165641	KL	locked	count_ge2	30	30	CLDN4_TJ_EDGE	11	99	35	0.6881756528987837	0.46516969406505015	0.22300595883373353	2.8903028316760382e-05	True	True
scRNA	GSE165641_KL2	GSE165641	KL	locked	count_ge2	30	30	TJ_CLAUDIN4	4	99	35	1.1752465049940288	0.8363037021943086	0.3389428027997202	5.1199099712696076e-05	True	True
scRNA	GSE154977_KP_30w_Cis72_m5	GSE154977	KP	locked	count_ge2	50	50	TJ_TISMO	7	436	1341	0.8771076897397829	0.6820596781549226	0.1950480115848603	1.3407032239843582e-35	True	True
