dataset,comparison,gene,n_nkx_low,n_nkx_high,detected,mean_low,mean_high,log2fc_low_minus_high,cliffs_delta,p_value,fdr
GSE229541_H358_sg,NKX2-1 loss vs control,GRHL1,3,3,True,4.15522191822104,4.403648147222648,-0.24842622900160816,-1.0,0.1,0.14
GSE229541_H358_sg,NKX2-1 loss vs control,KLF4,3,3,True,6.537373647871977,6.554654020068074,-0.01728037219609657,-0.11111111111111116,1.0,1.0
GSE229541_H358_sg,NKX2-1 loss vs control,TFAP2A,3,3,True,4.503640451334067,4.6088485748791905,-0.10520812354512366,-0.5555555555555556,0.4,0.46666666666666673
GSE229541_H358_sg,NKX2-1 loss vs control,TACSTD2,3,3,True,9.123291983213333,9.444823403481688,-0.32153142026835546,-1.0,0.1,0.14
GSE229541_H358_sg,NKX2-1 loss vs control,CLDN4,3,3,True,8.779503310195011,9.010431208350127,-0.23092789815511594,-1.0,0.1,0.14
GSE229541_H358_sg,NKX2-1 loss vs control,NKX2-1,3,3,True,5.6508227753151665,6.701880712501669,-1.0510579371865028,-1.0,0.1,0.14
GSE229541_H2087_sg,NKX2-1 loss vs control,ELF3,3,3,True,8.56753171637275,8.435851454706112,0.13168026166663793,0.7777777777777777,0.2,0.23333333333333336
GSE229541_H2087_sg,NKX2-1 loss vs control,GRHL1,3,3,True,5.5408134022728746,5.4507037450724765,0.0901096572003981,0.33333333333333326,0.7,0.7
GSE229541_H2087_sg,NKX2-1 loss vs control,KLF4,3,3,True,5.906057285275129,5.766741501501481,0.1393157837736485,0.7777777777777777,0.2,0.23333333333333336
GSE229541_H2087_sg,NKX2-1 loss vs control,TFAP2A,3,3,True,3.165507833154747,2.4921832537684256,0.6733245793863212,1.0,0.1,0.23333333333333336
GSE229541_H2087_sg,NKX2-1 loss vs control,TACSTD2,3,3,True,7.963678681241569,7.4725332975392975,0.49114538370227123,1.0,0.1,0.23333333333333336
GSE229541_H2087_sg,NKX2-1 loss vs control,CLDN4,3,3,True,8.013060088898095,7.731033269949262,0.2820268189488333,0.7777777777777777,0.2,0.23333333333333336
GSE229541_H2087_sg,NKX2-1 loss vs control,NKX2-1,3,3,True,6.391996366239553,6.838937946271113,-0.4469415800315595,-1.0,0.1,0.23333333333333336
GSE229541_H441_sg,NKX2-1 loss vs control,ELF3,3,3,True,8.660020921945629,8.950329742233063,-0.290308820287434,-1.0,0.1,0.11666666666666668
GSE229541_H441_sg,NKX2-1 loss vs control,GRHL1,3,3,True,5.561080695219709,6.3639518744099455,-0.8028711791902365,-1.0,0.1,0.11666666666666668
GSE229541_H441_sg,NKX2-1 loss vs control,KLF4,3,3,True,5.464416220862536,5.196340728882657,0.26807549197987957,1.0,0.1,0.11666666666666668
GSE229541_H441_sg,NKX2-1 loss vs control,TFAP2A,3,3,True,3.317179116014421,3.211054949153517,0.10612416686090409,0.5555555555555556,0.4,0.4
GSE229541_H441_sg,NKX2-1 loss vs control,TACSTD2,3,3,True,9.464417405204692,9.11833395842622,0.34608344677847214,1.0,0.1,0.11666666666666668
GSE229541_H441_sg,NKX2-1 loss vs control,CLDN4,3,3,True,8.056026840729809,7.848122624072722,0.20790421665708614,1.0,0.1,0.11666666666666668
GSE229541_H441_sg,NKX2-1 loss vs control,NKX2-1,3,3,True,6.760856543998648,7.270865421114547,-0.510008877115899,-1.0,0.1,0.11666666666666668
GSE229541_H441_sh,NKX2-1 loss vs control,ELF3,4,2,True,8.359120534627952,8.770101416281946,-0.4109808816539946,-1.0,0.13333333333333333,0.23333333333333334
GSE229541_H441_sh,NKX2-1 loss vs control,GRHL1,4,2,True,5.115677176262257,5.826314213342152,-0.7106370370798949,-1.0,0.13333333333333333,0.23333333333333334
GSE229541_H441_sh,NKX2-1 loss vs control,KLF4,4,2,True,5.702352331100826,5.766136843313676,-0.06378451221284998,-0.5,0.5333333333333333,0.6222222222222222
GSE229541_H441_sh,NKX2-1 loss vs control,TFAP2A,4,2,True,3.6825799722830053,3.3679614047829296,0.31461856750007566,1.0,0.13333333333333333,0.23333333333333334
GSE229541_H441_sh,NKX2-1 loss vs control,TACSTD2,4,2,True,9.544854223968592,9.56624370670933,-0.021389482740737265,-0.25,0.8,0.8
GSE229541_H441_sh,NKX2-1 loss vs control,CLDN4,4,2,True,8.170189885633663,7.96555395127656,0.20463593435710337,0.75,0.26666666666666666,0.37333333333333335
GSE229541_H441_sh,NKX2-1 loss vs control,NKX2-1,4,2,True,6.648230736820056,7.925212476609529,-1.2769817397894725,-1.0,0.13333333333333333,0.23333333333333334
GSE229541_H2087_sh,NKX2-1 loss vs control,ELF3,4,2,True,7.883473821808319,8.827303451354474,-0.9438296295461557,-1.0,0.13333333333333333,0.4666666666666667
GSE229541_H2087_sh,NKX2-1 loss vs control,GRHL1,4,2,True,5.14265261687174,5.696351987635967,-0.5536993707642264,-0.75,0.26666666666666666,0.4666666666666667
GSE229541_H2087_sh,NKX2-1 loss vs control,KLF4,4,2,True,5.892911978935937,6.053264465936817,-0.16035248700087923,-0.5,0.5333333333333333,0.5333333333333333
GSE229541_H2087_sh,NKX2-1 loss vs control,TFAP2A,4,2,True,3.1177231673974712,2.7227847266415397,0.39493844075593154,0.75,0.26666666666666666,0.4666666666666667
GSE229541_H2087_sh,NKX2-1 loss vs control,TACSTD2,4,2,True,7.706665172306824,8.076838173055759,-0.37017300074893456,-0.5,0.5333333333333333,0.5333333333333333
GSE229541_H2087_sh,NKX2-1 loss vs control,CLDN4,4,2,True,7.619198690646239,7.808754530278854,-0.18955583963261535,-0.5,0.5333333333333333,0.5333333333333333
GSE229541_H2087_sh,NKX2-1 loss vs control,NKX2-1,4,2,True,5.7960795316423726,7.603626620137931,-1.807547088495558,-1.0,0.13333333333333333,0.4666666666666667
GSE229541_H441_sh_set2,NKX2-1 loss vs control,ELF3,12,2,True,8.928639303173956,8.995755120944146,-0.06711581777019049,-0.41666666666666663,0.4395604395604396,0.5128205128205129
GSE229541_H441_sh_set2,NKX2-1 loss vs control,GRHL1,12,2,True,5.542933506163956,5.865657458192609,-0.3227239520286531,-1.0,0.02197802197802198,0.07692307692307693
GSE229541_H441_sh_set2,NKX2-1 loss vs control,KLF4,12,2,True,4.643150825807066,4.435256062861606,0.20789476294546017,0.8333333333333333,0.08791208791208792,0.20512820512820515
GSE229541_H441_sh_set2,NKX2-1 loss vs control,TFAP2A,12,2,True,3.1949417128477733,2.9171105062466056,0.27783120660116767,0.75,0.13186813186813187,0.23076923076923078
GSE229541_H441_sh_set2,NKX2-1 loss vs control,TACSTD2,12,2,True,10.15848382082212,10.079233617245716,0.07925020357640378,0.25,0.6593406593406594,0.6593406593406594
GSE229541_H441_sh_set2,NKX2-1 loss vs control,CLDN4,12,2,True,8.934463468509847,9.18512135797252,-0.25065788946267276,-0.6666666666666667,0.19780219780219782,0.27692307692307694
GSE229541_H441_sh_set2,NKX2-1 loss vs control,NKX2-1,12,2,True,6.719607580146582,7.54626493194961,-0.8266573518030276,-1.0,0.02197802197802198,0.07692307692307693
GSE229541_H2087_CRISPRi,NKX2-1 loss vs control,ELF3,2,2,True,8.874135271921965,8.782710704332246,0.09142456758971917,1.0,0.3333333333333333,0.4666666666666666
GSE229541_H2087_CRISPRi,NKX2-1 loss vs control,GRHL1,2,2,True,5.236125759088779,5.114073197389795,0.12205256169898426,0.5,0.6666666666666666,0.7777777777777777
GSE229541_H2087_CRISPRi,NKX2-1 loss vs control,KLF4,2,2,True,5.639075351678077,5.69619010351653,-0.05711475183845316,-1.0,0.3333333333333333,0.4666666666666666
GSE229541_H2087_CRISPRi,NKX2-1 loss vs control,TFAP2A,2,2,True,3.1590697685657863,3.1665933229687164,-0.007523554402930177,0.0,1.0,1.0
GSE229541_H2087_CRISPRi,NKX2-1 loss vs control,TACSTD2,2,2,True,8.22361492794805,7.938769099809994,0.2848458281380566,1.0,0.3333333333333333,0.4666666666666666
GSE229541_H2087_CRISPRi,NKX2-1 loss vs control,CLDN4,2,2,True,8.762909416578658,8.549962348993883,0.21294706758477489,1.0,0.3333333333333333,0.4666666666666666
GSE229541_H2087_CRISPRi,NKX2-1 loss vs control,NKX2-1,2,2,True,6.750865196820579,7.172388267825312,-0.4215230710047333,-1.0,0.3333333333333333,0.4666666666666666
GSE229541_H358_CRISPRi,NKX2-1 loss vs control,ELF3,2,2,True,6.707134742711347,7.190454284299417,-0.4833195415880702,-1.0,0.3333333333333333,0.38888888888888884
GSE229541_H358_CRISPRi,NKX2-1 loss vs control,GRHL1,2,2,True,3.2405488897332164,3.5237586259215252,-0.2832097361883088,-1.0,0.3333333333333333,0.38888888888888884
GSE229541_H358_CRISPRi,NKX2-1 loss vs control,KLF4,2,2,True,6.25077834155795,6.3718681077977255,-0.12108976623977519,-1.0,0.3333333333333333,0.38888888888888884
GSE229541_H358_CRISPRi,NKX2-1 loss vs control,TFAP2A,2,2,True,4.210615421289486,4.210590274693903,2.5146595582725695e-05,0.0,1.0,1.0
GSE229541_H358_CRISPRi,NKX2-1 loss vs control,TACSTD2,2,2,True,8.978170074329789,9.121535371041805,-0.14336529671201603,-1.0,0.3333333333333333,0.38888888888888884
GSE229541_H358_CRISPRi,NKX2-1 loss vs control,CLDN4,2,2,True,8.77148239603876,8.937913027549396,-0.16643063151063586,-1.0,0.3333333333333333,0.38888888888888884
GSE229541_H358_CRISPRi,NKX2-1 loss vs control,NKX2-1,2,2,True,5.3477717957747055,5.824340345551656,-0.4765685497769505,-1.0,0.3333333333333333,0.38888888888888884
GSE229541_HCC78_CRISPRi,NKX2-1 loss vs control,ELF3,2,2,True,8.709199952716538,8.964169129836609,-0.2549691771200706,-1.0,0.3333333333333333,0.38888888888888884
GSE229541_HCC78_CRISPRi,NKX2-1 loss vs control,GRHL1,2,2,True,6.057228454488512,6.269406188355054,-0.21217773386654226,-1.0,0.3333333333333333,0.38888888888888884
GSE229541_HCC78_CRISPRi,NKX2-1 loss vs control,KLF4,2,2,True,5.093928264025081,5.119552923988456,-0.02562465996337515,0.0,1.0,1.0
GSE229541_HCC78_CRISPRi,NKX2-1 loss vs control,TFAP2A,2,2,True,3.0839150634423502,2.8261255076221365,0.2577895558202137,1.0,0.3333333333333333,0.38888888888888884
GSE229541_HCC78_CRISPRi,NKX2-1 loss vs control,TACSTD2,2,2,True,9.18840940893346,9.521543263069503,-0.3331338541360438,-1.0,0.3333333333333333,0.38888888888888884
GSE229541_HCC78_CRISPRi,NKX2-1 loss vs control,CLDN4,2,2,True,7.7281178344513695,7.888862702853698,-0.16074486840232893,-1.0,0.3333333333333333,0.38888888888888884
GSE229541_HCC78_CRISPRi,NKX2-1 loss vs control,NKX2-1,2,2,True,6.4052069965951555,7.00788315662032,-0.6026761600251644,-1.0,0.3333333333333333,0.38888888888888884
GSE229541_PC9_OE,parental/GFP vs NKX2-1 overexpression,ELF3,2,4,True,8.037511281242804,8.184372268257706,-0.14686098701490202,-1.0,0.13333333333333333,0.15555555555555556
GSE229541_PC9_OE,parental/GFP vs NKX2-1 overexpression,GRHL1,2,4,True,6.1058081338535075,5.810279210736036,0.29552892311747136,1.0,0.13333333333333333,0.15555555555555556
GSE229541_PC9_OE,parental/GFP vs NKX2-1 overexpression,KLF4,2,4,True,6.366688194939645,6.213006717582512,0.1536814773571331,1.0,0.13333333333333333,0.15555555555555556
GSE229541_PC9_OE,parental/GFP vs NKX2-1 overexpression,TFAP2A,2,4,True,4.815725936238213,4.675667454699664,0.14005848153854839,0.5,0.5333333333333333,0.5333333333333333
GSE229541_PC9_OE,parental/GFP vs NKX2-1 overexpression,TACSTD2,2,4,True,9.246074410601498,8.3472219350481,0.8988524755533973,1.0,0.13333333333333333,0.15555555555555556
GSE229541_PC9_OE,parental/GFP vs NKX2-1 overexpression,CLDN4,2,4,True,9.310493672818325,9.470928948036285,-0.16043527521796008,-1.0,0.13333333333333333,0.15555555555555556
GSE229541_PC9_OE,parental/GFP vs NKX2-1 overexpression,NKX2-1,2,4,True,0.029643029568747224,5.338482792335249,-5.308839762766501,-1.0,0.13333333333333333,0.15555555555555556
GSE229541_H1975_OE,parental/GFP vs NKX2-1 overexpression,ELF3,2,4,True,3.4547556340460863,3.0391516985486513,0.415603935497435,1.0,0.13333333333333333,0.15555555555555556
GSE229541_H1975_OE,parental/GFP vs NKX2-1 overexpression,GRHL1,2,4,True,1.1413778760670636,1.8965913699300512,-0.7552134938629875,-1.0,0.13333333333333333,0.15555555555555556
GSE229541_H1975_OE,parental/GFP vs NKX2-1 overexpression,KLF4,2,4,True,4.2380924108956615,4.4338771509011385,-0.19578474000547708,-1.0,0.13333333333333333,0.15555555555555556
GSE229541_H1975_OE,parental/GFP vs NKX2-1 overexpression,TFAP2A,2,4,True,6.408636448417356,6.209248566490913,0.19938788192644274,0.5,0.5333333333333333,0.5333333333333333
GSE229541_H1975_OE,parental/GFP vs NKX2-1 overexpression,TACSTD2,2,4,True,4.522315889380166,3.065696886936421,1.4566190024437446,1.0,0.13333333333333333,0.15555555555555556
GSE229541_H1975_OE,parental/GFP vs NKX2-1 overexpression,CLDN4,2,4,True,5.4913433314984905,6.292178946128429,-0.8008356146299382,-1.0,0.13333333333333333,0.15555555555555556
GSE229541_H1975_OE,parental/GFP vs NKX2-1 overexpression,NKX2-1,2,4,True,3.530910611572658,5.579044147021577,-2.048133535448919,-1.0,0.13333333333333333,0.15555555555555556
GSE129583_AT1_P5,Nkx2-1 mutant vs control,Elf3,3,3,True,6.455761586472729,4.14015351432909,2.3156080721436387,1.0,0.1,0.17500000000000002
GSE129583_AT1_P5,Nkx2-1 mutant vs control,Grhl1,3,3,True,3.337073932674366,2.4965006915395382,0.8405732411348277,0.5555555555555556,0.4,0.46666666666666673
GSE129583_AT1_P5,Nkx2-1 mutant vs control,Klf4,3,3,True,5.788749098838579,6.6098003011464,-0.8210512023078209,-1.0,0.1,0.17500000000000002
GSE129583_AT1_P5,Nkx2-1 mutant vs control,Tfap2a,3,3,True,0.1707155153155244,0.10449292933341266,0.06622258598211174,0.11111111111111116,1.0,1.0
GSE129583_AT1_P5,Nkx2-1 mutant vs control,Tacstd2,3,3,True,7.631675055424675,7.111720402686877,0.5199546527377983,0.5555555555555556,0.4,0.46666666666666673
GSE129583_AT1_P5,Nkx2-1 mutant vs control,Cldn4,3,3,True,8.290803920479764,5.531710884964816,2.7590930355149474,1.0,0.1,0.17500000000000002
GSE129583_AT1_P5,Nkx2-1 mutant vs control,Nkx2-1,3,3,True,5.504457193299714,8.03086987227615,-2.5264126789764347,-1.0,0.1,0.17500000000000002
GSE129583_AT2_P8P9,Nkx2-1 mutant vs control,Elf3,3,3,True,0.4451199086405488,0.4835108374010193,-0.03839092876047051,-0.11111111111111116,1.0,1.0
GSE129583_AT2_P8P9,Nkx2-1 mutant vs control,Grhl1,3,3,True,0.0,0.026456912536542518,-0.026456912536542518,-0.33333333333333337,0.5049850750938458,0.5891492542761535
GSE129583_AT2_P8P9,Nkx2-1 mutant vs control,Klf4,3,3,True,0.7112860980080855,0.5378878086324089,0.17339828937567658,0.7777777777777777,0.2,0.28
GSE129583_AT2_P8P9,Nkx2-1 mutant vs control,Tfap2a,3,3,True,0.7350683893020499,1.8889517237211593,-1.1538833344191093,-0.7777777777777778,0.2,0.28
GSE129583_AT2_P8P9,Nkx2-1 mutant vs control,Tacstd2,3,3,True,3.789539804883486,3.5550147086601043,0.2345250962233818,0.7777777777777777,0.2,0.28
GSE129583_AT2_P8P9,Nkx2-1 mutant vs control,Cldn4,3,3,True,2.4745142434790997,3.0571198187504103,-0.5826055752713106,-1.0,0.1,0.28
GSE129583_AT2_P8P9,Nkx2-1 mutant vs control,Nkx2-1,3,3,True,0.0,0.021076897860100727,-0.021076897860100727,-0.6666666666666667,0.19670560245894686,0.28
GSE115899,Kras LUAD Nkx2-1-neg vs Nkx2-1-pos (n=3 vs 3),Elf3,3,3,True,8.713865462544257,5.693128163980624,3.020737298563633,1.0,0.1,0.23333333333333336
GSE115899,Kras LUAD Nkx2-1-neg vs Nkx2-1-pos (n=3 vs 3),Grhl1,3,3,True,2.7337089073690115,3.2579583194604624,-0.5242494120914509,-0.33333333333333337,0.7,0.7
GSE115899,Kras LUAD Nkx2-1-neg vs Nkx2-1-pos (n=3 vs 3),Klf4,3,3,True,7.817955358071111,6.863071965010519,0.9548833930605918,0.7777777777777777,0.2,0.28
GSE115899,Kras LUAD Nkx2-1-neg vs Nkx2-1-pos (n=3 vs 3),Tfap2a,3,3,True,0.7083819158171476,0.22033764366564887,0.4880442721514987,1.0,0.1,0.23333333333333336
GSE115899,Kras LUAD Nkx2-1-neg vs Nkx2-1-pos (n=3 vs 3),Tacstd2,3,3,True,6.9456074820947995,6.154102206315637,0.7915052757791621,0.5555555555555556,0.4,0.46666666666666673
GSE115899,Kras LUAD Nkx2-1-neg vs Nkx2-1-pos (n=3 vs 3),Cldn4,3,3,True,8.444708414548668,5.8276662251303195,2.617042189418348,0.7777777777777777,0.2,0.28
GSE115899,Kras LUAD Nkx2-1-neg vs Nkx2-1-pos (n=3 vs 3),Nkx2-1,3,3,True,3.9583617678317964,6.105747572722954,-2.147385804891158,-1.0,0.1,0.23333333333333336
GSE145152,"Braf/p53 LUAD Nkx2-1 f/f vs f/+ , control chow",Elf3,4,5,True,8.649417810799875,6.563103411530115,2.08631439926976,1.0,0.015873015873015872,0.037037037037037035
GSE145152,"Braf/p53 LUAD Nkx2-1 f/f vs f/+ , control chow",Grhl1,4,5,True,3.9975366579083143,3.9195297727730476,0.07800688513526666,0.30000000000000004,0.5555555555555556,0.5555555555555556
GSE145152,"Braf/p53 LUAD Nkx2-1 f/f vs f/+ , control chow",Klf4,4,5,True,8.16404996682968,6.407717229499258,1.756332737330422,1.0,0.015873015873015872,0.037037037037037035
GSE145152,"Braf/p53 LUAD Nkx2-1 f/f vs f/+ , control chow",Tfap2a,4,5,True,0.44309023251980195,0.25507443962370113,0.18801579289610082,0.7,0.1111111111111111,0.12962962962962962
GSE145152,"Braf/p53 LUAD Nkx2-1 f/f vs f/+ , control chow",Tacstd2,4,5,True,7.48249451309308,7.887551505976975,-0.4050569928838952,-0.7,0.1111111111111111,0.12962962962962962
GSE145152,"Braf/p53 LUAD Nkx2-1 f/f vs f/+ , control chow",Cldn4,4,5,True,8.071573720205736,7.231573688475274,0.8400000317304617,0.8999999999999999,0.031746031746031744,0.05555555555555555
GSE145152,"Braf/p53 LUAD Nkx2-1 f/f vs f/+ , control chow",Nkx2-1,4,5,True,7.544555839788195,8.295127221849047,-0.7505713820608513,-1.0,0.015873015873015872,0.037037037037037035
