dataset,gene_a,gene_b,n,spearman_rho,p_value,fdr,bg_percentile,ci_low,ci_high
TCGA-LUAD,ELF3,SFTPB,601,-0.03381932659299839,0.4078961137943377,0.4456743685484616,35.42691707668307,-0.11823443399487053,0.051081093867173515
TCGA-LUAD,AGER,ELF3,601,,,,,,
TCGA-LUAD,ELF3,SCGB1A1,601,0.04604797832199147,0.25968843300849137,0.29650992724103864,53.0791231649266,-0.03885767903441376,0.13029348088597764
TCGA-LUAD,ELF3,SCGB3A2,601,0.01763307002172459,0.6661676478714128,0.6840513431162829,46.73536941477659,-0.06722139608674409,0.10223428913072011
TCGA-LUAD,ELF3,KRT5,601,-0.03277256666315508,0.4225690653833942,0.45211934967593925,35.653926157046286,-0.1172010338594847,0.052126224993460146
TCGA-LUAD,ELF3,TP63,601,-0.04331203254818935,0.2891016084430061,0.32523930949838187,33.42383695347814,-0.12759764393469766,0.041594661499793524
TCGA-LUAD,ELF3,FOXJ1,601,0.24618117091668926,9.533613628427914e-10,2.652077972999038e-09,87.22598903956158,0.1648670909168488,0.3241713921098109
TCGA-LUAD,ELF3,MUC5B,601,0.19939182204631264,8.327243065071608e-07,1.820097412794223e-06,81.51476059042362,0.11660841187638431,0.2794237738014925
TCGA-LUAD,ELF3,PTPRC,601,,,,,,
TCGA-LUAD,COL1A1,ELF3,601,0.030374735352485617,0.4573200156346722,0.4825514647731369,49.60448417936718,-0.05451962443074038,0.1148331167432589
TCGA-LUAD,ELF3,PECAM1,601,-0.30772638072758035,1.1973730363756506e-14,4.361858918225584e-14,2.701608064322573,-0.38250427565001327,-0.22894345949876796
TCGA-LUAD,GRHL1,KLF4,601,-0.14576016716325504,0.00033697567265880425,0.0005728586435199672,15.582123284931399,-0.22770120707758637,-0.06176924392953615
TCGA-LUAD,GRHL1,TFAP2A,601,0.3838355232972731,1.5622940798183892e-22,1.1382428295819692e-21,96.53436137445497,0.309138280043519,0.45382584872212467
TCGA-LUAD,GRHL1,TACSTD2,601,0.4086236670886287,1.3662657880491044e-25,1.100203503007963e-24,97.37039481579262,0.3354884632634483,0.4768627277537227
TCGA-LUAD,CLDN4,GRHL1,601,0.4383755755910692,1.2883663188366748e-29,1.1595296869530073e-28,98.10942437697507,0.3672670412859512,0.5043894520597939
TCGA-LUAD,GRHL1,NKX2-1,601,0.11694202906562154,0.004094912367344113,0.0062652159220364925,67.83371334853395,0.03251024248086718,0.19971658255284572
TCGA-LUAD,EPCAM,GRHL1,601,0.2443108661643662,1.2863701188616978e-09,3.514546931889996e-09,87.03798151926077,0.16293055355143482,0.32238937272299645
TCGA-LUAD,GRHL1,SFTPC,601,-0.14175438695411288,0.0004911580665142276,0.0008080342384588907,16.143145725829033,-0.22381937014329956,-0.05769352599378148
TCGA-LUAD,GRHL1,SFTPB,601,-0.18911465387145462,3.030462631471869e-06,6.182143768202613e-06,10.465918636745469,-0.26954827908828904,-0.10606061163083298
TCGA-LUAD,AGER,GRHL1,601,,,,,,
TCGA-LUAD,GRHL1,SCGB1A1,601,-0.0645014426445812,0.11419265007890461,0.14204451595180817,29.14266570662826,-0.14844394141852066,0.020363887276645492
TCGA-LUAD,GRHL1,SCGB3A2,601,-0.06337167843184947,0.12068576777889961,0.14891066508202935,29.36567462698508,-0.1473343506324399,0.021497791810898104
TCGA-LUAD,GRHL1,KRT5,601,-0.0688764029617913,0.09160059548162873,0.11679075923907663,28.26413056522261,-0.15273878801725962,0.015970833117522485
TCGA-LUAD,GRHL1,TP63,601,0.19814511804799312,9.77571036436836e-07,2.1065967404906463e-06,81.341253650146,0.11532788196768651,0.27822669780775744
TCGA-LUAD,FOXJ1,GRHL1,601,0.15475204669957604,0.00013960710052175472,0.00024551593540032726,74.63148525941038,0.07092832688271968,0.2364053931732641
TCGA-LUAD,GRHL1,MUC5B,601,-0.007891166991890594,0.8469162094337175,0.8524880266010445,40.993139725589025,-0.092583252097102,0.07691427942021656
TCGA-LUAD,GRHL1,PTPRC,601,,,,,,
TCGA-LUAD,COL1A1,GRHL1,601,0.14648470710499117,0.0003144514927370971,0.0005405739144806275,73.24192967718709,0.06250673302544903,0.22840305091301477
TCGA-LUAD,GRHL1,PECAM1,601,-0.2324092183017231,8.173524395186929e-09,2.1195749702772886e-08,6.661266450658027,-0.3110365465620435,-0.15062210865672052
TCGA-LUAD,KLF4,TFAP2A,601,-0.11245570781808836,0.005781810541112424,0.008672715811668636,20.590323612944516,-0.19534783908674494,-0.027968269877221744
TCGA-LUAD,KLF4,TACSTD2,601,0.09416083935412188,0.020959843618226507,0.028890595257555458,63.292531701268054,0.009482509070571134,0.1774983180795234
TCGA-LUAD,CLDN4,KLF4,601,-0.21916285703229949,5.705873165235265e-08,1.3857120544142784e-07,7.684807392295692,-0.29837457570193787,-0.136952739046972
TCGA-LUAD,KLF4,NKX2-1,601,-0.3828330965555746,2.0514310998126276e-22,1.4266770830515094e-21,0.8825353014120565,-0.45289227035956797,-0.3080750921384906
TCGA-LUAD,EPCAM,KLF4,601,-0.36713025356410417,1.2954199325761866e-20,6.393524183359889e-20,1.1280451218048722,-0.43824784454064797,-0.2914447735303752
TCGA-LUAD,KLF4,SFTPC,601,0.44810698183131914,5.060226991543019e-31,5.161431531373879e-30,98.29643185727429,0.3776974972869723,0.5133640067857156
TCGA-LUAD,KLF4,SFTPB,601,0.08639908015986646,0.03420463130330877,0.04550703121222819,61.67346693867755,0.0016572098315806296,0.16990889920668326
TCGA-LUAD,AGER,KLF4,601,,,,,,
TCGA-LUAD,KLF4,SCGB1A1,601,0.352691604693603,4.814590990072696e-19,2.1665659455327134e-18,95.2353094123765,0.2761935850519935,0.42474900192008835
TCGA-LUAD,KLF4,SCGB3A2,601,0.18524856136782,4.840233259490019e-06,9.494303701307346e-06,79.4721788871555,0.10209754421507418,0.26582890486280003
TCGA-LUAD,KLF4,KRT5,601,0.27438093590390517,7.684378963083137e-12,2.501510598620681e-11,89.98159926397055,0.19414167232277563,0.35097310286103117
TCGA-LUAD,KLF4,TP63,601,0.19139949475127285,2.2874869375538952e-06,4.729533803320892e-06,80.37971518860755,0.10840400532303536,0.2717452825875469
TCGA-LUAD,FOXJ1,KLF4,601,-0.10803284669515373,0.008032377314533832,0.011931589603142488,21.344853794151767,-0.19103766995796323,-0.0234939569249832
TCGA-LUAD,KLF4,MUC5B,601,0.10512324420539414,0.0099112115446987,0.014442051107989537,65.5036201448058,0.020552352246339393,0.1882004559340627
TCGA-LUAD,KLF4,PTPRC,601,,,,,,
TCGA-LUAD,COL1A1,KLF4,601,-0.2268203050287174,1.8828655256196595e-08,4.6464262164485145e-08,7.090783631345254,-0.30569760145090413,-0.14485090303423165
TCGA-LUAD,KLF4,PECAM1,601,0.4438653738785303,2.101527194831961e-30,2.0095853800580628e-29,98.21792871714868,0.37314899795636874,0.5094540402081968
TCGA-LUAD,TACSTD2,TFAP2A,601,0.27822013145311525,3.811125145953661e-12,1.2676133637628483e-11,90.31861274450978,0.19813828018193563,0.35461228339318795
TCGA-LUAD,CLDN4,TFAP2A,601,0.30436487360489994,2.3885200748076853e-14,8.498687708036647e-14,92.37069482779312,0.22542598894066057,0.3793335372699548
TCGA-LUAD,NKX2-1,TFAP2A,601,-0.2180740294415178,6.658656166970325e-08,1.5673452208407071e-07,7.780311212448499,-0.29733254239708573,-0.13583053175327045
TCGA-LUAD,EPCAM,TFAP2A,601,0.20484856357897419,4.0779895944516724e-07,9.312423999270237e-07,82.29529181167247,0.12221644778986311,0.28466037081468964
TCGA-LUAD,SFTPC,TFAP2A,601,-0.3557262585022507,2.2865845091321055e-19,1.0808489407809942e-18,1.358554342173687,-0.4275887931759804,-0.2793958205109064
TCGA-LUAD,SFTPB,TFAP2A,601,-0.4739308793207335,5.5729979146928e-35,7.751533463163622e-34,0.17000680027201087,-0.5371104780395852,-0.4054633388235046
TCGA-LUAD,AGER,TFAP2A,601,,,,,,
TCGA-LUAD,SCGB1A1,TFAP2A,601,-0.21872654269341443,6.070687346811384e-08,1.4512736938470965e-07,7.723808952358094,-0.2979570354134684,-0.1365030234745582
TCGA-LUAD,SCGB3A2,TFAP2A,601,-0.3556478405315615,2.331242813449203e-19,1.0808489407809942e-18,1.360554422176887,-0.4275154284634474,-0.2793130507142041
TCGA-LUAD,KRT5,TFAP2A,601,0.10651547125935558,0.008968290822994836,0.013193735537675095,65.77813112524501,0.02195970948880979,0.18955821857733793
TCGA-LUAD,TFAP2A,TP63,601,0.15827292275885707,9.75454616011167e-05,0.0001735401816857076,75.23200928037122,0.07451852845929409,0.23981005288469887
TCGA-LUAD,FOXJ1,TFAP2A,601,0.07458024002078487,0.06768536113017184,0.08776152756708722,59.20486819472779,-0.010238482688739609,0.15833342407789056
TCGA-LUAD,MUC5B,TFAP2A,601,0.2285406382496504,1.4596778557896132e-08,3.6611592120624724e-08,85.24840993639745,0.14662675402228287,0.3073415201246375
TCGA-LUAD,PTPRC,TFAP2A,601,,,,,,
TCGA-LUAD,COL1A1,TFAP2A,601,0.36783417449323114,1.0809326410938345e-20,5.512756469578556e-20,95.91883675347013,0.29218929278952094,0.43890512844981505
TCGA-LUAD,PECAM1,TFAP2A,601,-0.36925699692096786,7.487008306287898e-21,3.950042313317408e-20,1.0885435417416698,-0.44023345212171394,-0.29369445589372245
TCGA-LUAD,CLDN4,TACSTD2,601,0.5202748464629826,5.467763486443726e-43,9.295197926954334e-42,99.29147165886636,0.4556111881401951,0.5794766121888095
TCGA-LUAD,NKX2-1,TACSTD2,601,-0.033564491075229,0.41144009747826893,0.4456743685484616,35.48291931677267,-0.11798286778024365,0.05133554997624645
TCGA-LUAD,EPCAM,TACSTD2,601,0.19758342961067107,1.0504678509918923e-06,2.2322441833577713e-06,81.26225049001961,0.11475104357854977,0.2776872874079396
TCGA-LUAD,SFTPC,TACSTD2,601,-0.02759467923884721,0.49954102029734393,0.5199304496972355,36.74596983879355,-0.11208654129062672,0.05729332159273751
TCGA-LUAD,SFTPB,TACSTD2,601,-0.12967490505856796,0.0014432327697952636,0.0022764393173059314,17.96271850874035,-0.21209785596620392,-0.04542008753402052
TCGA-LUAD,AGER,TACSTD2,601,,,,,,
TCGA-LUAD,SCGB1A1,TACSTD2,601,0.14328908524063821,0.00042562876496973594,0.0007078391417431479,72.69940797631905,0.059254687837770686,0.22530689090149103
TCGA-LUAD,SCGB3A2,TACSTD2,601,-0.0016048004156969838,0.9686828692254938,0.9686828692254938,42.39119564782591,-0.08634706159595618,0.083160516043351
TCGA-LUAD,KRT5,TACSTD2,601,0.17131179721659637,2.418549070391602e-05,4.568370466295248e-05,77.35509420376815,0.08783307176815162,0.252401100052022
TCGA-LUAD,TACSTD2,TP63,601,0.3132576934345305,3.769582205739728e-15,1.441865193695446e-14,92.96271850874035,0.23473588921430252,0.38771785040737594
TCGA-LUAD,FOXJ1,TACSTD2,601,0.21042852167760273,1.9255551711268756e-07,4.4637869876123025e-07,83.02282091283651,0.1279565782306228,0.29001029221942154
TCGA-LUAD,MUC5B,TACSTD2,601,0.05066655242370137,0.21485830675609857,0.2490403101036597,54.08216328653146,-0.03423446250045123,0.13484152239240668
TCGA-LUAD,PTPRC,TACSTD2,601,,,,,,
TCGA-LUAD,COL1A1,TACSTD2,601,0.11711201154222475,0.004040813307016149,0.006244893292661322,67.87121484859394,0.03268240212974839,0.19988204543646396
TCGA-LUAD,PECAM1,TACSTD2,601,-0.1450462960403757,0.00036063346952951977,0.000606339789428753,15.678127125085004,-0.22700961458296479,-0.061042704014962854
TCGA-LUAD,CLDN4,NKX2-1,601,0.2423141939513878,1.7663867840957243e-09,4.741353999414839e-09,86.84347373894956,0.16086386548131879,0.3204863399354855
TCGA-LUAD,CLDN4,EPCAM,601,0.45135002017678183,1.6806497351560542e-31,1.836710067706259e-30,98.3604344173767,0.38117747172670213,0.5163516530585347
TCGA-LUAD,CLDN4,SFTPC,601,-0.13334799328566446,0.0010495128648350112,0.0017082496629761354,17.410196407856315,-0.2156646056268954,-0.049149464020171084
TCGA-LUAD,CLDN4,SFTPB,601,-0.11375470561246208,0.0052384502488359765,0.007935474139325787,20.396815872634903,-0.19661313111706216,-0.02928302259617278
TCGA-LUAD,AGER,CLDN4,601,,,,,,
TCGA-LUAD,CLDN4,SCGB1A1,601,0.010077973824876756,0.805251494287854,0.8213565241736112,45.03980159206368,-0.07473987066057582,0.09475104787120639
TCGA-LUAD,CLDN4,SCGB3A2,601,-0.09096494767856453,0.025746417385621626,0.035171445178572396,24.22396895875835,-0.1743745872700605,-0.006259198341606344
TCGA-LUAD,CLDN4,KRT5,601,0.03755432581293534,0.35806253642245495,0.39698237733793923,51.21354854194168,-0.047350390301329225,0.12192027379415636
TCGA-LUAD,CLDN4,TP63,601,0.09966053255648118,0.0145170059790433,0.020191835589032953,64.42157686307452,0.015033509512937733,0.18286990378998544
TCGA-LUAD,CLDN4,FOXJ1,601,0.26020856711682083,9.311683247685741e-11,2.9075255855018744e-10,88.63904556182247,0.17941124669166073,0.33751902317284416
TCGA-LUAD,CLDN4,MUC5B,601,0.05659028971647476,0.1658842730418631,0.19828354512035198,55.35171406856274,-0.02829944713822688,0.14066960811013607
TCGA-LUAD,CLDN4,PTPRC,601,,,,,,
TCGA-LUAD,CLDN4,COL1A1,601,0.27837905815888253,3.701204495390333e-12,1.2584095284327133e-11,90.33061322452897,0.19830378051785622,0.3547628804391993
TCGA-LUAD,CLDN4,PECAM1,601,-0.3098985080237257,7.627458858214891e-15,2.846344403187508e-14,2.610104404176167,-0.3845521963289791,-0.23121746146155248
TCGA-LUAD,EPCAM,NKX2-1,601,0.24183000646762598,1.906775066501502e-09,5.029941123702238e-09,86.78697147885916,0.16036280692763544,0.3200247646698733
TCGA-LUAD,NKX2-1,SFTPC,601,0.15078880369357833,0.00020711895809544167,0.0003601045521432111,73.97595903836154,0.06688964482531706,0.23257056780498653
TCGA-LUAD,NKX2-1,SFTPB,601,0.536528266842085,4.21253006471324e-46,9.207387141444653e-45,99.43397735909436,0.47329643195745724,0.5942595553317329
TCGA-LUAD,AGER,NKX2-1,601,,,,,,
TCGA-LUAD,NKX2-1,SCGB1A1,601,0.06912111053376481,0.09045120406872603,0.11629440523121919,58.023820952838115,-0.01572501671576975,0.15297892102583985
TCGA-LUAD,NKX2-1,SCGB3A2,601,0.3478865788469937,1.5398088683074156e-18,6.544187690306516e-18,94.99279971198848,0.2711266842361119,0.42024961645543685
TCGA-LUAD,KRT5,NKX2-1,601,-0.1666544707692947,4.0287284233899684e-05,7.517017668032502e-05,12.911016440657628,-0.24790688233190233,-0.08307385300682703
TCGA-LUAD,NKX2-1,TP63,601,-0.08481605961271636,0.03764407783218189,0.04965124058899853,25.32651306052242,-0.16835981050857943,-6.250339251934166e-05
TCGA-LUAD,FOXJ1,NKX2-1,601,0.19248401059142847,1.9992440334194272e-06,4.19019639881058e-06,80.53422136885476,0.10951663657439667,0.27278781278027964
TCGA-LUAD,MUC5B,NKX2-1,601,-0.12892897220026425,0.0015381853037332084,0.002401452566032458,18.071222848913955,-0.2113732500512046,-0.044663010412991075
TCGA-LUAD,NKX2-1,PTPRC,601,,,,,,
TCGA-LUAD,COL1A1,NKX2-1,601,-0.06695225565364483,0.10105134750568111,0.12777567081296867,28.653146125845037,-0.1508502655945048,0.017903341881688888
TCGA-LUAD,NKX2-1,PECAM1,601,-0.05633147412120443,0.16783206533994588,0.19905663563574977,30.78023120924837,-0.1404150933298497,0.028558880584281302
TCGA-LUAD,EPCAM,SFTPC,601,-0.34238313141418697,5.6905741378043666e-18,2.3531293056326166e-17,1.6595663826553062,-0.41509185947841043,-0.2653285195613669
TCGA-LUAD,EPCAM,SFTPB,601,-0.101188771759139,0.013069058831173154,0.018514500010828636,22.48089923596944,-0.18436166332016035,-0.01657693255506789
TCGA-LUAD,AGER,EPCAM,601,,,,,,
TCGA-LUAD,EPCAM,SCGB1A1,601,-0.24888196795645393,6.158614548923608e-10,1.8120538961256e-09,5.556222248889956,-0.32674372509371974,-0.16766463731555833
TCGA-LUAD,EPCAM,SCGB3A2,601,-0.17468001835257962,1.6580424196356596e-05,3.171006127553199e-05,11.992479699187967,-0.25564918089843425,-0.09127735871862391
TCGA-LUAD,EPCAM,KRT5,601,-0.25611193769122254,1.8637175915030816e-10,5.70297582999943e-10,5.0967038681547265,-0.33362412690859666,-0.17516004590571257
TCGA-LUAD,EPCAM,TP63,601,-0.25536613949066067,2.1119214190467563e-10,6.335764257140268e-10,5.137205488219529,-0.3329147697166359,-0.1743864323946273
TCGA-LUAD,EPCAM,FOXJ1,601,0.0356518758879166,0.3829496916933275,0.42152016423797917,50.790031601264054,-0.04925094823803604,0.12004315430274179
TCGA-LUAD,EPCAM,MUC5B,601,0.05296808751748194,0.19472214809384994,0.2274235775447255,54.6026841073643,-0.031929256665981516,0.13710658626142805
TCGA-LUAD,EPCAM,PTPRC,601,,,,,,
TCGA-LUAD,COL1A1,EPCAM,601,0.1643774219047988,5.1448867667377426e-05,9.483947895311743e-05,76.23204928197129,0.08074837405446907,0.24570830654885548
TCGA-LUAD,EPCAM,PECAM1,601,-0.45631522213807557,3.037681265722926e-32,3.5751171819662124e-31,0.24300972038881555,-0.5209227773839827,-0.386509286581343
TCGA-LUAD,SFTPB,SFTPC,601,0.5286677316414466,1.4167087387112454e-44,2.7094554627852568e-43,99.36947477899116,0.4647370639672996,0.5871150448777992
TCGA-LUAD,AGER,SFTPC,601,,,,,,
TCGA-LUAD,SCGB1A1,SFTPC,601,0.5599409034102247,6.772830643571129e-51,1.727071814110638e-49,99.59998399935998,0.4988614842882134,0.6154856616098344
TCGA-LUAD,SCGB3A2,SFTPC,601,0.5874200887145469,4.950177022463258e-57,1.8934427110921964e-55,99.72798911956478,0.5290031423128642,0.6402961772159549
TCGA-LUAD,KRT5,SFTPC,601,0.18758981950320394,3.6493400846116693e-06,7.346697801915597e-06,79.83119324772991,0.10449721399116997,0.26808159874706644
TCGA-LUAD,SFTPC,TP63,601,0.1862288515020488,4.302271012766139e-06,8.548668376015836e-06,79.62818512740509,0.10310217368316771,0.2667722200487556
TCGA-LUAD,FOXJ1,SFTPC,601,0.10301717656366156,0.011505277728941523,0.016451471892785542,65.10860434417377,0.01842403345438495,0.18614592003106054
TCGA-LUAD,MUC5B,SFTPC,601,-0.06118639561398771,0.13405943520404787,0.1640887486897546,29.775191007640306,-0.145187489004633,0.023690463731845177
TCGA-LUAD,PTPRC,SFTPC,601,,,,,,
TCGA-LUAD,COL1A1,SFTPC,601,-0.3825965912653411,2.187292030465719e-22,1.4550246985271957e-21,0.889035561422457,-0.45267198625419813,-0.3078242785224863
TCGA-LUAD,PECAM1,SFTPC,601,0.5950392285703124,7.716072612634754e-59,3.9351970324437245e-57,99.75699027961117,0.5373866858506735,0.6471558951305695
TCGA-LUAD,AGER,SFTPB,601,,,,,,
TCGA-LUAD,SCGB1A1,SFTPB,601,0.3488534163419255,1.220589789811278e-18,5.335721081175015e-18,95.04480179207168,0.27214587282811703,0.4211552409392943
TCGA-LUAD,SCGB3A2,SFTPB,601,0.6808191773400922,4.805489053670842e-83,7.352398252116388e-81,99.9234969398776,0.6325655664827793,0.7238079086705954
TCGA-LUAD,KRT5,SFTPB,601,0.009089640315554369,0.824021229467096,0.8349354179368589,44.817292691707664,-0.07572270072390312,0.09377140590453983
TCGA-LUAD,SFTPB,TP63,601,-0.02814263049955501,0.4910591967208205,0.5146031308101748,36.637965518620746,-0.11262799565576738,0.05674672735792466
TCGA-LUAD,FOXJ1,SFTPB,601,0.044652655319760544,0.2744203509990957,0.3110097311323084,52.781111244449775,-0.04025368994938194,0.1289187688740934
TCGA-LUAD,MUC5B,SFTPB,601,0.05719310562130669,0.16141343620645723,0.1944587066109288,55.478719148765954,-0.02769514783513989,0.14126236376419274
TCGA-LUAD,PTPRC,SFTPB,601,,,,,,
TCGA-LUAD,COL1A1,SFTPB,601,-0.3343798541743827,3.637224317402882e-17,1.4644613699016866e-16,1.8525741029641187,-0.40758294596550926,-0.2569065896215534
TCGA-LUAD,PECAM1,SFTPB,601,0.3788117257505487,6.060546195791812e-22,3.709054271824589e-21,96.34085363414536,0.30381184596025784,0.44914554912105437
TCGA-LUAD,AGER,SCGB1A1,601,,,,,,
TCGA-LUAD,AGER,SCGB3A2,601,,,,,,
TCGA-LUAD,AGER,KRT5,601,,,,,,
TCGA-LUAD,AGER,TP63,601,,,,,,
TCGA-LUAD,AGER,FOXJ1,601,,,,,,
TCGA-LUAD,AGER,MUC5B,601,,,,,,
TCGA-LUAD,AGER,PTPRC,601,,,,,,
TCGA-LUAD,AGER,COL1A1,601,,,,,,
TCGA-LUAD,AGER,PECAM1,601,,,,,,
TCGA-LUAD,SCGB1A1,SCGB3A2,601,0.5020045002675214,1.1022142179746358e-39,1.6863877535011927e-38,99.11346453858154,0.4357920939813842,0.5628125796442772
TCGA-LUAD,KRT5,SCGB1A1,601,0.6045329434605233,3.688375126454326e-61,2.821606971737559e-59,99.78849153966158,0.547848843659415,0.6556915508576695
TCGA-LUAD,SCGB1A1,TP63,601,0.3844843945955993,1.309099151982275e-22,1.0014608512664405e-21,96.55986239449578,0.3098265816323292,0.454430072526423
TCGA-LUAD,FOXJ1,SCGB1A1,601,0.3327816486928487,5.234166759445217e-17,2.053403882551585e-16,94.18826753070122,0.2552261900739985,0.4060822751401068
TCGA-LUAD,MUC5B,SCGB1A1,601,0.08944637782866094,0.028333592521468828,0.03836318279455514,62.33149325973039,0.0047282166236382595,0.17288971699075642
TCGA-LUAD,PTPRC,SCGB1A1,601,,,,,,
TCGA-LUAD,COL1A1,SCGB1A1,601,-0.1845279544642055,5.276054957491189e-06,1.0218182386027238e-05,10.9369374774991,-0.26513537965506795,-0.10135915372754264
TCGA-LUAD,PECAM1,SCGB1A1,601,0.4357942724872403,2.988006346023238e-29,2.5398053941197526e-28,98.04592183687348,0.364503309768768,0.5020065117885699
TCGA-LUAD,KRT5,SCGB3A2,601,0.16249694808896786,6.281015979158889e-05,0.00011440421962039404,75.92453698147926,0.07882859098397468,0.24389200770790698
TCGA-LUAD,SCGB3A2,TP63,601,0.131713257527598,0.001210569492487614,0.00194965402474321,70.60382415296613,0.04748938676621122,0.21407746786473353
TCGA-LUAD,FOXJ1,SCGB3A2,601,0.09991796618039703,0.01426363308650767,0.02002142992876765,64.47607904316173,0.015293472630045869,0.18312121920974786
TCGA-LUAD,MUC5B,SCGB3A2,601,0.032201867319694204,0.4306970849736846,0.45761565278453986,50.033001320052804,-0.052695957977137595,0.11663754132412528
TCGA-LUAD,PTPRC,SCGB3A2,601,,,,,,
TCGA-LUAD,COL1A1,SCGB3A2,601,-0.3806799851852672,3.670797492449274e-22,2.340133401436412e-21,0.9190367614704589,-0.4508865188260136,-0.3057921030314684
TCGA-LUAD,PECAM1,SCGB3A2,601,0.3780164841543165,7.495019578293551e-22,4.4105307518419746e-21,96.31335253410136,0.30296912813247506,0.44840432745908476
TCGA-LUAD,KRT5,TP63,601,0.46811853538839665,4.641484120727082e-34,5.9178922539270294e-33,98.66144645785832,0.39920287225633916,0.5317744323552887
TCGA-LUAD,FOXJ1,KRT5,601,0.24808669172761197,7.008043871207261e-10,1.9856124301753904e-09,87.4279971198848,0.16684073639135352,0.32598639617774355
TCGA-LUAD,KRT5,MUC5B,601,0.20451722495338923,4.261042138416084e-07,9.58734481143619e-07,82.23928957158286,0.12187577189011876,0.2843425353500964
TCGA-LUAD,KRT5,PTPRC,601,,,,,,
TCGA-LUAD,COL1A1,KRT5,601,0.13115610376885845,0.0012704689577059897,0.002024809901343921,70.52082083283331,0.04692370235976212,0.21353643716091933
TCGA-LUAD,KRT5,PECAM1,601,0.24824373895450744,6.831737242668968e-10,1.97218075118557e-09,87.43999759990399,0.16700342729191106,0.32613595767949705
TCGA-LUAD,FOXJ1,TP63,601,0.2696000574900084,1.8123183639234385e-11,5.77676478500596e-11,89.51708068322732,0.18916849238201117,0.34643806249815157
TCGA-LUAD,MUC5B,TP63,601,0.10371258312557699,0.01095547376371474,0.015813089489135426,65.24160966438657,0.019126702401024206,0.1868243916293182
TCGA-LUAD,PTPRC,TP63,601,,,,,,
TCGA-LUAD,COL1A1,TP63,601,0.07759879713213307,0.057267304938285524,0.07488801415006568,59.84239369574783,-0.007202578375173653,0.16129201589545059
TCGA-LUAD,PECAM1,TP63,601,0.1612127075029989,7.188880123593092e-05,0.00012939984222467565,75.72652906116245,0.07751786128282064,0.24265126620935432
TCGA-LUAD,FOXJ1,MUC5B,601,0.054507990558371716,0.18204328994571853,0.21425094893611488,54.920196807872316,-0.03038639313110239,0.13862159611926725
TCGA-LUAD,FOXJ1,PTPRC,601,,,,,,
TCGA-LUAD,COL1A1,FOXJ1,601,0.060153841051182703,0.14076357393859237,0.1709271969254336,56.127745109804394,-0.024726225671217055,0.14417281335371065
TCGA-LUAD,FOXJ1,PECAM1,601,-0.0220670421943494,0.589252417198881,0.6091595934556,37.917516700668024,-0.10662163644919201,0.06280442457625683
TCGA-LUAD,MUC5B,PTPRC,601,,,,,,
TCGA-LUAD,COL1A1,MUC5B,601,0.08803699260921723,0.030931594739251216,0.04151345609741611,62.017980719228774,0.0033076672016670618,0.17151126890181614
TCGA-LUAD,MUC5B,PECAM1,601,-0.03340749912935806,0.41363242048288595,0.4456743685484616,35.51442057682308,-0.11782788450123143,0.05149230269957918
TCGA-LUAD,COL1A1,PTPRC,601,,,,,,
TCGA-LUAD,PECAM1,PTPRC,601,,,,,,
TCGA-LUAD,COL1A1,PECAM1,601,-0.0377414718547714,0.3556704341303084,0.39698237733793923,34.605884235369416,-0.12210489545574424,0.04716339715925469
