organism,cell_type,disease,n_cells,gene_a,gene_b,spearman_rho,p_value,frac_pos_a,frac_pos_b,fdr
human,goblet cell,normal,1317,ELF3,GRHL1,0.03492458868123099,0.20529351847615632,0.9240698557327259,0.32270311313591493,0.24304864831085174
human,goblet cell,normal,1317,ELF3,KLF4,-0.03732271147234035,0.17584960942059716,0.9240698557327259,0.22247532270311313,0.21258814284414912
human,goblet cell,normal,1317,ELF3,TFAP2A,0.04782587216413504,0.08274623605527748,0.9240698557327259,0.1070615034168565,0.10522052239127877
human,goblet cell,normal,1317,ELF3,TACSTD2,0.08144127811978458,0.0030999189486543366,0.9240698557327259,0.42976461655277143,0.00442232204586422
human,goblet cell,normal,1317,ELF3,CLDN4,0.10057520052395835,0.0002564503625000742,0.9240698557327259,0.4548215641609719,0.0003839300485102855
human,goblet cell,normal,1317,ELF3,NKX2-1,-0.025024579911238506,0.36417725567774795,0.9240698557327259,0.11769172361427487,0.40595516596112596
human,goblet cell,normal,1317,GRHL1,KLF4,-0.10962831796490882,6.699593674720103e-05,0.32270311313591493,0.22247532270311313,0.0001045542649236622
human,goblet cell,normal,1317,GRHL1,TFAP2A,-0.016234525493370195,0.5561039222326699,0.32270311313591493,0.1070615034168565,0.5929472462729296
human,goblet cell,normal,1317,GRHL1,TACSTD2,-0.21719252516710363,1.588509326479603e-15,0.32270311313591493,0.42976461655277143,3.588080276916647e-15
human,goblet cell,normal,1317,GRHL1,CLDN4,-0.21076457405877885,1.0885498199067173e-14,0.32270311313591493,0.4548215641609719,2.365414165620082e-14
human,goblet cell,normal,1317,GRHL1,NKX2-1,0.03613750844822843,0.18998250571774045,0.32270311313591493,0.11769172361427487,0.22844522998709615
human,goblet cell,normal,1317,KLF4,TFAP2A,-0.024602755110537756,0.3723214391981059,0.22247532270311313,0.1070615034168565,0.41324470083410464
human,goblet cell,normal,1317,KLF4,TACSTD2,0.2226238008786537,2.97714781990333e-16,0.22247532270311313,0.42976461655277143,6.906446519145112e-16
human,goblet cell,normal,1317,KLF4,CLDN4,0.3454939417410783,3.19551927707542e-38,0.22247532270311313,0.4548215641609719,1.0686314465544425e-37
human,goblet cell,normal,1317,KLF4,NKX2-1,-0.0396257487363365,0.15065065549723433,0.22247532270311313,0.11769172361427487,0.1829836971251785
human,goblet cell,normal,1317,TFAP2A,TACSTD2,0.06911884408023235,0.012108163129461481,0.1070615034168565,0.42976461655277143,0.01649657145945149
human,goblet cell,normal,1317,TFAP2A,CLDN4,0.021997049423017737,0.425089702428273,0.1070615034168565,0.4548215641609719,0.4677803349370953
human,goblet cell,normal,1317,TFAP2A,NKX2-1,0.017107834860440544,0.5350552535567596,0.1070615034168565,0.11769172361427487,0.575268174492132
human,goblet cell,normal,1317,TACSTD2,CLDN4,0.5968565718726282,6.352481012219214e-128,0.42976461655277143,0.4548215641609719,5.452546202154825e-127
human,goblet cell,normal,1317,TACSTD2,NKX2-1,0.043940964862239563,0.1109595473931412,0.42976461655277143,0.11769172361427487,0.1386994342414265
human,goblet cell,normal,1317,CLDN4,NKX2-1,0.01907970123389582,0.4890520750417719,0.4548215641609719,0.11769172361427487,0.5291214677447742
human,ionocyte,normal,185,ELF3,GRHL1,0.11701737671408688,0.11267688325547108,0.745945945945946,0.03783783783783784,0.14050507234035742
human,ionocyte,normal,185,ELF3,KLF4,0.18631445192604348,0.0111090996322133,0.745945945945946,0.3837837837837838,0.015175560505543367
human,ionocyte,normal,185,ELF3,TFAP2A,0.10934296671854658,0.1384491783024358,0.745945945945946,0.16216216216216217,0.16896049010842284
human,ionocyte,normal,185,ELF3,TACSTD2,0.13267259631566783,0.07181671062050494,0.745945945945946,0.6756756756756757,0.09246401492390012
human,ionocyte,normal,185,ELF3,CLDN4,0.05701648625639436,0.44077856692925466,0.745945945945946,0.7027027027027027,0.4829807701458854
human,ionocyte,normal,185,ELF3,NKX2-1,-0.03088774218084513,0.6764071922854102,0.745945945945946,0.2,0.7051613441841827
human,ionocyte,normal,185,GRHL1,KLF4,-0.06214318388813145,0.4007276840016126,0.03783783783783784,0.3837837837837838,0.4428642859674474
human,ionocyte,normal,185,GRHL1,TFAP2A,-0.013262334415641414,0.8578022633655331,0.03783783783783784,0.16216216216216217,0.8765241381612094
human,ionocyte,normal,185,GRHL1,TACSTD2,0.09378038300985257,0.20418946412497868,0.03783783783783784,0.6756756756756757,0.24229855765982494
human,ionocyte,normal,185,GRHL1,CLDN4,0.019638855957168622,0.7907533836589967,0.03783783783783784,0.7027027027027027,0.8144759851687666
human,ionocyte,normal,185,GRHL1,NKX2-1,0.0878150254249865,0.2345909613547983,0.03783783783783784,0.2,0.27457805704027527
human,ionocyte,normal,185,KLF4,TFAP2A,0.009201626225553206,0.9010698370302066,0.3837837837837838,0.16216216216216217,0.9099038550403067
human,ionocyte,normal,185,KLF4,TACSTD2,0.09037808408520506,0.221160368150613,0.3837837837837838,0.6756756756756757,0.2600401588985518
human,ionocyte,normal,185,KLF4,CLDN4,0.07891706443197488,0.2856201542747924,0.3837837837837838,0.7027027027027027,0.32980802567604955
human,ionocyte,normal,185,KLF4,NKX2-1,-0.0706858120433689,0.339016098292079,0.3837837837837838,0.2,0.380777882942957
human,ionocyte,normal,185,TFAP2A,TACSTD2,0.0625581960390568,0.39758328271790605,0.16216216216216217,0.6756756756756757,0.4403341733327346
human,ionocyte,normal,185,TFAP2A,CLDN4,0.05199119751623661,0.48215592127979323,0.16216216216216217,0.7027027027027027,0.522758525177039
human,ionocyte,normal,185,TFAP2A,NKX2-1,0.002904307530252837,0.9687028772026793,0.16216216216216217,0.2,0.9687028772026793
human,ionocyte,normal,185,TACSTD2,CLDN4,0.3110115920467345,1.6407433406528552e-05,0.6756756756756757,0.7027027027027027,2.69962562439687e-05
human,ionocyte,normal,185,TACSTD2,NKX2-1,-0.03312489110794802,0.6544300943157364,0.6756756756756757,0.2,0.6850233710825289
human,ionocyte,normal,185,CLDN4,NKX2-1,0.009625818894767489,0.8965340597882568,0.7027027027027027,0.2,0.9071022412395919
human,lung secretory cell,normal,8000,ELF3,GRHL1,0.1350409750099823,7.134859574618863e-34,0.859,0.3015,2.21352571140284e-33
human,lung secretory cell,normal,8000,ELF3,KLF4,0.016588333611958335,0.1379214703016605,0.859,0.1155,0.16871628789870582
human,lung secretory cell,normal,8000,ELF3,TFAP2A,0.004790059935929232,0.6683806746285833,0.859,0.03275,0.6982069927661672
human,lung secretory cell,normal,8000,ELF3,TACSTD2,0.09410945911264121,3.3172656782899775e-17,0.859,0.533375,7.836659744584121e-17
human,lung secretory cell,normal,8000,ELF3,CLDN4,0.04976509294906825,8.460427201337902e-06,0.859,0.686,1.4192573318205277e-05
human,lung secretory cell,normal,8000,ELF3,NKX2-1,0.07912103713512618,1.3724215926333428e-12,0.859,0.572375,2.8159247816978946e-12
human,lung secretory cell,normal,8000,GRHL1,KLF4,0.005028882777891951,0.6529054922732092,0.3015,0.1155,0.6848194063558101
human,lung secretory cell,normal,8000,GRHL1,TFAP2A,-0.008159859596900867,0.46555026823691664,0.3015,0.03275,0.507962686741551
human,lung secretory cell,normal,8000,GRHL1,TACSTD2,0.008034308876465501,0.47244304674031673,0.3015,0.533375,0.5143935921168353
human,lung secretory cell,normal,8000,GRHL1,CLDN4,-0.08478197914783811,3.063128195745651e-14,0.3015,0.686,6.57296258670421e-14
human,lung secretory cell,normal,8000,GRHL1,NKX2-1,0.07290259965365153,6.653123803364249e-11,0.3015,0.572375,1.3077705186002245e-10
human,lung secretory cell,normal,8000,KLF4,TFAP2A,0.057294864187668305,2.9280505346503304e-07,0.1155,0.03275,5.164198716934658e-07
human,lung secretory cell,normal,8000,KLF4,TACSTD2,0.13655617373576157,1.319665770217e-34,0.1155,0.533375,4.1440723881814325e-34
human,lung secretory cell,normal,8000,KLF4,CLDN4,0.06663029721540421,2.4419508778331897e-09,0.1155,0.686,4.606610630344662e-09
human,lung secretory cell,normal,8000,KLF4,NKX2-1,-0.043801627530246516,8.891516582790063e-05,0.1155,0.572375,0.00013669047881005619
human,lung secretory cell,normal,8000,TFAP2A,TACSTD2,0.0489351079414067,1.1931899694202719e-05,0.03275,0.533375,1.975861203380836e-05
human,lung secretory cell,normal,8000,TFAP2A,CLDN4,-0.026078380164687026,0.019671596425705058,0.03275,0.686,0.026313953660358717
human,lung secretory cell,normal,8000,TFAP2A,NKX2-1,-0.08054367068945424,5.407589473102593e-13,0.03275,0.572375,1.1139634314591341e-12
human,lung secretory cell,normal,8000,TACSTD2,CLDN4,0.23700007187524066,1.502357376162585e-102,0.533375,0.686,1.018044800952278e-101
human,lung secretory cell,normal,8000,TACSTD2,NKX2-1,0.14126917547086315,6.124587104409111e-37,0.533375,0.572375,1.9963052903611976e-36
human,lung secretory cell,normal,8000,CLDN4,NKX2-1,0.24235426284107317,2.7413344772448705e-107,0.686,0.572375,1.9884327546212793e-106
human,malignant cell,lung adenocarcinoma,8000,ELF3,GRHL1,0.15135699280348464,3.298928825205628e-42,0.717375,0.12975,1.188075765720908e-41
human,malignant cell,lung adenocarcinoma,8000,ELF3,KLF4,0.23242136622204465,1.3668381970411024e-98,0.717375,0.251375,9.024636813797022e-98
human,malignant cell,lung adenocarcinoma,8000,ELF3,TFAP2A,0.08450137578331621,3.7209322440786175e-14,0.717375,0.13625,7.91851283347309e-14
human,malignant cell,lung adenocarcinoma,8000,ELF3,TACSTD2,0.27564297023830897,1.8664941553277037e-139,0.717375,0.7255,1.6863938420943287e-138
human,malignant cell,lung adenocarcinoma,8000,ELF3,CLDN4,0.36168516812716706,7.928751744549587e-246,0.717375,0.78725,1.3171958543364637e-244
human,malignant cell,lung adenocarcinoma,8000,ELF3,NKX2-1,0.12411013352679097,7.823942786464393e-29,0.717375,0.496125,2.1663067392629907e-28
human,malignant cell,lung adenocarcinoma,8000,GRHL1,KLF4,0.08297126523081454,1.0629512283611559e-13,0.12975,0.251375,2.2527567185431902e-13
human,malignant cell,lung adenocarcinoma,8000,GRHL1,TFAP2A,0.08622476524802238,1.1153529212096932e-14,0.12975,0.13625,2.4134737580797983e-14
human,malignant cell,lung adenocarcinoma,8000,GRHL1,TACSTD2,0.1463959634872137,1.4331926580738054e-39,0.12975,0.7255,5.0210491082177535e-39
human,malignant cell,lung adenocarcinoma,8000,GRHL1,CLDN4,0.09399245416178693,3.629703183680086e-17,0.12975,0.78725,8.535603377147234e-17
human,malignant cell,lung adenocarcinoma,8000,GRHL1,NKX2-1,0.06360224723744776,1.2436359462420584e-08,0.12975,0.496125,2.303857957966403e-08
human,malignant cell,lung adenocarcinoma,8000,KLF4,TFAP2A,0.0765772736578592,6.9694053875578114e-12,0.251375,0.13625,1.4130881002331784e-11
human,malignant cell,lung adenocarcinoma,8000,KLF4,TACSTD2,0.16517814068133047,4.865704271769376e-50,0.251375,0.7255,2.088198083301024e-49
human,malignant cell,lung adenocarcinoma,8000,KLF4,CLDN4,0.20710468366712276,3.127749715228619e-78,0.251375,0.78725,1.8304444356167485e-77
human,malignant cell,lung adenocarcinoma,8000,KLF4,NKX2-1,-0.007299048632839849,0.5139152469193083,0.251375,0.496125,0.5548560842000918
human,malignant cell,lung adenocarcinoma,8000,TFAP2A,TACSTD2,0.05337662216014587,1.7809840691831265e-06,0.13625,0.7255,3.0573559854310335e-06
human,malignant cell,lung adenocarcinoma,8000,TFAP2A,CLDN4,0.04752105222348439,2.117278069287694e-05,0.13625,0.78725,3.439741973763919e-05
human,malignant cell,lung adenocarcinoma,8000,TFAP2A,NKX2-1,0.004605322322073483,0.6804491005103134,0.13625,0.496125,0.707941993460225
human,malignant cell,lung adenocarcinoma,8000,TACSTD2,CLDN4,0.37904396071746393,9.877527182219245e-272,0.7255,0.78725,2.119552707851213e-270
human,malignant cell,lung adenocarcinoma,8000,TACSTD2,NKX2-1,0.09168647552428026,2.0914947445709488e-16,0.7255,0.496125,4.873845219249043e-16
human,malignant cell,lung adenocarcinoma,8000,CLDN4,NKX2-1,0.060993279245170326,4.771129414533407e-08,0.78725,0.496125,8.621514556086683e-08
human,multiciliated columnar cell of tracheobronchial tree,lung adenocarcinoma,119,ELF3,GRHL1,0.10121166612730864,0.27340706233545237,0.8739495798319328,0.1092436974789916,0.31712756104224765
human,multiciliated columnar cell of tracheobronchial tree,lung adenocarcinoma,119,ELF3,KLF4,0.1223422800892196,0.18500710051396088,0.8739495798319328,0.18487394957983194,0.22313502755196687
human,multiciliated columnar cell of tracheobronchial tree,lung adenocarcinoma,119,ELF3,TFAP2A,-0.11619640019902158,0.20823224407990357,0.8739495798319328,0.08403361344537816,0.2459623983971338
human,multiciliated columnar cell of tracheobronchial tree,lung adenocarcinoma,119,ELF3,TACSTD2,0.11144467861992327,0.2275675424794537,0.8739495798319328,0.7226890756302521,0.26696420131416554
human,multiciliated columnar cell of tracheobronchial tree,lung adenocarcinoma,119,ELF3,CLDN4,0.16193883604554285,0.07848737227275046,0.8739495798319328,0.7142857142857143,0.1000519720803626
human,multiciliated columnar cell of tracheobronchial tree,lung adenocarcinoma,119,ELF3,NKX2-1,-0.1846588800884892,0.044383327506643554,0.8739495798319328,0.17647058823529413,0.05830972873959549
human,multiciliated columnar cell of tracheobronchial tree,lung adenocarcinoma,119,GRHL1,KLF4,0.2691865804406508,0.003073103867283166,0.1092436974789916,0.18487394957983194,0.004396245810141196
human,multiciliated columnar cell of tracheobronchial tree,lung adenocarcinoma,119,GRHL1,TFAP2A,0.27179688771511384,0.00278830626806122,0.1092436974789916,0.08403361344537816,0.003999937961146318
human,multiciliated columnar cell of tracheobronchial tree,lung adenocarcinoma,119,GRHL1,TACSTD2,0.26836488892753746,0.0031680253531783937,0.1092436974789916,0.7226890756302521,0.004506997394715118
human,multiciliated columnar cell of tracheobronchial tree,lung adenocarcinoma,119,GRHL1,CLDN4,0.18716784473105602,0.04152410966652404,0.1092436974789916,0.7142857142857143,0.05483311917502534
human,multiciliated columnar cell of tracheobronchial tree,lung adenocarcinoma,119,GRHL1,NKX2-1,0.05473480704074308,0.554368142500533,0.1092436974789916,0.17647058823529413,0.5923228078584533
human,multiciliated columnar cell of tracheobronchial tree,lung adenocarcinoma,119,KLF4,TFAP2A,0.050014857303733125,0.5890749886473677,0.18487394957983194,0.08403361344537816,0.6229437764956763
human,multiciliated columnar cell of tracheobronchial tree,lung adenocarcinoma,119,KLF4,TACSTD2,0.31605667632075973,0.0004625056702336089,0.18487394957983194,0.7226890756302521,0.0006864277238337423
human,multiciliated columnar cell of tracheobronchial tree,lung adenocarcinoma,119,KLF4,CLDN4,0.24203415576240775,0.008002518976879626,0.18487394957983194,0.7142857142857143,0.011108617986773603
human,multiciliated columnar cell of tracheobronchial tree,lung adenocarcinoma,119,KLF4,NKX2-1,-0.016075013374979734,0.8622443272056984,0.18487394957983194,0.17647058823529413,0.877580688756788
human,multiciliated columnar cell of tracheobronchial tree,lung adenocarcinoma,119,TFAP2A,TACSTD2,0.16296765102240743,0.07658384604571107,0.08403361344537816,0.7226890756302521,0.097867694078266
human,multiciliated columnar cell of tracheobronchial tree,lung adenocarcinoma,119,TFAP2A,CLDN4,0.036481681838474715,0.6936558622154683,0.08403361344537816,0.7142857142857143,0.7202273569374318
human,multiciliated columnar cell of tracheobronchial tree,lung adenocarcinoma,119,TFAP2A,NKX2-1,0.09524652249525031,0.3028248771406011,0.08403361344537816,0.17647058823529413,0.3473381107514689
human,multiciliated columnar cell of tracheobronchial tree,lung adenocarcinoma,119,TACSTD2,CLDN4,0.28602712543865233,0.001613769833414131,0.7226890756302521,0.7142857142857143,0.0023477160005883546
human,multiciliated columnar cell of tracheobronchial tree,lung adenocarcinoma,119,TACSTD2,NKX2-1,-0.008634568213388616,0.9257450535849763,0.7226890756302521,0.17647058823529413,0.9329915902079506
human,multiciliated columnar cell of tracheobronchial tree,lung adenocarcinoma,119,CLDN4,NKX2-1,0.11459816833732568,0.21459981914806533,0.7142857142857143,0.17647058823529413,0.2529036770280404
human,multiciliated columnar cell of tracheobronchial tree,normal,8000,ELF3,GRHL1,0.13089937918582442,6.516994760440494e-32,0.81625,0.1025,1.9513094776900317e-31
human,multiciliated columnar cell of tracheobronchial tree,normal,8000,ELF3,KLF4,0.1787927619400604,1.8684576067827166e-58,0.81625,0.178375,8.993043621430834e-58
human,multiciliated columnar cell of tracheobronchial tree,normal,8000,ELF3,TFAP2A,0.046747709182143514,2.878449179370027e-05,0.81625,0.073,4.632504148048638e-05
human,multiciliated columnar cell of tracheobronchial tree,normal,8000,ELF3,TACSTD2,0.2593128606988841,4.363789598057103e-123,0.81625,0.665625,3.56722483015779e-122
human,multiciliated columnar cell of tracheobronchial tree,normal,8000,ELF3,CLDN4,0.35927414713449085,2.3544193731579728e-242,0.81625,0.72075,3.7891436786761126e-241
human,multiciliated columnar cell of tracheobronchial tree,normal,8000,ELF3,NKX2-1,0.1583835599325203,4.227239999473859e-46,0.81625,0.190875,1.6876190695573933e-45
human,multiciliated columnar cell of tracheobronchial tree,normal,8000,GRHL1,KLF4,0.1227214822897744,3.182250606563965e-28,0.1025,0.178375,8.67121197026689e-28
human,multiciliated columnar cell of tracheobronchial tree,normal,8000,GRHL1,TFAP2A,0.06809264730185673,1.084049158088542e-09,0.1025,0.073,2.067723394131848e-09
human,multiciliated columnar cell of tracheobronchial tree,normal,8000,GRHL1,TACSTD2,0.12637076378181947,7.702159263983514e-30,0.1025,0.665625,2.167547552432519e-29
human,multiciliated columnar cell of tracheobronchial tree,normal,8000,GRHL1,CLDN4,0.11299376696197685,3.771173252326569e-24,0.1025,0.72075,9.858650888061843e-24
human,multiciliated columnar cell of tracheobronchial tree,normal,8000,GRHL1,NKX2-1,0.11203268577723684,9.131360044432863e-24,0.1025,0.190875,2.3631409160215703e-23
human,multiciliated columnar cell of tracheobronchial tree,normal,8000,KLF4,TFAP2A,0.12726551697786617,3.0409678421230428e-30,0.178375,0.073,8.74915328878976e-30
human,multiciliated columnar cell of tracheobronchial tree,normal,8000,KLF4,TACSTD2,0.16538491646001113,3.6691256158623e-50,0.178375,0.665625,1.5878989009824238e-49
human,multiciliated columnar cell of tracheobronchial tree,normal,8000,KLF4,CLDN4,0.16581655647632237,2.0330838409194883e-50,0.178375,0.72075,8.873204898928275e-50
human,multiciliated columnar cell of tracheobronchial tree,normal,8000,KLF4,NKX2-1,0.06483632828266898,6.462046703648524e-09,0.178375,0.190875,1.2057804537605037e-08
human,multiciliated columnar cell of tracheobronchial tree,normal,8000,TFAP2A,TACSTD2,0.07414176888466797,3.146543503855755e-11,0.073,0.665625,6.256640557859898e-11
human,multiciliated columnar cell of tracheobronchial tree,normal,8000,TFAP2A,CLDN4,0.04292225754531851,0.00012290745974544655,0.073,0.72075,0.00018782593996707707
human,multiciliated columnar cell of tracheobronchial tree,normal,8000,TFAP2A,NKX2-1,-0.01306271362713912,0.24271323881212026,0.073,0.190875,0.2834406303588252
human,multiciliated columnar cell of tracheobronchial tree,normal,8000,TACSTD2,CLDN4,0.3152542674740109,4.497392909745578e-184,0.665625,0.72075,4.8253278094145265e-183
human,multiciliated columnar cell of tracheobronchial tree,normal,8000,TACSTD2,NKX2-1,0.1542662436968279,8.493114129354271e-44,0.665625,0.190875,3.216142482806948e-43
human,multiciliated columnar cell of tracheobronchial tree,normal,8000,CLDN4,NKX2-1,0.19263277918583646,9.820848232254051e-68,0.72075,0.190875,5.160955958786568e-67
human,nasal mucosa goblet cell,lung adenocarcinoma,98,ELF3,GRHL1,0.1465418022437072,0.1499063748734057,0.6632653061224489,0.32653061224489793,0.18251012543688871
human,nasal mucosa goblet cell,lung adenocarcinoma,98,ELF3,KLF4,0.09747233268843754,0.3396675441753867,0.6632653061224489,0.20408163265306123,0.380777882942957
human,nasal mucosa goblet cell,lung adenocarcinoma,98,ELF3,TFAP2A,-0.025574973003809755,0.8026091900345813,0.6632653061224489,0.09183673469387756,0.8250373909537113
human,nasal mucosa goblet cell,lung adenocarcinoma,98,ELF3,TACSTD2,0.062263541231036404,0.5424843320361052,0.6632653061224489,0.8061224489795918,0.5808304178764953
human,nasal mucosa goblet cell,lung adenocarcinoma,98,ELF3,CLDN4,0.1521361003394901,0.13479271187169312,0.6632653061224489,0.6938775510204082,0.165281539556957
human,nasal mucosa goblet cell,lung adenocarcinoma,98,ELF3,NKX2-1,0.19454652503595526,0.0549102866471817,0.6632653061224489,0.2857142857142857,0.07141110510933985
human,nasal mucosa goblet cell,lung adenocarcinoma,98,GRHL1,KLF4,0.26266046126075027,0.008977980011504683,0.32653061224489793,0.20408163265306123,0.012329759215799764
human,nasal mucosa goblet cell,lung adenocarcinoma,98,GRHL1,TFAP2A,0.13233963922696151,0.19394116865208252,0.32653061224489793,0.09183673469387756,0.23173944746130512
human,nasal mucosa goblet cell,lung adenocarcinoma,98,GRHL1,TACSTD2,0.028730637788765792,0.7788426971659026,0.32653061224489793,0.8061224489795918,0.8038156092994786
human,nasal mucosa goblet cell,lung adenocarcinoma,98,GRHL1,CLDN4,0.1911848414974292,0.05932404283645544,0.32653061224489793,0.6938775510204082,0.0767635227657652
human,nasal mucosa goblet cell,lung adenocarcinoma,98,GRHL1,NKX2-1,0.3885424029221768,7.700690527050076e-05,0.32653061224489793,0.2857142857142857,0.00011945348257321656
human,nasal mucosa goblet cell,lung adenocarcinoma,98,KLF4,TFAP2A,0.021018246131273687,0.8372416214506182,0.20408163265306123,0.09183673469387756,0.8572155766343307
human,nasal mucosa goblet cell,lung adenocarcinoma,98,KLF4,TACSTD2,0.17224156744311486,0.08989974969893583,0.20408163265306123,0.8061224489795918,0.11375521153550848
human,nasal mucosa goblet cell,lung adenocarcinoma,98,KLF4,CLDN4,0.10238294285847156,0.31577680298316235,0.20408163265306123,0.6938775510204082,0.35899570317070334
human,nasal mucosa goblet cell,lung adenocarcinoma,98,KLF4,NKX2-1,0.14030870411563157,0.16820610738192698,0.20408163265306123,0.2857142857142857,0.2038262242392762
human,nasal mucosa goblet cell,lung adenocarcinoma,98,TFAP2A,TACSTD2,-0.057666514854262114,0.5727442922469342,0.09183673469387756,0.8061224489795918,0.60817177424159
human,nasal mucosa goblet cell,lung adenocarcinoma,98,TFAP2A,CLDN4,-0.016010967018622053,0.8756571683113961,0.09183673469387756,0.6938775510204082,0.8877233103944271
human,nasal mucosa goblet cell,lung adenocarcinoma,98,TFAP2A,NKX2-1,0.1305215718406941,0.20019121335541723,0.09183673469387756,0.2857142857142857,0.2386538770324997
human,nasal mucosa goblet cell,lung adenocarcinoma,98,TACSTD2,CLDN4,0.1533283816752513,0.1317269733675318,0.8061224489795918,0.6938775510204082,0.16190785509374434
human,nasal mucosa goblet cell,lung adenocarcinoma,98,TACSTD2,NKX2-1,0.19785324301391197,0.050835270415811575,0.8061224489795918,0.2857142857142857,0.066278896871248
human,nasal mucosa goblet cell,lung adenocarcinoma,98,CLDN4,NKX2-1,0.13292463620702957,0.19196040591879282,0.6938775510204082,0.2857142857142857,0.22990606755390303
human,nasal mucosa goblet cell,normal,925,ELF3,GRHL1,0.13014521852047267,7.194655198510017e-05,0.8140540540540541,0.22594594594594594,0.00011194100988618304
human,nasal mucosa goblet cell,normal,925,ELF3,KLF4,0.14171457288012584,1.5177026675971459e-05,0.8140540540540541,0.47243243243243244,2.5051822878606734e-05
human,nasal mucosa goblet cell,normal,925,ELF3,TFAP2A,0.058331761813282194,0.07619517932330545,0.8140540540540541,0.17297297297297298,0.09761322724254305
human,nasal mucosa goblet cell,normal,925,ELF3,TACSTD2,0.1547068020813403,2.2746869215187305e-06,0.8140540540540541,0.745945945945946,3.891906194625071e-06
human,nasal mucosa goblet cell,normal,925,ELF3,CLDN4,0.23882010988525856,1.834022931649849e-13,0.8140540540540541,0.6810810810810811,3.853833014201213e-13
human,nasal mucosa goblet cell,normal,925,ELF3,NKX2-1,-0.036770785731026975,0.26390651152881095,0.8140540540540541,0.10810810810810811,0.30749288107994943
human,nasal mucosa goblet cell,normal,925,GRHL1,KLF4,0.09490069865648158,0.0038657786572449324,0.22594594594594594,0.47243243243243244,0.005484506910416364
human,nasal mucosa goblet cell,normal,925,GRHL1,TFAP2A,0.10400287732382747,0.0015378740844814824,0.22594594594594594,0.17297297297297298,0.0022500146406476233
human,nasal mucosa goblet cell,normal,925,GRHL1,TACSTD2,0.139503761289583,2.063182861252729e-05,0.22594594594594594,0.745945945945946,3.362465739066947e-05
human,nasal mucosa goblet cell,normal,925,GRHL1,CLDN4,0.08035080882141989,0.014508394317524138,0.22594594594594594,0.6810810810810811,0.019611084182480133
human,nasal mucosa goblet cell,normal,925,GRHL1,NKX2-1,0.035970524149188506,0.2744486157516146,0.22594594594594594,0.10810810810810811,0.3176203081170371
human,nasal mucosa goblet cell,normal,925,KLF4,TFAP2A,0.1810716136554903,2.93059411939043e-08,0.47243243243243244,0.17297297297297298,5.3710176921212505e-08
human,nasal mucosa goblet cell,normal,925,KLF4,TACSTD2,0.25894237826827915,1.2277317478373773e-15,0.47243243243243244,0.745945945945946,2.7977073014878287e-15
human,nasal mucosa goblet cell,normal,925,KLF4,CLDN4,0.26225844608722676,5.153419375310294e-16,0.47243243243243244,0.6810810810810811,1.179560434793245e-15
human,nasal mucosa goblet cell,normal,925,KLF4,NKX2-1,0.05197312713896773,0.11419134858904766,0.47243243243243244,0.10810810810810811,0.14204962445255928
human,nasal mucosa goblet cell,normal,925,TFAP2A,TACSTD2,0.13903887840046153,2.1995025202364696e-05,0.17297297297297298,0.745945945945946,3.562087414848371e-05
human,nasal mucosa goblet cell,normal,925,TFAP2A,CLDN4,0.10401319625235728,0.0015362036991730121,0.17297297297297298,0.6810810810810811,0.0022500146406476233
human,nasal mucosa goblet cell,normal,925,TFAP2A,NKX2-1,0.12098939878486967,0.0002257304698470757,0.17297297297297298,0.10810810810810811,0.00034091258642593544
human,nasal mucosa goblet cell,normal,925,TACSTD2,CLDN4,0.44966609024780185,3.0810328330497613e-47,0.745945945945946,0.6810810810810811,1.2593110389052596e-46
human,nasal mucosa goblet cell,normal,925,TACSTD2,NKX2-1,0.05031563502170336,0.12621742286246682,0.745945945945946,0.10810810810810811,0.1558800306335022
human,nasal mucosa goblet cell,normal,925,CLDN4,NKX2-1,0.06845072730984836,0.037390515274581614,0.6810810810810811,0.10810810810810811,0.049629163315488486
human,pulmonary alveolar epithelial cell,normal,8000,ELF3,GRHL1,0.15193497787317428,1.603692340654863e-42,0.370625,0.039875,5.857457839980528e-42
human,pulmonary alveolar epithelial cell,normal,8000,ELF3,KLF4,0.21876797893249456,2.7224642556895697e-87,0.370625,0.0605,1.7098403557074737e-86
human,pulmonary alveolar epithelial cell,normal,8000,ELF3,TACSTD2,0.25659798871545814,1.7797690845131523e-120,0.370625,0.192125,1.4321579351941772e-119
human,pulmonary alveolar epithelial cell,normal,8000,ELF3,CLDN4,0.32453518592317276,1.4189607144869088e-195,0.370625,0.26925,1.6608290180926318e-194
human,pulmonary alveolar epithelial cell,normal,8000,ELF3,NKX2-1,0.022430213880752288,0.044839372360415235,0.370625,0.364625,0.058758973958304955
human,pulmonary alveolar epithelial cell,normal,8000,GRHL1,KLF4,0.1488337017735774,7.437828668158621e-41,0.039875,0.0605,2.641711561449441e-40
human,pulmonary alveolar epithelial cell,normal,8000,GRHL1,TACSTD2,0.15501964255142223,3.253637927305046e-44,0.039875,0.192125,1.2504653228075364e-43
human,pulmonary alveolar epithelial cell,normal,8000,GRHL1,CLDN4,0.14377247637080345,3.2703869610885045e-38,0.039875,0.26925,1.0866124419100514e-37
human,pulmonary alveolar epithelial cell,normal,8000,GRHL1,NKX2-1,0.005960417859082645,0.5940076847119439,0.039875,0.364625,0.6268728639890392
human,pulmonary alveolar epithelial cell,normal,8000,KLF4,TACSTD2,0.3232757582685423,5.4538003782364625e-194,0.0605,0.192125,6.241571543981729e-193
