organism,cell_type,disease,n_cells,gene_a,gene_b,spearman_rho,p_value,frac_pos_a,frac_pos_b,fdr
mouse,ciliated cell,normal,119,Klf4,Tacstd2,-0.12754662053698887,0.16686860050590344,0.3445378151260504,0.5714285714285714,0.25161338715026277
mouse,ciliated cell,normal,119,Klf4,Cldn4,0.01052617155725044,0.9095405544758551,0.3445378151260504,0.15126050420168066,0.9288924811668307
mouse,ciliated cell,normal,119,Klf4,Nkx2-1,-0.02309352689771123,0.8031327688949493,0.3445378151260504,0.7310924369747899,0.850860520305924
mouse,ciliated cell,normal,119,Tacstd2,Cldn4,0.31278658629436007,0.0005333776946143481,0.5714285714285714,0.15126050420168066,0.0013474804916573005
mouse,ciliated cell,normal,119,Tacstd2,Nkx2-1,0.18846351231365596,0.04010890217426674,0.5714285714285714,0.7310924369747899,0.07357556577190333
mouse,ciliated cell,normal,119,Cldn4,Nkx2-1,0.18193987866928032,0.047665176641259265,0.15126050420168066,0.7310924369747899,0.08579731795426668
mouse,classical monocyte,influenza,1978,Klf4,Tacstd2,-0.020223335262540654,0.3686790918334504,0.7709807886754297,0.027300303336703743,0.4740159752144362
mouse,classical monocyte,normal,8000,Klf4,Tacstd2,-0.010413604753375775,0.35169797320710894,0.48,0.053375,0.4562568301065197
mouse,club cell,normal,970,Elf3,Grhl1,0.10866338379290166,0.000698975710114685,0.41030927835051545,0.15360824742268042,0.0017353879699399078
mouse,club cell,normal,970,Elf3,Klf4,0.055929423575249264,0.08167852619949072,0.41030927835051545,0.3835051546391753,0.13519204336467427
mouse,club cell,normal,970,Elf3,Tacstd2,0.2283266658447943,6.141454988332146e-13,0.41030927835051545,0.5123711340206185,3.845084862260126e-12
mouse,club cell,normal,970,Elf3,Cldn4,0.11144866388568576,0.000506279905671807,0.41030927835051545,0.588659793814433,0.001290341706490977
mouse,club cell,normal,970,Elf3,Nkx2-1,0.08234513092403518,0.010297498621472747,0.41030927835051545,0.7505154639175258,0.02164729637214709
mouse,club cell,normal,970,Grhl1,Klf4,0.05172161483289201,0.10742819695580079,0.15360824742268042,0.3835051546391753,0.17188511512928126
mouse,club cell,normal,970,Grhl1,Tacstd2,0.16440299978774436,2.621972052633363e-07,0.15360824742268042,0.5123711340206185,1.048788821053345e-06
mouse,club cell,normal,970,Grhl1,Cldn4,0.02871959774766246,0.3715906796751862,0.15360824742268042,0.588659793814433,0.4749296479236187
mouse,club cell,normal,970,Grhl1,Nkx2-1,0.07065779327862003,0.027768765890334984,0.15360824742268042,0.7505154639175258,0.05367385621756023
mouse,club cell,normal,970,Klf4,Tacstd2,0.17470669715746256,4.3415672375154966e-08,0.3835051546391753,0.5123711340206185,1.8945020672794895e-07
mouse,club cell,normal,970,Klf4,Cldn4,0.042869610465713685,0.18218479991479938,0.3835051546391753,0.588659793814433,0.27186125583141046
mouse,club cell,normal,970,Klf4,Nkx2-1,-0.023648462907450783,0.4619252336202112,0.3835051546391753,0.7505154639175258,0.5613268661713959
mouse,club cell,normal,970,Tacstd2,Cldn4,0.1839759409465454,7.840808179001288e-09,0.5123711340206185,0.588659793814433,3.701889763200608e-08
mouse,club cell,normal,970,Tacstd2,Nkx2-1,0.151729894017966,2.0643869053757878e-06,0.5123711340206185,0.7505154639175258,7.188891136439366e-06
mouse,club cell,normal,970,Cldn4,Nkx2-1,0.05038462894937835,0.11683608791801613,0.588659793814433,0.7505154639175258,0.18488347978235517
mouse,dendritic cell,normal,107,Elf3,Klf4,-0.08498767100030699,0.38409838886013953,0.06542056074766354,0.24299065420560748,0.48572719147374943
mouse,dendritic cell,normal,107,Elf3,Tacstd2,0.27609571480141404,0.003994625878730176,0.06542056074766354,0.04672897196261682,0.008987908227142896
mouse,dendritic cell,normal,107,Elf3,Cldn4,0.05911640679063674,0.5452774934676818,0.06542056074766354,0.07476635514018691,0.6332254762850498
mouse,dendritic cell,normal,107,Klf4,Tacstd2,-0.04570908479816654,0.6401354430547398,0.24299065420560748,0.04672897196261682,0.711810840153533
mouse,dendritic cell,normal,107,Klf4,Cldn4,-0.15884596102691845,0.10221481454967056,0.24299065420560748,0.07476635514018691,0.16538127297924224
mouse,dendritic cell,normal,107,Tacstd2,Cldn4,0.3021917053198706,0.0015589257325803085,0.04672897196261682,0.07476635514018691,0.003680086975271548
mouse,endothelial cell of artery,normal,6760,Elf3,Klf4,-0.1120119478081059,2.5371349712559342e-20,0.02559171597633136,0.8180473372781065,2.5196374886955487e-19
mouse,endothelial cell of artery,normal,6760,Elf3,Tacstd2,0.21305906086910117,3.0391958316423873e-70,0.02559171597633136,0.03831360946745562,7.957167268300069e-69
mouse,endothelial cell of artery,normal,6760,Elf3,Cldn4,0.29240306482386014,2.2952096452992113e-133,0.02559171597633136,0.02529585798816568,1.3220407556923457e-131
mouse,endothelial cell of artery,normal,6760,Elf3,Nkx2-1,0.2600426936259686,6.640448936758855e-105,0.02559171597633136,0.0834319526627219,2.732070419695072e-103
mouse,endothelial cell of artery,normal,6760,Klf4,Tacstd2,-0.11145767032001935,3.8950767104461796e-20,0.8180473372781065,0.03831360946745562,3.7392736420283326e-19
mouse,endothelial cell of artery,normal,6760,Klf4,Cldn4,-0.13774320180341762,5.4245686023605804e-30,0.8180473372781065,0.02529585798816568,7.439408368951654e-29
mouse,endothelial cell of artery,normal,6760,Klf4,Nkx2-1,-0.1597968830391859,6.6390326673077785e-40,0.8180473372781065,0.0834319526627219,1.1247302401086117e-38
mouse,endothelial cell of artery,normal,6760,Tacstd2,Cldn4,0.2989002531028747,1.4908994004447258e-139,0.03831360946745562,0.02529585798816568,1.0734475683202026e-137
mouse,endothelial cell of artery,normal,6760,Tacstd2,Nkx2-1,0.24773676481662868,4.418244754062906e-95,0.03831360946745562,0.0834319526627219,1.5905681114626463e-93
mouse,endothelial cell of artery,normal,6760,Cldn4,Nkx2-1,0.31006939545348455,1.4317885860178626e-150,0.02529585798816568,0.0834319526627219,2.0617755638657223e-148
mouse,endothelial cell of lymphatic vessel,normal,723,Klf4,Tacstd2,-0.0803932680563572,0.030662426284068605,0.7302904564315352,0.02627939142461964,0.05819282814566936
mouse,endothelial cell of lymphatic vessel,normal,723,Klf4,Cldn4,-0.0424191492970851,0.2546475747581372,0.7302904564315352,0.02074688796680498,0.35601214335118214
mouse,endothelial cell of lymphatic vessel,normal,723,Klf4,Nkx2-1,-0.06563192729523369,0.07779887264715588,0.7302904564315352,0.06500691562932227,0.1318004430728288
mouse,endothelial cell of lymphatic vessel,normal,723,Tacstd2,Cldn4,0.09642589348955868,0.009477701592576339,0.02627939142461964,0.02074688796680498,0.020219096730829524
mouse,endothelial cell of lymphatic vessel,normal,723,Tacstd2,Nkx2-1,0.16964185479300686,4.500159763542831e-06,0.02627939142461964,0.06500691562932227,1.5070302463957387e-05
mouse,endothelial cell of lymphatic vessel,normal,723,Cldn4,Nkx2-1,0.03916008694519058,0.2930089595810588,0.02074688796680498,0.06500691562932227,0.40184085885402354
mouse,enucleate erythrocyte,normal,928,Elf3,Klf4,0.035499545119763234,0.2800046610286112,0.03017241379310345,0.125,0.38769876142423093
mouse,enucleate erythrocyte,normal,928,Elf3,Tacstd2,-0.022040464620049362,0.5024771555371594,0.03017241379310345,0.06896551724137931,0.6080395831710164
mouse,enucleate erythrocyte,normal,928,Elf3,Cldn4,0.12377395933640212,0.00015682868031884948,0.03017241379310345,0.05387931034482758,0.00042610056539460993
mouse,enucleate erythrocyte,normal,928,Elf3,Nkx2-1,0.06292474142576895,0.055339926058143016,0.03017241379310345,0.16594827586206898,0.09718230917527554
mouse,enucleate erythrocyte,normal,928,Klf4,Tacstd2,0.040461171875102106,0.21816753617927667,0.125,0.06896551724137931,0.3125982607941875
mouse,enucleate erythrocyte,normal,928,Klf4,Cldn4,0.03785415342218358,0.24931563606944657,0.125,0.05387931034482758,0.351975015627454
mouse,enucleate erythrocyte,normal,928,Klf4,Nkx2-1,0.014524730339591728,0.6585650833401272,0.125,0.16594827586206898,0.7266925057546231
mouse,enucleate erythrocyte,normal,928,Tacstd2,Cldn4,0.10456329993266243,0.0014238319116151664,0.06896551724137931,0.05387931034482758,0.003388955293761718
mouse,enucleate erythrocyte,normal,928,Tacstd2,Nkx2-1,0.08426212141350839,0.010228915069334371,0.06896551724137931,0.16594827586206898,0.02164729637214709
mouse,enucleate erythrocyte,normal,928,Cldn4,Nkx2-1,0.14620067714657095,7.757468650387114e-06,0.05387931034482758,0.16594827586206898,2.5388079219448735e-05
mouse,hematopoietic cell,normal,1241,Elf3,Klf4,0.07118172087186547,0.012133671614426383,0.0684931506849315,0.5938759065269944,0.024960695892534274
mouse,hematopoietic cell,normal,1241,Elf3,Tacstd2,0.07194232534450691,0.011241411219970673,0.0684931506849315,0.1845286059629331,0.023291557060083123
mouse,hematopoietic cell,normal,1241,Elf3,Cldn4,0.06083261187723259,0.03212706654415586,0.0684931506849315,0.0684931506849315,0.06047447820076398
mouse,hematopoietic cell,normal,1241,Elf3,Nkx2-1,0.10991060518530116,0.00010455533323984128,0.0684931506849315,0.23851732473811443,0.0002867803426007075
mouse,hematopoietic cell,normal,1241,Klf4,Tacstd2,0.00375684344035253,0.8948161817662378,0.5938759065269944,0.1845286059629331,0.9240669773581607
mouse,hematopoietic cell,normal,1241,Klf4,Cldn4,0.02448888513882711,0.3887149277056021,0.5938759065269944,0.0684931506849315,0.488773482496323
mouse,hematopoietic cell,normal,1241,Klf4,Nkx2-1,0.10149605417481723,0.0003421063249183566,0.5938759065269944,0.23851732473811443,0.0009039139594173092
mouse,hematopoietic cell,normal,1241,Tacstd2,Cldn4,0.07268393598830397,0.01042796607046273,0.1845286059629331,0.0684931506849315,0.021762711799226567
mouse,hematopoietic cell,normal,1241,Tacstd2,Nkx2-1,0.06863575310148273,0.015593031738487155,0.1845286059629331,0.23851732473811443,0.03097098717713311
mouse,hematopoietic cell,normal,1241,Cldn4,Nkx2-1,0.1434259565378813,3.9005820838491956e-07,0.0684931506849315,0.23851732473811443,1.5180643785791464e-06
mouse,intermediate monocyte,normal,1761,Klf4,Tacstd2,-0.02015582192124309,0.3979379753712876,0.514480408858603,0.033503691084611015,0.4949105432669172
mouse,lung macrophage,normal,1166,Klf4,Tacstd2,-0.009768673611562199,0.7389693137594496,0.3910806174957118,0.022298456260720412,0.7941162774728414
mouse,mesenchymal cell,normal,2088,Klf4,Nkx2-1,-0.028797278371654703,0.18838691734750276,0.6503831417624522,0.03975095785440613,0.2782329856209272
mouse,mesenchymal stem cell,normal,8000,Klf4,Tacstd2,0.009723406617517453,0.384534026583385,0.3,0.028875,0.48572719147374943
mouse,mesenchymal stem cell,normal,8000,Klf4,Cldn4,0.023430642484928488,0.03611231170130102,0.3,0.024,0.06703640309813078
mouse,mesenchymal stem cell,normal,8000,Klf4,Nkx2-1,0.03097623914791163,0.005591344133340204,0.3,0.062125,0.012386977772322914
mouse,mesenchymal stem cell,normal,8000,Tacstd2,Cldn4,0.26253090581391436,3.198234358922889e-126,0.028875,0.024,1.5351524922829867e-124
mouse,mesenchymal stem cell,normal,8000,Tacstd2,Nkx2-1,0.27616523792524417,5.351212589677446e-140,0.028875,0.062125,5.1371640860903484e-138
mouse,mesenchymal stem cell,normal,8000,Cldn4,Nkx2-1,0.3285342402063041,1.1735583328220607e-200,0.024,0.062125,3.379847998527535e-198
mouse,mesothelial cell of pleura,influenza,961,Grhl1,Klf4,0.03882359355438582,0.2292014922752995,0.027055150884495317,0.9053069719042663,0.32678232562022896
mouse,mesothelial cell of visceral pleura,normal,699,Elf3,Klf4,-0.020573147320198718,0.5871233540701232,0.04291845493562232,0.6022889842632332,0.6736714182159182
mouse,mesothelial cell of visceral pleura,normal,699,Elf3,Tacstd2,0.1552127064930005,3.7679845771959185e-05,0.04291845493562232,0.032904148783977114,0.00011187418126107469
mouse,mesothelial cell of visceral pleura,normal,699,Elf3,Cldn4,0.09184265924124753,0.015141297693548371,0.04291845493562232,0.027181688125894134,0.03049436178840511
mouse,mesothelial cell of visceral pleura,normal,699,Elf3,Nkx2-1,0.2549114970581595,7.87700011818958e-12,0.04291845493562232,0.09155937052932761,4.629747008242039e-11
mouse,mesothelial cell of visceral pleura,normal,699,Klf4,Tacstd2,-0.023439928516204522,0.5361173351122568,0.6022889842632332,0.032904148783977114,0.6327942316079097
mouse,mesothelial cell of visceral pleura,normal,699,Klf4,Cldn4,-0.031611091630994986,0.4040184223658307,0.6022889842632332,0.027181688125894134,0.4993875778599109
mouse,mesothelial cell of visceral pleura,normal,699,Klf4,Nkx2-1,-0.05020978391877728,0.18486044839856577,0.6022889842632332,0.09155937052932761,0.2744320058700358
mouse,mesothelial cell of visceral pleura,normal,699,Tacstd2,Cldn4,0.2135067981802337,1.1940146382177338e-08,0.032904148783977114,0.027181688125894134,5.517041558431386e-08
mouse,mesothelial cell of visceral pleura,normal,699,Tacstd2,Nkx2-1,0.2736301661652382,1.8060723775004267e-13,0.032904148783977114,0.09155937052932761,1.1821564652730065e-12
mouse,mesothelial cell of visceral pleura,normal,699,Cldn4,Nkx2-1,0.19659150482349363,1.6099760539159934e-07,0.027181688125894134,0.09155937052932761,6.623901478968658e-07
mouse,multiciliated columnar cell of tracheobronchial tree,normal,109,Elf3,Grhl1,-0.10910650634561483,0.25875103869923316,0.44036697247706424,0.045871559633027525,0.3600014451467592
mouse,multiciliated columnar cell of tracheobronchial tree,normal,109,Elf3,Klf4,0.039624807363497806,0.6824762298954496,0.44036697247706424,0.1651376146788991,0.7445195235223087
mouse,multiciliated columnar cell of tracheobronchial tree,normal,109,Elf3,Tacstd2,0.09459550561797753,0.3278684959157885,0.44036697247706424,0.44036697247706424,0.43514344158408796
mouse,multiciliated columnar cell of tracheobronchial tree,normal,109,Elf3,Cldn4,0.20986413044788438,0.028506988329151006,0.44036697247706424,0.1834862385321101,0.05473341759196993
mouse,multiciliated columnar cell of tracheobronchial tree,normal,109,Elf3,Nkx2-1,-0.058732430408501145,0.5440903268298,0.44036697247706424,0.7706422018348624,0.6332254762850498
mouse,multiciliated columnar cell of tracheobronchial tree,normal,109,Grhl1,Klf4,-0.09695860426809423,0.315874077262697,0.045871559633027525,0.1651376146788991,0.42155415838344273
mouse,multiciliated columnar cell of tracheobronchial tree,normal,109,Grhl1,Tacstd2,-0.11030284961694833,0.25353425352375825,0.045871559633027525,0.44036697247706424,0.35601214335118214
mouse,multiciliated columnar cell of tracheobronchial tree,normal,109,Grhl1,Cldn4,0.006210915611611439,0.948893071237312,0.045871559633027525,0.1834862385321101,0.9588814193555995
mouse,multiciliated columnar cell of tracheobronchial tree,normal,109,Grhl1,Nkx2-1,0.03254805658857436,0.7368836179493514,0.045871559633027525,0.7706422018348624,0.7941162774728414
mouse,multiciliated columnar cell of tracheobronchial tree,normal,109,Klf4,Tacstd2,0.13871049650543438,0.15030700783259965,0.1651376146788991,0.44036697247706424,0.23273343148273493
mouse,multiciliated columnar cell of tracheobronchial tree,normal,109,Klf4,Cldn4,0.014373218213064977,0.8820756914709174,0.1651376146788991,0.1834862385321101,0.922894163262709
mouse,multiciliated columnar cell of tracheobronchial tree,normal,109,Klf4,Nkx2-1,0.1479181657194654,0.12479275134940127,0.1651376146788991,0.7706422018348624,0.19532778472080195
mouse,multiciliated columnar cell of tracheobronchial tree,normal,109,Tacstd2,Cldn4,0.14809759317135515,0.12433092393653151,0.44036697247706424,0.1834862385321101,0.19532778472080195
mouse,multiciliated columnar cell of tracheobronchial tree,normal,109,Tacstd2,Nkx2-1,-0.09416078512616194,0.33010633272623796,0.44036697247706424,0.7706422018348624,0.4361037790144795
mouse,multiciliated columnar cell of tracheobronchial tree,normal,109,Cldn4,Nkx2-1,0.04231941787620875,0.6621622874552753,0.1834862385321101,0.7706422018348624,0.7278730488057987
mouse,myeloid dendritic cell,normal,618,Klf4,Tacstd2,-0.05692616297598608,0.15752543449457945,0.5453074433656958,0.032362459546925564,0.24190626806377707
mouse,myeloid dendritic cell,normal,618,Klf4,Cldn4,-0.0033112190097492147,0.9345280905570561,0.5453074433656958,0.021035598705501618,0.9476904580296907
mouse,myeloid dendritic cell,normal,618,Tacstd2,Cldn4,0.2937005944295864,9.231769402512635e-14,0.032362459546925564,0.021035598705501618,6.183138576566601e-13
mouse,neutrophil,influenza,1230,Klf4,Tacstd2,0.00735312665182626,0.7966960218282755,0.15203252032520326,0.14227642276422764,0.8498090899501605
mouse,neutrophil,normal,945,Klf4,Tacstd2,-0.03302419990949921,0.31052311016290834,0.07830687830687831,0.4253968253968254,0.42155415838344273
mouse,plasma cell,influenza,568,Klf4,Nkx2-1,0.06240423263688872,0.13742831195018207,0.2482394366197183,0.02112676056338028,0.21394245319812127
mouse,plasma cell,normal,149,Klf4,Tfap2a,-0.08267281721971513,0.3161656187875821,0.2550335570469799,0.020134228187919462,0.42155415838344273
mouse,plasma cell,normal,149,Klf4,Tacstd2,-0.08267281721971513,0.3161656187875821,0.2550335570469799,0.020134228187919462,0.42155415838344273
mouse,plasma cell,normal,149,Tfap2a,Tacstd2,-0.02054542668913743,0.8035904914000392,0.020134228187919462,0.020134228187919462,0.850860520305924
mouse,progenitor cell,normal,4351,Elf3,Grhl1,0.01610585833713919,0.288172115321734,0.33831303148701447,0.03171684670190761,0.3970984172854516
mouse,progenitor cell,normal,4351,Elf3,Klf4,0.17013114028648477,1.2904466950847618e-29,0.33831303148701447,0.46609974718455527,1.6893120372018699e-28
mouse,progenitor cell,normal,4351,Elf3,Tacstd2,0.14481597315250702,7.973659793260481e-22,0.33831303148701447,0.4130085037922317,9.185656081836074e-21
mouse,progenitor cell,normal,4351,Elf3,Cldn4,0.086258103125492,1.2068528409068658e-08,0.33831303148701447,0.45414847161572053,5.517041558431386e-08
mouse,progenitor cell,normal,4351,Elf3,Nkx2-1,0.15416583366894476,1.4951176906592654e-24,0.33831303148701447,0.923465869914962,1.872147369173341e-23
mouse,progenitor cell,normal,4351,Grhl1,Klf4,0.0074077738787887825,0.6251966449742345,0.03171684670190761,0.46609974718455527,0.7043229288460272
mouse,progenitor cell,normal,4351,Grhl1,Tacstd2,0.030354152687902286,0.04527290447303681,0.03171684670190761,0.4130085037922317,0.08237079904388687
mouse,progenitor cell,normal,4351,Grhl1,Cldn4,0.041009200245167514,0.006821927001908802,0.03171684670190761,0.45414847161572053,0.01499782424847126
mouse,progenitor cell,normal,4351,Grhl1,Nkx2-1,0.028659790608556876,0.05871713307167823,0.03171684670190761,0.923465869914962,0.10187068870267066
mouse,progenitor cell,normal,4351,Klf4,Tacstd2,0.13638975296250164,1.6217505567460793e-19,0.46609974718455527,0.4130085037922317,1.5066585817511962e-18
mouse,progenitor cell,normal,4351,Klf4,Cldn4,-0.009259975621637339,0.5414345437508187,0.46609974718455527,0.45414847161572053,0.6332254762850498
mouse,progenitor cell,normal,4351,Klf4,Nkx2-1,0.10698791768421423,1.4897895054042652e-12,0.46609974718455527,0.923465869914962,9.128922926732518e-12
mouse,progenitor cell,normal,4351,Tacstd2,Cldn4,0.0967960314810359,1.573593089478333e-10,0.4130085037922317,0.45414847161572053,8.715284803264613e-10
mouse,progenitor cell,normal,4351,Tacstd2,Nkx2-1,0.13155499120207922,2.9582475004590128e-18,0.4130085037922317,0.923465869914962,2.4342150860919876e-17
mouse,progenitor cell,normal,4351,Cldn4,Nkx2-1,0.08590500106523087,1.3841315433350181e-08,0.45414847161572053,0.923465869914962,6.228591945007582e-08
mouse,pulmonary alveolar epithelial cell,influenza,495,Elf3,Grhl1,0.04356035299949033,0.33346126094389394,0.5252525252525253,0.06464646464646465,0.4385243979536139
mouse,pulmonary alveolar epithelial cell,influenza,495,Elf3,Klf4,-0.22142225208445443,6.498762016537825e-07,0.5252525252525253,0.8,2.4307057931985628e-06
mouse,pulmonary alveolar epithelial cell,influenza,495,Elf3,Tacstd2,0.10448374312248467,0.020066262520601553,0.5252525252525253,0.7737373737373737,0.03958276442420033
mouse,pulmonary alveolar epithelial cell,influenza,495,Elf3,Cldn4,0.046468637913625745,0.30216320760402865,0.5252525252525253,0.028282828282828285,0.41243129758275004
mouse,pulmonary alveolar epithelial cell,influenza,495,Elf3,Nkx2-1,0.18119475007344826,5.018843852234534e-05,0.5252525252525253,0.901010101010101,0.00014454270294435458
mouse,pulmonary alveolar epithelial cell,influenza,495,Grhl1,Klf4,-0.026543376779598393,0.5557515096823561,0.06464646464646465,0.8,0.6405458021135823
mouse,pulmonary alveolar epithelial cell,influenza,495,Grhl1,Tacstd2,0.02190523962007919,0.6268345776409845,0.06464646464646465,0.7737373737373737,0.7043229288460272
mouse,pulmonary alveolar epithelial cell,influenza,495,Grhl1,Cldn4,0.00132964753167889,0.9764594289865155,0.06464646464646465,0.028282828282828285,0.9832878166018058
mouse,pulmonary alveolar epithelial cell,influenza,495,Grhl1,Nkx2-1,0.07555981867868754,0.09310314867781999,0.06464646464646465,0.901010101010101,0.15235060692734181
