term	es	nes	nom_p	n_set_in_rank	mean_stat	lead_genes	n_lead	fdr
GOBP_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	0.5625832871898567	2.1434404462348766	0.000999000999000999	42	0.9660611958959633	CLDN4,GRHL2,OCLN,CLDN7,CLDN1,MARVELD3,CLDN23,MICALL2,CLDN16,MARVELD2,CLDN3,POF1B,SLC39A9,CLDN9,PDCD6IP,CLDN8,RAB13,ESAM	18	0.0015753477291938832
HALLMARK_COMPLEMENT	0.4274021053678601	2.1295184594725454	0.000999000999000999	194	0.6582796836021968	LGALS3,CTSH,CD55,CTSC,CD46,CTSD,PLAT,DOCK9,EHD1,PRKCD,CASP10,MMP15,ME1,PLA2G4A,ADAM9,LYN,S100A13,F3,LTA4H,CPM,STX4,CASP4,CCL5,S100A9,PLAUR	77	0.0015753477291938832
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.42236518861610794	2.0972744291790515	0.000999000999000999	199	0.6127930169031224	SDC1,SERPINH1,LAMC2,SDC4,FUCA1,IGFBP3,QSOX1,NT5E,NOTCH2,ITGB5,TGFBI,VEGFA,ITGA2,SAT1,CCN1,JUN,IGFBP4,COL1A1,TIMP3,TNC,FAS,THBS1,PLOD1,PLAUR,ANPEP	70	0.0015753477291938832
GOBP_ESTABLISHMENT_OF_SKIN_BARRIER	0.706726804268369	2.0907318676572566	0.000999000999000999	17	2.0464461905530067	CLDN4,LSR,TP63,SFN,CLDN1,TMEM79,KDF1,KRT16,IL18,MET,ALOX12	11	0.0015753477291938832
HALLMARK_KRAS_SIGNALING_UP	0.41400057629565734	2.0662182750241826	0.000999000999000999	197	0.6085200331178419	MPZL2,TSPAN1,GALNT3,JUP,FUCA1,IGFBP3,MALL,ADAM8,PTGS2,PLAT,ENG,ALDH1A3,EMP1,ITGA2,PPP1R15A,SLPI,PIGR,KLF4,G0S2,IL1RL2,BIRC3,ERO1A,PRDM1,IL1B,CSF2RA	62	0.0015753477291938832
HALLMARK_GLYCOLYSIS	0.37739447472269	1.8717682160120062	0.000999000999000999	196	0.4703662918564921	B3GNT3,SDC1,AGRN,DSC2,XYLT2,ELF3,ADORA2B,IDH1,IGFBP3,QSOX1,NT5E,EGFR,IER3,TGFBI,VEGFA,GPR87,TGFA,HDLBP,ME1,SRD5A3,ERO1A,B4GALT1,KDELR3,ANGPTL4,IL13RA1	58	0.0015753477291938832
HALLMARK_G2M_CHECKPOINT	-0.48493959194678055	-2.238438246415964	0.000999000999000999	195	-0.885681334162513	SMC4,RBM14,SLC7A1,TROAP,DTYMK,CTCF,SLC7A5,NOLC1,ODF2,HUS1,POLQ,CCNB2,MCM5,MNAT1,DKC1,CDK1,TPX2,PRC1,PAFAH1B1,RPA2,ARID4A,KIF4A,RAD21,NUP50,RAD54L	111	0.0015753477291938832
HALLMARK_E2F_TARGETS	-0.5742201975165986	-2.6637261505691776	0.000999000999000999	198	-1.1857795339694521	DIAPH3,POP7,CTCF,DCTPP1,MLH1,NOLC1,HUS1,CDCA8,MTHFD2,CCNB2,CDCA3,MCM5,DEPDC1,CDK1,SPAG5,NCAPD2,RAD50,TUBG1,RPA2,TBRG4,KIF4A,RAD21,SLBP,MKI67,DCLRE1B	128	0.0015753477291938832
CUSTOM_CLAUDIN_PANEL	0.6132447633710785	1.9256297031384169	0.001998001998001998	19	1.198296059090948	CLDN4,CLDN7,CLDN1,CLDN23,CLDN16,CLDN3	6	0.0028247614454511008
HALLMARK_TGF_BETA_SIGNALING	0.4642181854777628	1.8493507955351034	0.001998001998001998	53	0.7159339765993098	CDH1,ENG,ACVR1,SMAD3,PPP1R15A,IFNGR2,CTNNB1,THBS1,SMURF1,TJP1,RAB31,BCAR3,JUNB,RHOA,SMURF2,SPTBN1,SKI,UBE2D3,SERPINE1,NCOR2,PPP1CA,FURIN,WWTR1,XIAP	24	0.0028247614454511008
HALLMARK_MYC_TARGETS_V1	-0.3552599511508546	-1.63163020100509	0.001998001998001998	196	-0.47049871007469446	SRSF1,PSMA4,YWHAQ,EIF4A1,HNRNPU,SNRPA1,EIF2S1,RAN,SF3B3,PSMD7,PSMA7,LSM2,NDUFAB1,COX5A,HNRNPA1,SRSF3,EIF4H,SSBP1,COPS5,PSMA6,CNBP,RPL6,DDX21,PGK1,EIF2S2	89	0.0028247614454511008
HALLMARK_APICAL_SURFACE	0.4584354709907187	1.752088202678736	0.002997002997002997	43	0.5872210909773969	ATP8B1,EPHB4,HSPB1,B4GALT1,LYN,CX3CL1,PLAUR,CRYBG1,AFAP1L2,ATP6V0A4,ADAM10,RHCG,LYPD3,RTN4RL1,SHROOM2	15	0.003963778157326544
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	0.5298978174989927	1.6988590222822963	0.002997002997002997	21	0.7740417138360437	HLA-E,HLA-F,HLA-B,TAPBP,B2M,TAP2,PDIA3,HLA-G,ERAP2,HLA-C,TAP1,ERAP1,HLA-A,CANX,PSMB9,PSMB10,TAPBPL	17	0.003963778157326544
HALLMARK_ANGIOGENESIS	0.49447086418553093	1.7916518032503568	0.003996003996003996	35	0.6802894470866261	VEGFA,TNFRSF21,PDGFA,PTK2,CXCL6,SLCO2A1,THBD,OLR1,ITGAV,TIMP1,S100A4,FSTL1	12	0.00511988011988012
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.3152790526712648	1.421278877025435	0.007992007992007992	103	0.3376671848255548	CAB39,DAPP1,TNFRSF1A,SFN,EGFR,RALB,MYD88,GNA14,MKNK2,CLTC,ACTR2,STAT2,SLC2A1,SQSTM1,TSC2,MKNK1,PFN1,CDKN1A,IRAK4,RAC1,ACTR3,PIKFYVE,PITX2,DUSP3,MAPK9	32	0.00992946447491902
HALLMARK_MTORC1_SIGNALING	0.2379221283161406	1.197555172712028	0.029970029970029972	198	0.1117472356495548	SERPINH1,DAPP1,IDH1,CTSC,SYTL2,PPP1R15A,ME1,CD9,SLC9A3R1,ERO1A,RAB1A,EDEM1,LTA4H,ACTR2,DHCR24,BCAT1,TUBA4A,ITGB2,LDLR,FDXR,ARPC5L,TES,SLC2A1,SQSTM1,PGM1	45	0.03614033025797732
HALLMARK_KRAS_SIGNALING_DN	-0.2843621761015325	-1.2988552806896922	0.03196803196803197	168	-0.13638683961177658	ARHGDIG,GTF3C5,CDKAL1,CPA2,KLHDC8A,COQ8A,CCNA1,NGB,DCC,WNT16,KCNN1,CALCB,GPR19,ADRA2C,SNCB,GPR3,NTF3,GRID2,PCDHB1,P2RX6,SHOX2,ATP4A,KCNQ2,TEX15,SLC38A3	28	0.037448266019694594
HALLMARK_HEDGEHOG_SIGNALING	-0.40921426346448525	-1.418077487482969	0.03496503496503497	35	-0.3966145988792307	HEY2,DPYSL2,UNC5C,GLI1,RTN1,L1CAM,HEY1,SLIT1,SCG2,NRCAM,CRMP1,CNTFR	12	0.039821289821289824
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.2531212642348409	1.1735118802123536	0.04395604395604396	110	0.16371841379033306	SHC1,VEGFA,NABP1,ATF3,ERO1A,KDELR3,DNAJA4,EDEM1,EXOSC4,SEC31A,CCL2,YIF1A,DNAJC3,HYOU1,BAG3,SERP1,PREB,SRPRA,CHAC1,WFS1,EIF4G1,YWHAZ,IFIT1,RPS14,GEMIN4	37	0.04870804870804871
HALLMARK_DNA_REPAIR	-0.26761526928227486	-1.179201726817244	0.10789210789210789	150	-0.26989473740624237	RPA3,SDCBP,NELFE,POLR2H,POM121,ARL6IP1,RAD51,POLR2G,GTF2B,XPC,NELFB,POLL,NCBP2,POLR3GL,RPA2,TSG101,POLD1,GTF2A2,UMPS,ERCC2,POLD3,HPRT1,SAC3D1,PCNA,NELFCD	54	0.11640990588359008
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	-0.2757148067094651	-1.0010682346687299	0.2677322677322677	46	-0.24240280021297253	HEY2,GSK3B,HNRNPAB,SMAD4,FGFR1,LOXL3,ROCK1,NOTCH4,HEY1	9	0.2814621276159737
HALLMARK_OXIDATIVE_PHOSPHORYLATION	-0.20747166649568505	-0.9603415829794186	0.3946053946053946	200	-0.23518115848127302	COX17,SLC25A20,TIMM9,COX4I1,IDH3G,ATP5PF,NDUFS6,HSD17B10,SUPV3L1,NDUFA8,NDUFV2,NDUFB4,VDAC2,ACO2,SLC25A3,HSPA9,NDUFA5,NDUFS2,PHYH,PDHA1,MRPS22,CYB5R3,SLC25A11,TOMM70,FH	64	0.4044705294705295
HALLMARK_WNT_BETA_CATENIN_SIGNALING	-0.2212397915489227	-0.7950930038436405	0.48451548451548454	41	-0.011447029489782374	NKD1,DVL2,HDAC2,RBPJ,PTCH1,CSNK1E,SKP2,HEY2,GNAI1,FRAT1,FZD8,NOTCH4,HEY1	13	0.48451548451548454
