term	n_overlap	n_set_in_bg	n_query	n_bg	enrichment	p	overlap_genes	fdr
GOBP_TIGHT_JUNCTION_ORGANIZATION	5	74	274	24083	5.938794634050108	0.0015615744401805275	CLDN23,EPHA2,GRHL2,LSR,PLEC	0.008943562702852112
HALLMARK_HYPOXIA	8	195	274	24083	3.605914280366835	0.0018266608614597676	ADORA2B,ANGPTL4,EDN2,ERRFI1,IGFBP3,SDC4,TGFBI,ZFP36	0.009435437573515938
HALLMARK_IL2_STAT5_SIGNALING	8	197	274	24083	3.569306013561081	0.001946995054852495	AHR,CAPG,DHRS3,EMP1,HOPX,NT5E,PLEC,SPRED2	0.009435437573515938
CUSTOM_EPITHELIAL_ADHESION	3	23	274	24083	11.464455728340209	0.002179605256299482	DSG2,JUP,NECTIN4	0.009808223653347669
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	4	50	274	24083	7.031532846715328	0.0025028600237740647	ADAM9,EPHA2,EVPL,OVOL1	0.010512012099851071
HALLMARK_ADIPOGENESIS	7	194	274	24083	3.171438783956656	0.006951154567842706	ANGPTL4,APLP2,ATL2,GPX3,IDH1,RAB34,RNF11	0.027370171110880654
GOBP_KERATINOCYTE_DIFFERENTIATION	3	39	274	24083	6.761089275687816	0.009841303419267006	ADAM9,EPHA2,EVPL	0.03554924536734308
HALLMARK_APOPTOSIS	6	160	274	24083	3.2960310218978104	0.010156927247812307	BCL10,EMP1,ERBB2,GNA15,GPX3,PTK2	0.03554924536734308
HALLMARK_HEME_METABOLISM	6	182	274	24083	2.8976096895804924	0.018152390652983675	ACP5,BCAM,HEBP1,ICAM4,NFE2,SLC6A9	0.059991912362220956
HALLMARK_XENOBIOTIC_METABOLISM	6	184	274	24083	2.866113932085052	0.01904505154356221	CES1,COMT,CYP2S1,EPHA2,IDH1,JUP	0.059991912362220956
HALLMARK_ALLOGRAFT_REJECTION	6	188	274	24083	2.805132784593881	0.020919365280309226	BCL10,CAPG,CCL2,CD47,ICAM1,UBE2D1	0.06275809584092767
HALLMARK_UV_RESPONSE_DN	5	144	274	24083	3.0518805758313055	0.024666443763496346	ADORA2B,COL1A1,EFEMP1,ERBB2,RND3	0.07063572532273954
HALLMARK_ESTROGEN_RESPONSE_EARLY	6	200	274	24083	2.636824817518248	0.02728186046857137	DHRS3,KRT13,KRT19,RAB31,RHOD,ZNF185	0.07161488372999984
HALLMARK_ESTROGEN_RESPONSE_LATE	6	200	274	24083	2.636824817518248	0.02728186046857137	KRT13,KRT19,LAMC2,LSR,RAB31,ZFP36	0.07161488372999984
HALLMARK_NOTCH_SIGNALING	2	32	274	24083	5.49338503649635	0.051150155571934065	DTX2,NOTCH3	0.12648370453589186
HALLMARK_MYOGENESIS	5	177	274	24083	2.48288589220174	0.052199624094177596	COL1A1,COL6A3,GPX3,HBEGF,IGFBP3	0.12648370453589186
GOBP_CORNIFICATION	1	6	274	24083	14.64902676399027	0.06635816687969619	TMEM79	0.1548357227192911
HALLMARK_INTERFERON_GAMMA_RESPONSE	5	198	274	24083	2.219549509695495	0.07637573185089085	CCL2,GBP6,ICAM1,IRF5,LY6E	0.1718453966645044
GOBP_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	2	42	274	24083	4.185436218282934	0.08253032867225832	CLDN23,GRHL2	0.17929002435697497
HALLMARK_UV_RESPONSE_UP	4	153	274	24083	2.2978865512141597	0.09763824988282808	CDKN2B,GPX3,ICAM1,MARK2	0.19925418739169465
KEGG_TIGHT_JUNCTION	4	154	274	24083	2.282965209972509	0.09939693862682071	AMOTL2,CLDN23,ERBB2,SYNPO	0.19925418739169465
HALLMARK_ANDROGEN_RESPONSE	3	98	274	24083	2.6906375688961717	0.10120847613546395	ALDH1A3,KRT19,STEAP4	0.19925418739169465
HALLMARK_PEROXISOME	3	102	274	24083	2.58512237011593	0.11065879929065844	BCL10,DHRS3,IDH1	0.21125770773671157
HALLMARK_TGF_BETA_SIGNALING	2	53	274	24083	3.3167607767525134	0.12198332297475939	ENG,RAB31	0.22592065823226617
HALLMARK_KRAS_SIGNALING_DN	4	168	274	24083	2.092718109141467	0.12551147679570343	EDN1,EDN2,KRT13,SYNPO	0.22592065823226617
HALLMARK_MITOTIC_SPINDLE	4	199	274	24083	1.766716795657118	0.19191335883107696	CDC42EP1,NET1,SYNPO,WASL	0.3328176186927053
CUSTOM_CLAUDIN_PANEL	1	19	274	24083	4.626008451786401	0.19546431574016027	CLDN23	0.3328176186927053
HALLMARK_CHOLESTEROL_HOMEOSTASIS	2	73	274	24083	2.408059194080592	0.2017699242693419	ERRFI1,MAL2	0.3345132954991721
HALLMARK_PROTEIN_SECRETION	2	96	274	24083	1.8311283454987837	0.2983713756998461	CAV2,VAMP3	0.4699349167272576
HALLMARK_INTERFERON_ALPHA_RESPONSE	2	96	274	24083	1.8311283454987837	0.2983713756998461	CD47,LY6E	0.4699349167272576
HALLMARK_ANGIOGENESIS	1	35	274	24083	2.51126173096976	0.33019817359353354	PTK2	0.5073776813754296
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	2	110	274	24083	1.5980756469807567	0.356614337544216	CCL2,EXOSC4	0.5349215063163241
HALLMARK_COMPLEMENT	3	194	274	24083	1.3591880502671383	0.3797447690109091	ADAM9,CTSD,EHD1	0.5563702429694715
HALLMARK_APICAL_SURFACE	1	43	274	24083	2.044050246138177	0.38887949016091394	EPHB4	0.5568047245485813
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	1	48	274	24083	1.8311283454987837	0.42292411858276396	GPX3	0.5920937660158696
HALLMARK_FATTY_ACID_METABOLISM	2	149	274	24083	1.179787390388478	0.5071710988652862	G0S2,IDH1	0.6845954469273378
HALLMARK_DNA_REPAIR	2	150	274	24083	1.1719221411192213	0.5107299365965853	BCAM,VPS28	0.6845954469273378
HALLMARK_MTORC1_SIGNALING	2	198	274	24083	0.887819803878198	0.6610100727588513	IDH1,SERPINH1	0.8675757204959923
HALLMARK_PI3K_AKT_MTOR_SIGNALING	1	103	274	24083	0.853341364892637	0.6930586768008701	RALB	0.8776729662312016
HALLMARK_BILE_ACID_METABOLISM	1	104	274	24083	0.845136159460977	0.6965658462152393	IDH1	0.8776729662312016
HALLMARK_COAGULATION	1	124	274	24083	0.7088238756769485	0.758897061078178	ADAM9	0.937461075449514
HALLMARK_OXIDATIVE_PHOSPHORYLATION	1	200	274	24083	0.439470802919708	0.8995474610454517	IDH1	1.0
HALLMARK_WNT_BETA_CATENIN_SIGNALING	0	41	274	24083	0.0	1.0		1.0
HALLMARK_IL6_JAK_STAT3_SIGNALING	0	86	274	24083	0.0	1.0		1.0
HALLMARK_G2M_CHECKPOINT	0	195	274	24083	0.0	1.0		1.0
HALLMARK_HEDGEHOG_SIGNALING	0	35	274	24083	0.0	1.0		1.0
HALLMARK_E2F_TARGETS	0	198	274	24083	0.0	1.0		1.0
HALLMARK_MYC_TARGETS_V1	0	196	274	24083	0.0	1.0		1.0
HALLMARK_MYC_TARGETS_V2	0	58	274	24083	0.0	1.0		1.0
HALLMARK_SPERMATOGENESIS	0	106	274	24083	0.0	1.0		1.0
HALLMARK_PANCREAS_BETA_CELLS	0	32	274	24083	0.0	1.0		1.0
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0	46	274	24083	0.0	1.0		1.0
CUSTOM_MHC_I_ANTIGEN_PRESENTATION	0	21	274	24083	0.0	1.0		1.0
