Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Intermediate Filament Organization (GO:0045109)	6/68	0.000336344116417755	0.0312554741246575	0	0	7.100625902744343	56.78637351864876	KRT80;KRT19;KRT14;KRT13;EPPK1;KRT86
GO_Biological_Process_2023	Regulation Of Keratinocyte Proliferation (GO:0010837)	4/25	0.0003474590777101126	0.0312554741246575	0	0	13.901234567901234	110.72143806513556	ZFP36;CDH3;EPPK1;ZFP36L1
GO_Biological_Process_2023	Positive Regulation Of Phosphorylation (GO:0042327)	11/231	0.0003611003999814529	0.0312554741246575	0	0	3.708365019011407	29.393815837691587	DDR1;BMP4;RALB;ERBB2;BCL10;EPHA1;EPHB4;PTK2;EPHA2;PROM2;ENG
GO_Biological_Process_2023	Regulation Of Epithelial Cell Apoptotic Process (GO:1904035)	3/11	0.0003868251748101178	0.0312554741246575	0	0	27.285055350553503	214.39335138221097	YAP1;ZFP36;ZFP36L1
GO_Biological_Process_2023	Regulation Of Ventricular Cardiac Muscle Cell Action Potential (GO:0098911)	3/11	0.0003868251748101178	0.0312554741246575	0	0	27.285055350553503	214.39335138221097	JUP;DSG2;DSC2
GO_Biological_Process_2023	Epithelial Cell-Cell Adhesion (GO:0090136)	3/11	0.0003868251748101178	0.0312554741246575	0	0	27.285055350553503	214.39335138221097	JUP;CCN3;PLEKHA7
GO_Biological_Process_2023	Regulation Of Keratinocyte Differentiation (GO:0045616)	4/26	0.0004062377893492597	0.0312609651232573	0	0	13.268686868686869	103.60949519068632	ERRFI1;ZFP36;GRHL2;ZFP36L1
GO_Biological_Process_2023	Epithelial Cell Differentiation (GO:0030855)	8/132	0.000477209804363413	0.035053229265967	0	0	4.754305117632792	36.35880665210004	BMP4;YAP1;KRT19;KRT14;KRT13;OVOL1;GRHL2;CES1
GO_Biological_Process_2023	Positive Regulation Of Cellular Process (GO:0048522)	19/594	0.0005776768464268652	0.040588077557644	0	0	2.481630008525149	18.50426407041281	YAP1;EDN1;EDN2;LRP5;LAMC2;RHOD;PTK2;ZFP36L1;BMP4;ZFP36;EXOSC4;CDH3;PPP1R13L;CLCF1;ERBB2;ADAM8;CD47;EPHA1;HBEGF
GO_Biological_Process_2023	Prostaglandin Metabolic Process (GO:0006693)	4/30	0.0007133348589822405	0.0480312138381375	0	0	11.225071225071224	81.33192257391161	EDN1;EDN2;CYP2S1;CES1
GO_Biological_Process_2023	Regulation Of Cell Adhesion (GO:0030155)	8/144	0.0008472478987406501	0.0547661041745956	0	0	4.332153914197258	30.64356534457577	ERBB2;TNC;PLXNA1;ADAM8;TGFBI;RHOD;PTK2;EPHA2
GO_Biological_Process_2023	Cellular Component Assembly (GO:0022607)	11/260	0.0009634610673307344	0.0598828109540948	0	0	3.271595889260464	22.7211630411678	YAP1;KRT14;PLS3;QSOX1;CAPG;EPPK1;WASL;BAIAP2;RHOD;GRHL2;VAMP3
GO_Biological_Process_2023	Regulation Of Osteoblast Differentiation (GO:0045667)	6/85	0.0011076259393366	0.0662934636284479	0	0	5.56782542981296	37.89203833931256	YAP1;BMP4;CTNNBIP1;LRP5;TP63;PTK2
GO_Biological_Process_2023	Hippo Signaling (GO:0035329)	3/17	0.0015000523860131	0.0865744519927575	0	0	15.586715867158672	101.34880503813513	YAP1;AMOTL2;TEAD3
GO_Biological_Process_2023	Positive Regulation Of Production Of Molecular Mediator Of Immune Response (GO:0002702)	4/38	0.0017634271527883	0.0918973833800326	0	0	8.580392156862745	54.40394315683239	TRIM6;CLCF1;IRF5;VAMP3
GO_Biological_Process_2023	Regulation Of Extracellular Exosome Assembly (GO:1903551)	2/5	0.0018197501659412	0.0918973833800326	0	0	48.34068627450981	304.9840996256284	SDC4;SDC1
GO_Biological_Process_2023	Regulation Of Keratinocyte Apoptotic Process (GO:1902172)	2/5	0.0018197501659412	0.0918973833800326	0	0	48.34068627450981	304.9840996256284	ZFP36;ZFP36L1
GO_Biological_Process_2023	Negative Regulation Of Erythrocyte Differentiation (GO:0045647)	2/5	0.0018197501659412	0.0918973833800326	0	0	48.34068627450981	304.9840996256284	ZFP36;ZFP36L1
GO_Biological_Process_2023	Transmembrane Receptor Protein Tyrosine Kinase Signaling Pathway (GO:0007169)	11/284	0.0019463822302878	0.0940312702548764	0	0	2.980306132397387	18.60242384223284	DDR1;NTF4;GALNT3;CAV2;ERBB2;EPHA1;BAIAP2;EFNA4;EPHB4;PTK2;EPHA2
GO_Biological_Process_2023	Regulation Of Cell Population Proliferation (GO:0042127)	21/766	0.0020926627070419	0.0940312702548764	0	0	2.1147624479401546	13.046642038709802	YAP1;RARG;FGFBP1;EDN1;CDKN2B;EDN2;JUP;IGFBP3;LRP5;LAMC2;PTPN14;PTK2;ZFP36L1;BMP4;CLCF1;ERBB2;SCGB3A1;CD47;EPHA1;ENG;HBEGF
GO_Biological_Process_2023	Establishment Of Skin Barrier (GO:0061436)	3/19	0.0020947560205294	0.0940312702548764	0	0	13.6369926199262	84.1173096394455	TMEM79;LSR;TP63
GO_Biological_Process_2023	Eye Morphogenesis (GO:0048592)	3/19	0.0020947560205294	0.0940312702548764	0	0	13.6369926199262	84.1173096394455	ALDH1A3;RARG;EFEMP1
GO_Biological_Process_2023	Peptidyl-Tyrosine Phosphorylation (GO:0018108)	5/67	0.002248732482942	0.0982149106063323	0	0	5.895191269936444	35.94527182256854	DDR1;EFEMP1;ERBB2;EPHA1;PTK2
GO_Biological_Process_2023	Skin Development (GO:0043588)	5/68	0.002400509875185	0.1020848410078678	0	0	5.801321767864518	34.99400287567368	COL1A1;ERRFI1;ADAM9;EVPL;EPHA2
GO_Biological_Process_2023	Branching Morphogenesis Of An Epithelial Tube (GO:0048754)	4/42	0.002562034869055	0.1041603506184671	0	0	7.675633528265108	45.80014808145453	BMP4;LRP5;ENG;EPHA2
GO_Biological_Process_2023	Smooth Muscle Cell Migration (GO:0014909)	2/6	0.0027049624712037	0.1041603506184671	0	0	36.25367647058823	214.355925220472	DDR1;CCN3
GO_Biological_Process_2023	Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Independent Decay (GO:0031086)	2/6	0.0027049624712037	0.1041603506184671	0	0	36.25367647058823	214.355925220472	ZFP36;ZFP36L1
GO_Biological_Process_2023	Regulation Of Cell-Cell Adhesion (GO:0022407)	4/43	0.0027947996267047	0.1041603506184671	0	0	7.478442545109211	43.97320376234618	ADAM8;CD47;PTK2;MUC21
GO_Biological_Process_2023	Skin Epidermis Development (GO:0098773)	3/21	0.002817638591537	0.1041603506184671	0	0	12.120541205412056	71.17007409976564	TMEM79;LSR;TP63
GO_Biological_Process_2023	Regulation Of GTPase Activity (GO:0043087)	9/214	0.0028536136963206	0.1041603506184671	0	0	3.234035895075932	18.94876326320112	USP6NL;CAV2;ERBB2;PLXNA1;CCL2;EPHA1;EVI5;PTK2;PROM2
GO_Biological_Process_2023	Cell-Cell Junction Assembly (GO:0007043)	5/71	0.0029005048130142	0.1041603506184671	0	0	5.536780443843641	32.35069102998136	CDH3;JUP;TRPV4;CTNND1;RHOC
GO_Biological_Process_2023	Extracellular Matrix Organization (GO:0030198)	8/176	0.0030133143029741	0.104329091697734	0	0	3.50125313283208	20.32377555886005	COL1A1;MMP28;SERPINH1;COL8A1;ADAM8;QSOX1;CAPG;TGFBI
GO_Biological_Process_2023	Embryonic Organ Morphogenesis (GO:0048562)	4/44	0.0030416365595778	0.104329091697734	0	0	7.291111111111111	42.25461052783966	ALDH1A3;RARG;EFEMP1;FOXE1
GO_Biological_Process_2023	Positive Regulation Of Kinase Activity (GO:0033674)	6/104	0.0030988839118138	0.104329091697734	0	0	4.484008528784648	25.90283152960903	DDR1;ERBB2;EPHA1;EPHB4;PTK2;EPHA2
GO_Biological_Process_2023	Epidermal Growth Factor Receptor Signaling Pathway (GO:0007173)	4/45	0.003302950818495	0.1089299698507764	0	0	7.112917795844625	40.63566564067116	EFEMP1;ERBB2;PTK2;HBEGF
GO_Biological_Process_2023	Regulation Of Fat Cell Differentiation (GO:0045598)	5/75	0.0036788897109455	0.1189017154577589	0	0	5.219330855018588	29.255102494255603	CDS1;YAP1;ZFP36;LRP5;ZFP36L1
GO_Biological_Process_2023	Intermediate Filament Bundle Assembly (GO:0045110)	2/7	0.0037527678936116	0.1189112336485576	0	0	29.001470588235293	161.9808002027734	KRT14;EPPK1
GO_Biological_Process_2023	Wnt Signaling Pathway (GO:0016055)	5/76	0.0038947770532343	0.1210376868851285	0	0	5.145557359024033	28.548163728570465	RARG;JUP;FZD6;LRP5;BCL9L
GO_Biological_Process_2023	Protein Kinase B Signaling (GO:0043491)	3/24	0.0041600875715699	0.1268434248237189	0	0	10.387453874538746	56.94629859303947	CCL2;ZFP36L1;EPHA2
GO_Biological_Process_2023	Positive Regulation Of Fat Cell Differentiation (GO:0045600)	4/50	0.0048404730359388	0.132303101287846	0	0	6.338164251207729	33.78712362691089	CDS1;ZFP36;LRP5;ZFP36L1
GO_Biological_Process_2023	Wound Healing (GO:0042060)	5/80	0.0048494875500759	0.132303101287846	0	0	4.870136307311029	25.95238287145416	ERBB2;EPPK1;EVPL;PPL;PLEC
GO_Biological_Process_2023	Regulation Of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903555)	2/8	0.0049585780378096	0.132303101287846	0	0	24.166666666666668	128.2437097440986	ZFP36;CD47
GO_Biological_Process_2023	Skin Morphogenesis (GO:0043589)	2/8	0.0049585780378096	0.132303101287846	0	0	24.166666666666668	128.2437097440986	COL1A1;ERRFI1
GO_Biological_Process_2023	p38MAPK Cascade (GO:0038066)	2/8	0.0049585780378096	0.132303101287846	0	0	24.166666666666668	128.2437097440986	ZFP36;ZFP36L1
GO_Biological_Process_2023	Positive Regulation Of Membrane Invagination (GO:1905155)	2/8	0.0049585780378096	0.132303101287846	0	0	24.166666666666668	128.2437097440986	RAB31;APLP2
GO_Biological_Process_2023	Positive Regulation Of Actin Filament Bundle Assembly (GO:0032233)	4/51	0.0051968408630818	0.132303101287846	0	0	6.202994483845548	32.62591715868457	CD47;SYNPO;RHOC;EPHA1
GO_Biological_Process_2023	Cell-Cell Adhesion Mediated By Cadherin (GO:0044331)	3/26	0.0052374418233461	0.132303101287846	0	0	9.483234397561366	49.805208326351575	CDH3;CTNND1;PLEKHA7
GO_Biological_Process_2023	Regulation Of Cardiac Muscle Cell Contraction (GO:0086004)	3/26	0.0052374418233461	0.132303101287846	0	0	9.483234397561366	49.805208326351575	JUP;DSG2;DSC2
GO_Biological_Process_2023	Epithelium Development (GO:0060429)	7/154	0.0054050143345955	0.132303101287846	0	0	3.4918851435705367	18.22913559013697	ERRFI1;KRT19;KRT14;TNC;KRT13;GRHL2;CES1
GO_Biological_Process_2023	Cellular Response To Growth Factor Stimulus (GO:0071363)	7/155	0.0055962389691691	0.132303101287846	0	0	3.468114181597328	17.98446278870432	BMP4;EHD1;ZFP36;APLP2;ERBB2;CCL2;ZFP36L1
GO_Biological_Process_2023	Regulation Of Epithelial To Mesenchymal Transition (GO:0010717)	5/83	0.0056667762387878	0.132303101287846	0	0	4.682108473930035	24.221178693660622	COL1A1;SPRED2;PTK2;VASN;BCL9L
GO_Biological_Process_2023	Cellular Response To Epidermal Growth Factor Stimulus (GO:0071364)	3/27	0.0058331509892116	0.132303101287846	0	0	9.087638376383763	46.74861067161649	ZFP36;ERBB2;ZFP36L1
GO_Biological_Process_2023	Positive Regulation Of Response To Wounding (GO:1903036)	3/27	0.0058331509892116	0.132303101287846	0	0	9.087638376383763	46.74861067161649	SCARF1;PTK2;HBEGF
GO_Biological_Process_2023	Regulation Of Kinase Activity (GO:0043549)	5/85	0.006262780422428	0.132303101287846	0	0	4.564591078066915	23.15676866269593	DDR1;ERBB2;EPHA1;EPHB4;EPHA2
GO_Biological_Process_2023	Embryonic Eye Morphogenesis (GO:0048048)	2/9	0.0063178988888985	0.132303101287846	0	0	20.71323529411765	104.89945802168742	RARG;EFEMP1
GO_Biological_Process_2023	Vasoconstriction (GO:0042310)	2/9	0.0063178988888985	0.132303101287846	0	0	20.71323529411765	104.89945802168742	EDN1;EDN2
GO_Biological_Process_2023	Muscle Cell Migration (GO:0014812)	2/9	0.0063178988888985	0.132303101287846	0	0	20.71323529411765	104.89945802168742	DDR1;CCN3
GO_Biological_Process_2023	Negative Regulation Of Protein Autophosphorylation (GO:0031953)	2/9	0.0063178988888985	0.132303101287846	0	0	20.71323529411765	104.89945802168742	ERRFI1;ENG
GO_Biological_Process_2023	Positive Regulation Of Monocyte Differentiation (GO:0045657)	2/9	0.0063178988888985	0.132303101287846	0	0	20.71323529411765	104.89945802168742	CTNNBIP1;ZFP36L1
GO_Biological_Process_2023	Positive Regulation Of Myoblast Fusion (GO:1901741)	2/9	0.0063178988888985	0.132303101287846	0	0	20.71323529411765	104.89945802168742	EHD1;SCGB3A1
GO_Biological_Process_2023	Positive Regulation Of Phagocytosis, Engulfment (GO:0060100)	2/9	0.0063178988888985	0.132303101287846	0	0	20.71323529411765	104.89945802168742	RAB31;APLP2
GO_Biological_Process_2023	Epidermal Cell Differentiation (GO:0009913)	4/54	0.006370246991896	0.132303101287846	0	0	5.8299259259259255	29.47678779217778	ADAM9;OVOL1;EVPL;EPHA2
GO_Biological_Process_2023	Peptidyl-Tyrosine Modification (GO:0018212)	4/54	0.006370246991896	0.132303101287846	0	0	5.8299259259259255	29.47678779217778	EFEMP1;ERBB2;EPHA1;PTK2
GO_Biological_Process_2023	Primary Neural Tube Formation (GO:0014020)	3/28	0.0064677877486013	0.132303101287846	0	0	8.723690036900368	43.97543364289772	SEMA4C;BCL10;GRHL2
GO_Biological_Process_2023	Regulation Of Cardiac Muscle Cell Action Potential (GO:0098901)	3/28	0.0064677877486013	0.132303101287846	0	0	8.723690036900368	43.97543364289772	JUP;DSG2;DSC2
GO_Biological_Process_2023	Protein Autophosphorylation (GO:0046777)	7/162	0.0070799608564495	0.1377001857366537	0	0	3.3103056663042163	16.387624836173334	DDR1;TNK1;ERBB2;EPHA1;EPHB4;MARK2;PTK2
GO_Biological_Process_2023	Tube Closure (GO:0060606)	3/29	0.0071419691723807	0.1377001857366537	0	0	8.387737723531082	41.45024335802557	SEMA4C;BCL10;GRHL2
GO_Biological_Process_2023	Heterotypic Cell-Cell Adhesion (GO:0034113)	3/29	0.0071419691723807	0.1377001857366537	0	0	8.387737723531082	41.45024335802557	JUP;DSG2;DSC2
GO_Biological_Process_2023	Regulation Of Endothelial Cell Migration (GO:0010594)	5/88	0.0072373317627723	0.1377001857366537	0	0	4.398934026067094	21.68015814350359	BMP4;EDN1;RIN2;PTK2;EPHA2
GO_Biological_Process_2023	Positive Regulation Of Cell Adhesion (GO:0045785)	5/88	0.0072373317627723	0.1377001857366537	0	0	4.398934026067094	21.68015814350359	ERBB2;ADAM9;ADAM8;CD47;RHOD
GO_Biological_Process_2023	Regulation Of Mitotic Nuclear Division (GO:0007088)	4/56	0.0072428934329304	0.1377001857366537	0	0	5.605128205128205	27.62058367250813	BMP4;EDN1;CAV2;LRP5
GO_Biological_Process_2023	Regulation Of Phagocytosis, Engulfment (GO:0060099)	2/10	0.0078263291084219	0.1459278485557966	0	0	18.123161764705884	87.90207744223578	RAB31;APLP2
GO_Biological_Process_2023	Response To Epidermal Growth Factor (GO:0070849)	3/30	0.0078562641239816	0.1459278485557966	0	0	8.076670766707666	39.14313328662241	ZFP36;ERBB2;ZFP36L1
GO_Biological_Process_2023	Positive Regulation Of Leukocyte Migration (GO:0002687)	3/31	0.0086111947820843	0.1562218866405317	0	0	7.787822878228782	37.02870072039632	EDN2;ADAM8;ICAM1
GO_Biological_Process_2023	Protein Homooligomerization (GO:0051260)	6/129	0.008766948135308	0.1562218866405317	0	0	3.5680742628321807	16.901134717238037	EHD1;ALDH1A3;STEAP4;APLP2;ATL2;BCL10
GO_Biological_Process_2023	Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0007178)	6/130	0.0090886326311579	0.1562218866405317	0	0	3.539118921521425	16.636445346591163	BMP4;APLP2;ADAM9;PTK2;GDF7;ENG
GO_Biological_Process_2023	Positive Regulation Of Phagocytosis (GO:0050766)	4/60	0.0092168414169898	0.1562218866405317	0	0	5.203703703703703	24.388317206857277	RAB31;APLP2;CCL2;CD47
GO_Biological_Process_2023	Neural Tube Closure (GO:0001843)	3/32	0.0094072381126586	0.1562218866405317	0	0	7.518895533782924	35.08524082863073	SEMA4C;BCL10;GRHL2
GO_Biological_Process_2023	Phosphatidylinositol 3-Kinase Signaling (GO:0014065)	3/32	0.0094072381126586	0.1562218866405317	0	0	7.518895533782924	35.08524082863073	EDN1;ERBB2;ZFP36L1
GO_Biological_Process_2023	Regulation Of Mesenchymal Cell Proliferation (GO:0010464)	2/11	0.0094795583612784	0.1562218866405317	0	0	16.108660130718953	75.04408679458513	CTNNBIP1;LRP5
GO_Biological_Process_2023	Macrophage Chemotaxis (GO:0048246)	2/11	0.0094795583612784	0.1562218866405317	0	0	16.108660130718953	75.04408679458513	EDN2;CCL2
GO_Biological_Process_2023	Negative Regulation Of Myotube Differentiation (GO:0010832)	2/11	0.0094795583612784	0.1562218866405317	0	0	16.108660130718953	75.04408679458513	BHLHE41;CCN3
GO_Biological_Process_2023	Phasic Smooth Muscle Contraction (GO:0014821)	2/11	0.0094795583612784	0.1562218866405317	0	0	16.108660130718953	75.04408679458513	EDN1;EDN2
GO_Biological_Process_2023	Cell-Cell Adhesion Via Plasma-Membrane Adhesion Molecules (GO:0098742)	7/172	0.0096810127542931	0.1562218866405317	0	0	3.10809215753036	14.414053254150858	CDH3;CLDN23;DSG2;NECTIN4;SCARF1;ICAM1;MPZL2
GO_Biological_Process_2023	Positive Regulation Of Organelle Assembly (GO:1902117)	4/61	0.0097597528174647	0.1562218866405317	0	0	5.112150747238466	23.666641586304035	RALB;SDC4;SDC1;CAPG
GO_Biological_Process_2023	Positive Regulation Of Epithelial Cell Migration (GO:0010634)	5/95	0.009913099043956	0.1562218866405317	0	0	4.055349029326725	18.71096783278467	BMP4;EDN1;ADAM9;RIN2;PTK2
GO_Biological_Process_2023	Actin Filament Bundle Assembly (GO:0051017)	3/33	0.0102448273236657	0.1562218866405317	0	0	7.26789667896679	33.2941064234275	PLS3;BAIAP2;RHOD
GO_Biological_Process_2023	Actin Filament Bundle Organization (GO:0061572)	3/33	0.0102448273236657	0.1562218866405317	0	0	7.26789667896679	33.2941064234275	PLS3;BAIAP2;RHOD
GO_Biological_Process_2023	Positive Regulation Of Notch Signaling Pathway (GO:0045747)	3/33	0.0102448273236657	0.1562218866405317	0	0	7.26789667896679	33.2941064234275	YAP1;CCN3;TP63
GO_Biological_Process_2023	Regulation Of Cell Adhesion Mediated By Integrin (GO:0033628)	3/33	0.0102448273236657	0.1562218866405317	0	0	7.26789667896679	33.2941064234275	ADAM9;PTK2;EPHA2
GO_Biological_Process_2023	Phosphatidylinositol-Mediated Signaling (GO:0048015)	4/62	0.0103230139621651	0.1562218866405317	0	0	5.02375478927203	22.97553722139311	EDN1;PLCB3;ERBB2;ZFP36L1
GO_Biological_Process_2023	Cellular Response To Transforming Growth Factor Beta Stimulus (GO:0071560)	5/96	0.0103438996723619	0.1562218866405317	0	0	4.010580497569345	18.33380059246535	APLP2;ADAM9;PTK2;ENG;ZFP36L1
GO_Biological_Process_2023	Positive Regulation Of Supramolecular Fiber Organization (GO:1902905)	5/96	0.0103438996723619	0.1562218866405317	0	0	4.010580497569345	18.33380059246535	EDN1;TRPV4;CDC42EP1;SYNPO;BAIAP2
GO_Biological_Process_2023	Positive Regulation Of MAPK Cascade (GO:0043410)	10/310	0.0107386420329242	0.1606819030111621	0	0	2.452777777777778	11.12066544828664	DDR1;BMP4;EDN1;CAV2;ERBB2;SEMA4C;ADAM9;CCL2;ADAM8;ICAM1
GO_Biological_Process_2023	Positive Regulation Of Hydrolase Activity (GO:0051345)	7/176	0.0108956406473801	0.1612191055384559	0	0	3.033907319992022	13.711418019073871	USP6NL;CAV2;ERBB2;CCL2;PRSS22;RHOC;EVI5
GO_Biological_Process_2023	Atrial Cardiac Muscle Tissue Development (GO:0003228)	2/12	0.0112733656719341	0.1612191055384559	0	0	14.49705882352941	65.02383706091048	BMP4;ENG
GO_Biological_Process_2023	Macrophage Migration (GO:1905517)	2/12	0.0112733656719341	0.1612191055384559	0	0	14.49705882352941	65.02383706091048	EDN2;CCL2
GO_Biological_Process_2023	Negative Regulation Of Mononuclear Cell Migration (GO:0071676)	2/12	0.0112733656719341	0.1612191055384559	0	0	14.49705882352941	65.02383706091048	CCN3;WASL
GO_Biological_Process_2023	Positive Regulation Of Cellular Extravasation (GO:0002693)	2/12	0.0112733656719341	0.1612191055384559	0	0	14.49705882352941	65.02383706091048	CD47;ICAM1
GO_Biological_Process_2023	Supramolecular Fiber Organization (GO:0097435)	10/316	0.012157159806389	0.1723330723431987	0	0	2.4039413745296097	10.600989615094427	COL1A1;KRT19;KRT80;TRPV4;KRT14;SERPINH1;KRT13;EPPK1;PRSS8;KRT86
GO_Biological_Process_2023	Blood Vessel Diameter Maintenance (GO:0097746)	3/36	0.0130105752901413	0.1808224267416973	0	0	6.606172425360617	28.6839528974698	EDN1;EDN2;ADORA2B
GO_Biological_Process_2023	Positive Regulation Of Signaling Receptor Activity (GO:2000273)	3/36	0.0130105752901413	0.1808224267416973	0	0	6.606172425360617	28.6839528974698	EDN1;CCL2;HBEGF
GO_Biological_Process_2023	Activation Of GTPase Activity (GO:0090630)	5/102	0.0132002168630947	0.1808224267416973	0	0	3.7613536197447592	16.27734061634201	USP6NL;GRTP1;EPHA1;EVI5;EPHA2
GO_Biological_Process_2023	Regulation Of Myoblast Fusion (GO:1901739)	2/13	0.0132036177942576	0.1808224267416973	0	0	13.178475935828876	57.02674991649031	EHD1;SCGB3A1
GO_Biological_Process_2023	Positive Regulation Of Exocytosis (GO:0045921)	3/37	0.0140178535476459	0.1889082229756983	0	0	6.411547644888214	27.360789145077582	SDC4;SDC1;RAB27B
GO_Biological_Process_2023	Positive Regulation Of Transferase Activity (GO:0051347)	6/143	0.014071351593517	0.1889082229756983	0	0	3.20116570432509	13.648536034923488	DDR1;ERBB2;EPHA1;GRHL2;EPHB4;EPHA2
GO_Biological_Process_2023	Cell-Cell Junction Organization (GO:0045216)	4/68	0.014144736992611	0.1889082229756983	0	0	4.551388888888889	19.38169210174062	CDH3;TRPV4;CTNND1;DSG2
GO_Biological_Process_2023	Actin Filament Organization (GO:0007015)	6/144	0.0145200362857563	0.1923309724408382	0	0	3.1778066190785204	13.449195067150692	TRPV4;PLS3;CAPG;PRSS8;WASL;BAIAP2
GO_Biological_Process_2023	Regulation Of Cholesterol Storage (GO:0010885)	2/14	0.0152662676245163	0.1927366287595191	0	0	12.079656862745098	50.51844911163328	EHD1;CES1
GO_Biological_Process_2023	Negative Regulation Of Smooth Muscle Cell Migration (GO:0014912)	2/14	0.0152662676245163	0.1927366287595191	0	0	12.079656862745098	50.51844911163328	BMP4;IGFBP3
GO_Biological_Process_2023	Positive Regulation Of Exosomal Secretion (GO:1903543)	2/14	0.0152662676245163	0.1927366287595191	0	0	12.079656862745098	50.51844911163328	SDC4;SDC1
GO_Biological_Process_2023	Positive Regulation Of Membrane Protein Ectodomain Proteolysis (GO:0051044)	2/14	0.0152662676245163	0.1927366287595191	0	0	12.079656862745098	50.51844911163328	ADAM9;PACSIN3
GO_Biological_Process_2023	Positive Regulation Of Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:1900153)	2/14	0.0152662676245163	0.1927366287595191	0	0	12.079656862745098	50.51844911163328	ZFP36;ZFP36L1
GO_Biological_Process_2023	Prostanoid Biosynthetic Process (GO:0046457)	2/14	0.0152662676245163	0.1927366287595191	0	0	12.079656862745098	50.51844911163328	EDN1;EDN2
GO_Biological_Process_2023	Regulation Of Notch Signaling Pathway (GO:0008593)	4/70	0.0155929126403595	0.1947194271179227	0	0	4.413019079685746	18.36230225151925	YAP1;ARRDC1;CCN3;TP63
