Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Neural Tube Development (GO:0021915)	1/17	0.2091160603039496	0.4121116505502227	0	0	4.512362637362638	7.061242278347893	GRHL2
GO_Biological_Process_2023	Neuron Maturation (GO:0042551)	1/17	0.2091160603039496	0.4121116505502227	0	0	4.512362637362638	7.061242278347893	SCARF1
GO_Biological_Process_2023	Nicotinamide Nucleotide Metabolic Process (GO:0046496)	1/17	0.2091160603039496	0.4121116505502227	0	0	4.512362637362638	7.061242278347893	IDH1
GO_Biological_Process_2023	Nuclear-Transcribed mRNA Catabolic Process, Exonucleolytic (GO:0000291)	1/17	0.2091160603039496	0.4121116505502227	0	0	4.512362637362638	7.061242278347893	EXOSC4
GO_Biological_Process_2023	Positive Regulation By Host Of Viral Process (GO:0044794)	1/17	0.2091160603039496	0.4121116505502227	0	0	4.512362637362638	7.061242278347893	CAV2
GO_Biological_Process_2023	Positive Regulation Of SMAD Protein Signal Transduction (GO:0060391)	1/17	0.2091160603039496	0.4121116505502227	0	0	4.512362637362638	7.061242278347893	BMP4
GO_Biological_Process_2023	Positive Regulation Of Cardiac Muscle Hypertrophy (GO:0010613)	1/17	0.2091160603039496	0.4121116505502227	0	0	4.512362637362638	7.061242278347893	EDN1
GO_Biological_Process_2023	Positive Regulation Of Cartilage Development (GO:0061036)	1/17	0.2091160603039496	0.4121116505502227	0	0	4.512362637362638	7.061242278347893	BMP4
GO_Biological_Process_2023	Positive Regulation Of Glial Cell Differentiation (GO:0045687)	1/17	0.2091160603039496	0.4121116505502227	0	0	4.512362637362638	7.061242278347893	CLCF1
GO_Biological_Process_2023	Positive Regulation Of Leukocyte Proliferation (GO:0070665)	1/17	0.2091160603039496	0.4121116505502227	0	0	4.512362637362638	7.061242278347893	PTK2
GO_Biological_Process_2023	rRNA Transcription (GO:0009303)	1/17	0.2091160603039496	0.4121116505502227	0	0	4.512362637362638	7.061242278347893	ZFP36L1
GO_Biological_Process_2023	Receptor Recycling (GO:0001881)	1/17	0.2091160603039496	0.4121116505502227	0	0	4.512362637362638	7.061242278347893	PHETA2
GO_Biological_Process_2023	Regulation Of Cartilage Development (GO:0061035)	1/17	0.2091160603039496	0.4121116505502227	0	0	4.512362637362638	7.061242278347893	BMP4
GO_Biological_Process_2023	Negative Regulation Of Intracellular Signal Transduction (GO:1902532)	5/231	0.2112267551734564	0.4147677501606228	0	0	1.6037766884889957	2.4935889678980687	SPRED2;TSPAN6;CCN3;EPHA2;DUSP7
GO_Biological_Process_2023	Phosphatidylinositol Metabolic Process (GO:0046488)	2/63	0.2136072410934856	0.4147677501606228	0	0	2.3704194792671167	3.659018080184684	CDS1;PLCB3
GO_Biological_Process_2023	Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043122)	5/232	0.2136691968029422	0.4147677501606228	0	0	1.596629710299199	2.464120574230853	TRIM6;SHARPIN;TSPAN6;BCL10;RHOC
GO_Biological_Process_2023	Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)	16/938	0.217485562307769	0.4147677501606228	0	0	1.2647934217827776	1.929597695285876	YAP1;RARG;EDN1;JUP;LRP5;WASL;AHR;GRHL1;GRHL2;BARX2;ELK3;BMP4;IRF5;TP63;ENG;BCL9L
GO_Biological_Process_2023	Positive Regulation Of Cysteine-Type Endopeptidase Activity (GO:2001056)	2/64	0.2186410909823523	0.4147677501606228	0	0	2.332068311195446	3.545498834343916	BCL10;CTSD
GO_Biological_Process_2023	3'-UTR-mediated mRNA Stabilization (GO:0070935)	1/18	0.2199603724552312	0.4147677501606228	0	0	4.246714070243482	6.430832555441595	ZFP36
GO_Biological_Process_2023	Regulation Of Collagen Biosynthetic Process (GO:0032965)	1/18	0.2199603724552312	0.4147677501606228	0	0	4.246714070243482	6.430832555441595	BMP4
GO_Biological_Process_2023	Actin Filament Capping (GO:0051693)	1/18	0.2199603724552312	0.4147677501606228	0	0	4.246714070243482	6.430832555441595	CAPG
GO_Biological_Process_2023	Barbed-End Actin Filament Capping (GO:0051016)	1/18	0.2199603724552312	0.4147677501606228	0	0	4.246714070243482	6.430832555441595	CAPG
GO_Biological_Process_2023	Branching Involved In Ureteric Bud Morphogenesis (GO:0001658)	1/18	0.2199603724552312	0.4147677501606228	0	0	4.246714070243482	6.430832555441595	BMP4
GO_Biological_Process_2023	Regulation Of Protein Deacetylation (GO:0090311)	1/18	0.2199603724552312	0.4147677501606228	0	0	4.246714070243482	6.430832555441595	SPRED2
GO_Biological_Process_2023	Cardiac Atrium Morphogenesis (GO:0003209)	1/18	0.2199603724552312	0.4147677501606228	0	0	4.246714070243482	6.430832555441595	ENG
GO_Biological_Process_2023	Cell Junction Maintenance (GO:0034331)	1/18	0.2199603724552312	0.4147677501606228	0	0	4.246714070243482	6.430832555441595	CBLN3
GO_Biological_Process_2023	Regulation Of Vascular Endothelial Cell Proliferation (GO:1905562)	1/18	0.2199603724552312	0.4147677501606228	0	0	4.246714070243482	6.430832555441595	CCL2
GO_Biological_Process_2023	Response To Cholesterol (GO:0070723)	1/18	0.2199603724552312	0.4147677501606228	0	0	4.246714070243482	6.430832555441595	CES1
GO_Biological_Process_2023	Response To Organophosphorus (GO:0046683)	1/18	0.2199603724552312	0.4147677501606228	0	0	4.246714070243482	6.430832555441595	NT5E
GO_Biological_Process_2023	Endothelial Cell Proliferation (GO:0001935)	1/18	0.2199603724552312	0.4147677501606228	0	0	4.246714070243482	6.430832555441595	BMP4
GO_Biological_Process_2023	Energy Reserve Metabolic Process (GO:0006112)	1/18	0.2199603724552312	0.4147677501606228	0	0	4.246714070243482	6.430832555441595	ADGRF5
GO_Biological_Process_2023	Ureteric Bud Development (GO:0001657)	1/18	0.2199603724552312	0.4147677501606228	0	0	4.246714070243482	6.430832555441595	BMP4
GO_Biological_Process_2023	Ureteric Bud Morphogenesis (GO:0060675)	1/18	0.2199603724552312	0.4147677501606228	0	0	4.246714070243482	6.430832555441595	BMP4
GO_Biological_Process_2023	Heart Trabecula Morphogenesis (GO:0061384)	1/18	0.2199603724552312	0.4147677501606228	0	0	4.246714070243482	6.430832555441595	ENG
GO_Biological_Process_2023	Vesicle Transport Along Actin Filament (GO:0030050)	1/18	0.2199603724552312	0.4147677501606228	0	0	4.246714070243482	6.430832555441595	WASL
GO_Biological_Process_2023	Intracellular Lipid Transport (GO:0032365)	1/18	0.2199603724552312	0.4147677501606228	0	0	4.246714070243482	6.430832555441595	GLTP
GO_Biological_Process_2023	Mesenchyme Morphogenesis (GO:0072132)	1/18	0.2199603724552312	0.4147677501606228	0	0	4.246714070243482	6.430832555441595	ENG
GO_Biological_Process_2023	Mitotic Cytokinetic Process (GO:1902410)	1/18	0.2199603724552312	0.4147677501606228	0	0	4.246714070243482	6.430832555441595	KLHDC8B
GO_Biological_Process_2023	Negative Regulation Of ERBB Signaling Pathway (GO:1901185)	1/18	0.2199603724552312	0.4147677501606228	0	0	4.246714070243482	6.430832555441595	ERRFI1
GO_Biological_Process_2023	Negative Regulation Of Lipid Storage (GO:0010888)	1/18	0.2199603724552312	0.4147677501606228	0	0	4.246714070243482	6.430832555441595	CES1
GO_Biological_Process_2023	Negative Regulation Of Monoatomic Ion Transport (GO:0043271)	1/18	0.2199603724552312	0.4147677501606228	0	0	4.246714070243482	6.430832555441595	PACSIN3
GO_Biological_Process_2023	Negative Regulation Of Peptide Hormone Secretion (GO:0090278)	1/18	0.2199603724552312	0.4147677501606228	0	0	4.246714070243482	6.430832555441595	CCN3
GO_Biological_Process_2023	Negative Regulation Of Viral Entry Into Host Cell (GO:0046597)	1/18	0.2199603724552312	0.4147677501606228	0	0	4.246714070243482	6.430832555441595	LY6E
GO_Biological_Process_2023	Nucleosome Disassembly (GO:0006337)	1/18	0.2199603724552312	0.4147677501606228	0	0	4.246714070243482	6.430832555441595	NFE2
GO_Biological_Process_2023	Positive Regulation Of NLRP3 Inflammasome Complex Assembly (GO:1900227)	1/18	0.2199603724552312	0.4147677501606228	0	0	4.246714070243482	6.430832555441595	STMP1
GO_Biological_Process_2023	Positive Regulation Of Cation Transmembrane Transport (GO:1904064)	1/18	0.2199603724552312	0.4147677501606228	0	0	4.246714070243482	6.430832555441595	EDN1
GO_Biological_Process_2023	Positive Regulation Of Macrophage Migration (GO:1905523)	1/18	0.2199603724552312	0.4147677501606228	0	0	4.246714070243482	6.430832555441595	PTK2
GO_Biological_Process_2023	Positive Regulation Of Stress-Activated Protein Kinase Signaling Cascade (GO:0070304)	1/18	0.2199603724552312	0.4147677501606228	0	0	4.246714070243482	6.430832555441595	SEMA4C
GO_Biological_Process_2023	Pulmonary Valve Morphogenesis (GO:0003184)	1/18	0.2199603724552312	0.4147677501606228	0	0	4.246714070243482	6.430832555441595	BMP4
GO_Biological_Process_2023	Regulation Of Adaptive Immune Response (GO:0002819)	1/18	0.2199603724552312	0.4147677501606228	0	0	4.246714070243482	6.430832555441595	AHR
GO_Biological_Process_2023	Inflammatory Response (GO:0006954)	5/236	0.2235277300596522	0.4195374156473218	0	0	1.568660583530472	2.3501983469320264	IRAK2;CCL2;ADAM8;TLR5;HSPG2
GO_Biological_Process_2023	Regulation Of Protein Kinase Activity (GO:0045859)	3/119	0.2235282889061535	0.4195374156473218	0	0	1.8714213004199007	2.8037957690960176	RAP2B;EPHA1;PTK2
GO_Biological_Process_2023	Cellular Response To Tumor Necrosis Factor (GO:0071356)	3/119	0.2235282889061535	0.4195374156473218	0	0	1.8714213004199007	2.8037957690960176	ZFP36;CCL2;ZFP36L1
GO_Biological_Process_2023	Positive Regulation Of Angiogenesis (GO:0045766)	3/119	0.2235282889061535	0.4195374156473218	0	0	1.8714213004199007	2.8037957690960176	JUP;ANGPTL4;EPHA1
GO_Biological_Process_2023	NADP Metabolic Process (GO:0006739)	1/19	0.2306565265219531	0.4221301776438009	0	0	4.01058201058201	5.882824256392369	IDH1
GO_Biological_Process_2023	Regulation Of Granulocyte Chemotaxis (GO:0071622)	1/19	0.2306565265219531	0.4221301776438009	0	0	4.01058201058201	5.882824256392369	PTK2
GO_Biological_Process_2023	Regulation Of Nuclear Division (GO:0051783)	1/19	0.2306565265219531	0.4221301776438009	0	0	4.01058201058201	5.882824256392369	CAV2
GO_Biological_Process_2023	Bicarbonate Transport (GO:0015701)	1/19	0.2306565265219531	0.4221301776438009	0	0	4.01058201058201	5.882824256392369	CYB5R2
GO_Biological_Process_2023	Calcium-Independent Cell-Cell Adhesion Via Plasma Membrane Cell-Adhesion Molecules (GO:0016338)	1/19	0.2306565265219531	0.4221301776438009	0	0	4.01058201058201	5.882824256392369	CLDN23
GO_Biological_Process_2023	Cardiac Ventricle Development (GO:0003231)	1/19	0.2306565265219531	0.4221301776438009	0	0	4.01058201058201	5.882824256392369	ENG
GO_Biological_Process_2023	Regulation Of Smooth Muscle Cell Migration (GO:0014910)	1/19	0.2306565265219531	0.4221301776438009	0	0	4.01058201058201	5.882824256392369	IGFBP3
GO_Biological_Process_2023	Chondroitin Sulfate Proteoglycan Biosynthetic Process (GO:0050650)	1/19	0.2306565265219531	0.4221301776438009	0	0	4.01058201058201	5.882824256392369	CHSY3
GO_Biological_Process_2023	Dopamine Metabolic Process (GO:0042417)	1/19	0.2306565265219531	0.4221301776438009	0	0	4.01058201058201	5.882824256392369	COMT
GO_Biological_Process_2023	snRNA Processing (GO:0016180)	1/19	0.2306565265219531	0.4221301776438009	0	0	4.01058201058201	5.882824256392369	USB1
GO_Biological_Process_2023	Epithelial Structure Maintenance (GO:0010669)	1/19	0.2306565265219531	0.4221301776438009	0	0	4.01058201058201	5.882824256392369	LSR
GO_Biological_Process_2023	tRNA Metabolic Process (GO:0006399)	1/19	0.2306565265219531	0.4221301776438009	0	0	4.01058201058201	5.882824256392369	ZFP36L1
GO_Biological_Process_2023	Gastrulation (GO:0007369)	1/19	0.2306565265219531	0.4221301776438009	0	0	4.01058201058201	5.882824256392369	LRP5
GO_Biological_Process_2023	Insulin Secretion (GO:0030073)	1/19	0.2306565265219531	0.4221301776438009	0	0	4.01058201058201	5.882824256392369	CAMK2G
GO_Biological_Process_2023	Interleukin-1-Mediated Signaling Pathway (GO:0070498)	1/19	0.2306565265219531	0.4221301776438009	0	0	4.01058201058201	5.882824256392369	IRAK2
GO_Biological_Process_2023	Multicellular Organismal-Level Water Homeostasis (GO:0050891)	1/19	0.2306565265219531	0.4221301776438009	0	0	4.01058201058201	5.882824256392369	TRPV4
GO_Biological_Process_2023	Negative Regulation Of Axon Extension Involved In Axon Guidance (GO:0048843)	1/19	0.2306565265219531	0.4221301776438009	0	0	4.01058201058201	5.882824256392369	SEMA4C
GO_Biological_Process_2023	Negative Regulation Of Fatty Acid Metabolic Process (GO:0045922)	1/19	0.2306565265219531	0.4221301776438009	0	0	4.01058201058201	5.882824256392369	APLP2
GO_Biological_Process_2023	Pore Complex Assembly (GO:0046931)	1/19	0.2306565265219531	0.4221301776438009	0	0	4.01058201058201	5.882824256392369	PLEKHA7
GO_Biological_Process_2023	Positive Regulation Of Hormone Secretion (GO:0046887)	1/19	0.2306565265219531	0.4221301776438009	0	0	4.01058201058201	5.882824256392369	EDN1
GO_Biological_Process_2023	rRNA Catabolic Process (GO:0016075)	1/19	0.2306565265219531	0.4221301776438009	0	0	4.01058201058201	5.882824256392369	EXOSC4
GO_Biological_Process_2023	Regulation Of B Cell Differentiation (GO:0045577)	1/19	0.2306565265219531	0.4221301776438009	0	0	4.01058201058201	5.882824256392369	ZFP36L1
GO_Biological_Process_2023	Cholesterol Metabolic Process (GO:0008203)	2/67	0.2337985966038843	0.4269135956066407	0	0	2.2240950226244345	3.2322666930334627	SCARF1;CES1
GO_Biological_Process_2023	Protein Secretion (GO:0009306)	2/67	0.2337985966038843	0.4269135956066407	0	0	2.2240950226244345	3.2322666930334627	CTAGE4;CAMK2G
GO_Biological_Process_2023	Positive Regulation Of Macromolecule Biosynthetic Process (GO:0010557)	3/122	0.234366127258246	0.4269329327240502	0	0	1.8239635337529845	2.646335321959314	SLC6A9;ERBB2;CCL2
GO_Biological_Process_2023	Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508)	10/557	0.2353271633489423	0.4269329327240502	0	0	1.3281120159547948	1.9214839747744008	COL1A1;YAP1;BMP4;NFE2;FOXE1;LRP5;BCL10;AHR;TP63;GDF7
GO_Biological_Process_2023	Regulation Of Cell Motility (GO:2000145)	3/123	0.2379997071193129	0.4269329327240502	0	0	1.8086715867158671	2.596322444530003	TNC;PLXNA1;AMOTL2
GO_Biological_Process_2023	Fc-gamma Receptor Signaling Pathway Involved In Phagocytosis (GO:0038096)	1/20	0.2412065393422388	0.4269329327240502	0	0	3.799305957200694	5.402999471177327	PTK2
GO_Biological_Process_2023	Regulation Of Fibroblast Migration (GO:0010762)	1/20	0.2412065393422388	0.4269329327240502	0	0	3.799305957200694	5.402999471177327	PTK2
GO_Biological_Process_2023	Actin Filament-Based Transport (GO:0099515)	1/20	0.2412065393422388	0.4269329327240502	0	0	3.799305957200694	5.402999471177327	WASL
GO_Biological_Process_2023	Regulation Of Macrophage Chemotaxis (GO:0010758)	1/20	0.2412065393422388	0.4269329327240502	0	0	3.799305957200694	5.402999471177327	PTK2
GO_Biological_Process_2023	Cell Projection Organization (GO:0030030)	1/20	0.2412065393422388	0.4269329327240502	0	0	3.799305957200694	5.402999471177327	CAPG
GO_Biological_Process_2023	Regulation Of Toll-Like Receptor Signaling Pathway (GO:0034121)	1/20	0.2412065393422388	0.4269329327240502	0	0	3.799305957200694	5.402999471177327	TLR5
GO_Biological_Process_2023	Response To ATP (GO:0033198)	1/20	0.2412065393422388	0.4269329327240502	0	0	3.799305957200694	5.402999471177327	NT5E
GO_Biological_Process_2023	Response To Ketone (GO:1901654)	1/20	0.2412065393422388	0.4269329327240502	0	0	3.799305957200694	5.402999471177327	YAP1
GO_Biological_Process_2023	Sensory Perception Of Pain (GO:0019233)	1/20	0.2412065393422388	0.4269329327240502	0	0	3.799305957200694	5.402999471177327	CCL2
GO_Biological_Process_2023	Endothelial Cell Development (GO:0001885)	1/20	0.2412065393422388	0.4269329327240502	0	0	3.799305957200694	5.402999471177327	ICAM1
GO_Biological_Process_2023	Striated Muscle Cell Differentiation (GO:0051146)	1/20	0.2412065393422388	0.4269329327240502	0	0	3.799305957200694	5.402999471177327	SDC1
GO_Biological_Process_2023	Hydrogen Peroxide Catabolic Process (GO:0042744)	1/20	0.2412065393422388	0.4269329327240502	0	0	3.799305957200694	5.402999471177327	GPX3
GO_Biological_Process_2023	Intracellular Monoatomic Ion Homeostasis (GO:0006873)	1/20	0.2412065393422388	0.4269329327240502	0	0	3.799305957200694	5.402999471177327	SLC39A4
GO_Biological_Process_2023	Lipopolysaccharide-Mediated Signaling Pathway (GO:0031663)	1/20	0.2412065393422388	0.4269329327240502	0	0	3.799305957200694	5.402999471177327	CCL2
GO_Biological_Process_2023	Long-Term Memory (GO:0007616)	1/20	0.2412065393422388	0.4269329327240502	0	0	3.799305957200694	5.402999471177327	NTF4
GO_Biological_Process_2023	Myoblast Differentiation (GO:0045445)	1/20	0.2412065393422388	0.4269329327240502	0	0	3.799305957200694	5.402999471177327	SDC1
GO_Biological_Process_2023	Negative Regulation Of Cytokine Production Involved In Inflammatory Response (GO:1900016)	1/20	0.2412065393422388	0.4269329327240502	0	0	3.799305957200694	5.402999471177327	APLP2
GO_Biological_Process_2023	Negative Regulation Of Viral Life Cycle (GO:1903901)	1/20	0.2412065393422388	0.4269329327240502	0	0	3.799305957200694	5.402999471177327	LY6E
GO_Biological_Process_2023	Nuclear-Transcribed mRNA poly(A) Tail Shortening (GO:0000289)	1/20	0.2412065393422388	0.4269329327240502	0	0	3.799305957200694	5.402999471177327	ZFP36
GO_Biological_Process_2023	Positive Regulation Of Epithelial Cell Differentiation (GO:0030858)	1/20	0.2412065393422388	0.4269329327240502	0	0	3.799305957200694	5.402999471177327	BMP4
GO_Biological_Process_2023	Positive Regulation Of Lipid Storage (GO:0010884)	1/20	0.2412065393422388	0.4269329327240502	0	0	3.799305957200694	5.402999471177327	EHD1
GO_Biological_Process_2023	protein-DNA Complex Disassembly (GO:0032986)	1/20	0.2412065393422388	0.4269329327240502	0	0	3.799305957200694	5.402999471177327	NFE2
GO_Biological_Process_2023	Pulmonary Valve Development (GO:0003177)	1/20	0.2412065393422388	0.4269329327240502	0	0	3.799305957200694	5.402999471177327	BMP4
GO_Biological_Process_2023	Receptor Metabolic Process (GO:0043112)	1/20	0.2412065393422388	0.4269329327240502	0	0	3.799305957200694	5.402999471177327	PHETA2
GO_Biological_Process_2023	Regulation Of Calcium Ion Import (GO:0090279)	1/20	0.2412065393422388	0.4269329327240502	0	0	3.799305957200694	5.402999471177327	CCL2
GO_Biological_Process_2023	Positive Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014068)	2/69	0.243938446396263	0.431295984000395	0	0	2.157484635645303	3.043864230442586	DDR1;PTK2
GO_Biological_Process_2023	Protein Ubiquitination (GO:0016567)	8/434	0.2459753848594003	0.4339441185753119	0	0	1.3625613329097392	1.9110247114508785	RNF223;SH3RF2;TRIM6;RNF11;ARRDC1;RNF39;UBE2D1;DTX2
GO_Biological_Process_2023	Sensory Organ Development (GO:0007423)	2/70	0.2490154486105069	0.4339441185753119	0	0	2.1256487889273354	2.955162698927833	NTF4;CPAMD8
GO_Biological_Process_2023	Sulfur Compound Biosynthetic Process (GO:0044272)	2/70	0.2490154486105069	0.4339441185753119	0	0	2.1256487889273354	2.955162698927833	B3GNT3;CHSY3
GO_Biological_Process_2023	Negative Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001237)	2/70	0.2490154486105069	0.4339441185753119	0	0	2.1256487889273354	2.955162698927833	BMP4;ICAM1
GO_Biological_Process_2023	Positive Regulation Of Protein Polymerization (GO:0032273)	2/70	0.2490154486105069	0.4339441185753119	0	0	2.1256487889273354	2.955162698927833	CDC42EP1;BAIAP2
GO_Biological_Process_2023	Protein K48-linked Ubiquitination (GO:0070936)	2/70	0.2490154486105069	0.4339441185753119	0	0	2.1256487889273354	2.955162698927833	TRIM6;UBE2D1
GO_Biological_Process_2023	Regulation Of Actin Filament Polymerization (GO:0030833)	2/70	0.2490154486105069	0.4339441185753119	0	0	2.1256487889273354	2.955162698927833	CDC42EP1;BAIAP2
GO_Biological_Process_2023	Regulation Of Cellular Biosynthetic Process (GO:0031326)	2/70	0.2490154486105069	0.4339441185753119	0	0	2.1256487889273354	2.955162698927833	CD47;CES1
GO_Biological_Process_2023	Aminoglycan Biosynthetic Process (GO:0006023)	1/21	0.251612400436304	0.4339441185753119	0	0	3.609157509157509	4.98015181927627	B3GNT3
GO_Biological_Process_2023	Chaperone-Mediated Protein Complex Assembly (GO:0051131)	1/21	0.251612400436304	0.4339441185753119	0	0	3.609157509157509	4.98015181927627	HOPX
GO_Biological_Process_2023	Focal Adhesion Assembly (GO:0048041)	1/21	0.251612400436304	0.4339441185753119	0	0	3.609157509157509	4.98015181927627	RHOD
GO_Biological_Process_2023	Zinc Ion Transmembrane Transport (GO:0071577)	1/21	0.251612400436304	0.4339441185753119	0	0	3.609157509157509	4.98015181927627	SLC39A4
GO_Biological_Process_2023	Lipid Catabolic Process (GO:0016042)	1/21	0.251612400436304	0.4339441185753119	0	0	3.609157509157509	4.98015181927627	CES1
GO_Biological_Process_2023	Modulation By Symbiont Of Entry Into Host (GO:0052372)	1/21	0.251612400436304	0.4339441185753119	0	0	3.609157509157509	4.98015181927627	TRIM6
GO_Biological_Process_2023	Negative Regulation Of Interleukin-2 Production (GO:0032703)	1/21	0.251612400436304	0.4339441185753119	0	0	3.609157509157509	4.98015181927627	ZFP36
GO_Biological_Process_2023	Peptide Catabolic Process (GO:0043171)	1/21	0.251612400436304	0.4339441185753119	0	0	3.609157509157509	4.98015181927627	ANPEP
GO_Biological_Process_2023	Positive Regulation Of Interferon-Alpha Production (GO:0032727)	1/21	0.251612400436304	0.4339441185753119	0	0	3.609157509157509	4.98015181927627	IRF5
GO_Biological_Process_2023	Positive Regulation Of Signal Transduction By P53 Class Mediator (GO:1901798)	1/21	0.251612400436304	0.4339441185753119	0	0	3.609157509157509	4.98015181927627	SPRED2
GO_Biological_Process_2023	Positive Regulation Of Smoothened Signaling Pathway (GO:0045880)	1/21	0.251612400436304	0.4339441185753119	0	0	3.609157509157509	4.98015181927627	RAB34
GO_Biological_Process_2023	Positive Regulation Of Transcription Regulatory Region DNA Binding (GO:2000679)	1/21	0.251612400436304	0.4339441185753119	0	0	3.609157509157509	4.98015181927627	TRIM6
GO_Biological_Process_2023	Positive Regulation Of Vacuole Organization (GO:0044090)	1/21	0.251612400436304	0.4339441185753119	0	0	3.609157509157509	4.98015181927627	RALB
GO_Biological_Process_2023	Regulation Of Anoikis (GO:2000209)	1/21	0.251612400436304	0.4339441185753119	0	0	3.609157509157509	4.98015181927627	PTK2
GO_Biological_Process_2023	Regulation Of Cell-Substrate Junction Assembly (GO:0090109)	1/21	0.251612400436304	0.4339441185753119	0	0	3.609157509157509	4.98015181927627	PTK2
GO_Biological_Process_2023	Cytosolic Transport (GO:0016482)	3/127	0.2526264194094018	0.4352284581722743	0	0	1.7499702416379002	2.407685155257862	PHETA2;EVI5;VAMP3
GO_Biological_Process_2023	Myeloid Leukocyte Differentiation (GO:0002573)	2/71	0.2540957366890786	0.4359009665494173	0	0	2.0947357203751067	2.8698804548548686	BMP4;EPHA2
GO_Biological_Process_2023	Negative Regulation Of Protein Binding (GO:0032091)	2/71	0.2540957366890786	0.4359009665494173	0	0	2.0947357203751067	2.8698804548548686	RALB;CTNNBIP1
GO_Biological_Process_2023	Positive Regulation Of Cell-Substrate Adhesion (GO:0010811)	2/71	0.2540957366890786	0.4359009665494173	0	0	2.0947357203751067	2.8698804548548686	JUP;EPHA1
GO_Biological_Process_2023	Protein Autoubiquitination (GO:0051865)	2/71	0.2540957366890786	0.4359009665494173	0	0	2.0947357203751067	2.8698804548548686	SH3RF2;RNF11
GO_Biological_Process_2023	Cellular Response To Hypoxia (GO:0071456)	2/72	0.2591782717322513	0.4394514359991248	0	0	2.0647058823529414	2.7878467077656257	ADAM8;ZFP36L1
GO_Biological_Process_2023	Second-Messenger-Mediated Signaling (GO:0019932)	2/72	0.2591782717322513	0.4394514359991248	0	0	2.0647058823529414	2.7878467077656257	EDN1;EDN2
GO_Biological_Process_2023	Positive Regulation Of Protein Localization To Nucleus (GO:1900182)	2/72	0.2591782717322513	0.4394514359991248	0	0	2.0647058823529414	2.7878467077656257	YAP1;JUP
GO_Biological_Process_2023	Regulation Of Dopamine Secretion (GO:0014059)	1/22	0.2618760723187854	0.4394514359991248	0	0	3.437118437118437	4.605339634086824	SYT8
GO_Biological_Process_2023	Fc Receptor Mediated Stimulatory Signaling Pathway (GO:0002431)	1/22	0.2618760723187854	0.4394514359991248	0	0	3.437118437118437	4.605339634086824	PTK2
GO_Biological_Process_2023	Regulation Of Mononuclear Cell Migration (GO:0071675)	1/22	0.2618760723187854	0.4394514359991248	0	0	3.437118437118437	4.605339634086824	PTK2
GO_Biological_Process_2023	Blood Vessel Endothelial Cell Migration (GO:0043534)	1/22	0.2618760723187854	0.4394514359991248	0	0	3.437118437118437	4.605339634086824	EPHB4
GO_Biological_Process_2023	Regulation Of Protein Export From Nucleus (GO:0046825)	1/22	0.2618760723187854	0.4394514359991248	0	0	3.437118437118437	4.605339634086824	PTPN14
GO_Biological_Process_2023	Cellular Response To Interferon-Beta (GO:0035458)	1/22	0.2618760723187854	0.4394514359991248	0	0	3.437118437118437	4.605339634086824	TRIM6
GO_Biological_Process_2023	Cellular Response To Low-Density Lipoprotein Particle Stimulus (GO:0071404)	1/22	0.2618760723187854	0.4394514359991248	0	0	3.437118437118437	4.605339634086824	CES1
GO_Biological_Process_2023	Response To Gamma Radiation (GO:0010332)	1/22	0.2618760723187854	0.4394514359991248	0	0	3.437118437118437	4.605339634086824	YAP1
GO_Biological_Process_2023	Vesicle Transport Along Microtubule (GO:0047496)	1/22	0.2618760723187854	0.4394514359991248	0	0	3.437118437118437	4.605339634086824	BICDL2
GO_Biological_Process_2023	Inositol Phosphate Metabolic Process (GO:0043647)	1/22	0.2618760723187854	0.4394514359991248	0	0	3.437118437118437	4.605339634086824	ITPKC
GO_Biological_Process_2023	Membrane Protein Ectodomain Proteolysis (GO:0006509)	1/22	0.2618760723187854	0.4394514359991248	0	0	3.437118437118437	4.605339634086824	ADAM9
GO_Biological_Process_2023	Mitochondrial Cytochrome C Oxidase Assembly (GO:0033617)	1/22	0.2618760723187854	0.4394514359991248	0	0	3.437118437118437	4.605339634086824	STMP1
GO_Biological_Process_2023	Modulation By Host Of Viral Process (GO:0044788)	1/22	0.2618760723187854	0.4394514359991248	0	0	3.437118437118437	4.605339634086824	CAV2
GO_Biological_Process_2023	Negative Regulation Of Cell Communication (GO:0010648)	1/22	0.2618760723187854	0.4394514359991248	0	0	3.437118437118437	4.605339634086824	IGFBP3
GO_Biological_Process_2023	Negative Regulation Of Macroautophagy (GO:0016242)	1/22	0.2618760723187854	0.4394514359991248	0	0	3.437118437118437	4.605339634086824	QSOX1
GO_Biological_Process_2023	Placenta Development (GO:0001890)	1/22	0.2618760723187854	0.4394514359991248	0	0	3.437118437118437	4.605339634086824	PTK2
GO_Biological_Process_2023	Positive Regulation Of Cholesterol Efflux (GO:0010875)	1/22	0.2618760723187854	0.4394514359991248	0	0	3.437118437118437	4.605339634086824	CES1
GO_Biological_Process_2023	Positive Regulation Of Synaptic Transmission, Glutamatergic (GO:0051968)	1/22	0.2618760723187854	0.4394514359991248	0	0	3.437118437118437	4.605339634086824	CCL2
