set	gene	in_table	histone_in_reactome_nhej	log2_high_over_low	p	q	fdr05	lower_in_cldn4_low	higher_in_cldn4_low	supports_nhej_down_q05	supports_sting_ifn_up_q05
nhej_reactome_histones_only	H2BC10	True	True	0.04	0.754	0.882	False	True	False	False	False
nhej_reactome_histones_only	H2BC11	True	True	0.21	0.196	0.445	False	True	False	False	False
nhej_reactome_histones_only	H2BC12	True	True	0.49	0.0003336	0.0119	True	True	False	True	False
nhej_reactome_histones_only	H2BC12L	False									
nhej_reactome_histones_only	H2BC13	True	True	0.18	0.128	0.352	False	True	False	False	False
nhej_reactome_histones_only	H2BC14	True	True	0.05	0.693	0.85	False	True	False	False	False
nhej_reactome_histones_only	H2BC15	True	True	0.17	0.158	0.395	False	True	False	False	False
nhej_reactome_histones_only	H2BC17	True	True	0.34	0.0185	0.119	False	True	False	False	False
nhej_reactome_histones_only	H2BC21	True	True	0.48	0.001367	0.0267	True	True	False	True	False
nhej_reactome_histones_only	H2BC26	False									
nhej_reactome_histones_only	H2BC3	True	True	0.06	0.524	0.741	False	True	False	False	False
nhej_reactome_histones_only	H2BC4	True	True	0.62	0.0002745	0.0104	True	True	False	True	False
nhej_reactome_histones_only	H2BC5	True	True	0.43	0.001072	0.0234	True	True	False	True	False
nhej_reactome_histones_only	H2BC6	True	True	0.05	0.622	0.808	False	True	False	False	False
nhej_reactome_histones_only	H2BC7	True	True	0.29	0.0231	0.136	False	True	False	False	False
nhej_reactome_histones_only	H2BC8	True	True	0.51	0.001866	0.0322	True	True	False	True	False
nhej_reactome_histones_only	H2BC9	True	True	0.25	0.0978	0.303	False	True	False	False	False
nhej_reactome_histones_only	H3-4	True	True	-0.05	0.509	0.732	False	False	True	False	False
nhej_reactome_histones_only	H4C1	True	True	0.04	0.648	0.823	False	True	False	False	False
nhej_reactome_histones_only	H4C11	True	True	0.31	0.0192	0.122	False	True	False	False	False
nhej_reactome_histones_only	H4C12	True	True	0.21	0.0236	0.138	False	True	False	False	False
nhej_reactome_histones_only	H4C13	True	True	0.0	0.985	0.994	False	False	False	False	False
nhej_reactome_histones_only	H4C14	True	True	0.42	0.002753	0.0406	True	True	False	True	False
nhej_reactome_histones_only	H4C15	False									
nhej_reactome_histones_only	H4C16	False									
nhej_reactome_histones_only	H4C2	True	True	0.17	0.132	0.359	False	True	False	False	False
nhej_reactome_histones_only	H4C3	True	True	0.21	0.125	0.348	False	True	False	False	False
nhej_reactome_histones_only	H4C4	True	True	0.15	0.26	0.519	False	True	False	False	False
nhej_reactome_histones_only	H4C5	True	True	0.38	0.008906	0.0785	False	True	False	False	False
nhej_reactome_histones_only	H4C6	True	True	0.21	0.109	0.322	False	True	False	False	False
nhej_reactome_histones_only	H4C8	True	True	0.58	0.00117	0.0245	True	True	False	True	False
nhej_reactome_histones_only	H4C9	True	True	-0.01	0.914	0.96	False	False	True	False	False
nhej_reactome_full	ABRAXAS1	True	False	-0.02	0.806	0.908	False	False	True	False	False
nhej_reactome_full	ATM	True	False	-0.29	9.146e-05	0.005989	True	False	True	False	True
nhej_reactome_full	BABAM1	True	False	0.05	0.534	0.748	False	True	False	False	False
nhej_reactome_full	BABAM2	True	False	0.1	0.106	0.317	False	True	False	False	False
nhej_reactome_full	BARD1	True	False	-0.3	0.001045	0.0232	True	False	True	False	True
nhej_reactome_full	BRCA1	True	False	-0.07	0.671	0.837	False	False	True	False	False
nhej_reactome_full	BRCC3	True	False	-0.09	0.162	0.401	False	False	True	False	False
nhej_reactome_full	DCLRE1C	True	False	-0.1	0.139	0.369	False	False	True	False	False
nhej_reactome_full	H2AX	True	True	0.08	0.368	0.618	False	True	False	False	False
nhej_reactome_full	H2BC1	True	True	-0.01	0.262	0.521	False	False	True	False	False
nhej_reactome_full	H2BC10	True	True	0.04	0.754	0.882	False	True	False	False	False
nhej_reactome_full	H2BC11	True	True	0.21	0.196	0.445	False	True	False	False	False
nhej_reactome_full	H2BC12	True	True	0.49	0.0003336	0.0119	True	True	False	True	False
nhej_reactome_full	H2BC12L	False									
nhej_reactome_full	H2BC13	True	True	0.18	0.128	0.352	False	True	False	False	False
nhej_reactome_full	H2BC14	True	True	0.05	0.693	0.85	False	True	False	False	False
nhej_reactome_full	H2BC15	True	True	0.17	0.158	0.395	False	True	False	False	False
nhej_reactome_full	H2BC17	True	True	0.34	0.0185	0.119	False	True	False	False	False
nhej_reactome_full	H2BC21	True	True	0.48	0.001367	0.0267	True	True	False	True	False
nhej_reactome_full	H2BC26	False									
nhej_reactome_full	H2BC3	True	True	0.06	0.524	0.741	False	True	False	False	False
nhej_reactome_full	H2BC4	True	True	0.62	0.0002745	0.0104	True	True	False	True	False
nhej_reactome_full	H2BC5	True	True	0.43	0.001072	0.0234	True	True	False	True	False
nhej_reactome_full	H2BC6	True	True	0.05	0.622	0.808	False	True	False	False	False
nhej_reactome_full	H2BC7	True	True	0.29	0.0231	0.136	False	True	False	False	False
nhej_reactome_full	H2BC8	True	True	0.51	0.001866	0.0322	True	True	False	True	False
nhej_reactome_full	H2BC9	True	True	0.25	0.0978	0.303	False	True	False	False	False
nhej_reactome_full	H3-4	True	True	-0.05	0.509	0.732	False	False	True	False	False
nhej_reactome_full	H4C1	True	True	0.04	0.648	0.823	False	True	False	False	False
nhej_reactome_full	H4C11	True	True	0.31	0.0192	0.122	False	True	False	False	False
nhej_reactome_full	H4C12	True	True	0.21	0.0236	0.138	False	True	False	False	False
nhej_reactome_full	H4C13	True	True	0.0	0.985	0.994	False	False	False	False	False
nhej_reactome_full	H4C14	True	True	0.42	0.002753	0.0406	True	True	False	True	False
nhej_reactome_full	H4C15	False									
nhej_reactome_full	H4C16	False									
nhej_reactome_full	H4C2	True	True	0.17	0.132	0.359	False	True	False	False	False
nhej_reactome_full	H4C3	True	True	0.21	0.125	0.348	False	True	False	False	False
nhej_reactome_full	H4C4	True	True	0.15	0.26	0.519	False	True	False	False	False
nhej_reactome_full	H4C5	True	True	0.38	0.008906	0.0785	False	True	False	False	False
nhej_reactome_full	H4C6	True	True	0.21	0.109	0.322	False	True	False	False	False
nhej_reactome_full	H4C8	True	True	0.58	0.00117	0.0245	True	True	False	True	False
nhej_reactome_full	H4C9	True	True	-0.01	0.914	0.96	False	False	True	False	False
nhej_reactome_full	HERC2	True	False	-0.28	0.0004011	0.0132	True	False	True	False	True
nhej_reactome_full	KAT5	True	False	-0.02	0.722	0.866	False	False	True	False	False
nhej_reactome_full	LIG4	True	False	0.14	0.0677	0.248	False	True	False	False	False
nhej_reactome_full	MDC1	True	False	-0.26	0.0007239	0.0185	True	False	True	False	True
nhej_reactome_full	MRE11	True	False	-0.22	0.001552	0.0287	True	False	True	False	True
nhej_reactome_full	NBN	True	False	-0.1	0.115	0.333	False	False	True	False	False
nhej_reactome_full	NHEJ1	True	False	-0.02	0.818	0.914	False	False	True	False	False
nhej_reactome_full	NSD2	True	False	-0.21	0.017	0.114	False	False	True	False	False
nhej_reactome_full	PAXIP1	True	False	-0.08	0.217	0.47	False	False	True	False	False
nhej_reactome_full	PIAS4	True	False	0.05	0.293	0.554	False	True	False	False	False
nhej_reactome_full	POLL	True	False	-0.04	0.522	0.74	False	False	True	False	False
nhej_reactome_full	POLM	True	False	0.13	0.0466	0.203	False	True	False	False	False
nhej_reactome_full	PRKDC	True	False	-0.27	5.281e-05	0.004446	True	False	True	False	True
nhej_reactome_full	RAD50	True	False	-0.14	0.0372	0.178	False	False	True	False	False
nhej_reactome_full	RIF1	True	False	-0.15	0.0212	0.129	False	False	True	False	False
nhej_reactome_full	RNF168	True	False	-0.26	0.0009509	0.0217	True	False	True	False	True
nhej_reactome_full	RNF8	True	False	-0.02	0.662	0.831	False	False	True	False	False
nhej_reactome_full	TDP1	True	False	-0.24	7.128e-05	0.005172	True	False	True	False	True
nhej_reactome_full	TDP2	True	False	-0.04	0.437	0.674	False	False	True	False	False
nhej_reactome_full	TP53BP1	True	False	-0.15	0.0213	0.13	False	False	True	False	False
nhej_reactome_full	UBE2N	True	False	-0.08	0.199	0.449	False	False	True	False	False
nhej_reactome_full	UBE2V2	True	False	-0.03	0.548	0.758	False	False	True	False	False
nhej_reactome_full	UIMC1	True	False	0.02	0.704	0.856	False	True	False	False	False
nhej_reactome_full	XRCC4	True	False	-0.03	0.689	0.847	False	False	True	False	False
nhej_reactome_full	XRCC5	True	False	-0.04	0.488	0.716	False	False	True	False	False
nhej_reactome_full	XRCC6	True	False	-0.08	0.144	0.376	False	False	True	False	False
sting_reactome	CGAS	True	False	-0.18	0.176	0.419	False	False	True	False	False
sting_reactome	DDX41	True	False	0.06	0.29	0.55	False	True	False	False	False
sting_reactome	DTX4	True	False	-0.16	0.161	0.4	False	False	True	False	False
sting_reactome	IFI16	True	False	-0.01	0.904	0.954	False	False	True	False	False
sting_reactome	IRF3	True	False	0.1	0.146	0.38	False	True	False	False	False
sting_reactome	MRE11	True	False	-0.22	0.001552	0.0287	True	False	True	False	True
sting_reactome	NLRC3	True	False	-0.3	0.005012	0.0566	False	False	True	False	False
sting_reactome	NLRP4	True	False	-0.09	0.688	0.846	False	False	True	False	False
sting_reactome	PRKDC	True	False	-0.27	5.281e-05	0.004446	True	False	True	False	True
sting_reactome	STAT6	True	False	0.12	0.0654	0.244	False	True	False	False	False
sting_reactome	STING1	True	False	0.37	0.004477	0.0532	False	True	False	False	False
sting_reactome	TBK1	True	False	-0.13	0.0154	0.108	False	False	True	False	False
sting_reactome	TREX1	True	False	0.22	0.0123	0.0945	False	True	False	False	False
sting_reactome	TRIM21	True	False	0.11	0.222	0.477	False	True	False	False	False
sting_reactome	XRCC5	True	False	-0.04	0.488	0.716	False	False	True	False	False
sting_reactome	XRCC6	True	False	-0.08	0.144	0.376	False	False	True	False	False
ifn_alpha_hallmark	ADAR	True	False	-0.03	0.549	0.759	False	False	True	False	False
ifn_alpha_hallmark	B2M	True	False	0.09	0.442	0.678	False	True	False	False	False
ifn_alpha_hallmark	BATF2	True	False	0.21	0.155	0.393	False	True	False	False	False
ifn_alpha_hallmark	BST2	True	False	0.34	0.0428	0.193	False	True	False	False	False
ifn_alpha_hallmark	C1S	True	False	-0.14	0.397	0.643	False	False	True	False	False
ifn_alpha_hallmark	CASP1	True	False	0.21	0.148	0.382	False	True	False	False	False
ifn_alpha_hallmark	CASP8	True	False	0.11	0.0819	0.276	False	True	False	False	False
ifn_alpha_hallmark	CCRL2	True	False	-0.04	0.742	0.875	False	False	True	False	False
ifn_alpha_hallmark	CD47	True	False	0.22	0.009898	0.0835	False	True	False	False	False
ifn_alpha_hallmark	CD74	True	False	0.21	0.205	0.455	False	True	False	False	False
ifn_alpha_hallmark	CMPK2	True	False	0.15	0.286	0.547	False	True	False	False	False
ifn_alpha_hallmark	CMTR1	True	False	-0.09	0.0972	0.302	False	False	True	False	False
ifn_alpha_hallmark	CNP	True	False	-0.03	0.535	0.748	False	False	True	False	False
ifn_alpha_hallmark	CSF1	True	False	0.17	0.218	0.471	False	True	False	False	False
ifn_alpha_hallmark	CXCL10	True	False	0.15	0.514	0.735	False	True	False	False	False
ifn_alpha_hallmark	CXCL11	True	False	0.15	0.545	0.756	False	True	False	False	False
ifn_alpha_hallmark	DDX60	True	False	-0.08	0.517	0.737	False	False	True	False	False
ifn_alpha_hallmark	DHX58	True	False	0.08	0.453	0.688	False	True	False	False	False
ifn_alpha_hallmark	EIF2AK2	True	False	-0.09	0.281	0.54	False	False	True	False	False
ifn_alpha_hallmark	ELF1	True	False	0.05	0.419	0.66	False	True	False	False	False
ifn_alpha_hallmark	EPSTI1	True	False	-0.17	0.269	0.528	False	False	True	False	False
ifn_alpha_hallmark	GBP2	True	False	0.05	0.71	0.859	False	True	False	False	False
ifn_alpha_hallmark	GBP4	True	False	-0.15	0.387	0.634	False	False	True	False	False
ifn_alpha_hallmark	GMPR	True	False	0.07	0.632	0.814	False	True	False	False	False
ifn_alpha_hallmark	HELZ2	True	False	0.11	0.335	0.589	False	True	False	False	False
ifn_alpha_hallmark	HERC6	True	False	0.16	0.232	0.489	False	True	False	False	False
ifn_alpha_hallmark	HLA-C	True	False	0.12	0.353	0.606	False	True	False	False	False
ifn_alpha_hallmark	IFI27	True	False	0.11	0.574	0.776	False	True	False	False	False
ifn_alpha_hallmark	IFI30	True	False	0.22	0.0894	0.289	False	True	False	False	False
ifn_alpha_hallmark	IFI35	True	False	0.2	0.0956	0.299	False	True	False	False	False
ifn_alpha_hallmark	IFI44	True	False	-0.03	0.85	0.93	False	False	True	False	False
ifn_alpha_hallmark	IFI44L	True	False	0.02	0.892	0.95	False	True	False	False	False
ifn_alpha_hallmark	IFIH1	True	False	0.06	0.648	0.823	False	True	False	False	False
ifn_alpha_hallmark	IFIT2	True	False	0.15	0.316	0.574	False	True	False	False	False
ifn_alpha_hallmark	IFIT3	True	False	0.08	0.62	0.807	False	True	False	False	False
ifn_alpha_hallmark	IFITM1	True	False	0.15	0.318	0.574	False	True	False	False	False
ifn_alpha_hallmark	IFITM2	True	False	0.25	0.0597	0.233	False	True	False	False	False
ifn_alpha_hallmark	IFITM3	True	False	0.22	0.0266	0.148	False	True	False	False	False
ifn_alpha_hallmark	IL15	True	False	0.23	0.207	0.458	False	True	False	False	False
ifn_alpha_hallmark	IL4R	True	False	-0.06	0.621	0.807	False	False	True	False	False
ifn_alpha_hallmark	IL7	True	False	0.02	0.881	0.946	False	True	False	False	False
ifn_alpha_hallmark	IRF1	True	False	0.19	0.115	0.333	False	True	False	False	False
ifn_alpha_hallmark	IRF2	True	False	0.09	0.0828	0.278	False	True	False	False	False
ifn_alpha_hallmark	IRF7	True	False	0.22	0.102	0.311	False	True	False	False	False
ifn_alpha_hallmark	IRF9	True	False	0.05	0.571	0.774	False	True	False	False	False
ifn_alpha_hallmark	ISG15	True	False	0.22	0.212	0.464	False	True	False	False	False
ifn_alpha_hallmark	ISG20	True	False	0.25	0.0603	0.234	False	True	False	False	False
ifn_alpha_hallmark	LAMP3	True	False	0.03	0.861	0.938	False	True	False	False	False
ifn_alpha_hallmark	LAP3	True	False	-0.06	0.479	0.709	False	False	True	False	False
ifn_alpha_hallmark	LGALS3BP	True	False	0.07	0.448	0.683	False	True	False	False	False
ifn_alpha_hallmark	LPAR6	True	False	0.12	0.329	0.584	False	True	False	False	False
ifn_alpha_hallmark	LY6E	True	False	0.14	0.294	0.554	False	True	False	False	False
ifn_alpha_hallmark	MOV10	True	False	0.0	0.965	0.984	False	False	False	False	False
ifn_alpha_hallmark	MVB12A	True	False	0.14	0.111	0.325	False	True	False	False	False
ifn_alpha_hallmark	MX1	True	False	0.07	0.686	0.846	False	True	False	False	False
ifn_alpha_hallmark	NCOA7	True	False	0.23	0.02	0.126	False	True	False	False	False
ifn_alpha_hallmark	NMI	True	False	0.15	0.0722	0.257	False	True	False	False	False
ifn_alpha_hallmark	NUB1	True	False	0.05	0.439	0.676	False	True	False	False	False
ifn_alpha_hallmark	OAS1	True	False	0.19	0.224	0.479	False	True	False	False	False
ifn_alpha_hallmark	OASL	True	False	0.11	0.58	0.781	False	True	False	False	False
ifn_alpha_hallmark	OGFR	True	False	0.17	0.006256	0.0639	False	True	False	False	False
ifn_alpha_hallmark	PARP12	True	False	0.1	0.287	0.547	False	True	False	False	False
ifn_alpha_hallmark	PARP14	True	False	-0.06	0.574	0.776	False	False	True	False	False
ifn_alpha_hallmark	PARP9	True	False	-0.02	0.843	0.926	False	False	True	False	False
ifn_alpha_hallmark	PLSCR1	True	False	0.11	0.325	0.58	False	True	False	False	False
ifn_alpha_hallmark	PNPT1	True	False	-0.05	0.402	0.647	False	False	True	False	False
ifn_alpha_hallmark	PROCR	True	False	-0.01	0.942	0.973	False	False	True	False	False
ifn_alpha_hallmark	PSMA3	True	False	0.01	0.93	0.968	False	True	False	False	False
ifn_alpha_hallmark	PSMB8	True	False	0.13	0.281	0.54	False	True	False	False	False
ifn_alpha_hallmark	PSMB9	True	False	0.19	0.234	0.491	False	True	False	False	False
ifn_alpha_hallmark	PSME1	True	False	0.12	0.17	0.411	False	True	False	False	False
ifn_alpha_hallmark	PSME2	True	False	0.17	0.0822	0.276	False	True	False	False	False
ifn_alpha_hallmark	RIPK2	True	False	-0.03	0.72	0.865	False	False	True	False	False
ifn_alpha_hallmark	RNF31	True	False	0.04	0.484	0.713	False	True	False	False	False
ifn_alpha_hallmark	RSAD2	True	False	0.13	0.415	0.658	False	True	False	False	False
ifn_alpha_hallmark	RTP4	True	False	0.23	0.145	0.378	False	True	False	False	False
ifn_alpha_hallmark	SAMD9	True	False	-0.02	0.889	0.949	False	False	True	False	False
ifn_alpha_hallmark	SAMD9L	True	False	-0.13	0.354	0.607	False	False	True	False	False
ifn_alpha_hallmark	SELL	True	False	-0.01	0.964	0.984	False	False	True	False	False
ifn_alpha_hallmark	SLC25A28	True	False	0.0	0.943	0.973	False	False	False	False	False
ifn_alpha_hallmark	SP110	True	False	0.09	0.321	0.576	False	True	False	False	False
ifn_alpha_hallmark	STAT2	True	False	-0.03	0.611	0.802	False	False	True	False	False
ifn_alpha_hallmark	TAP1	True	False	0.03	0.847	0.929	False	True	False	False	False
ifn_alpha_hallmark	TDRD7	True	False	0.02	0.856	0.935	False	True	False	False	False
ifn_alpha_hallmark	TENT5A	True	False	-0.28	0.004196	0.0513	False	False	True	False	False
ifn_alpha_hallmark	TMEM140	True	False	-0.04	0.541	0.753	False	False	True	False	False
ifn_alpha_hallmark	TRAFD1	True	False	-0.08	0.117	0.337	False	False	True	False	False
ifn_alpha_hallmark	TRIM14	True	False	-0.11	0.273	0.533	False	False	True	False	False
ifn_alpha_hallmark	TRIM21	True	False	0.11	0.222	0.477	False	True	False	False	False
ifn_alpha_hallmark	TRIM25	True	False	-0.2	0.0008411	0.0204	True	False	True	False	True
ifn_alpha_hallmark	TRIM26	True	False	-0.02	0.695	0.85	False	False	True	False	False
ifn_alpha_hallmark	TRIM5	True	False	-0.06	0.403	0.648	False	False	True	False	False
ifn_alpha_hallmark	TXNIP	True	False	0.17	0.105	0.314	False	True	False	False	False
ifn_alpha_hallmark	UBA7	True	False	0.01	0.92	0.963	False	True	False	False	False
ifn_alpha_hallmark	UBE2L6	True	False	0.1	0.352	0.605	False	True	False	False	False
ifn_alpha_hallmark	USP18	True	False	0.16	0.238	0.495	False	True	False	False	False
ifn_alpha_hallmark	WARS1	True	False	-0.23	0.0116	0.0917	False	False	True	False	False
ifn_gamma_hallmark	ADAR	True	False	-0.03	0.549	0.759	False	False	True	False	False
ifn_gamma_hallmark	APOL6	True	False	0.06	0.663	0.833	False	True	False	False	False
ifn_gamma_hallmark	ARID5B	True	False	0.02	0.826	0.918	False	True	False	False	False
ifn_gamma_hallmark	ARL4A	True	False	-0.15	0.129	0.354	False	False	True	False	False
ifn_gamma_hallmark	AUTS2	True	False	-0.04	0.65	0.825	False	False	True	False	False
ifn_gamma_hallmark	B2M	True	False	0.09	0.442	0.678	False	True	False	False	False
ifn_gamma_hallmark	BANK1	True	False	0.15	0.573	0.775	False	True	False	False	False
ifn_gamma_hallmark	BATF2	True	False	0.21	0.155	0.393	False	True	False	False	False
ifn_gamma_hallmark	BPGM	True	False	0.33	2.333e-06	0.0006656	True	True	False	True	False
ifn_gamma_hallmark	BST2	True	False	0.34	0.0428	0.193	False	True	False	False	False
ifn_gamma_hallmark	BTG1	True	False	-0.04	0.535	0.748	False	False	True	False	False
ifn_gamma_hallmark	C1R	True	False	-0.17	0.19	0.437	False	False	True	False	False
ifn_gamma_hallmark	C1S	True	False	-0.14	0.397	0.643	False	False	True	False	False
ifn_gamma_hallmark	CASP1	True	False	0.21	0.148	0.382	False	True	False	False	False
ifn_gamma_hallmark	CASP3	True	False	-0.03	0.692	0.849	False	False	True	False	False
ifn_gamma_hallmark	CASP4	True	False	0.13	0.196	0.445	False	True	False	False	False
ifn_gamma_hallmark	CASP7	True	False	0.04	0.596	0.792	False	True	False	False	False
ifn_gamma_hallmark	CASP8	True	False	0.11	0.0819	0.276	False	True	False	False	False
ifn_gamma_hallmark	CCL2	True	False	0.15	0.377	0.627	False	True	False	False	False
ifn_gamma_hallmark	CCL5	True	False	0.1	0.635	0.815	False	True	False	False	False
ifn_gamma_hallmark	CCL7	True	False	-0.06	0.772	0.891	False	False	True	False	False
ifn_gamma_hallmark	CD274	True	False	-0.18	0.205	0.456	False	False	True	False	False
ifn_gamma_hallmark	CD38	True	False	-0.2	0.303	0.564	False	False	True	False	False
ifn_gamma_hallmark	CD40	True	False	0.16	0.236	0.494	False	True	False	False	False
ifn_gamma_hallmark	CD69	True	False	0.06	0.731	0.87	False	True	False	False	False
ifn_gamma_hallmark	CD74	True	False	0.21	0.205	0.455	False	True	False	False	False
ifn_gamma_hallmark	CD86	True	False	-0.01	0.922	0.964	False	False	True	False	False
ifn_gamma_hallmark	CDKN1A	True	False	0.14	0.223	0.478	False	True	False	False	False
ifn_gamma_hallmark	CFB	True	False	0.13	0.472	0.704	False	True	False	False	False
ifn_gamma_hallmark	CFH	True	False	0.07	0.635	0.816	False	True	False	False	False
ifn_gamma_hallmark	CIITA	True	False	-0.09	0.64	0.818	False	False	True	False	False
ifn_gamma_hallmark	CMKLR1	True	False	-0.3	0.0267	0.148	False	False	True	False	False
ifn_gamma_hallmark	CMPK2	True	False	0.15	0.286	0.547	False	True	False	False	False
ifn_gamma_hallmark	CMTR1	True	False	-0.09	0.0972	0.302	False	False	True	False	False
ifn_gamma_hallmark	CSF2RB	True	False	-0.35	0.0315	0.162	False	False	True	False	False
ifn_gamma_hallmark	CXCL10	True	False	0.15	0.514	0.735	False	True	False	False	False
ifn_gamma_hallmark	CXCL11	True	False	0.15	0.545	0.756	False	True	False	False	False
ifn_gamma_hallmark	CXCL9	True	False	-0.27	0.355	0.608	False	False	True	False	False
ifn_gamma_hallmark	DDX60	True	False	-0.08	0.517	0.737	False	False	True	False	False
ifn_gamma_hallmark	DHX58	True	False	0.08	0.453	0.688	False	True	False	False	False
ifn_gamma_hallmark	EIF2AK2	True	False	-0.09	0.281	0.54	False	False	True	False	False
ifn_gamma_hallmark	EIF4E3	True	False	-0.21	0.0436	0.195	False	False	True	False	False
ifn_gamma_hallmark	EPSTI1	True	False	-0.17	0.269	0.528	False	False	True	False	False
ifn_gamma_hallmark	FAS	True	False	0.04	0.714	0.862	False	True	False	False	False
ifn_gamma_hallmark	FCGR1A	True	False	-0.03	0.845	0.928	False	False	True	False	False
ifn_gamma_hallmark	FGL2	True	False	-0.1	0.536	0.749	False	False	True	False	False
ifn_gamma_hallmark	FPR1	True	False	-0.1	0.551	0.761	False	False	True	False	False
ifn_gamma_hallmark	GBP4	True	False	-0.15	0.387	0.634	False	False	True	False	False
ifn_gamma_hallmark	GBP6	True	False	-0.21	0.197	0.446	False	False	True	False	False
ifn_gamma_hallmark	GCH1	True	False	-0.09	0.328	0.583	False	False	True	False	False
ifn_gamma_hallmark	GPR18	True	False	-0.11	0.439	0.677	False	False	True	False	False
ifn_gamma_hallmark	GZMA	True	False	0.05	0.805	0.907	False	True	False	False	False
ifn_gamma_hallmark	HELZ2	True	False	0.11	0.335	0.589	False	True	False	False	False
ifn_gamma_hallmark	HERC6	True	False	0.16	0.232	0.489	False	True	False	False	False
ifn_gamma_hallmark	HIF1A	True	False	-0.06	0.328	0.583	False	False	True	False	False
ifn_gamma_hallmark	HLA-A	True	False	0.11	0.314	0.573	False	True	False	False	False
ifn_gamma_hallmark	HLA-B	True	False	0.15	0.329	0.584	False	True	False	False	False
ifn_gamma_hallmark	HLA-DMA	True	False	0.14	0.393	0.639	False	True	False	False	False
ifn_gamma_hallmark	HLA-DQA1	True	False	0.17	0.476	0.707	False	True	False	False	False
ifn_gamma_hallmark	HLA-DRB1	True	False	0.16	0.392	0.639	False	True	False	False	False
ifn_gamma_hallmark	HLA-G	True	False	0.01	0.949	0.976	False	True	False	False	False
ifn_gamma_hallmark	ICAM1	True	False	0.01	0.941	0.973	False	True	False	False	False
ifn_gamma_hallmark	IDO1	True	False	0.46	0.0722	0.257	False	True	False	False	False
ifn_gamma_hallmark	IFI27	True	False	0.11	0.574	0.776	False	True	False	False	False
ifn_gamma_hallmark	IFI30	True	False	0.22	0.0894	0.289	False	True	False	False	False
ifn_gamma_hallmark	IFI35	True	False	0.2	0.0956	0.299	False	True	False	False	False
ifn_gamma_hallmark	IFI44	True	False	-0.03	0.85	0.93	False	False	True	False	False
