malig_family	tnk_family	score_family	k	cohorts	n_patients	rho_TAC	p_TAC	I2_TAC	rho_CLDN	p_CLDN	I2_CLDN	stouffer_z_TAC	stouffer_p_TAC	stouffer_z_CLDN	stouffer_p_CLDN	both_negative	is_full_family	n_family_units
primary_nsclc_swap	tnk	mean	1	GSE291670	6	-0.5428571428571429	0.26570262390670546	0.0	-0.8285714285714287	0.04156268221574335	0.0	-1.1130135177453457	0.2657026239067055	-2.037872532264634	0.04156268221574339	True	False	8
marker	tnk	mean	1	GSE291670	6	-0.5428571428571429	0.26570262390670546	0.0	-0.8285714285714287	0.04156268221574335	0.0	-1.1130135177453457	0.2657026239067055	-2.037872532264634	0.04156268221574339	True	False	3
marker	cd8	mean	1	GSE207422	7	-0.39285714285714296	0.3833168704269727	0.0	-0.07142857142857144	0.879048193148154	0.0	-0.8718011439554317	0.3833168704269727	-0.15217591069445277	0.879048193148154	True	True	1
marker	tnk	pct	1	GSE291670	6	-0.4285714285714286	0.3965014577259473	0.0	-0.8857142857142858	0.01884548104956266	0.0	-0.8478860077931127	0.39650145772594725	-2.3485734665250915	0.018845481049562653	True	False	3
marker_epi	tnk_umi	mean	1	GSE291670	6	-0.4285714285714286	0.3965014577259473	0.0	-0.5428571428571429	0.26570262390670546	0.0	-0.8478860077931127	0.39650145772594725	-1.1130135177453457	0.2657026239067055	True	True	1
marker	tnk_umi	mean	1	GSE291670	6	-0.3714285714285715	0.4684781341107872	0.0	-0.5428571428571429	0.26570262390670546	0.0	-0.7249574506347959	0.4684781341107871	-1.1130135177453457	0.2657026239067055	True	True	1
author	tnk	pct	1	GSE131907	21	-0.15064935064935067	0.5145138644694079	0.0	-0.5220779220779221	0.015195754492505785	0.0	-0.6518253217900968	0.514513864469408	-2.4276797550940232	0.015195754492505776	True	False	4
marker_epi	cd8	mean	1	GSE207422	12	-0.1958041958041958	0.5419358857313173	0.0	-0.006993006993006993	0.9827917689028476	0.0	-0.6098881757914415	0.5419358857313172	-0.021568991588292053	0.9827917689028476	True	True	1
author	tnk	pct	1	GSE241934_Real	24	-0.12307023556862542	0.5667003854361812	0.0	-0.033913043478260865	0.8749966229566862	0.0	-0.5729177503554761	0.5667003854361812	-0.15731496980313214	0.8749966229566862	True	False	4
primary_nsclc_swap	tnk	mean	1	GSE205335_NSCLC	17	-0.11274509803921569	0.6665920499637249	0.0	-0.022058823529411766	0.9330304490530753	0.0	-0.4308299098541068	0.6665920499637248	-0.08403267964156833	0.9330304490530753	True	False	8
author	cd8	mean	1	GSE241934_IIT	11	-0.13636363636363638	0.6893090205863619	0.0	-0.10909090909090911	0.7495085962341481	0.0	-0.39979295430657225	0.6893090205863619	-0.31928738704203585	0.7495085962341481	True	False	4
primary_mixed	tnk	mean	1	GSE325414	25	-0.07307692307692308	0.7284839479101775	0.0	-0.11923076923076922	0.5702629145851892	0.0	-0.34714292349501147	0.7284839479101775	-0.5676643329856573	0.5702629145851892	True	False	8
primary_nsclc_swap	tnk	mean	1	GSE325414	25	-0.07307692307692308	0.7284839479101775	0.0	-0.11923076923076922	0.5702629145851892	0.0	-0.34714292349501147	0.7284839479101775	-0.5676643329856573	0.5702629145851892	True	False	8
author	tnk	mean	1	GSE325414	25	-0.07307692307692308	0.7284839479101775	0.0	-0.11923076923076922	0.5702629145851892	0.0	-0.34714292349501147	0.7284839479101775	-0.5676643329856573	0.5702629145851892	True	False	6
author	cd8	pct	1	GSE131907	21	-0.07792207792207792	0.7370748924266822	0.0	-0.5727272727272726	0.006656520496826817	0.0	-0.33572945427469497	0.7370748924266822	-2.713556554795182	0.006656520496826821	True	False	4
marker_epi	tnk	mean	1	GSE253013	9	-0.11666666666666665	0.765007942926146	0.0	-0.19999999999999998	0.6059012741795534	0.0	-0.298911014281747	0.765007942926146	-0.5159329007860503	0.6059012741795533	True	False	3
primary_mixed	tnk	mean	1	GSE241934_IIT	11	-0.07272727272727274	0.831716405381337	0.0	-0.06363636363636364	0.8525390725425217	0.0	-0.21250073377940018	0.8317164053813368	-0.18587973732951804	0.8525390725425217	True	False	8
primary_nsclc_swap	tnk	mean	1	GSE241934_IIT	11	-0.07272727272727274	0.831716405381337	0.0	-0.06363636363636364	0.8525390725425217	0.0	-0.21250073377940018	0.8317164053813368	-0.18587973732951804	0.8525390725425217	True	False	8
author	tnk	mean	1	GSE241934_IIT	11	-0.07272727272727274	0.831716405381337	0.0	-0.06363636363636364	0.8525390725425217	0.0	-0.21250073377940018	0.8317164053813368	-0.18587973732951804	0.8525390725425217	True	False	6
marker	cd8	pct	1	GSE207422	7	-0.07142857142857144	0.879048193148154	0.0	-0.1785714285714286	0.7016579425162727	0.0	-0.15217591069445277	0.879048193148154	-0.38308337962752337	0.7016579425162726	True	True	1
marker	tnk	pct	2	GSE253013+GSE291670	15	-0.7356984096672734	0.007663751698148806	8.89013673279281	-0.7138342906922605	0.021746934493141492	23.203165014556042	-2.767809234513539	0.00564344782183733	-2.5632836110818227	0.010368731173552442	True	False	3
primary_mixed	tnk	mean	2	GSE207422+GSE253013	21	-0.5925280458651199	0.008299335001430345	0.0	-0.19095286132122963	0.4540091048391208	0.0	-2.625191369875987	0.008660027898966504	-0.7720462803490545	0.4400870172704483	True	False	8
primary_nsclc_swap	tnk	mean	2	GSE207422+GSE253013	21	-0.5925280458651199	0.008299335001430345	0.0	-0.19095286132122963	0.4540091048391208	0.0	-2.625191369875987	0.008660027898966504	-0.7720462803490545	0.4400870172704483	True	False	8
primary_mixed	tnk	mean	2	GSE291670+GSE253013	15	-0.6658429719946298	0.01596506045699017	0.0	-0.5820148861914176	0.10157923674410392	28.627433099172066	-2.416436760319269	0.015673248544222574	-1.8922932692259726	0.058451917237438374	True	False	8
primary_nsclc_swap	tnk	mean	2	GSE291670+GSE253013	15	-0.6658429719946298	0.01596506045699017	0.0	-0.5820148861914176	0.10157923674410392	28.627433099172066	-2.416436760319269	0.015673248544222574	-1.8922932692259726	0.058451917237438374	True	False	8
marker	tnk	mean	2	GSE253013+GSE291670	15	-0.6658429719946298	0.01596506045699017	0.0	-0.5820148861914176	0.10157923674410392	28.627433099172066	-2.416436760319269	0.015673248544222574	-1.8922932692259726	0.058451917237438374	True	False	3
primary_mixed	tnk	mean	2	GSE207422+GSE291670	18	-0.5032222006154481	0.05514054412595207	0.0	-0.48968701582075724	0.3182113335979516	62.75626043921001	-1.9553710751645403	0.05053928760110366	-1.2622724720228087	0.20685075862254854	True	False	8
primary_nsclc_swap	tnk	mean	2	GSE207422+GSE291670	18	-0.5032222006154481	0.05514054412595207	0.0	-0.48968701582075724	0.3182113335979516	62.75626043921001	-1.9553710751645403	0.05053928760110366	-1.2622724720228087	0.20685075862254854	True	False	8
primary_nsclc_swap	tnk	mean	2	GSE207422+GSE205335_NSCLC	29	-0.2714525223771277	0.18177515450406512	0.0	-0.049061476316993174	0.8138364861164707	0.0	-1.3465498153307223	0.17812526624746872	-0.24132683450868606	0.8093018144614106	True	False	8
primary_mixed	tnk	mean	2	GSE207422+GSE241934_IIT	23	-0.3074627625312413	0.19016907812039885	0.0	-0.07808932345756076	0.7469774505920264	0.0	-1.3210554061562245	0.1864828906268503	-0.3319557535335311	0.7399226698169402	True	False	8
primary_nsclc_swap	tnk	mean	2	GSE207422+GSE241934_IIT	23	-0.3074627625312413	0.19016907812039885	0.0	-0.07808932345756076	0.7469774505920264	0.0	-1.3210554061562245	0.1864828906268503	-0.3319557535335311	0.7399226698169402	True	False	8
author	tnk	mean	2	GSE207422+GSE241934_IIT	23	-0.3074627625312413	0.19016907812039885	0.0	-0.07808932345756076	0.7469774505920264	0.0	-1.3210554061562245	0.1864828906268503	-0.3319557535335311	0.7399226698169402	True	False	6
marker	tnk	mean	2	GSE207422+GSE253013	16	-0.4749257554718101	0.2295766635022184	44.316299854798736	-0.10538625955385034	0.7380002827688799	0.0	-1.73088586453322	0.08347212326077624	-0.3370387962565031	0.7360876541452614	True	False	3
primary_nsclc_swap	tnk	mean	2	GSE205335_NSCLC+GSE253013	26	-0.4190391362177461	0.2511336823164738	61.6102724078459	-0.11885135017749922	0.5933114325358884	0.0	-1.5503849397980398	0.12104915108323092	-0.5504310610695731	0.5820237491411878	True	False	8
primary_mixed	tnk	mean	2	GSE241934_IIT+GSE253013	20	-0.43142223476324865	0.26387557865315103	57.44711375350209	-0.18286419785610863	0.4889382661509406	0.0	-1.582869981387702	0.11345110201445817	-0.714370145940762	0.4749983273765055	True	False	8
primary_nsclc_swap	tnk	mean	2	GSE241934_IIT+GSE253013	20	-0.43142223476324865	0.26387557865315103	57.44711375350209	-0.18286419785610863	0.4889382661509406	0.0	-1.582869981387702	0.11345110201445817	-0.714370145940762	0.4749983273765055	True	False	8
primary_mixed	tnk	mean	2	GSE241934_Real+GSE291670	30	-0.21984401267794443	0.27356760291230064	0.0	-0.3773230376659025	0.5557830909908799	79.51657275660855	-1.122898939252912	0.26148041808948197	0.05906083688570601	0.9529036518003617	True	False	8
primary_nsclc_swap	tnk	mean	2	GSE241934_Real+GSE291670	30	-0.21984401267794443	0.27356760291230064	0.0	-0.3773230376659025	0.5557830909908799	79.51657275660855	-1.122898939252912	0.26148041808948197	0.05906083688570601	0.9529036518003617	True	False	8
primary_mixed	tnk	mean	2	GSE207422+GSE325414	37	-0.22914521468823956	0.28878885135088395	26.714201441182745	-0.11102623128822188	0.5347793516876154	0.0	-1.162774204296019	0.24492112576470193	-0.6296105311092075	0.5289494317244134	True	False	8
primary_nsclc_swap	tnk	mean	2	GSE207422+GSE325414	37	-0.22914521468823956	0.28878885135088395	26.714201441182745	-0.11102623128822188	0.5347793516876154	0.0	-1.162774204296019	0.24492112576470193	-0.6296105311092075	0.5289494317244134	True	False	8
author	tnk	mean	2	GSE207422+GSE325414	37	-0.22914521468823956	0.28878885135088395	26.714201441182745	-0.11102623128822188	0.5347793516876154	0.0	-1.162774204296019	0.24492112576470193	-0.6296105311092075	0.5289494317244134	True	False	6
primary_mixed	tnk	mean	2	GSE253013+GSE325414	34	-0.3916496883815534	0.3096425756679937	69.02614959820463	-0.1668209726103207	0.372896058413119	0.0	-1.3133809910478051	0.1890545995872328	-0.908959726497644	0.36337138480579545	True	False	8
primary_nsclc_swap	tnk	mean	2	GSE253013+GSE325414	34	-0.3916496883815534	0.3096425756679937	69.02614959820463	-0.1668209726103207	0.372896058413119	0.0	-1.3133809910478051	0.1890545995872328	-0.908959726497644	0.36337138480579545	True	False	8
marker_epi	tnk	mean	2	GSE253013+GSE291670	15	-0.2996933213914648	0.35364214098640956	0.0	-0.542848254349263	0.20796345729532817	48.02635399114284	-0.9709922961946008	0.33155211486988767	-1.5978237045570645	0.1100822175677625	True	False	3
author	tnk	pct	2	GSE131907+GSE241934_Real	45	-0.13582536155618805	0.3933799731070672	0.0	-0.2906548449438663	0.27214513824722264	65.29787812616699	-0.8632347985526377	0.38800838457563436	-1.7647212479742362	0.0776106257271778	True	False	4
marker	tnk	pct	2	GSE207422+GSE253013	16	-0.5069255070241903	0.4049209220303638	76.89141143601573	-0.34245867946914527	0.2590925517919491	0.0	-1.9681196558002176	0.04905427175973757	-1.1453776844260368	0.2520527382822124	True	False	3
primary_nsclc_swap	tnk	mean	2	GSE205335_NSCLC+GSE291670	23	-0.1979272292439187	0.4082431736738824	0.0	-0.45427028532836217	0.38966790805424045	69.99720960477026	-0.8585309711449345	0.3905993362689102	-0.9323361103965914	0.3511628514849894	True	False	8
author	tnk	pct	2	GSE131907+GSE241934_IIT	32	-0.14626015533983552	0.4525499644839429	0.0	-0.30686525669801074	0.3096861334590433	55.05122988779121	-0.7641166810556294	0.4447977124632315	-1.9315978107504144	0.05340916628191022	True	False	4
marker	tnk	mean	2	GSE207422+GSE291670	13	-0.2738978641430272	0.45708871420852304	0.0	-0.40959018207265496	0.545011234713181	71.82846402197785	-0.7860993346391878	0.4318092940868099	-0.9253809942596973	0.35476776142776123	True	False	3
primary_mixed	tnk	mean	2	GSE241934_IIT+GSE291670	17	-0.2154295232274346	0.46791813742622257	0.0	-0.48585705183690947	0.33653642081008794	63.45146211072944	-0.7624735873197896	0.4457774013291643	-1.2227629932779727	0.2214192266366084	True	False	8
primary_nsclc_swap	tnk	mean	2	GSE241934_IIT+GSE291670	17	-0.2154295232274346	0.46791813742622257	0.0	-0.48585705183690947	0.33653642081008794	63.45146211072944	-0.7624735873197896	0.4457774013291643	-1.2227629932779727	0.2214192266366084	True	False	8
marker_epi	tnk	mean	2	GSE207422+GSE291670	18	-0.20195880587821888	0.47810278153226937	0.0	-0.41670463202775215	0.4945468525646255	74.10571834875354	-0.74166617976589	0.45828961563849124	-0.6813580010856098	0.49564499104245285	True	False	3
primary_mixed	tnk	mean	2	GSE291670+GSE325414	31	-0.13654796880996295	0.4920630274390779	0.0	-0.474893097550863	0.3154432184021022	66.52598533910249	-0.7112081203036167	0.47695527732980103	-1.2384560997913947	0.21554699030314328	True	False	8
primary_nsclc_swap	tnk	mean	2	GSE291670+GSE325414	31	-0.13654796880996295	0.4920630274390779	0.0	-0.474893097550863	0.3154432184021022	66.52598533910249	-0.7112081203036167	0.47695527732980103	-1.2384560997913947	0.21554699030314328	True	False	8
author	tnk	pct	2	GSE241934_IIT+GSE241934_Real	35	-0.12674200385080678	0.4925764001867168	0.0	-0.009504884654409643	0.9591765810192527	0.0	-0.6975133220165322	0.4854816051811399	-0.05021012205347989	0.9599549454972222	True	False	4
author	tnk	mean	2	GSE131907+GSE207422	33	-0.17974309733148802	0.551851169555291	56.278969785519486	-0.30019427278501637	0.10752444293486588	0.0	-0.6447029324283193	0.5191197156286446	-1.6135946586932053	0.10661537617450499	True	False	6
primary_mixed	tnk	mean	2	GSE253013+GSE131907	45	-0.292829295301502	0.5704283061654901	82.82349221374223	-0.22977964022902989	0.14399902609386012	0.0	0.05140987931157221	0.9589989126324471	-1.4762427279498163	0.13987874285206617	True	False	8
primary_nsclc_swap	tnk	mean	2	GSE253013+GSE131907	45	-0.292829295301502	0.5704283061654901	82.82349221374223	-0.22977964022902989	0.14399902609386012	0.0	0.05140987931157221	0.9589989126324471	-1.4762427279498163	0.13987874285206617	True	False	8
primary_nsclc_swap	tnk	mean	2	GSE205335_NSCLC+GSE325414	42	-0.08853795241395895	0.5942950119793522	0.0	-0.08160941739744891	0.6236047474868747	0.0	-0.5400437589868251	0.589166855015187	-0.4961672050394774	0.6197764468835766	True	False	8
primary_nsclc_swap	tnk	mean	2	GSE205335_NSCLC+GSE241934_IIT	28	-0.09822850737471249	0.6439213951570689	0.0	-0.0371943530660712	0.8614430656460665	0.0	-0.47182613811237173	0.6370508924634042	-0.17912458735777745	0.8578398763056203	True	False	8
author	cd8	pct	2	GSE131907+GSE241934_Real	45	-0.07132558215869515	0.6554630540022619	0.0	-0.2534067610661267	0.5036571496240694	82.81328723057734	-0.4517851112897038	0.6514237966072429	-1.4246806538674226	0.1542495338858078	True	False	4
primary_mixed	tnk	mean	2	GSE205335+GSE253013	31	-0.25106852946511343	0.6660650141871013	84.5867448338288	-0.23323896608735978	0.23480967377436301	0.0	0.05243590982050979	0.9581813615628997	-1.2091973563582497	0.2265870331299462	True	False	8
primary_mixed	tnk	mean	2	GSE241934_IIT+GSE325414	36	-0.072983684736565	0.6888176288363009	0.0	-0.10446395336791377	0.5657866688300458	0.0	-0.4070103464200083	0.6840003891493937	-0.5821065758641893	0.5604948960789538	True	False	8
primary_nsclc_swap	tnk	mean	2	GSE241934_IIT+GSE325414	36	-0.072983684736565	0.6888176288363009	0.0	-0.10446395336791377	0.5657866688300458	0.0	-0.4070103464200083	0.6840003891493937	-0.5821065758641893	0.5604948960789538	True	False	8
author	tnk	mean	2	GSE241934_IIT+GSE325414	36	-0.072983684736565	0.6888176288363009	0.0	-0.10446395336791377	0.5657866688300458	0.0	-0.4070103464200083	0.6840003891493937	-0.5821065758641893	0.5604948960789538	True	False	6
primary_mixed	tnk	mean	2	GSE207422+GSE131907	48	-0.12473592455931698	0.7186742080384045	71.58960546831544	-0.18511065610257363	0.22488316438465128	0.0	0.12294285665234041	0.902152348327908	-1.2212945326668427	0.22197452272865859	True	False	8
primary_nsclc_swap	tnk	mean	2	GSE207422+GSE131907	48	-0.12473592455931698	0.7186742080384045	71.58960546831544	-0.18511065610257363	0.22488316438465128	0.0	0.12294285665234041	0.902152348327908	-1.2212945326668427	0.22197452272865859	True	False	8
author	tnk	mean	2	GSE131907+GSE241934_Real	45	-0.052853084735872385	0.741116427692649	0.0	-0.11231823253118872	0.7064922601470554	71.2643051648315	-0.3326549460687366	0.7393947621714447	-0.5960779905146913	0.5511231267358189	True	False	6
marker	tnk	pct	2	GSE207422+GSE291670	13	-0.1136598662463052	0.76263619951485	0.0	-0.5857121048840492	0.3378372059062107	70.30940351192146	-0.32409561775422036	0.7458656445563704	-1.5375022407880095	0.12417036674263154	True	False	3
marker_epi	tnk	mean	2	GSE207422+GSE253013	21	-0.0719452359388442	0.7801489274735695	0.0	-0.005165787365951572	0.9840376397909119	0.0	-0.28933484847274193	0.7723251469476582	-0.02436543791196773	0.9805611166869663	True	False	3
author	cd8	pct	2	GSE131907+GSE241934_IIT	32	-0.04842271551627593	0.8048295773090771	0.0	-0.2686578318336844	0.5075702713870434	74.13061154833838	-0.2499121918782479	0.8026552545815551	-1.9610231337290933	0.0498763243397707	True	False	4
primary_mixed	tnk	mean	2	GSE207422+GSE205335	34	-0.08613282951376305	0.8340836351350153	76.08549111314427	-0.1656489685826519	0.376327189077578	0.0	0.13944729561379574	0.8890967009216368	-0.8961059687207521	0.3701961695609385	True	False	8
author	tnk	mean	2	GSE205335+GSE207422	34	-0.08613282951376305	0.8340836351350153	76.08549111314427	-0.1656489685826519	0.376327189077578	0.0	0.13944729561379574	0.8890967009216368	-0.8961059687207521	0.3701961695609385	True	False	6
author	cd8	mean	2	GSE131907+GSE241934_Real	45	-0.014621233551119496	0.9418541478893631	35.974138849378754	-0.083558592589861	0.7633491920294768	66.688226263372	-0.12576212399877026	0.8999202243350373	-0.43132802976980517	0.6662298722756461	True	False	4
primary_mixed	tnk	mean	2	GSE291670+GSE131907	42	-0.024368652923111182	0.9423357719375068	39.969136670552	-0.49475210964124666	0.23759244538122748	61.35871933191377	0.6191288249774453	0.5358314954785282	-1.7669417673302767	0.07723798117671393	True	False	8
primary_nsclc_swap	tnk	mean	2	GSE291670+GSE131907	42	-0.024368652923111182	0.9423357719375068	39.969136670552	-0.49475210964124666	0.23759244538122748	61.35871933191377	0.6191288249774453	0.5358314954785282	-1.7669417673302767	0.07723798117671393	True	False	8
author	tnk	mean	2	GSE131907+GSE325414	46	-0.003363400947262392	0.9830286033112196	0.0	-0.24909622562393258	0.10755581008419263	0.0	-0.020936049951948688	0.9832966692170017	-1.613413697576873	0.10665465921807347	True	False	6
primary_mixed	tnk	mean	2	GSE205335+GSE291670	28	-0.0021713851295366467	0.9958970803453795	52.37620030329098	-0.5006848456675129	0.2405317287716633	59.84146678449286	0.7794400523901903	0.4357205379365825	-1.5837624818265068	0.1132477800899305	True	False	8
primary_mixed	tnk	mean	3	GSE207422+GSE291670+GSE253013	27	-0.584537053316414	0.004515396284138225	0.0	-0.37770051123834053	0.15744965845520065	25.54722047350248	-2.850846750964318	0.0043602979001831806	-1.536736582788858	0.12435782875634001	True	False	8
primary_nsclc_swap	tnk	mean	3	GSE207422+GSE291670+GSE253013	27	-0.584537053316414	0.004515396284138225	0.0	-0.37770051123834053	0.15744965845520065	25.54722047350248	-2.850846750964318	0.0043602979001831806	-1.536736582788858	0.12435782875634001	True	False	8
primary_mixed	tnk	mean	3	GSE207422+GSE241934_IIT+GSE253013	32	-0.44185383538223233	0.03889720018376743	17.13671961394151	-0.14716990741021438	0.47710592816687836	0.0	-2.2453593799619154	0.024745070870247736	-0.7331095056625739	0.46349164294099765	True	False	8
primary_nsclc_swap	tnk	mean	3	GSE207422+GSE241934_IIT+GSE253013	32	-0.44185383538223233	0.03889720018376743	17.13671961394151	-0.14716990741021438	0.47710592816687836	0.0	-2.2453593799619154	0.024745070870247736	-0.7331095056625739	0.46349164294099765	True	False	8
marker	tnk	mean	3	GSE207422+GSE253013+GSE291670	22	-0.5132126013618559	0.04089026749900293	0.0	-0.3621568661825641	0.3139984627172989	43.6680328330153	-2.0527617272640444	0.040095692112943365	-1.274564877919255	0.20246329552373432	True	True	3
primary_nsclc_swap	tnk	mean	3	GSE207422+GSE205335_NSCLC+GSE253013	38	-0.4128639995882396	0.05121855652895902	29.063846502931224	-0.11019763096052658	0.5512739825577981	0.0	-2.1873685936556875	0.02871562696453691	-0.6136383938382995	0.5394543065939871	True	False	8
primary_mixed	tnk	mean	3	GSE241934_Real+GSE291670+GSE253013	39	-0.4044108006146584	0.07454563654506159	26.17552493633855	-0.2938489777811085	0.4096756054300946	63.57890669296206	-1.9759224881611823	0.04816355677690174	-0.3391942122313535	0.7344634290730666	True	False	8
primary_nsclc_swap	tnk	mean	3	GSE241934_Real+GSE291670+GSE253013	39	-0.4044108006146584	0.07454563654506159	26.17552493633855	-0.2938489777811085	0.4096756054300946	63.57890669296206	-1.9759224881611823	0.04816355677690174	-0.3391942122313535	0.7344634290730666	True	False	8
primary_mixed	tnk	mean	3	GSE207422+GSE241934_Real+GSE291670	42	-0.29912871389223844	0.07630228141420532	0.0	-0.18224935528393024	0.560458899775656	59.58456798459356	-1.8011583547487335	0.07167792423422309	-0.09637000231460992	0.9232267158953461	True	False	8
primary_nsclc_swap	tnk	mean	3	GSE207422+GSE241934_Real+GSE291670	42	-0.29912871389223844	0.07630228141420532	0.0	-0.18224935528393024	0.560458899775656	59.58456798459356	-1.8011583547487335	0.07167792423422309	-0.09637000231460992	0.9232267158953461	True	False	8
primary_mixed	tnk	mean	3	GSE241934_IIT+GSE291670+GSE253013	26	-0.44117104561167725	0.0814061597791726	17.71352241692277	-0.3792989449036715	0.16937785255785587	26.955673278777965	-1.9039903008140642	0.05691144738733222	-1.5043580402459953	0.1324892020749319	True	False	8
primary_nsclc_swap	tnk	mean	3	GSE241934_IIT+GSE291670+GSE253013	26	-0.44117104561167725	0.0814061597791726	17.71352241692277	-0.3792989449036715	0.16937785255785587	26.955673278777965	-1.9039903008140642	0.05691144738733222	-1.5043580402459953	0.1324892020749319	True	False	8
primary_mixed	tnk	mean	3	GSE207422+GSE253013+GSE325414	46	-0.38923489770613	0.09354733916998968	47.10756965443034	-0.14850187103960058	0.362806163190746	0.0	-1.939179285177686	0.052479511065282654	-0.9292988328679204	0.3527342399130815	True	False	8
primary_nsclc_swap	tnk	mean	3	GSE207422+GSE253013+GSE325414	46	-0.38923489770613	0.09354733916998968	47.10756965443034	-0.14850187103960058	0.362806163190746	0.0	-1.939179285177686	0.052479511065282654	-0.9292988328679204	0.3527342399130815	True	False	8
primary_nsclc_swap	tnk	mean	3	GSE205335_NSCLC+GSE291670+GSE253013	32	-0.41326878905688336	0.09558776142420401	28.04378751990415	-0.3417714345278488	0.23111148447849217	41.11405622206789	-1.8477146564743407	0.06464363257704078	-1.2492726808823986	0.21156535646524288	True	False	8
primary_mixed	tnk	mean	3	GSE207422+GSE241934_IIT+GSE291670	29	-0.34636684523296524	0.10613223153945275	0.0	-0.2878401399319066	0.30611498515498126	35.867990020845994	-1.649021186593588	0.0991432943436311	-1.0953127206711013	0.2733796564326031	True	False	8
primary_nsclc_swap	tnk	mean	3	GSE207422+GSE241934_IIT+GSE291670	29	-0.34636684523296524	0.10613223153945275	0.0	-0.2878401399319066	0.30611498515498126	35.867990020845994	-1.649021186593588	0.0991432943436311	-1.0953127206711013	0.2733796564326031	True	False	8
primary_nsclc_swap	tnk	mean	3	GSE207422+GSE205335_NSCLC+GSE291670	35	-0.30632174549102315	0.10658300815968752	0.0	-0.24827263576900127	0.358314343311948	41.88851663604892	-1.6445557801780928	0.10006145228645325	-0.9192084072427686	0.35798657453818294	True	False	8
primary_mixed	tnk	mean	3	GSE291670+GSE253013+GSE325414	40	-0.3936118555828872	0.14739249042830155	44.05828718610832	-0.3427651825519839	0.16711944887667984	34.10067983914711	-1.5944559327071883	0.11083395330652278	-1.4978115088844495	0.13418222980343417	True	False	8
primary_nsclc_swap	tnk	mean	3	GSE291670+GSE253013+GSE325414	40	-0.3936118555828872	0.14739249042830155	44.05828718610832	-0.3427651825519839	0.16711944887667984	34.10067983914711	-1.5944559327071883	0.11083395330652278	-1.4978115088844495	0.13418222980343417	True	False	8
primary_mixed	tnk	mean	3	GSE207422+GSE291670+GSE325414	43	-0.2381027487859406	0.1569123427138418	0.0	-0.2605419152107499	0.27164972157842804	36.48859563439763	-1.4409051713101502	0.14961147492747162	-1.2065305922045118	0.22761297070632092	True	False	8
primary_nsclc_swap	tnk	mean	3	GSE207422+GSE291670+GSE325414	43	-0.2381027487859406	0.1569123427138418	0.0	-0.2605419152107499	0.27164972157842804	36.48859563439763	-1.4409051713101502	0.14961147492747162	-1.2065305922045118	0.22761297070632092	True	False	8
primary_mixed	tnk	mean	3	GSE241934_Real+GSE253013+GSE325414	58	-0.2531009317283838	0.18130718940381352	39.56295112546426	-0.019000804316741657	0.8941762662997874	0.0	-1.5032888376432025	0.13276457730987093	-0.14153231180532297	0.8874494358204866	True	False	8
