,Group,Power coefficient,Calibration parameter,aDC,Adipocytes,Astrocytes,B-cells,Basophils,CD4+ memory T-cells,CD4+ naive T-cells,CD4+ T-cells,CD4+ Tcm,CD4+ Tem,CD8+ naive T-cells,CD8+ T-cells,CD8+ Tcm,CD8+ Tem,cDC,Chondrocytes,Class-switched memory B-cells,CLP,CMP,DC,Endothelial cells,Eosinophils,Epithelial cells,Erythrocytes,Fibroblasts,GMP,Hepatocytes,HSC,iDC,Keratinocytes,ly Endothelial cells,Macrophages,Macrophages M1,Macrophages M2,Mast cells,Megakaryocytes,Melanocytes,Memory B-cells,MEP,Mesangial cells,Monocytes,MPP,MSC,mv Endothelial cells,Myocytes,naive B-cells,Neurons,Neutrophils,NK cells,NKT,Osteoblast,pDC,Pericytes,Plasma cells,Platelets,Preadipocytes,pro B-cells,Sebocytes,Skeletal muscle,Smooth muscle,Tgd cells,Th1 cells,Th2 cells,Tregs
CD8+ naive T-cells,Immune,1.99712285271848,0.57506273659319,0.0,2.36766868809472e-05,0.0,0.0119894258712211,0.0158382692757161,0,0.0,0.0381640984422795,0.0,0.0,1.0,0.0,0.0693975079367133,0.0672183386636737,0.0,0.0,0.0,0.0,0.0,0.0,5.91908760643718e-06,0.00474136987141194,0.000677994296041309,0.0,0.0,0.0,0.0,0.00680437710324746,0.0,0.0,0.0,0.0,0.0,0.0,0.0105034206191491,0.0,0.0,0.0,0.0,0.0,0.00172523024613535,0.00311889328130754,0.0,0.0,0.0,0.0,0,0.00124218503044826,0.0381224324610805,0.0561683854141973,0.0,0.0,0.0,0.0,0.0611937991673644,0,0.0,0.0,0.0159861379863665,7.09273576166934e-06,0.0,0.0,0.0,0.0
CD8+ T-cells,Immune,1.79917557900586,0.287489224192834,0.0,0.00366438357943251,0.0,0.0840497843784647,0.205340500774565,0,0.0,0.324314635154987,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.53612714883115e-05,0.0,0.0,0.0,0.00678319433794073,0.000496430803151046,0.0313642844589741,0.0,0.0,0.0,0.0,0.00143822342860978,0.0656541693217297,0.0,0.0,0.0,0.00456987760696549,0.0,0.0,0.00311570244661375,0.0,0.00609516333321419,0.0,0.0,0.0,0.0342309601507434,0.012440063732343,0.0,0.0,0.0,0.0,0,0.00965072736513508,0.367087473482459,0.147632413311912,0.0,0.0,0.0,0.0,0.254545968601869,0,0.0,0.0,0.0176875803070495,0.0,0.0,0.0,0.0,0.0
CD8+ Tcm,Immune,1.83592114546047,0.640628184695136,0.0,0.00208463418045839,0.0,0.0634092942930881,0.274840016007035,0,0.0,0.292224104593578,0.0,0.0,0.5,0.0,1.0,0.5,0.0,0.000196193831732553,0.0,0.0,0.0,0.0120052791661565,9.61599452543104e-05,0.0795208562240005,0.0,0.0,0.0,0.0,0.00111160308857997,0.0692148802354137,0.0,0.0,0.0,0.0110799091490018,0.0,0.0,0.010082832269007,0.0,0.00543232276837895,0.0,0.0,0.0,0.0273555982136668,0.0215913702717408,0.0,0.0,0.0,0.0,0,0.0226463238258458,0.347316614924512,0.242012693253612,0.0,0.0,0.0,0.0,0.317654723532219,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8+ Tem,Immune,1.93552189569249,0.788047356540646,0.0,0.00131105329691549,0.0,0.0389923427860107,0.490898239771414,0,0.0,0.219796947643599,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.00153437787027211,0.000253007095708759,0.0825612122076215,0.0,0.0,0.0,0.0,0.0141383365639488,0.0832646270503613,0.0,0.0,0.0,0.00184992848361031,0.0,0.0,0.0381121900580337,0.0,0.00355300903917435,0.0,0.0,0.0,0.051628683068445,0.00430430787604274,0.0,0.0,0.0,0.0,0,0.011434930646238,0.5,0.313047642203608,0.0,0.0,0.0,0.0,0.37465219260979,0,0.0,0.0,0.0030605638859837,0.0,0.0,0.0,0.0,0.0
cDC,Immune,1.99712285271848,0.57506273659319,0.0,0.0349877728974517,0.0,0.0464312792942042,0.0704404802679588,0,0.0,0.00838568201297088,0.0,0.0,0.0,0.0145115216014484,0.0,0.0,1.0,0.00035982591248627,0.0,0.0,0.0,0.0,0.00266295772415847,0.0698323317019955,0.0,0.0,6.80965243059574e-05,0.0,0.00749913198993754,0.00673646728169286,0.0,0.0,0.0,0.5,0.0,0.0,0.0307041518225944,0.0,0.0,0.0,0.0,0.0,0.313387266647885,0.0130973804789395,0.0,0.0,0.0,0.0,0,0.0587074409632522,0.013436334934513,0.0,0.0,0.0610954692344126,0.0,0.0,0.203283419167271,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chondrocytes,Non-Hematopoietic,1.85036054347867,0.420319691185026,0.0,0.257111800409779,0.0417284371104982,0.0,0.0,0,0.0,1.13528213387141e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00038377155966865,0.00135586639037353,0.0,0.00150356439593023,0.0,0.191628520854831,0.0,0.00784654453889938,0.00113761897174298,0.0,0.0,0.0,2.16832003013152e-05,0.0,0.0,0.0121340156971133,0.0,0.0238289570860806,0.0,0.0,0.0,0.0,0.000125748036694576,0.235349956329217,0.0,0.0,0.0,0,0.0,0.0,0.0242376300160852,0.0,0.0,0.0,0.0,0.00407655317498571,0,0.0,0.0,0.0625840105016452,0.126272539088898,0.0,0.0,0.0,0.0
Class-switched memory B-cells,Immune,1.68925147623523,0.730224738547766,0.0,0.0,0.0,0.0,0.0732971265825736,0,0.0,0.0791041435632067,0.0,0.0,0.0,0.0587517370649957,0.0,0.0,0.0,0.000601971707505675,1.0,0.0,0.0,0.030922890481292,0.00135385220105397,0.0889995521742536,0.0,0.0,0.0,0.0,0.0,0.112381085836558,0.0,0.0,0.0,0.0152049217129657,0.0,0.0,0.00227686554209094,0.0,0.00721893933704642,0.5,0.0,0.0,0.0235028342655395,0.0560279685468803,0.0,0.0,0.0,0.5,0,0.0367334649522522,0.0306768559402924,0.0138037744937353,0.0,0.0,0.0,0.245469179031534,0.0971640799406025,0,0.0998811965022512,0.0,0.00661536993593408,0.0,0.0,0.0,0.0,0.0
CLP,HSC,2.22468543186886,0.312637669743108,0.0,0.0,0.000204540925386442,0.0,0.0,0,0.0,0.0016606752933558,0.0,0.0,0.0,5.53470717796179e-06,0.0,0.0,0.0,0.0,0.0,1.0,0.00932766758840243,0.0,0.000540121019340746,0.0,0.000654907817243487,0.013019330253074,0.00247737050892006,0.18880737531991,0.0,0.0,0.0,0.0,0.0,2.91006249177029e-05,0.0,0.0,0.0,0.000267413746698042,0.0,0.0,0.0609101497734166,0.0,0.0,0.133505257875977,0.0,0.0,0.0,0.0,0,0.0,0.00440040510756598,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,5.14404665549167e-05,0.0,0.0,0.0,0.0
CMP,HSC,2.01762870749016,0.605605126138427,0.0,0.000276158906525433,0.0,0.000123184976854694,0.0524678827455842,0,0.0,0.0,0.0,0.0,0.0,0.0557523084010008,0.0,0.0,0.0,5.80130214782756e-07,0.0,0.139020573036004,1.0,0.00217958102780813,0.000337012540386589,0.117750911498459,0.0,0.143610277333778,1.29921039342788e-05,0.40627983786346,0.0,0.0,0.0,0.0,0.0,0.00118305305884024,0.0,0.0,0.117767871022734,0.000501863908259307,0.0,0.0,0.15563807190053,0.0,0.0307876750928746,0.25197567269229,8.27734062293117e-05,0.0,0.0,0.0,0,0.065492961922706,0.0,0.00813985751418357,0.0,0.0,0.0,0.0,0.0125607670855615,0,0.0,0.0,2.73907036297641e-05,0.0,0.0,0.0,0.0,0.0
DC,Immune,2.30970971638222,0.642048451735338,0.0,0.0307495050268814,0.0,0.00254367495123036,0.0,0,0.0,8.8558902834946e-08,0.0,0.0,0.0,9.28391899276465e-05,0.0,0.0,0.0,5.66585743711048e-06,0.0,0.0,0.0,1.0,0.000105528360069555,0.0106423223296777,0.0,0.0,7.65083906462798e-10,0.0,0.00107101562571533,5.54178317772911e-05,0.0,0.0,0.0,0.155297497659977,0.0,0.0,0.000736172930204873,0.0,9.61308800431309e-05,0.0,0.0,0.0,0.020826443117654,4.08532308213464e-07,0.00478802574234131,0.0,0.0,0.0,0,0.00283133437508598,0.0,0.0101305451334105,0.0,0.0,0.0,0.0,0.025244385441837,0,0.0,0.0,0.000437235700690133,0.000192657324597553,0.0,0.0,0.0,0.0
Endothelial cells,Non-Hematopoietic,1.91957090011264,0.799994280929491,0.0,0.0358223966857648,0.0,0.0,0.0,0,0.0,1.71565885318372e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000916711191408512,1.0,0.000365306474443261,0.0300827267865968,0.0,0.00777621556319798,0.0,0.0300780473336013,0.0,0.0,0.0,0.0,0.0059121319349597,0.0,0.0,0.0168230511939091,0.0,0.0697563997963049,0.0,0.0,0.0,0.00168958462990234,2.81235896797727e-05,0.0225480590073395,0.0,0.0,0.0,0,0.00128224482205242,0.0,0.013041267057721,0.0,0.0,0.0,0.0,0.0558301691076053,0,0.0,0.0,0.00257243654962778,0.00934467895156882,0.0,0.0,0.0,0.0
Eosinophils,Immune,2.10885986161157,0.560064326810953,0.0,0.000427847075023958,0.0,0.000140688461311491,0.136113108390484,0,0.0,0.00040763599924945,0.0,0.0,0.0,0.0150655261535068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0312858615990339,0.000397842044678301,1.0,7.52879650621814e-05,0.0,0.0,0.0,0.0,0.0131153875339503,0.0,0.0,0.0,0.00116515509037468,0.0,0.0,0.083674582317194,0.0,0.000638045442209067,0.0,0.0,0.0,0.120379529219386,0.00510300827050807,0.0,0.0,0.0,0.0,0,0.384674373814868,0.00132776529151832,0.0924936412475098,0.0,0.0,0.0,0.0,0.063096374375236,0,0.0,0.0,5.68179319105566e-05,0.0,0.0,0.0,0.0,0.0
Epithelial cells,Non-Hematopoietic,2.20428242646757,0.954358360224715,0.0,0.00383322606045187,0.0,0.0,0.058190173728298,0,0.0,0.000146621889840101,0.0,0.0,0.0,0.00194087360769117,0.0,0.0,0.0,0.00151431872454372,0.0,0.0,0.0,0.00244171241318357,0.00470841585845435,0.0112887823797643,1.0,0.0,0.00338902994740399,0.0,0.0374500239087287,0.0,0.0,0.0,0.0,0.00441801176927337,0.0,0.0,0.00422516204520694,0.0,0.00887965148087934,0.0,0.0,0.0,0.0179143613945646,0.0,0.0,0.0,0.0,0.0,0,0.0213362398952919,0.0,0.0,0.0,0.0,0.0,0.0,0.00440816540710474,0,0.0,0.0,0.000587044330874663,0.0,0.0,0.0,0.0,0.0
Erythrocytes,HSC,3.23430249194431,0.841112710716056,0.0,0.0,0.0,0.000115937499183812,2.41707187480815e-05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000495369581713159,0.00122496079336678,0.0,7.42114184060418e-06,0.00012279756437985,0.0,1.0,0.0,2.05164746658778e-05,2.53049016586061e-05,0.0,0.0,0.0,0.0,6.46360479491055e-10,0.0,0.0,2.04455153960798e-06,0.0373417289756753,1.71413809446871e-06,0.0,0.00935056894300439,0.0,0.00396487125656547,0.00158405263031989,0.0,0.0,0.0,0.0,0,0.00018858573412364,0.0,0.0,0.0,0.0,0.0,0.0,0.0121553076492289,0,0.0,0.0,0.000472565923047397,0.0,0.0,0.0,0.0,0.0
Fibroblasts,Non-Hematopoietic,1.40703700179515,0.219448612043251,0.0,0.5,0.119726674710097,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.01300451986033,0.054698255322836,0.0,0.057244432760622,0.0,1.0,0.0,0.0679023200107604,0.0205126915390031,0.0,0.0,0.0,0.0133099684945593,0.0,0.0,0.000590030086444265,0.0,0.147906662724551,0.0,0.0,0.0,0.0,0.00305421593159182,0.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.221836798027695,0.5,0.0,0.0,0.0,0.0
GMP,HSC,1.96019514300657,0.28466869050632,0.0,0.00106661854153309,0.0,0.0129823988173789,0.449661035637185,0,0.0,9.06428918228403e-05,0.0,0.0,0.0,0.0695797243521222,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0465630410806637,0.00106593671508803,0.323617100937219,0.0,0.5,0.0,1.0,0.00123318428026329,0.0,0.0,0.0,0.0,0.00844811236427511,0.0,0.0,0.138191824805444,0.0208226739032797,0.0,0.0,0.5,0.0,0.179996884933175,0.5,0.0,0.0,0.0,0.0,0,0.326270543224657,0.00392867140422292,0.0,0.0,0.0,0.0,0.0,0.139988787066821,0,0.0,0.0,0.00020633111062122,0.0,0.0,0.0,0.0,0.0
Hepatocytes,Non-Hematopoietic,2.90048041825865,0.347466091984824,0.0,0.00227552649481519,0.0,1.51937740142684e-07,0.0,0,0.0,2.42138137114763e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.41396493454558e-06,0.0,0.0,0.0,3.22279168827407e-05,0.0,0.00030690417187281,0.0001592969211017,0.0,3.55396570522851e-05,0.0,1.0,1.12834380096549e-05,0.0,0.0,0.0,8.48212453491555e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43028481742134e-05,1.73239193152175e-06,1.08016297136256e-06,0.0,0.0,0.0,0,8.68256657721604e-05,0.0,0.00759375736623486,0.0,0.0,0.0,0.0,0.00381626107440988,0,0.0,0.0,9.9478113131863e-05,3.24666990587937e-06,0.0,0.0,0.0,0.0
HSC,HSC,1.7525792871455,0.287301841225977,0.0,0.0738750687883479,0.0553895007541695,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0816229622447567,0.0,0.0,0.0,0.0,0.009968764555569,0.0,0.0,0.0,0.0521619507558299,0.0,0.00751891090234706,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72523499351521e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.026734174962718,0.0,0.0,0.0,0,0.0,8.21200074280174e-05,0.0,0.0,0.0,0.0,0.0,0.0574424318343479,0,0.0,0.0,0.00262569165269567,0.0195885298223058,0.0,0.0,0.0,0.0
iDC,Immune,1.99712285271848,0.57506273659319,0.5,0.326361999569165,0.0,0.0451898140310982,0.0,0,0.0,1.33083467933909e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00344914433007592,0.305869570002692,0.00124461556717729,0.0,6.26574681617268e-08,0.0,0.00523901167011887,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.000244640744384268,0.0,0.0030808113344052,0.0,0.0,0.0,0.258557887234061,0.00420873589963263,0.0844928227561561,0.0,0.0,0.0,0,0.0483363275913109,0.0,0.0,0.0,0.0,0.0,0.0,0.220455582690598,0,0.0,0.0,0.0146365625117637,0.0,0.0,0.0,0.0,0.0
Keratinocytes,Non-Hematopoietic,2.57580275371643,1.06596795283845,0.0,1.29614445609809e-05,0.0,0.0,0.0452139761518261,0,0.0,0.0,0.0,0.0,0.0,1.06178729788482e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.33128548992408e-05,0.000179704803515276,0.00757470317983739,0.0,0.0,0.00366925267043061,0.0,7.08397857511814e-06,4.12558547175087e-06,0.0,1.0,0.0,0.00247212984166974,0.0,0.0,0.00239940624018677,0.0,0.00518282184167429,0.0,0.0,0.0,0.00605660145342578,8.57570127676341e-08,0.0,0.0,0.0,0.0,0,0.00187455864664364,8.02532752314411e-06,0.0230694974387812,0.0,0.0,0.0,0.0,0.0163684692534109,0,0.0,0.5,0.0,0.000462028021330997,0.0,0.0,0.0,0.0
ly Endothelial cells,Non-Hematopoietic,2.30957190289902,0.538978289436851,0.0,0.0165783058301823,8.15536285664781e-09,0.0,0.0,0,0.0,5.62001453965105e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.15751443848119e-06,0.0,0.0,0.00607881231238976,0.0,0.00486735812469951,0.0,0.0429643644766659,0.0,0.0,0.0,1.0,0.000389916043838246,0.0,0.0,0.00801022492991146,0.0,0.0786101211216859,0.0,0.0,0.0,0.000648810278929669,1.75691294170788e-06,0.0141094029007553,0.5,0.0,0.0,0,8.10211056458577e-05,2.44330062485498e-06,0.0176653311086495,0.0,0.0,0.0,0.0,0.0282862852811132,0,0.0,0.0,0.00544648007178544,0.00461319509001243,0.0,0.0,0.0,0.0
Macrophages,Immune,1.98798590910915,0.361266874570334,0.0,0.0740413274351079,0.000419255317676651,0.00132423298778566,0.0475067239609905,0,0.0,0.0,0.0,0.0,0.0,0.000539420240888292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.169408854582255,0.0,0.0165094923103514,0.0,0.0,0.0,0.0,0.0169013294475032,0.00961607805520288,0.0,0.0,0.0,1.0,0.0,0.0,0.00323439445905113,0.0,0.00100334821151027,0.0,0.0,0.0,0.252545963195878,0.0038838681676204,0.0096752456816341,0.0,0.0,0.0,0,0.0287897351663012,0.0,0.0462127728276781,0.0,0.0,0.0,0.0,0.0323355160714354,0,0.0,0.0,0.00434558404153097,0.00252239535652082,0.0,0.0,0.0,0.0
Macrophages M1,Immune,2.01889566587227,0.604500753377109,0.0,0.109088521580924,0.00061390744013108,0.00218773728747285,0.0290211435162751,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.254136708699559,0.0,0.00198040245681582,0.0,0.0,2.71558483875116e-06,0.0,0.0332968161041883,0.00125018399693902,0.0,0.0,0.0,0.0,1.0,0.470628859990442,0.0010051895652386,0.0,0.000359166253565857,0.0,0.0,0.0,0.186316769712282,3.16138174645894e-05,0.0204909999510933,0.0,0.0,0.0,0,0.00522460780458004,0.0,0.0575229694465855,0.0,0.0,0.0,0.0,0.03148572907502,0,0.0,0.0,0.00441958032165257,0.0100372655675331,0.0,0.0,0.0,0.0
Macrophages M2,Immune,1.86733095799985,0.643929267415251,0.0,0.148464901259387,0.0,0.0,0.0136414121514659,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.159190801787324,5.4261454919326e-07,0.00183089790871614,0.000976423580905601,0.0,0.0,0.0,0.0191539339432427,0.00187495159874008,0.0,0.0,0.0,0.0,0.435428289154539,1.0,0.00335025331895916,0.0,0.0104922036552817,0.0,0.0,0.0,0.101115305317439,0.00529978083037872,0.00584225317430647,0.0,0.0,0.0,0,0.001632337161493,2.21612937329608e-05,0.0626548554463304,0.0,0.0,0.0,0.0,0.0387268071822664,0,0.0,0.0,0.057634170701281,0.0,0.0,0.0,0.0,0.0
Mast cells,Immune,1.84287995571725,0.233793303477593,0.0,0.00175590268656338,0.0,0.0124520701834689,0.01679517754513,0,0.0,0.00157327691474974,0.0,0.0,0.0,0.00261874172611224,0.0,0.0,0.0,0.000307852433013479,0.0,0.0,0.0,0.0103463023396718,0.000120002727297458,0.0186988759987581,0.0,0.0,0.0,0.0,0.0,0.0421523759019633,0.0,0.0,0.0,0.00217095023042946,0.0,0.0,1.0,0.0,0.00250896132228479,0.0,0.0,0.0,0.00290373087285197,0.0356767753224437,0.0,0.0,0.0,0.0,0,0.00444888432779762,0.00286279394896935,0.0162856548597345,0.0,0.0,0.0,0.0,0.032574286553446,0,0.0,0.0,0.000391692649044923,0.0,0.0,0.0,0.0,0.0
