sample	TACSTD2	CLDN4	CD8	CYT	GEP18	CD8_AB	ESTIMATE_StromalScore	ESTIMATE_ImmuneScore	ESTIMATE_Score	ESTIMATE_purity_raw	ESTIMATE_purity	ESTIMATE	ABSOLUTE_purity	LEUK
TCGA-63-A5MR-01	13.3391	12.3178	6.065	6.8974	-0.07010581605766567	4.87715	-1042.91	-7.48	-1050.39	0.9000979119228394	0.9000979119228394	-7.48	0.32	0.44064453921338
TCGA-63-A5MS-01	12.3213	12.3812	8.4398	7.7078500000000005	0.5249295773857044	7.3128	487.42	1199.37	1686.79	0.6580363176766206	0.6580363176766206	1199.37	0.2	0.432643449733264
TCGA-63-A5MT-01	13.5039	12.0534	5.6232	6.2034	-0.0743710652421244	5.64845	91.39	825.41	916.8	0.7387632821544656	0.7387632821544656	825.41	0.39	0.407995373223075
TCGA-63-A5MU-01	13.9382	12.1564	5.1043	5.81885	-1.1178257191570546	4.4177	-1710.39	-749.54	-2459.93	0.9704040297827525	0.9704040297827525	-749.54	0.81	0.0958018141383065
TCGA-63-A5MV-01	12.4722	10.8269	8.2834	7.1861999999999995	0.12878215079678285	8.889050000000001	285.27	836.86	1122.12	0.7181185027442752	0.7181185027442752	836.86	0.35	0.527224489677285
TCGA-63-A5MW-01	10.7405	9.1185	7.6505	6.8178	-0.4657058743478087	8.3699	174.36	-676.2	-501.84	0.8621375400225044	0.8621375400225044	-676.2	0.66	0.129799308353074
TCGA-63-A5MY-01	13.9926	11.6802	5.6064	3.64445	-1.9012483838285443	5.23865	-2047.35	-1162.74	-3210.1	0.9910645593006403	0.9910645593006403	-1162.74	0.85	0.146788072317775
TCGA-66-2727-01	13.1476	10.8378	7.6211	7.89465	0.06962653342516528	6.64095	-463.79	347.83	-115.96	0.832070809140068	0.832070809140068	347.83	0.47	0.208792626757613
TCGA-66-2734-01	13.4754	11.6252	5.7757	6.33325	-0.5142571974381559	4.80605	332.51	1139.64	1472.15	0.6814298950406282	0.6814298950406282	1139.64	0.36	0.885870222242258
TCGA-66-2737-01	12.4643	11.5208	8.3421	7.55565	0.5155630025150273	7.37505	1087.42	777.68	1865.1	0.6381046405236824	0.6381046405236824	777.68	0.48	0.22929238331634
TCGA-66-2742-01	14.8871	13.0173	7.2796	6.65015	-0.343942533495928	6.95715	-235.3	513.34	278.04	0.7986184029532144	0.7986184029532144	513.34	0.44	0.0571357735675835
TCGA-66-2744-01	12.383	10.1819	9.637	10.50355	1.3599285609444811	8.9967	543.96	2123.36	2667.32	0.5432283238813018	0.5432283238813018	2123.36	0.37	0.374178017912045
TCGA-66-2753-01	12.1294	11.3196	6.8913	6.177350000000001	-0.33880110805151087	5.8575	-122.58	295.73	173.15	0.8077896558669232	0.8077896558669232	295.73	0.39	0.233879206202971
TCGA-66-2754-01	7.4476	12.0266	6.3553	6.6165	-0.9133468092103497	5.15655	-1298.01	-880.53	-2178.54	0.9596046139491757	0.9596046139491757	-880.53	0.87	0.0934284347387229
TCGA-66-2755-01	8.8363	11.3846	8.432	7.7273499999999995	1.1285014335956334	7.8238	460.99	1984.26	2445.25	0.5703030944240037	0.5703030944240037	1984.26	0.3	0.396114323461025
TCGA-66-2756-01	11.1239	13.5221	7.8865	6.73375	-0.4210816577744987	6.72945	-722.41	-260.32	-982.73	0.8957264705300935	0.8957264705300935	-260.32	0.71	0.0612620787886772
TCGA-66-2757-01	10.9787	13.3826	8.6123	7.850199999999999	0.47222691438967146	8.357199999999999	-311.95	426.18	114.23	0.8128575798642212	0.8128575798642212	426.18	0.86	0.845045813064853
TCGA-66-2758-01	10.5996	12.2091	10.2454	10.03735	1.050832383622878	9.43905	-411.0	1214.38	803.38	0.7498810489327952	0.7498810489327952	1214.38	0.5	0.236165586737474
TCGA-66-2759-01	14.783	11.8966	8.1207	7.84695	0.6215633667468152	7.013	-138.27	788.32	650.05	0.7645799265590253	0.7645799265590253	788.32	0.5	0.0729784950236383
TCGA-66-2763-01	13.7839	11.3814	7.2247	7.9593	0.16324937691877858	7.339650000000001	-589.05	274.63	-314.41	0.8478731234377662	0.8478731234377662	274.63	0.67	0.220775677121271
TCGA-66-2765-01	13.4429	9.5291	8.054	7.7527	0.6150355966863325	6.82725	-56.79	1071.81	1015.03	0.7289689049432861	0.7289689049432861	1071.81	0.51	0.311670190243993
TCGA-66-2766-01	13.3919	12.132	7.3974	6.85455	-0.14335223002086142	6.8966	-630.45	-69.03	-699.48	0.8764719532006818	0.8764719532006818	-69.03	0.75	0.0306822043795009
TCGA-66-2767-01	12.9597	13.1592	10.3435	9.3965	1.3190646808012663	9.330300000000001	489.17	2123.97	2613.14	0.549888289762106	0.549888289762106	2123.97	0.27	0.364985199312607
TCGA-66-2768-01	14.457	12.5951	8.2471	8.15815	0.5707178229858153	7.222899999999999	-667.23	849.41	182.18	0.8070076033152631	0.8070076033152631	849.41	0.57	0.351609177760982
TCGA-66-2769-01	11.0287	9.8656	8.2156	7.9609000000000005	0.5541787737236219	7.30275	725.46	1543.33	2268.79	0.5913864330083328	0.5913864330083328	1543.33	0.32	0.0322353832356814
TCGA-66-2770-01	12.4821	11.6122	8.8835	8.29445	0.6993176225532395	7.85335	292.79	779.04	1071.83	0.7232361694225931	0.7232361694225931	779.04	0.64	0.239907418431983
TCGA-66-2771-01	15.0328	11.7395	9.5129	9.05685	0.8510164876191401	8.8078	87.09	1937.25	2024.34	0.6199347128135001	0.6199347128135001	1937.25	0.44	0.45007554161112
TCGA-66-2773-01	13.2649	11.9621	8.7494	7.8088	0.5917531402029295	8.000399999999999	-144.78	1097.84	953.06	0.7351656241003853	0.7351656241003853	1097.84	0.41	0.314263286252366
TCGA-66-2777-01	13.9266	12.8525	7.3835	6.1838999999999995	-0.09343525167319205	7.3835	-24.35	1055.07	1030.72	0.727390386395582	0.727390386395582	1055.07	0.3	0.0280311300030343
TCGA-66-2778-01	15.0781	12.977	7.1894	6.8407	-0.3702294808982476	6.6364	-710.07	961.02	250.95	0.801005288924343	0.801005288924343	961.02	0.38	0.526158679173123
TCGA-66-2780-01	15.053	13.087	7.023	7.48515	0.10662762020846255	6.00295	157.45	548.61	706.06	0.7592550747109392	0.7592550747109392	548.61	0.47	0.371658516772983
TCGA-66-2781-01	12.775	12.8683	7.643	6.80115	-0.14144877839293227	8.45355	-368.57	235.55	-133.01	0.8334563963460655	0.8334563963460655	235.55	0.4	0.33851731916946
TCGA-66-2782-01	14.0716	12.004	8.1475	8.81845	0.3718422031537286	7.2289	257.12	1215.03	1472.16	0.6814288207199745	0.6814288207199745	1215.03	0.52	0.371220708427744
TCGA-66-2783-01	14.3169	12.1832	7.7362	6.95525	-0.06444717717083795	6.749700000000001	-269.12	447.98	178.87	0.8072944339937786	0.8072944339937786	447.98	0.57	0.248965579681521
TCGA-66-2785-01	14.4296	13.5702	10.0681	10.0053	1.3175600496036348	10.14195	-9.41	1761.48	1752.07	0.6507908426437463	0.6507908426437463	1761.48	0.4	0.0512366470479652
TCGA-66-2786-01	13.982	12.8634	8.9882	7.8763499999999995	0.2949468553668976	7.998950000000001	-239.56	924.4	684.84	0.7612785111418235	0.7612785111418235	924.4	0.57	0.254591939016783
TCGA-66-2787-01	6.1413	11.8175	9.4929	8.64905	0.6943454321779092	8.4946	84.22	863.94	948.16	0.7356530134211605	0.7356530134211605	863.94	0.36	0.336793767464435
TCGA-66-2788-01	13.5487	11.6551	8.8841	8.1466	0.624781081216079	8.17775	774.19	1084.91	1859.09	0.6387836403879327	0.6387836403879327	1084.91	0.41	0.442615155635283
TCGA-66-2789-01	13.6497	12.8311	6.6491	7.873799999999999	-0.1263989187717653	6.80325	371.21	332.36	703.56	0.7594938457971525	0.7594938457971525	332.36	0.55	0.083247166830689
TCGA-66-2790-01	11.0228	11.4114	8.9854	8.16355	0.4613140278578311	9.35455	20.31	553.44	573.75	0.7717505169877281	0.7717505169877281	553.44	0.57	0.23655811856391
TCGA-66-2791-01	12.4389	11.1762	9.6931	9.76075	1.1479255081276438	8.679	413.12	1485.14	1898.26	0.6343493636526882	0.6343493636526882	1485.14	0.45	0.316537107755918
TCGA-66-2792-01	12.7614	11.0859	6.9504	7.1061	-0.3009936347365268	5.7483	-296.68	-151.88	-448.56	0.8581485716531595	0.8581485716531595	-151.88	0.66	0.0969789301713952
TCGA-66-2793-01	13.818	12.4197	6.7873	5.0496	-1.2707701520070733	7.93075	-1673.39	-1200.28	-2873.67	0.9832719953072965	0.9832719953072965	-1200.28	0.85	0.0308044278783645
TCGA-66-2794-01	12.3998	12.5123	10.8989	10.370049999999999	1.3876483852289456	9.938749999999999	-678.05	1468.99	790.94	0.75108786131143	0.75108786131143	1468.99	0.64	0.0743801841692933
TCGA-66-2795-01	12.4462	11.7738	7.6781	6.96825	0.3018728807339603	6.731	480.65	838.06	1318.7	0.6977410819920075	0.6977410819920075	838.06	0.66	0.183600219823474
TCGA-66-2800-01	11.9722	12.244	7.1552	6.5936	-0.05044439943344861	6.139049999999999	-15.82	882.69	866.87	0.7436829832202341	0.7436829832202341	882.69	0.52	0.0518244465310922
TCGA-68-7755-01	13.4596	14.9244	6.5532	6.43785	-0.29261514136463845	5.45345	-294.37	-610.12	-904.49	0.890561338612877	0.890561338612877	-610.12	0.62	0.148943823009274
TCGA-68-7756-01	14.6534	13.3038	6.6625	6.31855	-0.2932645704735625	5.3248999999999995	-230.82	117.41	-113.42	0.8318639469568966	0.8318639469568966	117.41	0.49	0.331209764423806
TCGA-68-7757-01	14.3634	12.7639	5.0872	6.4415	-0.5156217857376633	4.2144	300.51	334.93	635.44	0.7659604101575299	0.7659604101575299	334.93	0.34	0.436258944414419
TCGA-68-8250-01	13.0435	12.4741	8.2064	8.163699999999999	0.34668724292038827	7.31095	-388.59	612.42	223.83	0.8033821312116689	0.8033821312116689	612.42	0.44	0.282354557385163
TCGA-68-8251-01	13.0631	12.3626	8.2185	7.94735	0.3063788122722187	7.6320500000000004	466.58	668.93	1135.51	0.7167492864174664	0.7167492864174664	668.93	0.33	0.427343388173244
TCGA-68-A59I-01	13.5263	12.3862	8.1636	7.635149999999999	-0.02222943634288523	7.2277000000000005	292.3	781.78	1074.09	0.7230070284935746	0.7230070284935746	781.78	0.29	0.519591481070797
TCGA-68-A59J-01	12.5086	12.3359	9.3194	9.20465	0.8757457424242255	7.7225	-550.23	689.42	139.19	0.8107180803787766	0.8107180803787766	689.42	0.45	0.267991174014768
TCGA-6A-AB49-01	12.2133	11.5091	6.483	5.83145	-0.9882360557182869	5.14555	-2114.97	-581.12	-2696.09	0.9781906270092829	0.9781906270092829	-581.12	0.69	0.116730121210418
TCGA-70-6722-01	15.1201	13.0172	7.4718	7.5466999999999995	0.45163003223847575	6.2641	595.7	919.39	1515.1	0.6768021790306398	0.6768021790306398	919.39	0.32	0.377736659650967
TCGA-70-6723-01	12.9693	11.3832	7.396	7.116350000000001	-0.7372506544247691	6.121449999999999	-1592.0	-927.62	-2519.62	0.9724826159778226	0.9724826159778226	-927.62	0.86	0.0519927398576702
TCGA-77-6842-01	10.5031	10.4328	9.4253	10.31585	0.7505906521973992	9.56105	185.32	1732.01	1917.33	0.6321829270493063	0.6321829270493063	1732.01	0.48	0.35254104968471
TCGA-77-6843-01	11.6104	11.7549	5.5864	4.80245	-0.9304667353711888	4.2186	-1361.11	-985.18	-2346.29	0.9662409544682373	0.9662409544682373	-985.18	0.74	0.229737485200462
TCGA-77-6844-01	14.3967	11.9136	7.3	6.731	-0.3096494753653585	7.35965	-946.02	67.21	-878.82	0.8888410695591049	0.8888410695591049	67.21	0.66	0.215542835962192
TCGA-77-6845-01	12.084	12.0068	5.0473	4.25245	-1.5432244649798021	3.54795	-1095.83	-1043.43	-2139.25	0.957966017498206	0.957966017498206	-1043.43	0.78	0.0659662365736776
TCGA-77-7138-01	13.4738	11.0182	5.3904	6.5703499999999995	-0.9374196309853084	3.6857499999999996	-1036.81	-123.48	-1160.3	0.9070096389436395	0.9070096389436395	-123.48		0.486152674521583
TCGA-77-7139-01	14.3155	13.1127	7.3611	6.0905000000000005	-0.3511232578657669	6.882350000000001	-719.15	-186.02	-905.17	0.89060673684934	0.89060673684934	-186.02	0.72	0.138051589888629
TCGA-77-7140-01	13.6792	11.0787	5.6567	7.1648	-0.6014109800231194	4.33885	-508.55	-513.92	-1022.47	0.898304764972291	0.898304764972291	-513.92	0.78	0.0836232946446294
TCGA-77-7141-01	13.2089	13.0565	7.6238	5.9259	-0.24893844867437126	6.0363500000000005	-937.73	-427.67	-1365.41	0.9192753408670513	0.9192753408670513	-427.67	0.61	0.181564728975413
TCGA-77-7142-01	13.7382	10.8082	7.5525	6.8042	-0.3345574664622069	6.0762	-361.23	28.09	-333.14	0.8493276184787877	0.8493276184787877	28.09	0.39	0.143154001867028
TCGA-77-7335-01	13.6931	11.3404	10.4869	9.7258	1.4241208477419818	9.607199999999999	1757.3	2137.29	3894.59	0.38400364225823447	0.38400364225823447	2137.29	0.41	0.349853996461642
TCGA-77-7337-01	12.35	10.9798	7.7115	8.11335	-0.04909240685969485	7.205550000000001	572.18	388.75	960.93	0.7343820212936956	0.7343820212936956	388.75	0.52	0.297990223019054
TCGA-77-7338-01	14.3595	12.3552	7.7446	7.06995	-0.25671365414984476	6.48395	362.65	360.18	722.84	0.7576497984596715	0.7576497984596715	360.18	0.52	0.323767882352743
TCGA-77-7463-01	12.2859	10.3483	5.654	6.10825	-0.8446500402229614	4.2778	-1059.84	3.75	-1056.1	0.9004627724629762	0.9004627724629762	3.75	0.41	0.286240407606545
TCGA-77-7465-01	10.3713	9.626	9.434	8.79625	0.8713128856548669	8.975349999999999	-289.16	1279.72	990.55	0.7314240301323075	0.7314240301323075	1279.72	0.68	0.320533176603619
TCGA-77-8007-01	11.2294	12.339	8.9352	8.149049999999999	0.760294816616829	7.93215	656.29	1595.48	2251.77	0.5933992162716757	0.5933992162716757	1595.48	0.21	0.594925053887191
TCGA-77-8008-01	13.9247	10.667	7.5007	6.85765	0.3932165482987162	6.6535	1514.55	1233.87	2748.41	0.5331964369065756	0.5331964369065756	1233.87	0.27	0.410775396166549
TCGA-77-8009-01	6.1114	6.2592	7.343	7.1587499999999995	-0.18155598671858234	5.66765	-559.73	-336.43	-896.16	0.8900044902634142	0.8900044902634142	-336.43	0.67	0.0701746140884573
TCGA-77-8128-01	11.7531	11.4458	5.6822	4.43185	-1.2635745450431721	4.89865	-185.18	-1112.47	-1297.66	0.9153154786279079	0.9153154786279079	-1112.47	0.64	0.112762317065764
TCGA-77-8130-01	13.5502	10.2458	4.5739	5.10625	-0.6739018681564836	3.7422	299.5	-105.27	194.23	0.8059617923025414	0.8059617923025414	-105.27	0.39	0.263714219439891
TCGA-77-8131-01	13.4979	12.8112	9.4043	8.820350000000001	1.0061488051176282	8.20065	831.53	2383.49	3215.02	0.4740470945632103	0.4740470945632103	2383.49	0.23	0.574683544240002
TCGA-77-8133-01	12.7038	12.4907	7.4096	7.09705	0.2285995232982968	6.4933499999999995	-454.48	1251.92	797.43	0.7504585744626311	0.7504585744626311	1251.92	0.4	0.383993937469645
TCGA-77-8136-01	12.5493	10.7799	9.8044	9.8102	1.3974609785270173	8.5083	657.03	1510.21	2167.24	0.6033406020512658	0.6033406020512658	1510.21	0.34	0.504165688494953
TCGA-77-8138-01	14.4339	13.2934	7.0675	6.8235	0.07271956749890264	6.311249999999999	214.7	790.55	1005.25	0.7299508823658869	0.7299508823658869	790.55	0.23	0.343348485983147
TCGA-77-8139-01	13.2705	11.4444	6.8247	7.07725	-0.3273512091405079	5.7749500000000005	-108.36	61.41	-46.95	0.8264094867013582	0.8264094867013582	61.41	0.3	0.362187671402054
TCGA-77-8140-01	13.9864	13.8002	6.2767	6.19205	-1.0352026203886302	5.58	-1326.32	-516.46	-1842.79	0.9445788419160884	0.9445788419160884	-516.46	0.53	0.35246721072711
TCGA-77-8143-01	14.8369	12.2064	7.1986	7.44625	-0.3878349245970687	6.0828500000000005	-1462.18	-189.7	-1651.88	0.935009533543106	0.935009533543106	-189.7	0.66	0.168515764801309
TCGA-77-8144-01	12.8983	8.6742	6.8252	7.9505	-0.5546749198245924	5.620749999999999	-1108.94	-48.41	-1157.35	0.9068272024861108	0.9068272024861108	-48.41	0.57	0.213689057736153
TCGA-77-8145-01	12.834	12.1259	5.6423	6.0522	-0.49399365459077427	4.8663	525.03	-184.95	340.08	0.7931045759505492	0.7931045759505492	-184.95	0.41	0.253076089751438
TCGA-77-8146-01	13.7417	12.6329	7.0619	6.7677	-0.17446471840972716	6.0184999999999995	-430.68	198.97	-231.71	0.8413745086112698	0.8413745086112698	198.97		0.310250338220843
TCGA-77-8148-01	12.7074	11.0739	7.2452	6.343	-0.10927863725738841	8.07825	-214.04	-141.97	-356.01	0.8510949024745532	0.8510949024745532	-141.97	0.68	0.187717801075363
TCGA-77-8150-01	12.6861	12.9248	9.0723	7.6202000000000005	0.2735053299882663	7.84605	-583.77	547.17	-36.61	0.8255539125861325	0.8255539125861325	547.17	0.56	0.218256142521998
TCGA-77-8153-01	13.8212	12.5481	5.7296	6.114050000000001	-1.462001836563334	4.7353	-1304.56	-1045.84	-2350.4	0.9663962129688705	0.9663962129688705	-1045.84	0.76	0.225419362800433
TCGA-77-8154-01	14.0368	10.4489	5.1113	4.976	-1.5852184341344853	5.41405	-1054.21	-938.14	-1992.35	0.9515576996530811	0.9515576996530811	-938.14	0.68	0.193309879976794
TCGA-77-8156-01	11.4981	12.2364	9.6627	9.14125	0.7527650781197466	8.64845	405.16	1495.19	1900.36	0.6341110375756903	0.6341110375756903	1495.19	0.23	0.545362427653858
TCGA-77-A5FZ-01	11.8294	11.7378	10.1367	8.91625	1.062066217850801	9.149249999999999	1482.1	3087.39	4569.49	0.29079821363206937	0.29079821363206937	3087.39	0.46	0.787122790567925
TCGA-77-A5G1-01	14.6212	11.9368	7.2167	6.7395	0.12237262721733637	5.956200000000001	-159.91	875.55	715.65	0.7583382007182723	0.7583382007182723	875.55	0.25	0.559337254775237
TCGA-77-A5G3-01	13.2486	12.5064	7.8831	7.3629	-0.12416277211446428	6.62955	-728.07	-246.64	-974.7	0.8952017870286931	0.8952017870286931	-246.64	0.65	0.171903670608616
TCGA-77-A5G6-01	12.9382	11.6478	5.8348	5.53645	-1.1123271976820084	5.1731	-1294.32	-547.64	-1841.96	0.9445388385515394	0.9445388385515394	-547.64	0.7	0.164279773018981
TCGA-77-A5G7-01	13.744	10.0643	6.5523	5.9465	-0.9478717472899199	5.9238	-1590.81	-592.97	-2183.78	0.9598207379756358	0.9598207379756358	-592.97	0.58	0.39876785062228
TCGA-77-A5G8-01	13.6537	11.8979	7.4904	7.3083	-0.040707301140664974	6.3223	-508.37	186.26	-322.11	0.848471850309799	0.848471850309799	186.26	0.44	0.333482942313436
TCGA-77-A5GA-01	14.2926	12.0802	6.8554	6.5035	-0.4925316158101675	5.239050000000001	-1069.48	-194.29	-1263.77	0.9133006789755864	0.9133006789755864	-194.29	0.26	0.378244662929296
TCGA-77-A5GB-01	12.8395	7.9753	7.7013	7.37725	0.34133862477336785	6.6505	193.94	870.02	1063.96	0.7240334857392631	0.7240334857392631	870.02	0.28	0.500552015625203
TCGA-77-A5GF-01	12.8873	12.0983	8.2249	7.31645	0.25316275579622755	6.6612	-503.14	-14.87	-518.01	0.8633377364862782	0.8633377364862782	-14.87	0.56	0.207604086033801
TCGA-77-A5GH-01	11.7671	12.319	8.9064	9.77785	0.9519360276208335	8.722100000000001	461.22	1743.87	2205.09	0.598900540895252	0.598900540895252	1743.87	0.46	0.441198514233716
TCGA-79-5596-01	13.7053	13.3607	5.2272	6.4681	-1.3113325293318443	5.402699999999999	-1054.01	-642.05	-1696.06	0.9372896227547557	0.9372896227547557	-642.05	0.69	0.268325223468547
TCGA-85-6175-01	12.5345	11.098	8.4344	7.80275	0.5551068580935279	7.4878	1713.28	1396.45	3109.73	0.48759836497394987	0.48759836497394987	1396.45	0.3	0.304106023536064
TCGA-85-6560-01	5.9708	7.8907	9.195	7.8948	0.41844543777625715	7.8827	501.66	810.7	1312.36	0.6984074426401613	0.6984074426401613	810.7	0.49	0.247099010176977
TCGA-85-6561-01	12.3226	11.2714	9.4411	8.605	0.7249879002087724	8.3962	1311.09	1436.56	2747.64	0.533292053435445	0.533292053435445	1436.56	0.4	0.452134581697187
TCGA-85-6798-01	11.1636	12.0303	4.6507	5.9674499999999995	-0.9878929630260203	3.71185	-257.86	-755.71	-1013.57	0.8977299944298324	0.8977299944298324	-755.71	0.47	0.219460750644342
TCGA-85-7696-01	13.1451	12.4373	6.9663	6.89185	-0.2598106484434133	6.2959	-448.61	9.04	-439.56	0.857469570618927	0.857469570618927	9.04	0.76	0.156189745710192
TCGA-85-7697-01	14.3092	12.0665	7.9593	7.23505	-0.1521792658734289	6.7924500000000005	-363.76	344.73	-19.04	0.8240957381534969	0.8240957381534969	344.73	0.36	0.480713242511057
TCGA-85-7698-01	12.5741	12.4781	8.4034	7.5213	0.47135680907506594	7.3645	335.72	533.76	869.49	0.7434258202748703	0.7434258202748703	533.76	0.63	0.246776593692919
TCGA-85-7699-01	11.3296	10.156	10.2374	8.870650000000001	0.8679311677629609	9.12405	411.88	1416.13	1828.01	0.6422870625573445	0.6422870625573445	1416.13	0.65	0.324914926945419
TCGA-85-7710-01	12.9934	11.3047	8.0361	7.71725	0.17794407078192234	6.7385	-837.8	440.05	-397.75	0.8542956279145622	0.8542956279145622	440.05	0.73	0.191459023193884
TCGA-85-7843-01	14.1937	9.9286	6.4226	6.34665	-0.42729983899398	6.1307	99.46	314.79	414.25	0.7864264090349338	0.7864264090349338	314.79	0.41	0.28364771511027
TCGA-85-7844-01	12.5761	10.1288	7.8233	8.04075	0.017539853616299284	6.68675	370.99	315.9	686.89	0.7610833550666104	0.7610833550666104	315.9	0.33	0.33615633023236
TCGA-85-7950-01	7.839	10.9204	9.2913	8.5737	0.8160365793265371	8.25075	535.88	913.51	1449.39	0.6838712396952208	0.6838712396952208	913.51	0.52	0.279536244543958
TCGA-85-8048-01	12.8539	12.0344	9.4305	9.2461	0.9577459364810805	9.088750000000001	713.78	1838.92	2552.69	0.5572779128196321	0.5572779128196321	1838.92	0.18	0.559425173198629
TCGA-85-8049-01	12.6196	13.0595	9.1961	8.7997	0.8978253890374381	8.1565	985.87	1729.98	2715.85	0.537233688880688	0.537233688880688	1729.98	0.2	0.477192768684587
TCGA-85-8052-01	14.0223	11.6893	6.9419	5.8994	-0.5077717483832619	5.7621	-636.86	-122.06	-758.92	0.8806392644264465	0.8806392644264465	-122.06	0.37	0.330337207847322
TCGA-85-8070-01	13.9257	14.0617	5.7912	5.19205	-0.8890938587031534	4.538349999999999	-1912.11	-1076.64	-2988.75	0.9862084014726485	0.9862084014726485	-1076.64	0.95	0.0639308625541693
TCGA-85-8071-01	14.2853	9.3351	7.5373	8.934899999999999	-0.5210005781533353	6.3289	-1188.35	-399.77	-1588.12	0.9316496374543699	0.9316496374543699	-399.77	0.86	0.0984413778975791
TCGA-85-8072-01	13.7444	12.8368	8.0139	7.45585	0.17040315240662618	6.75275	-739.94	350.33	-389.61	0.8536739462725085	0.8536739462725085	350.33	0.42	0.245362732486174
TCGA-85-8276-01	12.2039	11.4107	9.0078	8.657399999999999	0.6365838006833118	7.97495	816.27	1164.1	1980.37	0.6249861425240802	0.6249861425240802	1164.1	0.26	0.425825327496212
TCGA-85-8277-01	12.4291	10.9902	8.0115	8.35115	0.25950642735065643	6.63875	-839.79	80.91	-758.89	0.8806371780231433	0.8806371780231433	80.91	0.56	0.208839007876766
TCGA-85-8287-01	11.4708	12.1044	9.5709	8.268	0.657457939331132	8.456150000000001	984.73	1400.82	2385.55	0.5774795531265812	0.5774795531265812	1400.82	0.34	0.44480703063038
TCGA-85-8288-01	12.9606	11.8088	7.9342	6.93215	0.13363831128923556	7.183199999999999	361.34	367.51	728.84	0.757074686030004	0.757074686030004	367.51	0.61	0.268134178384846
TCGA-85-8350-01	14.0255	12.9504	7.8147	7.35065	0.03354479650944403	8.18745	29.03	349.41	378.45	0.7896614800268607	0.7896614800268607	349.41	0.32	0.317276382420609
TCGA-85-8351-01	16.3833	12.476	6.5472	7.392200000000001	-0.39238559975157333	5.2557	-663.36	5.72	-657.64	0.8734985376714299	0.8734985376714299	5.72	0.49	0.259700647618257
TCGA-85-8352-01	9.2331	13.386	7.4733	5.57085	-0.8664510131580898	6.30195	-1966.62	-1046.75	-3013.37	0.9868000953790105	0.9868000953790105	-1046.75	0.93	0.0404723453041889
TCGA-85-8353-01	11.8411	11.2714	8.4314	7.8095	0.357841819415659	7.1215	719.05	779.99	1499.04	0.6785357479750903	0.6785357479750903	779.99	0.41	0.397189172722544
TCGA-85-8354-01	13.2151	12.4129	6.372	6.85045	-0.8413768997223364	5.03125	-1494.57	-550.06	-2044.63	0.9538892137337789	0.9538892137337789	-550.06	0.75	0.103883661876752
TCGA-85-8355-01	12.449	12.5322	9.7611	8.667	1.1900943661993195	8.7695	283.6	2293.27	2576.87	0.5543272964297543	0.5543272964297543	2293.27	0.23	0.600440338575392
TCGA-85-8479-01	14.5275	10.8679	5.2315	4.68855	-1.5949012620208356	4.2456499999999995	-1257.83	-714.66	-1972.49	0.9506573148796013	0.9506573148796013	-714.66	0.67	0.287685028222655
TCGA-85-8481-01	14.655	13.9554	6.7917	7.1457999999999995	0.17842650735697735	5.70925	350.33	637.94	988.27	0.731652213463247	0.731652213463247	637.94	0.29	0.432434316777212
TCGA-85-8580-01	12.7329	11.9835	6.8088	5.9418500000000005	-0.4257473915355125	6.2025500000000005	-1345.1	101.51	-1243.59	0.9120902154106609	0.9120902154106609	101.51	0.33	0.483764737462161
TCGA-85-8582-01	13.3588	11.5325	7.0344	6.7959499999999995	-0.05332688127158911	6.098599999999999	951.44	545.72	1497.16	0.6787384349604404	0.6787384349604404	545.72	0.21	0.461394644289027
TCGA-85-8584-01	13.1746	13.7807	9.9739	9.2495	1.0458805125524857	8.9744	-305.83	1317.06	1011.23	0.7293506289370376	0.7293506289370376	1317.06	0.39	0.456569443061883
TCGA-85-8664-01	11.2587	11.4173	6.4913	6.07655	-1.0878646011603115	6.93385	-1921.34	-713.99	-2635.33	0.9762992165677692	0.9762992165677692	-713.99	0.65	0.200067654413214
TCGA-85-8666-01	13.4638	12.6354	7.0729	7.2688500000000005	-0.22975831496967125	5.72495	380.39	687.9	1068.29	0.7235949292955992	0.7235949292955992	687.9	0.27	0.457082358769627
TCGA-85-A4CL-01	13.726	12.1084	9.6931	9.54355	0.6211646967580253	8.64655	-334.82	1042.6	707.78	0.759090740829628	0.759090740829628	1042.6	0.65	0.303432584042367
TCGA-85-A4CN-01	12.3184	12.0344	8.1353	7.3313500000000005	-0.02962795929521212	7.12345	155.04	4.09	159.13	0.8090010597049698	0.8090010597049698	4.09	0.54	0.311060572776637
TCGA-85-A4JB-01	12.2013	11.2797	6.5313	6.97345	-0.6617743067817792	5.0906	-569.89	-252.82	-822.71	0.8850369644437853	0.8850369644437853	-252.82	0.33	0.415507938568963
TCGA-85-A4JC-01	14.5435	11.7084	6.3069	6.800549999999999	-0.4010974512813324	6.11395	25.32	673.93	699.24	0.7599062011442543	0.7599062011442543	673.93	0.48	0.570218234662673
TCGA-85-A4PA-01	8.9376	8.5532	9.6171	8.61595	0.7040112316200275	8.8779	83.94	3198.31	3282.25	0.465334869018218	0.465334869018218	3198.31	0.43	0.910951234736294
TCGA-85-A4QQ-01	14.285	11.6935	6.7808	5.9747	-0.8224342958172072	5.47975	-1301.7	-225.38	-1527.08	0.9283566108542117	0.9283566108542117	-225.38	0.56	0.257747375423133
