uid	accession	gdstype	entrytype	n_samples	platform	taxon	pdat	matched_queries	title	summary	acc	irae	pneu	colitis	lung	ici	score
200189185	GSE189185			117	24676;18573	Homo sapiens		ici_colitis	Divergent spatial microdomains drive inflammation and repair in Ulcerative and Immune Checkpoint Therapy Colitis.	This SuperSeries is composed of the SubSeries listed below.	GSE189185	False	False	True	False	True	2
200206299	GSE206299			95	24676	Homo sapiens		ici_colitis	Colitis associated with immune checkpoint inhibitors [tissue_cells]	In this study we set investigate four aspects of irColitis that are vital  to the pathogenesis of most immunotherapy related adverse events: (1) the  interactions between CD8 T cells and other immune, epithelial, and  mesenchymal cells that sustain organ specific inflammation; (2) the  contribution of circulating immune cells to disease; (3) the epithelial and  mesenchymal defects that define pare	GSE206299	False	False	True	False	True	2
200287541	GSE287541			92	30173	Homo sapiens		ici_irae	Transcriptomic and proteomic characterization of cell and protein biomarkers of checkpoint inhibitor-induced liver injury [scRNA-seq]	Immune checkpoint inhibitors (ICI) targeting CTLA-4 and PD-1 have shown remarkable antitumor efficacy but can also cause immune-related adverse events, including checkpoint inhibitor-induced liver injury (ChILI). This multi-omic study aimed to investigate changes in blood samples from treated cancer patients who developed ChILI. PBMCs were analyzed by transcriptomic and T cell receptor sequencing 	GSE287541	True	False	False	False	True	2
200144469	GSE144469			81	15520;16791;20301	Homo sapiens		ici_colitis	Molecular Pathways of Colon Inflammation Induced by Cancer Immunotherapy	Checkpoint blockade with antibodies specific for the PD-1 and CTLA-4 inhibitory receptors can induce durable responses in a wide range of human cancers. However, the immunological mechanisms responsible for severe inflammatory side effects remain poorly understood. Here we report a comprehensive single cell analysis of immune cell populations in colitis, a common and severe side effect of checkpoi	GSE144469	False	False	True	False	True	2
200228597	GSE228597			75	18573;24676	Homo sapiens		ici_irae	Immunologic drivers of immune checkpoint inhibitor therapy myocarditis, fatality and anti-tumor response in cancer patients	Immune checkpoint inhibitors (ICIs) can offer remarkable benefits to patients with cancer, but these agents can cause morbid and potentially fatal immune-related adverse events (irAEs), the most lethal of which is ICI-related myocarditis (irMyocarditis). The pathogenesis of irMyocarditis and its relationship to anti-tumor immunity remain poorly understood. We sought to define how immune cell traff	GSE228597	True	False	False	False	True	2
200249898	GSE249898			72	24676	Homo sapiens		ici_irae	Multidimensional analysis reveals innate and adaptive immune features associated with toxicities in patients receiving checkpoint inhibitor therapy	Analysis of 162 patients revealed that individuals who developed clinically significant irAEs exhibited a baseline proinflammatory, autoimmune-like state characterized by a significantly higher abundance of CD57+ T and natural killer (NK) T cells, plasmablasts, proliferating and activated CXCR3+ lymphocytes, CD8+ effector and terminal effector memory T cells, along with reduced NK cells and elevat	GSE249898	True	False	False	False	True	2
200186143	GSE186143			66	16791	Homo sapiens		ici_irae	T cell characteristics associated with toxicity to immune checkpoint blockade in patients with melanoma [bulk RNA-seq]	Severe immune-related adverse events (irAEs) occur in up to 60% of melanoma patients treated with immune checkpoint inhibitors (ICIs). However, it remains unknown whether a common baseline immunological state precedes irAE development. Leveraging CyTOF, single-cell RNA sequencing, bulk RNA sequencing, and T cell receptor sequencing to analyze pretreatment blood from metastatic melanoma patients tr	GSE186143	True	False	False	False	True	2
200180045	GSE180045			65	24676;24247	Homo sapiens; Mus musculus		ici_irae	Identification of Pathogenic Immune Cell Subsets in Checkpoint Inhibitor-induced Myocarditis	Immune checkpoint inhibitors (ICIs) are monoclonal antibodies used widely to activate the immune system against tumor cells. Despite their therapeutic benefits, ICIs are known to cause immune-related adverse events (irAE) such as myocarditis, a rare but serious side effect with up to 50% mortality. To identify pathogenic immune subset(s) responsible for ICI myocarditis and other irAE, we performed	GSE180045	True	False	False	False	True	2
200190564	GSE190564			62	24676	Homo sapiens		ici_colitis	Divergent spatial microdomains drive inflammation and repair in Ulcerative and Immune Checkpoint Therapy Colitis -  whole tissue scRNA-Seq	Adult inflammatory bowel disease is incompletely understood. We combine unbiased single-cell RNA sequencing (gene expression profiling, CITE-seq derived cell surface protein data, TCR and BCR sequence data) with unbiased spatial transcriptomics to interrogate changes across immune and non-immune populations in colitis and health, across tissue and blood. We compare idiopathic ulcerative colitis wi	GSE190564	False	False	True	False	True	2
200307261	GSE307261			58	18573	Homo sapiens		ici_irae	CTLA-4 Blockade Shifts the B Cell Repertoire Towards Autoimmunity	Checkpoint inhibitors targeting CTLA-4 and PD-1 revolutionized the treatment of cancer patients but their use is limited by the emergence of immune-related adverse events (irAE). We assessed autoreactive B cell frequencies in the blood of cancer patients before and after treatment with checkpoint inhibitors by testing the reactivity of recombinant antibodies cloned from single B cells. We found th	GSE307261	True	False	False	False	True	2
200319496	GSE319496			51	18573	Homo sapiens		ici_irae	Association between blood parameters, whole-blood transcriptomic profiles, and immune-related adverse events in metastatic renal cell carcinoma during nivolumab plus ipilimumab	Pretreatment immune profiles associated with immune-related adverse events (irAEs) may inform individualized management strategies, including enhanced monitoring and early toxicity intervention, in patients with metastatic renal cell carcinoma (mRCC) treated with nivolumab plus ipilimumab. In this cohort (n = 51), we analyzed pretreatment peripheral blood parameters and whole-blood transcriptomic 	GSE319496	True	False	False	False	True	2
200216329	GSE216329			48	24676	Homo sapiens		ici_irae;ici_pneumonitis;ici_colitis	Single cell RNA sequencing reveals distinct T cell populations in immune-related adverse events of checkpoint inhibitors	PD-1 is an essential inhibitory receptor in T cells, and antibodies that block its interaction with its ligands can augment anti-tumor immune responses. The clinical potential of these agents is limited by the fact that approximately half of all patients who receive anti-PD-1 treatment subsequently develop immune-related Adverse Events (irAEs). To generate insights into the cellular and molecular 	GSE216329	True	False	False	False	True	2
200278119	GSE278119			44	24676	Homo sapiens		ici_irae;ici_pneumonitis;lung_ici	Clonally expanded effector CD4+ cytotoxic T lymphocytes are associated with severe neurological adverse events after immune checkpoint inhibitor therapy	Immune checkpoint inhibitor (ICI) therapies present a pillar of modern cancer therapy but can cause severe and potentially fatal neurological immune-related adverse events (n-irAEs). Here, we performed single-cell RNA sequencing and T cell receptor profiling of PBMCs of a cohort of 17 cancer patients receiving ICI therapy. Our data suggest alterations in regulatory T cell frequencies and B cell st	GSE278119	True	False	False	False	True	2
200335494	GSE335494			44	24676	Homo sapiens		ici_irae	B-cell depletion improves therapeutic index of combination checkpoint blockade in patients with advanced melanoma	Combined checkpoint blockade (CCB) of programmed-death-1 (PD-1) and cytotoxic-T-lymphocyte-associated protein-4 (CTLA-4) is highly active in melanoma but limited by significant morbidity from immune-related adverse events (irAEs). Effective strategies toprevent CCB-mediated irAEs are lacking. Patients with advanced melanoma were randomly assigned to receive standard of care ipilimumab and nivoluma	GSE335494	True	False	False	False	True	2
200229557	GSE229557			42	21697	Homo sapiens		ici_irae	Immune profile associated to vitiligo onset in melanoma patients undergoing treatment with checkpoint inhibitors gives insight into the raising of the adverse event and of the effective anti-tumor response	Immunotherapy with checkpoint inhibitors is an efficient treatment for metastatic melanoma. Development of vitiligo upon immunotherapy represents a specific immune-related adverse event (irAE) diagnosed in 15% of patients and associated with a positive clinical response. Therefore, a detailed characterization of immune cells during vitiligo onset in melanoma patients would give insight into the im	GSE229557	True	False	False	False	True	2
200322576	GSE322576			38	24676	Homo sapiens		ici_irae	Inflammatory arthritis immune related adverse events represent a unique autoimmune disease entity primarily driven by T cells, but likely not autoantibodies	Immune checkpoint inhibitor (ICI)-induced inflammatory arthritis (IA) is an increasingly recognized immune-related adverse event (irAE), yet its underlying immunopathogenesis remains poorly understood. Unlike rheumatoid arthritis (RA), where autoantibodies and B cell dysfunction are central features, the contribution of humoral immunity to IA irAE is unclear. Here, we performed in-depth immunophen	GSE322576	True	False	False	False	True	2
200206300	GSE206300			34	24676	Homo sapiens		ici_colitis	Colitis associated with immune checkpoint inhibitors [tissue_nuclei]	In this study we set investigate four aspects of irColitis that are vital  to the pathogenesis of most immunotherapy related adverse events: (1) the  interactions between CD8 T cells and other immune, epithelial, and  mesenchymal cells that sustain organ specific inflammation; (2) the  contribution of circulating immune cells to disease; (3) the epithelial and  mesenchymal defects that define pare	GSE206300	False	False	True	False	True	2
200297863	GSE297863			32	24676;16791	Homo sapiens		ici_irae	Immune-related cutaneous adverse events display distinct clinical and molecular characteristics, depending on immune checkpoints targeted	Background/Objectives: Immune-related cutaneous adverse events (ircAE) are common complications of cancer immunotherapy and provide insight into immune-related ad-verse events (irAE) more broadly. To enhance our molecular understanding, we char-acterized ircAE resulting from single-agent (PD1) and combined immunotherapy reg-imens (P+C). Clinically, maculopapular rashes (MPR) and toxic epidermal ne	GSE297863	True	False	False	False	True	2
200189126	GSE189126			29	21290	Homo sapiens		ici_irae	T cell characteristics associated with toxicity to immune checkpoint blockade in patients with melanoma [BCR and TCR scRNA-Seq]	Severe immune-related adverse events (irAEs) occur in up to 60% of melanoma patients treated with immune checkpoint inhibitors (ICIs). However, it remains unknown whether a common baseline immunological state precedes irAE development. Leveraging CyTOF, single-cell RNA sequencing, bulk RNA sequencing, and T cell receptor sequencing to analyze pretreatment blood from metastatic melanoma patients tr	GSE189126	True	False	False	False	True	2
200313597	GSE313597			27	30173	Homo sapiens		ici_irae	High throughput sequencing of B and T cells in checkpoint inhibitor treated patients	This is a prospective longitudinal study designed to identify biomarkers predictive of the onset of irAEs associated with ICI therapy and determine whether these biomarkers are further related to treatment efficacy. We obtained serial blood samples in patients who will be receiving anti-PD-1/PD-L1 either as a single agent or in combination with other therapy.	GSE313597	True	False	False	False	True	2
200338460	GSE338460			25	24676	Homo sapiens		ici_irae	Immune hallmarks of recurrent immune checkpoint inhibitor-mediated inflammatory arthritis	Immune checkpoint inhibitor (ICI) therapy is often associated with immune-related adverse events including inflammatory arthritis (ICI-IA). However, the mechanisms underlying ICI-IA, especially its recurrence, have not been fully investigated. The purpose of this study is to elucidate mechanisms of recurrent ICI-IA by analyzing longitudinal synovial fluid (SF) samples. SF samples were collected fr	GSE338460	True	False	False	False	True	2
200189040	GSE189040			24	24676;18573	Homo sapiens		ici_colitis	Divergent spatial microdomains drive inflammation and repair in Ulcerative and Immune Checkpoint Therapy Colitis - CD3 scRNA-Seq	Adult inflammatory bowel disease is incompletely understood. We combine unbiased single-cell RNA sequencing (gene expression profiling, CITE-seq derived cell surface protein data, TCR and BCR sequence data) with unbiased spatial transcriptomics to interrogate changes across immune and non-immune populations in colitis and health, across tissue and blood. We compare idiopathic ulcerative colitis wi	GSE189040	False	False	True	False	True	2
200314805	GSE314805			24	33582	Homo sapiens		ici_irae	Prostate Tumor Immune Microenvironment Changes Following Immunotherapy Shared by Patients who Developed Anti-Tumor Response or Immune-Related Adverse Events	Here, we evaluated the changes within the tumor immune microenvironment in patients who had any PSA decline (clinical responder) while on treatment, or developed irAEs, with the goal of identifying mechanisms of response or adaptive mechanisms of treatment resistance. Specifically, we performed gene expression analysis of tumor biopsies by isolating total RNA from the FFPE tissue and also performe	GSE314805	True	False	False	False	True	2
200206298	GSE206298			23	24676	Homo sapiens		ici_colitis	Colitis associated with immune checkpoint inhibitors [blood_cells]	In this study we set investigate four aspects of irColitis that are vital  to the pathogenesis of most immunotherapy related adverse events: (1) the  interactions between CD8 T cells and other immune, epithelial, and  mesenchymal cells that sustain organ specific inflammation; (2) the  contribution of circulating immune cells to disease; (3) the epithelial and  mesenchymal defects that define pare	GSE206298	False	False	True	False	True	2
200189125	GSE189125			16	21290	Homo sapiens		ici_irae	T cell characteristics associated with toxicity to immune checkpoint blockade in patients with melanoma [scRNA-Seq]	Severe immune-related adverse events (irAEs) occur in up to 60% of melanoma patients treated with immune checkpoint inhibitors (ICIs). However, it remains unknown whether a common baseline immunological state precedes irAE development. Leveraging CyTOF, single-cell RNA sequencing, bulk RNA sequencing, and T cell receptor sequencing to analyze pretreatment blood from metastatic melanoma patients tr	GSE189125	True	False	False	False	True	2
200189184	GSE189184			16	18573	Homo sapiens		ici_colitis	Divergent spatial microdomains drive inflammation and repair in Ulcerative and Immune Checkpoint Therapy Colitis - Spatial Transcriptomics	Adult inflammatory bowel disease is incompletely understood. We combine unbiased single-cell RNA sequencing (gene expression profiling, CITE-seq derived cell surface protein data, TCR and BCR sequence data) with unbiased spatial transcriptomics to interrogate changes across immune and non-immune populations in colitis and health, across tissue and blood. We compare idiopathic ulcerative colitis wi	GSE189184	False	False	True	False	True	2
200189754	GSE189754			15	24676;18573	Homo sapiens		ici_colitis	Divergent spatial microdomains drive inflammation and repair in Ulcerative and Immune Checkpoint Therapy Colitis - CD45 scRNA-Seq	Adult inflammatory bowel disease is incompletely understood. We combine unbiased single-cell RNA sequencing (gene expression profiling, CITE-seq derived cell surface protein data, TCR and BCR sequence data) with unbiased spatial transcriptomics to interrogate changes across immune and non-immune populations in colitis and health, across tissue and blood. We compare idiopathic ulcerative colitis wi	GSE189754	False	False	True	False	True	2
200218743	GSE218743			15	24676	Homo sapiens		ici_irae	Interleukin 21 drives CXCR6+ CD8+ T cell mediators in Autoimmune Checkpoint Inhibitor Thyroiditis	Checkpoint inhibitor (ICI) immunotherapy leverages the body’s own immune system to attack cancer cells but leads to unwanted autoimmune side effects in up to 60% of patients. Such immune related adverse events (IrAE) lead to treatment interruption, permanent organ dysfunction, hospitalization and premature death. Thyroiditis is one of the most common IrAE, but the cause of thyroid IrAE remains unk	GSE218743	True	False	False	False	True	2
200260989	GSE260989			14	24676	Homo sapiens		ici_irae	Phase 1 Trial Combining Neoadjuvant Chemotherapy with Chemokine Modulatory Regimen for Triple Negative Breast Cancer	BACKGROUND. Pathologic complete response (pCR) to neoadjuvant chemotherapy (NAC) of triple negative breast cancer (TNBC) predicts long-term outcomes but is achieved only in 30-40% of patients. Higher CTL in the tumor microenvironment (TME) is associated with higher pCR. Combination with anti-PD1 immunotherapy increases pCR but at the cost of immune-related adverse events (irAEs). Our clinical tria	GSE260989	True	False	False	False	True	2
200227001	GSE227001			12	24676	Homo sapiens		ici_irae;ici_colitis	Multiomics analysis of immune-related adverse events in melanoma patients treated with immune checkpoint inhibitors	Immune checkpoint inhibitors (ICIs) are a standard-of-care for the treatment of advanced melanoma, but their use is limited by immune-related adverse events (irAEs). Proteomic analysis and multiplex cytokine/chemokine assay from serum at baseline and at irAEs onset in 82 patients indicated aberrant T-cell activity with differential expression of Type I and III immune signatures. This was in line w	GSE227001	True	False	False	False	True	2
200229279	GSE229279			12	24676	Homo sapiens		ici_irae	PD-1 prevents pathogenicity of effector CD8 T cells that infiltrate skin under homeostatic conditions	Self-reactive T cells are part of the peripheral T cell repertoire in healthy individuals. Checkpoint receptors like PD-1 allow the establishment of peripheral tolerance by inducing deletion or anergy of self-reactive CD8 T cells, however the high frequency of immune-related Adverse Events (irAEs) among cancer patients receiving checkpoint receptor inhibitor (CPI) immunotherapy led us to question 	GSE229279	True	False	False	False	True	2
200253723	GSE253723			12	24676	Homo sapiens		ici_colitis	Reverse translational discovery reveals dysregulation of CD4+ and CD8+ resident memory T, myeloid, and stromal cells in steroid-refractory, checkpoint inhibitor colitis	This SuperSeries is composed of the SubSeries listed below.	GSE253723	False	False	True	False	True	2
200277136	GSE277136			10	24676	Homo sapiens		ici_pneumonitis	Single-cell landscape of bronchoalveolar immune cells in patients with immune checkpoint inhibitor-related pneumonitis	We conducted single-cell and T-cell receptor transcriptomic sequencing on the bronchoalveolar lavage fluid from five patients with grade ≥2 immune checkpoint inhibitor-related pneumonitis. Our analyses revealed a prominent enrichment of T cells in the bronchoalveolar lavage fluid of patients with immune checkpoint inhibitor-related pneumonitis.	GSE277136	False	True	False	False	True	2
200263840	GSE263840			9	20301	Homo sapiens		ici_irae	Profiling Immune-Independent Response to Immune Checkpoint Inhibitors on Stem Cell-derived Cardiac Organoids	The use of antibody based immune-checkpoint inhibitors (ICIs) have been highly successful in clinical treatment of several cancers. Despite the compelling efficacy of these drugs with their high binding affinity, there is incomplete understanding of non-target interactions in vivo. In this regard, ICIs are also known to cause immune-related adverse events (iRAEs) arising from infiltration of immun	GSE263840	True	False	False	False	True	2
200192580	GSE192580			6	24676	Homo sapiens		ici_irae	Inhibition of the IL-17A axis Protects against Immune-related Adverse Events while Supporting Checkpoint Inhibitor Anti-tumor Efficacy [RNA-seq (human)]	Checkpoint inhibitor (ICI) immunotherapy leverages the body’s own immune system to attack cancer cells but leads to unwanted autoimmune side effects in up to 60% of patients. Such immune related adverse events (IrAE) lead to treatment interruption, permanent organ dysfunction, hospitalization and premature death. Thyroiditis is one of the most common IrAE, but the cause of thyroid IrAE remains unk	GSE192580	True	False	False	False	True	2
200329991	GSE329991			6	24676	Homo sapiens		ici_irae	An Interferon-γ-Driven Myeloid Inflammatory Signature defines Glucocorticoid-Resistance of Immune Checkpoint Inhibitor-Associated Myocarditis	Immune checkpoint inhibitor-associated myocarditis (ICI-myocarditis) is a rare but severe immune-related adverse event characterized by myocardial inflammation and injury. Although high-dose glucocorticoids represent first-line therapy, a subset of patients exhibits persistent myocardial injury despite treatment.  In this study, we analyzed a cohort of 74 patients with ICI-myocarditis and classifi	GSE329991	True	False	False	False	True	2
200226869	GSE226869			4	16791	Homo sapiens		ici_irae	Gene expression changes in matched tumor and skin biospy in melanoma patients treated with atezolizumab	Immunotherapies, including immune checkpoint inhibitors (ICI), have revolutionized the treatment of many cancers, producing significant improvements in survival in patients with many different cancers. However, the intended anti-tumor effects also result in a unique form of autoimmunity, known as immune-related adverse events (irAEs), which have emerged as a limiting factor for many immunotherapie	GSE226869	True	False	False	False	True	2
200272100	GSE272100			4	24676	Homo sapiens		ici_irae	Anti-PD-L1 antibodies exacerbate arthritis and pain via increased production of CXCL8/IL-8 and FGF9 in synovial fibroblasts	Immune checkpoint inhibitors (ICIs) in cancer therapy are challenged for immune-related adverse events (irAEs), such as inflammatory arthritis induced by ICI therapy (ICI-arthritis) and exacerbation of rheumatoid arthritis (RA). As well as activating T cells by inhibiting programmed cell death protein 1 (PD-1)/ programmed death ligand 1 (PD-L1) signal, anti-PD-L1 antibody (αPD-L1 ab) activate intr	GSE272100	True	False	False	False	True	2
200298300	GSE298300			4	18573	Homo sapiens		ici_irae	HE4 regulates anticancer immune evasion by upregulating PD-L1 expression on macrophages through the IFN-γR-STAT3 axis	Current immune checkpoint inhibitors (ICIs) targeting PD-L1/PD-1 have achieved great success in clinical cancer treatment. However, it still faces great challenges, such as a low overall response rate and immune-related adverse events (irAEs). PD-L1 is transcriptionally induced by immune cell-secreted cytokines, such as IFN-γ, in the tumor microenvironment (TME), but whether the expression of PD-L	GSE298300	True	False	False	False	True	2
200264319	GSE264319			3	24676	Homo sapiens		ici_irae	Profiling Immune-Independent Response to Immune Checkpoint Inhibitors on Stem Cell-derived Cardiac Organoids [scRNA-seq]	The use of antibody based immune-checkpoint inhibitors (ICIs) have been highly successful in clinical treatment of several cancers. Despite the compelling efficacy of these drugs with their high binding affinity, there is incomplete understanding of non-target interactions in vivo. In this regard, ICIs are also known to cause immune-related adverse events (iRAEs) arising from infiltration of immun	GSE264319	True	False	False	False	True	2
