nhood	n_cells	n_tnk	n_malig	frac_tnk	frac_malig	cldn4_all_mean	cldn4_malig_mean	dominant_lineage	n_samples_present	n_cells_cldn4	spearman_rho	p	testable	BH_FDR	SpatialFDR	recist_logFC_NR_minus_R	recist_t	recist_p	recist_testable	recist_BH_FDR	recist_SpatialFDR	recist_n_R	recist_n_NR
101	31	0	31	0.0	1.0	1.8114662170410156	1.8114662170410156	Epithelial cells	1	31			False						False			1	0
102	31	4	26	0.12903225806451613	0.8387096774193549	0.07677126675844193	0.09153497219085693	Epithelial cells	7	31	-0.10714285714285716	0.8191508555699912	True	0.9648089924796812	0.9624091664254047				False			1	5
103	31	0	31	0.0	1.0	1.7350682020187378	1.7350682020187378	Epithelial cells	1	31			False						False			1	0
104	31	0	31	0.0	1.0	1.7267240285873413	1.7267240285873413	Epithelial cells	1	31			False						False			1	0
105	31	0	31	0.0	1.0	1.871344804763794	1.871344804763794	Epithelial cells	1	31			False						False			1	0
106	31	31	0	1.0	0.0	0.0		T/NK cells	4	31			False						False			1	2
107	31	0	31	0.0	1.0	1.212075114250183	1.212075114250183	Epithelial cells	1	31			False						False			1	0
108	31	0	31	0.0	1.0	0.6461248993873596	0.6461248993873596	Epithelial cells	1	31			False						False			1	0
109	31	0	0	0.0	0.0	0.033159706741571426		Myeloid cells	4	31			False						False			1	2
110	31	0	0	0.0	0.0	0.04748399183154106		Myeloid cells	1	31			False						False			1	0
111	31	0	0	0.0	0.0	0.039080288261175156		Myeloid cells	3	31			False						False			1	2
112	31	0	0	0.0	0.0	0.04698149859905243		Myeloid cells	4	31			False						False			1	1
113	31	0	31	0.0	1.0	1.5925815105438232	1.5925815105438232	Epithelial cells	1	31			False						False			1	0
114	31	0	31	0.0	1.0	1.9739006757736206	1.9739006757736206	Epithelial cells	1	31			False						False			1	0
115	31	0	0	0.0	0.0	0.05399574339389801		Myeloid cells	1	31			False						False			1	0
116	31	0	31	0.0	1.0	1.1061086654663086	1.1061086654663086	Epithelial cells	1	31			False						False			1	0
117	31	0	0	0.0	0.0	0.08814194798469543		Myeloid cells	2	31			False						False			1	1
118	31	0	0	0.0	0.0	0.07322908937931061		Myeloid cells	1	31			False						False			1	0
119	31	0	31	0.0	1.0	1.782680630683899	1.782680630683899	Epithelial cells	1	31			False						False			1	0
120	31	0	0	0.0	0.0	0.04006938263773918		Myeloid cells	3	31			False						False			1	0
121	31	0	0	0.0	0.0	0.04748399183154106		Myeloid cells	1	31			False						False			1	0
122	31	0	31	0.0	1.0	1.7626348733901978	1.7626348733901978	Epithelial cells	1	31			False						False			1	0
123	31	0	0	0.0	0.0	0.04748399183154106		Myeloid cells	1	31			False						False			1	0
124	31	0	31	0.0	1.0	1.6464475393295288	1.6464475393295288	Epithelial cells	1	31			False						False			1	0
125	31	31	0	1.0	0.0	0.1020919606089592		T/NK cells	1	31			False						False			1	0
126	31	0	0	0.0	0.0	0.08881724625825882		Myeloid cells	2	31			False						False			1	1
127	31	13	18	0.41935483870967744	0.5806451612903226	0.4503156840801239	0.318824827671051	Epithelial cells	2	31			False						False			1	1
128	31	0	31	0.0	1.0	1.4408525228500366	1.4408525228500366	Epithelial cells	1	31			False						False			1	0
129	31	0	31	0.0	1.0	1.5510669946670532	1.5510669946670532	Epithelial cells	1	31			False						False			1	0
130	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False						False			1	0
131	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
132	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False						False			1	0
133	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
134	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
135	31	0	0	0.0	0.0	0.02389988675713539		Myeloid cells	1	31			False						False			1	0
136	31	31	0	1.0	0.0	0.05415530130267143		T/NK cells	1	31			False						False			1	0
137	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
138	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False						False			1	0
139	31	0	0	0.0	0.0	0.07012458890676498		B/Plasma cells	2	31			False						False			1	1
140	31	30	0	0.967741935483871	0.0	0.10011057555675507		T/NK cells	1	31			False						False			1	0
141	31	0	0	0.0	0.0	0.025396864861249924		Myeloid cells	1	31			False						False			1	0
142	31	0	0	0.0	0.0	0.0		B/Plasma cells	1	31			False						False			1	0
143	31	0	0	0.0	0.0	0.02610650844871998		Myeloid cells	1	31			False						False			1	0
144	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
145	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
146	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
147	31	29	2	0.9354838709677419	0.06451612903225806	0.0	0.0	T/NK cells	1	31			False						False			1	0
148	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
149	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
150	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
151	31	31	0	1.0	0.0	0.04290832579135895		T/NK cells	1	31			False						False			1	0
152	31	5	6	0.16129032258064516	0.1935483870967742	0.0	0.0	Epithelial cells	6	31	0.7142857142857143	0.11078717201166179	True	0.9648089924796812	0.9367491602290554				False			1	3
153	31	0	31	0.0	1.0	1.5532370805740356	1.5532370805740356	Epithelial cells	1	31			False						False			1	0
154	31	31	0	1.0	0.0	0.04079008847475052		T/NK cells	1	31			False						False			1	0
155	31	31	0	1.0	0.0	0.04079008847475052		T/NK cells	1	31			False						False			1	0
156	31	0	31	0.0	1.0	1.5278757810592651	1.5278757810592651	Epithelial cells	1	31			False						False			1	0
157	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
158	31	30	0	0.967741935483871	0.0	0.0435665138065815		T/NK cells	1	31			False						False			1	0
159	31	31	0	1.0	0.0	0.04290832579135895		T/NK cells	1	31			False						False			1	0
160	31	0	0	0.0	0.0	0.02610650844871998		Myeloid cells	1	31			False						False			1	0
161	31	0	31	0.0	1.0	1.4184590578079224	1.4184590578079224	Epithelial cells	1	31			False						False			1	0
162	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
163	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False						False			1	0
164	31	30	0	0.967741935483871	0.0	0.0435665138065815		T/NK cells	1	31			False						False			1	0
165	31	0	0	0.0	0.0	0.02389988675713539		Myeloid cells	1	31			False						False			1	0
166	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False						False			1	0
167	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
168	31	0	29	0.0	0.9354838709677419	0.21260370314121246	0.22726602852344513	Epithelial cells	4	31			False						False			2	1
169	31	0	31	0.0	1.0	1.418991208076477	1.418991208076477	Epithelial cells	1	31			False						False			1	0
170	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False						False			1	0
171	31	31	0	1.0	0.0	0.04290832579135895		T/NK cells	1	31			False						False			1	0
172	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False						False			1	0
173	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
174	31	31	0	1.0	0.0	0.0630846843123436		T/NK cells	1	31			False						False			1	0
175	31	0	0	0.0	0.0	0.02610650844871998		Myeloid cells	1	31			False						False			1	0
176	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False						False			1	0
177	31	0	0	0.0	0.0	0.0		B/Plasma cells	1	31			False						False			1	0
178	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
179	31	0	0	0.0	0.0	0.02610650844871998		Myeloid cells	1	31			False						False			1	0
180	31	30	0	0.967741935483871	0.0	0.04704640433192253		T/NK cells	1	31			False						False			1	0
181	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False						False			1	0
182	31	29	1	0.9354838709677419	0.03225806451612903	0.17562349140644073	0.0	T/NK cells	1	31			False						False			1	0
183	31	19	2	0.6129032258064516	0.06451612903225806	0.03285042569041252	0.0	T/NK cells	2	31			False						False			1	0
184	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False						False			1	0
185	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False						False			1	0
186	31	0	0	0.0	0.0	0.021142156794667244		Myeloid cells	1	31			False						False			1	0
187	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False						False			1	0
188	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
189	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False						False			1	0
190	31	31	0	1.0	0.0	0.040171392261981964		T/NK cells	1	31			False						False			1	0
191	31	31	0	1.0	0.0	0.03862166032195091		T/NK cells	1	31			False						False			1	0
192	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
193	31	30	0	0.967741935483871	0.0	0.09914571791887283		T/NK cells	1	31			False						False			1	0
194	31	0	0	0.0	0.0	0.0		Myeloid cells	4	31			False						False			1	1
195	31	28	1	0.9032258064516129	0.03225806451612903	0.17562349140644073	0.0	T/NK cells	2	31			False						False			1	1
196	31	0	0	0.0	0.0	0.021383346989750862		Myeloid cells	1	31			False						False			1	0
197	31	0	0	0.0	0.0	0.02610650844871998		Myeloid cells	1	31			False						False			1	0
198	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
199	31	0	0	0.0	0.0	0.0		Myeloid cells	2	31			False						False			1	1
200	31	0	0	0.0	0.0	0.04664214700460434		B/Plasma cells	1	31			False						False			1	0
201	31	31	0	1.0	0.0	0.04704640433192253		T/NK cells	1	31			False						False			1	0
202	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
203	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
204	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False						False			1	0
205	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False						False			1	0
206	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
207	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False						False			1	0
208	31	31	0	1.0	0.0	0.060488779097795486		T/NK cells	1	31			False						False			1	0
209	31	31	0	1.0	0.0	0.0512266606092453		T/NK cells	1	31			False						False			1	0
210	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
211	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False						False			1	0
212	31	31	0	1.0	0.0	0.04079008847475052		T/NK cells	1	31			False						False			1	0
213	31	31	0	1.0	0.0	0.05114685371518135		T/NK cells	1	31			False						False			1	0
214	31	31	0	1.0	0.0	0.060488779097795486		T/NK cells	1	31			False						False			1	0
215	31	0	0	0.0	0.0	0.032215263694524765		B/Plasma cells	1	31			False						False			1	0
216	31	0	30	0.0	0.967741935483871	0.6104504466056824	0.5380412340164185	Epithelial cells	1	31			False						False			1	0
217	31	2	9	0.06451612903225806	0.2903225806451613	0.08228102326393127	0.08470932394266129	Epithelial cells	5	31	0.6	0.28475697986529386	True	0.9648089924796812	0.9367491602290554				False			1	3
218	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
219	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False						False			1	0
220	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False						False			1	0
221	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False						False			1	0
222	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
223	31	31	0	1.0	0.0	0.07816964387893677		T/NK cells	1	31			False						False			1	0
224	31	0	0	0.0	0.0	0.0		Myeloid cells	5	31	-0.19999999999999998	0.7470600781046621	True	0.9648089924796812	0.9624091664254047				False			1	2
225	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False						False			1	0
226	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False						False			1	0
227	31	0	0	0.0	0.0	0.03096017986536026		Myeloid cells	1	31			False						False			1	0
228	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False						False			1	0
229	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
230	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
231	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
232	31	0	0	0.0	0.0	0.02389988675713539		Myeloid cells	1	31			False						False			1	0
233	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
234	31	0	0	0.0	0.0	0.02389988675713539		Myeloid cells	1	31			False						False			1	0
235	31	31	0	1.0	0.0	0.05415530130267143		T/NK cells	1	31			False						False			1	0
236	31	0	0	0.0	0.0	0.029673408716917038		AMB cells	1	31			False						False			1	0
237	31	31	0	1.0	0.0	0.04290832579135895		T/NK cells	1	31			False						False			1	0
238	31	0	29	0.0	0.9354838709677419	0.3275502622127533	0.35013994574546814	Epithelial cells	4	31			False						False			2	1
239	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
240	31	0	31	0.0	1.0	1.5679064989089966	1.5679064989089966	Epithelial cells	1	31			False						False			1	0
241	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
242	31	31	0	1.0	0.0	0.03862166032195091		T/NK cells	1	31			False						False			1	0
243	31	0	0	0.0	0.0	0.0		B/Plasma cells	1	31			False						False			1	0
244	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
245	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False						False			1	0
246	31	0	0	0.0	0.0	0.03623237460851669		B/Plasma cells	1	31			False						False			1	0
247	31	31	0	1.0	0.0	0.0379982516169548		T/NK cells	1	31			False						False			1	0
248	31	0	0	0.0	0.0	0.0		Myeloid cells	3	31			False						False			1	1
249	31	31	0	1.0	0.0	0.0379982516169548		T/NK cells	1	31			False						False			1	0
250	31	31	0	1.0	0.0	0.0379982516169548		T/NK cells	1	31			False						False			1	0
251	31	0	0	0.0	0.0	0.03096017986536026		Myeloid cells	1	31			False						False			1	0
252	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
253	31	31	0	1.0	0.0	0.04506579786539078		T/NK cells	1	31			False						False			1	0
254	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False						False			1	0
255	31	0	0	0.0	0.0	0.05486006662249565		Myeloid cells	1	31			False						False			1	0
256	31	31	0	1.0	0.0	0.04896372929215431		T/NK cells	1	31			False						False			1	0
257	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False						False			1	0
258	31	0	0	0.0	0.0	0.029673408716917038		AMB cells	1	31			False						False			1	0
259	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
260	31	31	0	1.0	0.0	0.04290832579135895		T/NK cells	1	31			False						False			1	0
261	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False						False			1	0
262	31	31	0	1.0	0.0	0.04290832579135895		T/NK cells	1	31			False						False			1	0
263	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
264	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
265	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False						False			1	0
266	31	4	27	0.12903225806451613	0.8709677419354839	0.0	0.0	Epithelial cells	3	31			False						False			1	2
267	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False						False			1	0
268	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False						False			1	0
269	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False						False			1	0
270	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
271	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
272	31	0	0	0.0	0.0	0.02389988675713539		Myeloid cells	1	31			False						False			1	0
273	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
274	31	30	0	0.967741935483871	0.0	0.04896372929215431		T/NK cells	1	31			False						False			1	0
275	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False						False			1	0
276	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False						False			1	0
277	31	0	0	0.0	0.0	0.056357044726610184		Myeloid cells	1	31			False						False			1	0
278	31	29	1	0.9354838709677419	0.03225806451612903	0.0942300483584404	0.0	T/NK cells	1	31			False						False			1	0
279	31	31	0	1.0	0.0	0.0		T/NK cells	1	31			False						False			1	0
280	31	30	0	0.967741935483871	0.0	0.0		T/NK cells	1	31			False						False			1	0
281	31	0	0	0.0	0.0	0.0		Myeloid cells	1	31			False						False			1	0
282	31	31	0	1.0	0.0	0.04896372929215431		T/NK cells	1	31			False						False			1	0
283	31	31	0	1.0	0.0	0.04704640433192253		T/NK cells	1	31			False						False			1	0
