gene	in_crispr_targets	n_ensembl_ids	mean_raw_WT	mean_raw_KO	mean_CPM_WT	mean_CPM_KO	log2FC	ci95_low	ci95_high	df_welch	cohens_d	t_stat	p_welch	p_mannwhitney	q_welch_BH	n_WT	n_KO	contrast	log2_scale
Ifngr2	False	1	483.3333333333333	461.0	18.959297725700594	20.14465552804008	0.06004924706495629	-0.7975321981372783	0.9176306922671909	3.087889030964454	0.1790532491214088	0.21929454856744596	0.8401204305689606	1.0	0.9230779316985266	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Jak1	False	1	3038.0	1842.3333333333333	119.12039685520581	80.97722668506941	-0.5692145736971099	-1.2288247353382826	0.09039558794406277	3.412425441193968	-2.0965678316588345	-2.5677606993487423	0.0726673478741394	0.1	0.3479525549627124	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Jak2	False	1	876.0	399.6666666666667	34.22604356910545	17.65054544841924	-0.9848950474035973	-1.9268812837957836	-0.042908811011411085	2.2328728763588264	-3.329378091605354	-4.077638742617173	0.045695925713931565	0.1	0.30200624220010935	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
B2m	False	1	2757.3333333333335	2833.6666666666665	108.2889840395447	126.90409890198764	0.18770755956161267	-0.8842375748689757	1.259652693992201	2.997276206970606	0.45524791060417064	0.5575625437241946	0.616076627862732	1.0	0.7991096480471688	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Icam1	False	1	0.0	15.0	0.0	0.6947507181223843	3.0746832725979214	-3.656927034518813	9.806293579714655	2.0	1.6046195684614752	1.9652495870077766	0.18831563943204135	0.19670560245894686	0.4811094455261411	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
H2-K1	False	1	1420.95	1372.55	55.57267752571389	60.747380676984925	0.11820272255968334	-0.45016559052321514	0.6865710356425818	2.155324701194818	0.6824069837239017	0.8357744535176522	0.4856949521146642	0.7	0.7202049309628848	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
H2-D1	False	1	27404.83	24685.86	1071.6030372194941	1096.8262409839504	0.015379660613335844	-0.7145433878919949	0.7453027091186666	2.3317616890704342	0.06479134755906543	0.07935287063351534	0.9430493791025161	0.7	0.9748030847396695	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
H2-Q7	False	1	22.49	34.166666666666664	0.8809897606852558	1.5418170819669097	0.4673101695563888	-2.13324128584303	3.0678616249558077	2.434126553363751	0.5347750000194562	0.654962938622266	0.5690104038815847	1.0	0.7708727546196341	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
H2-T23	False	1	8330.666666666666	8822.333333333334	326.1649220631104	394.6426181273675	0.19330896641350748	-1.2869911005181751	1.67360903334519	2.1380372381450754	0.4315207903079458	0.528502874828502	0.646915799338757	1.0	0.816851532929731	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Tapbp	False	1	21675.63	19331.11666666667	848.4495898832678	860.9066634086918	-0.023646836874499755	-1.1680460075854568	1.1207523338364573	2.02997589616267	-0.07157395987366107	-0.08765984028045377	0.9380292046772322	0.7	0.9731277816434857	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Calr	False	1	21048.666666666668	12478.333333333334	824.7408111522797	549.1164603503266	-0.5774374552148611	-1.1197725872561561	-0.0351023231735661	2.4189502083432446	-3.1833822100322733	-3.8988310354162494	0.04370738695858449	0.1	0.2968131267159306	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Canx	False	1	11925.666666666666	11163.333333333334	467.6197268810168	493.45611621055133	0.08044044146152096	-0.22209040776379885	0.38297129068684077	3.1681161198473573	0.670623017770874	0.8213421016520285	0.4687141227348572	0.7	0.7080729437886635	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Pdia3	False	1	16035.333333333334	16091.0	629.5180913857675	711.6883396963503	0.18353516622552846	-0.2805081294399491	0.6475784618910061	3.6582941879169617	0.9306259553654814	1.139779366017771	0.3234627505948323	0.4	0.6022804787283256	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Erap1	False	1	1702.4466666666667	1326.6000000000001	66.56193417120174	58.583106750566365	-0.19492747783080588	-0.8129858416529123	0.42313088599130055	3.1247931201540435	-0.8013112576746056	-0.9814018532253174	0.39613701469750595	0.4	0.6568306539364763	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Cd274	False	1	158.64333333333335	126.0	6.289813472635095	5.7720441474083435	-0.2263551520453193	-2.6225598197012445	2.169849515610606	3.807922975408391	-0.21847402499605906	-0.26757494164620116	0.8028894748884583	1.0	0.9062441639635818	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Tigit	False	1	201.66666666666666	398.3333333333333	7.903908844698415	17.638699689318162	1.0576761294547135	-0.6045063103036734	2.7198585692131	2.1099106874147275	2.1274809747084733	2.605621412757382	0.11472412311148224	0.1	0.3987903933399386	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Epcam	False	1	21677.333333333332	22374.666666666668	848.7707116736393	988.0738260100003	0.2139305185090148	-0.19244683718813066	0.6203078742061603	2.414797983450111	1.5759870772967797	1.9301820902986508	0.1710109279481102	0.1	0.46463312863273876	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Krt8	False	1	32266.06666666667	48556.793333333335	1261.1874311949762	2130.119186954427	0.7524601952106025	0.540541210288304	0.9643791801329009	3.3876018985566287	8.65694656528788	10.602550907747364	0.0010266440826682958	0.1	0.12995354426538674	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Krt18	False	1	49558.0	45574.333333333336	1939.37718969062	2020.3915084468201	0.054543257403121714	-0.36501622948632784	0.47410274429257127	2.0457638022420266	0.4470554642841904	0.5475288871096479	0.6378709747654792	1.0	0.8114080060690212	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Esrp1	False	1	2813.3333333333335	1916.0	110.2314179715762	84.95467268415698	-0.37647755027409247	-0.7120479403251492	-0.040907160223035754	3.730304482449264	-2.617492805401503	-3.2057608893198735	0.03612993759260002	0.1	0.27948532132078646	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Esrp2	False	1	3264.4133333333334	2068.1866666666665	127.86714447714662	90.49944737695829	-0.5078341648476155	-0.8822981552386957	-0.1333701744565352	3.2422482736822076	-3.379561928257476	-4.139101139183613	0.02199342451236135	0.1	0.25104799324862115	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
Grhl2	False	1	2862.6666666666665	2706.0	111.82695892675518	120.86894952980384	0.08457948909720159	-0.7843930061877344	0.9535519843821376	2.3221068870701966	0.30027690631462767	0.36776260100617286	0.7439188737458244	0.7	0.8752880889867871	3	3	Cldn-null minus WT	log2(median-of-ratios normalized expected count + 1)
