set_name	gene	thesis_expect
HALLMARK_INTERFERON_ALPHA_RESPONSE	Eif2ak2	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Elf1	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Epsti1	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Gbp3	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Gmpr	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Helz2	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Herc6	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Ifi27	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Ifi30	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Ifi35	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Ifi44	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Ifi44l	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Ifih1	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Ifit2	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Ifit3	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Ifitm1	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Ifitm2	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Ifitm3	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Il15	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Il4ra	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Il7	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Irf1	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Irf2	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Irf7	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Irf9	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Isg15	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Isg20	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Lamp3	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Lap3	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Lgals3bp	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Lpar6	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Ly6e	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Mov10	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Mvb12a	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Mx2	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Ncoa7	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Nmi	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Nub1	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Oas1a	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Oasl1	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Ogfr	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Parp12	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Parp14	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Parp9	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Plscr1	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Pnpt1	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Procr	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Psma3	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Psmb8	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Psmb9	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Psme1	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Psme2	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Ripk2	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Rnf31	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Rsad2	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Rtp4	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Samd9l	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Sell	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Slc25a28	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Sp110	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Stat2	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Tap1	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Tdrd7	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Tent5a	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Tmem140	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Trafd1	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Trim12c	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Trim14	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Trim21	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Trim25	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Trim26	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Txnip	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Uba7	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Ube2l6	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Usp18	up
HALLMARK_INTERFERON_ALPHA_RESPONSE	Wars1	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Adar	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Apol6	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Arid5b	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Arl4a	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Auts2	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	B2m	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Bank1	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Batf2	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Bpgm	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Bst2	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Btg1	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	C1s1	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Casp1	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Casp3	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Casp4	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Casp7	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Casp8	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ccl5	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ccl7	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Cd274	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Cd38	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Cd40	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Cd69	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Cd74	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Cd86	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Cdkn1a	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Cfb	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Cfh	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ciita	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Cmklr1	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Cmpk2	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Cmtr1	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Cxcl10	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Cxcl11	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Cxcl9	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ddx60	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Dhx58	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Eif2ak2	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Eif4e3	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Epsti1	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Fas	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Fcgr1	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Fgl2	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Fpr1	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Gbp3	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Gch1	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Gpr18	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Gzma	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	H2-Aa	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	H2-DMa	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Helz2	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Herc6	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Hif1a	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Icam1	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ido1	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ifi27	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ifi30	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ifi35	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ifi44	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ifi44l	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ifih1	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ifit2	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ifit3	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ifitm2	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ifitm3	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ifnar2	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Il10ra	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Il15	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Il15ra	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Il18bp	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Il2rb	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Il4ra	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Il6	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Il7	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Irf1	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Irf2	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Irf4	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Irf5	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Irf7	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Irf8	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Irf9	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Isg15	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Isg20	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Isoc1	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Itgb7	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Jak2	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Lap3	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Lats2	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Lcp2	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Lgals3bp	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ly6e	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Lysmd2	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Marchf1	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Mthfd2	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Mvp	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Mx2	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Myd88	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Nampt	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ncoa3	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Nfkb1	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Nfkbia	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Nlrc5	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Nmi	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Nod1	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Nup93	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Oas2	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Oas3	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Oasl1	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ogfr	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	P2ry14	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Parp12	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Parp14	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Pde4b	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Peli1	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Pfkp	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Pim1	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Pla2g4a	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Plscr1	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Pml	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Pnp	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Pnpt1	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Psma2	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Psma3	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Psmb10	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Psmb2	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Psmb8	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Psmb9	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Psme1	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Psme2	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ptgs2	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ptpn1	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ptpn2	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ptpn6	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Rapgef6	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Rbck1	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Rigi	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ripk1	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ripk2	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Rnf213	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Rnf31	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Rsad2	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Rtp4	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Samd9l	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Samhd1	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Sectm1a	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Selp	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Serping1	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Slamf7	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Slc25a28	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Socs1	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Socs3	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Sod2	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Sp110	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Sppl2a	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Sri	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Sspn	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	St3gal5	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	St8sia4	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Stat1	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Stat2	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Stat3	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Stat4	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Tap1	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Tapbp	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Tdrd7	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Tmt1b	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Tnfaip2	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Tnfaip3	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Tnfaip6	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Tnfsf10	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Tor1b	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Trafd1	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Trim14	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Trim21	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Trim25	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Trim26	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Txnip	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Ube2l6	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Upp1	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Usp18	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Vamp5	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Vamp8	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Vcam1	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Wars1	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Xaf1	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Xcl1	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Zbp1	up
HALLMARK_INTERFERON_GAMMA_RESPONSE	Znfx1	up
HALLMARK_DNA_REPAIR	Aaas	down
HALLMARK_DNA_REPAIR	Ada	down
HALLMARK_DNA_REPAIR	Adcy6	down
HALLMARK_DNA_REPAIR	Adrm1	down
HALLMARK_DNA_REPAIR	Ago4	down
HALLMARK_DNA_REPAIR	Ak1	down
HALLMARK_DNA_REPAIR	Ak3	down
HALLMARK_DNA_REPAIR	Alyref	down
HALLMARK_DNA_REPAIR	Aprt	down
HALLMARK_DNA_REPAIR	Arl6ip1	down
HALLMARK_DNA_REPAIR	Bcam	down
HALLMARK_DNA_REPAIR	Bcap31	down
HALLMARK_DNA_REPAIR	Brf2	down
HALLMARK_DNA_REPAIR	Cant1	down
HALLMARK_DNA_REPAIR	Ccno	down
HALLMARK_DNA_REPAIR	Cda	down
HALLMARK_DNA_REPAIR	Cetn2	down
HALLMARK_DNA_REPAIR	Clp1	down
HALLMARK_DNA_REPAIR	Cmpk2	down
HALLMARK_DNA_REPAIR	Cox17	down
HALLMARK_DNA_REPAIR	Cstf3	down
HALLMARK_DNA_REPAIR	Dad1	down
HALLMARK_DNA_REPAIR	Dctn4	down
HALLMARK_DNA_REPAIR	Ddb1	down
HALLMARK_DNA_REPAIR	Ddb2	down
HALLMARK_DNA_REPAIR	Dgcr8	down
HALLMARK_DNA_REPAIR	Dguok	down
HALLMARK_DNA_REPAIR	Dut	down
HALLMARK_DNA_REPAIR	Edf1	down
HALLMARK_DNA_REPAIR	Eif1b	down
HALLMARK_DNA_REPAIR	Ell	down
HALLMARK_DNA_REPAIR	Eloa	down
HALLMARK_DNA_REPAIR	Ercc1	down
HALLMARK_DNA_REPAIR	Ercc2	down
HALLMARK_DNA_REPAIR	Ercc3	down
HALLMARK_DNA_REPAIR	Ercc4	down
HALLMARK_DNA_REPAIR	Ercc5	down
HALLMARK_DNA_REPAIR	Ercc8	down
HALLMARK_DNA_REPAIR	Fen1	down
HALLMARK_DNA_REPAIR	Gmpr2	down
HALLMARK_DNA_REPAIR	Gpx4	down
HALLMARK_DNA_REPAIR	Gsdme	down
HALLMARK_DNA_REPAIR	Gtf2a2	down
HALLMARK_DNA_REPAIR	Gtf2b	down
HALLMARK_DNA_REPAIR	Gtf2f1	down
HALLMARK_DNA_REPAIR	Gtf2h1	down
HALLMARK_DNA_REPAIR	Gtf2h3	down
HALLMARK_DNA_REPAIR	Gtf2h5	down
HALLMARK_DNA_REPAIR	Gtf3c5	down
HALLMARK_DNA_REPAIR	Guk1	down
HALLMARK_DNA_REPAIR	Hcls1	down
HALLMARK_DNA_REPAIR	Hprt1	down
HALLMARK_DNA_REPAIR	Impdh2	down
HALLMARK_DNA_REPAIR	Itpa	down
HALLMARK_DNA_REPAIR	Lig1	down
HALLMARK_DNA_REPAIR	Mpc2	down
HALLMARK_DNA_REPAIR	Mpg	down
HALLMARK_DNA_REPAIR	Mrpl40	down
HALLMARK_DNA_REPAIR	Ncbp2	down
HALLMARK_DNA_REPAIR	Nelfb	down
HALLMARK_DNA_REPAIR	Nelfcd	down
HALLMARK_DNA_REPAIR	Nelfe	down
HALLMARK_DNA_REPAIR	Nfx1	down
HALLMARK_DNA_REPAIR	Nme1	down
HALLMARK_DNA_REPAIR	Nme3	down
HALLMARK_DNA_REPAIR	Nme4	down
HALLMARK_DNA_REPAIR	Npr2	down
HALLMARK_DNA_REPAIR	Nt5c	down
HALLMARK_DNA_REPAIR	Nt5c3	down
HALLMARK_DNA_REPAIR	Nudt21	down
HALLMARK_DNA_REPAIR	Nudt9	down
HALLMARK_DNA_REPAIR	Pcna	down
HALLMARK_DNA_REPAIR	Pde4b	down
HALLMARK_DNA_REPAIR	Pde6g	down
HALLMARK_DNA_REPAIR	Pnp	down
HALLMARK_DNA_REPAIR	Pola1	down
HALLMARK_DNA_REPAIR	Pola2	down
HALLMARK_DNA_REPAIR	Polb	down
HALLMARK_DNA_REPAIR	Pold1	down
HALLMARK_DNA_REPAIR	Pold3	down
HALLMARK_DNA_REPAIR	Pold4	down
HALLMARK_DNA_REPAIR	Pole4	down
HALLMARK_DNA_REPAIR	Polh	down
HALLMARK_DNA_REPAIR	Poll	down
HALLMARK_DNA_REPAIR	Polr1c	down
HALLMARK_DNA_REPAIR	Polr1d	down
HALLMARK_DNA_REPAIR	Polr1h	down
HALLMARK_DNA_REPAIR	Polr2a	down
HALLMARK_DNA_REPAIR	Polr2c	down
HALLMARK_DNA_REPAIR	Polr2d	down
HALLMARK_DNA_REPAIR	Polr2e	down
HALLMARK_DNA_REPAIR	Polr2f	down
HALLMARK_DNA_REPAIR	Polr2g	down
HALLMARK_DNA_REPAIR	Polr2h	down
HALLMARK_DNA_REPAIR	Polr2i	down
HALLMARK_DNA_REPAIR	Polr2j	down
HALLMARK_DNA_REPAIR	Polr2k	down
HALLMARK_DNA_REPAIR	Polr3c	down
HALLMARK_DNA_REPAIR	Polr3gl	down
HALLMARK_DNA_REPAIR	Pom121	down
HALLMARK_DNA_REPAIR	Prim1	down
HALLMARK_DNA_REPAIR	Rad51	down
HALLMARK_DNA_REPAIR	Rad52	down
HALLMARK_DNA_REPAIR	Rae1	down
HALLMARK_DNA_REPAIR	Rala	down
HALLMARK_DNA_REPAIR	Rbx1	down
HALLMARK_DNA_REPAIR	Rev3l	down
HALLMARK_DNA_REPAIR	Rfc2	down
HALLMARK_DNA_REPAIR	Rfc3	down
