contrast	filter	variant	method	set_name	thesis_expect	n_genes	effect	effect_name	p_method	p_kind	thesis_match	thesis_p	extra
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:signal_to_noise	REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	up	21	-0.8590909700642335	NES	0.619	prerank_gsea_two_sided_absES	False	0.6905	ES=-0.3272;nperm=2000;leadingEdge_n=5;leading=Sec23a,H2-M3,Sec24b,Sec24d,Calr
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:signal_to_noise	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	up	281	-0.9425281952181911	NES	0.5215	prerank_gsea_two_sided_absES	False	0.73925	ES=-0.2409;nperm=2000;leadingEdge_n=77;leading=Kbtbd8,Rnf41,Znrf2,Cul3,Trim32,Anapc5,Fbxo4,Ube2e1
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:signal_to_noise	REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	up	31	-1.4692254689709687	NES	0.057	prerank_gsea_two_sided_absES	False	0.9715	ES=-0.5219;nperm=2000;leadingEdge_n=8;leading=Dhx36,Trim56,Uba52,Sting1,Nfkb1,Dtx4,Uba52rt,Nfkbia
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:signal_to_noise	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	20	-0.796372688804862	NES	0.6895	prerank_gsea_two_sided_absES	False	0.65525	ES=-0.3096;nperm=2000;leadingEdge_n=5;leading=Irf9,Abce1,Socs1,Uba52,Uba52rt
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:signal_to_noise	REACTOME_INTERFERON_GAMMA_SIGNALING	up	17	-1.3596160384873268	NES	0.0995	prerank_gsea_two_sided_absES	False	0.95025	ES=-0.5470;nperm=2000;leadingEdge_n=6;leading=Ifngr1,Camk2b,Socs1,Sumo1,Jak2,Ybx1
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:signal_to_noise	REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	down	45	1.35496770291035	NES	0.139	prerank_gsea_two_sided_absES	False	0.9305	ES=0.4190;nperm=2000;leadingEdge_n=18;leading=H2bc4,H2bc8,Polm,Herc2,H2bc6,H4c9,Trp53bp1,Bard1
all_null_vs_WT	cpmfilter_ge5_in2	as_is	prerank_gsea:signal_to_noise	REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	up	6	-1.12373888701713	NES	0.3325	prerank_gsea_two_sided_absES	False	0.83375	ES=-0.5806;nperm=2000;leadingEdge_n=2;leading=Sting1,Dtx4
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_logFC	APM_MHC1_CORE	up	15	-1.2927377698531823	NES	0.1695	prerank_gsea_two_sided_absES	False	0.91525	ES=-0.5857;nperm=2000;leadingEdge_n=6;leading=Psmb10,Tap1,Tap2,Calr,Psmb9,Psmb8
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_logFC	CGAS_STING_CORE	up	4	-0.8095371779696903	NES	0.6735	prerank_gsea_two_sided_absES	False	0.66325	ES=-0.4758;nperm=2000;leadingEdge_n=1;leading=Sting1
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_logFC	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	up	28	0.5611331162064765	NES	0.9745	prerank_gsea_two_sided_absES	True	0.48725	ES=0.2076;nperm=2000;leadingEdge_n=2;leading=H2-Q6,H2-Q7
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_logFC	GOBP_CGAS_STING_SIGNALING_PATHWAY	up	33	-0.8168984599688999	NES	0.6865	prerank_gsea_two_sided_absES	False	0.65675	ES=-0.3188;nperm=2000;leadingEdge_n=5;leading=Igtp,Lyplal1,Irgm2,Smpdl3a,Sting1
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_logFC	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	74	0.8224257028358305	NES	0.83	prerank_gsea_two_sided_absES	False	0.585	ES=0.2587;nperm=2000;leadingEdge_n=6;leading=Plk1,Aunip,Polq,Lig1,Polm,Pola1
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_logFC	GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	up	79	-0.7001206892218859	NES	0.924	prerank_gsea_two_sided_absES	False	0.538	ES=-0.2345;nperm=2000;leadingEdge_n=11;leading=Syk,Plcg2,Ifih1,Gapdhrt,Arrdc4,Xaf1,Dhx58,Oas3
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_logFC	HALLMARK_DNA_REPAIR	down	142	0.6936932962657046	NES	0.99	prerank_gsea_two_sided_absES	False	0.505	ES=0.1976;nperm=2000;leadingEdge_n=30;leading=Rad51,Usp11,Lig1,Tyms,Nme1,Ada,Polh,Nt5c
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_logFC	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	80	-1.7502016983392052	NES	0.001	prerank_gsea_two_sided_absES	False	0.9995	ES=-0.5767;nperm=2000;leadingEdge_n=20;leading=Ncoa7,Psmb9,Irf9,Trim12c,Rsad2,Uba7,Cd47,Ube2l6
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_logFC	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	138	-1.4895568570784365	NES	0.006	prerank_gsea_two_sided_absES	False	0.997	ES=-0.4601;nperm=2000;leadingEdge_n=29;leading=Psmb9,Socs1,Irf9,Rsad2,Nfkb1,Cd274,Ube2l6,Il18bp
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_logFC	IFN_ISG_COMPACT	up	26	-1.8176264525412547	NES	0.002	prerank_gsea_two_sided_absES	False	0.999	ES=-0.7447;nperm=2000;leadingEdge_n=12;leading=Ifih1,Irf9,Ifit1,Rsad2,Samd9l,Xaf1,Herc6,Oasl2
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_logFC	NHEJ_CORE	down	6	0.5575280067179579	NES	0.9275	prerank_gsea_two_sided_absES	False	0.53625	ES=0.2911;nperm=2000;leadingEdge_n=6;leading=Xrcc6,Xrcc5,Xrcc4,Lig4,Nhej1,Prkdc
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_logFC	NHEJ_PLUS_POL	down	10	0.7250109107604112	NES	0.8045	prerank_gsea_two_sided_absES	False	0.59775	ES=0.3449;nperm=2000;leadingEdge_n=3;leading=Polm,Xrcc6,Dclre1c
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_logFC	REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	up	21	-0.7890106446201534	NES	0.7055	prerank_gsea_two_sided_absES	False	0.64725	ES=-0.3360;nperm=2000;leadingEdge_n=9;leading=H2-T22,Tapbp,Erap1,Sec24b,Tap1,Tap2,Calr,Sec24d
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_logFC	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	up	279	-0.5136337611555525	NES	1.0	prerank_gsea_two_sided_absES	False	0.5	ES=-0.1461;nperm=2000;leadingEdge_n=59;leading=Rnf41,Dtx3l,Arel1,Ubr4,Rnf138,Uba52,Lrrc41,Sec24b
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_logFC	REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	up	31	-1.0028682200117038	NES	0.4185	prerank_gsea_two_sided_absES	False	0.7907500000000001	ES=-0.3887;nperm=2000;leadingEdge_n=9;leading=Uba52,Uba52rt,Trim32,Irf7,Stat6,Dtx4,Nfkbia,Nfkb1
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_logFC	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	20	-0.7715971162680592	NES	0.7505	prerank_gsea_two_sided_absES	False	0.62475	ES=-0.3268;nperm=2000;leadingEdge_n=9;leading=Abce1,Usp18,Tyk2,Stat2,Uba52,Uba52rt,Ptpn6,Socs1
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_logFC	REACTOME_INTERFERON_GAMMA_SIGNALING	up	16	-1.133558499570451	NES	0.3045	prerank_gsea_two_sided_absES	False	0.84775	ES=-0.5074;nperm=2000;leadingEdge_n=6;leading=Ifngr1,Prkcd,Ptpn6,Ybx1,Socs1,Jak2
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_logFC	REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	down	42	2.0556192424704527	NES	0.0	prerank_gsea_two_sided_absES	False	1.0	ES=0.7074;nperm=2000;leadingEdge_n=9;leading=H2bc8,Bard1,Brca1,H2bc6,H2bc4,H2bc12,H2ax,H4c14
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_logFC	REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	up	6	-1.2682577693255068	NES	0.218	prerank_gsea_two_sided_absES	False	0.891	ES=-0.6782;nperm=2000;leadingEdge_n=3;leading=Stat6,Dtx4,Sting1
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_wald	APM_MHC1_CORE	up	15	-1.8353836374443895	NES	0.0015	prerank_gsea_two_sided_absES	False	0.99925	ES=-0.7055;nperm=2000;leadingEdge_n=9;leading=H2-D1,Tap1,Erap1,Psmb9,Psmb10,Tapbp,Tap2,Calr
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_wald	CGAS_STING_CORE	up	4	-0.8097248874717501	NES	0.707	prerank_gsea_two_sided_absES	False	0.6465000000000001	ES=-0.4522;nperm=2000;leadingEdge_n=1;leading=Sting1
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_wald	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	up	28	-1.4161094389818416	NES	0.058	prerank_gsea_two_sided_absES	False	0.971	ES=-0.4641;nperm=2000;leadingEdge_n=15;leading=Tapbpl,H2-T22,Lgmn,H2-T23,Mr1,H2-D1,Hfe,Tap1
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_wald	GOBP_CGAS_STING_SIGNALING_PATHWAY	up	33	-1.0783459890823033	NES	0.3335	prerank_gsea_two_sided_absES	False	0.83325	ES=-0.3397;nperm=2000;leadingEdge_n=7;leading=Igtp,Rnf7,Irgm2,Lyplal1,Map3k7,Sting1,Smpdl3a
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_wald	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	74	0.9553871197034073	NES	0.5525	prerank_gsea_two_sided_absES	False	0.72375	ES=0.2527;nperm=2000;leadingEdge_n=24;leading=Plk1,Polm,Lig1,Lmna,Dek,Aunip,Psmd14,Xrcc6
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_wald	GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	up	79	1.0767451581133665	NES	0.35	prerank_gsea_two_sided_absES	True	0.175	ES=0.2796;nperm=2000;leadingEdge_n=15;leading=Usp22,Kpna2,Ddx41,Trim65,Ptpn22,G3bp1,Cgas,Ddx3x
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_wald	HALLMARK_DNA_REPAIR	down	142	1.3123971843679636	NES	0.045	prerank_gsea_two_sided_absES	False	0.9775	ES=0.3135;nperm=2000;leadingEdge_n=46;leading=Nme1,Nt5c,Pcna,Umps,Rad51,Sdcbp,Tyms,Lig1
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_wald	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	80	-1.672685660888767	NES	0.0015	prerank_gsea_two_sided_absES	False	0.99925	ES=-0.4452;nperm=2000;leadingEdge_n=24;leading=Plscr1,Mvb12a,Rsad2,Nub1,Irf1,Trim12c,Psmb9,Irf9
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_wald	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	138	-1.6594042211250977	NES	0.0	prerank_gsea_two_sided_absES	False	1.0	ES=-0.4041;nperm=2000;leadingEdge_n=37;leading=Psmb9,Irf9,Mx2,Psmb10,Txnip,Pnp,St3gal5,Parp12
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_wald	IFN_ISG_COMPACT	up	26	-1.4071296670918028	NES	0.067	prerank_gsea_two_sided_absES	False	0.9665	ES=-0.4679;nperm=2000;leadingEdge_n=17;leading=Ifi27,Stat1,Ly6e,Ifih1,Irf7,Ifit1,Cmpk2,Oas3
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_wald	NHEJ_CORE	down	6	0.6696236300558072	NES	0.848	prerank_gsea_two_sided_absES	False	0.5760000000000001	ES=0.3362;nperm=2000;leadingEdge_n=6;leading=Xrcc6,Xrcc5,Lig4,Xrcc4,Nhej1,Prkdc
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_wald	NHEJ_PLUS_POL	down	10	1.0806863135428382	NES	0.37	prerank_gsea_two_sided_absES	False	0.815	ES=0.4610;nperm=2000;leadingEdge_n=2;leading=Polm,Xrcc6
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_wald	REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	up	21	-1.5021274798015631	NES	0.0435	prerank_gsea_two_sided_absES	False	0.97825	ES=-0.5343;nperm=2000;leadingEdge_n=8;leading=Tap1,Erap1,Sec24b,Tapbp,Tap2,Calr,Sec24d,H2-M3
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_wald	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	up	279	-1.0842688307428514	NES	0.223	prerank_gsea_two_sided_absES	False	0.8885	ES=-0.2429;nperm=2000;leadingEdge_n=78;leading=Ltn1,Rnf115,Mylip,Mkrn1,Cul3,Arel1,Dtx3l,Psmb4
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_wald	REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	up	31	-1.3217424847044597	NES	0.105	prerank_gsea_two_sided_absES	False	0.9475	ES=-0.4243;nperm=2000;leadingEdge_n=8;leading=Trim32,Uba52rt,Uba52,Dtx4,Sting1,Stat6,Nfkbia,Nfkb1
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_wald	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	20	-0.8614853633224546	NES	0.6545	prerank_gsea_two_sided_absES	False	0.67275	ES=-0.3035;nperm=2000;leadingEdge_n=7;leading=Tyk2,Abce1,Socs1,Uba52rt,Irf9,Ptpn6,Uba52
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_wald	REACTOME_INTERFERON_GAMMA_SIGNALING	up	16	-1.632677585301921	NES	0.02	prerank_gsea_two_sided_absES	False	0.99	ES=-0.6244;nperm=2000;leadingEdge_n=7;leading=Sumo1,Ifngr1,Socs1,Prkcd,Ptpn6,Jak2,Ybx1
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_wald	REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	down	42	1.5946873580339957	NES	0.016	prerank_gsea_two_sided_absES	False	0.992	ES=0.4701;nperm=2000;leadingEdge_n=19;leading=H2bc4,H2ax,Polm,Bard1,H2bc8,H2bc6,Mdc1,Herc2
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:deseq2_wald	REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	up	6	-1.317223635113101	NES	0.158	prerank_gsea_two_sided_absES	False	0.921	ES=-0.6572;nperm=2000;leadingEdge_n=3;leading=Dtx4,Sting1,Stat6
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	APM_MHC1_CORE	up	15	-1.292706284023314	NES	0.168	prerank_gsea_two_sided_absES	False	0.916	ES=-0.5860;nperm=2000;leadingEdge_n=6;leading=Psmb10,Tap1,Tap2,Calr,Psmb9,Psmb8
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	CGAS_STING_CORE	up	4	-0.8171572912816971	NES	0.667	prerank_gsea_two_sided_absES	False	0.6665	ES=-0.4771;nperm=2000;leadingEdge_n=1;leading=Sting1
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	up	28	0.5500312425259957	NES	0.9815	prerank_gsea_two_sided_absES	True	0.49075	ES=0.2044;nperm=2000;leadingEdge_n=2;leading=H2-Q6,H2-Q7
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	GOBP_CGAS_STING_SIGNALING_PATHWAY	up	33	-0.823700860317659	NES	0.694	prerank_gsea_two_sided_absES	False	0.653	ES=-0.3209;nperm=2000;leadingEdge_n=5;leading=Igtp,Lyplal1,Irgm2,Smpdl3a,Sting1
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	74	0.8232528708770465	NES	0.846	prerank_gsea_two_sided_absES	False	0.577	ES=0.2581;nperm=2000;leadingEdge_n=6;leading=Plk1,Aunip,Polq,Lig1,Polm,Pola1
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	up	79	-0.6875940040646256	NES	0.9345	prerank_gsea_two_sided_absES	False	0.5327500000000001	ES=-0.2323;nperm=2000;leadingEdge_n=11;leading=Syk,Plcg2,Ifih1,Gapdhrt,Arrdc4,Xaf1,Dhx58,Oas3
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	HALLMARK_DNA_REPAIR	down	142	0.6753176657319077	NES	0.9945	prerank_gsea_two_sided_absES	False	0.50275	ES=0.1928;nperm=2000;leadingEdge_n=30;leading=Rad51,Usp11,Lig1,Tyms,Nme1,Ada,Polh,Nt5c
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	80	-1.7285754532672184	NES	0.0	prerank_gsea_two_sided_absES	False	1.0	ES=-0.5840;nperm=2000;leadingEdge_n=20;leading=Ncoa7,Psmb9,Irf9,Trim12c,Rsad2,Uba7,Cd47,Ube2l6
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	138	-1.4945993677566765	NES	0.0085	prerank_gsea_two_sided_absES	False	0.99575	ES=-0.4663;nperm=2000;leadingEdge_n=29;leading=Psmb9,Socs1,Irf9,Rsad2,Nfkb1,Cd274,Ube2l6,Il18bp
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	IFN_ISG_COMPACT	up	26	-1.8346953981024245	NES	0.002	prerank_gsea_two_sided_absES	False	0.999	ES=-0.7510;nperm=2000;leadingEdge_n=12;leading=Ifih1,Irf9,Ifit1,Rsad2,Samd9l,Xaf1,Herc6,Oasl2
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	NHEJ_CORE	down	6	0.5553387905567273	NES	0.9235	prerank_gsea_two_sided_absES	False	0.53825	ES=0.2904;nperm=2000;leadingEdge_n=6;leading=Xrcc6,Xrcc5,Xrcc4,Lig4,Nhej1,Prkdc
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	NHEJ_PLUS_POL	down	10	0.7354722129296408	NES	0.7725	prerank_gsea_two_sided_absES	False	0.61375	ES=0.3418;nperm=2000;leadingEdge_n=3;leading=Polm,Xrcc6,Dclre1c
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	up	21	-0.8010374181642245	NES	0.692	prerank_gsea_two_sided_absES	False	0.654	ES=-0.3417;nperm=2000;leadingEdge_n=9;leading=H2-T22,Tapbp,Erap1,Sec24b,Tap1,Tap2,Calr,Sec24d
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	up	279	-0.5107993398827326	NES	1.0	prerank_gsea_two_sided_absES	False	0.5	ES=-0.1462;nperm=2000;leadingEdge_n=59;leading=Rnf41,Arel1,Dtx3l,Ubr4,Rnf138,Uba52,Lrrc41,Sec24b
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	up	31	-0.9817281305288498	NES	0.4445	prerank_gsea_two_sided_absES	False	0.7777499999999999	ES=-0.3913;nperm=2000;leadingEdge_n=9;leading=Uba52,Uba52rt,Trim32,Irf7,Stat6,Dtx4,Nfkbia,Nfkb1
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	20	-0.7748412805268867	NES	0.7125	prerank_gsea_two_sided_absES	False	0.64375	ES=-0.3328;nperm=2000;leadingEdge_n=9;leading=Usp18,Abce1,Tyk2,Stat2,Uba52,Uba52rt,Ptpn6,Socs1
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	REACTOME_INTERFERON_GAMMA_SIGNALING	up	16	-1.1514625216046335	NES	0.289	prerank_gsea_two_sided_absES	False	0.8555	ES=-0.5119;nperm=2000;leadingEdge_n=6;leading=Ifngr1,Prkcd,Ptpn6,Ybx1,Socs1,Jak2
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	down	42	2.0054298561340276	NES	0.0005	prerank_gsea_two_sided_absES	False	0.99975	ES=0.7037;nperm=2000;leadingEdge_n=9;leading=H2bc8,Bard1,Brca1,H2bc6,H2bc4,H2bc12,H2ax,H4c14
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_logFC	REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	up	6	-1.2467530364754715	NES	0.2205	prerank_gsea_two_sided_absES	False	0.88975	ES=-0.6779;nperm=2000;leadingEdge_n=3;leading=Stat6,Dtx4,Sting1
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_signed_sqrtF	APM_MHC1_CORE	up	15	-1.8212952681222678	NES	0.003	prerank_gsea_two_sided_absES	False	0.9985	ES=-0.6966;nperm=2000;leadingEdge_n=9;leading=H2-D1,Erap1,Tap1,Psmb9,Psmb10,Tapbp,Calr,Tap2
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_signed_sqrtF	CGAS_STING_CORE	up	4	-0.7144324715316439	NES	0.8	prerank_gsea_two_sided_absES	False	0.6	ES=-0.4001;nperm=2000;leadingEdge_n=1;leading=Sting1
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_signed_sqrtF	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	up	28	-1.3759014167868149	NES	0.0805	prerank_gsea_two_sided_absES	False	0.95975	ES=-0.4484;nperm=2000;leadingEdge_n=14;leading=Lgmn,H2-T22,H2-T23,Mr1,H2-D1,Hfe,Erap1,Tap1
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_signed_sqrtF	GOBP_CGAS_STING_SIGNALING_PATHWAY	up	33	-1.0654536860537183	NES	0.3355	prerank_gsea_two_sided_absES	False	0.8322499999999999	ES=-0.3320;nperm=2000;leadingEdge_n=7;leading=Irgm2,Rnf7,Igtp,Lyplal1,Map3k7,Sting1,Smpdl3a
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_signed_sqrtF	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	74	0.9254074687904795	NES	0.6065	prerank_gsea_two_sided_absES	False	0.69675	ES=0.2454;nperm=2000;leadingEdge_n=23;leading=Plk1,Polm,Lig1,Lmna,Dek,Aunip,Psmd14,Rnf168
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_signed_sqrtF	GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	up	79	1.1099188141659293	NES	0.28	prerank_gsea_two_sided_absES	True	0.14	ES=0.2861;nperm=2000;leadingEdge_n=15;leading=Usp22,Kpna2,Ptpn22,Trim65,Ddx41,Cgas,G3bp1,Ddx3x
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_signed_sqrtF	HALLMARK_DNA_REPAIR	down	142	1.3115935407533343	NES	0.0435	prerank_gsea_two_sided_absES	False	0.97825	ES=0.3110;nperm=2000;leadingEdge_n=46;leading=Nme1,Nt5c,Pcna,Umps,Sdcbp,Rad51,Tyms,Lig1
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_signed_sqrtF	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	80	-1.664712121973952	NES	0.0015	prerank_gsea_two_sided_absES	False	0.99925	ES=-0.4400;nperm=2000;leadingEdge_n=25;leading=Tap1,Plscr1,Nub1,Mvb12a,Irf1,Rsad2,Trim12c,Irf9
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_signed_sqrtF	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	138	-1.6663203743851984	NES	0.0	prerank_gsea_two_sided_absES	False	1.0	ES=-0.4004;nperm=2000;leadingEdge_n=37;leading=Irf9,Psmb9,Psmb10,Mx2,St3gal5,Tapbp,Parp12,Pnp
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_signed_sqrtF	IFN_ISG_COMPACT	up	26	-1.4068955529526974	NES	0.0705	prerank_gsea_two_sided_absES	False	0.96475	ES=-0.4627;nperm=2000;leadingEdge_n=17;leading=Ifi27,Stat1,Ifih1,Ly6e,Irf7,Ifit1,Oas3,Oasl2
drop_KO1	cpmfilter_ge10_in2	as_is	prerank_gsea:edger_signed_sqrtF	NHEJ_CORE	down	6	0.7047389110085385	NES	0.814	prerank_gsea_two_sided_absES	False	0.593	ES=0.3447;nperm=2000;leadingEdge_n=6;leading=Xrcc6,Xrcc5,Lig4,Xrcc4,Nhej1,Prkdc
