contrast	filter	variant	method	set_name	thesis_expect	n_genes	effect	effect_name	p_method	p_kind	thesis_match	thesis_p	extra	sweep_id	sweep_q_within_contrast	primary_family	primary_family_q
all_null_vs_WT	cpmfilter_ge10_in2	drop_high_cv	camera_voom:estimated	GOBP_CGAS_STING_SIGNALING_PATHWAY	up	25	1	camera_direction_sign	0.427274773347366	camera_two_sided	TRUE	0.213637386673683	Direction=Up;cor=estimated	278	0.999930595326927	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	drop_high_cv	camera_voom:mild	GOBP_CGAS_STING_SIGNALING_PATHWAY	up	25	1	camera_direction_sign	0.427914863728976	camera_two_sided	TRUE	0.213957431864488	Direction=Up;cor=0.01	280	0.999930595326927	FALSE	NA
drop_KO3	cpmfilter_ge10_in2	as_is	roast_voom_mean	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	74	0.659314190819487	signed_neglog10_roast_p	0.219121912191219	roast_mean_Down_one_sided	TRUE	0.219121912191219	mixed_p=0.0056;active_prop=0.23	1465	0.999299929992999	FALSE	NA
drop_KO1	cpmfilter_ge10_in2	as_is	gsva	GOBP_CGAS_STING_SIGNALING_PATHWAY	up	33	0.101800943791673	score_KO_minus_WT	0.438880988843781	welch_two_sided	TRUE	0.219440494421891	exact_perm_p=0.2;n_assign=10	1257	0.999299929992999	FALSE	NA
all_null_vs_WT	cpmfilter_ge5_in2	as_is	zmean_welch	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	75	-0.111128330805502	score_KO_minus_WT	0.43968574720828	welch_two_sided	TRUE	0.21984287360414	exact_perm_p=0.25;n_assign=20;perm_effect=-0.111	531	0.999918062380311	FALSE	NA
drop_KO3	cpmfilter_ge10_in2	as_is	fry_voom	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	74	-1	fry_direction_sign	0.440834291569156	fry_two_sided	TRUE	0.220417145784578	Direction=Down	1466	0.999299929992999	FALSE	NA
drop_KO1	cpmfilter_ge10_in2	as_is	gsva	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	20	0.092434173488991	score_KO_minus_WT	0.455211526671536	welch_two_sided	TRUE	0.227605763335768	exact_perm_p=0.3;n_assign=10	1263	0.999299929992999	FALSE	NA
all_null_vs_WT	cpmfilter_ge5_in2	as_is	fry_voom	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	75	-1	fry_direction_sign	0.470736765831748	fry_two_sided	TRUE	0.235368382915874	Direction=Down	535	0.999918062380311	FALSE	NA
drop_KO2	cpmfilter_ge10_in2	as_is	fry_voom	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	74	-1	fry_direction_sign	0.475054367072629	fry_two_sided	TRUE	0.237527183536315	Direction=Down	1333	0.998791594936895	FALSE	NA
all_null_vs_WT	cpmfilter_ge5_in2	as_is	roast_voom_mean	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	75	0.62246818500406	signed_neglog10_roast_p	0.238523852385239	roast_mean_Down_one_sided	TRUE	0.238523852385239	mixed_p=0.0034;active_prop=0.253	534	0.999918062380311	FALSE	NA
drop_WT1	cpmfilter_ge10_in2	as_is	zmean_welch	NHEJ_PLUS_POL	down	10	-0.202133168064599	score_KO_minus_WT	0.486316149134941	welch_two_sided	TRUE	0.243158074567471	exact_perm_p=0.3;n_assign=10;perm_effect=-0.202	757	0.996599659965997	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	drop_high_cv	zmean_welch	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	55	-0.0694343208711406	score_KO_minus_WT	0.48678670082571	welch_two_sided	TRUE	0.243393350412855	exact_perm_p=0.25;n_assign=20;perm_effect=-0.0694	234	0.999930595326927	FALSE	NA
drop_KO3	cpmfilter_ge10_in2	as_is	zmean_welch	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	20	0.0777259507765786	score_KO_minus_WT	0.491698263650226	welch_two_sided	TRUE	0.245849131825113	exact_perm_p=0.2;n_assign=10;perm_effect=0.0777	1502	0.999299929992999	FALSE	NA
drop_KO3	cpmfilter_ge10_in2	as_is	zmean_welch	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	74	-0.149233775994401	score_KO_minus_WT	0.493735515917323	welch_two_sided	TRUE	0.246867757958662	exact_perm_p=0.2;n_assign=10;perm_effect=-0.149	1462	0.999299929992999	FALSE	NA
drop_WT1	cpmfilter_ge10_in2	as_is	gsva	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	74	-0.109434109190497	score_KO_minus_WT	0.50445971701338	welch_two_sided	TRUE	0.25222985850669	exact_perm_p=0.4;n_assign=10	856	0.996599659965997	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	loo_gene:Xrcc6	roast_voom_mean	NHEJ_CORE	down	5	0.586489155394368	signed_neglog10_roast_p	0.259125912591259	roast_mean_Down_one_sided	TRUE	0.259125912591259	mixed_p=0.934;active_prop=0	36	NA	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	drop_mean_cpm_lt1	zmean_welch	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	71	-0.0767834643453079	score_KO_minus_WT	0.519399543093007	welch_two_sided	TRUE	0.259699771546503	exact_perm_p=0.3;n_assign=20;perm_effect=-0.0768	227	0.999930595326927	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	drop_mean_cpm_lt1	fry_voom	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	71	-1	fry_direction_sign	0.530920919363251	fry_two_sided	TRUE	0.265460459681625	Direction=Down	233	0.999930595326927	FALSE	NA
drop_KO2	cpmfilter_ge10_in2	as_is	roast_voom_mean	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	74	0.575728497684213	signed_neglog10_roast_p	0.265626562656266	roast_mean_Down_one_sided	TRUE	0.265626562656266	mixed_p=0.0088;active_prop=0.203	1332	0.998791594936895	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	as_is	zmean_welch	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	74	-0.0892372508363524	score_KO_minus_WT	0.531408894466135	welch_two_sided	TRUE	0.265704447233067	exact_perm_p=0.3;n_assign=20;perm_effect=-0.0892	220	0.999930595326927	TRUE	0.999930595326927
all_null_vs_WT	cpmfilter_ge10_in2	loo_gene:Xrcc6	zmean_welch	NHEJ_CORE	down	5	-0.339223927594411	score_KO_minus_WT	0.532397887903974	welch_two_sided	TRUE	0.266198943951987	exact_perm_p=0.25;n_assign=20	35	NA	FALSE	NA
drop_WT1	cpmfilter_ge10_in2	as_is	camera_voom:mild	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	74	-1	camera_direction_sign	0.534863810514007	camera_two_sided	TRUE	0.267431905257003	Direction=Down;cor=0.01	799	0.996599659965997	FALSE	NA
drop_KO2	cpmfilter_ge10_in2	as_is	ssgsea	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	20	0.00966889569289986	score_KO_minus_WT	0.535054908925326	welch_two_sided	TRUE	0.267527454462663	exact_perm_p=0.3;n_assign=10	1415	0.998791594936895	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	as_is	fry_voom	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	74	-1	fry_direction_sign	0.549084116003072	fry_two_sided	TRUE	0.274542058001536	Direction=Down	226	0.999930595326927	TRUE	0.999930595326927
all_null_vs_WT	cpmfilter_ge10_in2	drop_mean_cpm_lt1	roast_voom_mean	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	71	0.56093983999268	signed_neglog10_roast_p	0.274827482748275	roast_mean_Down_one_sided	TRUE	0.274827482748275	mixed_p=0.0012;active_prop=0.239	232	0.999930595326927	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	as_is	roast_voom_mean	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	74	0.559204867901007	signed_neglog10_roast_p	0.275927592759276	roast_mean_Down_one_sided	TRUE	0.275927592759276	mixed_p=0.0024;active_prop=0.243	225	0.999930595326927	TRUE	0.999930595326927
all_null_vs_WT	cpmfilter_ge10_in2	drop_high_cv	roast_voom_mean	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	15	0.555599442724165	signed_neglog10_roast_p	0.278227822782278	roast_mean_Up_one_sided	TRUE	0.278227822782278	mixed_p=0.0018;active_prop=0.267	425	0.999930595326927	FALSE	NA
drop_WT2	cpmfilter_ge10_in2	as_is	zmean_welch	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	20	0.0316599498194352	score_KO_minus_WT	0.560527392956356	welch_two_sided	TRUE	0.280263696478178	exact_perm_p=0.2;n_assign=10;perm_effect=0.0317	970	0.999693285022511	FALSE	NA
drop_KO3	cpmfilter_ge10_in2	as_is	camera_voom:mild	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	74	-1	camera_direction_sign	0.572429862843911	camera_two_sided	TRUE	0.286214931421955	Direction=Down;cor=0.01	1464	0.999299929992999	FALSE	NA
drop_WT3	cpmfilter_ge10_in2	as_is	gsva	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	20	0.119019148322355	score_KO_minus_WT	0.576686678886089	welch_two_sided	TRUE	0.288343339443044	exact_perm_p=0.4;n_assign=10	1130	0.998428680686874	FALSE	NA
drop_KO2	cpmfilter_ge10_in2	as_is	camera_voom:mild	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	74	-1	camera_direction_sign	0.577001741541617	camera_two_sided	TRUE	0.288500870770809	Direction=Down;cor=0.01	1331	0.998791594936895	FALSE	NA
drop_WT2	cpmfilter_ge10_in2	as_is	zmean_welch	GOBP_CGAS_STING_SIGNALING_PATHWAY	up	33	0.0491734860161351	score_KO_minus_WT	0.581824478572943	welch_two_sided	TRUE	0.290912239286472	exact_perm_p=0.6;n_assign=10;perm_effect=0.0492	940	0.999693285022511	FALSE	NA
drop_WT1	cpmfilter_ge10_in2	as_is	gsva	NHEJ_PLUS_POL	down	10	-0.155158221603364	score_KO_minus_WT	0.602845441891963	welch_two_sided	TRUE	0.301422720945982	exact_perm_p=0.3;n_assign=10	848	0.996599659965997	FALSE	NA
drop_WT2	cpmfilter_ge10_in2	as_is	gsva	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	up	28	0.150895543542241	score_KO_minus_WT	0.603884644058873	welch_two_sided	TRUE	0.301942322029437	exact_perm_p=0.6;n_assign=10	993	0.999693285022511	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	loo_gene:Xrcc6	camera_voom:mild	NHEJ_CORE	down	5	-1	camera_direction_sign	0.618088012352586	camera_two_sided	TRUE	0.309044006176293	Direction=Down;cor=0.01	34	NA	FALSE	NA
drop_WT3	cpmfilter_ge10_in2	as_is	ssgsea	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	20	0.00703040642838582	score_KO_minus_WT	0.627826719467625	welch_two_sided	TRUE	0.313913359733813	exact_perm_p=0.4;n_assign=10	1149	0.998428680686874	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in3	as_is	zmean_welch	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	73	-0.0669973589520299	score_KO_minus_WT	0.629637722010093	welch_two_sided	TRUE	0.314818861005047	exact_perm_p=0.35;n_assign=20;perm_effect=-0.067	664	0.999857019673561	FALSE	NA
drop_KO2	cpmfilter_ge10_in2	as_is	camera_voom:mild	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	up	28	1	camera_direction_sign	0.640186799446413	camera_two_sided	TRUE	0.320093399723207	Direction=Up;cor=0.01	1351	0.998791594936895	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in3	as_is	fry_voom	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	73	-1	fry_direction_sign	0.643952620893385	fry_two_sided	TRUE	0.321976310446692	Direction=Down	668	0.999857019673561	FALSE	NA
drop_KO2	cpmfilter_ge10_in2	as_is	zmean_welch	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	74	-0.112427879646267	score_KO_minus_WT	0.65077643925022	welch_two_sided	TRUE	0.32538821962511	exact_perm_p=0.4;n_assign=10;perm_effect=-0.112	1329	0.998791594936895	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in3	as_is	roast_voom_mean	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	73	0.487005488407702	signed_neglog10_roast_p	0.325832583258326	roast_mean_Down_one_sided	TRUE	0.325832583258326	mixed_p=0.0042;active_prop=0.233	667	0.999857019673561	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	loo_gene:Sting1	roast_voom_mean	CGAS_STING_CORE	up	3	0.475820191787624	signed_neglog10_roast_p	0.334333433343334	roast_mean_Up_one_sided	TRUE	0.334333433343334	mixed_p=0.12;active_prop=0.333	87	NA	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	drop_high_cv	camera_voom:zero	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	15	1	camera_direction_sign	0.670834257895014	camera_two_sided	TRUE	0.335417128947507	Direction=Up;cor=0	423	0.999930595326927	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	drop_high_cv	camera_voom:zero	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	55	-1	camera_direction_sign	0.676114732235676	camera_two_sided	TRUE	0.338057366117838	Direction=Down;cor=0	237	0.999930595326927	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	drop_high_cv	fry_voom	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	15	1	fry_direction_sign	0.676659734959131	fry_two_sided	TRUE	0.338329867479565	Direction=Up	426	0.999930595326927	FALSE	NA
drop_KO1	cpmfilter_ge10_in2	as_is	fry_voom	GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	up	79	1	fry_direction_sign	0.682440485959722	fry_two_sided	TRUE	0.341220242979861	Direction=Up	1235	0.999299929992999	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	loo_gene:Sting1	camera_voom:mild	CGAS_STING_CORE	up	3	1	camera_direction_sign	0.685757848334031	camera_two_sided	TRUE	0.342878924167016	Direction=Up;cor=0.01	85	NA	FALSE	NA
all_null_vs_WT	cpmfilter_ge5_in2	as_is	camera_voom:mild	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	75	-1	camera_direction_sign	0.686055054278214	camera_two_sided	TRUE	0.343027527139107	Direction=Down;cor=0.01	533	0.999918062380311	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	drop_high_cv	camera_voom:zero	NHEJ_PLUS_POL	down	7	-1	camera_direction_sign	0.687960697701966	camera_two_sided	TRUE	0.343980348850983	Direction=Down;cor=0	57	0.999930595326927	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	drop_high_cv	fry_voom	NHEJ_PLUS_POL	down	7	-1	fry_direction_sign	0.68972629015328	fry_two_sided	TRUE	0.34486314507664	Direction=Down	60	0.999930595326927	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	drop_high_cv	camera_voom:mild	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	15	1	camera_direction_sign	0.690572246265567	camera_two_sided	TRUE	0.345286123132784	Direction=Up;cor=0.01	424	0.999930595326927	FALSE	NA
