contrast	filter	variant	method	set_name	thesis_expect	n_genes	effect	effect_name	p_method	p_kind	thesis_match	thesis_p	extra	sweep_id	sweep_q_within_contrast	primary_family	primary_family_q
all_null_vs_WT	cpmfilter_ge10_in2	drop_mean_cpm_lt1	zmean_welch	NHEJ_CORE	down	6	-0.066391035524629	score_KO_minus_WT	0.894383217153857	welch_two_sided	TRUE	0.447191608576929	exact_perm_p=0.4;n_assign=20;perm_effect=-0.0664	8	0.999930595326927	FALSE	NA
all_null_vs_WT	cpmfilter_ge5_in2	as_is	gsva	NHEJ_CORE	down	6	-0.060990408056005	score_KO_minus_WT	0.895964298337155	welch_two_sided	TRUE	0.447982149168577	exact_perm_p=0.5;n_assign=20	581	0.999918062380311	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in3	as_is	zmean_welch	NHEJ_CORE	down	6	-0.063884055170008	score_KO_minus_WT	0.898358653315194	welch_two_sided	TRUE	0.449179326657597	exact_perm_p=0.4;n_assign=20;perm_effect=-0.0639	619	0.999857019673561	FALSE	NA
drop_KO3	cpmfilter_ge10_in2	as_is	gsva	IFN_ISG_COMPACT	up	26	0.0776927469063485	score_KO_minus_WT	0.898681883320056	welch_two_sided	TRUE	0.449340941660028	exact_perm_p=0.6;n_assign=10	1515	0.999299929992999	FALSE	NA
all_null_vs_WT	cpmfilter_ge5_in2	as_is	ssgsea	NHEJ_CORE	down	6	-0.00583459420551724	score_KO_minus_WT	0.898834959868161	welch_two_sided	TRUE	0.449417479934081	exact_perm_p=0.45;n_assign=20	600	0.999918062380311	FALSE	NA
drop_KO3	cpmfilter_ge10_in2	as_is	ssgsea	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	74	-0.00284919241013085	score_KO_minus_WT	0.899499487521813	welch_two_sided	TRUE	0.449749743760906	exact_perm_p=0.5;n_assign=10	1540	0.999299929992999	FALSE	NA
drop_KO3	cpmfilter_ge10_in2	as_is	roast_voom_mean	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	up	28	0.345683741282482	signed_neglog10_roast_p	0.451145114511451	roast_mean_Up_one_sided	TRUE	0.451145114511451	mixed_p=0.167;active_prop=0.107	1485	0.999299929992999	FALSE	NA
drop_KO2	cpmfilter_ge10_in2	as_is	fry_voom	NHEJ_CORE	down	6	-1	fry_direction_sign	0.904013618812414	fry_two_sided	TRUE	0.452006809406207	Direction=Down	1288	0.998791594936895	FALSE	NA
drop_KO3	cpmfilter_ge10_in2	as_is	ssgsea	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	up	28	0.00787927571066771	score_KO_minus_WT	0.904096931700706	welch_two_sided	TRUE	0.452048465850353	exact_perm_p=0.4;n_assign=10	1544	0.999299929992999	FALSE	NA
drop_KO3	cpmfilter_ge10_in2	as_is	gsva	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	139	0.0428294389468753	score_KO_minus_WT	0.905769415125551	welch_two_sided	TRUE	0.452884707562776	exact_perm_p=0.4;n_assign=10	1518	0.999299929992999	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in3	as_is	zmean_welch	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	up	28	0.0469837589149909	score_KO_minus_WT	0.907066207006091	welch_two_sided	TRUE	0.453533103503046	exact_perm_p=0.5;n_assign=20;perm_effect=0.047	684	0.999857019673561	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	as_is	gsva	NHEJ_CORE	down	6	-0.0542694896249936	score_KO_minus_WT	0.907246953937166	welch_two_sided	TRUE	0.453623476968583	exact_perm_p=0.5;n_assign=20	448	0.999930595326927	TRUE	0.999930595326927
drop_WT2	cpmfilter_ge10_in2	as_is	fry_voom	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	20	1	fry_direction_sign	0.907939711978475	fry_two_sided	TRUE	0.453969855989238	Direction=Up	974	0.999693285022511	FALSE	NA
all_null_vs_WT	cpmfilter_ge5_in2	as_is	gsva	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	75	-0.0202358594919438	score_KO_minus_WT	0.908204490946644	welch_two_sided	TRUE	0.454102245473322	exact_perm_p=0.45;n_assign=20	590	0.999918062380311	FALSE	NA
drop_KO2	cpmfilter_ge10_in2	as_is	gsva	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	74	-0.033645687826965	score_KO_minus_WT	0.909161580851613	welch_two_sided	TRUE	0.454580790425807	exact_perm_p=0.6;n_assign=10	1388	0.998791594936895	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	drop_high_cv	zmean_welch	HALLMARK_DNA_REPAIR	down	106	-0.0164151990552259	score_KO_minus_WT	0.910206450590249	welch_two_sided	TRUE	0.455103225295124	exact_perm_p=0.35;n_assign=20;perm_effect=-0.0164	192	0.999930595326927	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	as_is	zmean_welch	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	up	28	0.0450839142027062	score_KO_minus_WT	0.910796550542111	welch_two_sided	TRUE	0.455398275271056	exact_perm_p=0.5;n_assign=20;perm_effect=0.0451	322	0.999930595326927	TRUE	0.999930595326927
drop_WT1	cpmfilter_ge10_in2	as_is	camera_voom:mild	NHEJ_PLUS_POL	down	10	-1	camera_direction_sign	0.911808939339139	camera_two_sided	TRUE	0.45590446966957	Direction=Down;cor=0.01	759	0.996599659965997	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	drop_high_cv	zmean_welch	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	up	21	0.0572584164337745	score_KO_minus_WT	0.913267318875391	welch_two_sided	TRUE	0.456633659437696	exact_perm_p=0.5;n_assign=20;perm_effect=0.0573	336	0.999930595326927	FALSE	NA
drop_WT3	cpmfilter_ge10_in2	as_is	gsva	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	73	-0.0181490533429525	score_KO_minus_WT	0.915407668603513	welch_two_sided	TRUE	0.457703834301757	exact_perm_p=0.6;n_assign=10	1122	0.998428680686874	FALSE	NA
all_null_vs_WT	cpmfilter_ge5_in2	as_is	roast_voom_mean	NHEJ_CORE	down	6	0.339280780041668	signed_neglog10_roast_p	0.457845784578458	roast_mean_Down_one_sided	TRUE	0.457845784578458	mixed_p=0.807;active_prop=0	489	0.999918062380311	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in3	as_is	gsva	NHEJ_CORE	down	6	-0.0492092798811255	score_KO_minus_WT	0.915846738775113	welch_two_sided	TRUE	0.457923369387557	exact_perm_p=0.5;n_assign=20	714	0.999857019673561	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	as_is	ssgsea	NHEJ_CORE	down	6	-0.00519989846199646	score_KO_minus_WT	0.916181038606794	welch_two_sided	TRUE	0.458090519303397	exact_perm_p=0.45;n_assign=20	467	0.999930595326927	TRUE	0.999930595326927
drop_WT1	cpmfilter_ge10_in2	as_is	roast_voom_mean	HALLMARK_DNA_REPAIR	down	142	0.337482064629883	signed_neglog10_roast_p	0.45974597459746	roast_mean_Down_one_sided	TRUE	0.45974597459746	mixed_p=0.0028;active_prop=0.183	790	0.996599659965997	FALSE	NA
drop_WT2	cpmfilter_ge10_in2	as_is	zmean_welch	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	up	28	0.0374611182002925	score_KO_minus_WT	0.919633892664388	welch_two_sided	TRUE	0.459816946332194	exact_perm_p=0.6;n_assign=10;perm_effect=0.0375	950	0.999693285022511	FALSE	NA
drop_KO3	cpmfilter_ge10_in2	as_is	gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	80	0.0469923507573676	score_KO_minus_WT	0.920676266107653	welch_two_sided	TRUE	0.460338133053827	exact_perm_p=0.5;n_assign=10	1517	0.999299929992999	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	as_is	roast_voom_mean	NHEJ_CORE	down	6	0.33663263475198	signed_neglog10_roast_p	0.460646064606461	roast_mean_Down_one_sided	TRUE	0.460646064606461	mixed_p=0.81;active_prop=0	6	0.999930595326927	TRUE	0.999930595326927
all_null_vs_WT	cpmfilter_ge10_in2	drop_mean_cpm_lt1	roast_voom_mean	NHEJ_CORE	down	6	0.336161446160785	signed_neglog10_roast_p	0.461146114611461	roast_mean_Down_one_sided	TRUE	0.461146114611461	mixed_p=0.812;active_prop=0	13	0.999930595326927	FALSE	NA
drop_KO3	cpmfilter_ge10_in2	as_is	fry_voom	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	up	28	1	fry_direction_sign	0.923542268839825	fry_two_sided	TRUE	0.461771134419913	Direction=Up	1486	0.999299929992999	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	loo_gene:Xrcc4	roast_voom_mean	NHEJ_CORE	down	5	0.335408606133646	signed_neglog10_roast_p	0.461946194619462	roast_mean_Down_one_sided	TRUE	0.461946194619462	mixed_p=0.701;active_prop=0	30	NA	FALSE	NA
drop_WT2	cpmfilter_ge10_in2	as_is	camera_voom:mild	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	20	1	camera_direction_sign	0.924499044635682	camera_two_sided	TRUE	0.462249522317841	Direction=Up;cor=0.01	972	0.999693285022511	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	drop_high_cv	zmean_welch	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	60	0.031079766107019	score_KO_minus_WT	0.925634985948649	welch_two_sided	TRUE	0.462817492974324	exact_perm_p=0.5;n_assign=20;perm_effect=0.0311	150	0.999930595326927	FALSE	NA
drop_KO2	cpmfilter_ge10_in2	as_is	gsva	IFN_ISG_COMPACT	up	26	0.0619776560282174	score_KO_minus_WT	0.926516902297138	welch_two_sided	TRUE	0.463258451148569	exact_perm_p=0.6;n_assign=10	1382	0.998791594936895	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in3	as_is	roast_voom_mean	NHEJ_CORE	down	6	0.333438587825312	signed_neglog10_roast_p	0.464046404640464	roast_mean_Down_one_sided	TRUE	0.464046404640464	mixed_p=0.804;active_prop=0	622	0.999857019673561	FALSE	NA
drop_KO2	cpmfilter_ge10_in2	as_is	zmean_welch	NHEJ_CORE	down	6	-0.0498185150539793	score_KO_minus_WT	0.92810128752884	welch_two_sided	TRUE	0.46405064376442	exact_perm_p=0.5;n_assign=10;perm_effect=-0.0498	1284	0.998791594936895	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in3	as_is	ssgsea	NHEJ_CORE	down	6	-0.00447862016063615	score_KO_minus_WT	0.929715510675639	welch_two_sided	TRUE	0.46485775533782	exact_perm_p=0.45;n_assign=20	733	0.999857019673561	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	drop_high_cv	roast_voom_mean	HALLMARK_DNA_REPAIR	down	106	0.331663857931972	signed_neglog10_roast_p	0.465946594659466	roast_mean_Down_one_sided	TRUE	0.465946594659466	mixed_p=4e-04;active_prop=0.179	197	0.999930595326927	FALSE	NA
all_null_vs_WT	cpmfilter_ge5_in2	as_is	ssgsea	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	20	0.00102475414458736	score_KO_minus_WT	0.935899789605196	welch_two_sided	TRUE	0.467949894802598	exact_perm_p=0.4;n_assign=20	617	0.999918062380311	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	drop_high_cv	camera_voom:zero	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	60	1	camera_direction_sign	0.936577583609012	camera_two_sided	TRUE	0.468288791804506	Direction=Up;cor=0	153	0.999930595326927	FALSE	NA
drop_KO2	cpmfilter_ge10_in2	as_is	ssgsea	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	74	-0.00186150934008428	score_KO_minus_WT	0.937824233572124	welch_two_sided	TRUE	0.468912116786062	exact_perm_p=0.5;n_assign=10	1407	0.998791594936895	FALSE	NA
drop_KO2	cpmfilter_ge10_in2	as_is	gsva	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	80	0.0365529310940577	score_KO_minus_WT	0.940536608381373	welch_two_sided	TRUE	0.470268304190687	exact_perm_p=0.5;n_assign=10	1384	0.998791594936895	FALSE	NA
drop_KO2	cpmfilter_ge10_in2	as_is	gsva	NHEJ_CORE	down	6	-0.0412491482140797	score_KO_minus_WT	0.94234329407561	welch_two_sided	TRUE	0.471171647037805	exact_perm_p=0.6;n_assign=10	1379	0.998791594936895	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	drop_high_cv	camera_voom:mild	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	60	1	camera_direction_sign	0.949642786429179	camera_two_sided	TRUE	0.47482139321459	Direction=Up;cor=0.01	154	0.999930595326927	FALSE	NA
drop_KO1	cpmfilter_ge10_in2	as_is	camera_voom:mild	GOBP_CGAS_STING_SIGNALING_PATHWAY	up	33	1	camera_direction_sign	0.950945265241436	camera_two_sided	TRUE	0.475472632620718	Direction=Up;cor=0.01	1208	0.999299929992999	FALSE	NA
drop_KO3	cpmfilter_ge10_in2	as_is	zmean_welch	APM_MHC1_CORE	up	15	0.0620237613203604	score_KO_minus_WT	0.957026213151281	welch_two_sided	TRUE	0.478513106575641	exact_perm_p=0.6;n_assign=10;perm_effect=0.062	1437	0.999299929992999	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	loo_gene:Lig4	zmean_welch	NHEJ_CORE	down	5	-0.0348325237078655	score_KO_minus_WT	0.958938766314659	welch_two_sided	TRUE	0.479469383157329	exact_perm_p=0.5;n_assign=20	26	NA	FALSE	NA
drop_KO2	cpmfilter_ge10_in2	as_is	zmean_welch	APM_MHC1_CORE	up	15	0.0504090543393734	score_KO_minus_WT	0.95973990958026	welch_two_sided	TRUE	0.47986995479013	exact_perm_p=0.5;n_assign=10;perm_effect=0.0504	1304	0.998791594936895	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	drop_high_cv	camera_voom:zero	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	up	209	1	camera_direction_sign	0.96051040624064	camera_two_sided	TRUE	0.48025520312032	Direction=Up;cor=0	381	0.999930595326927	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	as_is	ssgsea	IFN_ISG_COMPACT	up	26	0.00378061704577309	score_KO_minus_WT	0.960843956832184	welch_two_sided	TRUE	0.480421978416092	exact_perm_p=0.5;n_assign=20	470	0.999930595326927	TRUE	0.999930595326927
all_null_vs_WT	cpmfilter_ge10_in2	drop_high_cv	roast_voom_mean	GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	up	59	0.318172801912311	signed_neglog10_roast_p	0.480648064806481	roast_mean_Up_one_sided	TRUE	0.480648064806481	mixed_p=0.0418;active_prop=0.153	404	0.999930595326927	FALSE	NA
drop_WT1	cpmfilter_ge10_in2	as_is	zmean_welch	HALLMARK_DNA_REPAIR	down	142	-0.00826201635568719	score_KO_minus_WT	0.9615499320299	welch_two_sided	TRUE	0.48077496601495	exact_perm_p=0.5;n_assign=10;perm_effect=-0.00826	787	0.996599659965997	FALSE	NA
drop_KO3	cpmfilter_ge10_in2	as_is	camera_voom:mild	HALLMARK_DNA_REPAIR	down	142	-1	camera_direction_sign	0.961837999852585	camera_two_sided	TRUE	0.480918999926293	Direction=Down;cor=0.01	1454	0.999299929992999	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	drop_high_cv	camera_voom:estimated	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	up	209	1	camera_direction_sign	0.962883468650264	camera_two_sided	TRUE	0.481441734325132	Direction=Up;cor=estimated	380	0.999930595326927	FALSE	NA
drop_WT3	cpmfilter_ge10_in2	as_is	zmean_welch	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	up	28	0.0173961248527569	score_KO_minus_WT	0.96304472796063	welch_two_sided	TRUE	0.481522363980315	exact_perm_p=0.6;n_assign=10;perm_effect=0.0174	1083	0.998428680686874	FALSE	NA
drop_KO2	cpmfilter_ge10_in2	as_is	ssgsea	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	up	28	0.00319571561447407	score_KO_minus_WT	0.964207369062767	welch_two_sided	TRUE	0.482103684531384	exact_perm_p=0.5;n_assign=10	1411	0.998791594936895	FALSE	NA
drop_KO2	cpmfilter_ge10_in2	as_is	camera_voom:mild	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	20	1	camera_direction_sign	0.964487883730408	camera_two_sided	TRUE	0.482243941865204	Direction=Up;cor=0.01	1371	0.998791594936895	FALSE	NA
drop_KO2	cpmfilter_ge10_in2	as_is	zmean_welch	HALLMARK_INTERFERON_GAMMA_RESPONSE	up	139	0.0174888961562115	score_KO_minus_WT	0.965769428734938	welch_two_sided	TRUE	0.482884714367469	exact_perm_p=0.5;n_assign=10;perm_effect=0.0175	1314	0.998791594936895	FALSE	NA
drop_KO2	cpmfilter_ge10_in2	as_is	zmean_welch	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	80	0.0226105620405908	score_KO_minus_WT	0.96840888370317	welch_two_sided	TRUE	0.484204441851585	exact_perm_p=0.5;n_assign=10;perm_effect=0.0226	1309	0.998791594936895	FALSE	NA
drop_KO2	cpmfilter_ge10_in2	as_is	roast_voom_mean	NHEJ_CORE	down	6	0.314393957221963	signed_neglog10_roast_p	0.484848484848485	roast_mean_Down_one_sided	TRUE	0.484848484848485	mixed_p=0.637;active_prop=0	1287	0.998791594936895	FALSE	NA
drop_KO2	cpmfilter_ge10_in2	as_is	fry_voom	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	20	1	fry_direction_sign	0.973000660831218	fry_two_sided	TRUE	0.486500330415609	Direction=Up	1373	0.998791594936895	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	loo_gene:Xrcc5	zmean_welch	NHEJ_CORE	down	5	-0.0151458182946757	score_KO_minus_WT	0.976039911087079	welch_two_sided	TRUE	0.48801995554354	exact_perm_p=0.5;n_assign=20	32	NA	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	drop_high_cv	camera_voom:mild	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	up	209	1	camera_direction_sign	0.97737742910098	camera_two_sided	TRUE	0.48868871455049	Direction=Up;cor=0.01	382	0.999930595326927	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	loo_gene:Lig4	roast_voom_mean	NHEJ_CORE	down	5	0.310647709256572	signed_neglog10_roast_p	0.489048904890489	roast_mean_Down_one_sided	TRUE	0.489048904890489	mixed_p=0.693;active_prop=0	27	NA	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	drop_high_cv	camera_voom:estimated	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	60	1	camera_direction_sign	0.978461403679414	camera_two_sided	TRUE	0.489230701839707	Direction=Up;cor=estimated	152	0.999930595326927	FALSE	NA
all_null_vs_WT	cpmfilter_ge5_in2	as_is	camera_voom:mild	NHEJ_CORE	down	6	-1	camera_direction_sign	0.987564554759357	camera_two_sided	TRUE	0.493782277379678	Direction=Down;cor=0.01	488	0.999918062380311	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	loo_gene:Xrcc4	camera_voom:mild	NHEJ_CORE	down	5	-1	camera_direction_sign	0.987831339046759	camera_two_sided	TRUE	0.49391566952338	Direction=Down;cor=0.01	28	NA	FALSE	NA
drop_KO2	cpmfilter_ge10_in2	as_is	camera_voom:mild	NHEJ_CORE	down	6	-1	camera_direction_sign	0.988383502035276	camera_two_sided	TRUE	0.494191751017638	Direction=Down;cor=0.01	1286	0.998791594936895	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	loo_gene:Xrcc5	roast_voom_mean	NHEJ_CORE	down	5	0.305439114569036	signed_neglog10_roast_p	0.494949494949495	roast_mean_Down_one_sided	TRUE	0.494949494949495	mixed_p=0.697;active_prop=0	33	NA	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	as_is	camera_voom:zero	NHEJ_CORE	down	6	-1	camera_direction_sign	0.992462430538137	camera_two_sided	TRUE	0.496231215269068	Direction=Down;cor=0	4	0.999930595326927	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	drop_mean_cpm_lt1	camera_voom:zero	NHEJ_CORE	down	6	-1	camera_direction_sign	0.992462430538137	camera_two_sided	TRUE	0.496231215269068	Direction=Down;cor=0	11	0.999930595326927	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	as_is	camera_voom:mild	NHEJ_CORE	down	6	-1	camera_direction_sign	0.992644004629276	camera_two_sided	TRUE	0.496322002314638	Direction=Down;cor=0.01	5	0.999930595326927	TRUE	0.999930595326927
all_null_vs_WT	cpmfilter_ge10_in2	drop_mean_cpm_lt1	camera_voom:mild	NHEJ_CORE	down	6	-1	camera_direction_sign	0.992644004629276	camera_two_sided	TRUE	0.496322002314638	Direction=Down;cor=0.01	12	0.999930595326927	FALSE	NA
drop_WT3	cpmfilter_ge10_in2	as_is	camera_voom:mild	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	73	-1	camera_direction_sign	0.992791602936363	camera_two_sided	TRUE	0.496395801468182	Direction=Down;cor=0.01	1065	0.998428680686874	FALSE	NA
drop_WT3	cpmfilter_ge10_in2	as_is	camera_voom:mild	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	20	1	camera_direction_sign	0.994217221952047	camera_two_sided	TRUE	0.497108610976024	Direction=Up;cor=0.01	1105	0.998428680686874	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	drop_mean_cpm_lt1	zmean_welch	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	up	26	0.00327854897858546	score_KO_minus_WT	0.994499119741356	welch_two_sided	TRUE	0.497249559870678	exact_perm_p=0.5;n_assign=20;perm_effect=0.00328	329	0.999930595326927	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	as_is	camera_voom:estimated	NHEJ_CORE	down	6	-1	camera_direction_sign	0.994802033376936	camera_two_sided	TRUE	0.497401016688468	Direction=Down;cor=estimated	3	0.999930595326927	TRUE	0.999930595326927
all_null_vs_WT	cpmfilter_ge10_in2	drop_mean_cpm_lt1	camera_voom:estimated	NHEJ_CORE	down	6	-1	camera_direction_sign	0.994802033376936	camera_two_sided	TRUE	0.497401016688468	Direction=Down;cor=estimated	10	0.999930595326927	FALSE	NA
drop_WT3	cpmfilter_ge10_in2	as_is	gsva	NHEJ_CORE	down	6	-0.00514275085945763	score_KO_minus_WT	0.995120659834086	welch_two_sided	TRUE	0.497560329917043	exact_perm_p=0.5;n_assign=10	1113	0.998428680686874	FALSE	NA
drop_KO2	cpmfilter_ge10_in2	as_is	roast_voom_mean	REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	up	20	0.302291405732518	signed_neglog10_roast_p	0.498549854985499	roast_mean_Up_one_sided	TRUE	0.498549854985499	mixed_p=0.0414;active_prop=0.2	1372	0.998791594936895	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in3	as_is	camera_voom:mild	NHEJ_CORE	down	6	-1	camera_direction_sign	0.997512942104161	camera_two_sided	TRUE	0.498756471052081	Direction=Down;cor=0.01	621	0.999857019673561	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	drop_high_cv	fry_voom	HALLMARK_INTERFERON_ALPHA_RESPONSE	up	60	1	fry_direction_sign	0.997752356005434	fry_two_sided	TRUE	0.498876178002717	Direction=Up	156	0.999930595326927	FALSE	NA
drop_WT2	cpmfilter_ge10_in2	as_is	camera_voom:mild	GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	down	73	-1	camera_direction_sign	0.999163172489532	camera_two_sided	TRUE	0.499581586244766	Direction=Down;cor=0.01	932	0.999693285022511	FALSE	NA
all_null_vs_WT	cpmfilter_ge10_in2	drop_high_cv	fry_voom	IFN_ISG_COMPACT	up	19	1	fry_direction_sign	0.999816104096979	fry_two_sided	TRUE	0.499908052048489	Direction=Up	114	0.999930595326927	FALSE	NA
