compartment	contrast	score	n_high	n_low	q1	q3	median_score_high	median_score_low	mean_score_high	mean_score_low	delta_mean	U	p	pct_pos_high	pct_pos_low	odds_ratio	n_cells	rho	method
MPE_carcinoma_like	TACSTD2_Q4_vs_Q1_gene_detection	MARVELD2	65.0	65.0									0.46546635850686974	40.0	32.30769230769231	1.3968253968253967			
MPE_carcinoma_like	TACSTD2_Q4_vs_Q1_gene_detection	MPDZ	65.0	65.0									0.20336203833612407	18.461538461538463	9.230769230769232	2.2264150943396226			
MPE_carcinoma_like	TACSTD2_Q4_vs_Q1_gene_detection	OCLN	65.0	65.0									0.008062387883279273	66.15384615384615	41.53846153846154	2.750841750841751			
MPE_carcinoma_like	TACSTD2_Q4_vs_Q1_gene_detection	PARD3	65.0	65.0									0.004485949519033418	56.92307692307692	30.76923076923077	2.9732142857142856			
MPE_carcinoma_like	TACSTD2_Q4_vs_Q1_gene_detection	PARD6A	65.0	65.0									0.0001080642606892024	41.53846153846154	10.76923076923077	5.887218045112782			
MPE_carcinoma_like	TACSTD2_Q4_vs_Q1_gene_detection	PARD6B	65.0	65.0									0.012613645079807887	53.84615384615385	30.76923076923077	2.625			
MPE_carcinoma_like	TACSTD2_Q4_vs_Q1_gene_detection	TJP1	65.0	65.0									0.0011237162502527162	75.38461538461539	46.15384615384615	3.5729166666666665			
MPE_carcinoma_like	TACSTD2_Q4_vs_Q1_gene_detection	TJP2	65.0	65.0									0.14731886796775673	44.61538461538462	30.76923076923077	1.8125			
MPE_carcinoma_like	TACSTD2_Q4_vs_Q1_gene_detection	TJP3	65.0	65.0									5.423544318954498e-06	47.69230769230769	10.76923076923077	7.554621848739496			
MPE_carcinoma_like	cell_spearman_TACSTD2_vs_score	TJ_core											2.369726256570239e-12				259.0	0.4175840132357399	spearmanr_asymptotic
MPE_carcinoma_like	cell_spearman_TACSTD2_vs_score	TJ_core_no_CLDN4											1.4267484198561826e-13				259.0	0.4381149341190715	spearmanr_asymptotic
primary_tS	TACSTD2_Q4_vs_Q1	TJ_core	1588.0	1588.0	1.1899101563137093	2.2657572466438296	0.3695061466202309	0.24822583973431256	0.36518049833008615	0.24257085345898052	0.12260964487110562	1960645.0	1.5715485845634215e-161						
primary_tS	TACSTD2_Q4_vs_Q1	TJ_core_no_CLDN4	1588.0	1588.0	1.1899101563137093	2.2657572466438296	0.3036138485166384	0.20648105584554977	0.2981259939664571	0.20196585293444966	0.09616014103200746	1874699.5	9.308001815507903e-125						
primary_tS	TACSTD2_Q4_vs_Q1_gene_detection	AMOT	1588.0	1588.0									2.192981023255611e-12	11.775818639798489	4.91183879093199	2.583960174966599			
primary_tS	TACSTD2_Q4_vs_Q1_gene_detection	AMOTL1	1588.0	1588.0									0.7300924750164212	6.926952141057935	7.304785894206549	0.9444262983528533			
primary_tS	TACSTD2_Q4_vs_Q1_gene_detection	CGN	1588.0	1588.0									1.9910424025195412e-28	37.8463476070529	20.08816120906801	2.4223018360949395			
primary_tS	TACSTD2_Q4_vs_Q1_gene_detection	CGNL1	1588.0	1588.0									0.0003837073713111645	16.24685138539043	21.221662468513856	0.7201044153410232			
primary_tS	TACSTD2_Q4_vs_Q1_gene_detection	CLDN1	1588.0	1588.0									4.213918585819124e-27	31.98992443324937	15.74307304785894	2.5174222222222222			
primary_tS	TACSTD2_Q4_vs_Q1_gene_detection	CLDN3	1588.0	1588.0									1.1381937395105554e-41	82.68261964735515	61.27204030226701	3.0178267775390077			
primary_tS	TACSTD2_Q4_vs_Q1_gene_detection	CLDN4	1588.0	1588.0									1.5270923628048108e-31	91.81360201511335	76.95214105793451	3.359108649125016			
primary_tS	TACSTD2_Q4_vs_Q1_gene_detection	CLDN7	1588.0	1588.0									2.2787804570146268e-21	74.24433249370277	58.312342569269525	2.060807849308486			
primary_tS	TACSTD2_Q4_vs_Q1_gene_detection	CLDN8	1588.0	1588.0									2.2214392330775967e-18	6.6120906801007555	0.9445843828715366	7.424814565070802			
primary_tS	TACSTD2_Q4_vs_Q1_gene_detection	CRB3	1588.0	1588.0									5.679836473175645e-08	60.075566750629726	50.44080604534005	1.4784319285435792			
primary_tS	TACSTD2_Q4_vs_Q1_gene_detection	F11R	1588.0	1588.0									7.533280021780867e-31	65.99496221662469	45.65491183879094	2.3101507024265646			
primary_tS	TACSTD2_Q4_vs_Q1_gene_detection	INADL	1588.0	1588.0									9.56169981706934e-21	46.221662468513856	30.100755667506295	1.9958746925617081			
primary_tS	TACSTD2_Q4_vs_Q1_gene_detection	JAM2	1588.0	1588.0									0.49984251968503934	0.12594458438287154	0.0	inf			
primary_tS	TACSTD2_Q4_vs_Q1_gene_detection	JAM3	1588.0	1588.0									0.49984251968503934	0.0	0.12594458438287154	0.0			
primary_tS	TACSTD2_Q4_vs_Q1_gene_detection	MAGI1	1588.0	1588.0									3.041121189881759e-10	30.22670025188917	20.465994962216623	1.6835323521244099			
primary_tS	TACSTD2_Q4_vs_Q1_gene_detection	MAGI3	1588.0	1588.0									0.00230204144792951	32.9345088161209	27.896725440806048	1.2692694920463337			
primary_tS	TACSTD2_Q4_vs_Q1_gene_detection	MARVELD2	1588.0	1588.0									8.38284528213202e-10	25.251889168765747	16.3727959697733	1.7255135765666516			
primary_tS	TACSTD2_Q4_vs_Q1_gene_detection	MPDZ	1588.0	1588.0									0.28195101888741875	7.052896725440807	6.045340050377834	1.1793134598012647			
primary_tS	TACSTD2_Q4_vs_Q1_gene_detection	OCLN	1588.0	1588.0									1.5515446569860235e-16	50.566750629722925	36.02015113350126	1.816952474277315			
primary_tS	TACSTD2_Q4_vs_Q1_gene_detection	PARD3	1588.0	1588.0									9.082521665913455e-18	32.55667506297229	19.20654911838791	2.0306163995652904			
primary_tS	TACSTD2_Q4_vs_Q1_gene_detection	PARD6A	1588.0	1588.0									0.25730468284960023	8.249370277078086	7.1158690176322414	1.1736141058424086			
primary_tS	TACSTD2_Q4_vs_Q1_gene_detection	PARD6B	1588.0	1588.0									6.488297015897257e-18	42.19143576826197	27.581863979848865	1.9162662528227932			
primary_tS	TACSTD2_Q4_vs_Q1_gene_detection	TJP1	1588.0	1588.0									5.190446555756848e-36	45.65491183879094	24.496221662468514	2.5893859824191927			
primary_tS	TACSTD2_Q4_vs_Q1_gene_detection	TJP2	1588.0	1588.0									4.758487823637294e-23	37.531486146095716	21.536523929471034	2.1889030371627993			
primary_tS	TACSTD2_Q4_vs_Q1_gene_detection	TJP3	1588.0	1588.0									2.35965645865537e-13	26.133501259445847	15.554156171284635	1.920798947989687			
primary_tS	cell_spearman_TACSTD2_vs_score	TJ_core											3.3285585355003824e-228				6352.0	0.38872197293928606	spearmanr_asymptotic
primary_tS	cell_spearman_TACSTD2_vs_score	TJ_core_no_CLDN4											8.667343527511844e-166				6352.0	0.33442238059057966	spearmanr_asymptotic
author_malignant	TACSTD2_Q4_vs_Q1	TJ_core	6196.0	6917.0	0.0	1.6822208197483612	0.319059384890895	0.18891470614593345	0.3168759181849169	0.19297253059130584	0.12390338759361105	32486113.5	0.0						
author_malignant	TACSTD2_Q4_vs_Q1	TJ_core_no_CLDN4	6196.0	6917.0	0.0	1.6822208197483612	0.24594823995568893	0.14265514627745804	0.24748807253394783	0.14964974904798445	0.09783832348596339	31298981.0	0.0						
author_malignant	TACSTD2_Q4_vs_Q1_gene_detection	AMOT	6196.0	6917.0									1.2306978034573646e-102	11.862491930277598	2.5444556888824637	5.154978067619983			
author_malignant	TACSTD2_Q4_vs_Q1_gene_detection	AMOTL1	6196.0	6917.0									3.491111750573802e-36	6.859264041316979	2.356512939135463	3.05148547901343			
author_malignant	TACSTD2_Q4_vs_Q1_gene_detection	CGN	6196.0	6917.0									3.2714552480138797e-130	30.858618463524856	13.445135174208472	2.8731925745208478			
author_malignant	TACSTD2_Q4_vs_Q1_gene_detection	CGNL1	6196.0	6917.0									1.1361628486620047e-49	10.103292446739832	3.6721121873644647	2.948188410919012			
author_malignant	TACSTD2_Q4_vs_Q1_gene_detection	CLDN1	6196.0	6917.0									2.1196445218091584e-134	20.351839896707553	6.115367934075467	3.9228332387227813			
author_malignant	TACSTD2_Q4_vs_Q1_gene_detection	CLDN3	6196.0	6917.0									1.4154380411743995e-247	70.04519044544868	41.02934798322973	3.3608805071565695			
author_malignant	TACSTD2_Q4_vs_Q1_gene_detection	CLDN4	6196.0	6917.0									2.0369989550491912e-291	89.541639767592	62.874078357669504	5.055534265007707			
author_malignant	TACSTD2_Q4_vs_Q1_gene_detection	CLDN7	6196.0	6917.0									1.9034298699918103e-203	71.0942543576501	44.9616885933208	3.0107369645655933			
author_malignant	TACSTD2_Q4_vs_Q1_gene_detection	CLDN8	6196.0	6917.0									0.015889975013795226	2.259522272433828	2.934798322972387	0.7645879834191227			
author_malignant	TACSTD2_Q4_vs_Q1_gene_detection	CRB3	6196.0	6917.0									4.319019484846999e-168	47.04648160103292	24.085586236807867	2.800266403422082			
author_malignant	TACSTD2_Q4_vs_Q1_gene_detection	F11R	6196.0	6917.0									9.71416401978539e-162	52.5823111684958	29.405811768107558	2.662165581305686			
author_malignant	TACSTD2_Q4_vs_Q1_gene_detection	INADL	6196.0	6917.0									1.2019705011408196e-99	32.9083279535184	17.001590284805552	2.3945142526580034			
author_malignant	TACSTD2_Q4_vs_Q1_gene_detection	JAM2	6196.0	6917.0									1.3121460129207898e-22	0.17753389283408652	1.7637704207026168	0.09905641623706217			
author_malignant	TACSTD2_Q4_vs_Q1_gene_detection	JAM3	6196.0	6917.0									6.068387913553079e-36	0.04841833440929632	2.067370247217002	0.022947180382995012			
author_malignant	TACSTD2_Q4_vs_Q1_gene_detection	MAGI1	6196.0	6917.0									1.8586021192334507e-90	17.575855390574564	6.36113922220616	3.138941648717447			
author_malignant	TACSTD2_Q4_vs_Q1_gene_detection	MAGI3	6196.0	6917.0									1.5224870570401687e-66	18.899289864428663	8.645366488362006	2.462453285412403			
author_malignant	TACSTD2_Q4_vs_Q1_gene_detection	MARVELD2	6196.0	6917.0									8.202164769475783e-119	24.09619109102647	9.252566141390776	3.1135581676589412			
author_malignant	TACSTD2_Q4_vs_Q1_gene_detection	MPDZ	6196.0	6917.0									0.0004629596938648554	5.067785668173015	3.802226398727772	1.3506153334979567			
author_malignant	TACSTD2_Q4_vs_Q1_gene_detection	OCLN	6196.0	6917.0									2.5453155226076278e-266	46.013557133634606	17.98467543732832	3.886811673611812			
author_malignant	TACSTD2_Q4_vs_Q1_gene_detection	PARD3	6196.0	6917.0									3.3280446217516963e-94	23.25693996126533	10.033251409570623	2.717401370315488			
author_malignant	TACSTD2_Q4_vs_Q1_gene_detection	PARD6A	6196.0	6917.0									1.880219542500689e-47	16.510652033570043	8.255023854272084	2.197845271639792			
author_malignant	TACSTD2_Q4_vs_Q1_gene_detection	PARD6B	6196.0	6917.0									9.61466995787384e-114	29.841833440929634	13.676449327743242	2.6847460108329675			
author_malignant	TACSTD2_Q4_vs_Q1_gene_detection	TJP1	6196.0	6917.0									1.4573638671071788e-255	47.09489993544222	19.329188954749167	3.7151737541772327			
author_malignant	TACSTD2_Q4_vs_Q1_gene_detection	TJP2	6196.0	6917.0									9.269333915633601e-91	31.859264041316983	16.81364753505855	2.3132313114004237			
author_malignant	TACSTD2_Q4_vs_Q1_gene_detection	TJP3	6196.0	6917.0									5.947608710771865e-167	28.42156229825694	9.859765794419546	3.630093530864524			
author_malignant	cell_spearman_TACSTD2_vs_score	TJ_core											0.0				24784.0	0.3449990943556946	spearmanr_asymptotic
author_malignant	cell_spearman_TACSTD2_vs_score	TJ_core_no_CLDN4											0.0				24784.0	0.2989932592633322	spearmanr_asymptotic
