cohort,feature,class,spearman_rho,spearman_p,n,partial_rho_ESTIMATE,partial_p_ESTIMATE,partial_n_ESTIMATE,spearman_q,partial_q_ESTIMATE
GSE248378_durvalumab_NSCLC_posttreatment,gene_CD8A,immune,-0.7059,1.885111591438741e-05,29,-0.5783043448130659,0.001266688498171013,29,3.393200864589734e-05,0.0022800392967078234
GSE248378_durvalumab_NSCLC_posttreatment,gene_GZMA,immune,-0.8034,1.544282905016378e-07,29,-0.7140782371730744,1.978198820759966e-05,29,9.265697430098267e-07,8.901894693419846e-05
GSE248378_durvalumab_NSCLC_posttreatment,gene_GZMB,immune,-0.7793,6.320554213194592e-07,29,-0.7289829268653532,1.0839220234232178e-05,29,2.8442493959375667e-06,8.901894693419846e-05
GSE248378_durvalumab_NSCLC_posttreatment,gene_PRF1,immune,-0.7118,1.490664177970978e-05,29,-0.5852597592230979,0.0010696767030975171,29,2.9813283559419564e-05,0.0022800392967078234
GSE248378_durvalumab_NSCLC_posttreatment,gene_PDCD1,immune,-0.669,7.2647804600337e-05,29,-0.4893342794560592,0.00822377946684699,29,0.0001089717069005055,0.01138677156948045
GSE248378_durvalumab_NSCLC_posttreatment,gene_CTLA4,immune,-0.7458,3.426766904364518e-06,29,-0.6177833706863882,0.00046028018885570964,29,1.0280300713093554e-05,0.0013808405665671289
GSE248378_durvalumab_NSCLC_posttreatment,gene_LAG3,immune,-0.6281,0.000264397888087407,29,-0.5164558760783046,0.004898436847767528,29,0.00031727746570488837,0.007347655271651292
GSE248378_durvalumab_NSCLC_posttreatment,gene_HAVCR2,immune,-0.5094,0.0047699359859378005,29,-0.2410086703360591,0.21665758240618394,29,0.0047699359859378005,0.21665758240618394
GSE248378_durvalumab_NSCLC_posttreatment,gene_TIGIT,immune,-0.7241,8.969448184592612e-06,29,-0.5806153853992624,0.0011979994808781853,29,2.0181258415333378e-05,0.0022800392967078234
GSE248378_durvalumab_NSCLC_posttreatment,gene_CD274,immune,-0.5734,0.0011474003586789188,29,-0.4091102760248318,0.03063926822023831,29,0.0012908254035137838,0.0344691767477681
GSE248378_durvalumab_NSCLC_posttreatment,gene_GZMK,immune,-0.6921,3.191472826867755e-05,29,-0.523340447325719,0.004265872537664161,29,5.222410080329053e-05,0.0069805186979959
GSE248378_durvalumab_NSCLC_posttreatment,gene_CXCL9,immune,-0.6281,0.000264397888087407,29,-0.4704406281900963,0.01152445509831159,29,0.00031727746570488837,0.014817156554972042
GSE248378_durvalumab_NSCLC_posttreatment,TJ_CLDN1,TJ,0.4877,0.007283901628492421,29,0.4571209032253297,0.01446252115938572,29,,
GSE248378_durvalumab_NSCLC_posttreatment,TJ_CLDN4,TJ,0.7655,1.3107275570875238e-06,29,0.7292952728972357,1.0699001836344684e-05,29,,
GSE248378_durvalumab_NSCLC_posttreatment,TJ_CLDN7,TJ,0.6547,0.00011659109639127785,29,0.49675990320724356,0.007165329920094385,29,,
GSE248378_durvalumab_NSCLC_posttreatment,TJ_F11R,TJ,0.6365,0.000206003690624101,29,0.42962774406468685,0.02250832975824343,29,,
GSE248378_durvalumab_NSCLC_posttreatment,TJ_PARD3,TJ,0.2153,0.26208027903011805,29,-0.18779731334903843,0.3385799305351902,29,,
