feature	feature_kind	score	score_kind	n	rho	p	fdr
TACSTD2	protein	xCell_T_cell_CD8+	phenotype_immune	108	-0.07950341046898066	0.4134112267807988	0.6028913723886649
CLDN4	protein	CIBERSORT_T_cell_follicular_helper	phenotype_immune	78	0.09147393693254322	0.42573880526961244	0.6049607432462247
CLDN4	protein	CIBERSORT_T_cell_gamma_delta	phenotype_immune	78	0.09135303520779252	0.4263532857163869	0.6049607432462247
TACSTD2	protein	CIBERSORT_Macrophage_M1	phenotype_immune	108	-0.07517618674506336	0.4393696283696448	0.6151174797175027
TACSTD2	protein	ESTIMATE_ImmuneScore	phenotype_immune	108	-0.07111758933760134	0.46453335458088507	0.6417895030393806
TACSTD2	protein	CIBERSORT_Macrophage_M0	phenotype_immune	108	-0.06543841725736463	0.5010335269256233	0.6832275367167591
TACSTD2	protein	HALLMARK_COMPLEMENT	phenotype_immune	108	-0.0584278868596797	0.5480741979618944	0.7281176901973447
TACSTD2	protein	CIBERSORT_T_cell_follicular_helper	phenotype_immune	108	-0.05559225147933045	0.5676938064388772	0.7281176901973447
CLDN4	protein	CIBERSORT_Macrophage_M2	phenotype_immune	78	-0.06465686212521654	0.5738411049995331	0.7281176901973447
CLDN4	protein	xCell_T_cell_regulatory_(Tregs)	phenotype_immune	78	-0.06457277145135443	0.5743404915539682	0.7281176901973447
TACSTD2	protein	CIBERSORT_T_cell_CD8+	phenotype_immune	108	-0.05462205889023202	0.5744817799829671	0.7281176901973447
CLDN4	protein	CIBERSORT_B_cell_naive	phenotype_immune	78	-0.06436761413160802	0.5755596979655202	0.7281176901973447
CLDN4	protein	CIBERSORT_T_cell_regulatory_(Tregs)	phenotype_immune	78	-0.06019130808972219	0.6006349683773372	0.736116569944684
CLDN4	protein	CIBERSORT_Neutrophil	phenotype_immune	78	0.06009116461094463	0.6012421448166094	0.736116569944684
CLDN4	protein	CIBERSORT_Myeloid_dendritic_cell_activated	phenotype_immune	78	0.05931552097132044	0.6059540897200157	0.736116569944684
TACSTD2	protein	HALLMARK_INFLAMMATORY_RESPONSE	phenotype_immune	108	-0.048767707946306936	0.6162233652875663	0.736116569944684
TACSTD2	protein	CIBERSORT_Mast_cell_activated	phenotype_immune	108	-0.04866934386544916	0.6169357919536399	0.736116569944684
TACSTD2	protein	CIBERSORT_NK_cell_activated	phenotype_immune	108	-0.04454931950701955	0.6470887260706165	0.7634192835664577
CLDN4	protein	CIBERSORT_Mast_cell_activated	phenotype_immune	78	0.05107318840934268	0.6569893097924918	0.7664875280912404
TACSTD2	protein	CIBERSORT_T_cell_CD4+_memory_activated	phenotype_immune	108	-0.040416666533109775	0.6779189098323503	0.782214126729635
CLDN4	protein	CIBERSORT_Eosinophil	phenotype_immune	78	-0.04563089645780762	0.6915876537240746	0.7893119960981287
CLDN4	protein	CIBERSORT_B_cell_memory	phenotype_immune	78	-0.04287673058022553	0.709345875345136	0.7942066457811576
CLDN4	protein	CIBERSORT_Monocyte	phenotype_immune	78	-0.04262081143615156	0.7110040447945603	0.7942066457811576
TACSTD2	protein	CIBERSORT_B_cell_plasma	phenotype_immune	108	0.03473472615202874	0.7211807193198616	0.7970944792482682
TACSTD2	protein	CIBERSORT_T_cell_CD4+_naive	phenotype_immune	108	-0.02015612082314384	0.8359691201076818	0.9105915951155172
CLDN4	protein	CIBERSORT_NK_cell_resting	phenotype_immune	78	-0.02247944115280933	0.8451171013706555	0.9105915951155172
TACSTD2	protein	HALLMARK_IL6_JAK_STAT3_SIGNALING	phenotype_immune	108	-0.018424838282507836	0.8498854887744828	0.9105915951155172
TACSTD2	protein	CIBERSORT_Mast_cell_resting	phenotype_immune	108	0.01569282132659919	0.8719383885334636	0.9205742466663359
TACSTD2	protein	PROGENy_TNFa	phenotype_immune	108	0.015099983804433774	0.8767373777774627	0.9205742466663359
CLDN4	protein	CIBERSORT_NK_cell_activated	phenotype_immune	78	0.009205131890681449	0.936247880315877	0.960300438460867
TACSTD2	protein	CIBERSORT_Eosinophil	phenotype_immune	108	-0.0068360836409966175	0.944021092476158	0.960300438460867
TACSTD2	protein	CIBERSORT_Monocyte	phenotype_immune	108	0.006418003902701671	0.947439593338248	0.960300438460867
TACSTD2	protein	PROGENy_NFkB	phenotype_immune	108	0.005963779092476683	0.9511547199993349	0.960300438460867
CLDN4	protein	CIBERSORT_Mast_cell_resting	phenotype_immune	78	-0.0006085687031278023	0.9957808406426473	0.9957808406426473
CLDN4	protein	CIBERSORT_T_cell_CD4+_naive	phenotype_immune	78			
