compartment	n_cells	frac	Tacstd2_mean	Tacstd2_pct	Cldn4_mean	Cldn4_pct	gse	gsm	sample	arm	icb	leftover
epithelial	238	0.025591397849462367	0.10314689576625824	11.76470588235294	0.025002699345350266	2.941176470588235	GSE268525	GSM8293872	CKO_RI	Sfrp2cKO_RT_ICI	icb_combo	False
tnk	1335	0.1435483870967742	0.00415369076654315	0.599250936329588	0.0	0.0	GSE268525	GSM8293872	CKO_RI	Sfrp2cKO_RT_ICI	icb_combo	False
immune	0	0.0					GSE268525	GSM8293872	CKO_RI	Sfrp2cKO_RT_ICI	icb_combo	False
other	7727	0.8308602150537634	0.010248454287648201	1.4106380225184418	8.970456838142127e-05	0.012941633234114146	GSE268525	GSM8293872	CKO_RI	Sfrp2cKO_RT_ICI	icb_combo	False
epithelial	45	0.0067284688995215315	0.0	0.0	0.0	0.0	GSE303943	GSM9139390	CMT167R_CON	solvent	no	False
tnk	172	0.025717703349282296	0.012089776806533337	1.744186046511628	0.0	0.0	GSE303943	GSM9139390	CMT167R_CON	solvent	no	False
immune	0	0.0					GSE303943	GSM9139390	CMT167R_CON	solvent	no	False
other	6471	0.9675538277511961	0.007892269641160965	1.0508422191315097	0.000705354381352663	0.09272137227630968	GSE303943	GSM9139390	CMT167R_CON	solvent	no	False
epithelial	94	0.012605605471369184	0.02643517777323723	3.1914893617021276	0.0	0.0	GSE303943	GSM9139391	CMT167R_PKCi	PKCi	no	False
tnk	280	0.03754861204237629	0.004951051436364651	0.35714285714285715	0.0024755257181823254	0.35714285714285715	GSE303943	GSM9139391	CMT167R_PKCi	PKCi	no	False
immune	0	0.0					GSE303943	GSM9139391	CMT167R_PKCi	PKCi	no	False
other	7083	0.9498457824862545	0.0034177659545093775	0.4517859663984188	0.002756727859377861	0.33883947479881404	GSE303943	GSM9139391	CMT167R_PKCi	PKCi	no	False
epithelial	327	0.053836022390516956	0.020317399874329567	2.4464831804281344	0.013958251103758812	1.529051987767584	GSE133604	GSM3912860	KP_Ctrl_IgG	control	control	True
tnk	2861	0.47102403687849853	0.013306877575814724	1.7476406850751487	0.0	0.0	GSE133604	GSM3912860	KP_Ctrl_IgG	control	control	True
immune	0	0.0					GSE133604	GSM3912860	KP_Ctrl_IgG	control	control	True
other	2886	0.47513994073098453	0.04093033820390701	5.197505197505198	0.0	0.0	GSE133604	GSM3912860	KP_Ctrl_IgG	control	control	True
epithelial	351	0.05252132275923986	0.018928175792098045	2.2792022792022792	0.00394955649971962	0.5698005698005698	GSE133604	GSM3912861	KP_Ctrl_aPD1	aPD1	icb	True
tnk	3484	0.5213227592398624	0.015105359256267548	1.894374282433984	0.0	0.0	GSE133604	GSM3912861	KP_Ctrl_aPD1	aPD1	icb	True
immune	0	0.0					GSE133604	GSM3912861	KP_Ctrl_aPD1	aPD1	icb	True
other	2848	0.4261559180008978	0.03583579137921333	4.810393258426966	0.0	0.0	GSE133604	GSM3912861	KP_Ctrl_aPD1	aPD1	icb	True
epithelial	404	0.0635020433825841	0.024572286754846573	2.9702970297029703	0.005147132556885481	0.49504950495049505	GSE133604	GSM3912862	KP_Asf1aKO_IgG	Asf1aKO	control	True
tnk	1844	0.2898459603898145	0.013220137916505337	1.843817787418655	0.0	0.0	GSE133604	GSM3912862	KP_Asf1aKO_IgG	Asf1aKO	control	True
immune	0	0.0					GSE133604	GSM3912862	KP_Asf1aKO_IgG	Asf1aKO	control	True
other	4114	0.6466519962276014	0.03709889203310013	4.958677685950414	0.0	0.0	GSE133604	GSM3912862	KP_Asf1aKO_IgG	Asf1aKO	control	True
epithelial	361	0.059238595339678374	0.013440527021884918	1.9390581717451523	0.010218502953648567	0.8310249307479225	GSE133604	GSM3912863	KP_Asf1aKO_aPD1	Asf1aKO_aPD1	icb	True
tnk	2778	0.45585822120118147	0.017343593761324883	2.375809935205184	0.0002495130174793303	0.03599712023038157	GSE133604	GSM3912863	KP_Asf1aKO_aPD1	Asf1aKO_aPD1	icb	True
immune	0	0.0					GSE133604	GSM3912863	KP_Asf1aKO_aPD1	Asf1aKO_aPD1	icb	True
other	2955	0.48490318345914013	0.0389251671731472	5.21150592216582	0.0	0.0	GSE133604	GSM3912863	KP_Asf1aKO_aPD1	Asf1aKO_aPD1	icb	True
epithelial	1063	0.2947864669994454	0.0028181865345686674	0.18814675446848542	0.12401840090751648	15.145813734713077	GSE129297	GSM3704194	SCLC_Ctrl	control	control	True
tnk	1289	0.3574597892401553	0.0026887012645602226	0.3878975950349108	0.0005377402412705123	0.07757951900698215	GSE129297	GSM3704194	SCLC_Ctrl	control	control	True
immune	0	0.0					GSE129297	GSM3704194	SCLC_Ctrl	control	control	True
other	1254	0.34775374376039936	0.016958173364400864	1.9936204146730463	0.0011054979404434562	0.1594896331738437	GSE129297	GSM3704194	SCLC_Ctrl	control	control	True
epithelial	868	0.3091168091168091	0.0036613524425774813	0.4608294930875576	0.1057734340429306	12.557603686635947	GSE129297	GSM3704195	SCLC_aPD1	aPD1	icb	True
tnk	956	0.34045584045584043	0.0029001974035054445	0.41841004184100417	0.0007250493508763611	0.10460251046025104	GSE129297	GSM3704195	SCLC_aPD1	aPD1	icb	True
immune	0	0.0					GSE129297	GSM3704195	SCLC_aPD1	aPD1	icb	True
other	984	0.3504273504273504	0.02360488474369049	2.9471544715447155	0.0007044178782962263	0.10162601626016261	GSE129297	GSM3704195	SCLC_aPD1	aPD1	icb	True
epithelial	1001	0.23198146002317496	0.014250245876610279	1.4985014985014986	0.11885898560285568	13.886113886113884	GSE129297	GSM3704196	SCLC_YKL	YKL	no	True
tnk	1210	0.28041714947856317	0.02115233801305294	2.809917355371901	0.0017185467295348644	0.24793388429752067	GSE129297	GSM3704196	SCLC_YKL	YKL	no	True
immune	0	0.0					GSE129297	GSM3704196	SCLC_YKL	YKL	no	True
other	2104	0.4876013904982619	0.06787268817424774	8.555133079847907	0.0009883277816697955	0.14258555133079848	GSE129297	GSM3704196	SCLC_YKL	YKL	no	True
epithelial	918	0.21945971790580923	0.012650984339416027	1.6339869281045754	0.11300642788410187	13.616557734204793	GSE129297	GSM3704197	SCLC_combo	YKL_aPD1	icb_combo	True
tnk	1652	0.39493186708104233	0.006713289767503738	0.9079903147699757	0.0	0.0	GSE129297	GSM3704197	SCLC_combo	YKL_aPD1	icb_combo	True
immune	0	0.0					GSE129297	GSM3704197	SCLC_combo	YKL_aPD1	icb_combo	True
other	1613	0.38560841501314846	0.0238539669662714	3.1618102913825172	0.0	0.0	GSE129297	GSM3704197	SCLC_combo	YKL_aPD1	icb_combo	True
epithelial	0	0.0					GSE232730	GSM7372335	KPL_CD45_Ctrl	control	control	True
tnk	2254	0.21689761354888376	0.06926761567592621	7.852706299911269	0.0	0.0	GSE232730	GSM7372335	KPL_CD45_Ctrl	control	control	True
immune	8138	0.7831023864511163	0.09971720725297928	12.374047677562054	0.00017034828488249332	0.02457606291472106	GSE232730	GSM7372335	KPL_CD45_Ctrl	control	control	True
other	0	0.0					GSE232730	GSM7372335	KPL_CD45_Ctrl	control	control	True
epithelial	0	0.0					GSE232730	GSM7372336	KPL_CD45_aPD1	aPD1	icb	True
tnk	2551	0.28474160062506976	0.05983029678463936	7.252058016464131	0.0	0.0	GSE232730	GSM7372336	KPL_CD45_aPD1	aPD1	icb	True
immune	6408	0.7152583993749302	0.0870327427983284	10.908239700374532	0.0	0.0	GSE232730	GSM7372336	KPL_CD45_aPD1	aPD1	icb	True
other	0	0.0					GSE232730	GSM7372336	KPL_CD45_aPD1	aPD1	icb	True
epithelial	0	0.0					GSE222158	GSM6915764	CD45_Ctl	control	control	True
tnk	1305	0.21506262359920897	0.0784980058670044	8.659003831417625	0.0	0.0	GSE222158	GSM6915764	CD45_Ctl	control	control	True
immune	4763	0.7849373764007911	0.10992630571126938	13.415914339701867	0.001370555954053998	0.10497585555322277	GSE222158	GSM6915764	CD45_Ctl	control	control	True
other	0	0.0					GSE222158	GSM6915764	CD45_Ctl	control	control	True
epithelial	0	0.0					GSE222158	GSM6915765	CD45_PD1	aPD1	icb	True
tnk	1319	0.28262266980929934	0.06448923051357269	7.58150113722517	0.0	0.0	GSE222158	GSM6915765	CD45_PD1	aPD1	icb	True
immune	3348	0.7173773301907007	0.08155215531587601	10.454002389486261	0.0006210996070876718	0.05973715651135006	GSE222158	GSM6915765	CD45_PD1	aPD1	icb	True
other	0	0.0					GSE222158	GSM6915765	CD45_PD1	aPD1	icb	True
