gene	logFC	AveExpr	t	P.Value	method	contrast	adj.P.Val
C11orf52	-1.2637116381638163	0.039201895734597154	-4.634163484573387	6.24878034254636e-06	limma	Tumor-NAT	1.4936941515824083e-05
LRRFIP1	-0.8725482763276327	0.2681848341232227	-4.633734788456821	6.260546472683934e-06	limma	Tumor-NAT	1.4961175930951127e-05
ANXA6	-0.8678965526552654	0.1763777251184834	-4.631747449390644	6.3153710599884805e-06	limma	Tumor-NAT	1.5088270187770762e-05
UNG	1.0409639153915393	-0.3720985781990521	4.62938670883256	6.381097922337696e-06	limma	Tumor-NAT	1.524133861855659e-05
RBBP7	0.8090744734473445	-0.09045118483412322	4.628251507391428	6.412937974249205e-06	limma	Tumor-NAT	1.53134094365613e-05
GTF2F2	0.7811598649864987	0.01510805687203786	4.626398211922602	6.4652482871349636e-06	limma	Tumor-NAT	1.5434310910924012e-05
SDHAF2	1.4246986948694875	-0.9791056872037914	4.625321075304689	6.495839728224721e-06	limma	Tumor-NAT	1.550177658118497e-05
GTF2H2C_2	0.80682400540054	0.0018924170616113586	4.6252844591135025	6.496882101047166e-06	limma	Tumor-NAT	1.550177658118497e-05
CYTH1	-0.8404504140414042	0.20589999999999997	-4.625116163833487	6.501675126281421e-06	limma	Tumor-NAT	1.550918663006814e-05
LTF	-1.8962313951395136	-0.7087507109004739	-4.624968117871914	6.505894270309316e-06	limma	Tumor-NAT	1.5514350863680202e-05
TMX2	0.9227415301530155	-0.08722417061611375	4.624921757361266	6.507216035196081e-06	limma	Tumor-NAT	1.5514350863680202e-05
GPATCH1	0.849677785778578	-0.10407962085308056	4.624402181701211	6.522047145939213e-06	limma	Tumor-NAT	1.5545678246454176e-05
POLDIP2	0.8811114761476146	-0.09505971563981043	4.624137402590176	6.529617697439371e-06	limma	Tumor-NAT	1.5557881121605512e-05
FSIP2	-1.0028871287128711	-0.1576450236966824	-4.624104738619112	6.530552210548805e-06	limma	Tumor-NAT	1.5557881121605512e-05
PRPSAP2	-0.801051620162016	0.202809952606635	-4.623927096558495	6.535636789455914e-06	limma	Tumor-NAT	1.5565959505542708e-05
GZF1	1.0225539333933396	-0.47298530805687206	4.623801789001508	6.539225712292616e-06	limma	Tumor-NAT	1.5567617573730418e-05
RAB34	0.9033242934293427	-0.09082511848341238	4.623784517363846	6.539720536630741e-06	limma	Tumor-NAT	1.5567617573730418e-05
CHRNE	1.0273465796579657	-0.03498578199052135	4.622203980093871	6.585155209326698e-06	limma	Tumor-NAT	1.5671714533641036e-05
SEC23B	0.8481013321332134	-0.05065592417061612	4.621065081522878	6.618082740400713e-06	limma	Tumor-NAT	1.574600012089644e-05
ATF7IP	0.7892310351035103	0.005323696682464457	4.6209362910637894	6.621816263129552e-06	limma	Tumor-NAT	1.5750805712842575e-05
HMGXB4	0.9433464986498645	-0.1604763033175356	4.62066666257923	6.629639128888999e-06	limma	Tumor-NAT	1.5765333307533966e-05
ODF2L	-1.007556327632763	-0.1244445497630332	-4.619864211090596	6.65297376923859e-06	limma	Tumor-NAT	1.5816730965616112e-05
C7orf50	0.984881764176418	-0.17598720379146923	4.619029806293993	6.6773214914338364e-06	limma	Tumor-NAT	1.5866851524965215e-05
COL5A3	-1.034515508550855	0.039246445497630324	-4.6190234047945715	6.677508616969367e-06	limma	Tumor-NAT	1.5866851524965215e-05
CAMP	-2.1265765526552656	-0.8937061611374406	-4.618515394528727	6.692374646334616e-06	limma	Tumor-NAT	1.5898065488359126e-05
RPL31	0.9162283798379842	0.07027440758293842	4.618193398003303	6.7018138133169605e-06	limma	Tumor-NAT	1.5916374872918912e-05
COPE	0.79337199819982	0.03071516587677728	4.617501661952034	6.722135100067243e-06	limma	Tumor-NAT	1.5960512452781716e-05
CFHR5	-1.3691106750675064	0.08078720379146928	-4.615963832596305	6.767525150472389e-06	limma	Tumor-NAT	1.6064133176134228e-05
MFF	0.9056244914491451	-0.1299561611374408	4.6149436723520285	6.7977985938013286e-06	limma	Tumor-NAT	1.6131827233572944e-05
ABCF3	0.7924634113411342	-0.05845355450236967	4.612874315283769	6.859608341548876e-06	limma	Tumor-NAT	1.6274305696225017e-05
IFT57	-1.0464124122412244	0.03421753554502371	-4.612466333817318	6.871858087286971e-06	limma	Tumor-NAT	1.6299160691678592e-05
LAMTOR1	-0.8412286948694871	0.2880843601895735	-4.608923815873295	6.979112594573816e-06	limma	Tumor-NAT	1.6549283760765726e-05
ADAT2	0.938755382538254	-0.11964502369668246	4.6088577343639985	6.981128540307465e-06	limma	Tumor-NAT	1.6549794277525384e-05
ILF2	0.7496544644464449	-0.01618388625592417	4.608726703305862	6.985127557949824e-06	limma	Tumor-NAT	1.6555004483011042e-05
PARD3	-0.8617960756075607	0.08449668246445498	-4.608029364700444	7.0064472103124725e-06	limma	Tumor-NAT	1.6601251948951257e-05
RASSF2	-0.8426234833483348	0.1878601895734597	-4.607563303109557	7.020730984780216e-06	limma	Tumor-NAT	1.66308088868853e-05
MAX	0.8248010081008099	-0.1360990521327014	4.606506072795724	7.053236845635272e-06	limma	Tumor-NAT	1.6703504212376653e-05
ZNF789	0.9187207740774076	-0.22727772511848338	4.606300666975991	7.059569098419355e-06	limma	Tumor-NAT	1.671419360730868e-05
NPLOC4	0.7627599819982003	0.040136492890995266	4.604983505764842	7.100304880828383e-06	limma	Tumor-NAT	1.680631011066023e-05
VPS11	-0.7534849324932492	0.19190379146919428	-4.604592773443556	7.112432517956706e-06	limma	Tumor-NAT	1.6830681584073144e-05
HDHD5	0.9437083528352838	-0.2546658767772512	4.603960295027361	7.132105820120626e-06	limma	Tumor-NAT	1.6872891787060146e-05
CENPB	0.8498404860486047	-0.10186113744075832	4.602344705388607	7.182597104700912e-06	limma	Tumor-NAT	1.6987969631833784e-05
VPS52	-0.7528016921692169	0.18612037914691945	-4.60129307486669	7.2156480196142994e-06	limma	Tumor-NAT	1.7061749665108058e-05
ERI1	0.8702624842484248	-0.04270568720379147	4.599712914154198	7.265585252942892e-06	limma	Tumor-NAT	1.717540999480404e-05
FIBP	-0.7812408280828083	0.2582170616113744	-4.598638555419217	7.299727711573972e-06	limma	Tumor-NAT	1.725168356828912e-05
VPS39	-0.7728838253825385	0.23661042654028436	-4.597453824283487	7.33755686956075e-06	limma	Tumor-NAT	1.733662858306757e-05
BLNK	0.95416	-0.015670616113744075	4.596782110039869	7.359088888638926e-06	limma	Tumor-NAT	1.7383034175142733e-05
VILL	-1.5774826552655272	-0.5735407582938389	-4.59585086155469	7.389041041742477e-06	limma	Tumor-NAT	1.744930015792783e-05
FAM76B	0.8687691809180917	-0.0740327014218009	4.594863107280418	7.420938902784657e-06	limma	Tumor-NAT	1.7515823332122885e-05
RPL22	0.8158126462646265	-0.009493838862559273	4.59486052982885	7.421022310443533e-06	limma	Tumor-NAT	1.7515823332122885e-05
CYP20A1	-0.8747213051305129	0.1921445497630332	-4.594410092938091	7.435612552734169e-06	limma	Tumor-NAT	1.7545754806721373e-05
POLQ	-1.0622422142214216	0.0891348341232228	-4.593022314177266	7.480738391091705e-06	limma	Tumor-NAT	1.7647707020668342e-05
ATP1B1	1.1331221512151215	-0.22422132701421799	4.59247134721052	7.498726994236665e-06	limma	Tumor-NAT	1.768560426072086e-05
AGAP1	-0.8236619081908193	0.15594834123222748	-4.588312547099739	7.63585847959649e-06	limma	Tumor-NAT	1.8004406179058834e-05
AAGAB	0.8261042664266425	-0.053148341232227427	4.588165395117393	7.640754604315477e-06	limma	Tumor-NAT	1.8006942696220822e-05
ATL2	1.0396986903690375	-0.19974431279620855	4.588162449926664	7.6408526292309e-06	limma	Tumor-NAT	1.8006942696220822e-05
CCL21	-1.3570123762376238	0.006315165876777233	-4.588077420551066	7.6436831879399e-06	limma	Tumor-NAT	1.800899568837622e-05
C19orf53	-1.1637142304230423	0.19286492890995258	-4.586860573322917	7.684301820687586e-06	limma	Tumor-NAT	1.8100055877483243e-05
EIF4G3	0.7790800810081008	0.04225450236966829	4.585923997388477	7.715706392097048e-06	limma	Tumor-NAT	1.8169371624331018e-05
ZNF714	1.2577004950495054	-0.537027251184834	4.58573607121178	7.722022661901483e-06	limma	Tumor-NAT	1.8179587675598496e-05
COMMD8	-0.7780808280828083	0.1609644549763033	-4.5841287949521705	7.776247577387514e-06	limma	Tumor-NAT	1.8302558638609125e-05
PTTG1IP	1.0968333393339333	-0.06052085308056872	4.583865619402566	7.785161226450253e-06	limma	Tumor-NAT	1.8318847115285274e-05
LSM12	0.7939707110711074	-0.11630142180094787	4.5833311458364685	7.8032939144455e-06	limma	Tumor-NAT	1.835681452973345e-05
C16orf70	-0.7835088028802878	0.18110995260663507	-4.582628647231549	7.827188917435931e-06	limma	Tumor-NAT	1.8408314570151903e-05
PPA1	0.8457479297929793	0.014958767772511856	4.582185552026971	7.842296706835883e-06	limma	Tumor-NAT	1.8439127406633052e-05
NELFE	0.76901901890189	-0.09503317535545024	4.581771044829529	7.856455171988758e-06	limma	Tumor-NAT	1.8467692963107077e-05
SSB	0.7757674977497748	0.052814691943127975	4.5810565656145545	7.88091767252118e-06	limma	Tumor-NAT	1.852045879011561e-05
SMAD4	-0.8112582268226824	0.2192919431279621	-4.580647880447991	7.894943279529325e-06	limma	Tumor-NAT	1.8548676810366573e-05
DOP1B	0.900222871287129	-0.06040236966824645	4.580377745427293	7.904227192646661e-06	limma	Tumor-NAT	1.856574294086774e-05
BCAS3	-0.7472510531053105	0.17145071090047392	-4.579490166620781	7.934805273134262e-06	limma	Tumor-NAT	1.8632804104593e-05
AES	-0.850109612961296	0.19049905213270144	-4.5777518463247775	7.995022608887363e-06	limma	Tumor-NAT	1.876941323072382e-05
PSMB6	-0.9813120162016202	0.14219573459715637	-4.576844865189181	8.026615848319844e-06	limma	Tumor-NAT	1.8838770751253238e-05
PSMG2	0.9049028262826284	-0.0748398104265403	4.575273997421879	8.081619069111494e-06	limma	Tumor-NAT	1.8963022942099502e-05
KRT9	-1.5702820162016202	-2.799250236966825	-4.5747132048501085	8.101342712119924e-06	limma	Tumor-NAT	1.9004451471948503e-05
KLHDC2	-0.9705585688568857	0.38383744075829385	-4.571758967818054	8.20601363905376e-06	limma	Tumor-NAT	1.9245080723792576e-05
HIP1R	0.8797372007200721	-0.1259127962085308	4.569882684278538	8.273166476215541e-06	limma	Tumor-NAT	1.9397620684412508e-05
POM121C	0.8051071287128713	-0.13096303317535543	4.568028766755264	8.340038195519052e-06	limma	Tumor-NAT	1.9549423885492376e-05
SNRPG	0.7807742934293429	0.04738625592417058	4.567912643437639	8.344244090150424e-06	limma	Tumor-NAT	1.9554295622787493e-05
HPGD	-2.263451278127814	-2.085671563981043	-4.567685647528211	8.352471599055726e-06	limma	Tumor-NAT	1.9568586914840983e-05
DCUN1D5	0.8998448874887495	-0.16487962085308053	4.565930424246946	8.416354143107472e-06	limma	Tumor-NAT	1.9713229084939036e-05
RPS6KC1	-0.7693886858685869	0.21179194312796204	-4.565752776709472	8.422845890371003e-06	limma	Tumor-NAT	1.97234080454522e-05
EPS8L2	-0.9548466336633663	0.08864928909952606	-4.5642631013385	8.4774728539945e-06	limma	Tumor-NAT	1.9846269231040104e-05
CUX2	-1.3302385688568852	0.28402654028436025	-4.5639263053240375	8.489870469932184e-06	limma	Tumor-NAT	1.987023159896784e-05
FERMT3	-0.9316006210621064	0.1838056872037914	-4.5625776005130065	8.53969199462305e-06	limma	Tumor-NAT	1.998174875829441e-05
CDC42BPB	-0.7970046354635466	0.23614549763033182	-4.561084022336246	8.595193524711426e-06	limma	Tumor-NAT	2.0106496229478932e-05
HSPB11	-1.017778136813681	0.2732819905213271	-4.55917182666231	8.666757837563533e-06	limma	Tumor-NAT	2.0268745874057616e-05
TIMM21	0.9789706120612058	-0.2588658767772511	4.558718742266417	8.683798457931325e-06	limma	Tumor-NAT	2.0303432110619894e-05
GPAM	-0.9273543654365435	0.13205402843601896	-4.557506789093114	8.729538959290463e-06	limma	Tumor-NAT	2.0405186310996604e-05
FLCN	-0.8014256345634563	0.1953862559241706	-4.557211612909088	8.74071430928146e-06	limma	Tumor-NAT	2.042611370877343e-05
TMEM141	1.1599423762376238	-0.46115308056872034	4.5569411245927345	8.75096706608138e-06	limma	Tumor-NAT	2.0444875013816462e-05
STAM	-0.7698512061206118	0.2507260663507109	-4.556414547971264	8.770959959400549e-06	limma	Tumor-NAT	2.0486376870864153e-05
RBMS2	-0.8267546624662465	0.1030696682464455	-4.555717269884165	8.797501641778622e-06	limma	Tumor-NAT	2.054314979410247e-05
MAST3	-0.9208789918991899	0.1022308056872038	-4.554963852718059	8.82626711491371e-06	limma	Tumor-NAT	2.0605085357676378e-05
GIMAP6	-1.018142790279028	0.15352654028436022	-4.553396108950392	8.886413985676585e-06	limma	Tumor-NAT	2.074023132106488e-05
FAM8A1	0.9840622232223222	0.006613270142180072	4.553295186720766	8.890299374139907e-06	limma	Tumor-NAT	2.0744031872993116e-05
SLC7A6OS	-0.9056726822682265	0.3402255924170617	-4.552423383045407	8.923930924483805e-06	limma	Tumor-NAT	2.0817220590591536e-05
SLC11A2	1.2348805310531055	-0.7288521327014218	4.5520520827415485	8.938291712041273e-06	limma	Tumor-NAT	2.084542987195416e-05
LDB1	-0.8503013591359136	0.17304265402843602	-4.551605120754234	8.955608366023797e-06	limma	Tumor-NAT	2.088051661393321e-05
MRPL16	0.8952047434743473	-0.10188578199052134	4.551327108848649	8.966395664768436e-06	limma	Tumor-NAT	2.0900365852114303e-05
RBBP5	0.7531820972097212	-0.03862701421800942	4.5472631506375665	9.125518024892505e-06	limma	Tumor-NAT	2.1265881381031192e-05
PRMT2	-0.8543032673267326	0.11340189573459715	-4.546758981357124	9.145446961361553e-06	limma	Tumor-NAT	2.1306920918092275e-05
STK16	0.8627993609360936	-0.09293601895734596	4.54567470413357	9.188448528027012e-06	limma	Tumor-NAT	2.140168028917797e-05
SLC25A3	0.9970958685868586	-0.2494364928909953	4.545352387696913	9.201268805823682e-06	limma	Tumor-NAT	2.142611137429072e-05
TUBG1	-0.7387898019801983	0.22386872037914693	-4.544034610645764	9.253863219664603e-06	limma	Tumor-NAT	2.1543124835850397e-05
CHD4	0.7463909540954097	-0.02760900473933652	4.543927031135517	9.258169622853823e-06	limma	Tumor-NAT	2.154769232809559e-05
C1orf167	-1.2257843699369944	-0.20505331753554495	-4.543408476570097	9.278954400942742e-06	limma	Tumor-NAT	2.1590599974446767e-05
C19orf33	-1.2743785508550851	-0.07324123222748817	-4.542042585147387	9.333917350972192e-06	limma	Tumor-NAT	2.171299275443822e-05
GIMAP2	-1.0960103105310528	0.024707345971563956	-4.5417510463170006	9.34568925866885e-06	limma	Tumor-NAT	2.1734876006180517e-05
PEF1	-0.8259287398739873	0.33118341232227494	-4.5413299032374415	9.362719618212319e-06	limma	Tumor-NAT	2.1768974452564994e-05
TGFB1	-0.845804662466247	0.16913838862559236	-4.540398437575468	9.400492727784504e-06	limma	Tumor-NAT	2.1851271790861753e-05
AP2M1	-0.7511926912691268	0.2413047393364929	-4.539431486823173	9.439859921956801e-06	limma	Tumor-NAT	2.1937231995627045e-05
NUP153	0.7614824932493249	-0.0601601895734597	4.5393385356479214	9.443652562099742e-06	limma	Tumor-NAT	2.1940498154261558e-05
ATL3	-0.8116878172817283	0.15554075829383882	-4.531248160555266	9.779436641058575e-06	limma	Tumor-NAT	2.271488556178149e-05
SLMAP	-0.8437221602160212	0.1701379146919431	-4.530722445423932	9.801648874257073e-06	limma	Tumor-NAT	2.2760726327260424e-05
HMGCLL1	-1.3860997929792975	-0.37343601895734607	-4.5305563763023775	9.808675618248137e-06	limma	Tumor-NAT	2.2771290125617235e-05
C15orf38-AP3S2	-0.8121540054005398	0.19392890995260662	-4.530029434764009	9.831003750089035e-06	limma	Tumor-NAT	2.2817362491683922e-05
ST6GAL1	1.1800420792079207	-0.37750426540284354	4.529309969175906	9.861568678579356e-06	limma	Tumor-NAT	2.2882524040601578e-05
CLK4	-0.9559401890189021	0.03817819905213266	-4.528442034433676	9.898562651294272e-06	limma	Tumor-NAT	2.2962566715811623e-05
PRKCA	-0.9118821512151216	0.17265971563981042	-4.525286740456917	1.0034178684646619e-05	limma	Tumor-NAT	2.3271293537872084e-05
RPL7L1	0.9304901710171016	-0.14375687203791462	4.524507152617474	1.0067960048273217e-05	limma	Tumor-NAT	2.3343748941392315e-05
RPS6KB2	0.848997803780378	-0.003923222748815182	4.524106568301469	1.0085360820660087e-05	limma	Tumor-NAT	2.3378197049857973e-05
PIBF1	-0.8621381818181819	0.1444440758293839	-4.52323361847848	1.0123380686057538e-05	limma	Tumor-NAT	2.346041146887414e-05
PIP4K2C	0.8622038253825381	-0.10614549763033174	4.521314198652349	1.020746317746674e-05	limma	Tumor-NAT	2.3649305284622336e-05
RRM2	1.2260578307830785	-0.6362853080568721	4.519580217222624	1.0283999452855571e-05	limma	Tumor-NAT	2.3820624740724687e-05
LDHD	-1.010760297029703	0.07793364928909954	-4.519193609225259	1.0301139048125031e-05	limma	Tumor-NAT	2.3854313174935036e-05
PRKAR1A	-0.7833629612961297	0.29877014218009473	-4.518289952534134	1.0341308318664758e-05	limma	Tumor-NAT	2.3941300946309268e-05
SGTA	0.7859146624662463	0.09553933649289098	4.517630672267997	1.0370709587005627e-05	limma	Tumor-NAT	2.400332203832e-05
MED19	0.8848602970297029	-0.2696687203791469	4.516221875999929	1.043380593986694e-05	limma	Tumor-NAT	2.414328056226512e-05
NRCAM	-1.0285943699369935	-0.1597528436018957	-4.514365392445936	1.0517517036067976e-05	limma	Tumor-NAT	2.433085806154059e-05
PSME4	0.8168681638163815	-0.11475545023696686	4.513796880945989	1.0543280823670147e-05	limma	Tumor-NAT	2.438432160300763e-05
ABHD11	1.0863352205220524	-0.5616056872037914	4.513128434987881	1.0573651070462161e-05	limma	Tumor-NAT	2.4444973168395236e-05
MAP3K6	-0.7934989378937892	0.1603701421800947	-4.513102641788234	1.0574824645581488e-05	limma	Tumor-NAT	2.4444973168395236e-05
LIMD2	0.9418707650765077	-0.08566445497630326	4.508727920723158	1.0775694481403055e-05	limma	Tumor-NAT	2.490304450052187e-05
ZPR1	0.790181512151215	-0.059042180094786775	4.5083614372809215	1.0792687493973235e-05	limma	Tumor-NAT	2.493018183289743e-05
SAV1	-0.8049566246624662	0.15814644549763035	-4.5083493569553434	1.0793248069928492e-05	limma	Tumor-NAT	2.493018183289743e-05
LRPAP1	0.8786707290729071	0.05456587677725121	4.508299232788758	1.0795574333035771e-05	limma	Tumor-NAT	2.493018183289743e-05
ANAPC16	-0.8175526462646271	0.2393867298578199	-4.508093545250567	1.0805125343054597e-05	limma	Tumor-NAT	2.4945970115050187e-05
MARK1	-1.2413552745274528	-0.06114312796208532	-4.507759743302449	1.0820642583347492e-05	limma	Tumor-NAT	2.4975521341925363e-05
TICRR	-1.397443429342934	-0.27604976303317547	-4.507613542504903	1.082744567297253e-05	limma	Tumor-NAT	2.4979948086876536e-05
LUC7L2	0.8026619621962194	0.09123649289099524	4.507601715105171	1.0827996211306292e-05	limma	Tumor-NAT	2.4979948086876536e-05
ATE1	-0.794367790279028	0.14038649289099525	-4.507396745956004	1.0837541331273835e-05	limma	Tumor-NAT	2.4995694448114885e-05
TLK1	0.8027131953195317	-0.17334075829383885	4.506711644765314	1.0869504262950512e-05	limma	Tumor-NAT	2.5063124355438575e-05
NCEH1	-1.1737016651665164	0.02856018957345966	-4.5058307169925556	1.0910736573962775e-05	limma	Tumor-NAT	2.5151888600775488e-05
GAPVD1	-0.7666183708370835	0.17457677725118484	-4.505310303674518	1.0935165426145763e-05	limma	Tumor-NAT	2.5201882003938243e-05
TMEM87A	0.891483501350135	-0.10447725118483411	4.5046062921308065	1.096829631285826e-05	limma	Tumor-NAT	2.5271900579463592e-05
WIF1	-3.1215421782178225	-2.7134620853080573	-4.504541651630009	1.0971343137207708e-05	limma	Tumor-NAT	2.5272585156410036e-05
TEAD1	-0.8785433393339332	0.146021327014218	-4.50366030935881	1.1012966400354271e-05	limma	Tumor-NAT	2.5362108290066678e-05
NDUFB3	0.9401621512151216	-0.03071658767772509	4.501776664924128	1.1102435109133666e-05	limma	Tumor-NAT	2.556174375953094e-05
UBE2D3	-0.7700872457245725	0.3004990521327014	-4.499326467679163	1.121985988674885e-05	limma	Tumor-NAT	2.5825627903608486e-05
AK2	0.9395350675067503	-0.045879146919431256	4.499238382896242	1.1224103472022721e-05	limma	Tumor-NAT	2.582892714355554e-05
POLR2E	0.7335811161116111	0.06621090047393367	4.498929982764715	1.123897316341035e-05	limma	Tumor-NAT	2.5856671425508017e-05
POF1B	1.5949866876687664	-0.9244943127962084	4.497804441814763	1.1293402624548549e-05	limma	Tumor-NAT	2.597539127182826e-05
RPAP1	-0.787260495049505	0.12673033175355453	-4.493851576489357	1.1486572098138085e-05	limma	Tumor-NAT	2.6413080849133635e-05
SYVN1	0.9315974437443743	-0.23017962085308055	4.493484263229632	1.1504682459477828e-05	limma	Tumor-NAT	2.6448108175352853e-05
ACVR1	0.9179732403240317	-0.19637535545023702	4.493067257102647	1.1525276194753497e-05	limma	Tumor-NAT	2.6488825582890572e-05
