contrast_id	accession	gene_ko	signature_gene	log2fc
GSE84986_MCF7_53BP1_clone1_untreated	GSE84986	TP53BP1	OAS2	0.8218162853637596
GSE84986_MCF7_53BP1_clone1_untreated	GSE84986	TP53BP1	OAS3	0.7750177611845075
GSE84986_MCF7_53BP1_clone1_untreated	GSE84986	TP53BP1	OASL	0.9299315810928304
GSE84986_MCF7_53BP1_clone1_untreated	GSE84986	TP53BP1	RSAD2	0.4412362012699691
GSE84986_MCF7_53BP1_clone1_untreated	GSE84986	TP53BP1	IFI6	1.73413455995189
GSE84986_MCF7_53BP1_clone1_untreated	GSE84986	TP53BP1	IFI27	0.4968393702126451
GSE84986_MCF7_53BP1_clone1_untreated	GSE84986	TP53BP1	BST2	0.6467951929771332
GSE84986_MCF7_53BP1_clone1_untreated	GSE84986	TP53BP1	USP18	0.33361732731007177
GSE84986_MCF7_53BP1_clone1_untreated	GSE84986	TP53BP1	IRF7	-0.006418321649548364
GSE84986_MCF7_53BP1_clone1_untreated	GSE84986	TP53BP1	STAT1	0.169610548999227
GSE84986_MCF7_53BP1_clone1_untreated	GSE84986	TP53BP1	STAT2	0.10721734607746747
GSE84986_MCF7_53BP1_clone1_untreated	GSE84986	TP53BP1	IFIH1	0.24758453036405026
GSE84986_MCF7_53BP1_clone1_untreated	GSE84986	TP53BP1	HERC5	0.6338472428874005
GSE84986_MCF7_53BP1_clone1_untreated	GSE84986	TP53BP1	CMPK2	0.4503196829359638
GSE84986_MCF7_53BP1_clone1_untreated	GSE84986	TP53BP1	IFITM1	1.0050689440673926
GSE84986_MCF7_53BP1_clone1_untreated	GSE84986	TP53BP1	EIF2AK2	0.33806740503007227
GSE84986_MCF7_53BP1_clone1_untreated	GSE84986	TP53BP1	ISG20	0.4035320502756212
GSE84986_MCF7_53BP1_clone2_untreated	GSE84986	TP53BP1	ISG15	0.8211937681873267
GSE84986_MCF7_53BP1_clone2_untreated	GSE84986	TP53BP1	IFIT1	1.6555880155852214
GSE84986_MCF7_53BP1_clone2_untreated	GSE84986	TP53BP1	IFIT2	1.2657069552551306
GSE84986_MCF7_53BP1_clone2_untreated	GSE84986	TP53BP1	IFIT3	0.8449127031817775
GSE84986_MCF7_53BP1_clone2_untreated	GSE84986	TP53BP1	MX1	1.6047101492826517
GSE84986_MCF7_53BP1_clone2_untreated	GSE84986	TP53BP1	OAS1	0.9631133933244285
GSE84986_MCF7_53BP1_clone2_untreated	GSE84986	TP53BP1	OAS2	0.5663921754033074
GSE84986_MCF7_53BP1_clone2_untreated	GSE84986	TP53BP1	OAS3	0.4981645331901401
GSE84986_MCF7_53BP1_clone2_untreated	GSE84986	TP53BP1	OASL	0.8182009890471462
GSE84986_MCF7_53BP1_clone2_untreated	GSE84986	TP53BP1	IFI6	1.967576970538438
GSE84986_MCF7_53BP1_clone2_untreated	GSE84986	TP53BP1	IFI27	0.4812684919699396
GSE84986_MCF7_53BP1_clone2_untreated	GSE84986	TP53BP1	BST2	0.5826036568666315
GSE84986_MCF7_53BP1_clone2_untreated	GSE84986	TP53BP1	USP18	0.34812439374821036
GSE84986_MCF7_53BP1_clone2_untreated	GSE84986	TP53BP1	IRF7	0.44106850868266867
GSE84986_MCF7_53BP1_clone2_untreated	GSE84986	TP53BP1	STAT1	0.10817488065015102
GSE84986_MCF7_53BP1_clone2_untreated	GSE84986	TP53BP1	STAT2	0.24520339576906647
GSE84986_MCF7_53BP1_clone2_untreated	GSE84986	TP53BP1	IFIH1	0.7123530319014013
GSE84986_MCF7_53BP1_clone2_untreated	GSE84986	TP53BP1	HERC5	0.7831040379453416
GSE84986_MCF7_53BP1_clone2_untreated	GSE84986	TP53BP1	CMPK2	0.5194360489222415
GSE84986_MCF7_53BP1_clone2_untreated	GSE84986	TP53BP1	IFITM1	1.033442643505971
GSE84986_MCF7_53BP1_clone2_untreated	GSE84986	TP53BP1	EIF2AK2	0.02083395661046783
GSE84986_MCF7_53BP1_clone2_untreated	GSE84986	TP53BP1	ISG20	0.27877181793256955
GSE84986_MCF7_53BP1_IR	GSE84986	TP53BP1	ISG15	0.42582911272779134
GSE84986_MCF7_53BP1_IR	GSE84986	TP53BP1	IFIT1	1.5626391722517732
GSE84986_MCF7_53BP1_IR	GSE84986	TP53BP1	IFIT2	0.8986619154072474
GSE84986_MCF7_53BP1_IR	GSE84986	TP53BP1	IFIT3	0.6779454435763522
GSE84986_MCF7_53BP1_IR	GSE84986	TP53BP1	MX1	1.492121112067749
GSE84986_MCF7_53BP1_IR	GSE84986	TP53BP1	OAS1	0.8852546125358781
GSE84986_MCF7_53BP1_IR	GSE84986	TP53BP1	OAS2	0.8279234004459863
GSE84986_MCF7_53BP1_IR	GSE84986	TP53BP1	OAS3	0.5681228760887214
GSE84986_MCF7_53BP1_IR	GSE84986	TP53BP1	OASL	0.8402496348971151
GSE84986_MCF7_53BP1_IR	GSE84986	TP53BP1	IFI6	1.5832477053578824
GSE84986_MCF7_53BP1_IR	GSE84986	TP53BP1	IFI27	0.5516460745359234
GSE84986_MCF7_53BP1_IR	GSE84986	TP53BP1	BST2	0.6379286493252103
GSE84986_MCF7_53BP1_IR	GSE84986	TP53BP1	USP18	0.3899923303377615
GSE84986_MCF7_53BP1_IR	GSE84986	TP53BP1	IRF7	0.491071950902654
GSE84986_MCF7_53BP1_IR	GSE84986	TP53BP1	STAT1	0.14394523438304851
GSE84986_MCF7_53BP1_IR	GSE84986	TP53BP1	STAT2	0.21732309359250035
GSE84986_MCF7_53BP1_IR	GSE84986	TP53BP1	IFIH1	0.5655939168645774
GSE84986_MCF7_53BP1_IR	GSE84986	TP53BP1	HERC5	0.6434108322629473
GSE84986_MCF7_53BP1_IR	GSE84986	TP53BP1	CMPK2	0.41291191924804793
GSE84986_MCF7_53BP1_IR	GSE84986	TP53BP1	IFITM1	0.7948270895913987
GSE84986_MCF7_53BP1_IR	GSE84986	TP53BP1	EIF2AK2	0.14178693483405702
GSE84986_MCF7_53BP1_IR	GSE84986	TP53BP1	ISG20	0.3219964682087877
GSE145148_MCF10A_XRCC4_vs_WT	GSE145148	XRCC4	ISG15	-1.4335902492060564
GSE145148_MCF10A_XRCC4_vs_WT	GSE145148	XRCC4	IFIT1	-2.3579872834890905
GSE145148_MCF10A_XRCC4_vs_WT	GSE145148	XRCC4	IFIT2	-2.1523083698727437
GSE145148_MCF10A_XRCC4_vs_WT	GSE145148	XRCC4	IFIT3	-1.6542854347759524
GSE145148_MCF10A_XRCC4_vs_WT	GSE145148	XRCC4	MX1	-1.828509754667519
GSE145148_MCF10A_XRCC4_vs_WT	GSE145148	XRCC4	MX2	-1.2049441227008233
GSE145148_MCF10A_XRCC4_vs_WT	GSE145148	XRCC4	OAS1	-1.3781099022209324
GSE145148_MCF10A_XRCC4_vs_WT	GSE145148	XRCC4	OAS2	-3.1824355744990793
GSE145148_MCF10A_XRCC4_vs_WT	GSE145148	XRCC4	OAS3	-0.5511541689303545
GSE145148_MCF10A_XRCC4_vs_WT	GSE145148	XRCC4	OASL	-2.162937988215299
GSE145148_MCF10A_XRCC4_vs_WT	GSE145148	XRCC4	RSAD2	-1.8986839400494278
GSE145148_MCF10A_XRCC4_vs_WT	GSE145148	XRCC4	IFI44	-1.8760721983025803
GSE145148_MCF10A_XRCC4_vs_WT	GSE145148	XRCC4	IFI44L	-1.8203528182106163
GSE145148_MCF10A_XRCC4_vs_WT	GSE145148	XRCC4	IFI6	-2.047614221112805
GSE145148_MCF10A_XRCC4_vs_WT	GSE145148	XRCC4	IFI27	-2.448379867788927
GSE145148_MCF10A_XRCC4_vs_WT	GSE145148	XRCC4	BST2	-2.4813694336407357
GSE145148_MCF10A_XRCC4_vs_WT	GSE145148	XRCC4	USP18	-1.1277582660709184
GSE145148_MCF10A_XRCC4_vs_WT	GSE145148	XRCC4	IRF7	-1.591405297900863
GSE145148_MCF10A_XRCC4_vs_WT	GSE145148	XRCC4	STAT1	-0.3973473618155072
GSE145148_MCF10A_XRCC4_vs_WT	GSE145148	XRCC4	STAT2	-0.3729684066602488
GSE145148_MCF10A_XRCC4_vs_WT	GSE145148	XRCC4	DDX58	-1.4808134532095654
GSE145148_MCF10A_XRCC4_vs_WT	GSE145148	XRCC4	IFIH1	-0.5452100120480079
GSE145148_MCF10A_XRCC4_vs_WT	GSE145148	XRCC4	HERC5	-0.7386747904727518
GSE145148_MCF10A_XRCC4_vs_WT	GSE145148	XRCC4	CMPK2	-1.5166196106425078
GSE145148_MCF10A_XRCC4_vs_WT	GSE145148	XRCC4	IFITM1	-2.646597990376187
GSE145148_MCF10A_XRCC4_vs_WT	GSE145148	XRCC4	EIF2AK2	-0.5178080211247647
GSE145148_MCF10A_XRCC4_vs_WT	GSE145148	XRCC4	ISG20	-1.382198510380496
GSE145148_MCF10A_XRCC4_p53DKO_vs_p53KO	GSE145148	XRCC4	ISG15	-1.4717479068284982
GSE145148_MCF10A_XRCC4_p53DKO_vs_p53KO	GSE145148	XRCC4	IFIT1	-2.8068629094894595
GSE145148_MCF10A_XRCC4_p53DKO_vs_p53KO	GSE145148	XRCC4	IFIT2	-1.8864400567827913
GSE145148_MCF10A_XRCC4_p53DKO_vs_p53KO	GSE145148	XRCC4	IFIT3	-1.622653801705452
GSE145148_MCF10A_XRCC4_p53DKO_vs_p53KO	GSE145148	XRCC4	MX1	-2.7252621452080534
GSE145148_MCF10A_XRCC4_p53DKO_vs_p53KO	GSE145148	XRCC4	MX2	-2.127557067073667
GSE145148_MCF10A_XRCC4_p53DKO_vs_p53KO	GSE145148	XRCC4	OAS1	-1.9499697597724612
GSE145148_MCF10A_XRCC4_p53DKO_vs_p53KO	GSE145148	XRCC4	OAS2	-2.6969098022715077
GSE145148_MCF10A_XRCC4_p53DKO_vs_p53KO	GSE145148	XRCC4	OAS3	-0.7978737719857438
GSE145148_MCF10A_XRCC4_p53DKO_vs_p53KO	GSE145148	XRCC4	OASL	-1.9086401278944845
GSE145148_MCF10A_XRCC4_p53DKO_vs_p53KO	GSE145148	XRCC4	RSAD2	-1.643097806423852
GSE145148_MCF10A_XRCC4_p53DKO_vs_p53KO	GSE145148	XRCC4	IFI44	-2.220985755635664
GSE145148_MCF10A_XRCC4_p53DKO_vs_p53KO	GSE145148	XRCC4	IFI44L	-2.443212931238642
GSE145148_MCF10A_XRCC4_p53DKO_vs_p53KO	GSE145148	XRCC4	IFI6	-2.3832195241472487
GSE145148_MCF10A_XRCC4_p53DKO_vs_p53KO	GSE145148	XRCC4	IFI27	-2.849894559958166
GSE145148_MCF10A_XRCC4_p53DKO_vs_p53KO	GSE145148	XRCC4	BST2	-2.4286287617803257
GSE145148_MCF10A_XRCC4_p53DKO_vs_p53KO	GSE145148	XRCC4	USP18	-1.2268887632169685
GSE145148_MCF10A_XRCC4_p53DKO_vs_p53KO	GSE145148	XRCC4	IRF7	-2.0120721304269953
GSE145148_MCF10A_XRCC4_p53DKO_vs_p53KO	GSE145148	XRCC4	STAT1	-1.0206258104526302
GSE145148_MCF10A_XRCC4_p53DKO_vs_p53KO	GSE145148	XRCC4	STAT2	-0.6366325808546964
GSE145148_MCF10A_XRCC4_p53DKO_vs_p53KO	GSE145148	XRCC4	DDX58	-1.1545402021833997
GSE145148_MCF10A_XRCC4_p53DKO_vs_p53KO	GSE145148	XRCC4	IFIH1	-1.3017131792613252
GSE145148_MCF10A_XRCC4_p53DKO_vs_p53KO	GSE145148	XRCC4	XAF1	-0.8419466685739804
GSE145148_MCF10A_XRCC4_p53DKO_vs_p53KO	GSE145148	XRCC4	HERC5	-1.3403490659990394
GSE145148_MCF10A_XRCC4_p53DKO_vs_p53KO	GSE145148	XRCC4	CMPK2	-2.0106523892565358
GSE145148_MCF10A_XRCC4_p53DKO_vs_p53KO	GSE145148	XRCC4	IFITM1	-2.3995842298124184
GSE145148_MCF10A_XRCC4_p53DKO_vs_p53KO	GSE145148	XRCC4	EIF2AK2	-0.5706570550709795
GSE145148_MCF10A_XRCC4_p53DKO_vs_p53KO	GSE145148	XRCC4	ISG20	0.19957729948614933
GSE280049_RPE1_53BP1	GSE280049	TP53BP1	ISG15	-0.2335909829378604
GSE280049_RPE1_53BP1	GSE280049	TP53BP1	IFIT1	-0.6758249197930013
GSE280049_RPE1_53BP1	GSE280049	TP53BP1	IFIT2	-2.7658899023751102
GSE280049_RPE1_53BP1	GSE280049	TP53BP1	IFIT3	-1.0622875084664365
GSE280049_RPE1_53BP1	GSE280049	TP53BP1	MX1	-0.5895594984515369
GSE280049_RPE1_53BP1	GSE280049	TP53BP1	MX2	1.3638314504036346
GSE280049_RPE1_53BP1	GSE280049	TP53BP1	OAS1	0.9928946122424076
GSE280049_RPE1_53BP1	GSE280049	TP53BP1	OAS2	0.3992357026228479
GSE280049_RPE1_53BP1	GSE280049	TP53BP1	OAS3	0.8242005849939531
GSE280049_RPE1_53BP1	GSE280049	TP53BP1	OASL	-2.677143369188899
GSE280049_RPE1_53BP1	GSE280049	TP53BP1	RSAD2	-3.290769993413493
GSE280049_RPE1_53BP1	GSE280049	TP53BP1	IFI44	0.013248632416506645
GSE280049_RPE1_53BP1	GSE280049	TP53BP1	IFI44L	1.1767577853374425
GSE280049_RPE1_53BP1	GSE280049	TP53BP1	IFI6	1.1315275965398648
GSE280049_RPE1_53BP1	GSE280049	TP53BP1	IFI27	1.812983524943819
GSE280049_RPE1_53BP1	GSE280049	TP53BP1	BST2	1.4637701940592667
GSE280049_RPE1_53BP1	GSE280049	TP53BP1	USP18	0.05081360483036157
GSE280049_RPE1_53BP1	GSE280049	TP53BP1	IRF7	0.7259090274898972
GSE280049_RPE1_53BP1	GSE280049	TP53BP1	STAT1	0.608093665588493
GSE280049_RPE1_53BP1	GSE280049	TP53BP1	STAT2	-0.08081559105896652
GSE280049_RPE1_53BP1	GSE280049	TP53BP1	IFIH1	-1.4058844721684522
GSE280049_RPE1_53BP1	GSE280049	TP53BP1	XAF1	-0.6171593490137055
GSE280049_RPE1_53BP1	GSE280049	TP53BP1	HERC5	-1.2263322555569687
GSE280049_RPE1_53BP1	GSE280049	TP53BP1	IFITM1	0.7335455900369521
GSE280049_RPE1_53BP1	GSE280049	TP53BP1	EIF2AK2	0.5587491345069324
GSE280049_RPE1_53BP1	GSE280049	TP53BP1	ISG20	-2.3021131965307333
GSE280049_RPE1_53BP1	GSE280049	TP53BP1	IFNB1	-2.1488279901711063
GSE237615_ID8_tumor_53BP1	GSE237615	TP53BP1	Isg15	1.2586924992066093
GSE237615_ID8_tumor_53BP1	GSE237615	TP53BP1	Ifit1	2.372872317836716
GSE237615_ID8_tumor_53BP1	GSE237615	TP53BP1	Ifit2	1.198362056755165
GSE237615_ID8_tumor_53BP1	GSE237615	TP53BP1	Ifit3	1.6319053241387018
