score	tf	axis	kind	family	elf3_given	nes	n_targets	n_patients	delta_median_high_minus_low	direction	n_patients_delta_pos	n_patients_delta_neg	p_patient	n_samples	delta_median_samples	p_sample	n_patients_tLung	delta_median_tLung	direction_tLung	p_tLung	kd_like_expectation	vs_kd_like	vs_GSE207704	vs_GSE50927	fdr_patient
TBP(+)|CLDN4out	TBP	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.4629693236104533	14	29	-0.0005180919342212108	higher in CLDN4-low	8	21	0.025833535939455032	29	-0.0005180919542908669	0.025833535939455032	10	-7.369904985709197e-05	higher in CLDN4-low	0.6953125	unspecified	NA	NA	NA	0.05027817209721894
TCF7(+)	TCF7	other	cistarget_regulon	cistarget_as_returned	False	3.20554221616804	11	29	-0.0004518002693020811	higher in CLDN4-low	9	20	0.0622917003929615	29	-0.00045180018059909344	0.0622917003929615	10	-0.0005230795717613907	higher in CLDN4-low	0.431640625	unspecified	NA	NA	NA	
TCF7(+)|CLDN4out	TCF7	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.20554221616804	11	29	-0.0004518002693020811	higher in CLDN4-low	9	20	0.0622917003929615	29	-0.00045180018059909344	0.0622917003929615	10	-0.0005230795717613907	higher in CLDN4-low	0.431640625	unspecified	NA	NA	NA	0.1053719417862246
TCF7L1(+)	TCF7L1	other	cistarget_regulon	cistarget_as_returned	False	3.909359763598606	15	29	-0.0003015499641170335	higher in CLDN4-low	11	18	0.2941182516515255	29	-0.00030155014246702194	0.2941182516515255	10	-5.5612116864091126e-05	higher in CLDN4-low	0.6953125	unspecified	NA	NA	NA	
TCF7L1(+)|CLDN4out	TCF7L1	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.909359763598606	15	29	-0.0003015499641170335	higher in CLDN4-low	11	18	0.2941182516515255	29	-0.00030155014246702194	0.2941182516515255	10	-5.5612116864091126e-05	higher in CLDN4-low	0.6953125	unspecified	NA	NA	NA	0.3722755492931896
TCF7L2(+)	TCF7L2	other	cistarget_regulon	cistarget_as_returned	False	4.320974800220685	22	29	-0.0005365536099665343	higher in CLDN4-low	12	17	0.2941182516515255	29	-0.0005365535616874695	0.2941182516515255	10	5.581904169635159e-05	higher in CLDN4-high	1.0	unspecified	NA	NA	NA	
TCF7L2(+)|CLDN4out	TCF7L2	other	cistarget_regulon	cistarget_CLDN4_held_out	False	4.320974800220685	22	29	-0.0005365536099665343	higher in CLDN4-low	12	17	0.2941182516515255	29	-0.0005365535616874695	0.2941182516515255	10	5.581904169635159e-05	higher in CLDN4-high	1.0	unspecified	NA	NA	NA	0.3722755492931896
TEAD4(+)	TEAD4	other	cistarget_regulon	cistarget_as_returned	False	4.246039906172533	38	29	-0.003021645706118339	higher in CLDN4-low	2	27	1.3820827007293701e-06	29	-0.0030216453596949577	1.3820827007293701e-06	10	-0.0012561553503323483	higher in CLDN4-low	0.064453125	unspecified	NA	NA	NA	
TEAD4(+)|CLDN4out	TEAD4	other	cistarget_regulon	cistarget_CLDN4_held_out	False	4.246039906172533	38	29	-0.003021645706118339	higher in CLDN4-low	2	27	1.3820827007293701e-06	29	-0.0030216453596949577	1.3820827007293701e-06	10	-0.0012561553503323483	higher in CLDN4-low	0.064453125	unspecified	NA	NA	NA	1.0423207034667334e-05
TEF(+)	TEF	other	cistarget_regulon	cistarget_as_returned	False	3.7397669739658954	5	29	-2.2554860037645418e-05	higher in CLDN4-low	14	15	0.7493221610784531	29	-2.2555235773324966e-05	0.7493221610784531	10	0.0011702040221799595	higher in CLDN4-high	0.130859375	unspecified	NA	NA	NA	
TFAP2A(+)	TFAP2A	TJ	cistarget_regulon	cistarget_as_returned	False	3.837477987498439	11	29	-0.0006704128618097577	higher in CLDN4-low	14	15	0.35785307362675667	29	-0.0006704144179821014	0.35785307362675667	10	0.0019580861152728238	higher in CLDN4-high	0.6953125	higher_in_high	OPPOSITE	NA	NA	
TFAP2A(+)|CLDN4out	TFAP2A	TJ	cistarget_regulon	cistarget_CLDN4_held_out	False	3.837477987498439	11	29	-0.0006704128618097577	higher in CLDN4-low	14	15	0.35785307362675667	29	-0.0006704144179821014	0.35785307362675667	10	0.0019580861152728238	higher in CLDN4-high	0.6953125	higher_in_high	OPPOSITE	NA	NA	0.4261276732002826
TFAP2C(+)	TFAP2C	TJ	cistarget_regulon	cistarget_as_returned	False	4.071643743547601	24	29	-0.0017274835649029908	higher in CLDN4-low	8	21	0.021553177386522293	29	-0.0017274850979447365	0.021553177386522293	10	-0.001701553520639853	higher in CLDN4-low	0.10546875	higher_in_high	OPPOSITE	NA	NA	
TFAP2C(+)|CLDN4out	TFAP2C	TJ	cistarget_regulon	cistarget_CLDN4_held_out	False	4.071643743547601	24	29	-0.0017274835649029908	higher in CLDN4-low	8	21	0.021553177386522293	29	-0.0017274850979447365	0.021553177386522293	10	-0.001701553520639853	higher in CLDN4-low	0.10546875	higher_in_high	OPPOSITE	NA	NA	0.04383286637034309
TFAP4(+)	TFAP4	other	cistarget_regulon	cistarget_as_returned	False	3.785650021743548	18	29	-0.00038894476548723784	higher in CLDN4-low	12	17	0.5082960315048695	29	-0.0003889447543770075	0.5082960315048695	10	0.00037098408780655606	higher in CLDN4-high	0.921875	unspecified	NA	NA	NA	
TFAP4(+)|CLDN4out	TFAP4	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.785650021743548	18	29	-0.00038894476548723784	higher in CLDN4-low	12	17	0.5082960315048695	29	-0.0003889447543770075	0.5082960315048695	10	0.00037098408780655606	higher in CLDN4-high	0.921875	unspecified	NA	NA	NA	0.567910998162848
TFDP1(+)	TFDP1	other	cistarget_regulon	cistarget_as_returned	False	3.082380551266924	9	29	-0.006162459531915375	higher in CLDN4-low	6	23	0.0001104697585105896	29	-0.006162459030747414	0.0001104697585105896	10	-0.005136335767168602	higher in CLDN4-low	0.048828125	unspecified	NA	NA	NA	
THAP1(+)	THAP1	other	cistarget_regulon	cistarget_as_returned	False	6.450194088713724	25	29	-0.0010554372422692249	higher in CLDN4-low	6	23	0.0001391395926475525	29	-0.0010554371401667595	0.0001391395926475525	10	-0.0006511950548087923	higher in CLDN4-low	0.375	unspecified	NA	NA	NA	
THAP1(+)|CLDN4out	THAP1	other	cistarget_regulon	cistarget_CLDN4_held_out	False	6.450194088713724	25	29	-0.0010554372422692249	higher in CLDN4-low	6	23	0.0001391395926475525	29	-0.0010554371401667595	0.0001391395926475525	10	-0.0006511950548087923	higher in CLDN4-low	0.375	unspecified	NA	NA	NA	0.0006142503968099268
THAP11(+)	THAP11	other	cistarget_regulon	cistarget_as_returned	False	5.368719209387744	23	29	-0.003361962237357366	higher in CLDN4-low	10	19	0.0037983879446983337	29	-0.0033619776368141174	0.0037983879446983337	10	-0.002291819517696806	higher in CLDN4-low	0.130859375	unspecified	NA	NA	NA	
THAP11(+)|CLDN4out	THAP11	other	cistarget_regulon	cistarget_CLDN4_held_out	False	5.368719209387744	23	29	-0.003361962237357366	higher in CLDN4-low	10	19	0.0037983879446983337	29	-0.0033619776368141174	0.0037983879446983337	10	-0.002291819517696806	higher in CLDN4-low	0.130859375	unspecified	NA	NA	NA	0.009821545971291406
THRA(+)	THRA	other	cistarget_regulon	cistarget_as_returned	False	4.0876025829524085	6	29	-0.0007578364305478253	higher in CLDN4-low	8	21	0.01678590476512909	29	-0.0007578362710773945	0.01678590476512909	10	-0.0009426684136565784	higher in CLDN4-low	0.048828125	unspecified	NA	NA	NA	
THRB(+)	THRB	other	cistarget_regulon	cistarget_as_returned	False	3.699587005897712	17	29	-0.0003753795314548453	higher in CLDN4-low	11	18	0.1432539001107216	29	-0.0003753798082470894	0.1432539001107216	10	-0.0002905984080272911	higher in CLDN4-low	0.431640625	unspecified	NA	NA	NA	
THRB(+)|CLDN4out	THRB	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.699587005897712	17	29	-0.0003753795314548453	higher in CLDN4-low	11	18	0.1432539001107216	29	-0.0003753798082470894	0.1432539001107216	10	-0.0002905984080272911	higher in CLDN4-low	0.431640625	unspecified	NA	NA	NA	0.22161500786359495
TP53(+)	TP53	other	cistarget_regulon	cistarget_as_returned	False	3.759399761661128	8	29	0.000931532233677524	higher in CLDN4-high	16	13	0.33573371544480324	29	0.0009315302595496178	0.33573371544480324	10	-0.0021988783374724957	higher in CLDN4-low	0.556640625	unspecified	NA	NA	NA	
USF2(+)	USF2	other	cistarget_regulon	cistarget_as_returned	False	3.207505818366183	16	29	0.000649476673989199	higher in CLDN4-high	19	10	0.03453366830945015	29	0.000649474561214447	0.03453366830945015	10	0.0010610038626238773	higher in CLDN4-high	0.193359375	unspecified	NA	NA	NA	
USF2(+)|CLDN4out	USF2	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.207505818366183	16	29	0.000649476673989199	higher in CLDN4-high	19	10	0.03453366830945015	29	0.000649474561214447	0.03453366830945015	10	0.0010610038626238773	higher in CLDN4-high	0.193359375	unspecified	NA	NA	NA	0.0637815710613314
VDR(+)	VDR	other	cistarget_regulon	cistarget_as_returned	False	3.0414493643331992	6	29	-2.1450838257143718e-05	higher in CLDN4-low	14	15	0.4293668270111084	29	-2.1450803615152836e-05	0.4293668270111084	10	5.656971346669292e-05	higher in CLDN4-high	0.921875	unspecified	NA	NA	NA	
WRNIP1(+)	WRNIP1	other	cistarget_regulon	cistarget_as_returned	False	3.1058813350279317	9	29	-0.00044649695072481203	higher in CLDN4-low	12	17	0.19012672826647758	29	-0.00044649699702858925	0.19012672826647758	10	0.0001463761205713896	higher in CLDN4-high	0.625	unspecified	NA	NA	NA	
XBP1(+)	XBP1	other	cistarget_regulon	cistarget_as_returned	False	4.566080283487874	86	29	0.007140819536129661	higher in CLDN4-high	25	4	2.384185791015625e-06	29	0.007140815258026123	2.384185791015625e-06	10	0.0011094805981078301	higher in CLDN4-high	0.048828125	unspecified	NA	NA	NA	
XBP1(+)|CLDN4out	XBP1	other	cistarget_regulon	cistarget_CLDN4_held_out	False	4.566080283487874	86	29	0.007140819536129661	higher in CLDN4-high	25	4	2.384185791015625e-06	29	0.007140815258026123	2.384185791015625e-06	10	0.0011094805981078301	higher in CLDN4-high	0.048828125	unspecified	NA	NA	NA	1.598287511754919e-05
YY1(+)	YY1	other	cistarget_regulon	cistarget_as_returned	False	5.143426045471083	182	29	0.002996779777417191	higher in CLDN4-high	22	7	0.0001742914319038391	29	0.002996779978275299	0.0001742914319038391	10	0.003688597400625153	higher in CLDN4-high	0.001953125	unspecified	NA	NA	NA	
YY1(+)|CLDN4out	YY1	other	cistarget_regulon	cistarget_CLDN4_held_out	False	5.143426045471083	182	29	0.002996779777417191	higher in CLDN4-high	22	7	0.0001742914319038391	29	0.002996779978275299	0.0001742914319038391	10	0.003688597400625153	higher in CLDN4-high	0.001953125	unspecified	NA	NA	NA	0.0007010388705465529
ZBED1(+)	ZBED1	other	cistarget_regulon	cistarget_as_returned	False	3.3543331068744973	8	29	-0.00032075602872107256	higher in CLDN4-low	9	20	0.16216303035616875	29	-0.0003207560512237251	0.16216303035616875	10	-0.00018226939353566704	higher in CLDN4-low	0.76953125	unspecified	NA	NA	NA	
ZBTB14(+)	ZBTB14	other	cistarget_regulon	cistarget_as_returned	False	4.159605238079828	31	29	-0.00036218810721580594	higher in CLDN4-low	10	19	0.03262323513627052	29	-0.00036218902096152306	0.03262323513627052	10	-0.00033837854117219806	higher in CLDN4-low	0.193359375	unspecified	NA	NA	NA	
ZBTB14(+)|CLDN4out	ZBTB14	other	cistarget_regulon	cistarget_CLDN4_held_out	False	4.159605238079828	31	29	-0.00036218810721580594	higher in CLDN4-low	10	19	0.03262323513627052	29	-0.00036218902096152306	0.03262323513627052	10	-0.00033837854117219806	higher in CLDN4-low	0.193359375	unspecified	NA	NA	NA	0.06087428412025737
ZBTB17(+)	ZBTB17	other	cistarget_regulon	cistarget_as_returned	False	3.140479931622794	4	29	0.0	no difference	12	13	0.6186406172812118	29	0.0	0.6186406172812118	10	-7.382154465898584e-05	higher in CLDN4-low	0.5703125	unspecified	NA	NA	NA	
ZBTB25(+)	ZBTB25	other	cistarget_regulon	cistarget_as_returned	False	3.1494706167364392	12	29	-0.001961299989690083	higher in CLDN4-low	10	19	0.020265981554985046	29	-0.001961303874850273	0.020265981554985046	10	0.000333678947021623	higher in CLDN4-high	0.556640625	unspecified	NA	NA	NA	
ZBTB25(+)|CLDN4out	ZBTB25	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.1494706167364392	12	29	-0.001961299989690083	higher in CLDN4-low	10	19	0.020265981554985046	29	-0.001961303874850273	0.020265981554985046	10	0.000333678947021623	higher in CLDN4-high	0.556640625	unspecified	NA	NA	NA	0.04265282164479411
ZBTB33(+)	ZBTB33	other	cistarget_regulon	cistarget_as_returned	False	3.036260298470466	10	29	-0.0006551571550393858	higher in CLDN4-low	7	22	0.07975950092077255	29	-0.0006551570259034634	0.07975950092077255	10	-0.0007127740805096452	higher in CLDN4-low	0.02734375	unspecified	NA	NA	NA	
ZBTB33(+)|CLDN4out	ZBTB33	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.036260298470466	10	29	-0.0006551571550393858	higher in CLDN4-low	7	22	0.07975950092077255	29	-0.0006551570259034634	0.07975950092077255	10	-0.0007127740805096452	higher in CLDN4-low	0.02734375	unspecified	NA	NA	NA	0.1300582852852237
ZBTB4(+)	ZBTB4	other	cistarget_regulon	cistarget_as_returned	False	3.4127335534855185	5	29	-0.0013624192758811228	higher in CLDN4-low	11	18	0.39265386015176773	29	-0.0013624201528728008	0.39265386015176773	10	0.0014059235765625996	higher in CLDN4-high	0.375	unspecified	NA	NA	NA	
ZBTB5(+)	ZBTB5	other	cistarget_regulon	cistarget_as_returned	False	3.253120761748462	12	29	0.0014359655798055673	higher in CLDN4-high	22	7	0.0012797452509403229	29	0.0014359643682837486	0.0012797452509403229	10	0.002647492129730229	higher in CLDN4-high	0.10546875	unspecified	NA	NA	NA	
ZBTB5(+)|CLDN4out	ZBTB5	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.253120761748462	12	29	0.0014359655798055673	higher in CLDN4-high	22	7	0.0012797452509403229	29	0.0014359643682837486	0.0012797452509403229	10	0.002647492129730229	higher in CLDN4-high	0.10546875	unspecified	NA	NA	NA	0.0038605648403366405
ZBTB7A(+)	ZBTB7A	other	cistarget_regulon	cistarget_as_returned	False	3.524685453557531	41	29	0.002466309114905429	higher in CLDN4-high	20	9	0.0004987679421901703	29	0.0024663060903549194	0.0004987679421901703	10	0.002814833085615644	higher in CLDN4-high	0.009765625	unspecified	NA	NA	NA	
ZBTB7A(+)|CLDN4out	ZBTB7A	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.524685453557531	41	29	0.002466309114905429	higher in CLDN4-high	20	9	0.0004987679421901703	29	0.0024663060903549194	0.0004987679421901703	10	0.002814833085615644	higher in CLDN4-high	0.009765625	unspecified	NA	NA	NA	0.0016717962506744596
ZBTB7B(+)	ZBTB7B	other	cistarget_regulon	cistarget_as_returned	False	5.108074918746517	31	29	0.0005056381302520965	higher in CLDN4-high	17	12	0.05919632688164711	29	0.0005056383088231087	0.05919632688164711	10	-7.056482458889322e-05	higher in CLDN4-low	0.625	unspecified	NA	NA	NA	
ZBTB7B(+)|CLDN4out	ZBTB7B	other	cistarget_regulon	cistarget_CLDN4_held_out	False	5.108074918746517	31	29	0.0005056381302520965	higher in CLDN4-high	17	12	0.05919632688164711	29	0.0005056383088231087	0.05919632688164711	10	-7.056482458889322e-05	higher in CLDN4-low	0.625	unspecified	NA	NA	NA	0.10204319205312502
ZBTB8A(+)	ZBTB8A	other	cistarget_regulon	cistarget_as_returned	False	4.239856343028108	11	29	-0.0002869180575992541	higher in CLDN4-low	12	17	0.3692382462322712	29	-0.0002869179006665945	0.3692382462322712	10	7.210250779430888e-05	higher in CLDN4-high	0.845703125	unspecified	NA	NA	NA	
ZBTB8A(+)|CLDN4out	ZBTB8A	other	cistarget_regulon	cistarget_CLDN4_held_out	False	4.239856343028108	11	29	-0.0002869180575992541	higher in CLDN4-low	12	17	0.3692382462322712	29	-0.0002869179006665945	0.3692382462322712	10	7.210250779430888e-05	higher in CLDN4-high	0.845703125	unspecified	NA	NA	NA	0.43681125861464765
ZFP62(+)	ZFP62	other	cistarget_regulon	cistarget_as_returned	False	3.7733308298682817	7	29	0.0005655915551258835	higher in CLDN4-high	16	13	0.2652079239487648	29	0.0005655912682414055	0.2652079239487648	10	0.0017638917523384277	higher in CLDN4-high	0.130859375	unspecified	NA	NA	NA	
ZFP91(+)	ZFP91	other	cistarget_regulon	cistarget_as_returned	False	3.373998263919056	5	29	-0.002104812868637963	higher in CLDN4-low	5	24	0.0001391395926475525	29	-0.002104812301695347	0.0001391395926475525	10	-0.00101578824037375	higher in CLDN4-low	0.375	unspecified	NA	NA	NA	
ZFX(+)	ZFX	other	cistarget_regulon	cistarget_as_returned	False	4.086310140375633	13	29	1.3652380595725357e-05	higher in CLDN4-high	15	14	0.33573371544480324	29	1.36522576212883e-05	0.33573371544480324	10	0.0013630079932182835	higher in CLDN4-high	0.013671875	unspecified	NA	NA	NA	
ZFX(+)|CLDN4out	ZFX	other	cistarget_regulon	cistarget_CLDN4_held_out	False	4.086310140375633	13	29	1.3652380595725357e-05	higher in CLDN4-high	15	14	0.33573371544480324	29	1.36522576212883e-05	0.33573371544480324	10	0.0013630079932182835	higher in CLDN4-high	0.013671875	unspecified	NA	NA	NA	0.41338641153407746
ZNF12(+)	ZNF12	other	cistarget_regulon	cistarget_as_returned	False	3.264837436706965	5	29	0.0003944578202498966	higher in CLDN4-high	19	10	0.18283364921808243	29	0.00039445608854293823	0.18283364921808243	10	0.00048679886646345837	higher in CLDN4-high	0.275390625	unspecified	NA	NA	NA	
ZNF131(+)	ZNF131	other	cistarget_regulon	cistarget_as_returned	False	3.952738485305898	4	29	-0.0003637044679387852	higher in CLDN4-low	10	18	0.14501397079599412	29	-0.00036370428279042244	0.14501397079599412	10	-8.155606553724706e-05	higher in CLDN4-low	0.734375	unspecified	NA	NA	NA	
ZNF133(+)	ZNF133	other	cistarget_regulon	cistarget_as_returned	False	3.195664568489212	9	29	0.00018647281804414374	higher in CLDN4-high	16	13	0.44202057644724846	29	0.00018647266551852226	0.44202057644724846	10	0.0022977138897233747	higher in CLDN4-high	0.16015625	unspecified	NA	NA	NA	
ZNF134(+)	ZNF134	other	cistarget_regulon	cistarget_as_returned	False	3.081380397133081	5	29	-2.677017851212822e-05	higher in CLDN4-low	14	15	0.7013288475573063	29	-2.6770285330712795e-05	0.7013288475573063	10	0.00019629956334445348	higher in CLDN4-high	0.6953125	unspecified	NA	NA	NA	
ZNF148(+)	ZNF148	other	cistarget_regulon	cistarget_as_returned	False	3.392920218168787	55	29	0.0006346730287483844	higher in CLDN4-high	16	13	0.2652079239487648	29	0.0006346683949232101	0.2652079239487648	10	0.0011884109179421294	higher in CLDN4-high	0.013671875	unspecified	NA	NA	NA	
ZNF148(+)|CLDN4out	ZNF148	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.392920218168787	55	29	0.0006346730287483844	higher in CLDN4-high	16	13	0.2652079239487648	29	0.0006346683949232101	0.2652079239487648	10	0.0011884109179421294	higher in CLDN4-high	0.013671875	unspecified	NA	NA	NA	0.3478451756139596
ZNF189(+)	ZNF189	other	cistarget_regulon	cistarget_as_returned	False	3.034651303975723	10	29	-0.00027192952849511287	higher in CLDN4-low	13	16	0.8480112254619598	29	-0.0002719275653362274	0.8480112254619598	10	-0.0030815067109878176	higher in CLDN4-low	0.921875	unspecified	NA	NA	NA	
ZNF189(+)|CLDN4out	ZNF189	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.034651303975723	10	29	-0.00027192952849511287	higher in CLDN4-low	13	16	0.8480112254619598	29	-0.0002719275653362274	0.8480112254619598	10	-0.0030815067109878176	higher in CLDN4-low	0.921875	unspecified	NA	NA	NA	0.877085896049227
ZNF200(+)	ZNF200	other	cistarget_regulon	cistarget_as_returned	False	4.016686877525516	12	29	-0.00047535165744546715	higher in CLDN4-low	10	19	0.014758598059415817	29	-0.00047535193152725697	0.014758598059415817	10	-0.001369388641944083	higher in CLDN4-low	0.02734375	unspecified	NA	NA	NA	
ZNF200(+)|CLDN4out	ZNF200	other	cistarget_regulon	cistarget_CLDN4_held_out	False	4.016686877525516	12	29	-0.00047535165744546715	higher in CLDN4-low	10	19	0.014758598059415817	29	-0.00047535193152725697	0.014758598059415817	10	-0.001369388641944083	higher in CLDN4-low	0.02734375	unspecified	NA	NA	NA	0.031427132338285445
ZNF217(+)	ZNF217	other	cistarget_regulon	cistarget_as_returned	False	3.9873070043574983	4	29	-0.0016185073054159928	higher in CLDN4-low	5	24	0.0018163397908210754	29	-0.0016185063868761063	0.0018163397908210754	10	-0.002043615286500635	higher in CLDN4-low	0.16015625	unspecified	NA	NA	NA	
ZNF224(+)	ZNF224	other	cistarget_regulon	cistarget_as_returned	False	3.327916609347637	4	29	-0.0008169837064999918	higher in CLDN4-low	11	18	0.07975950092077255	29	-0.0008169836364686489	0.07975950092077255	10	-0.0007731887823722243	higher in CLDN4-low	0.431640625	unspecified	NA	NA	NA	
ZNF254(+)	ZNF254	other	cistarget_regulon	cistarget_as_returned	False	3.3806482592005507	10	29	0.0014893947695764891	higher in CLDN4-high	22	7	0.004106286913156509	29	0.0014893952757120132	0.004106286913156509	10	0.00024819215912244216	higher in CLDN4-high	0.431640625	unspecified	NA	NA	NA	
ZNF254(+)|CLDN4out	ZNF254	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.3806482592005507	10	29	0.0014893947695764891	higher in CLDN4-high	22	7	0.004106286913156509	29	0.0014893952757120132	0.004106286913156509	10	0.00024819215912244216	higher in CLDN4-high	0.431640625	unspecified	NA	NA	NA	0.010322749045574002
ZNF282(+)	ZNF282	other	cistarget_regulon	cistarget_as_returned	False	3.083001641573818	12	29	-0.00039573904613789384	higher in CLDN4-low	10	19	0.2941182516515255	29	-0.00039573898538947105	0.2941182516515255	10	-0.0005747820930971286	higher in CLDN4-low	0.76953125	unspecified	NA	NA	NA	
ZNF282(+)|CLDN4out	ZNF282	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.083001641573818	12	29	-0.00039573904613789384	higher in CLDN4-low	10	19	0.2941182516515255	29	-0.00039573898538947105	0.2941182516515255	10	-0.0005747820930971286	higher in CLDN4-low	0.76953125	unspecified	NA	NA	NA	0.3722755492931896
ZNF331(+)	ZNF331	other	cistarget_regulon	cistarget_as_returned	False	3.5644941487977984	15	29	0.002173285553421984	higher in CLDN4-high	25	4	0.00019468367099761963	29	0.0021732868626713753	0.00019468367099761963	10	0.002366477373639024	higher in CLDN4-high	0.009765625	unspecified	NA	NA	NA	
ZNF331(+)|CLDN4out	ZNF331	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.5644941487977984	15	29	0.002173285553421984	higher in CLDN4-high	25	4	0.00019468367099761963	29	0.0021732868626713753	0.00019468367099761963	10	0.002366477373639024	higher in CLDN4-high	0.009765625	unspecified	NA	NA	NA	0.0007660379228384598
ZNF354A(+)	ZNF354A	other	cistarget_regulon	cistarget_as_returned	False	3.1631843834245505	16	29	-0.0024922996279956415	higher in CLDN4-low	11	18	0.012109261006116867	29	-0.00249229883775115	0.012109261006116867	10	0.0003677246522029807	higher in CLDN4-high	1.0	unspecified	NA	NA	NA	
ZNF354A(+)|CLDN4out	ZNF354A	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.1631843834245505	16	29	-0.0024922996279956415	higher in CLDN4-low	11	18	0.012109261006116867	29	-0.00249229883775115	0.012109261006116867	10	0.0003677246522029807	higher in CLDN4-high	1.0	unspecified	NA	NA	NA	0.026728978562282353
ZNF37A(+)	ZNF37A	other	cistarget_regulon	cistarget_as_returned	False	3.0304193357472724	8	29	-0.0005911720250529034	higher in CLDN4-low	12	17	0.19762490689754486	29	-0.0005911719053983688	0.19762490689754486	10	-0.0009179214687416873	higher in CLDN4-low	0.232421875	unspecified	NA	NA	NA	
ZNF384(+)	ZNF384	other	cistarget_regulon	cistarget_as_returned	False	4.0539463120881	13	29	-0.0006003174138220165	higher in CLDN4-low	9	20	0.2297072820365429	29	-0.0006003172602504492	0.2297072820365429	10	-0.0007133844260800843	higher in CLDN4-low	0.375	unspecified	NA	NA	NA	
ZNF384(+)|CLDN4out	ZNF384	other	cistarget_regulon	cistarget_CLDN4_held_out	False	4.0539463120881	13	29	-0.0006003174138220165	higher in CLDN4-low	9	20	0.2297072820365429	29	-0.0006003172602504492	0.2297072820365429	10	-0.0007133844260800843	higher in CLDN4-low	0.375	unspecified	NA	NA	NA	0.3102762540941363
ZNF398(+)	ZNF398	other	cistarget_regulon	cistarget_as_returned	False	4.350441477573082	22	29	0.00017425691138139247	higher in CLDN4-high	17	12	0.41691966354846954	29	0.00017425743862986565	0.41691966354846954	10	-6.482414925171754e-05	higher in CLDN4-low	0.845703125	unspecified	NA	NA	NA	
ZNF398(+)|CLDN4out	ZNF398	other	cistarget_regulon	cistarget_CLDN4_held_out	False	4.350441477573082	22	29	0.00017425691138139247	higher in CLDN4-high	17	12	0.41691966354846954	29	0.00017425743862986565	0.41691966354846954	10	-6.482414925171754e-05	higher in CLDN4-low	0.845703125	unspecified	NA	NA	NA	0.4837337121940576
ZNF426(+)	ZNF426	other	cistarget_regulon	cistarget_as_returned	False	3.2585665874436858	7	29	-0.0008318270716491357	higher in CLDN4-low	12	17	0.13159068673849106	29	-0.0008318268228322268	0.13159068673849106	10	-0.000724609081839168	higher in CLDN4-low	0.322265625	unspecified	NA	NA	NA	
ZNF467(+)	ZNF467	other	cistarget_regulon	cistarget_as_returned	False	4.424508966131535	12	29	-3.913374474415546e-05	higher in CLDN4-low	14	15	0.6391207613050938	29	-3.9132311940193176e-05	0.6391207613050938	10	0.00011735438727633954	higher in CLDN4-high	0.625	unspecified	NA	NA	NA	
ZNF467(+)|CLDN4out	ZNF467	other	cistarget_regulon	cistarget_CLDN4_held_out	False	4.424508966131535	12	29	-3.913374474415546e-05	higher in CLDN4-low	14	15	0.6391207613050938	29	-3.9132311940193176e-05	0.6391207613050938	10	0.00011735438727633954	higher in CLDN4-high	0.625	unspecified	NA	NA	NA	0.6926997472827663
ZNF518A(+)	ZNF518A	other	cistarget_regulon	cistarget_as_returned	False	3.116077893924264	7	29	-0.0002133518921992334	higher in CLDN4-low	14	15	0.5792817249894142	29	-0.0002133520320057869	0.5792817249894142	10	0.00019345809069562698	higher in CLDN4-high	0.625	unspecified	NA	NA	NA	
ZNF528(+)	ZNF528	other	cistarget_regulon	cistarget_as_returned	False	3.473638935979876	10	29	-0.002080069248439206	higher in CLDN4-low	9	20	0.0019781142473220825	29	-0.00208006938919425	0.0019781142473220825	10	0.00043593363471546216	higher in CLDN4-high	0.6953125	unspecified	NA	NA	NA	
ZNF528(+)|CLDN4out	ZNF528	other	cistarget_regulon	cistarget_CLDN4_held_out	False	3.473638935979876	10	29	-0.002080069248439206	higher in CLDN4-low	9	20	0.0019781142473220825	29	-0.00208006938919425	0.0019781142473220825	10	0.00043593363471546216	higher in CLDN4-high	0.6953125	unspecified	NA	NA	NA	0.00568315363119519
ZNF529(+)	ZNF529	other	cistarget_regulon	cistarget_as_returned	False	3.006025140659683	4	29	-0.000877567184495243	higher in CLDN4-low	10	19	0.1432539001107216	29	-0.0008775675669312477	0.1432539001107216	10	0.00025587376586057005	higher in CLDN4-high	0.6953125	unspecified	NA	NA	NA	
