layer,cohort,x,y,covariates,kind,family,primary,n,rho,p,fisher_ci95_low,fisher_ci95_high,boot_ci95_low,boot_ci95_high,boot_n,note,q_bh,q_bh_unadjusted,rho_ratio_partial_over_unadj,attenuation_call
rna,LUAD,TACSTD2,TJ_EPITHELIAL,IFNG,partial,rna_partials,False,80,0.7214655687272127,6.368898033931491e-14,0.5953232384135583,0.8128993820036368,,,0,,,,0.9754178818814218,retained
rna,LUAD,TACSTD2,TJ_EPITHELIAL,IMMUNE,partial,rna_partials,False,80,0.7216837145057592,6.208081039353169e-14,0.5956169705511194,0.8130536942669763,,,0,,,,0.97571281389547,retained
rna,LUAD,TACSTD2,TJ_TISMO,none,spearman,rna_exploratory,False,80,0.7255242091943395,2.6956917561121504e-14,0.6017288681738743,0.8152777400621863,,,0,,,,,
rna,LUAD,TACSTD2,TJ_TISMO,EPCAM,partial,rna_partials,False,80,0.41140929230855816,0.0001654614326815431,0.2093420855956797,0.5797790100164298,,,0,,,,0.5670510881579112,retained
rna,LUAD,TACSTD2,TJ_TISMO,KRT8+KRT18+KRT19,partial,rna_partials,False,80,0.3673449818947975,0.001014687296996358,0.15621949987989645,0.5463698670901418,,,0,,,,0.5063166428350018,retained
rna,LUAD,TACSTD2,TJ_TISMO,IFNG,partial,rna_partials,False,80,0.7148312300942394,1.3706149002564547e-13,0.5864062124668656,0.8082002341953216,,,0,,,,0.9852617197819297,retained
rna,LUAD,TACSTD2,TJ_TISMO,IMMUNE,partial,rna_partials,False,80,0.715400285689575,1.2845020702377002e-13,0.5871698454319987,0.8086037669213144,,,0,,,,0.9860460569386009,retained
rna,LUAD,TACSTD2,CLDN4_TJ_EDGE,none,spearman,rna_exploratory,False,80,0.7634172928008287,1.8243973878383088e-16,0.6532785105543885,0.8419150047807739,,,0,,,,,
rna,LUAD,TACSTD2,CLDN4_TJ_EDGE,EPCAM,partial,rna_partials,False,80,0.4850177388268673,5.899802641564617e-06,0.2956091965460081,0.6377357820137404,,,0,,,,0.6353245379698331,retained
rna,LUAD,TACSTD2,CLDN4_TJ_EDGE,KRT8+KRT18+KRT19,partial,rna_partials,False,80,0.43172044822119954,8.84338116248286e-05,0.22997979849458106,0.5978859552863838,,,0,,,,0.565510438776284,retained
rna,LUAD,TACSTD2,CLDN4_TJ_EDGE,IFNG,partial,rna_partials,False,80,0.7424522302009903,4.841350168194795e-15,0.623736920684109,0.8276863961829735,,,0,,,,0.972537873064256,retained
rna,LUAD,TACSTD2,CLDN4_TJ_EDGE,IMMUNE,partial,rna_partials,False,80,0.7365726042345974,1.0213456919203403e-14,0.6157447762068514,0.8235555642397706,,,0,,,,0.9648361534125807,retained
rna,LUAD,TACSTD2,TJ_EPITHELIAL_noCLDN4,none,spearman,rna_exploratory,False,80,0.726567353159999,2.3758397403612667e-14,0.6031342858484624,0.8160161467460516,,,0,,,,,
rna,LUAD,TACSTD2,TJ_TISMO_noCLDN4,none,spearman,rna_exploratory,False,80,0.7023054654193764,3.8912326009425927e-13,0.5706436674243566,0.7987660662822225,,,0,,,,,
rna,LUAD,TACSTD2,CLDN4_TJ_EDGE_noCLDN4,none,spearman,rna_exploratory,False,80,0.7453556652605874,2.201889265017202e-15,0.6285794936847062,0.8292659681487551,,,0,,,,,
rna,LUAD,TACSTD2,CLDN1,none,spearman,rna_exploratory,False,80,-0.01638566078897316,0.8852944845130695,-0.2352555882620877,0.20406591482850603,,,0,,,,,
rna,LUAD,TACSTD2,CLDN7,none,spearman,rna_exploratory,False,80,0.6901276386742039,1.4281728188119206e-12,0.5544894811636344,0.7900474975143085,,,0,,,,,
rna,LUAD,TACSTD2,OCLN,none,spearman,rna_exploratory,False,80,0.4901487359541538,3.932422003411069e-06,0.30307072610586466,0.6408499625821128,,,0,,,,,
rna,LUAD,TACSTD2,TJP1,none,spearman,rna_exploratory,False,80,0.2580917386074313,0.02080965817445708,0.040681789367139655,0.4521675189561715,,,0,,,,,
rna,LUAD,TACSTD2,F11R,none,spearman,rna_exploratory,False,80,0.7032120817997302,3.522984496004213e-13,0.5718504056083737,0.7994135310927668,,,0,,,,,
rna,LUAD,TACSTD2,CDH1,none,spearman,rna_exploratory,False,80,0.7161342499112057,8.192125104287193e-14,0.5891122831715102,0.8086177370739178,,,0,,,,,
rna,LUAD,TACSTD2,EPCAM,none,spearman,rna_exploratory,False,80,0.6880413507428846,1.7732238519717112e-12,0.5517321872996034,0.7885497782689851,,,0,,,,,
rna,LUAD,TACSTD2,IFNG,none,spearman,rna_exploratory,False,80,0.26838101714240453,0.01608281117487135,0.051713557988385235,0.4609185406804044,,,0,,,,,
rna,LUAD,TACSTD2,IFNG,CLDN4,partial,rna_partials,False,80,0.12617632695051498,0.2678447453241978,-0.09765864343878267,0.33786078507319744,,,0,,,,0.47013879108880896,attenuated
rna,LUAD,TACSTD2,IFNG,TJ_EPITHELIAL,partial,rna_partials,False,80,0.13265805654616986,0.2438343962969145,-0.0911252376911843,0.3436873935562906,,,0,,,,0.4942900133498664,attenuated
rna,LUAD,TACSTD2,IFNG,TJ_TISMO,partial,rna_partials,False,80,0.2045757471196779,0.07052789392431265,-0.017318014763467903,0.4072640384348331,,,0,,,,0.7622586325139711,ns_after_adjustment_point_estimate_still_half_or_more
rna,LUAD,TACSTD2,IFNG,CLDN4_TJ_EDGE,partial,rna_partials,False,80,0.04248825191736029,0.7100473750479919,-0.18031614697980922,0.26114529955715327,,,0,,,,0.1583131786657466,attenuated
rna,LUAD,TACSTD2,IFNG,EPCAM,partial,rna_partials,False,80,0.32885505230234185,0.0030852687362345407,0.11619345701174986,0.5126863516027196,,,0,,,,1.2253290333416147,retained
rna,LUAD,TACSTD2,MHC1,none,spearman,rna_exploratory,False,80,0.07779041011329108,0.4927960737874164,-0.1443944569861244,0.29250780171294294,,,0,,,,,
rna,LUAD,TACSTD2,MHC1,CLDN4,partial,rna_partials,False,80,-0.007035325980658498,0.9509328303286485,-0.2277913792344491,0.21440860638702156,,,0,,,,0.09043950238098128,no_unadjusted_association
rna,LUAD,TACSTD2,MHC1,TJ_EPITHELIAL,partial,rna_partials,False,80,-0.06738200641037402,0.5551708703442884,-0.28425729783436826,0.1560534137688064,,,0,,,,0.8661993980008764,no_unadjusted_association
rna,LUAD,TACSTD2,MHC1,TJ_TISMO,partial,rna_partials,False,80,-0.0004974459095031852,0.996528477876024,-0.22158347566274442,0.22063722390408746,,,0,,,,0.006394694523125966,no_unadjusted_association
rna,LUAD,TACSTD2,MHC1,CLDN4_TJ_EDGE,partial,rna_partials,False,80,-0.1327271546403544,0.24358669214874162,-0.3437494203660625,0.0910554847727665,,,0,,,,1.7062148720781325,no_unadjusted_association
rna,LUAD,TACSTD2,MHC1,EPCAM,partial,rna_partials,False,80,0.009678802208928982,0.9325334191663878,-0.21188505138942063,0.23029635053221054,,,0,,,,0.12442153467031647,no_unadjusted_association
rna,LUAD,TACSTD2,IMMUNE,none,spearman,rna_exploratory,False,80,0.3516332821770145,0.0013819074896886424,0.14296156403418955,0.5303736317722149,,,0,,,,,
rna,LUAD,TACSTD2,IMMUNE,CLDN4,partial,rna_partials,False,80,0.2544775260071981,0.023623905653105765,0.03535655359029941,0.45025324568244907,,,0,,,,0.7237014779479618,retained
rna,LUAD,TACSTD2,IMMUNE,TJ_EPITHELIAL,partial,rna_partials,False,80,0.26991206635792037,0.01614490139406075,0.051899016825786584,0.46336846863490055,,,0,,,,0.7675953330892178,retained
rna,LUAD,TACSTD2,IMMUNE,TJ_TISMO,partial,rna_partials,False,80,0.3108912583618557,0.005292320523309291,0.09640807186786526,0.4977833874624329,,,0,,,,0.8841349045149571,retained
rna,LUAD,TACSTD2,IMMUNE,CLDN4_TJ_EDGE,partial,rna_partials,False,80,0.19764100911452245,0.0808216544561267,-0.02454188493206641,0.40121799096701005,,,0,,,,0.5620657063259122,ns_after_adjustment_point_estimate_still_half_or_more
rna,LUAD,TACSTD2,IMMUNE,EPCAM,partial,rna_partials,False,80,0.36041261289988524,0.0011033620318337883,0.1513646043836268,0.5386013468250075,,,0,,,,1.0249672916867156,retained
rna,LUAD,TACSTD2,ISG,none,spearman,rna_exploratory,False,80,0.21995100741088144,0.04994689201206729,0.00024599964583506647,0.419399599021783,,,0,,,,,
rna,LUAD,TACSTD2,CD274,none,spearman,rna_exploratory,False,80,0.4317076315685036,6.379288575067059e-05,0.2342059834783647,0.5949878691823255,,,0,,,,,
rna,LUAD,TJ_EPITHELIAL,IFNG,none,spearman,rna_tj_vs_immune,False,80,0.2458509142053446,0.027934394517255243,0.027626325840002564,0.4417078144383894,,,0,,,,,
rna,LUAD,TJ_EPITHELIAL,MHC1,none,spearman,rna_tj_vs_immune,False,80,0.16563525550867325,0.14201362306421328,-0.05612415959004765,0.37182053735024706,,,0,,,,,
rna,LUAD,TJ_EPITHELIAL,IMMUNE,none,spearman,rna_tj_vs_immune,False,80,0.23680262541022037,0.03444082341892852,0.018023482707890802,0.4339417337238188,,,0,,,,,
rna,LUAD,TJ_TISMO,IFNG,none,spearman,rna_tj_vs_immune,False,80,0.17899671823722457,0.11213774260780847,-0.042387207616841636,0.3836261343405798,,,0,,,,,
rna,LUAD,TJ_TISMO,MHC1,none,spearman,rna_tj_vs_immune,False,80,0.10768870135958744,0.3417026470712999,-0.11474313526507644,0.3198379041822443,,,0,,,,,
rna,LUAD,TJ_TISMO,IMMUNE,none,spearman,rna_tj_vs_immune,False,80,0.19545241443975625,0.08230501553073119,-0.02535325702435636,0.3980743279203253,,,0,,,,,
rna,LUAD,CLDN4,IFNG,none,spearman,rna_tj_vs_immune,False,80,0.24917955930614163,0.025818077581211504,0.031169141171180425,0.4445574004340663,,,0,,,,,
rna,LUAD,CLDN4,MHC1,none,spearman,rna_tj_vs_immune,False,80,0.10893108298171592,0.3361294268745976,-0.1135023790749314,0.3209659795812092,,,0,,,,,
rna,LUAD,CLDN4,IMMUNE,none,spearman,rna_tj_vs_immune,False,80,0.25189873417721526,0.024191657294686357,0.034067343068728086,0.44688230022807973,,,0,,,,,
rna,LUAD,CLDN4_TJ_EDGE,IFNG,none,spearman,rna_tj_vs_immune,False,80,0.3174636661978434,0.004112298645377543,0.10507604834960027,0.5021542342523375,,,0,,,,,
rna,LUAD,CLDN4_TJ_EDGE,MHC1,none,spearman,rna_tj_vs_immune,False,80,0.21165025785278951,0.05947373206177606,-0.008460057546804529,0.4121986246180367,,,0,,,,,
rna,LUAD,CLDN4_TJ_EDGE,IMMUNE,none,spearman,rna_tj_vs_immune,False,80,0.30114861697140183,0.006637866915206057,0.08720162931736962,0.48854006781359594,,,0,,,,,
protein,lung,TACSTD2,CLDN4,none,spearman,protein_exploratory,False,44,0.703875968992248,9.813589251845172e-08,0.5145115021764078,0.8277780732558573,0.49491273825948645,0.8339508098796221,2000,,,,,
protein,lung,TACSTD2,CLDN7,none,spearman,protein_exploratory,False,65,0.7016608391608391,7.47564064337753e-11,0.5522750115932397,0.8073880381078203,,,0,,,,,
protein,lung,TACSTD2,CLDN1,none,spearman,protein_exploratory,False,69,0.12188527584947023,0.31843230312110016,-0.11820539447572517,0.3485121296016469,,,0,,,,,
protein,lung,TACSTD2,CLDN3,none,spearman,protein_exploratory,False,64,0.3095238095238095,0.01281619886264668,0.06896137207107253,0.516068617338367,,,0,,,,,
protein,lung,TACSTD2,OCLN,none,spearman,protein_exploratory,False,76,0.5526725905673274,2.2611346347395868e-07,0.3737927873082138,0.6919135597356242,,,0,,,,,
protein,lung,TACSTD2,TJP1,none,spearman,protein_exploratory,False,76,0.3399043062200957,0.0026637047697950964,0.12394725141987024,0.5251182960342495,,,0,,,,,
protein,lung,TACSTD2,TJP2,none,spearman,protein_exploratory,False,76,0.6216814764183185,2.05633900756925e-09,0.4608143849369449,0.7429973679126789,,,0,,,,,
protein,lung,TACSTD2,F11R,none,spearman,protein_exploratory,False,76,0.6090772385509228,5.280583224403271e-09,0.4446858907713039,0.7337714093205059,,,0,,,,,
protein,lung,TACSTD2,CDH1,none,spearman,protein_exploratory,False,76,0.7017634996582365,1.6442936171001936e-12,0.5658318798355171,0.8005576383563405,,,0,,,,,
protein,lung,TACSTD2,EPCAM,none,spearman,protein_exploratory,False,76,0.5711551606288449,7.131916761907392e-08,0.39679494062793924,0.7057333515399974,,,0,,,,,
protein,lung,TACSTD2,TJ_EPITHELIAL,none,spearman,protein_exploratory,False,76,0.6476828434723172,2.5573107393399537e-10,0.4944250726570731,0.7618851130340628,0.476256267921371,0.7749235332066803,2000,,,,,
protein,lung,TACSTD2,TJ_EPITHELIAL,EPCAM,partial,protein_partials,False,76,0.3878076219070795,0.0005867068380428666,0.17636937399212108,0.5650363603506794,,,0,,,,0.5987616096606624,retained
protein,lung,TACSTD2,TJ_TISMO,none,spearman,protein_exploratory,False,76,0.7270813397129187,1.0306691406820722e-13,0.5999766859596882,0.8183837248454836,,,0,,,,,
protein,lung,TACSTD2,TJ_TISMO,EPCAM,partial,protein_partials,False,76,0.5554416405908404,2.3124113429564153e-07,0.37586255494604903,0.6948125899940621,,,0,,,,0.7639332908889553,retained
protein,lung,TACSTD2,CLDN4_TJ_EDGE,none,spearman,protein_exploratory,False,76,0.6668215994531783,4.829646299699298e-11,0.5194611287452711,0.7756647672397036,,,0,,,,,
protein,lung,TACSTD2,CLDN4_TJ_EDGE,EPCAM,partial,protein_partials,False,76,0.45234014097908726,4.6160270447895055e-05,0.25116376028338033,0.6160553124907197,,,0,,,,0.6783525628894223,retained
protein,lung,TACSTD2,TJ_EPITHELIAL_noCLDN4,none,spearman,protein_exploratory,False,76,0.6337935748462065,7.978579079192529e-10,0.47641389731818673,0.751819866955667,,,0,,,,,
protein,lung,TACSTD2,TJ_TISMO_noCLDN4,none,spearman,protein_exploratory,False,76,0.7236090225563909,1.534312974075881e-13,0.5952661983774135,0.8159492467720771,,,0,,,,,
protein,lung,TACSTD2,CLDN4_TJ_EDGE_noCLDN4,none,spearman,protein_exploratory,False,76,0.6555023923444976,1.3130715281805143e-10,0.5046234587655283,0.7675276036668468,,,0,,,,,
protein,lung,TACSTD2,IFNG,none,spearman,protein_exploratory,False,76,0.4155297334244703,0.00018940126250239356,0.2097216443116002,0.5860793246925086,0.1967847152579618,0.6036274696585044,2000,,,,,
protein,lung,TACSTD2,IFNG,CLDN4,partial,protein_partials,False,44,0.21002731752475304,0.17644204851817005,-0.09639732676708643,0.4800870855935937,-0.1538318514655752,0.529937620031348,2000,,,,0.5054447386806055,ns_after_adjustment_point_estimate_still_half_or_more
protein,lung,TACSTD2,MHC1,none,spearman,protein_exploratory,False,76,0.28270676691729324,0.013344647636541748,0.061148708613519294,0.4777138747955553,,,0,,,,,
protein,lung,TACSTD2,MHC1,CLDN4,partial,protein_partials,False,44,0.10717095506695658,0.4939546018694388,-0.19959758034992225,0.3948067225070899,-0.2538012881997856,0.4349426573903516,2000,,,,0.37908875063577724,attenuated
protein,lung,TACSTD2,IMMUNE,none,spearman,protein_exploratory,False,72,0.401601389156859,0.0004714189239023628,0.18736497226799068,0.5793665965467387,0.17049122948753961,0.5922599527143751,2000,,,,,
protein,lung,TACSTD2,IMMUNE,CLDN4,partial,protein_partials,False,41,0.17044768420249562,0.2930100552667948,-0.14897146046145474,0.457657242649294,-0.2060736665883718,0.5170871850230067,2000,,,,0.42442005631589463,attenuated
protein,lung,TACSTD2,ISG,none,spearman,protein_exploratory,False,76,0.4727546138072454,1.6162167678141983e-05,0.276802059378465,0.6309592695311164,,,0,,,,,
protein,NSCLC,TACSTD2,CLDN4,none,spearman,protein_exploratory,False,35,0.7266106442577032,7.730366817532931e-07,0.5190461987466354,0.85325065915519,0.5162000278487074,0.842522382647747,2000,,,,,
protein,NSCLC,TACSTD2,CLDN7,none,spearman,protein_exploratory,False,54,0.7873070325900513,1.658293128671258e-12,0.6583285716509504,0.87137353453859,,,0,,,,,
protein,NSCLC,TACSTD2,CLDN1,none,spearman,protein_exploratory,False,57,0.07868809955924294,0.5606853698182769,-0.1856867997482068,0.33243955693534455,,,0,,,,,
protein,NSCLC,TACSTD2,CLDN3,none,spearman,protein_exploratory,False,52,0.3875181422351233,0.00453502121289546,0.12817256220486156,0.5972563207802608,,,0,,,,,
protein,NSCLC,TACSTD2,OCLN,none,spearman,protein_exploratory,False,63,0.5418586789554531,4.509985391301596e-06,0.3396995441846972,0.6961615008770442,,,0,,,,,
protein,NSCLC,TACSTD2,TJP1,none,spearman,protein_exploratory,False,63,0.24164746543778803,0.05639243387574686,-0.006507162903952901,0.46176575494495503,,,0,,,,,
protein,NSCLC,TACSTD2,TJP2,none,spearman,protein_exploratory,False,63,0.6569220430107527,5.006259433697785e-09,0.4886987480645432,0.7780498790293353,,,0,,,,,
protein,NSCLC,TACSTD2,F11R,none,spearman,protein_exploratory,False,63,0.6639784946236559,2.993561957497619e-09,0.49816728788019726,0.7829413365190959,,,0,,,,,
protein,NSCLC,TACSTD2,CDH1,none,spearman,protein_exploratory,False,63,0.75,1.503329298128451e-12,0.6168627276406278,0.8414108859893834,,,0,,,,,
protein,NSCLC,TACSTD2,EPCAM,none,spearman,protein_exploratory,False,63,0.658554147465438,4.450248793244079e-09,0.4908852333027979,0.77918254375409,,,0,,,,,
protein,NSCLC,TACSTD2,TJ_EPITHELIAL,none,spearman,protein_exploratory,False,63,0.7103974654377881,6.9806650339629e-11,0.5614550659119304,0.8147559568592847,0.5406866242806018,0.8204023912321534,2000,,,,,
protein,NSCLC,TACSTD2,TJ_EPITHELIAL,EPCAM,partial,protein_partials,False,63,0.39966860725247666,0.001289926618137506,0.16652353476348558,0.5904913049498469,,,0,,,,0.5625985827612401,retained
protein,NSCLC,TACSTD2,TJ_TISMO,none,spearman,protein_exploratory,False,63,0.7844662058371736,2.8309620699380217e-14,0.6661826228065687,0.8642523114870279,,,0,,,,,
protein,NSCLC,TACSTD2,TJ_TISMO,EPCAM,partial,protein_partials,False,63,0.5664343583474845,1.5964304263355e-06,0.3688500636726718,0.71504055931037,,,0,,,,0.7220634287782888,retained
protein,NSCLC,TACSTD2,CLDN4_TJ_EDGE,none,spearman,protein_exploratory,False,63,0.6908122119815668,3.711650807512112e-10,0.5345382747117167,0.8014088235279514,,,0,,,,,
protein,NSCLC,TACSTD2,CLDN4_TJ_EDGE,EPCAM,partial,protein_partials,False,63,0.4210945837553004,0.0006539644036917714,0.19146378305115383,0.6070189397741091,,,0,,,,0.6095644756299367,retained
protein,NSCLC,TACSTD2,TJ_EPITHELIAL_noCLDN4,none,spearman,protein_exploratory,False,63,0.6974846390168972,2.1322215864880706e-10,0.5436729881512278,0.8059684130490599,,,0,,,,,
protein,NSCLC,TACSTD2,TJ_TISMO_noCLDN4,none,spearman,protein_exploratory,False,63,0.780625960061444,4.56408681222017e-14,0.660635672837476,0.8617234877093592,,,0,,,,,
protein,NSCLC,TACSTD2,CLDN4_TJ_EDGE_noCLDN4,none,spearman,protein_exploratory,False,63,0.6800115207373272,8.829075389541781e-10,0.5198288523329451,0.7940008477852032,,,0,,,,,
protein,NSCLC,TACSTD2,IFNG,none,spearman,protein_exploratory,False,63,0.3327092933947773,0.007715251109614784,0.0925756136022641,0.5362677738857439,0.09646965569498056,0.5394210210210206,2000,,,,,
protein,NSCLC,TACSTD2,IFNG,CLDN4,partial,protein_partials,False,35,0.08745681101147809,0.6228422921217355,-0.25834954699421003,0.4133963554847506,,,0,,,,0.26286254321037533,attenuated
protein,NSCLC,TACSTD2,MHC1,none,spearman,protein_exploratory,False,63,0.17900345622119818,0.1604049383713173,-0.0719527379026007,0.4086447678293725,,,0,,,,,
protein,NSCLC,TACSTD2,MHC1,CLDN4,partial,protein_partials,False,35,-0.02945919787719313,0.8686403828772689,-0.3639987075832147,0.3118128070981632,,,0,,,,0.1645733467894039,no_unadjusted_association
protein,NSCLC,TACSTD2,IMMUNE,none,spearman,protein_exploratory,False,62,0.33776535468761804,0.007256380513250634,0.09610484981026578,0.5418236630129821,0.07622543041766311,0.5680313147182319,2000,,,,,
protein,NSCLC,TACSTD2,IMMUNE,CLDN4,partial,protein_partials,False,34,0.0900614738726117,0.6181809897271036,-0.26132748548918494,0.4203729945248442,,,0,,,,0.2666391701301188,attenuated
protein,NSCLC,TACSTD2,ISG,none,spearman,protein_exploratory,False,63,0.4007296466973887,0.0011357115652226512,0.16982610319718283,0.5899231056268703,,,0,,,,,
protein,LUAD,TACSTD2,CLDN4,none,spearman,protein_exploratory,False,22,0.7820440429136083,1.713299661861345e-05,0.5377359407757859,0.9051949069982682,,,0,,,,,
protein,LUAD,TACSTD2,CLDN7,none,spearman,protein_exploratory,False,33,0.761029411764706,2.7287486942369574e-07,0.5654561500293602,0.8755777480817889,,,0,,,,,
protein,LUAD,TACSTD2,CLDN1,none,spearman,protein_exploratory,False,34,-0.11291061879297173,0.5249142731603026,-0.4344865351220259,0.23419731752120637,,,0,,,,,
protein,LUAD,TACSTD2,CLDN3,none,spearman,protein_exploratory,False,31,0.4866935483870969,0.0054959470497612,0.15993503259014596,0.7173270037676539,,,0,,,,,
protein,LUAD,TACSTD2,OCLN,none,spearman,protein_exploratory,False,37,0.41275486012328116,0.011121874284436053,0.10243565464362124,0.6498611529102779,,,0,,,,,
protein,LUAD,TACSTD2,TJP1,none,spearman,protein_exploratory,False,37,0.12636320531057374,0.4561200607368446,-0.206094120867824,0.4326670442331718,,,0,,,,,
protein,LUAD,TACSTD2,TJP2,none,spearman,protein_exploratory,False,37,0.7086296823138928,9.215886420880588e-07,0.49924120015080764,0.839818409938097,,,0,,,,,
protein,LUAD,TACSTD2,F11R,none,spearman,protein_exploratory,False,37,0.6455666192508297,1.5998232281609334e-05,0.4065981357233602,0.8018565829161275,,,0,,,,,
protein,LUAD,TACSTD2,CDH1,none,spearman,protein_exploratory,False,37,0.6680891417733522,6.239167541202779e-06,0.4391302405307607,0.8155607800752209,,,0,,,,,
protein,LUAD,TACSTD2,EPCAM,none,spearman,protein_exploratory,False,37,0.6180654338549074,4.577920641890702e-05,0.3676798178478355,0.7848970635691921,,,0,,,,,
protein,LUAD,TACSTD2,TJ_EPITHELIAL,none,spearman,protein_exploratory,False,37,0.688003793266951,2.5329092526397793e-06,0.46840447563634974,0.8275419287812392,,,0,,,,,
protein,LUAD,TACSTD2,TJ_EPITHELIAL,EPCAM,partial,protein_partials,False,37,0.4108595833252553,0.012804079028523626,0.09517010135024681,0.6514599214277834,,,0,,,,0.5971763344127936,retained
protein,LUAD,TACSTD2,TJ_TISMO,none,spearman,protein_exploratory,False,37,0.7484589853010906,1.0022273298102574e-07,0.5603278634317097,0.8631509811267712,,,0,,,,,
protein,LUAD,TACSTD2,TJ_TISMO,EPCAM,partial,protein_partials,False,37,0.5370771309009958,0.0007318587228813845,0.2532222059409676,0.7357844204509956,,,0,,,,0.7175772372950271,retained
protein,LUAD,TACSTD2,CLDN4_TJ_EDGE,none,spearman,protein_exploratory,False,37,0.6808914177335229,3.5228510618101434e-06,0.4578937452928692,0.823277488860562,,,0,,,,,
protein,LUAD,TACSTD2,CLDN4_TJ_EDGE,EPCAM,partial,protein_partials,False,37,0.4095250390445568,0.013127409225627289,0.09357987543038643,0.6505353958246497,,,0,,,,0.6014542530257454,retained
protein,LUAD,TACSTD2,TJ_EPITHELIAL_noCLDN4,none,spearman,protein_exploratory,False,37,0.6545756282598387,1.1079787570079912e-05,0.41953866121117195,0.807358064082704,,,0,,,,,
protein,LUAD,TACSTD2,TJ_TISMO_noCLDN4,none,spearman,protein_exploratory,False,37,0.7264106211474631,3.588514399245728e-07,0.5262572349390245,0.8502949734645207,,,0,,,,,
protein,LUAD,TACSTD2,CLDN4_TJ_EDGE_noCLDN4,none,spearman,protein_exploratory,False,37,0.6514935988620199,1.2580511630133643e-05,0.41510086249028455,0.8054789628725305,,,0,,,,,
protein,LUAD,TACSTD2,IFNG,none,spearman,protein_exploratory,False,37,0.18492176386913228,0.2732049702396232,-0.14796289330180915,0.4801698599743749,,,0,,,,,
protein,LUAD,TACSTD2,IFNG,CLDN4,partial,protein_partials,False,22,0.02306849649194909,0.9209376256125017,-0.41272838286395847,0.45027130994793335,,,0,,,,0.12474733102954008,no_unadjusted_association
protein,LUAD,TACSTD2,MHC1,none,spearman,protein_exploratory,False,37,0.07467994310099572,0.6604562522795064,-0.2555221014663757,0.38927926480933006,,,0,,,,,
protein,LUAD,TACSTD2,MHC1,CLDN4,partial,protein_partials,False,22,-0.14123830385399289,0.5414135547436569,-0.5400008489750907,0.3093071518381235,,,0,,,,1.8912481449401335,no_unadjusted_association
protein,LUAD,TACSTD2,IMMUNE,none,spearman,protein_exploratory,False,36,0.23783783783783782,0.16247318758479246,-0.09838557475225691,0.5253255661174412,,,0,,,,,
protein,LUAD,TACSTD2,IMMUNE,CLDN4,partial,protein_partials,False,21,-0.034353509463370485,0.8856718659788115,-0.46973333875458734,0.41446807517051554,,,0,,,,0.14444089206189864,no_unadjusted_association
protein,LUAD,TACSTD2,ISG,none,spearman,protein_exploratory,False,37,0.2984826932195353,0.07274323665366841,-0.028270449053544894,0.5676061859758108,,,0,,,,,
