Samples	GSE_ID	line	cancer	Tacstd2	Cldn4	Granulocytes_mMCPcounter	Neutrophils_mMCPcounter	Neutrophil_TIMER	Neutrophils_CIBERSORT_abs	Neutrophil_quanTIseq	Neutrophil_xCell	T CD8_TIMER	T CD8_CIBERSORT_abs	T CD8_EPIC	T CD8_quanTIseq	T CD8_xCell	CD8 T_mMCPcounter
SRX5100658	GSE124821	T11	Mammary	0.394382433087523	0.632700959103484	0.211814645	0.074804083	0.1275467617	0.004436	0.1000688	0.0008355532	0.2426447912	0.0	0.01257668	0.0	0.0	0.235964733
SRX5100659	GSE124821	T11	Mammary	0.0220978928305594	0.102123277749099	0.089662207	0.0	0.1323355474	0.008735169	0.09324906	0.0	0.2551196846	0.0	0.01522619	0.0	3.910992e-18	0.617450832
SRX5100660	GSE124821	T11	Mammary	0.228276904880276	0.441996511846857	1.61418826	0.086003794	0.1477082921	0.005888812	0.1100813	0.0	0.2467406014	0.0	0.01463506	0.0	4.218205e-18	0.140511683
SRX5100758	GSE124821	T11	Mammary	0.124100462408265	0.244773830512562	0.700731779	0.069285588	0.1327195103	0.0	0.08558942	0.007308347	0.2106530231	0.0	0.005955798	0.0	0.0	0.935686035
SRX5100763	GSE124821	T11	Mammary	0.0	0.0263694878172782	0.080851374	0.0	0.1363504044	0.0	0.1025386	0.003277639	0.2421038745	0.05105466	0.006523688	0.0	1.606994e-18	0.838676711
SRX5100764	GSE124821	T11	Mammary	0.0	0.0324605902277408	0.0	0.0	0.1055449737	0.0	0.07460963	0.000317579	0.1805180775	0.01411061	0.01060646	0.0	0.0	0.156343542
SRX5100765	GSE124821	T11	Mammary	0.530414390416859	1.23003757976998	0.538312678	0.0	0.1306271738	0.0	0.1050497	0.004771484	0.2046177031	0.0	0.005744074	0.0	0.0	0.614506321
SRX5100816	GSE124821	T11	Mammary	0.0177309609066784	0.175450508373922	0.136829234	0.0	0.1139783059	0.004267006	0.09047578	0.00216507	0.2131971527	0.01029691	0.00411859	0.0	0.0	0.734239211
SRX5100817	GSE124821	T11	Mammary	0.0254512614966067	0.0714455435305257	0.0736009	0.0	0.1006438216	0.004414101	0.05767015	0.003699636	0.1659913604	0.03206322	0.008591066	0.001387035	0.0	1.300753393
SRX5100824	GSE124821	T11	Mammary	0.0	0.0385443446102724	0.122239348	0.0	0.1114412028	0.0	0.07408895	0.0008865834	0.1852390907	0.02088113	0.007742295	0.0004591747	0.0	1.195310428
SRX5100825	GSE124821	T11	Mammary	0.326878998613677	0.568972834154964	0.459186077	0.0	0.1243566814	0.0	0.06891763	0.007753738	0.183884268	0.05515276	0.01006256	0.0	3.2661249999999997e-19	1.132055602
SRX5100652	GSE124821	T11	Mammary	0.0	0.0996870524083333	0.039457085	0.0	0.1495879355	0.0	0.1289653	0.009592843	0.2980817029	0.1698177	0.02336731	0.005208857	0.001473859	2.307437269
SRX5100653	GSE124821	T11	Mammary	0.0208541870687653	0.0586974691847541	0.118745102	0.065639861	0.1561939156	0.0	0.1269139	0.008012957	0.2868335723	0.09819754	0.01788946	0.002539497	0.0	1.828907747
SRX5100655	GSE124821	T11	Mammary	0.0	0.0	0.065608155	0.0	0.1706496376	0.0	0.1351195	0.00955731	0.3356442801	0.1423331	0.02418435	0.007640141	0.005789467	2.506690286
SRX5100848	GSE124821	T11	Mammary	0.39891288983982	0.116492517385053	0.452878991	0.0	0.1613926402	0.0	0.1060604	0.008266926	0.2978431765	0.1050444	0.02769441	0.002860294	0.0	1.685865714
SRX5100722	GSE124821	T11	Mammary	0.457276984871182	0.65068369241514	0.0	0.0596653822	0.09531708	0.003025992	0.04939982	0.0104969	0.1810169	0.09749088	0.003927072	0.005554529	1.866896e-19	1.8619240095
SRX5100860	GSE124821	T11	Mammary	0.0687065766780728	0.148231290458889	0.099967071	0.0	0.1543357175	0.02513594	0.06538762	0.01097697	0.2246404369	0.0803952	0.005441292	0.002664582	0.07294022	1.783193446
SRX5100862	GSE124821	T11	Mammary	0.403185903665353	0.870111374888081	0.099036607	0.080474842	0.1313468642	0.0	0.06112838	0.002157364	0.1663807144	0.2001854	0.01451152	0.01565378	0.008426203	3.260838336
SRX5100864	GSE124821	T11	Mammary	0.0369885462627059	0.0864237266947536	0.027272973	0.0	0.2072922212	0.0	0.04711202	0.01570248	0.3124550473	0.3187302	0.02109017	0.02578223	0.03065968	3.575709864
SRX5100634	GSE124821	p53-2336R	Mammary	0.0227484567374456	0.568767618734353	0.0	2.923405362	0.0795894464	0.0	0.046738	0.004284884	0.1366354672	0.02653178	0.05008378	0.0	1.0468960000000001e-17	0.318260145
SRX5100635	GSE124821	p53-2336R	Mammary	0.357063235278235	1.32273116393245	0.0	1.603688769	0.0726602927	0.0	0.05495396	0.006466269	0.1725087268	0.007200679	0.03802906	0.0	9.744707e-18	0.323473836
SRX5100637	GSE124821	p53-2336R	Mammary	0.0	0.427584719908036	0.127584419	1.440224025	0.0626795913	0.0	0.04376718	0.003518118	0.1788888811	0.007523315	0.03721814	0.0	9.127603999999999e-19	0.029462781
SRX5100640	GSE124821	p53-2336R	Mammary	0.283574535741557	5.55825217215209	0.09649666	2.073466198	0.0405029753	0.0	0.04412344	0.004230415	0.2280555271	0.0	0.01749742	0.0	3.183729e-19	0.119559369
SRX5100662	GSE124821	p53-2336R	Mammary	0.0617761975866898	4.59612485950323	0.045763068	2.544450023	0.0651079011	0.005082102	0.04640858	0.005555233	0.1783056176	0.003273985	0.02081602	0.0	2.956108e-17	0.073384275
SRX5100664	GSE124821	p53-2336R	Mammary	0.10272127938046	4.82026128305434	0.0	1.635692643	0.0408106622	0.0	0.0971237	0.007458995	0.2284191356	0.001335273	0.01780844	0.0	0.0	0.092265632
SRX5100672	GSE124821	p53-2336R	Mammary	0.358713574953564	1.21848423027878	0.215980459	1.045774249	0.0617570611	0.002412618	0.04075339	0.006639479	0.1916285973	0.01341655	0.0328771	0.0	5.214022e-18	0.247240931
SRX5100673	GSE124821	p53-2336R	Mammary	0.0272715576979887	0.446502922884509	0.040094258	2.429993225	0.1163876395	0.0	0.08359992	0.008394855	0.2041272315	0.01142745	0.054352	0.0	0.0	0.67115657
SRX5100695	GSE124821	p53-2336R	Mammary	0.0	1.40668142223428	0.029310111	2.909049559	0.066419406	0.0	0.05070333	0.006982274	0.1302986324	0.01551483	0.04413313	0.0	0.0	0.114990614
SRX5100696	GSE124821	p53-2336R	Mammary	0.0	1.24650416236824	0.0	3.01929769	0.072648902	0.0	0.04844743	0.005261244	0.1469294075	0.01978635	0.0501934	0.0	1.112571e-17	0.221461377
SRX5100704	GSE124821	p53-2336R	Mammary	0.0	1.53686555535053	0.053611847	2.87016919	0.0756124178	0.004200667	0.04946579	0.005735059	0.1533940424	0.01692762	0.04961923	0.0	0.0	0.210831456
SRX5100674	GSE124821	p53-2225L	Mammary	1.77477947061004	6.91722810714265	0.832618661	0.931910694	0.0810256593	0.01672835	0.05710467	0.01526479	0.1476284337	0.06885933	0.005804627	0.0	0.0	0.517865251
SRX5100694	GSE124821	p53-2225L	Mammary	3.32077853041244	7.08031350073444	0.187382639	5.358550075	0.049123391	0.0	0.067403	0.008232613	0.1626022643	0.01438502	0.01553376	0.0	0.0	0.0
SRX5100698	GSE124821	p53-2225L	Mammary	4.4713736067728	8.07999151012729	0.0	5.524047247	0.0592233727	0.00473554	0.05397964	0.005172234	0.1240555629	0.0	0.01281342	0.0	1.810606e-18	0.075675011
SRX5100699	GSE124821	p53-2225L	Mammary	3.05195306539868	6.76924817812354	0.0	5.512603158	0.0479930596	0.0	0.04965667	0.004894295	0.1196575984	0.0	0.01080194	0.0	0.0	0.029072593
SRX5100734	GSE124821	p53-2225L	Mammary	3.83797532384361	6.90505009413338	0.048357568	5.308455533	0.0501334499	0.009033722	0.04922842	0.004250687	0.1152783071	0.01257652	0.01173526	0.0	0.0	0.039267564
SRX5100735	GSE124821	p53-2225L	Mammary	3.90739833490604	7.4027510277297	0.031499654	4.721994667	0.052493217	0.0	0.06239134	0.005635902	0.1049386294	0.0	0.009250639	0.0	0.0	0.075331359
SRX5100606	GSE124821	p53-2225L	Mammary	4.44003195402948	6.12775880854131	0.235722159	0.98724882	0.0892580207	0.02408964	0.06071366	0.02496301	0.0	0.007526383	0.004417758	0.0	0.0	0.100474466
SRX5100607	GSE124821	p53-2225L	Mammary	4.57803931386302	7.14811451816883	0.500597104	2.002363362	0.0749790835	0.08087482	0.04837166	0.02018983	0.0811466427	0.001384606	0.00829023	0.0	0.0	0.350269793
SRX5100650	GSE124821	p53-2225L	Mammary	4.52756189189567	7.58610458036798	0.875311406	2.142445788	0.0787718886	0.06061502	0.05029964	0.01389983	0.104353662	0.0	0.0007990979	0.0	0.0	0.316215268
SRX5100701	GSE124821	p53-2225L	Mammary	3.81167704171471	7.29734751968491	0.046252163	5.230004099	0.0538654258	0.0	0.05609581	0.00371549	0.1278287858	0.0004273715	0.01210578	0.0	0.0	0.037475001
SRX5100728	GSE124821	p53-2225L	Mammary	3.57879890373705	7.15826995475109	0.07435609	5.359135461	0.0517410931	0.0	0.06736572	0.007143355	0.1590390849	0.005612428	0.01405059	0.0	0.0	0.0
SRX5100756	GSE124821	p53-2225L	Mammary	4.8273560687528	7.07271842980355	0.346978441	0.991823482	0.0895695401	0.04626848	0.05478057	0.02458357	0.031655533	0.0359872	0.006135491	0.0	1.0082290000000001e-17	0.523102228
SRX5100781	GSE124821	p53-2225L	Mammary	4.29305384823841	7.8758064438525	0.240206848	5.052536447	0.0420920911	0.0	0.06560397	0.003614797	0.1711678277	0.003474461	0.01528529	0.0	0.0	0.030747108
SRX5100782	GSE124821	p53-2225L	Mammary	1.13111004274157	5.65047518704013	0.0	5.002971954	0.0656152187	0.0	0.0667962	0.005983064	0.1295872448	0.01574192	0.01389049	0.0	0.0	0.0
SRX2452245	GSE93017	MC38	Colorectal	0.0	0.0	0.0	0.0	0.0894045494	0.0	0.0282112	0.00641868	0.1452121293	0.009142056	0.00329963	0.0	2.501381e-19	0.547149709
SRX2452246	GSE93017	MC38	Colorectal	0.0	0.0	0.0	0.0	0.0908928035	0.0	0.01960168	0.01325816	0.1367772205	0.01861659	0.009253933	0.003610234	0.001481296	1.165098335
SRX2452247	GSE93017	MC38	Colorectal	0.0	0.263605493157007	0.0	0.163521918	0.0961560346	0.0	0.0180526	0.009755006	0.1403334125	0.01013846	0.003925663	0.001575796	0.0104169	0.817636354
SRX10606794	GSE172162	MC38	Colorectal	0.0	0.0	0.0	0.032204	0.12297241	0.0	0.001331041	2.031694e-19	0.20891161	0.008882164	0.01249519	0.002402159	0.01509632	0.337543
SRX10606795	GSE172162	MC38	Colorectal	0.0	0.0	0.0	0.0	0.11987227	0.0	0.002099878	0.0005096993	0.20386096	0.009167333	0.004976027	0.001420922	0.00846434	0.227262
SRX10606796	GSE172162	MC38	Colorectal	0.0	0.0	0.026006	0.0	0.12690927	0.0004532112	0.0	0.001770122	0.20872246	0.005276069	0.005763422	0.0005294997	0.009191687	0.311968
SRX10606797	GSE172162	MC38	Colorectal	0.0512444443431993	0.04908037874892	0.02794	0.0	0.12816897	0.0	0.0	0.0002412656	0.20701419	0.006326717	0.006091173	0.0	0.009587353	0.157611
SRX10606806	GSE172162	MC38	Colorectal	0.0	0.0	0.05169	0.0	0.12203944	0.0009221075	0.01662586	0.0	0.21947689	0.007604178	0.01090512	0.003052945	0.01372724	0.459438
SRX10606807	GSE172162	MC38	Colorectal	0.0	0.0	0.053057	0.0	0.11295818	0.008658058	0.03100207	3.078467e-19	0.21152758	0.003230171	0.009871018	0.0007568133	0.0	0.042852
SRX10606808	GSE172162	MC38	Colorectal	0.0630555684577779	0.0	0.0	0.0	0.12747514	0.0	0.0	0.0002411227	0.21035801	0.001910937	0.01234575	0.001457426	0.01367263	0.084647
SRX10606809	GSE172162	MC38	Colorectal	0.0	0.0291957240979446	0.027411	0.0	0.12777847	0.0	0.0002208363	0.0002817799	0.21059528	0.007270192	0.008636568	0.001597132	0.01270067	0.306324
SRX8918394	GSE155972	LLC	Lung	0.197823139329986	0.10634205277227	0.13694	0.0	0.11867513	0.03242962	0.02116675	0.0001822645	0.167249324	0.0774684	0.005694136	0.008202326	0.02372148	3.795353
SRX8918395	GSE155972	LLC	Lung	0.0	0.12605043643627	0.340839	0.0	0.118596256	0.006406604	0.03323337	0.07501809	0.192209763	0.1327872	0.0123593	0.02495308	0.07681254	9.551847
SRX8918396	GSE155972	LLC	Lung	0.455126746965949	0.885952793621292	0.0	0.0	0.135569697	0.03413479	0.05178113	0.0006016284	0.205943166	0.1671782	0.01911901	0.0312786	0.04266585	
SRX8918397	GSE155972	LLC	Lung	0.157146379944645	0.390182040177505	0.0	0.0	0.127379637	0.02438009	0.02758558	0.0	0.199759464	0.08278776	0.01412767	0.0124092	0.03849345	4.959382
SRX8918398	GSE155972	LLC	Lung	0.134319377924675	0.462286193374902	0.258991	0.0	0.118952353	0.004353408	0.02092911	0.03659942	0.181816912	0.03143141	0.005363485	0.002975471	0.02370145	1.633838
SRX8918399	GSE155972	LLC	Lung	1.10246233034002	0.377823029258018	0.132836	0.165911	0.129073157	0.03355905	0.04037384	0.001014533	0.209282981	0.09005166	0.009892781	0.009527446	0.01425914	4.194092
SRX8918400	GSE155972	LLC	Lung	0.359039452578179	0.111047793787244	0.0	0.0	0.121837882	0.003230478	0.02677833	0.09473189	0.183386673	0.06444461	0.009712773	0.01198751	0.03207561	3.980291
SRX8918401	GSE155972	LLC	Lung	0.0679983424297237	0.0635297562150905	0.0	0.0	0.132407989	0.03321231	0.05689267	0.0008782288	0.249186382	0.187681	0.01927988	0.03155322	0.05395863	10.47354
SRX8918402	GSE155972	LLC	Lung	0.329517674901594	0.0	0.826762	0.0	0.114361683	0.008001094	0.03474629	0.00179278	0.220774935	0.07331119	0.009393004	0.01533538	0.07637173	6.052827
SRX8918403	GSE155972	LLC	Lung	0.0	0.14879626337465	0.0	0.0	0.116159039	0.0109398	0.02854028	0.0	0.200318029	0.04979373	0.01368403	0.02373356	0.09493419	9.588194
SRX8918410	GSE155972	LLC	Lung	0.0667609435538487	0.0634753889886228	0.0	0.0	0.106199487	0.002068133	0.01511924	4.637525e-19	0.178989171	0.02032746	0.007613152	0.0006221719	0.01485648	1.05325
SRX8918411	GSE155972	LLC	Lung	0.0	0.0	0.0	0.0	0.137998013	0.03009926	0.0294184	0.0006224083	0.212013685	0.028031	0.02189439	0.005904432	0.03612646	4.018038
SRX8918412	GSE155972	LLC	Lung	0.0	0.129060937445687	0.333659	0.0	0.121655669	0.02281978	0.01545164	2.549082e-18	0.191260313	0.05362519	0.01222043	0.008074001	0.03077063	3.271333
SRX8918413	GSE155972	LLC	Lung	0.122133286460038	0.0	0.0	0.0	0.115471084	0.01562381	0.02394675	0.0	0.185326988	0.05409414	0.01205353	0.00538992	0.03514143	2.145844
SRX8918414	GSE155972	LLC	Lung	0.289239296690949	0.0567997405770547	0.0	0.0	0.109180611	0.00570305	0.01960146	0.0	0.188228108	0.0491606	0.007959982	0.003508621	0.02641242	2.096452
SRX8918415	GSE155972	LLC	Lung	0.0793221934395296	0.402556382350944	0.107346	0.0	0.111276261	0.007148921	0.02021994	0.0	0.186620652	0.02913356	0.01052405	0.004661988	0.02993082	3.392389
SRX8918416	GSE155972	LLC	Lung	0.127280837247523	0.122498701218259	0.0	0.0	0.102371609	0.0	0.01136418	3.4549469999999996e-19	0.161742712	0.01103529	0.008212579	0.0	0.01901429	0.454473
SRX8918417	GSE155972	LLC	Lung	0.0681569105593075	0.235199290949439	0.634788	0.318958	0.11687941	0.009754314	0.02270957	1.704555e-05	0.20358445	0.04525693	0.01378482	0.01228162	0.0424925	5.518742
SRX8918418	GSE155972	LLC	Lung	0.738081828512656	0.270755190768309	0.0	0.0	0.102881985	0.008353915	0.04128633	0.003309376	0.236076355	0.06184033	0.0119519	0.01828571	0.1517837	9.422014
SRX8918419	GSE155972	LLC	Lung	0.0785079827116529	0.0	0.0	0.0	0.118446633	0.03259222	0.02527187	0.0	0.178904156	0.05337149	0.01116186	0.004698045	0.02555614	2.231884
SRX5100590	GSE124821	KPB25L	Mammary	3.82828142570587	7.57960492288375	0.097687648	0.171387473	0.1259338514	0.05428412	0.1141571	0.002204669	0.1395209682	0.04906452	0.006317102	0.0	0.0	0.683708131
SRX5100604	GSE124821	KPB25L	Mammary	0.0261003153427935	1.11264942905001	0.038387014	0.0	0.0917257395	0.0	0.0527091	0.002177284	0.2085123536	0.01857484	0.002353488	0.0	0.0	0.56513895
SRX5100605	GSE124821	KPB25L	Mammary	4.62108915484783	8.12494320183752	0.190886624	0.220311379	0.1023799116	0.00352812	0.1432252	0.0	0.1963076695	0.1517748	0.006838165	0.001172317	4.2142470000000004e-18	1.495276106
SRX5100608	GSE124821	KPB25L	Mammary	3.8248260891989	7.54099756367284	0.133777876	0.160739517	0.110563272	0.04577228	0.1041176	0.0	0.1689504508	0.03091428	0.0001901998	0.0007717024	0.0	1.141604779
SRX5100766	GSE124821	KPB25L	Mammary	3.00455873934662	7.57369155063039	0.533486602	0.086794634	0.1129490497	0.0	0.1180671	3.1502119999999997e-19	0.1907730043	0.08585209	0.006906327	0.001558912	0.0	1.432805512
SRX5100767	GSE124821	KPB25L	Mammary	4.95435430011207	8.6190812347637	0.316914975	0.268848757	0.0907470238	0.01153699	0.04918025	0.0	0.2454579534	0.0	0.002851963	0.0	4.458733e-18	0.048347802
SRX5100707	GSE124821	KPB25L	Mammary	0.0942333669017051	0.111293111067003	0.035474706	0.0	0.1802386228	0.03004992	0.07748035	0.005019863	0.2611973098	0.2507486	0.01572391	0.003689073	0.02447686	1.693889239
SRX5100708	GSE124821	KPB25L	Mammary	0.0	0.116303534016496	0.073266351	0.0	0.2159817078	0.03696389	0.06817671	0.01351676	0.3898338767	0.4677971	0.01884309	0.02666553	0.05160067	3.39885476
SRX5100713	GSE124821	KPB25L	Mammary	3.30894649074627	7.64967520609296	0.0	0.900598285	0.1467924823	0.02534423	0.09801056	5.437799e-19	0.203671987	0.01499774	0.001621139	0.0	0.0	1.063033472
SRX5100716	GSE124821	KPB25L	Mammary	4.30377658444363	7.09394158810035	0.0	1.315573186	0.1308612273	0.0656294	0.09717362	1.740672e-19	0.1990438117	0.1563948	0.01326068	0.008897698	0.0	2.523944282
SRX5100820	GSE124821	KPB25L	Mammary	1.86647639055375	5.79577408956224	0.0	0.04154579	0.1256350235	0.08435115	0.1182879	5.659938999999999e-19	0.1840318504	0.2450375	0.01527795	0.0109952	4.1690449999999994e-19	2.912306681
SRX5100822	GSE124821	KPB25L	Mammary	2.61039061007158	5.52679917897678	0.140490742	0.710029001	0.1649751414	0.09728929	0.09459561	0.011843	0.2663728683	0.6315844	0.02178591	0.03528639	0.03258466	3.944199621
