ligand	pearson	pearson_p	n_background
NMB	0.1534758726931468	0.14411691092053835	92
PTGFRN	0.1530372717538855	0.14528035860294206	92
LIPH	0.15291830882968904	0.14559713963468254	92
CDH3	0.15219469910187866	0.14753521756587626	92
PODXL	0.1514449488684395	0.1495636934680197	92
PAM	0.1513761377565596	0.1497509074255016	92
SAA1	0.1511139445887047	0.1504658657520177	92
SYT1	0.1508084326002076	0.1513021716506116	92
CLU	0.1507689956779249	0.1514103791702752	92
LCN2	0.15068662949197062	0.15163656346560708	92
IGFBP4	0.15054723975915377	0.152019915353825	92
CFH	0.15040408947527145	0.15241436420121837	92
TNFSF15	0.14937532484347743	0.15527167157815228	92
PIGA	0.1490594989423462	0.1561568231647115	92
KIAA0319L	0.14865049868555016	0.1573086965282387	92
COL7A1	0.1482316941520466	0.15849473030250816	92
C1QA	0.1479898048802324	0.1591827742859115	92
CD82	0.14794097240941345	0.15932194538113714	92
MPZL3	0.14789521932588032	0.15945242241999047	92
LAMA5	0.1470011438568641	0.16201809057832928	92
COL18A1	0.14673721302535622	0.16278130013083625	92
ADM2	0.14607169459660252	0.16471761469508803	92
APP	0.14558506035018431	0.16614422493225836	92
LAMA3	0.1451007701634415	0.16757301334806657	92
PROS1	0.14495276892559672	0.1680114625264587	92
CLDN3	0.14470673916359575	0.1687421913947146	92
NECTIN4	0.14466716683261518	0.16885994307333335	92
CADM4	0.14461255328119665	0.1690225510419649	92
GNAS	0.14458849668082224	0.16909421449139986	92
SEMA4F	0.14439508693424222	0.16967118730232525	92
TNFRSF14	0.14438047126228606	0.16971484714157214	92
CALM1	0.1439357325426086	0.17104733072983894	92
LRCH4	0.14377038161600622	0.17154469859953583	92
NTN1	0.14365666099651525	0.17188738213576032	92
MXRA8	0.1427228892844059	0.1747202582440618	92
GPI	0.14247813932831246	0.17546841664505078	92
PTGS2	0.14237082245941785	0.17579720582207273	92
LAMB3	0.14182733254602078	0.1774692475500232	92
TNC	0.14164914483107457	0.17801996699282807	92
SEMA3A	0.14157160308899314	0.17826001310494544	92
COL27A1	0.14138473578534935	0.1788394715039389	92
GJB2	0.141248598717813	0.17926248659701957	92
CEACAM6	0.14117902793862316	0.17947894423930752	92
MFAP2	0.14056688857075889	0.18139175252616546	92
ITGB2	0.14048253982266767	0.18165648653398253	92
EDN1	0.14021618808361017	0.18249429893121522	92
EFNA3	0.1401874801661788	0.18258476790000086	92
COL17A1	0.14008661596520308	0.18290288647498176	92
ANG	0.14004552209659415	0.18303260937603358	92
GDF15	0.1396227023779283	0.18437123918573303	92
SEMA4C	0.13949990714547078	0.1847613357015545	92
VSIR	0.1393310044081103	0.1852988873672041	92
ADAM15	0.13883899501243796	0.18687124225640322	92
PTPRZ1	0.13881233740693016	0.186956710025998	92
CCL5	0.13831704281040458	0.18854985599162472	92
CD52	0.13796993778417213	0.18967219314992118	92
NT5E	0.13790802995395543	0.18987287484325527	92
RTN4	0.1377893809400056	0.190257919684361	92
SHISA4	0.1376965675775442	0.19055951546578348	92
ADGRE5	0.13752524412350614	0.19111713750946296	92
CALM2	0.1374234175765112	0.1914491205293078	92
FLT3LG	0.13705434610307068	0.19265589251272172	92
BMP1	0.13669035453666817	0.19385142861268295	92
ICAM3	0.13655096209397466	0.1943106804834067	92
MMP7	0.1362018023841817	0.19546449085790402	92
SECTM1	0.13583388470173868	0.19668562258732067	92
CCL4L2	0.13541887319323123	0.19806964221640744	92
EFNA1	0.13515271929617034	0.19896091560225415	92
CXCL17	0.13514452459698498	0.19898840296894216	92
TIMP3	0.13485236773764378	0.19997016433674972	92
PLA2G10	0.134818309440014	0.2000848394878715	92
RPS19	0.1347819642559743	0.2002072667085112	92
ITM2B	0.13469085019112306	0.2005144169507007	92
DEFB1	0.13462838206630978	0.2007251955533722	92
LRFN4	0.13450950886198274	0.20112673397848022	92
COL1A1	0.13415183395112718	0.20233838795288975	92
APOE	0.1337266268029415	0.20378560666856765	92
SLC6A8	0.1335384861335279	0.20442831328316532	92
BMP4	0.13331901447399983	0.20517987993525127	92
PDGFA	0.13279502127299	0.20698224218170966	92
SEMA3C	0.13252736674448357	0.20790723165900407	92
HMGB1	0.1319844075584955	0.2097926945755841	92
JAG2	0.13196193168885717	0.2098710050581692	92
HLA-DQB1	0.13187947858894902	0.2101584665277235	92
ITGB1	0.13154018664284714	0.21134431007012433	92
MUC1	0.131290765101122	0.2122190800402857	92
HSP90B1	0.13124048934950736	0.21239571790516315	92
COL16A1	0.13123697808999632	0.2124080581969467	92
PSEN1	0.13091970813223458	0.21352520328493424	92
CP	0.13091396003475986	0.2135454813903862	92
GAD1	0.13063888339540478	0.21451749291173494	92
RGMA	0.13027680220939575	0.21580171941007648	92
LRFN3	0.13016722344674608	0.21619144328499248	92
ANXA1	0.13002409861603134	0.21670122583834275	92
LAMB2	0.1291578834870671	0.2198046675365542	92
GLG1	0.12903225133672738	0.22025736830480613	92
CFD	0.12894710320144634	0.2205645632962571	92
CRB3	0.12826901651496195	0.22302173046899185	92
COL21A1	0.1280561241253109	0.22379714119427802	92
HHLA2	0.12673412163599243	0.22865466664553705	92
STX1A	0.1264648763195722	0.22965295212197093	92
TNFSF13	0.12532059439910578	0.23392962141340323	92
ZG16B	0.12526188940236185	0.23415051354321553	92
FAM3C	0.125236266279006	0.23424697244686846	92
SNX14	0.12503986226675065	0.23498725966265085	92
LGALS1	0.1243145542861551	0.23773520122256014	92
PLXNA1	0.12404039674868338	0.23877967788597068	92
ROBO1	0.12247727789063376	0.24479560921670826	92
UTS2	0.12168349798483889	0.2478903136096486	92
CCL4	0.12113305001761822	0.2500520834143087	92
DSG2	0.12100391385746682	0.2505611080669079	92
ATP1B1	0.12089415382614942	0.2509943153894067	92
GPC3	0.12084763763803613	0.25117806317235236	92
ANXA2	0.12033106491916641	0.2532248275379785	92
MANSC1	0.12015582141957373	0.2539217645168675	92
HLA-DMA	0.11939281337880703	0.256971512907856	92
ST14	0.11909167340899414	0.25818202318406325	92
TGOLN2	0.11907686185316815	0.25824166220903316	92
SDC4	0.11884043907311057	0.25919489463644363	92
AIMP1	0.11873157854320553	0.2596346138851378	92
LGALS3BP	0.11858910350358368	0.2602108787930396	92
F8	0.11787607281781913	0.2631079266844807	92
TCTN1	0.11786568359929571	0.2631502992874064	92
SCGB3A2	0.11722454922789692	0.26577414023149004	92
EFNA4	0.11716822611216036	0.2660054857611911	92
OCLN	0.11657037659928703	0.2684695369249164	92
SCGB1A1	0.11622819117488664	0.26988677652381476	92
LAYN	0.11615730374209379	0.27018100285952573	92
CPAMD8	0.11582751164762028	0.2715526852980282	92
LYZ	0.11542048610185561	0.27325205449797996	92
NPNT	0.11534784050676278	0.27355610683504883	92
LRRN1	0.11473441747643733	0.2761326059205282	92
LGALS3	0.11445516843811539	0.27731087982779956	92
F11R	0.11400062704484733	0.27923598114616643	92
BTN2A1	0.113255165693765	0.2824125053123338	92
CDH1	0.1117834367467431	0.2887542372717902	92
COL6A2	0.11115043336395962	0.2915106691679008	92
APOC1	0.1109607034872881	0.29234022961806727	92
AZGP1	0.11091264123931191	0.29255062056252995	92
HSPG2	0.11048293391883802	0.2944360923569073	92
TGFBI	0.11038877204369009	0.29485032365066016	92
AGRN	0.11002782088188201	0.296441753593522	92
PGF	0.1096800745222464	0.2979802979652529	92
HLA-DMB	0.10964307421453759	0.2981443076712922	92
CHL1	0.10885981071230438	0.3016301569944295	92
SERPINA1	0.10881203411890777	0.30184364247713813	92
FN1	0.10840816873470803	0.30365222926365587	92
SEMA3E	0.10817892000240587	0.3046819924045113	92
HLA-DPB1	0.10776858689958659	0.3065308530313642	92
MELTF	0.10710915499785083	0.3095173711664606	92
CD99	0.10653169866915618	0.3121480983791306	92
FGFRL1	0.10593745015442363	0.3148704066653299	92
SERPING1	0.10550379627559288	0.31686666944558395	92
DSC2	0.10526712064105925	0.31795960693653863	92
VEGFB	0.10450620120610339	0.3214898696306531	92
SFTPD	0.10449680786363022	0.3215336064005879	92
WBP1	0.104212018599504	0.3228614400575199	92
COL28A1	0.1041292649892139	0.3232479381336904	92
SEMA3B	0.10377956257528001	0.3248844847110802	92
ANPEP	0.10355341679309704	0.3259456254756617	92
GSTP1	0.10333436575227721	0.32697558544767846	92
PTPRK	0.10328987019557963	0.3271850535612883	92
TSPAN3	0.10289620347928533	0.3290420170089331	92
LIN7B	0.10280477048172143	0.32947427435769877	92
SPINT1	0.10237626488598611	0.3315048882933645	92
TCTN3	0.10218163093528393	0.332429846613372	92
SLITRK6	0.10191502197747684	0.3336995089935005	92
LIN7C	0.10152556633592923	0.33555971992465056	92
HLA-DOA	0.10083098288925418	0.3388936149550049	92
EMC1	0.10082595705689117	0.33891781408700933	92
NETO2	0.10062754540106154	0.3398740273308312	92
SARAF	0.10026554450993604	0.34162300947750823	92
ENG	0.09975882110323152	0.3440807012071313	92
INHBB	0.09970790983339842	0.3443282411995958	92
HLA-DRB3	0.09965221057130286	0.34459918926178557	92
VCAN	0.09937839026591123	0.3459331273387701	92
WNT5A	0.09845667319037052	0.35044707630295585	92
LRIG1	0.09831630077637639	0.3511377339768351	92
HLA-DRA	0.09769723124381241	0.3541937760228924	92
C4BPA	0.09727220819664605	0.35630144020376714	92
NEO1	0.09692734771215523	0.35801728259883414	92
ARF1	0.09644380091396995	0.360431746870285	92
MSN	0.09629914246811125	0.36115600902284795	92
BMP3	0.09605834228085666	0.36236361310867504	92
PLAT	0.09539081539696696	0.3657242168983277	92
NRP1	0.09506130685806137	0.367390125204893	92
SLPI	0.09502929103619184	0.36755223615299465	92
CLEC2B	0.09492721671446623	0.3680693782103043	92
TIMP2	0.09467753277603896	0.3693362351257739	92
PSAP	0.09422407629153887	0.3716438080865711	92
VGF	0.09355845826455221	0.37504692298340947	92
NECTIN3	0.09285660917662554	0.3786557108893824	92
MMP15	0.09237556273888567	0.38114126475143567	92
MPDZ	0.09228447009069007	0.3816130445291243	92
EFNB2	0.0919565822914206	0.38331412917175484	92
ARMH4	0.0914906341069069	0.3857393122285982	92
CLEC11A	0.0902937343158527	0.3920110784567841	92
MFGE8	0.09021410062003175	0.3924305062792231	92
HLA-E	0.09020432022008616	0.392482037735688	92
MMP14	0.08932999947894994	0.3971049846744285	92
LTBP1	0.08894564120981746	0.3991474444995436	92
SEMA4B	0.08817332407457587	0.40327024354661967	92
ECM1	0.0875632065917657	0.4065448467871503	92
CALM3	0.08641727291567337	0.41273726920070425	92
EREG	0.08600421770265561	0.41498274928179774	92
TFPI	0.0859841289773345	0.41509213775582904	92
ZP3	0.08572237892888145	0.4165189673585329	92
POMZP3	0.0851384522600833	0.41971225240650806	92
CCN1	0.08276998139392222	0.43280879771437886	92
EFEMP1	0.08189500537771874	0.4377051973372225	92
EPCAM	0.08060550284198387	0.4449781041726466	92
AREG	0.07943282843121514	0.4516505045116808	92
PTDSS1	0.07939853892738719	0.4518464418378558	92
S100A4	0.07901852156041121	0.45402110101808785	92
APOO	0.07894459235862186	0.4544448359831685	92
ANTXR1	0.07680787496111688	0.4667859819353709	92
HBEGF	0.07414087688106151	0.4824429897854427	92
ZNRF3	0.07396839676083429	0.48346512971468536	92
CEACAM1	0.07126668583194465	0.49962558006352303	92
FBLN1	0.07022452192651385	0.5059338559680424	92
ADAM9	0.0700758806461824	0.5068369357020861	92
CD24	0.06870618027241998	0.5151976757953052	92
EFNB1	0.06681389495871998	0.5268630531551273	92
DUSP18	0.0661453402447646	0.5310159535572875	92
IL15	0.06585520764157857	0.5328232537074311	92
CSF1	0.06377197838019472	0.5458893420665561	92
CLEC2D	0.06362728949421627	0.5468026033547001	92
ANOS1	0.0630922508332972	0.550186158719486	92
ST6GAL1	0.062404393518147354	0.5545509715796928	92
PRRG4	0.060951964057243326	0.5638217217370355	92
HLA-C	0.058466764487948165	0.5798527086593712	92
IGFBP7	0.05813966575771207	0.5819782357504213	92
SPP1	0.05768734651209068	0.5849233431173735	92
FGF12	0.05699840972598163	0.5894221368838772	92
TNFSF10	0.056785392454889255	0.590816319556866	92
CXCL1	0.05678375438766939	0.5908270463655021	92
SDC2	0.05437751042310393	0.6066783488671744	92
FAM3B	0.05269178489684928	0.6178932205249577	92
ULBP2	0.05266568202457445	0.6180675782760279	92
ADAM17	0.0518610911970843	0.6234522899907405	92
PIP	0.05171978371768053	0.6244000453325158	92
IGFBP3	0.05110009193561618	0.628563547042479	92
SEMA4D	0.051031973069833626	0.6290219275038588	92
CXCL16	0.050139215635015146	0.6350423480100348	92
FGF13	0.0499120394952202	0.6365781538098902	92
CALR	0.04896347941838296	0.643007361530834	92
PRNP	0.04786650154435459	0.65047540974144	92
VSIG10	0.0472647512387435	0.6545867937083738	92
MIF	0.047038674821617624	0.6561341068921238	92
CD40	0.04638393629784626	0.6606234421456448	92
FGF11	0.04589989625978305	0.6639501000783974	92
B2M	0.04296610375337925	0.6842507070555914	92
MST1	0.041424675356488444	0.6950084764456744	92
RARRES2	0.039438468997035465	0.7089596495341901	92
CDCP1	0.03731444882904205	0.723985664294438	92
PDGFC	0.03546783993295729	0.7371349455893571	92
HLA-DRB1	0.034354593396844706	0.7450991148769439	92
GAS6	0.032284675021150754	0.7599781749933838	92
ZDHHC5	0.03196916929019128	0.7622539471900704	92
COL6A1	0.03073518581467484	0.771174043220369	92
MDK	0.030388974598640955	0.7736821096758748	92
HLA-B	0.030242190292935244	0.7747461661836761	92
LRRC4	0.02977175359517779	0.7781592112896893	92
SORL1	0.02678652114646628	0.7999128627569188	92
CCL20	0.026426121038977776	0.802549848211276	92
LTB	0.02474025142268871	0.8149139844354275	92
EFEMP2	0.02105936899471889	0.8420635516108079	92
HLA-DRB5	0.018540537190129526	0.8607510625906222	92
LRIG2	0.01242989155756454	0.9063863824915777	92
CCL2	0.010450379407037578	0.9212425192289408	92
MICA	0.01005789048636881	0.9241915056010229	92
ALCAM	0.009665315848121251	0.9271421610776673	92
CTF1	0.005684581770794852	0.9571108251782524	92
TGFB2	-0.00013789987870375898	0.9989590766984999	92
CX3CL1	-0.0028407282450129134	0.9785595815200399	92
PDGFB	-0.0029549103557262994	0.977698007592318	92
HLA-F	-0.008858905438782238	0.9332063217560451	92
FLRT3	-0.02027977412673485	0.847838622497763	92
EXOC3-AS1	-0.022413799349432655	0.8320502309105036	92
APOD	-0.02251924386267397	0.8312717797703854	92
TGFB1	-0.02544199458674707	0.8097617180712121	92
FURIN	-0.028595910070822458	0.7867083133028512	92
LRPAP1	-0.03778944335511912	0.7206160688008967	92
SERPINE1	-0.03781402875993857	0.7204418052130037	92
KISS1	-0.03830648665568912	0.7169542366772995	92
TNFSF9	-0.04089882290836256	0.6986924366093286	92
TGM2	-0.04178685138388844	0.6924752881861734	92
ABCA1	-0.04311860073568613	0.6831897904303718	92
RARRES1	-0.043489263731590636	0.6806136669577433	92
CTHRC1	-0.044905221380365686	0.6708066099382272	92
CRLF1	-0.04758392956690275	0.6524047548289923	92
CCL18	-0.05243379816452324	0.6196174063292854	92
LTBP3	-0.05620057447037858	0.5946515578137844	92
CCN2	-0.058760036721509444	0.5779500390622301	92
TNFSF12	-0.058788620238893426	0.5777647516296192	92
CXCL8	-0.06202296291276168	0.5569785028112584	92
ICAM1	-0.0627864741212008	0.5521244159962498	92
VEGFA	-0.06341791679270244	0.5481254577182261	92
WNT7B	-0.06850619270960756	0.5164242769578712	92
PLAU	-0.06852653732090898	0.5162994276076328	92
MUC4	-0.06992342434531294	0.5077640583982223	92
WNT5B	-0.07084656543516094	0.5021636419930019	92
WNT10A	-0.072811057028183	0.4903534713282196	92
CLCF1	-0.0803034328292174	0.4466915472566611	92
JAG1	-0.08051028161795998	0.4455178329779082	92
CD44	-0.08075170089086026	0.4441501447397378	92
CCL3L3	-0.08179634349494354	0.43825927195082365	92
CADM1	-0.08250918839771433	0.43426493516756387	92
TYROBP	-0.08376096269949218	0.4273010588105711	92
TRAF2	-0.08971422913423162	0.3950694165512691	92
CCL28	-0.0917961358194215	0.3841481880129759	92
CMTM8	-0.09514598198812134	0.366961586920944	92
IL1RN	-0.0976244460697129	0.35455416279638263	92
HLA-A	-0.1014456081012252	0.3359424462181146	92
CTSD	-0.10902701867626938	0.3008837814052234	92
BST2	-0.11402178349001582	0.2791461803143908	92
SPARC	-0.1236299242902252	0.2403494271245843	92
CLDN1	-0.12783829459292367	0.22459249428504985	92
CD14	-0.13921453603197687	0.18567022283864126	92
IFITM1	-0.1407895254405588	0.18069434471907542	92
IL1B	-0.14420083754528423	0.17025212435006948	92
ADM	-0.15084580220979465	0.15119968990901947	92
CCL3	-0.15576852130667476	0.13814938062320245	92
GDF11	-0.18560251907720973	0.07650730887158258	92
LIF	-0.2594759526392259	0.012499670720852693	92
