cohort	patient	ligand	mean_high	mean_low	frac_high	frac_low
GSE131907	P0006	BGN	0.11158531904220581	0.06603612750768661	0.19047619047619047	0.10344827586206896
GSE131907	P0006	BMP1	0.016625571995973587	0.045283783227205276	0.047619047619047616	0.05172413793103448
GSE131907	P0006	BMP15	0.0	0.0	0.0	0.0
GSE131907	P0006	BMP2	0.04478741064667702	0.09703166037797928	0.09523809523809523	0.1206896551724138
GSE131907	P0006	BMP3	0.1399301290512085	0.16688573360443115	0.21428571428571427	0.20689655172413793
GSE131907	P0006	BMP4	0.0824737697839737	0.06266211718320847	0.14285714285714285	0.08620689655172414
GSE131907	P0006	BMP5	0.007465406320989132	0.0	0.023809523809523808	0.0
GSE131907	P0006	BMP6	0.0	0.0	0.0	0.0
GSE131907	P0006	BMP7	0.0	0.08077096939086914	0.0	0.10344827586206896
GSE131907	P0006	BMP8A	0.0	0.0	0.0	0.0
GSE131907	P0006	BMP8B	0.032234013080596924	0.03954492509365082	0.07142857142857142	0.034482758620689655
GSE131907	P0006	BOC	0.0	0.0	0.0	0.0
GSE131907	P0006	BPI	0.0	0.0	0.0	0.0
GSE131907	P0006	BST2	1.0460748672485352	0.4794587790966034	0.7380952380952381	0.3448275862068966
GSE131907	P0006	BTC	0.06355641782283783	0.0808108001947403	0.09523809523809523	0.10344827586206896
GSE131907	P0006	BTLA	0.0	0.0	0.0	0.0
GSE131907	P0006	BTN1A1	0.0	0.0	0.0	0.0
GSE131907	P0006	BTN2A1	0.1293204426765442	0.09557777643203735	0.21428571428571427	0.1206896551724138
GSE131907	P0006	BTNL8	0.0	0.0	0.0	0.0
GSE131907	P0006	BTNL9	0.0	0.010396053083240986	0.0	0.017241379310344827
GSE131907	P0006	C10orf99	0.0	0.0	0.0	0.0
GSE131907	P0006	C1QA	0.20872949063777924	0.11587852239608765	0.2857142857142857	0.15517241379310345
GSE131907	P0006	C1QB	0.23622217774391174	0.11243599653244019	0.30952380952380953	0.13793103448275862
GSE131907	P0006	C1QTNF1	0.0166137907654047	0.0	0.023809523809523808	0.0
GSE131907	P0006	C1QTNF5	0.0	0.0	0.0	0.0
GSE131907	P0006	C3	0.5826193690299988	0.4812583923339844	0.5476190476190477	0.41379310344827586
GSE131907	P0006	C4A	0.0	0.0	0.0	0.0
GSE131907	P0006	C4BPA	0.07489987462759018	0.2386157214641571	0.07142857142857142	0.1896551724137931
GSE131907	P0006	C5	0.06680776923894882	0.034385185688734055	0.09523809523809523	0.06896551724137931
GSE131907	P0006	C6orf15	0.0	0.0	0.0	0.0
GSE131907	P0006	CA12	0.04608367383480072	0.034467663615942	0.09523809523809523	0.05172413793103448
GSE131907	P0006	CADM1	0.28231507539749146	0.3465527296066284	0.2857142857142857	0.3448275862068966
GSE131907	P0006	CADM2	0.0	0.0	0.0	0.0
GSE131907	P0006	CADM3	0.0	0.0	0.0	0.0
GSE131907	P0006	CADM4	0.09860973060131073	0.012611833401024342	0.11904761904761904	0.017241379310344827
GSE131907	P0006	CALCA	0.0	0.0	0.0	0.0
GSE131907	P0006	CALCB	0.0	0.0	0.0	0.0
GSE131907	P0006	CALM1	1.1198632717132568	1.368831753730774	0.9047619047619048	0.8620689655172413
GSE131907	P0006	CALM2	2.219510316848755	1.942879557609558	0.9761904761904762	0.9482758620689655
GSE131907	P0006	CALM3	0.357856422662735	0.2773459553718567	0.47619047619047616	0.3620689655172414
GSE131907	P0006	CALR	1.366361379623413	1.2890952825546265	0.9047619047619048	0.8448275862068966
GSE131907	P0006	CAMP	0.0	0.0	0.0	0.0
GSE131907	P0006	CCK	0.0	0.008898405358195305	0.0	0.017241379310344827
GSE131907	P0006	CCL1	0.0	0.0	0.0	0.0
GSE131907	P0006	CCL11	0.0	0.0	0.0	0.0
GSE131907	P0006	CCL13	0.060816776007413864	0.0	0.09523809523809523	0.0
GSE131907	P0006	CCL14	0.0	0.0	0.0	0.0
GSE131907	P0006	CCL15	0.021558668464422226	0.01834455318748951	0.023809523809523808	0.017241379310344827
GSE131907	P0006	CCL16	0.0	0.0	0.0	0.0
GSE131907	P0006	CCL17	0.006411983631551266	0.01792340911924839	0.023809523809523808	0.034482758620689655
GSE131907	P0006	CCL18	0.10210134834051132	0.16989806294441223	0.19047619047619047	0.22413793103448276
GSE131907	P0006	CCL19	0.04698670282959938	0.06312821060419083	0.09523809523809523	0.10344827586206896
GSE131907	P0006	CCL2	0.631545901298523	0.20497938990592957	0.47619047619047616	0.2413793103448276
GSE131907	P0006	CCL20	0.033775798976421356	0.008898405358195305	0.07142857142857142	0.017241379310344827
GSE131907	P0006	CCL21	0.02417707070708275	0.020052818581461906	0.047619047619047616	0.034482758620689655
GSE131907	P0006	CCL22	0.013967041857540607	0.014136902987957	0.023809523809523808	0.034482758620689655
GSE131907	P0006	CCL23	0.0	0.0	0.0	0.0
GSE131907	P0006	CCL24	0.0	0.0	0.0	0.0
GSE131907	P0006	CCL25	0.0	0.0	0.0	0.0
GSE131907	P0006	CCL26	0.0	0.0	0.0	0.0
GSE131907	P0006	CCL27	0.0	0.0	0.0	0.0
GSE131907	P0006	CCL28	0.08939821273088455	0.08250928670167923	0.19047619047619047	0.13793103448275862
GSE131907	P0006	CCL3	0.3631693422794342	0.3216049373149872	0.42857142857142855	0.3448275862068966
GSE131907	P0006	CCL3L3	0.25110504031181335	0.3372163474559784	0.40476190476190477	0.41379310344827586
GSE131907	P0006	CCL4	0.365180641412735	0.39172840118408203	0.40476190476190477	0.4827586206896552
GSE131907	P0006	CCL4L2	0.33835840225219727	0.21299214661121368	0.4523809523809524	0.25862068965517243
GSE131907	P0006	CCL5	0.19037213921546936	0.22070232033729553	0.2619047619047619	0.29310344827586204
GSE131907	P0006	CCL7	0.0	0.0	0.0	0.0
GSE131907	P0006	CCL8	0.0	0.0	0.0	0.0
GSE131907	P0006	CD14	0.028258362784981728	0.03388950601220131	0.07142857142857142	0.034482758620689655
GSE131907	P0006	CD160	0.0	0.0	0.0	0.0
GSE131907	P0006	CD1B	0.0	0.0	0.0	0.0
GSE131907	P0006	CD1D	0.0	0.0	0.0	0.0
GSE131907	P0006	CD2	0.04651167243719101	0.032361648976802826	0.09523809523809523	0.06896551724137931
GSE131907	P0006	CD200	0.0	0.0	0.0	0.0
GSE131907	P0006	CD209	0.0	0.0	0.0	0.0
GSE131907	P0006	CD22	0.0	0.0	0.0	0.0
GSE131907	P0006	CD226	0.0	0.0	0.0	0.0
GSE131907	P0006	CD24	2.31366229057312	1.3835941553115845	0.9523809523809523	0.7413793103448276
GSE131907	P0006	CD244	0.04281040281057358	0.0	0.023809523809523808	0.0
GSE131907	P0006	CD274	0.03709649294614792	0.014985105022788048	0.09523809523809523	0.017241379310344827
GSE131907	P0006	CD28	0.0	0.029880458489060402	0.0	0.034482758620689655
GSE131907	P0006	CD300A	0.00929680559784174	0.0	0.023809523809523808	0.0
GSE131907	P0006	CD300C	0.0	0.0	0.0	0.0
GSE131907	P0006	CD300LF	0.0	0.01814919337630272	0.0	0.034482758620689655
GSE131907	P0006	CD320	0.04497918859124184	0.1415759176015854	0.11904761904761904	0.1724137931034483
GSE131907	P0006	CD34	0.008533894084393978	0.0	0.023809523809523808	0.0
GSE131907	P0006	CD38	0.017376979812979698	0.014378017745912075	0.047619047619047616	0.017241379310344827
GSE131907	P0006	CD40	0.15417951345443726	0.11246871948242188	0.23809523809523808	0.1896551724137931
GSE131907	P0006	CD40LG	0.0	0.011804425157606602	0.0	0.017241379310344827
GSE131907	P0006	CD44	0.6752996444702148	0.6722958087921143	0.6666666666666666	0.6206896551724138
GSE131907	P0006	CD47	1.060232400894165	0.8812490701675415	0.7857142857142857	0.6724137931034483
GSE131907	P0006	CD48	0.05067410320043564	0.015140393748879433	0.047619047619047616	0.034482758620689655
GSE131907	P0006	CD52	0.3732742369174957	0.2553231418132782	0.5238095238095238	0.3103448275862069
GSE131907	P0006	CD55	1.630507469177246	1.4337263107299805	0.9523809523809523	0.8448275862068966
GSE131907	P0006	CD58	0.08415766805410385	0.11242757737636566	0.11904761904761904	0.1724137931034483
GSE131907	P0006	CD59	1.1412556171417236	1.119138479232788	0.8095238095238095	0.7758620689655172
GSE131907	P0006	CD5L	0.0	0.0	0.0	0.0
GSE131907	P0006	CD6	0.007649467326700687	0.021377157419919968	0.023809523809523808	0.034482758620689655
GSE131907	P0006	CD7	0.16276432573795319	0.09213422238826752	0.21428571428571427	0.10344827586206896
GSE131907	P0006	CD70	0.0	0.0	0.0	0.0
GSE131907	P0006	CD72	0.0	0.008504772558808327	0.0	0.017241379310344827
GSE131907	P0006	CD79B	0.0	0.0	0.0	0.0
GSE131907	P0006	CD80	0.0326894074678421	0.0	0.047619047619047616	0.0
GSE131907	P0006	CD82	0.24618516862392426	0.24463917315006256	0.35714285714285715	0.25862068965517243
GSE131907	P0006	CD86	0.0	0.011785970069468021	0.0	0.017241379310344827
GSE131907	P0006	CD9	2.205232858657837	1.78316330909729	0.9285714285714286	0.9137931034482759
GSE131907	P0006	CD96	0.019919347018003464	0.005871856585144997	0.047619047619047616	0.017241379310344827
GSE131907	P0006	CD99	0.8123688697814941	0.8600863218307495	0.6904761904761905	0.7241379310344828
GSE131907	P0006	CDCP1	0.2966494858264923	0.1738465130329132	0.40476190476190477	0.22413793103448276
GSE131907	P0006	CDH1	1.0904977321624756	1.000649333000183	0.8095238095238095	0.7758620689655172
GSE131907	P0006	CDH13	0.0	0.0	0.0	0.0
GSE131907	P0006	CDH15	0.0	0.0	0.0	0.0
GSE131907	P0006	CDH2	0.014803050085902214	0.0	0.023809523809523808	0.0
GSE131907	P0006	CDH3	0.32326406240463257	0.1491386443376541	0.38095238095238093	0.1896551724137931
GSE131907	P0006	CDH4	0.03489326313138008	0.0	0.047619047619047616	0.0
GSE131907	P0006	CDH5	0.0	0.0	0.0	0.0
GSE131907	P0006	CDH6	0.0	0.0	0.0	0.0
GSE131907	P0006	CDH9	0.0	0.0	0.0	0.0
GSE131907	P0006	CDHR2	0.0	0.0	0.0	0.0
GSE131907	P0006	CEACAM1	0.06920342147350311	0.0656927153468132	0.16666666666666666	0.06896551724137931
GSE131907	P0006	CEACAM20	0.0	0.0	0.0	0.0
GSE131907	P0006	CEACAM21	0.0	0.0	0.0	0.0
GSE131907	P0006	CEACAM3	0.0	0.0	0.0	0.0
GSE131907	P0006	CEACAM4	0.023586217314004898	0.0	0.023809523809523808	0.0
GSE131907	P0006	CEACAM5	0.2507312595844269	0.09145115315914154	0.23809523809523808	0.10344827586206896
GSE131907	P0006	CEACAM6	1.6688166856765747	1.6808171272277832	0.7380952380952381	0.7413793103448276
GSE131907	P0006	CEACAM7	0.0	0.0	0.0	0.0
GSE131907	P0006	CEACAM8	0.0	0.0	0.0	0.0
GSE131907	P0006	CEL	0.0	0.0	0.0	0.0
GSE131907	P0006	CER1	0.0	0.0	0.0	0.0
GSE131907	P0006	CFAP54	0.037565357983112335	0.049870047718286514	0.047619047619047616	0.05172413793103448
GSE131907	P0006	CFC1	0.0	0.0	0.0	0.0
GSE131907	P0006	CFD	0.1284271776676178	0.17934684455394745	0.21428571428571427	0.2413793103448276
GSE131907	P0006	CFH	0.18408115208148956	0.2441536784172058	0.30952380952380953	0.25862068965517243
GSE131907	P0006	CFP	0.024971691891551018	0.00485954200848937	0.023809523809523808	0.017241379310344827
GSE131907	P0006	CGA	0.0	0.0	0.0	0.0
GSE131907	P0006	CGB7	0.0	0.0	0.0	0.0
GSE131907	P0006	CHAD	0.0	0.0	0.0	0.0
GSE131907	P0006	CHL1	0.09825175255537033	0.06031215563416481	0.14285714285714285	0.08620689655172414
GSE131907	P0006	CIB1	1.307079792022705	1.2466455698013306	0.8571428571428571	0.7931034482758621
GSE131907	P0006	CKLF	0.4479006826877594	0.47572579979896545	0.5238095238095238	0.5
GSE131907	P0006	CLCF1	0.1024911031126976	0.021434534341096878	0.14285714285714285	0.017241379310344827
GSE131907	P0006	CLDN1	0.3026579022407532	0.18028773367404938	0.40476190476190477	0.22413793103448276
GSE131907	P0006	CLDN11	0.013967041857540607	0.0	0.023809523809523808	0.0
GSE131907	P0006	CLDN14	0.0376143679022789	0.0	0.07142857142857142	0.0
GSE131907	P0006	CLDN16	0.007465406320989132	0.006635621190071106	0.023809523809523808	0.017241379310344827
GSE131907	P0006	CLDN19	0.0	0.0	0.0	0.0
GSE131907	P0006	CLDN2	0.0157084409147501	0.10456713289022446	0.023809523809523808	0.08620689655172414
GSE131907	P0006	CLDN3	0.7629159092903137	0.46536940336227417	0.7619047619047619	0.46551724137931033
GSE131907	P0006	CLEC11A	0.03633086383342743	0.07391556352376938	0.07142857142857142	0.10344827586206896
GSE131907	P0006	CLEC2A	0.0	0.0	0.0	0.0
GSE131907	P0006	CLEC2B	0.14090777933597565	0.1814776062965393	0.2619047619047619	0.22413793103448276
GSE131907	P0006	CLEC2D	0.12201859056949615	0.06464936584234238	0.16666666666666666	0.08620689655172414
GSE131907	P0006	CLEC2L	0.0	0.0	0.0	0.0
GSE131907	P0006	CLEC3A	0.0	0.0	0.0	0.0
GSE131907	P0006	CLEC4G	0.0	0.0	0.0	0.0
GSE131907	P0006	CLMP	0.047888342291116714	0.0	0.047619047619047616	0.0
GSE131907	P0006	CLU	0.36900001764297485	0.804566502571106	0.2619047619047619	0.5344827586206896
GSE131907	P0006	CLUL1	0.04738590866327286	0.060632869601249695	0.07142857142857142	0.06896551724137931
GSE131907	P0006	CMTM8	0.45719555020332336	0.5015899538993835	0.5714285714285714	0.5
GSE131907	P0006	CNTF	0.0	0.0	0.0	0.0
GSE131907	P0006	CNTN1	0.0	0.0	0.0	0.0
GSE131907	P0006	CNTN2	0.0	0.0	0.0	0.0
GSE131907	P0006	CNTN3	0.0	0.00485954200848937	0.0	0.017241379310344827
GSE131907	P0006	CNTN4	0.0354013666510582	0.006635621190071106	0.07142857142857142	0.017241379310344827
GSE131907	P0006	CNTN5	0.0	0.0	0.0	0.0
GSE131907	P0006	CNTN6	0.056426502764225006	0.02099764719605446	0.07142857142857142	0.034482758620689655
GSE131907	P0006	COL10A1	0.03745879605412483	0.0	0.047619047619047616	0.0
GSE131907	P0006	COL11A1	0.0	0.0	0.0	0.0
GSE131907	P0006	COL11A2	0.0	0.0	0.0	0.0
GSE131907	P0006	COL12A1	0.0	0.027625294402241707	0.0	0.034482758620689655
GSE131907	P0006	COL13A1	0.0647488385438919	0.04407057911157608	0.11904761904761904	0.05172413793103448
GSE131907	P0006	COL14A1	0.02206699550151825	0.0	0.047619047619047616	0.0
GSE131907	P0006	COL15A1	0.00632341718301177	0.006635621190071106	0.023809523809523808	0.017241379310344827
GSE131907	P0006	COL16A1	0.016537005081772804	0.017471374943852425	0.047619047619047616	0.034482758620689655
GSE131907	P0006	COL17A1	0.1905127316713333	0.2074717879295349	0.2857142857142857	0.25862068965517243
GSE131907	P0006	COL18A1	0.33648550510406494	0.23684386909008026	0.4523809523809524	0.27586206896551724
GSE131907	P0006	COL19A1	0.0	0.01834455318748951	0.0	0.017241379310344827
GSE131907	P0006	COL1A1	0.6539733409881592	0.3810380697250366	0.5476190476190477	0.3103448275862069
GSE131907	P0006	COL1A2	0.15105797350406647	0.20258942246437073	0.2619047619047619	0.25862068965517243
GSE131907	P0006	COL20A1	0.0	0.0	0.0	0.0
GSE131907	P0006	COL21A1	0.18837009370326996	0.14912603795528412	0.23809523809523808	0.1724137931034483
GSE131907	P0006	COL22A1	0.06287787109613419	0.02000223845243454	0.09523809523809523	0.034482758620689655
GSE131907	P0006	COL24A1	0.0	0.01092938520014286	0.0	0.017241379310344827
GSE131907	P0006	COL26A1	0.0	0.0	0.0	0.0
GSE131907	P0006	COL27A1	0.06651005893945694	0.09228229522705078	0.11904761904761904	0.13793103448275862
GSE131907	P0006	COL28A1	0.0	0.00485954200848937	0.0	0.017241379310344827
GSE131907	P0006	COL2A1	0.0	0.0	0.0	0.0
GSE131907	P0006	COL3A1	0.0967373177409172	0.058817993849515915	0.14285714285714285	0.10344827586206896
GSE131907	P0006	COL4A1	0.0	0.02579433098435402	0.0	0.034482758620689655
GSE131907	P0006	COL4A2	0.037554819136857986	0.007501282263547182	0.07142857142857142	0.017241379310344827
GSE131907	P0006	COL4A3	0.2899840772151947	0.16862303018569946	0.35714285714285715	0.20689655172413793
GSE131907	P0006	COL4A4	0.27627134323120117	0.326222687959671	0.2857142857142857	0.3275862068965517
GSE131907	P0006	COL4A5	0.0	0.03603069856762886	0.0	0.05172413793103448
GSE131907	P0006	COL4A6	0.0	0.008366681635379791	0.0	0.017241379310344827
GSE131907	P0006	COL5A1	0.0776323601603508	0.029537320137023926	0.14285714285714285	0.034482758620689655
GSE131907	P0006	COL5A2	0.01638886146247387	0.013680814765393734	0.023809523809523808	0.017241379310344827
GSE131907	P0006	COL5A3	0.009417866356670856	0.0	0.023809523809523808	0.0
GSE131907	P0006	COL6A1	0.2104826420545578	0.150234192609787	0.2857142857142857	0.1724137931034483
GSE131907	P0006	COL6A2	0.2958798110485077	0.18803741037845612	0.35714285714285715	0.22413793103448276
GSE131907	P0006	COL6A3	0.09443697333335876	0.060452625155448914	0.09523809523809523	0.10344827586206896
GSE131907	P0006	COL6A5	0.0	0.0	0.0	0.0
GSE131907	P0006	COL6A6	0.0	0.0	0.0	0.0
GSE131907	P0006	COL7A1	0.0	0.0	0.0	0.0
GSE131907	P0006	COL8A1	0.111833356320858	0.16764236986637115	0.11904761904761904	0.1896551724137931
GSE131907	P0006	COL8A2	0.1609979122877121	0.06943406909704208	0.19047619047619047	0.08620689655172414
GSE131907	P0006	COL9A1	0.0	0.0	0.0	0.0
GSE131907	P0006	COL9A2	0.23039600253105164	0.04318784177303314	0.3333333333333333	0.06896551724137931
GSE131907	P0006	COL9A3	0.010191835463047028	0.013513716869056225	0.023809523809523808	0.017241379310344827
GSE131907	P0006	COLQ	0.0	0.0	0.0	0.0
GSE131907	P0006	COMP	0.0	0.00485954200848937	0.0	0.017241379310344827
GSE131907	P0006	COPA	0.4674503803253174	0.4551811218261719	0.5714285714285714	0.4827586206896552
GSE131907	P0006	CORIN	0.0	0.0	0.0	0.0
GSE131907	P0006	CORT	0.0	0.0	0.0	0.0
GSE131907	P0006	CP	0.9764657616615295	0.7516364455223083	0.6428571428571429	0.5
GSE131907	P0006	CPAMD8	0.0755559504032135	0.10033998638391495	0.11904761904761904	0.13793103448275862
GSE131907	P0006	CRB3	0.3019394278526306	0.20289841294288635	0.42857142857142855	0.25862068965517243
GSE131907	P0006	CRH	0.0	0.0	0.0	0.0
GSE131907	P0006	CRHR2	0.0	0.0	0.0	0.0
GSE131907	P0006	CRISP2	0.013140344992280006	0.0221074428409338	0.023809523809523808	0.017241379310344827
GSE131907	P0006	CRISP3	0.0	0.0	0.0	0.0
GSE131907	P0006	CRLF1	0.0995534136891365	0.04580337926745415	0.11904761904761904	0.05172413793103448
GSE131907	P0006	CRP	0.0	0.0	0.0	0.0
GSE131907	P0006	CRTAM	0.0	0.0	0.0	0.0
GSE131907	P0006	CSF1	0.1581801027059555	0.14982572197914124	0.21428571428571427	0.1896551724137931
GSE131907	P0006	CSF2	0.05583151802420616	0.025492573156952858	0.07142857142857142	0.034482758620689655
GSE131907	P0006	CSF3	0.013140344992280006	0.0	0.023809523809523808	0.0
GSE131907	P0006	CSH1	0.0	0.0	0.0	0.0
GSE131907	P0006	CSH2	0.0	0.0	0.0	0.0
GSE131907	P0006	CSHL1	0.0	0.0	0.0	0.0
GSE131907	P0006	CTF1	0.017192916944622993	0.03523480147123337	0.047619047619047616	0.06896551724137931
GSE131907	P0006	CTHRC1	0.025005247443914413	0.09043397754430771	0.047619047619047616	0.1206896551724138
GSE131907	P0006	CTSD	2.042814254760742	1.734881043434143	0.9285714285714286	0.9137931034482759
GSE131907	P0006	CTSG	0.0	0.0	0.0	0.0
GSE131907	P0006	CX3CL1	0.6123968958854675	0.34248092770576477	0.5714285714285714	0.3448275862068966
GSE131907	P0006	CXADR	0.40274709463119507	0.32492077350616455	0.4523809523809524	0.3793103448275862
GSE131907	P0006	CXCL1	0.3908948302268982	0.10649143159389496	0.30952380952380953	0.1206896551724138
GSE131907	P0006	CXCL10	0.10177642852067947	0.04828944057226181	0.023809523809523808	0.05172413793103448
GSE131907	P0006	CXCL11	0.05837547034025192	0.0	0.023809523809523808	0.0
GSE131907	P0006	CXCL12	0.14242947101593018	0.07366824150085449	0.19047619047619047	0.08620689655172414
GSE131907	P0006	CXCL13	0.09527280181646347	0.033821966499090195	0.09523809523809523	0.034482758620689655
GSE131907	P0006	CXCL14	0.5697130560874939	0.7370426058769226	0.40476190476190477	0.29310344827586204
GSE131907	P0006	CXCL16	0.3733749985694885	0.182678684592247	0.47619047619047616	0.25862068965517243
GSE131907	P0006	CXCL17	0.4761471450328827	0.5730420351028442	0.38095238095238093	0.46551724137931033
GSE131907	P0006	CXCL2	1.5863397121429443	0.7189458608627319	0.8095238095238095	0.46551724137931033
GSE131907	P0006	CXCL3	0.2360350787639618	0.116033174097538	0.2857142857142857	0.15517241379310345
GSE131907	P0006	CXCL5	0.007649467326700687	0.0	0.023809523809523808	0.0
