ligand	pearson	pearson_p	auroc	aupr	n_background	n_geneset
SYT1	0.2277520576423833	0.0004455150436757383	0.8158185840707963	0.1849495890202379	234	8
CEACAM5	0.22774635043597444	0.00044566656111419596	0.8036504424778761	0.16248181456807542	234	8
COL6A2	0.22762832316362863	0.0004488107333115932	0.8396017699115044	0.15283432129421665	234	8
EFNA3	0.2275207754644397	0.0004516936335256394	0.8329646017699115	0.15944412662090007	234	8
EFNB1	0.22751616952353848	0.00045181748193730655	0.8556415929203539	0.16004817375337502	234	8
EFNB2	0.22644528261234284	0.0004814824733240909	0.8490044247787611	0.15232683982683984	234	8
MFAP2	0.22637125237944833	0.00048359848333656675	0.875	0.1406262277314909	234	8
SORL1	0.22611207588995977	0.0004910746164064841	0.8633849557522124	0.14384254666603125	234	8
DUSP18	0.2233956310163928	0.0005761387353989232	0.8224557522123894	0.17100178235201818	234	8
HLA-DQA1	0.22314887889977705	0.0005845054212354758	0.784845132743363	0.21886414894596334	234	8
CSF1	0.22140239209624135	0.0006470133484500876	0.8589601769911505	0.1637792531787668	234	8
PLAT	0.22133411732284136	0.0006495780153242366	0.8174778761061947	0.1742280726959125	234	8
VEGFB	0.22022884374306512	0.000692425046273022	0.8434734513274336	0.14882066096726623	234	8
CHL1	0.22004561120980404	0.0006997754291796348	0.7876106194690266	0.1574742914852138	234	8
TNFSF10	0.21941082549218174	0.0007258006038165388	0.8047566371681416	0.24754859673337934	234	8
CALM1	0.21831650931884197	0.0007727727319803458	0.8412610619469028	0.14971785595485695	234	8
ROBO1	0.21801518747427692	0.0007861902549509596	0.8622787610619469	0.14429348232738198	234	8
CXADR	0.2178748180426878	0.0007925138118310525	0.8478982300884956	0.13926543184738244	234	8
ARMH4	0.2168159029512981	0.0008417499640809386	0.8407079646017699	0.17221658549783547	234	8
HLA-DMB	0.2166158392608617	0.0008513630677657111	0.8213495575221238	0.1495725998676763	234	8
SLITRK6	0.21637711793240755	0.0008629660023761246	0.845132743362832	0.16854328189005607	234	8
SARAF	0.2159660989846576	0.0008832852800104212	0.7759955752212389	0.1863598901098901	234	8
EFNA4	0.21560154036180942	0.0009016755234002476	0.8313053097345133	0.15468158567734838	234	8
COL28A1	0.21514058688615817	0.0009254330906692258	0.8567477876106195	0.15608234949831887	234	8
EFNA5	0.21489430760026831	0.0009383612360782369	0.8357300884955753	0.1576666876436411	234	8
TFPI	0.21455915362340186	0.0009562218620966454	0.8600663716814159	0.14590422205671566	234	8
HMGB1	0.21362635887127573	0.0010075911200813918	0.7925884955752213	0.16576028363146772	234	8
TNFSF12	0.21299666381875065	0.0010436906414221481	0.851216814159292	0.22607029407629803	234	8
NPW	0.21274309799895627	0.0010585600904232913	0.8290929203539823	0.1595461247704301	234	8
NECTIN1	0.21273757814259792	0.0010588859372145485	0.8147123893805309	0.14606782106782107	234	8
S100A4	0.21267677889550154	0.0010624811286100598	0.8412610619469026	0.13205468061929265	234	8
APOC1	0.21209327536868783	0.0010975599308141817	0.8484513274336284	0.15058844777920213	234	8
IGFBP7	0.2120397289620759	0.0011008317404190622	0.8324115044247787	0.12540941906538394	234	8
ZG16B	0.2117121566850065	0.0011210430216929375	0.8174778761061946	0.14685185467662912	234	8
SEMA4D	0.21165670633394912	0.0011244978630144378	0.8329646017699115	0.14404636517566244	234	8
KIAA0319L	0.2113202082489524	0.0011456740155797202	0.8191371681415929	0.14931351616080857	234	8
NETO2	0.21107232378768315	0.001161507200036811	0.8003318584070797	0.16303857753895482	234	8
SHISA4	0.21032134397490615	0.0012107090937630595	0.8008849557522124	0.15166830764796582	234	8
MANSC1	0.2102537641996459	0.0012152292269423627	0.8207964601769913	0.1527299334337498	234	8
C1QA	0.20999741327691818	0.001232516636587879	0.8285398230088497	0.15042393751759076	234	8
MSN	0.2098890676052945	0.0012398906947669631	0.8451327433628317	0.13996025178590968	234	8
ICAM1	0.20973607544944048	0.0012503723588860706	0.8202433628318584	0.19977542371594642	234	8
ECM1	0.20965351175569394	0.0012560626007854347	0.8301991150442478	0.1351676358702983	234	8
LAMB2	0.2094166714873285	0.0012725175557955493	0.8191371681415929	0.14164191712429142	234	8
SEMA3B	0.2085862543726866	0.0013317867298921504	0.8484513274336283	0.13815893287527503	234	8
EFNA1	0.20809662674511703	0.0013679080516425246	0.8263274336283185	0.14664241095162148	234	8
C1QB	0.20800150955958926	0.0013750284294735213	0.7936946902654868	0.14185944574285572	234	8
ANTXR1	0.20728212407641639	0.0014299904894053256	0.8418141592920354	0.14616364398086734	234	8
LGALS1	0.20653647922653828	0.0014890761043962935	0.8202433628318585	0.1461426804574087	234	8
ICAM4	0.20643415704327897	0.001497356330403281	0.8141592920353983	0.1798342358124967	234	8
COL4A4	0.20621723337033682	0.001515050013613473	0.8246681415929205	0.14236127596417428	234	8
CXCL17	0.2054004190176109	0.0015834049619074782	0.8064159292035398	0.15466887107979876	234	8
CXCL3	0.20535043549122767	0.001587678035668262	0.8301991150442478	0.151118049327768	234	8
HSPG2	0.20474424359280455	0.00164034748043819	0.8174778761061947	0.13771020646020646	234	8
LAMA3	0.20462757075172283	0.0016506661757368932	0.8263274336283185	0.14012866432661786	234	8
SDC4	0.20446817025940772	0.0016648596824464705	0.8263274336283186	0.13851845427973725	234	8
COL8A1	0.2043140963528898	0.0016786848355904585	0.8373893805309736	0.1327361442498904	234	8
TIMP2	0.20418987208008754	0.0016899078790438813	0.7588495575221239	0.16540742910358086	234	8
PLXNA1	0.20406160892086228	0.0017015677310818435	0.8042035398230089	0.14776037753978932	234	8
ANOS1	0.20396310708682144	0.001710571965224553	0.7981194690265487	0.1342969066766052	234	8
LRFN4	0.2037814004629851	0.001727296424772505	0.831858407079646	0.13737360303273907	234	8
GSTP1	0.20375121680521097	0.001730088983996136	0.8324115044247787	0.14426269541254327	234	8
LRIG2	0.20328115056354393	0.0017741146588303842	0.7566371681415929	0.14571207239782	234	8
SCGB3A2	0.203199024534427	0.0017819106339825768	0.8390486725663716	0.1372250149006573	234	8
ENG	0.20224416165981282	0.0018748777710485328	0.8478982300884955	0.14563228668493347	234	8
ARF1	0.20171208929612056	0.001928581427437139	0.8290929203539823	0.13012793953327934	234	8
CLEC11A	0.20164199678817135	0.001935759731621746	0.7383849557522124	0.1779794837471052	234	8
LAMB3	0.2014503301258288	0.0019555132940298906	0.788716814159292	0.1550877367174611	234	8
LGALS3	0.20066813587837234	0.0020380485450475607	0.8379424778761062	0.13220951198347958	234	8
SAA1	0.20012684156329574	0.0020970104567380296	0.7389380530973451	0.18352232413921882	234	8
UTS2	0.1996805629633199	0.0021467869945209156	0.8346238938053097	0.13923282787179436	234	8
PROS1	0.19960859013552484	0.002154914660457935	0.8213495575221239	0.13689927669557417	234	8
PVR	0.19932983261552162	0.0021866590594209452	0.8362831858407079	0.13060264030658766	234	8
AGRN	0.1990458760578024	0.002219432818289755	0.7942477876106194	0.14003590930674265	234	8
PTGFRN	0.19882585027751243	0.002245134647295321	0.849004424778761	0.13089265528350688	234	8
COL18A1	0.1988096524440033	0.0022470374273729716	0.8014380530973452	0.1314048816166783	234	8
SLC6A8	0.19841202523464588	0.002294209977474469	0.8252212389380531	0.1475987186683268	234	8
SPINT1	0.1976839263082244	0.0023829305352954435	0.838495575221239	0.12564472788114153	234	8
MMP14	0.1971045250287385	0.0024557492538386516	0.8246681415929203	0.13729695875489223	234	8
KISS1	0.19705608990607543	0.0024619272425203493	0.810287610619469	0.1368793706293706	234	8
TGFBI	0.19647333836242756	0.0025373739497640165	0.8053097345132744	0.1370926542721329	234	8
TGOLN2	0.1963516280749071	0.002553394129246746	0.8219026548672566	0.1335362554112554	234	8
NECTIN4	0.1959391054149645	0.0026083786254624485	0.831858407079646	0.13233829070751613	234	8
GPC3	0.19540966507838586	0.002680522219713212	0.8235619469026549	0.12676723451380623	234	8
GLG1	0.19471398925202835	0.0027780712653246824	0.7594026548672566	0.15977468202668893	234	8
NMB	0.19429069623911635	0.0028389914764991413	0.8185840707964602	0.13896480717562568	234	8
F11R	0.19380121171073195	0.0029109471729771652	0.7925884955752214	0.14083775066744503	234	8
WNT5B	0.19379293912067386	0.0029121773532495383	0.8296460176991151	0.14890636251620232	234	8
WNT7B	0.19335810574500034	0.002977506951914799	0.8202433628318584	0.15208489137281705	234	8
PLTP	0.19313007481740582	0.0030122948390105667	0.8158185840707964	0.13355284163473818	234	8
SFTPA1	0.19293341325981375	0.003042592469021611	0.8484513274336283	0.18474853883861236	234	8
MFGE8	0.19282262015787835	0.0030597825730470526	0.8412610619469028	0.12898190162284576	234	8
WNT10A	0.1927077532539312	0.0030776976142517266	0.829646017699115	0.15008462370313702	234	8
CEACAM6	0.19252991177988515	0.00310562190521847	0.8296460176991151	0.12848119172287492	234	8
GRN	0.1925053739100364	0.00310949275467286	0.8407079646017699	0.12127734517798425	234	8
AZGP1	0.19236844118364316	0.0031311742500297903	0.7853982300884956	0.15294985126255267	234	8
PIP	0.19207164448458233	0.0031786388293614663	0.8136061946902656	0.14119978970879998	234	8
SEMA4B	0.19179036468992844	0.0032242222285019414	0.8158185840707965	0.12734425282635764	234	8
ALCAM	0.19148934203496126	0.0032736599332498684	0.7157079646017699	0.1746040629674443	234	8
C3	0.1911361255257541	0.0033325437397177565	0.814712389380531	0.13306903338924211	234	8
NECTIN2	0.19106184053096967	0.0033450489039622937	0.8462389380530972	0.12023513925687838	234	8
TSPAN33	0.1909585633336627	0.003362505172072265	0.7948008849557523	0.12584715433523774	234	8
LAYN	0.19050102344630526	0.0034408356412424287	0.8246681415929203	0.1274565132248356	234	8
ADM2	0.18925999741889765	0.003661675079373072	0.808075221238938	0.1333146657946783	234	8
LIN7B	0.18853099669885856	0.003797293274343805	0.7964601769911503	0.13918518890911571	234	8
CDH1	0.18802528070562224	0.003894019920080697	0.8313053097345133	0.12360964504543878	234	8
CD24	0.18739573350794653	0.004017535518629124	0.8755530973451329	0.17104624094681603	234	8
CCN1	0.18738714967468115	0.004019243792779989	0.8113938053097345	0.11914845377492614	234	8
LRFN3	0.18696593916135856	0.004103878278838822	0.8008849557522124	0.13193778837795064	234	8
COL7A1	0.18581711999236036	0.00434294057833297	0.7992256637168141	0.12427129584142722	234	8
PTPRC	0.18551143388721947	0.004408629957043778	0.9054203539823008	0.2801761347813979	234	8
HLA-A	0.18537686492966432	0.0044378302683328475	0.9015486725663717	0.21534950837276415	234	8
NT5E	0.18535380487969144	0.004442851541816851	0.8313053097345133	0.11902380204503901	234	8
DSC2	0.18437166982430866	0.0046615155488874535	0.7970132743362831	0.12489907486906615	234	8
GDF11	0.18419874110963697	0.004701003812457067	0.8755530973451328	0.19141482788541614	234	8
RTN4	0.1839058995152268	0.004768560754323311	0.8158185840707964	0.12636401910782716	234	8
ULBP2	0.18379677403980585	0.004793957815244712	0.7809734513274337	0.13685758007672444	234	8
ADAM15	0.18362073512197777	0.004835184223769697	0.8047566371681416	0.1287081481465342	234	8
APOO	0.18259655304866196	0.005081420004985671	0.8169247787610621	0.12230350974461893	234	8
LAMA5	0.18241024484297877	0.005127404319004858	0.8091814159292036	0.1256938527040485	234	8
FAM200A	0.18220707039994713	0.005177977157258481	0.790929203539823	0.13852234340146918	234	8
MPDZ	0.18185465923499344	0.00526675993073737	0.8047566371681416	0.1223181658499741	234	8
OCLN	0.18178428700393615	0.0052846515559089365	0.7964601769911505	0.11257359087652256	234	8
CLU	0.18171842230037272	0.005301446569915304	0.8003318584070795	0.13138356349257863	234	8
PODXL2	0.18144314602093176	0.005372159583396637	0.7997787610619469	0.1261950772778036	234	8
NECTIN3	0.18118921392225995	0.005438138762041812	0.8573008849557522	0.1788774603769678	234	8
SPINK1	0.18079228021118962	0.005542730766646508	0.8219026548672566	0.11419182909632118	234	8
NEO1	0.18076080292516963	0.005551101710824261	0.8252212389380531	0.12583350139391172	234	8
EZR	0.18004594555511044	0.005744285016359421	0.8219026548672567	0.11793438830770653	234	8
PTPRK	0.180003150158563	0.005756038885725179	0.8230088495575221	0.11647671006785255	234	8
TCTN1	0.17986393000490294	0.005794425277893931	0.8158185840707965	0.11947517927832346	234	8
NLGN2	0.1796721655601159	0.005847674859582597	0.8003318584070797	0.11639619671009388	234	8
SEMA3E	0.17947458192212695	0.0059029983401641456	0.8362831858407079	0.14571339300112884	234	8
CXCL2	0.17931680849818754	0.00594751099266526	0.808075221238938	0.15588179277272232	234	8
COL21A1	0.1783825352565771	0.00621731023979193	0.8219026548672567	0.12318804919820853	234	8
SEMA4A	0.17832850995797742	0.006233241339778435	0.8174778761061947	0.1373662338912511	234	8
CD52	0.17830870861616502	0.006239089540903386	0.8191371681415929	0.11534730924762798	234	8
TCTN3	0.1779739530698185	0.006338703040637757	0.8097345132743362	0.12086410457881704	234	8
WBP1	0.1779570912344815	0.006343758042805215	0.7809734513274336	0.11979356106451886	234	8
CD55	0.177913191600614	0.006356935606521731	0.799778761061947	0.12784203102029285	234	8
EMC1	0.17730035707647504	0.006543465701543761	0.8091814159292036	0.12031298596756071	234	8
PODXL	0.17716094475562644	0.0065865758268354325	0.8163716814159292	0.11220924202915729	234	8
LIN7C	0.1766438055008445	0.006748714450423286	0.7881637168141593	0.11545043979215218	234	8
RARRES2	0.17642619343231022	0.006818001154656041	0.7251106194690267	0.2523914143071123	234	8
ANPEP	0.17611326779001085	0.006918748524617711	0.8147123893805309	0.11335524675972083	234	8
GNAS	0.1748413398233784	0.0073420611181934945	0.7865044247787609	0.12881874940233093	234	8
SEMA4F	0.17470811271564157	0.0073877097086128135	0.8523230088495575	0.12274258212614378	234	8
DSG2	0.17432719307902536	0.007519625637281461	0.8086283185840708	0.11197734031983694	234	8
IL32	0.17406141762326827	0.007612904826514658	0.7594026548672567	0.11334614458604968	234	8
GPI	0.1735365731380874	0.007800141501331603	0.8152654867256638	0.11893616897736349	234	8
POMZP3	0.17248660103048366	0.008187061296379807	0.8174778761061947	0.1455799537045262	234	8
MXRA8	0.17208503637879188	0.008339492901077324	0.7892699115044248	0.12174648438992701	234	8
PLA2G10	0.17115486702400914	0.008702307531349174	0.7970132743362832	0.11552395566436824	234	8
LAMC2	0.17033891058208186	0.009032041545948546	0.8136061946902655	0.11428034539169259	234	8
ALOX5AP	0.16906822526366477	0.00956762526329526	0.7793141592920354	0.10847596010899499	234	8
SNX14	0.16827840147208248	0.0099145370870976	0.7710176991150441	0.11671697748759949	234	8
ADAM10	0.16785093528959735	0.010106897065647172	0.7599557522123894	0.10859476418052094	234	8
S100A10	0.167750434022689	0.010152599255410883	0.7892699115044248	0.11512865782290208	234	8
LIPH	0.16769366704281405	0.010178494317210065	0.7948008849557522	0.1146594927621058	234	8
F12	0.16739862435981867	0.010314025314478621	0.7997787610619469	0.10282075202544083	234	8
PDGFB	0.16706137913437194	0.010470894819793247	0.851216814159292	0.14650788282359828	234	8
SPON2	0.16655740296178412	0.010709249962762875	0.6825221238938053	0.18475191458880724	234	8
PLXNA2	0.16654402622530817	0.01071564125302288	0.7953539823008848	0.10595037829163355	234	8
CIB1	0.16633821764824827	0.0108144004209092	0.8174778761061947	0.10824386054176723	234	8
LRRC4	0.16551433136745727	0.01121784614837425	0.8102876106194691	0.1667942966422633	234	8
ZNRF3	0.165375159120947	0.011287292481673067	0.745575221238938	0.11420995382900276	234	8
MST1	0.1653746654369811	0.011287539501334308	0.8484513274336284	0.13886477166047057	234	8
CTHRC1	0.16527411034475145	0.011337952756393863	0.7959070796460177	0.0955961899116574	234	8
EFEMP1	0.16489438524994265	0.011530123385759929	0.8053097345132744	0.10394759933032405	234	8
CFD	0.16448697661269485	0.011739492070467775	0.8008849557522124	0.10766414090535098	234	8
COL1A1	0.1632804562608196	0.012379308129374772	0.8418141592920354	0.1322096676194056	234	8
CD14	0.162601529379594	0.012752670880936571	0.8545353982300885	0.21386765674649305	234	8
ZP3	0.16214776753727486	0.013007695430745817	0.8185840707964602	0.09983854652972299	234	8
RPS19	0.16167233133617812	0.013279698935715168	0.7925884955752213	0.10100654444685253	234	8
MPZL3	0.1614075858561087	0.013433318496147973	0.7881637168141593	0.1101674106931501	234	8
SERPINA1	0.16107762802165743	0.01362696026992155	0.797566371681416	0.09974215719553342	234	8
TSPAN3	0.16074025517590293	0.013827482410201881	0.7560840707964601	0.11180600840675799	234	8
IGFBP4	0.1593735094419252	0.014666550386642828	0.8025442477876107	0.08958264834849439	234	8
UXS1	0.1589333025221979	0.014946133399764461	0.8086283185840707	0.1129394442308442	234	8
ICAM2	0.15847723758912446	0.015240697227100345	0.7422566371681416	0.12407219664672034	234	8
CA12	0.1578486177281374	0.015655029312540786	0.7992256637168141	0.10405490472663369	234	8
RGMA	0.15743574270344463	0.015932487745419454	0.8268805309734513	0.12700783798740278	234	8
ST14	0.15708114852554547	0.016174199922988023	0.8108407079646018	0.09571541867071293	234	8
GDF15	0.15696204167169342	0.01625610545248914	0.7842920353982301	0.10086603944552475	234	8
COL16A1	0.15689295007848755	0.016303783034326235	0.8252212389380531	0.14231644880134195	234	8
ANG	0.1559464908509984	0.016969294278627995	0.7605088495575221	0.1017690013891231	234	8
SEMA3A	0.15573823614680968	0.017118869734420398	0.7920353982300885	0.10973178738550014	234	8
TSPAN5	0.15569156521518698	0.017152547545761104	0.7660398230088497	0.1100054340058766	234	8
HLA-DMA	0.15551743057540846	0.01727871354841211	0.7488938053097345	0.10034400931406133	234	8
THBS1	0.1552333453672228	0.017486278193577842	0.7903761061946902	0.10748601270805218	234	8
PSAP	0.15326669078517366	0.018983672992551645	0.7743362831858407	0.10034591892152012	234	8
ITGB2	0.15310211764932155	0.01911388482824632	0.8296460176991151	0.1916424497749799	234	8
IL1RN	0.15286446661920255	0.019303285195652338	0.8196902654867256	0.1757249662110617	234	8
CP	0.1495494553511832	0.02212007081696551	0.7594026548672567	0.10455930758317612	234	8
FBLN1	0.1492862567433141	0.022358211726943047	0.7981194690265487	0.0914832975942654	234	8
NPNT	0.14875823770539123	0.022842645774015978	0.8053097345132743	0.10768881853440677	234	8
LRIG1	0.14831058515358417	0.023260417087126	0.8844026548672567	0.1653766190819762	234	8
CFH	0.1482420595079887	0.023324946731999148	0.771570796460177	0.09311222344540343	234	8
JAG2	0.1480714444992131	0.02348628366705583	0.7074115044247788	0.10194988022994732	234	8
NUCB2	0.14805782998172662	0.023499199180295284	0.7654867256637169	0.11617136030905195	234	8
RARRES1	0.14770295732606398	0.023838018638957646	0.8617256637168141	0.14104366192230713	234	8
CPAMD8	0.14741857227841337	0.02411256978393246	0.7964601769911505	0.09745928532555109	234	8
CLDN3	0.1471205403160117	0.024403214721504758	0.7577433628318584	0.10372362622362623	234	8
MICB	0.14655797737082862	0.024960060899175768	0.8324115044247788	0.14631411351149	234	8
PTGS2	0.14652374140801652	0.02499429900499645	0.7898230088495575	0.1305357823443687	234	8
BMP3	0.14601044091411816	0.025512495629438314	0.7892699115044248	0.09752324019182572	234	8
WNT5A	0.14533175415677047	0.026211813483295623	0.8473451327433628	0.147450487171988	234	8
VCAN	0.1452519679944244	0.026295096290584893	0.8462389380530972	0.13553156164734104	234	8
INHBB	0.1451126739533617	0.02644103950916179	0.7826327433628318	0.09368601195921072	234	8
SEMA3F	0.14381269923980175	0.0278369158026244	0.8346238938053098	0.13211506630624278	234	8
LYZ	0.14286903019931504	0.02888932442165072	0.7914823008849557	0.0952126784026033	234	8
MYEOV	0.14278648315573883	0.028982981113630808	0.75	0.09565204109706865	234	8
LAMC1	0.1420434141158827	0.029837807846787034	0.7649336283185841	0.09533157125164807	234	8
BACE2	0.14143285888605306	0.030556220504203122	0.7245575221238938	0.10600905299878156	234	8
IL15	0.14100303318244686	0.031070785074691968	0.7345132743362832	0.1764874138260279	234	8
CDH3	0.14051795906779804	0.03166034684550833	0.7936946902654867	0.10186257062089471	234	8
LGALS9	0.13982714487710732	0.032516401535571816	0.7505530973451328	0.08970930135333971	234	8
CRB3	0.13893905882867202	0.03364578615904141	0.7571902654867256	0.0898706054956055	234	8
SLPI	0.13829811000470707	0.03448144403310161	0.7007743362831859	0.14657520443447425	234	8
BMP1	0.13655483371555063	0.03684389917448085	0.7865044247787611	0.09761583276798821	234	8
LRRN1	0.1359980114452998	0.037626779877226534	0.7228982300884956	0.09747806634751525	234	8
COL9A2	0.13524520403285892	0.03870753169224643	0.8069690265486726	0.11827290443432104	234	8
IGSF3	0.13488798339931743	0.03922946603922583	0.7300884955752213	0.0992987376136533	234	8
SEMA4C	0.13465867586153638	0.03956762600671861	0.7599557522123894	0.08126013478115238	234	8
EXOC3-AS1	0.13335399677964885	0.04153875533088708	0.7693584070796461	0.10469308962333951	234	8
S100A9	0.13252102850383138	0.04283992634865331	0.7964601769911506	0.1689278454393632	234	8
TNFRSF14	0.13021059347759503	0.046629359234608855	0.8545353982300885	0.19193397266313933	234	8
FAM3C	0.1302056844708834	0.0466376997566811	0.8241150442477876	0.13669580445370694	234	8
BTN2A1	0.1299936980716724	0.0469990616595799	0.7428097345132743	0.08559009775500315	234	8
CTF1	0.12998379101801602	0.04701600676582594	0.8307522123893806	0.17802972379368912	234	8
CCL18	0.12962006179002838	0.04764167652703071	0.8108407079646018	0.19105463532270747	234	8
PTPRM	0.1289938316959719	0.04873517675006575	0.8003318584070797	0.08822131681590836	234	8
LFNG	0.12865347671642777	0.04933822192259507	0.7494469026548672	0.08474021528689447	234	8
LGALS3BP	0.12841901337921854	0.04975725506065128	0.8301991150442478	0.12326738050325778	234	8
ANXA1	0.12811257691822764	0.050309384847005936	0.8617256637168141	0.1547469496584154	234	8
ANGPTL4	0.1269868108771408	0.05238173912710903	0.8462389380530974	0.14005524825302862	234	8
TNFSF9	0.12609208942106204	0.05407892161018714	0.713495575221239	0.0992556607108582	234	8
