ligand	n_patients	n_cohorts	median_delta	mean_delta	paired_p	frac_patients_expressed_high	paired_fdr	pearson	pearson_p	n_background	receptor_score	scaled_delta	scaled_activity	scaled_receptor	scaled_frac	prioritization_score	rank	receptors	activity_ifn	auroc_ifn	activity_cyto	activity_exh
TGOLN2	60	3	0.07381367683410645	0.12527020890265703	1.7105255489684115e-08	1.0	3.586101808802196e-07	0.11907686185316815	0.25824166220903316	92	0.3447653849919637	0.3582351073694027	0.6080254519252145	0.14849336730692853	1.0	0.5286884816503864	73	BTN3A1	0.1963516280749071	0.8219026548672566	-0.09224942841190724	-0.09756191902766431
NECTIN1	31	2	0.05322097986936569	0.07611323061639504	1.2759119272232056e-07	0.8387096774193549	1.9058934412896635e-06	0.16864624409246726	0.10805123982980162	92	0.7596933941046397	0.3129303525932586	0.6876429977044418	0.3272063702510535	0.7849462365591399	0.5281814892769734	74	CADM3,CD96,FGFR1,NECTIN1,NECTIN3,NECTIN4	0.21273757814259792	0.8147123893805309	-0.09124322267457077	-0.11144516103332489
ADAM17	60	3	0.04326975345611572	0.06324962998429934	2.9684561254999844e-08	1.0	5.374704651473457e-07	0.0518610911970843	0.6234522899907405	92	0.7455742756525675	0.2910372575243556	0.5000645604325213	0.3211251465156647	1.0	0.5280567411181354	75	ERBB4,IL6R,ITGA5,ITGB1,MUC1,NOTCH1	-0.0012155443812342235	0.790929203539823	0.007586831213655373	-0.05800416559912681
MMP14	60	3	0.039358672220259905	0.07704487438507689	1.1967087534917336e-09	0.8	5.958612335094257e-08	0.08932999947894994	0.3971049846744285	92	1.1790598630905151	0.2824327227903469	0.5602465192478968	0.5078310554026119	0.7333333333333334	0.5209609076935473	76	ADAM9,CD44,DDR1,F12,MMP13,MMP2	0.1971045250287385	0.8246681415929203	-0.08948357262507889	-0.10750378509444154
TSPAN3	60	3	0.09099115431308746	0.18712064375480017	9.098856014003719e-07	1.0	9.884666306122221e-06	0.10289620347928533	0.3290420170089331	92	0.23475341747204462	0.3960262430419405	0.5820363382703079	0.10111028242596225	1.0	0.5197932159345526	77	ADAM10,CLDN11	0.16074025517590293	0.7560840707964601	-0.09570783660506058	-0.08209135902196418
SLPI	60	3	0.10717937350273132	0.2773887144091229	2.804925885783873e-05	0.9333333333333333	0.00019716979020657224	0.09502929103619184	0.36755223615299465	92	0.3818371494611104	0.4316409710158934	0.5694006298292493	0.16446048981303876	0.9111111111111111	0.5191533004423232	78	CD4,PLSCR4	0.13829811000470707	0.7007743362831859	-0.043697469667360725	-0.09018790940379376
NUCB2	60	3	0.04892610013484955	0.1017641025284926	0.0014716709159195921	1.0	0.006214299450614532	0.17134296619875325	0.10244902408290064	92	0.16896440585454306	0.30348144585226944	0.6919744294482262	0.07277439868547257	1.0	0.517057568496492	79	ERAP1	0.14805782998172662	0.7654867256637169	-0.09649356990907998	-0.10132706111339762
HEBP1	60	3	0.031425803899765015	0.04787680935114622	3.9948989575036536e-05	1.0	0.0002637516162550755	0.22899232345444087	0.028117024311527385	92	0.00474526162724942	0.2649800960388908	0.7845699013524295	0.002043824317801064	1.0	0.5128984554272804	80	FPR2,FPR3	0.024429290717195476	0.8113938053097346	0.1563733058335193	-0.031242132040454302
HBEGF	60	3	0.045489825308322906	0.07687984540049607	2.8814980911578294e-07	0.7833333333333333	3.5136634887077613e-06	0.07414087688106151	0.4824429897854427	92	1.1790598630905151	0.295921504159067	0.5358499944345431	0.5078310554026119	0.7111111111111111	0.5126784162768333	81	CD44,CD6,CD82,CD9,EGFR,ERBB2	0.03352605030923847	0.8622787610619469	0.06372067757508386	-0.05001643616954774
HLA-DRB1	60	3	0.0020724907517433167	0.04797319853678346	0.4096557792251261	0.8833333333333333	0.5562939274704837	0.034354593396844706	0.7450991148769439	92	1.2362760702768962	0.20040163619385543	0.47194590478101955	0.5324745597667018	0.8444444444444444	0.5123166362965053	82	CD19,CD37,CD53,CD81,CD82,CR2	0.34980649967288074	0.8445796460176991	0.168358355181474	-0.057114733988006
CIB1	60	3	0.08126431703567505	0.141676377505064	2.127999974937276e-06	1.0	1.9866874766015977e-05	0.1589291097528999	0.13023212026009306	92	0.0010483509589297075	0.37462681302288303	0.672035492563697	0.0004515336248578101	1.0	0.5117784598028594	83	ITGA2B,ITGB3	0.16633821764824827	0.8174778761061947	-0.11368693654452927	-0.10049622753357805
GNAS	60	3	0.07158911228179932	0.08751424004634221	0.0008764642805709032	1.0	0.004043918205722893	0.14458849668082224	0.16909421449139986	92	0.0934287856022517	0.35334097661525526	0.6490018301255331	0.040240568170145104	1.0	0.5106458437277335	84	ADCY1,ADCY2,ADCY5,ADCY6,ADCY8,ADCY9	0.1748413398233784	0.7865044247787609	-0.06363916499969001	-0.09964529123459231
CALM2	60	3	0.08999311923980713	0.09806090792020163	0.0011094562101724168	1.0	0.004892251554081321	0.1374234175765112	0.1914491205293078	92	0.020206753474970657	0.39383052606857	0.6374933951233515	0.008703219628354842	1.0	0.510006785205069	85	CNGA2,KCNH1,MYLK,MYLK2,PDE1A,PDE1B	0.10887644590568024	0.8467920353982301	-0.04480898713198882	-0.05652971085008036
PAM	60	3	0.07383909076452255	0.07485480767985185	1.9435909920095752e-07	0.9833333333333333	2.5245556907080894e-06	0.1513761377565596	0.1497509074255016	92	0.08631095290184021	0.35829101903009347	0.6599040302270313	0.03717485742416605	0.9777777777777777	0.5082869211147671	86	DPP4,FAP,FXYD1	0.05887297956013302	0.7444690265486726	0.1024495651793953	-0.06460856659679337
HSPG2	60	3	0.02440950646996498	0.056515396052661045	5.183203376236625e-07	0.9	5.955700033271892e-06	0.11048293391883802	0.2944360923569073	92	0.7455742756525675	0.24954396180946722	0.5942220228763762	0.3211251465156647	0.8666666666666667	0.5078894494670437	87	COL13A1,DAG1,FGFR1,ITGA2,ITGB1,LRP1	0.20474424359280455	0.8174778761061947	-0.0542041214063306	-0.08353174498876006
KIAA0319L	60	3	0.058433711528778076	0.07663053097203373	5.150677334726313e-07	1.0	5.955700033271892e-06	0.14865049868555016	0.1573086965282387	92	0.0928447296222051	0.3243985701826244	0.6555261525188499	0.0399890103196524	1.0	0.5049784332552817	88	ILDR1,MPZL3,SIGLEC8,UNC5A	0.2113202082489524	0.8191371681415929	-0.05877479451247554	-0.09305559875307645
S100A8	60	3	-0.002325741050299257	-0.0023380152066238224	0.7684743761882565	0.6	0.8403467383350871	0.22100049735776625	0.03425719233860716	92	1.367823839187622	0.1907253507815388	0.7717335586068231	0.5891332964543269	0.4666666666666666	0.5045647181273389	89	AGER,CD36,CD68,CD69,ITGB2,TLR4	0.12052705982034556	0.8030973451327434	0.15369902629916404	-0.071482907951507
DSG2	60	3	0.105301633477211	0.15138945309178478	2.4780246703056242e-09	0.9666666666666667	7.942751796832811e-08	0.12100391385746682	0.2505611080669079	92	0.0037042768381070346	0.4275098680556931	0.6111206519103691	0.0015954633645729756	0.9555555555555556	0.4989453847215477	90	DSC1,DSC3	0.17432719307902536	0.8086283185840708	-0.10444751753431766	-0.0972509117731971
CALM1	60	3	0.0638532042503357	0.08780419826507568	0.0016699490755827297	1.0	0.0069532722833496935	0.1439357325426086	0.17104733072983894	92	0.020206753474970657	0.3363216703565194	0.6479533708486681	0.008703219628354842	1.0	0.49824456520838556	91	CNGA2,KCNH1,MYLK,MYLK2,PDE1A,PDE1B	0.21831650931884197	0.8412610619469028	-0.059692556308135025	-0.09043737839507919
SARAF	60	3	0.0898851752281189	0.11756231561303139	2.6643918080655757e-07	1.0	3.3166127194149617e-06	0.10026554450993604	0.34162300947750823	92	0.036648984688023724	0.39359304493691144	0.5778110160762449	0.015785027678551777	1.0	0.496797272172927	92	DAG1	0.2159660989846576	0.7759955752212389	-0.06849154263992564	-0.09309899683647199
ALCAM	60	3	0.08779547177255154	0.16791743573267012	6.0392812576580876e-09	0.95	1.6037646895336476e-07	0.009665315848121251	0.9271421610776673	92	0.5240055521329244	0.3889956139752728	0.4322903836368986	0.22569362328981482	0.9333333333333332	0.4950782385588298	93	ALCAM,CD6,CHL1,NRP1	0.19148934203496126	0.7157079646017699	-0.04361692537065635	-0.0911911233656894
FN1	60	3	0.018734686076641083	0.029834818949651284	0.012213047840210984	0.7333333333333333	0.03657792523571961	0.10840816873470803	0.30365222926365587	92	1.1790598630905151	0.23705913057252884	0.5908895683537202	0.5078310554026119	0.6444444444444444	0.4950560496933263	94	CD44,COL13A1,ITGA2,ITGA2B,ITGA3,ITGA4	0.11488326467664892	0.8384955752212391	-0.07068740542709545	-0.06837079996821577
ARF1	60	3	0.09157383441925049	0.09169131418069204	2.4626195813778587e-05	1.0	0.00017516847617538934	0.09644380091396995	0.360431746870285	92	0.020270255704720814	0.3973081625189208	0.571672592881068	0.008730570575803695	1.0	0.4944278314939481	95	PLD2	0.20171208929612056	0.8290929203539823	-0.0698003931094401	-0.09047108493811509
LIPH	60	3	0.101167943328619	0.13624360029837893	1.0741730388842177e-10	0.8833333333333333	1.2836367814666403e-08	0.15291830882968904	0.14559713963468254	92	0.09950317194064458	0.418415584833676	0.6623810406408697	0.042856857742638546	0.8444444444444444	0.49202448191540715	96	LPAR1,LPAR2,LPAR4	0.16769366704281405	0.7948008849557522	-0.10087818835717481	-0.11294969619234618
GPI	60	3	0.039514362812042236	0.03029264199237029	0.003390514676035299	1.0	0.012543854606384465	0.14247813932831246	0.17546841664505078	92	0.08909017344315846	0.28277524830284917	0.6456122080335562	0.03837189121767914	1.0	0.49168983688852114	97	AMFR	0.1735365731380874	0.8152654867256638	-0.10836804967699855	-0.10273004117815684
UXS1	60	3	0.03939575329422951	0.05518730257948239	1.4223291226483314e-06	1.0	1.4527207705681676e-05	0.15642356914717884	0.1364792361216541	92	0.026811321265995502	0.28251430263226396	0.6680111334761722	0.011547862836718182	1.0	0.4905183247362886	98	CEACAM6	0.1589333025221979	0.8086283185840707	-0.08127388705688504	-0.1056647508671364
CEACAM5	60	3	0.05813669483177364	0.13226781675766688	2.465874430997071e-07	0.65	3.1018104684647364e-06	0.1866206929241705	0.07487779315193968	92	0.88864133755366	0.3237451216010595	0.7165132687884324	0.3827453401232602	0.5333333333333333	0.4890842659615213	99	CD8A,CEACAM1,CEACAM3,CEACAM5,CEACAM6,CEACAM7	0.22774635043597444	0.8036504424778761	0.01633634788392911	-0.09460085146622925
SECTM1	60	3	0.031132825650274754	0.05062358009696861	1.4373720306251741e-09	0.6166666666666667	6.593841703111054e-08	0.13583388470173868	0.19668562258732067	92	1.3130908409754436	0.26433553220295286	0.6349403129442387	0.5655593311981574	0.48888888888888893	0.48843101630855945	100	CD7	0.0778906803469723	0.6902654867256637	-0.11827620739045357	-0.07122941942203098
CTSD	60	3	0.2203369140625	0.25492145319779713	6.259785397832469e-10	1.0	4.155801972449889e-08	-0.10902701867626938	0.3008837814052234	92	0.06972705945372581	0.680592074162302	0.24164866185754208	0.030032034251163287	1.0	0.48806819256775186	101	APP	0.07575075074870923	0.7782079646017699	-0.0512414735772792	-0.0741529570696112
GSTP1	60	3	0.06692695617675781	0.11995598326126734	0.013379732514095138	1.0	0.03928447261509506	0.10333436575227721	0.32697558544767846	92	0.05468639607230822	0.34308404720825914	0.5827401074772802	0.023553893320371257	1.0	0.48734451200147766	102	TRAF2	0.20375121680521097	0.8324115044247787	-0.08751660612712489	-0.10239072089909428
MPZL3	60	3	0.04323539137840271	0.049626679020002486	1.8052113765605007e-09	0.95	6.593841703111054e-08	0.14789521932588032	0.15945242241999047	92	0.16375221808751425	0.2909616595826653	0.6543130349394473	0.07052946533005428	0.9333333333333332	0.487284373296375	103	KIAA0319L,MPZL2	0.1614075858561087	0.7881637168141593	-0.11785453966137313	-0.09514366637172711
GLG1	60	3	0.0555131658911705	0.09364580145726602	9.505947502534508e-10	1.0	5.163457847967608e-08	0.12903225133672738	0.22025736830480613	92	0.0024928293423727155	0.3179732532777576	0.6240156386523937	0.0010736826818593438	1.0	0.4857656436530027	104	MOG,SELE,UNC5B	0.19471398925202835	0.7594026548672566	-0.059785415651042624	-0.09037785159051076
CRB3	60	3	0.03974108397960663	0.06708254721015691	0.00026844021635753264	1.0	0.001413154442939434	0.12826901651496195	0.22302173046899185	92	0.0833592638373375	0.28327404391551964	0.6227897431375202	0.035903539978996014	1.0	0.485491831758009	105	LIN7C,PATJ	0.13893905882867202	0.7571902654867256	-0.07936598256011967	-0.0922357107807639
CXCL2	60	3	0.10044549219310284	0.19844780806597556	5.1930863596152556e-06	0.8333333333333334	4.279819448096711e-05	0.16639754621139852	0.11290260459730009	92	0.08631095290184021	0.4168261635165776	0.6840311752769332	0.03717485742416605	0.7777777777777778	0.4789524934988637	106	ACKR1,CXCR1,CXCR2,DPP4,XCR1	0.17931680849818754	0.808075221238938	-0.01638356641760597	-0.0779221716497054
CXCL16	60	3	0.06893578171730042	0.09088222240097821	9.446688765511485e-07	0.95	1.0079279531059129e-05	0.050139215635015146	0.6350423480100348	92	0.3142024626334508	0.34750354353057994	0.49729891155420053	0.13532965814899905	0.9333333333333332	0.47836636164177815	107	ADRA2A,CXCR6,GRM7,MTNR1A	0.047035237073719226	0.8346238938053098	-0.009395791270404377	-0.032087477783807966
C3	60	3	0.008189854503143579	0.03527313744367954	0.1275457309689271	0.6666666666666666	0.24006138993103	0.1688766608680438	0.10756344456145946	92	1.0580961505572002	0.21386008047185343	0.6880130894293942	0.4557309613156201	0.5555555555555555	0.4782899216931058	108	C3AR1,C5AR2,CD19,CD46,CR1,CR2	0.1911361255257541	0.814712389380531	-0.030936473524450912	-0.08695231795061603
IGSF3	60	3	0.03507266007363796	0.0436138920034864	2.615939412121963e-08	0.85	4.884449371071478e-07	0.2598665273620357	0.01236303596102003	92	0.007076056053241094	0.27300332509645786	0.8341595518980702	0.003047717190700096	0.7999999999999999	0.4775526485463071	109	PTGFRN	0.13488798339931743	0.7300884955752213	-0.020093530412718108	-0.045208916239938335
ICAM4	60	3	0.028981089824810624	0.05227840652150917	3.193133871359274e-08	0.6166666666666667	5.511731108768971e-07	0.17623403642185542	0.09287063334880132	92	1.0580961505572002	0.2596016275530369	0.6998303879009122	0.4557309613156201	0.48888888888888893	0.47601296641461455	110	ITGA2B,ITGA4,ITGAL,ITGAM,ITGAV,ITGB1	0.20643415704327897	0.8141592920353983	0.05600917650389922	-0.044789624541646235
PSEN1	60	3	0.04131152853369713	0.05356180548357467	1.868005162193947e-07	0.95	2.4802957431352963e-06	0.13091970813223458	0.21352520328493424	92	0.12809038162231445	0.28672908458039337	0.627047241448998	0.055169610740272976	0.9333333333333332	0.4755698175257494	111	CDH1,NCSTN,NOTCH1,NOTCH2,NOTCH3,NOTCH4	0.08599016933113945	0.7942477876106194	-0.034334218430730916	-0.060744472218999576
PLXNA1	60	3	0.038101669400930405	0.050831705890595914	3.095892266318487e-08	0.8833333333333333	5.440575379780282e-07	0.12404039674868338	0.23877967788597068	92	0.3738226592540741	0.2796672664453061	0.6159978019711098	0.16100858109511754	0.8444444444444444	0.4752795234889945	112	NOTCH1,TREM2,TYROBP	0.20406160892086228	0.8042035398230089	-0.028233975012320486	-0.10661602666427165
ICAM3	60	3	-0.004315057769417763	-0.026460788040033854	0.15970447587177605	0.7166666666666667	0.28231782347155676	0.13655096209397466	0.1943106804834067	92	1.0580961505572002	0.18634877464456837	0.6360920711369872	0.4557309613156201	0.6222222222222222	0.4750985073298495	113	CD209,CLEC4M,ITGAD,ITGAL,ITGB2	0.23545723856826334	0.8268805309734513	0.06670128252800336	-0.05645273022084351
TNFSF10	60	3	0.12070043385028839	0.16482344890634218	1.5747864485630498e-09	0.9166666666666666	6.593841703111054e-08	0.056785392454889255	0.590816319556866	92	0.0857414963344733	0.4613878431428602	0.507973894039531	0.036929587664194845	0.8888888888888888	0.4737950534338687	114	TNFRSF10A,TNFRSF10B,TNFRSF10C,TNFRSF10D,TNFRSF11B	0.21941082549218174	0.8047566371681416	0.028968609589190952	-0.04413597613135894
AIMP1	60	3	0.039051398634910583	0.04735575479765733	9.553939154485742e-05	1.0	0.0005766140045257809	0.11873157854320553	0.2596346138851378	92	0.005592664781336983	0.28175670864527047	0.6074708634172311	0.0024088080235170756	1.0	0.4729090950215047	115	NTRK1	0.06477038101278927	0.8324115044247788	0.183151682005741	-0.05185925577273343
CKLF	60	3	0.0011874772608280182	0.012133922552069028	0.4439103494290324	0.9833333333333333	0.5936102268151239	0.16877520717338398	0.10777801163772882	92	0.05886224408944448	0.19845457121017945	0.6878501361341512	0.025352466380253638	0.9777777777777777	0.4723587378755905	116	CCR4,LRP6	0.07090898347718129	0.6167035398230089	-0.11597229605480394	-0.06251381579686736
IGFBP4	60	3	0.05462747812271118	0.07182644347291595	0.000141261633209595	0.9333333333333333	0.0007888208022685328	0.15054723975915377	0.152019915353825	92	0.0056963669291387005	0.3160247048565875	0.658572667573848	0.002453473415677593	0.9111111111111111	0.4720404892393061	117	FZD8,LRP6	0.1593735094419252	0.8025442477876107	-0.13943382028681323	-0.11558596721161904
S100A10	60	3	0.014632701873779297	0.052678534272126855	0.25079931925595766	0.9833333333333333	0.3974869847624263	0.16477893330880508	0.11649785633655843	92	0.0003643067199542808	0.2280346016958854	0.6814313852240947	0.00015690998555384074	0.9777777777777777	0.47185016867082796	118	CFTR,HTR1B,TRPV5,TRPV6	0.167750434022689	0.7892699115044248	-0.08304605255860908	-0.1064979867636674
IL32	60	3	0.02540411427617073	-0.004977577358173827	0.07850566825864076	0.8666666666666667	0.16458644485802756	0.24673447356112818	0.01773915970000077	92	0.000321022553180228	0.25173213865855815	0.813067057954498	0.00013826712883113467	0.8222222222222223	0.4717899214910274	119	ITGB3	0.17406141762326827	0.7594026548672567	0.12495083753024057	0.07065603815875354
HLA-F	60	3	0.027899475768208504	0.07843192586442456	7.030074867900359e-05	0.8833333333333333	0.00044215470879689097	-0.008858905438782238	0.9332063217560451	92	0.88864133755366	0.25722203348234807	0.4025370768634827	0.3827453401232602	0.8444444444444444	0.4717372237283839	120	CD8A,KIR3DL1,KIR3DL2,LILRB1,LILRB2	0.40633583641235194	0.9103982300884956	0.03061502566136435	-0.10263495260291994
MICA	60	3	0.022765010595321655	0.027885258964185294	2.715339586310034e-05	0.6833333333333333	0.00019200182281896394	0.01005789048636881	0.9241915056010229	92	1.457535942395528	0.24592600528543043	0.4329209307169802	0.6277730580819021	0.5777777777777778	0.47109944296552264	121	HCST,KLRK1,PCDHAC1	0.2616266460463592	0.8423672566371682	0.05465399353662558	-0.07768377010254446
VEGFA	60	3	0.16392922401428223	0.19273198113466303	1.0654566471074263e-08	1.0	2.402303194893159e-07	-0.06341791679270244	0.5481254577182261	92	0.0176854245364666	0.5564929059232463	0.3149052689226472	0.007617261929395015	1.0	0.4697538591938221	122	FLT1,GPC1,KDR,NRP1,NRP2	0.021858531116195404	0.7936946902654867	-0.08134008025766243	-0.038445512494185555
THBS1	60	3	0.019423365127295256	0.02762022709454565	2.022718574804378e-05	0.65	0.00014829133109762156	0.2286604787724918	0.02835202478367571	92	0.7455742756525675	0.23857425195574433	0.7840368977529671	0.3211251465156647	0.5333333333333333	0.4692674073894274	123	CD36,CD47,ITGA2B,ITGA3,ITGA4,ITGA6	0.1552333453672228	0.7903761061946902	-0.09671315196311522	-0.09962844816715626
PRRG4	60	3	0.07518813014030457	0.09441214501857757	3.3927971884776736e-09	1.0	9.65331581007338e-08	0.060951964057243326	0.5638217217370355	92	0.0021320851907754936	0.36125895947071734	0.5146661744414007	0.0009183071246287325	1.0	0.4692108602591867	124	CADM4	0.09896173259027873	0.7074115044247787	-0.11022055925823002	-0.0830569222310393
CD320	60	3	-0.0014011748135089874	-0.0015667162369936705	0.9882530056508173	0.9	0.99912211654207	0.15860368033133326	0.1310309647040159	92	0.29294392963250476	0.19275943338391993	0.671512793052446	0.12617342818296134	0.8666666666666667	0.46427808032149853	125	IGSF5,JAML,LRPAP1,ROR2,SIGLEC7,TMEM167A	0.24572096666006527	0.8113938053097345	-0.004462675266497899	-0.09428211934957058
SEMA4B	60	3	0.07077713869512081	0.10430970519470671	1.0424652717203269e-09	0.95	5.416286955242568e-08	0.08817332407457587	0.40327024354661967	92	0.02670388761907816	0.35155460233450114	0.5583886857870141	0.011501590256327921	0.9333333333333332	0.4636945529277941	126	DCBLD2,PLXNB1,PLXNB2	0.19179036468992844	0.8158185840707965	-0.09941580179744205	-0.0758187873443002
S100A4	60	3	0.0244760699570179	0.02221319155457119	0.17091859219156613	0.9666666666666667	0.2986077743697683	0.07901852156041121	0.45402110101808785	92	0.22311140348513922	0.2496904041362368	0.5436843889944383	0.09609596853482076	0.9555555555555556	0.46125657930526287	127	CCR5,EGFR,ERBB2,ERBB3	0.21267677889550154	0.8412610619469026	-0.055008799023400744	-0.07473075766116366
CXCL17	60	3	0.08126502111554146	0.18096302708339257	3.49911552471793e-05	0.8666666666666667	0.00023692105663901473	0.13514452459698498	0.19898840296894216	92	0.02401018003001809	0.37462836202667527	0.6338330738135664	0.010341387614612363	0.8222222222222223	0.4602562614192691	128	GPR35	0.2054004190176109	0.8064159292035398	-0.03426133185286151	-0.10621002166193104
ZG16B	60	3	0.002967336680740118	0.02264926859352272	0.002931506530393503	0.3	0.011014920221840724	0.12526188940236185	0.23415051354321553	92	2.2099717458089194	0.2023703329335319	0.617959743857005	0.9518535226382641	0.06666666666666665	0.4597125665238669	129	CXCR4,TLR2,TLR4,TLR5,TLR6	0.2117121566850065	0.8174778761061946	-0.04466427055073601	-0.11067503728614592
PTPRK	60	3	0.0544259212911129	0.0803773952027162	1.1046926684665963e-08	0.95	2.444643960773301e-07	0.10328987019557963	0.3271850535612883	92	0.005392488247404496	0.3155812717868613	0.5826686394286118	0.002322590297279398	0.9333333333333332	0.45847645871152143	130	EGFR	0.180003150158563	0.8230088495575221	-0.13858840096477165	-0.0715483802313885
VEGFB	60	3	0.01763453334569931	0.020256298345824084	0.014229626438151302	1.0	0.04113156326885856	0.10450620120610339	0.3214898696306531	92	0.0176854245364666	0.2346387506787751	0.5846222907661565	0.007617261929395015	1.0	0.45671957584358164	131	FLT1,KDR,NRP1,RET	0.22022884374306512	0.8434734513274336	-0.05186317034316068	-0.10061009042034827
CFH	60	3	0.03928147070109844	0.06759645067504608	4.204636406710231e-06	0.75	3.5635039049778195e-05	0.15040408947527145	0.15241436420121837	92	0.4983381430308024	0.2822628763685817	0.65834274188655	0.21463845309717078	0.6666666666666666	0.45547768450474224	132	CFB,ITGAM,SELL	0.1482420595079887	0.771570796460177	-0.10707871332379569	-0.09002098626544194
LRPAP1	60	3	0.09423640370368958	0.10390047828356425	9.769158484376276e-09	1.0	2.289047919378363e-07	-0.03778944335511912	0.7206160688008967	92	0.14126202712456384	0.403165921156002	0.35606931142206716	0.060842749862542345	1.0	0.45501949561015287	133	CD320,LRP1,SIRPA	0.3729883662105124	0.8169247787610621	0.2063472515803265	-0.04613916249890346
PTDSS1	60	3	0.008978161960840225	0.012946757456908623	0.0468523148194099	0.95	0.10871556545474724	0.07939853892738719	0.4518464418378558	92	0.28205548226833344	0.21559438832479288	0.5442947667870451	0.12148368180982201	0.9333333333333332	0.45367654256374834	134	JMJD6,SCARB1	0.09969752469490886	0.7179203539823009	-0.14503060214388197	-0.10020848651153515
SNX14	60	3	0.028804723173379898	0.043915528679887454	2.7708920918073496e-07	0.95	3.41362479351524e-06	0.12503986226675065	0.23498725966265085	92	0.0004983600811101496	0.25921361388452907	0.617603127437046	0.00021464790201349568	0.9333333333333332	0.45259118063923043	135	HTR6	0.16827840147208248	0.7710176991150441	-0.027450143321512514	-0.05808711602853439
KITLG	60	3	0.006532350787892938	0.01200149377497534	0.0991478247548067	0.7833333333333333	0.19912882450755295	0.2828012615143012	0.0063057714078942105	92	0.04075567672650019	0.2102135061795908	0.8709969536128473	0.017553814673511085	0.7111111111111111	0.4524688463942651	136	EPOR,KIT,LRRN3	0.1185861758138749	0.9054203539823009	0.0933023045192846	-0.060162012365537115
TNFRSF14	60	3	0.032759007066488266	0.04173281573069592	2.3067480643015966e-05	0.9	0.00016605806848436191	0.14438047126228606	0.16971484714157214	92	0.05968637391924858	0.2679131961878705	0.6486677030387038	0.02570742606835733	0.8666666666666667	0.45223874799039954	137	BTLA,CD160,FCAR,LRFN5,TRAF2	0.13021059347759503	0.8545353982300885	0.153363196065624	-0.05225317388545213
SEMA4C	60	3	0.041187943890690804	0.04531872416846454	1.2130586782650348e-08	0.9	2.635645673684939e-07	0.13949990714547078	0.1847613357015545	92	0.02670388761907816	0.28645719343592185	0.640828619325231	0.011501590256327921	0.8666666666666667	0.45136351742103686	138	PLXNB1,PLXNB2	0.13465867586153638	0.7599557522123894	-0.11986918628252216	-0.0713009173577546
BACE2	60	3	0.037978645414114	0.08957235268511189	3.9948989575036536e-05	0.8666666666666667	0.0002637516162550755	0.1585557360590283	0.13114897048015142	92	0.06972705945372581	0.27939660876681727	0.6714357857321478	0.030032034251163287	0.8222222222222223	0.45077166274308766	139	APP	0.14143285888605306	0.7245575221238938	0.07972767195960168	-0.04912738066857955
PDGFA	60	3	0.029442235827445984	0.060858494221853715	1.7095162297710897e-06	0.8666666666666667	1.716699071072649e-05	0.13279502127299	0.20698224218170966	92	0.2015660268565019	0.2606161671541958	0.6300593393023399	0.08681619259224194	0.8222222222222223	0.44992848031775	140	FURIN,PDGFRA,PDGFRB	0.01951154475303208	0.7931415929203539	-0.03486678049333313	0.12950596006137594
PODXL2	60	3	0.018321365118026733	0.04155373252481998	3.197351933498106e-05	0.7	0.000219588250605186	0.20012093197481548	0.055793664507074424	92	0.4983381430308024	0.2361498079759828	0.7381971359679003	0.21463845309717078	0.6	0.4472463492602635	141	SELL	0.18144314602093176	0.7997787610619469	-0.08016382192263495	-0.09858217339445727
APOE	60	3	0.006271976977586746	0.028612669452559202	0.10066515762653477	0.8666666666666667	0.20082614918816205	0.1337266268029415	0.20378560666856765	92	0.2912748654683431	0.2096406734104664	0.6315556691450447	0.12545454813068038	0.8222222222222223	0.44721827822710347	142	APP,LDLR,LRP1,LRP2,LRP5,LRP8	0.08353233088459427	0.8373893805309734	-0.049677269365498655	-0.05591332990321752
PVR	60	3	0.010539273731410503	0.02329023483519753	0.001295293378822421	0.6666666666666666	0.005649180976980996	0.16525147573448448	0.11543922838140588	92	0.7596933941046397	0.21902889649363239	0.6821903752802453	0.3272063702510535	0.5555555555555555	0.4459952993951216	143	CD226,CD96,NECTIN3,NECTIN4,PVRIG,TIGIT	0.19932983261552162	0.8362831858407079	-0.10927308237829733	-0.10436215594700733
ZDHHC5	60	3	0.039376480504870415	0.059933362249284985	8.356954160361806e-08	0.9666666666666667	1.2969558729392675e-06	0.03196916929019128	0.7622539471900704	92	0.1705419917901357	0.28247190172687203	0.4681144748854946	0.07345387829099521	0.9555555555555556	0.44489895261472934	144	S1PR1	0.232134811603637	0.8501106194690266	-0.09068168635745914	-0.06757062961881367
CALM3	60	3	0.006088614463806152	-0.02826336696743965	0.6012012645734974	1.0	0.7213207943427002	0.08641727291567337	0.41273726920070425	92	0.020206753474970657	0.20923726856572017	0.5555681446138433	0.008703219628354842	1.0	0.44337715820197954	145	CNGA2,KCNH1,MYLK,MYLK2,PDE1A,PDE1B	0.09661305391167464	0.84679203539823	-0.04776319244522411	-0.05584879746085436
VSIR	31	2	0.06595596671104431	0.05631359967012559	0.0008311951532959938	0.8387096774193549	0.003849915535615165	0.1393310044081103	0.1852988873672041	92	0.002231331328706195	0.34094783165039944	0.6405573304606833	0.0009610532756493208	0.7849462365591399	0.441853112986468	146	IGSF11,VSIG8	0.1008253424635659	0.7494469026548674	-0.09802350104603673	-0.11950358166069662
