ligand	pearson	pearson_p	auroc	aupr	n_background	n_geneset
CD9	-0.04141576485015877	0.5284215943621363	0.29678362573099415	0.020062271245339276	234	6
CD58	-0.0415231396885045	0.5273521569226145	0.35014619883040937	0.021828449063743184	234	6
BMP4	-0.04237392025596876	0.5189174649492735	0.30336257309941517	0.020262818094049152	234	6
CCL28	-0.042422926993631795	0.51843372645032	0.3187134502923976	0.020554106670912974	234	6
LAMB1	-0.042756894901766956	0.5151433539763713	0.32456140350877194	0.021014012926470243	234	6
CXCL1	-0.043110247708886995	0.5116737632125375	0.3252923976608187	0.020745102477696592	234	6
CCL5	-0.043618540782691916	0.5067041424084056	0.34137426900584794	0.02128199960226237	234	6
CD82	-0.043800494313110366	0.5049313154043458	0.3369883040935672	0.021392882067112404	234	6
CCL4	-0.043985516673050624	0.503131923573384	0.2711988304093568	0.01939971429647191	234	6
CCL4L2	-0.04401945359833492	0.5028022435974571	0.26681286549707606	0.01932228144544003	234	6
TGFA	-0.044104532796133016	0.5019762413896519	0.26388888888888895	0.019226777392023244	234	6
TNFSF10	-0.04413597613135894	0.50167115042204	0.26973684210526316	0.019434843292737505	234	6
ITM2B	-0.04445045100884231	0.498625211131846	0.3252923976608187	0.02084696982524686	234	6
CD7	-0.04477845437312124	0.49545867596687826	0.30190058479532167	0.020129036338258147	234	6
ICAM4	-0.044789624541646235	0.4953510276405688	0.4137426900584795	0.025614715775466732	234	6
CCL18	-0.04479830246069153	0.4952674060040147	0.40277777777777773	0.02398546296706174	234	6
IL1RN	-0.04486898857704338	0.49458654385597955	0.39400584795321636	0.023813672603415208	234	6
IGSF3	-0.045208916239938335	0.4913192520137201	0.3698830409356725	0.027490262868355732	234	6
FLT3LG	-0.04589359940679241	0.48477337791324393	0.29678362573099415	0.020077529184886242	234	6
TRAF2	-0.04599349066846117	0.4838223130310277	0.2960526315789474	0.02006763978568195	234	6
GAD1	-0.046038488905573424	0.48339421351773143	0.310672514619883	0.02034777355927081	234	6
LRPAP1	-0.04613916249890346	0.48243717586507456	0.31871345029239767	0.02077837798669976	234	6
NRP1	-0.046477492269583004	0.4792284076097186	0.2982456140350877	0.020081772455961353	234	6
HLA-DQB1	-0.04673153768130527	0.476826633316864	0.3128654970760234	0.020579746279329483	234	6
CCL3	-0.046944608829153654	0.47481729461527744	0.3304093567251462	0.021146645697701107	234	6
BMP7	-0.04718947815095463	0.47251380311772323	0.28947368421052627	0.019822194750998962	234	6
TIMP1	-0.04749802054749274	0.46962006406755424	0.3720760233918129	0.022519687922826354	234	6
SPARC	-0.047531761950093815	0.46930420364745057	0.29678362573099415	0.019994313289892394	234	6
EDN1	-0.04812306825421214	0.46378784698535264	0.2902046783625731	0.020030130523160265	234	6
SFTPA1	-0.04841578365595034	0.46107040916854264	0.24561403508771928	0.018926841252307525	234	6
LCN2	-0.048507377914365005	0.4602219089810837	0.31798245614035087	0.020732909598290494	234	6
TNFSF13	-0.04909549852284746	0.4547944742164252	0.27923976608187134	0.019769190791143004	234	6
BACE2	-0.04912738066857955	0.45450127904215687	0.41959064327485374	0.025438995337883102	234	6
CCL3L3	-0.04987176164840138	0.44768594235444065	0.26973684210526316	0.019359882881255897	234	6
HBEGF	-0.05001643616954774	0.44636807464470096	0.26608187134502925	0.01920094763263573	234	6
CD44	-0.050170223631592736	0.44496960442514716	0.3084795321637427	0.02038013525177557	234	6
ANG	-0.0503577749131823	0.44326746663086947	0.4225146198830409	0.02507394860246674	234	6
TNC	-0.05152636925266642	0.43274542539010763	0.29970760233918126	0.020223164075286657	234	6
TNFSF15	-0.05158379514967868	0.4322320914313249	0.24415204678362576	0.01873781385196058	234	6
WNT5A	-0.05165695755071111	0.431578595637683	0.3077485380116959	0.02041802995718651	234	6
VTCN1	-0.05183611289960398	0.4299807620811082	0.3713450292397661	0.02351674148717573	234	6
AIMP1	-0.05185925577273343	0.4297746068585067	0.2799707602339181	0.019577688065239875	234	6
DKK1	-0.05206372303357399	0.4279557054942245	0.36111111111111116	0.02305000260495289	234	6
ST6GAL1	-0.05207555650264538	0.4278505737007639	0.25146198830409355	0.018862328548475735	234	6
TNFRSF14	-0.05225317388545213	0.4262743678301039	0.27923976608187134	0.019691590213372346	234	6
APP	-0.05262206578376445	0.42301153389627083	0.29459064327485385	0.019987453655992846	234	6
AREG	-0.052682701093103385	0.42247661082848453	0.3026315789473684	0.020279900846932448	234	6
HLA-DRA	-0.052693543217479204	0.4223810034145799	0.29751461988304095	0.020024065745070006	234	6
CX3CL1	-0.05277878057162583	0.42162980703304365	0.27558479532163743	0.019393408902738794	234	6
SPP1	-0.05320274962167947	0.41790495310550607	0.26827485380116955	0.019491688747321337	234	6
HSP90B1	-0.05320387958832729	0.41789505138893696	0.3157894736842105	0.020606360974467743	234	6
LTB	-0.053538649313401944	0.41496756841375865	0.4276315789473684	0.024577993079209354	234	6
CD47	-0.05359075795251113	0.4145129761803381	0.2704678362573099	0.01941440722589772	234	6
ANXA2	-0.053592657015437035	0.41449641441204216	0.3179824561403509	0.020725817802989082	234	6
B2M	-0.053852991488887926	0.4122297138204575	0.24415204678362573	0.01888137430020763	234	6
MST1	-0.0550468552146757	0.4019288015569766	0.42105263157894735	0.024677814820164866	234	6
ANGPTL4	-0.0551421038661519	0.4011136382034417	0.29312865497076024	0.019930363025158403	234	6
ICAM1	-0.05516769333407538	0.40089480491839574	0.2945906432748538	0.019979197923583557	234	6
ABCA1	-0.05565231199075229	0.39676395944230236	0.2711988304093567	0.019384708531466493	234	6
MIF	-0.05565263679985752	0.39676119938446497	0.2814327485380117	0.01962463958738857	234	6
CALM3	-0.05584879746085436	0.39509643206009415	0.3157894736842105	0.02052162965928686	234	6
APOE	-0.05591332990321752	0.3945496795629238	0.29678362573099415	0.020055275866002555	234	6
ICAM3	-0.05645273022084351	0.389997408276266	0.3961988304093568	0.02430313275984773	234	6
CALM2	-0.05652971085008036	0.38935032690676247	0.30701754385964913	0.020312797507469806	234	6
PGF	-0.05672772959070524	0.38768881147709355	0.26023391812865493	0.019088596483758692	234	6
HLA-DRB1	-0.057114733988006	0.3844539951069498	0.32383040935672514	0.020776765223939796	234	6
EPCAM	-0.057753024519813255	0.3791547455342915	0.3421052631578947	0.02129996706482168	234	6
LRIG1	-0.05795738817209236	0.3774675480427654	0.3428362573099415	0.021565229692434698	234	6
ADAM17	-0.05800416559912681	0.3770820077913144	0.29605263157894735	0.020081657724392524	234	6
SNX14	-0.05808711602853439	0.37639892257363855	0.3845029239766082	0.02516042613108737	234	6
CADM1	-0.05843285358821172	0.37356000090423336	0.27485380116959063	0.019504563691016205	234	6
PTPRC	-0.05882130099301889	0.37038613411946436	0.29678362573099415	0.020155447614460597	234	6
SERPINE1	-0.05890221701447109	0.3697270979126886	0.2097953216374269	0.018198383593684177	234	6
PRNP	-0.05940817237557701	0.36562268420051813	0.29239766081871343	0.020061286021844746	234	6
MUC1	-0.059546418144707486	0.36450614030438505	0.3150584795321637	0.020831784724317515	234	6
BMP2	-0.05974169492338227	0.3629325963376734	0.29020467836257313	0.019897720893037055	234	6
KITLG	-0.060162012365537115	0.35956003003892684	0.24707602339181287	0.01884431409033943	234	6
PSEN1	-0.060744472218999576	0.3549189088087683	0.3201754385964912	0.02077855538166695	234	6
LGALS9	-0.060810526838214876	0.35439495885332345	0.4115497076023392	0.02396209326308456	234	6
WNT10A	-0.06116734191383135	0.3515730751517305	0.3347953216374269	0.021124021657887057	234	6
TCN2	-0.06134496437248537	0.3501736287805609	0.4013157894736842	0.02445978191588382	234	6
CKLF	-0.06251381579686736	0.3410522762021733	0.37573099415204675	0.025444485948877014	234	6
PTPRM	-0.0625855793789253	0.3404972246672675	0.40423976608187134	0.024320595536792916	234	6
FAM3D	-0.06271442342096946	0.33950213120515443	0.3428362573099415	0.021464267884211637	234	6
CLEC2D	-0.06285580501694268	0.33841234169095613	0.3084795321637427	0.020372456068705025	234	6
WNT5B	-0.06305264539525836	0.3368987884117803	0.3157894736842105	0.020684221407518296	234	6
SEMA4D	-0.06308895314134295	0.33662008251105074	0.3866959064327485	0.023614827933050735	234	6
CD14	-0.06313871993393556	0.33623830159618906	0.3048245614035088	0.020331032812947014	234	6
SEMA3A	-0.06345293160215448	0.3338342528982224	0.38961988304093564	0.02372841373016963	234	6
WBP1	-0.06385687494375794	0.33075988751069035	0.3654970760233918	0.0231660819722929	234	6
STX1A	-0.06388419941172736	0.3305525834598437	0.3267543859649123	0.020858010823661392	234	6
PAM	-0.06460856659679337	0.32508746091439816	0.31725146198830406	0.020882880459117577	234	6
WNT7B	-0.06518728459664862	0.3207634361331796	0.31067251461988304	0.020441631576097373	234	6
FURIN	-0.06519309974507588	0.32072017727181756	0.22441520467836254	0.018319264978860404	234	6
TNFSF12	-0.06524679136642648	0.32032094450241444	0.22002923976608185	0.018407815147390344	234	6
CLDN1	-0.06576448868626064	0.31648809052148047	0.2412280701754386	0.018708377968381505	234	6
HLA-A	-0.06617242512896293	0.3134890199613177	0.29020467836257313	0.019757864498456387	234	6
ITGB2	-0.06646086176935861	0.3113797406384642	0.3099415204678363	0.020539942655935325	234	6
NAMPT	-0.06671042443294901	0.3095622598260976	0.29166666666666663	0.01988932219368558	234	6
SPON2	-0.06680647278268523	0.30886463142651593	0.38304093567251457	0.023210123801764758	234	6
NTN1	-0.06684647284589297	0.30857440360140825	0.29239766081871343	0.020017256790372445	234	6
CD59	-0.06703981251008491	0.30717411883904977	0.3223684210526316	0.02081098615904199	234	6
ZDHHC5	-0.06757062961881367	0.3033511419345661	0.3669590643274854	0.02245519696273021	234	6
CD24	-0.06775024686787642	0.30206467272451293	0.27119883040935666	0.019364043703402084	234	6
LIF	-0.06780107234338731	0.30170130208840595	0.24195906432748537	0.018746396939630414	234	6
ATP1B1	-0.06814715487331319	0.2992347155055056	0.33260233918128657	0.02101072777714457	234	6
NEO1	-0.06816887538391814	0.2990803570126461	0.38596491228070173	0.02305429989764006	234	6
FN1	-0.06837079996821577	0.29764789136145303	0.29312865497076024	0.019936485343893875	234	6
APOD	-0.06845516350190263	0.2970507625604032	0.24853801169590645	0.019148423937160645	234	6
CD52	-0.06857138265319095	0.29622946246528153	0.37280701754385964	0.02229007025586187	234	6
CCN2	-0.06859615658638615	0.29605458487837744	0.2463450292397661	0.01891584854801251	234	6
MUC4	-0.06914142946653022	0.2922229223777342	0.3640350877192982	0.02267582016431811	234	6
TGFB2	-0.06922800900672117	0.29161758177526076	0.23464912280701755	0.018659533814162323	234	6
F8	-0.06990093756736107	0.2869412060620169	0.2982456140350877	0.020093889730152074	234	6
TIMP3	-0.06991489824007928	0.2868447249010145	0.24707602339181284	0.018722492924691393	234	6
BACE1	-0.06998556625442585	0.28635667745397647	0.29385964912280704	0.01999047465524261	234	6
BST2	-0.07011809156279247	0.28544293437591906	0.3837719298245614	0.023077193082871844	234	6
NECTIN3	-0.07057635913160229	0.28229835248011176	0.2536549707602339	0.01886366365381188	234	6
ANXA1	-0.07074961153742465	0.2811156157577398	0.2733918128654971	0.019458970119145064	234	6
FAM3B	-0.07081561043279967	0.2806659434591484	0.31432748538011696	0.020488007326785962	234	6
SECTM1	-0.07122941942203098	0.27785758951810097	0.3501461988304093	0.02187111458030501	234	6
BTC	-0.0712354507334974	0.2778167984995653	0.34795321637426896	0.02157871221946066	234	6
CLDN3	-0.0713002825685653	0.27737858307854374	0.3706140350877193	0.022785421683635478	234	6
SEMA4C	-0.0713009173577546	0.27737429468537333	0.3757309941520468	0.022592121912151084	234	6
S100A8	-0.071482907951507	0.2761466859811849	0.2799707602339181	0.019571150168188122	234	6
PTPRK	-0.0715483802313885	0.27570594765914075	0.3786549707602339	0.02300730886190383	234	6
JAG1	-0.07243601938405383	0.26977768955342885	0.19590643274853803	0.017757592011380822	234	6
NECTIN2	-0.0730824745570472	0.26551528865726637	0.3523391812865497	0.021938489122985037	234	6
MPDZ	-0.0735321399508942	0.262577736694841	0.375	0.022537360143699912	234	6
PLAU	-0.07361040763449771	0.26206872060868275	0.25219298245614036	0.018925305996229543	234	6
CXADR	-0.07382608402978103	0.2606695694642604	0.3669590643274854	0.022187335935625947	234	6
ICAM2	-0.07391456989332819	0.26009702565940296	0.34429824561403505	0.02163839414979358	234	6
CTSD	-0.0741529570696112	0.2585588574188389	0.25	0.019147566255072912	234	6
TNFSF13B	-0.0745926893238198	0.2557379917560408	0.2843567251461988	0.019778309189582642	234	6
S100A4	-0.07473075766116366	0.2548566880718088	0.3815789473684211	0.023138808935588284	234	6
KISS1	-0.07515168982974028	0.2521827971172373	0.3654970760233918	0.022203182870402162	234	6
CDH3	-0.07524507739054115	0.2515922138344137	0.3603801169590643	0.0220780142266284	234	6
SEMA4B	-0.0758187873443002	0.2479851020675962	0.35818713450292394	0.02180119062515283	234	6
OCLN	-0.07596930059262047	0.2470447571486152	0.3406432748538012	0.021961985616000754	234	6
CFD	-0.0760213173710419	0.24672035536644624	0.3764619883040936	0.02276054438287082	234	6
NPW	-0.07639721375621192	0.2443848965295768	0.34064327485380114	0.0218088604280767	234	6
VCAN	-0.07678943572426135	0.24196449269769715	0.3165204678362573	0.02058826157769843	234	6
COL7A1	-0.07689196314242232	0.2413345676834478	0.3486842105263158	0.021747074125859092	234	6
CP	-0.0776691400994045	0.23659690954420778	0.3640350877192982	0.022228902409851536	234	6
MICA	-0.07768377010254446	0.23650835622843788	0.34868421052631576	0.02159814532976212	234	6
CXCL2	-0.0779221716497054	0.23506862584265167	0.3179824561403509	0.021154811327316444	234	6
FAM3C	-0.07805845433480461	0.23424837605228258	0.2785087719298246	0.019524753663031795	234	6
LIN7B	-0.07825515299265211	0.23306805399844316	0.3472222222222222	0.021499865512516002	234	6
COPA	-0.07836871938522039	0.23238849191347383	0.30628654970760233	0.020245954001760894	234	6
NTN4	-0.07841093469614967	0.23213623915678694	0.33771929824561403	0.022079503665057842	234	6
ADAM9	-0.0786473638121845	0.23072705312304215	0.29970760233918126	0.020103474422874027	234	6
MICB	-0.07867233514228482	0.2305785702044986	0.2763157894736842	0.01951245069202013	234	6
HLA-DRB5	-0.07907450032022907	0.22819653176731272	0.3384502923976608	0.02118968562403912	234	6
GJB2	-0.07915932849026315	0.22769632367698955	0.29312865497076024	0.01994251372188736	234	6
IL1B	-0.07988814576337293	0.22343066065795927	0.2573099415204678	0.019149634084530527	234	6
CD38	-0.08039698300871416	0.22048637535807367	0.3340643274853802	0.02117014957419519	234	6
LGALS3BP	-0.08094230170889904	0.21736180238596858	0.28581871345029236	0.019729862507443838	234	6
ADAM10	-0.08096096459292336	0.21725543040807793	0.3450292397660819	0.021637317025888447	234	6
CMTM8	-0.08142166849601337	0.21464136159557992	0.256578947368421	0.019182360604824183	234	6
COL16A1	-0.08165897966289613	0.21330366530634617	0.2916666666666667	0.020016491939126396	234	6
PATJ	-0.08168065942370958	0.21318175762473704	0.30336257309941517	0.020131120818536814	234	6
TSPAN3	-0.08209135902196418	0.2108817811982396	0.34502923976608185	0.021531428239224264	234	6
ENG	-0.08217067343877177	0.21043967126181032	0.3355263157894737	0.021225324643399497	234	6
LRRC4	-0.08227841344950086	0.20984018087326606	0.2755847953216374	0.0197414563185755	234	6
SERPINF1	-0.08289070245631211	0.20645658161580624	0.3333333333333333	0.02116835905802017	234	6
S100A9	-0.08294250424694408	0.20617213366133427	0.23684210526315788	0.018567328933978992	234	6
PRRG4	-0.0830569222310393	0.2055448573352808	0.34356725146198835	0.021401955804021093	234	6
BMP1	-0.08314560061766772	0.20505964245689867	0.32675438596491224	0.020936489857679035	234	6
COL9A2	-0.0834701456310396	0.20329090910587724	0.2923976608187135	0.020001301046894546	234	6
CTF1	-0.08350299417683345	0.2031125052326588	0.20760233918128654	0.018307143882659777	234	6
HSPG2	-0.08353174498876006	0.2029564495652388	0.33260233918128657	0.021083500037899397	234	6
COL1A1	-0.08420164473810922	0.1993448506774786	0.3114035087719298	0.020422880887262976	234	6
PODXL	-0.08423839631039186	0.199148072364894	0.34210526315789475	0.021389865038986818	234	6
CLEC2B	-0.08429092205541054	0.19886707954395744	0.28728070175438597	0.019681244324768435	234	6
ANTXR1	-0.08456210392743589	0.19742093919623824	0.34210526315789475	0.02148929144965657	234	6
GRN	-0.0846299470370725	0.19706034885141355	0.32894736842105265	0.020919721791338813	234	6
RARRES2	-0.08474541378615978	0.1964477378308599	0.29385964912280704	0.019841385248093785	234	6
MELTF	-0.08526307899417254	0.19371828762642615	0.34576023391812866	0.021439591865490056	234	6
EREG	-0.0856738981710826	0.191571964382027	0.3216374269005848	0.02077284060428918	234	6
LYZ	-0.0858555302501684	0.19062858898023893	0.3289473684210526	0.02100929962320712	234	6
COL27A1	-0.08609708054262395	0.18937927600578308	0.32456140350877194	0.020957505780976	234	6
SYT1	-0.08625444046501395	0.1885686323014621	0.32894736842105265	0.020898706519984923	234	6
EFNA1	-0.08638493044063518	0.1878983406809972	0.32529239766081874	0.02088346144118694	234	6
SPINT1	-0.08643078224808505	0.18766322764064308	0.33479532163742687	0.021142921099633404	234	6
AGRN	-0.08649854413916311	0.18731616199672865	0.3165204678362573	0.020647592055575377	234	6
F11R	-0.08679719173459317	0.18579214623478416	0.33260233918128657	0.02100149583985971	234	6
C3	-0.08695231795061603	0.18500413168901794	0.32529239766081874	0.020882096198607494	234	6
PTGS2	-0.08724386608966639	0.18352976960030942	0.2909356725146199	0.01985020222106936	234	6
ALOX5AP	-0.08733101830284079	0.18309072333840706	0.33333333333333337	0.021190329286885703	234	6
NMB	-0.08736870449925373	0.18290111145834137	0.3128654970760234	0.02037787330162649	234	6
PSAP	-0.08772374564746702	0.18112187416638598	0.32675438596491224	0.02088268375908317	234	6
APOC1	-0.08782824351434393	0.18060063776543986	0.33040935672514615	0.021178158006597624	234	6
MXRA8	-0.08791800749762756	0.18015377856360837	0.3260233918128655	0.020873293430608925	234	6
ROBO1	-0.08824708897822986	0.17852253948139804	0.3201754385964912	0.020722749333265535	234	6
PTPRZ1	-0.0884979247068822	0.17728651230949188	0.3399122807017544	0.021409511794542223	234	6
IGFBP3	-0.0886867450986268	0.1763602602501551	0.3355263157894737	0.021247305941800798	234	6
C1QB	-0.08868861651960296	0.1763510980287497	0.31871345029239767	0.020774859114102727	234	6
ITGB1	-0.08870009919424116	0.1762948881398335	0.32090643274853803	0.020747438074472515	234	6
IL18	-0.08887781291002339	0.17542663666662836	0.23976608187134502	0.018933818154865327	234	6
EPHA4	-0.08894507242035259	0.17509885665504546	0.29824561403508776	0.020065426326262494	234	6
SAA1	-0.08897498089021007	0.17495324776001742	0.31798245614035087	0.02057516442011157	234	6
LAMC1	-0.08912772368160676	0.1742110218839624	0.3201754385964912	0.0207167462921044	234	6
C4BPA	-0.0892005564607591	0.17385792795154817	0.3399122807017544	0.02125233332022875	234	6
GAS6	-0.08925913915613765	0.17357430420774736	0.33187134502923976	0.021539599547632494	234	6
VSIG10	-0.0895056572714999	0.17238456850058195	0.3121345029239766	0.020375804219566557	234	6
CFH	-0.09002098626544194	0.16991710240278005	0.33479532163742687	0.02113088087993615	234	6
MYEOV	-0.09004077476802208	0.1698228795063158	0.32894736842105265	0.021120928855903238	234	6
SLPI	-0.09018790940379376	0.1691235184319919	0.29751461988304095	0.020042650376979873	234	6
GLG1	-0.09037785159051076	0.168223861184177	0.30921052631578944	0.022209039312172846	234	6
CALM1	-0.09043737839507919	0.16794264961411887	0.32163742690058483	0.02071154614826077	234	6
ARF1	-0.09047108493811509	0.16778357156289858	0.3172514619883041	0.02070443735818647	234	6
SEMA3F	-0.09063317762689646	0.16702014506202995	0.2631578947368421	0.019225991765900036	234	6
HLA-DRB3	-0.09075553244618095	0.16644559648673013	0.3128654970760234	0.020432749400836274	234	6
COL17A1	-0.09085209983648071	0.16599318286509485	0.3128654970760234	0.020590081347935815	234	6
EFNA4	-0.09086707588874122	0.1659231031600169	0.3157894736842105	0.020620255282154765	234	6
ADAM15	-0.09105912998686497	0.16502635439064178	0.30336257309941517	0.020289830896491078	234	6
ALCAM	-0.0911911233656894	0.1644121491845761	0.3121345029239766	0.02043596545862204	234	6
SDC4	-0.09123954542983864	0.1641872560487654	0.3135964912280702	0.020413830112065042	234	6
C1QA	-0.09155894363360052	0.16270959676727395	0.3223684210526316	0.021007276934878246	234	6
CEACAM1	-0.0916245911455669	0.16240712464317533	0.3128654970760234	0.020720642870523286	234	6
FAM200A	-0.09212343217972807	0.16012246203938574	0.277046783625731	0.0195620993301567	234	6
CLU	-0.09214542242386517	0.1600223064255157	0.3230994152046784	0.02083590221466121	234	6
HLA-DMA	-0.09214571318656024	0.16002098244827812	0.3157894736842105	0.020682429570411123	234	6
CRB3	-0.0922357107807639	0.15961157702976775	0.32821637426900585	0.020892964500466255	234	6
NPNT	-0.09235741567356454	0.15905918542792405	0.30994152046783624	0.020385921300484618	234	6
SEMA3B	-0.09238050321754063	0.15895455855095791	0.3084795321637427	0.020494151288981233	234	6
RTN4	-0.09249620384298927	0.1584310120488473	0.3084795321637427	0.020279940806324122	234	6
RGMA	-0.09263017244370635	0.1578264244872334	0.27704678362573104	0.019460852801264614	234	6
NLGN2	-0.09292261964720501	0.15651267285708229	0.3114035087719298	0.02039581917873406	234	6
SERPING1	-0.09295907795646588	0.15634947166186733	0.31871345029239767	0.02065073752187426	234	6
KIAA0319L	-0.09305559875307645	0.15591802722798814	0.32090643274853803	0.02092919048894723	234	6
SARAF	-0.09309899683647199	0.155724332131578	0.32236842105263164	0.02101462901687217	234	6
CLEC11A	-0.09318452760472946	0.15534312090910518	0.33845029239766083	0.021608263051469453	234	6
PROS1	-0.09339789433093411	0.15439521241121357	0.3048245614035088	0.02037013818379245	234	6
LRFN4	-0.09346003184160225	0.15411998131986934	0.3172514619883041	0.02060464210954559	234	6
HLA-DPB1	-0.09363562301345073	0.15334422262773506	0.29824561403508776	0.020158471313201556	234	6
FLRT3	-0.09371280600122982	0.153004164458741	0.3077485380116959	0.020394273292209962	234	6
LAMB3	-0.09379851407775605	0.15262721405220564	0.3070175438596491	0.020258887735672044	234	6
PLA2G10	-0.09393031734146998	0.1520489042744621	0.30701754385964913	0.02026337712452521	234	6
TCTN1	-0.09397058034773066	0.15187257423144102	0.3055555555555555	0.02021623514040212	234	6
MSMB	-0.09403194557579442	0.15160412557617592	0.31432748538011696	0.0205789123537152	234	6
CCN1	-0.0941034006067598	0.1512919906620227	0.30336257309941517	0.0201665920481152	234	6
SFTPA2	-0.09420131426721942	0.15086506755527834	0.25950292397660824	0.019059173161528074	234	6
CD320	-0.09428211934957058	0.15051342881356336	0.31067251461988304	0.020459942323901324	234	6
LAMC2	-0.09450565379445759	0.1495439100969319	0.3033625730994152	0.020207045590586385	234	6
CEACAM5	-0.09460085146622925	0.1491324568921745	0.32967836257309946	0.021554554895988162	234	6
EFNA5	-0.09471440112197453	0.14864280805119925	0.3048245614035088	0.020205350309724916	234	6
EFNB1	-0.09482054372029763	0.14818620375081257	0.29751461988304095	0.020070711856973643	234	6
SHISA4	-0.09491766507947759	0.14776934039673054	0.3055555555555555	0.02036010048636386	234	6
MPZL3	-0.09514366637172711	0.14680274697015958	0.3128654970760234	0.0206333434800758	234	6
DSC2	-0.09528732192209233	0.14619084340785857	0.3055555555555556	0.020184091543314846	234	6
SERPINA1	-0.09540721898837622	0.1456816257723167	0.3055555555555556	0.020257616216065283	234	6
LAMA3	-0.0954350762351713	0.14556350598245865	0.29166666666666663	0.01995410196245286	234	6
CPAMD8	-0.09570649948220299	0.14441643229870124	0.30116959064327486	0.02012502039804759	234	6
CEACAM6	-0.09584803276118571	0.14382102915460943	0.3055555555555556	0.020179110581101663	234	6
EZR	-0.09615436544484807	0.14253875328589005	0.3033625730994152	0.02016972329276616	234	6
SLC6A8	-0.09616118607249198	0.14251030242969828	0.30043859649122806	0.02009977892324492	234	6
MFAP2	-0.09629972433588456	0.14193335537727625	0.30409356725146197	0.020238482178983462	234	6
HLA-B	-0.09641393566631153	0.14145906046948933	0.3048245614035088	0.020206158960582882	234	6
NT5E	-0.0965923971307956	0.14072037246428035	0.32090643274853803	0.020942378431729775	234	6
LTBP1	-0.09684774653832784	0.1396685591007281	0.3026315789473685	0.020331611550992806	234	6
SEMA4A	-0.0968781095744437	0.13954389124833164	0.30409356725146197	0.020407957968315283	234	6
MDK	-0.096955997019192	0.1392244816457111	0.3011695906432748	0.020115491870219344	234	6
HLA-C	-0.09698079251732582	0.13912291492110673	0.29751461988304095	0.020148233200018184	234	6
COL18A1	-0.09702037436902124	0.13896089816557403	0.30628654970760233	0.020479079756624056	234	6
LIN7C	-0.09709075030899775	0.13867319136070788	0.3048245614035088	0.020243070710203447	234	6
