layer,analysis_id,family,cohort,partner,label,definition,adjustment,n,spearman_rho,spearman_p,pearson_r,pearson_p,ci95_lo,ci95_hi,resid_df,n_adjusters,unadjusted_spearman_same_n,null_p_same_size_from_parent,partial_status,eligible_for_max,is_layer_max,q_bh_within_eligible,n_equals_118,rounds_to_0.69,delta_vs_0.69
rna,partial::RNA_Lung_Primary::CLDN4::OncotreePrimaryDisease,partial_histology,RNA_Lung_Primary,CLDN4,Lung Primary vs CLDN4 | OncotreePrimaryDisease,Rank partial within RNA_Lung_Primary.,OncotreePrimaryDisease,99,0.6393331423803755,1.8163160559542109e-12,0.5710872844558432,6.72508957498069e-10,0.4856471414442691,0.753516400984475,95.0,2,0.6152566434666966,,ok,True,False,3.4007619771057567e-12,False,False,
rna,partial::RNA_Lung_Primary::CLDN4::EPCAM,partial_epithelial,RNA_Lung_Primary,CLDN4,Lung Primary vs CLDN4 | EPCAM,Epithelial/keratin partial. Not eligible for the maximum.,EPCAM,99,0.5285380004178704,2.2208654081253342e-08,0.5710872844558432,6.72508957498069e-10,,,96.0,1,0.6152566434666966,,ok,False,False,,False,False,
rna,partial::RNA_Lung_Primary::CLDN4::keratins,partial_epithelial,RNA_Lung_Primary,CLDN4,Lung Primary vs CLDN4 | keratins,Epithelial/keratin partial. Not eligible for the maximum.,keratins,99,0.051941914585103846,0.6152472396356184,0.5710872844558432,6.72508957498069e-10,,,94.0,3,0.6152566434666966,,ok,False,False,,False,False,
rna,partial::RNA_Lung_Primary::CLDN4::EPCAM+keratins,partial_epithelial,RNA_Lung_Primary,CLDN4,Lung Primary vs CLDN4 | EPCAM+keratins,Epithelial/keratin partial. Not eligible for the maximum.,EPCAM+keratins,99,0.046657082351579005,0.6534450401939159,0.5710872844558432,6.72508957498069e-10,,,93.0,4,0.6152566434666966,,ok,False,False,,False,False,
rna,partial::RNA_Lung_Primary::TJ_EPITHELIAL::OncotreeSubtype,partial_histology,RNA_Lung_Primary,TJ_EPITHELIAL,Lung Primary vs TJ epithelial (18) | OncotreeSubtype,Rank partial within RNA_Lung_Primary.,OncotreeSubtype,99,0.6214397363973855,2.994485916902879e-11,0.5384381100153949,9.008898462499195e-09,0.48076296835508625,0.7471591646466317,91.0,6,0.5518589187079226,,ok,True,False,4.4663518760585315e-11,False,False,
rna,partial::RNA_Lung_Primary::TJ_EPITHELIAL::OncotreePrimaryDisease,partial_histology,RNA_Lung_Primary,TJ_EPITHELIAL,Lung Primary vs TJ epithelial (18) | OncotreePrimaryDisease,Rank partial within RNA_Lung_Primary.,OncotreePrimaryDisease,99,0.6315324515276418,4.0484664604941294e-12,0.5384381100153949,9.008898462499195e-09,0.47502934143869274,0.7583418735162583,95.0,2,0.5518589187079226,,ok,True,False,7.270715275989457e-12,False,False,
rna,partial::RNA_Lung_Primary::TJ_EPITHELIAL::EPCAM,partial_epithelial,RNA_Lung_Primary,TJ_EPITHELIAL,Lung Primary vs TJ epithelial (18) | EPCAM,Epithelial/keratin partial. Not eligible for the maximum.,EPCAM,99,0.4657977119223513,1.3432198847564479e-06,0.5384381100153949,9.008898462499195e-09,,,96.0,1,0.5518589187079226,,ok,False,False,,False,False,
rna,partial::RNA_Lung_Primary::TJ_EPITHELIAL::keratins,partial_epithelial,RNA_Lung_Primary,TJ_EPITHELIAL,Lung Primary vs TJ epithelial (18) | keratins,Epithelial/keratin partial. Not eligible for the maximum.,keratins,99,0.16114983038613126,0.11675829425116263,0.5384381100153949,9.008898462499195e-09,,,94.0,3,0.5518589187079226,,ok,False,False,,False,False,
rna,partial::RNA_Lung_Primary::TJ_EPITHELIAL::EPCAM+keratins,partial_epithelial,RNA_Lung_Primary,TJ_EPITHELIAL,Lung Primary vs TJ epithelial (18) | EPCAM+keratins,Epithelial/keratin partial. Not eligible for the maximum.,EPCAM+keratins,99,0.2280899329638902,0.026208596084730564,0.5384381100153949,9.008898462499195e-09,,,93.0,4,0.5518589187079226,,ok,False,False,,False,False,
rna,partial::RNA_Lung_Primary::TJ_TISMO::OncotreeSubtype,partial_histology,RNA_Lung_Primary,TJ_TISMO,Lung Primary vs TJ TISMO (7) | OncotreeSubtype,Rank partial within RNA_Lung_Primary.,OncotreeSubtype,99,0.6409320629110418,4.519706760423315e-12,0.5815482272431619,2.7538833368873654e-10,0.49737275343926196,0.7648719960095202,91.0,6,0.5787121935984305,,ok,True,False,7.954683898345035e-12,False,False,
rna,partial::RNA_Lung_Primary::TJ_TISMO::OncotreePrimaryDisease,partial_histology,RNA_Lung_Primary,TJ_TISMO,Lung Primary vs TJ TISMO (7) | OncotreePrimaryDisease,Rank partial within RNA_Lung_Primary.,OncotreePrimaryDisease,99,0.6433818171001856,1.1873596910023602e-12,0.5815482272431619,2.7538833368873654e-10,0.48554150080721414,0.7636862854023595,95.0,2,0.5787121935984305,,ok,True,False,2.2714707132219064e-12,False,False,
rna,partial::RNA_Lung_Primary::TJ_TISMO::EPCAM,partial_epithelial,RNA_Lung_Primary,TJ_TISMO,Lung Primary vs TJ TISMO (7) | EPCAM,Epithelial/keratin partial. Not eligible for the maximum.,EPCAM,99,0.5063240375499808,1.0435381332440177e-07,0.5815482272431619,2.7538833368873654e-10,,,96.0,1,0.5787121935984305,,ok,False,False,,False,False,
rna,partial::RNA_Lung_Primary::TJ_TISMO::keratins,partial_epithelial,RNA_Lung_Primary,TJ_TISMO,Lung Primary vs TJ TISMO (7) | keratins,Epithelial/keratin partial. Not eligible for the maximum.,keratins,99,0.1718189967126619,0.09415108409804765,0.5815482272431619,2.7538833368873654e-10,,,94.0,3,0.5787121935984305,,ok,False,False,,False,False,
rna,partial::RNA_Lung_Primary::TJ_TISMO::EPCAM+keratins,partial_epithelial,RNA_Lung_Primary,TJ_TISMO,Lung Primary vs TJ TISMO (7) | EPCAM+keratins,Epithelial/keratin partial. Not eligible for the maximum.,EPCAM+keratins,99,0.23521537244139726,0.02175952888544941,0.5815482272431619,2.7538833368873654e-10,,,93.0,4,0.5787121935984305,,ok,False,False,,False,False,
rna,partial::RNA_Lung_Primary::CLDN4_TJ_EDGE::OncotreeSubtype,partial_histology,RNA_Lung_Primary,CLDN4_TJ_EDGE,Lung Primary vs CLDN4 TJ edge (11) | OncotreeSubtype,Rank partial within RNA_Lung_Primary.,OncotreeSubtype,99,0.6384854295491694,5.772883710490707e-12,0.5792482035253611,3.3602790061241106e-10,0.4993102527307871,0.7636221339000978,91.0,6,0.5958928471327076,,ok,True,False,9.961054245552594e-12,False,False,
rna,partial::RNA_Lung_Primary::CLDN4_TJ_EDGE::OncotreePrimaryDisease,partial_histology,RNA_Lung_Primary,CLDN4_TJ_EDGE,Lung Primary vs CLDN4 TJ edge (11) | OncotreePrimaryDisease,Rank partial within RNA_Lung_Primary.,OncotreePrimaryDisease,99,0.6503572052224141,5.623317377227622e-13,0.5792482035253611,3.3602790061241106e-10,0.49924888531988293,0.7680269146474185,95.0,2,0.5958928471327076,,ok,True,False,1.0996709537689572e-12,False,False,
rna,partial::RNA_Lung_Primary::CLDN4_TJ_EDGE::EPCAM,partial_epithelial,RNA_Lung_Primary,CLDN4_TJ_EDGE,Lung Primary vs CLDN4 TJ edge (11) | EPCAM,Epithelial/keratin partial. Not eligible for the maximum.,EPCAM,99,0.5251375475679646,2.8348468614263903e-08,0.5792482035253611,3.3602790061241106e-10,,,96.0,1,0.5958928471327076,,ok,False,False,,False,False,
rna,partial::RNA_Lung_Primary::CLDN4_TJ_EDGE::keratins,partial_epithelial,RNA_Lung_Primary,CLDN4_TJ_EDGE,Lung Primary vs CLDN4 TJ edge (11) | keratins,Epithelial/keratin partial. Not eligible for the maximum.,keratins,99,0.20741384675224914,0.04258894152158041,0.5792482035253611,3.3602790061241106e-10,,,94.0,3,0.5958928471327076,,ok,False,False,,False,False,
rna,partial::RNA_Lung_Primary::CLDN4_TJ_EDGE::EPCAM+keratins,partial_epithelial,RNA_Lung_Primary,CLDN4_TJ_EDGE,Lung Primary vs CLDN4 TJ edge (11) | EPCAM+keratins,Epithelial/keratin partial. Not eligible for the maximum.,EPCAM+keratins,99,0.27127455023295227,0.007834655507755743,0.5792482035253611,3.3602790061241106e-10,,,93.0,4,0.5958928471327076,,ok,False,False,,False,False,
