cohort	patient	receiver	gate	frac	expr_prop	family	ligand	receptor	axis	n_mal	n_high	n_low	n_recv	cldn_high	cldn_low	receptor_detected	cpdb_high	cpdb_low	d_cpdb	conn_high	conn_low	d_conn	both_pos	low_zero_high_pos
GSE123902	LX255B	MYE	median	0.5	0.05	F11R	F11R	ITGAL_ITGB2	F11R-LFA1	228	114	114	702	1.2592417162239178	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	median	0.5	0.05	NECTIN2	NECTIN2	TIGIT	NECTIN2-TIGIT	228	114	114	702	1.2592417162239178	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	median	0.5	0.05	NECTIN2	NECTIN2	CD96	NECTIN2-CD96	228	114	114	702	1.2592417162239178	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	median	0.5	0.05	CDH1	CDH1	CDH1	CDH1-CDH1	228	114	114	702	1.2592417162239178	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	median	0.5	0.05	CDH1	CDH1	ITGAE_ITGB7	CDH1-integrin	228	114	114	702	1.2592417162239178	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	median	0.5	0.05	CDH1	CDH1	KLRG1	CDH1-KLRG1	228	114	114	702	1.2592417162239178	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	median	0.5	0.05	LGALS9	LGALS9	HAVCR2	LGALS9-TIM3	228	114	114	702	1.2592417162239178	0.0	True	0.157245530999852	0.19798353286173112	-0.04073800186187912	0.014346003172038567	0.03545876359085161	-0.02111276041881304	True	False
GSE123902	LX255B	MYE	median	0.5	0.05	LGALS9	LGALS9	CD44	LGALS9-CD44	228	114	114	702	1.2592417162239178	0.0	True	0.38675460855745436	0.4274926104193335	-0.04073800186187915	0.039758391635925254	0.09827011697017736	-0.058511725334252106	True	False
GSE123902	LX255B	MYE	median	0.5	0.05	LGALS9	LGALS9	PTPRC	LGALS9-CD45	228	114	114	702	1.2592417162239178	0.0	True	0.33043981964080654	0.37117782150268563	-0.04073800186187909	0.0335229376510934	0.08285805508239459	-0.049335117431301194	True	False
GSE123902	LX255B	TNK	median	0.5	0.1	F11R	F11R	F11R	F11R-F11R	228	114	114	1583	1.2592417162239178	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	TNK	median	0.5	0.1	F11R	F11R	ITGAL_ITGB2	F11R-LFA1	228	114	114	1583	1.2592417162239178	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	TNK	median	0.5	0.1	NECTIN2	NECTIN2	TIGIT	NECTIN2-TIGIT	228	114	114	1583	1.2592417162239178	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	TNK	median	0.5	0.1	NECTIN2	NECTIN2	CD96	NECTIN2-CD96	228	114	114	1583	1.2592417162239178	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	TNK	median	0.5	0.1	CDH1	CDH1	CDH1	CDH1-CDH1	228	114	114	1583	1.2592417162239178	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	TNK	median	0.5	0.1	CDH1	CDH1	ITGAE_ITGB7	CDH1-integrin	228	114	114	1583	1.2592417162239178	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	TNK	median	0.5	0.1	CDH1	CDH1	KLRG1	CDH1-KLRG1	228	114	114	1583	1.2592417162239178	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	TNK	median	0.5	0.1	LGALS9	LGALS9	HAVCR2	LGALS9-TIM3	228	114	114	1583	1.2592417162239178	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	TNK	median	0.5	0.1	LGALS9	LGALS9	CD44	LGALS9-CD44	228	114	114	1583	1.2592417162239178	0.0	True	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	TNK	median	0.5	0.1	LGALS9	LGALS9	PTPRC	LGALS9-CD45	228	114	114	1583	1.2592417162239178	0.0	True	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	median	0.5	0.1	F11R	F11R	F11R	F11R-F11R	228	114	114	702	1.2592417162239178	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	median	0.5	0.1	F11R	F11R	ITGAL_ITGB2	F11R-LFA1	228	114	114	702	1.2592417162239178	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	median	0.5	0.1	NECTIN2	NECTIN2	TIGIT	NECTIN2-TIGIT	228	114	114	702	1.2592417162239178	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	median	0.5	0.1	NECTIN2	NECTIN2	CD96	NECTIN2-CD96	228	114	114	702	1.2592417162239178	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	median	0.5	0.1	CDH1	CDH1	CDH1	CDH1-CDH1	228	114	114	702	1.2592417162239178	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	median	0.5	0.1	CDH1	CDH1	ITGAE_ITGB7	CDH1-integrin	228	114	114	702	1.2592417162239178	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	median	0.5	0.1	CDH1	CDH1	KLRG1	CDH1-KLRG1	228	114	114	702	1.2592417162239178	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	median	0.5	0.1	LGALS9	LGALS9	HAVCR2	LGALS9-TIM3	228	114	114	702	1.2592417162239178	0.0	True	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	median	0.5	0.1	LGALS9	LGALS9	CD44	LGALS9-CD44	228	114	114	702	1.2592417162239178	0.0	True	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	median	0.5	0.1	LGALS9	LGALS9	PTPRC	LGALS9-CD45	228	114	114	702	1.2592417162239178	0.0	True	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	TNK	median	0.5	0.2	F11R	F11R	F11R	F11R-F11R	228	114	114	1583	1.2592417162239178	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	TNK	median	0.5	0.2	F11R	F11R	ITGAL_ITGB2	F11R-LFA1	228	114	114	1583	1.2592417162239178	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	TNK	median	0.5	0.2	NECTIN2	NECTIN2	TIGIT	NECTIN2-TIGIT	228	114	114	1583	1.2592417162239178	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	TNK	median	0.5	0.2	NECTIN2	NECTIN2	CD96	NECTIN2-CD96	228	114	114	1583	1.2592417162239178	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	TNK	median	0.5	0.2	CDH1	CDH1	CDH1	CDH1-CDH1	228	114	114	1583	1.2592417162239178	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	TNK	median	0.5	0.2	CDH1	CDH1	ITGAE_ITGB7	CDH1-integrin	228	114	114	1583	1.2592417162239178	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	TNK	median	0.5	0.2	CDH1	CDH1	KLRG1	CDH1-KLRG1	228	114	114	1583	1.2592417162239178	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	TNK	median	0.5	0.2	LGALS9	LGALS9	HAVCR2	LGALS9-TIM3	228	114	114	1583	1.2592417162239178	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	TNK	median	0.5	0.2	LGALS9	LGALS9	CD44	LGALS9-CD44	228	114	114	1583	1.2592417162239178	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	TNK	median	0.5	0.2	LGALS9	LGALS9	PTPRC	LGALS9-CD45	228	114	114	1583	1.2592417162239178	0.0	True	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	median	0.5	0.2	F11R	F11R	F11R	F11R-F11R	228	114	114	702	1.2592417162239178	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	median	0.5	0.2	F11R	F11R	ITGAL_ITGB2	F11R-LFA1	228	114	114	702	1.2592417162239178	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	median	0.5	0.2	NECTIN2	NECTIN2	TIGIT	NECTIN2-TIGIT	228	114	114	702	1.2592417162239178	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	median	0.5	0.2	NECTIN2	NECTIN2	CD96	NECTIN2-CD96	228	114	114	702	1.2592417162239178	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	median	0.5	0.2	CDH1	CDH1	CDH1	CDH1-CDH1	228	114	114	702	1.2592417162239178	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	median	0.5	0.2	CDH1	CDH1	ITGAE_ITGB7	CDH1-integrin	228	114	114	702	1.2592417162239178	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	median	0.5	0.2	CDH1	CDH1	KLRG1	CDH1-KLRG1	228	114	114	702	1.2592417162239178	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	median	0.5	0.2	LGALS9	LGALS9	HAVCR2	LGALS9-TIM3	228	114	114	702	1.2592417162239178	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	median	0.5	0.2	LGALS9	LGALS9	CD44	LGALS9-CD44	228	114	114	702	1.2592417162239178	0.0	True	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	median	0.5	0.2	LGALS9	LGALS9	PTPRC	LGALS9-CD45	228	114	114	702	1.2592417162239178	0.0	True	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	TNK	tertile	0.3333333333333333	0.05	F11R	F11R	F11R	F11R-F11R	228	75	76	1583	1.872536756539186	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	TNK	tertile	0.3333333333333333	0.05	F11R	F11R	ITGAL_ITGB2	F11R-LFA1	228	75	76	1583	1.872536756539186	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	TNK	tertile	0.3333333333333333	0.05	NECTIN2	NECTIN2	TIGIT	NECTIN2-TIGIT	228	75	76	1583	1.872536756539186	0.0	True	0.20668258885986013	0.0	0.20668258885986013	0.041188729044564366	0.0	0.041188729044564366	False	True
GSE123902	LX255B	TNK	tertile	0.3333333333333333	0.05	NECTIN2	NECTIN2	CD96	NECTIN2-CD96	228	75	76	1583	1.872536756539186	0.0	True	0.22910523070234717	0.0	0.22910523070234717	0.05221100698823869	0.0	0.05221100698823869	False	True
GSE123902	LX255B	TNK	tertile	0.3333333333333333	0.05	CDH1	CDH1	CDH1	CDH1-CDH1	228	75	76	1583	1.872536756539186	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	TNK	tertile	0.3333333333333333	0.05	CDH1	CDH1	ITGAE_ITGB7	CDH1-integrin	228	75	76	1583	1.872536756539186	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	TNK	tertile	0.3333333333333333	0.05	CDH1	CDH1	KLRG1	CDH1-KLRG1	228	75	76	1583	1.872536756539186	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	TNK	tertile	0.3333333333333333	0.05	LGALS9	LGALS9	HAVCR2	LGALS9-TIM3	228	75	76	1583	1.872536756539186	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	TNK	tertile	0.3333333333333333	0.05	LGALS9	LGALS9	CD44	LGALS9-CD44	228	75	76	1583	1.872536756539186	0.0	True	0.22319699795722406	0.2622344619053023	-0.03903746394807825	0.025109018025611773	0.05480750325192868	-0.029698485226316906	True	False
GSE123902	LX255B	TNK	tertile	0.3333333333333333	0.05	LGALS9	LGALS9	PTPRC	LGALS9-CD45	228	75	76	1583	1.872536756539186	0.0	True	0.3517144606909695	0.3907519246390478	-0.03903746394807828	0.04207578753898047	0.09184225603796568	-0.049766468498985215	True	False
GSE123902	LX255B	MYE	tertile	0.3333333333333333	0.05	F11R	F11R	F11R	F11R-F11R	228	75	76	702	1.872536756539186	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	tertile	0.3333333333333333	0.05	F11R	F11R	ITGAL_ITGB2	F11R-LFA1	228	75	76	702	1.872536756539186	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	tertile	0.3333333333333333	0.05	NECTIN2	NECTIN2	TIGIT	NECTIN2-TIGIT	228	75	76	702	1.872536756539186	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	tertile	0.3333333333333333	0.05	NECTIN2	NECTIN2	CD96	NECTIN2-CD96	228	75	76	702	1.872536756539186	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	tertile	0.3333333333333333	0.05	CDH1	CDH1	CDH1	CDH1-CDH1	228	75	76	702	1.872536756539186	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	tertile	0.3333333333333333	0.05	CDH1	CDH1	ITGAE_ITGB7	CDH1-integrin	228	75	76	702	1.872536756539186	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	tertile	0.3333333333333333	0.05	CDH1	CDH1	KLRG1	CDH1-KLRG1	228	75	76	702	1.872536756539186	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	tertile	0.3333333333333333	0.05	LGALS9	LGALS9	HAVCR2	LGALS9-TIM3	228	75	76	702	1.872536756539186	0.0	True	0.16256907948323357	0.20160654343131185	-0.03903746394807828	0.01710497019473747	0.03733641469435265	-0.02023144449961518	True	False
GSE123902	LX255B	MYE	tertile	0.3333333333333333	0.05	LGALS9	LGALS9	CD44	LGALS9-CD44	228	75	76	702	1.872536756539186	0.0	True	0.39207815704083593	0.4311156209889142	-0.03903746394807828	0.04740456946564048	0.10347382332890205	-0.05606925386326157	True	False
GSE123902	LX255B	MYE	tertile	0.3333333333333333	0.05	LGALS9	LGALS9	PTPRC	LGALS9-CD45	228	75	76	702	1.872536756539186	0.0	True	0.3357633681241881	0.3748008320722664	-0.03903746394807828	0.03996993744429193	0.0872456451392444	-0.04727570769495248	True	False
GSE123902	LX255B	TNK	tertile	0.3333333333333333	0.1	F11R	F11R	F11R	F11R-F11R	228	75	76	1583	1.872536756539186	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	TNK	tertile	0.3333333333333333	0.1	F11R	F11R	ITGAL_ITGB2	F11R-LFA1	228	75	76	1583	1.872536756539186	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	TNK	tertile	0.3333333333333333	0.1	NECTIN2	NECTIN2	TIGIT	NECTIN2-TIGIT	228	75	76	1583	1.872536756539186	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	TNK	tertile	0.3333333333333333	0.1	NECTIN2	NECTIN2	CD96	NECTIN2-CD96	228	75	76	1583	1.872536756539186	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	TNK	tertile	0.3333333333333333	0.1	CDH1	CDH1	CDH1	CDH1-CDH1	228	75	76	1583	1.872536756539186	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	TNK	tertile	0.3333333333333333	0.1	CDH1	CDH1	ITGAE_ITGB7	CDH1-integrin	228	75	76	1583	1.872536756539186	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	TNK	tertile	0.3333333333333333	0.1	CDH1	CDH1	KLRG1	CDH1-KLRG1	228	75	76	1583	1.872536756539186	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	TNK	tertile	0.3333333333333333	0.1	LGALS9	LGALS9	HAVCR2	LGALS9-TIM3	228	75	76	1583	1.872536756539186	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	TNK	tertile	0.3333333333333333	0.1	LGALS9	LGALS9	CD44	LGALS9-CD44	228	75	76	1583	1.872536756539186	0.0	True	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	TNK	tertile	0.3333333333333333	0.1	LGALS9	LGALS9	PTPRC	LGALS9-CD45	228	75	76	1583	1.872536756539186	0.0	True	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	tertile	0.3333333333333333	0.1	F11R	F11R	F11R	F11R-F11R	228	75	76	702	1.872536756539186	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	tertile	0.3333333333333333	0.1	F11R	F11R	ITGAL_ITGB2	F11R-LFA1	228	75	76	702	1.872536756539186	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	tertile	0.3333333333333333	0.1	NECTIN2	NECTIN2	TIGIT	NECTIN2-TIGIT	228	75	76	702	1.872536756539186	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	tertile	0.3333333333333333	0.1	NECTIN2	NECTIN2	CD96	NECTIN2-CD96	228	75	76	702	1.872536756539186	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	tertile	0.3333333333333333	0.1	CDH1	CDH1	CDH1	CDH1-CDH1	228	75	76	702	1.872536756539186	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	tertile	0.3333333333333333	0.1	CDH1	CDH1	ITGAE_ITGB7	CDH1-integrin	228	75	76	702	1.872536756539186	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	tertile	0.3333333333333333	0.1	CDH1	CDH1	KLRG1	CDH1-KLRG1	228	75	76	702	1.872536756539186	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	tertile	0.3333333333333333	0.1	LGALS9	LGALS9	HAVCR2	LGALS9-TIM3	228	75	76	702	1.872536756539186	0.0	True	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	tertile	0.3333333333333333	0.1	LGALS9	LGALS9	CD44	LGALS9-CD44	228	75	76	702	1.872536756539186	0.0	True	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	tertile	0.3333333333333333	0.1	LGALS9	LGALS9	PTPRC	LGALS9-CD45	228	75	76	702	1.872536756539186	0.0	True	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	TNK	tertile	0.3333333333333333	0.2	F11R	F11R	F11R	F11R-F11R	228	75	76	1583	1.872536756539186	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	TNK	tertile	0.3333333333333333	0.2	F11R	F11R	ITGAL_ITGB2	F11R-LFA1	228	75	76	1583	1.872536756539186	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	TNK	tertile	0.3333333333333333	0.2	NECTIN2	NECTIN2	TIGIT	NECTIN2-TIGIT	228	75	76	1583	1.872536756539186	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	TNK	tertile	0.3333333333333333	0.2	NECTIN2	NECTIN2	CD96	NECTIN2-CD96	228	75	76	1583	1.872536756539186	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	TNK	tertile	0.3333333333333333	0.2	CDH1	CDH1	CDH1	CDH1-CDH1	228	75	76	1583	1.872536756539186	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	TNK	tertile	0.3333333333333333	0.2	CDH1	CDH1	ITGAE_ITGB7	CDH1-integrin	228	75	76	1583	1.872536756539186	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	TNK	tertile	0.3333333333333333	0.2	CDH1	CDH1	KLRG1	CDH1-KLRG1	228	75	76	1583	1.872536756539186	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	TNK	tertile	0.3333333333333333	0.2	LGALS9	LGALS9	HAVCR2	LGALS9-TIM3	228	75	76	1583	1.872536756539186	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	TNK	tertile	0.3333333333333333	0.2	LGALS9	LGALS9	CD44	LGALS9-CD44	228	75	76	1583	1.872536756539186	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	TNK	tertile	0.3333333333333333	0.2	LGALS9	LGALS9	PTPRC	LGALS9-CD45	228	75	76	1583	1.872536756539186	0.0	True	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	tertile	0.3333333333333333	0.2	F11R	F11R	F11R	F11R-F11R	228	75	76	702	1.872536756539186	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	tertile	0.3333333333333333	0.2	F11R	F11R	ITGAL_ITGB2	F11R-LFA1	228	75	76	702	1.872536756539186	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	tertile	0.3333333333333333	0.2	NECTIN2	NECTIN2	TIGIT	NECTIN2-TIGIT	228	75	76	702	1.872536756539186	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	tertile	0.3333333333333333	0.2	NECTIN2	NECTIN2	CD96	NECTIN2-CD96	228	75	76	702	1.872536756539186	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	tertile	0.3333333333333333	0.2	CDH1	CDH1	CDH1	CDH1-CDH1	228	75	76	702	1.872536756539186	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	tertile	0.3333333333333333	0.2	CDH1	CDH1	ITGAE_ITGB7	CDH1-integrin	228	75	76	702	1.872536756539186	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	tertile	0.3333333333333333	0.2	CDH1	CDH1	KLRG1	CDH1-KLRG1	228	75	76	702	1.872536756539186	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	tertile	0.3333333333333333	0.2	LGALS9	LGALS9	HAVCR2	LGALS9-TIM3	228	75	76	702	1.872536756539186	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	tertile	0.3333333333333333	0.2	LGALS9	LGALS9	CD44	LGALS9-CD44	228	75	76	702	1.872536756539186	0.0	True	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	MYE	tertile	0.3333333333333333	0.2	LGALS9	LGALS9	PTPRC	LGALS9-CD45	228	75	76	702	1.872536756539186	0.0	True	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	TNK	q4q1	0.25	0.05	F11R	F11R	F11R	F11R-F11R	228	57	57	1583	2.0755112486527914	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	TNK	q4q1	0.25	0.05	F11R	F11R	ITGAL_ITGB2	F11R-LFA1	228	57	57	1583	2.0755112486527914	0.0	False	0.0	0.0	0.0	0.0	0.0	0.0	False	False
GSE123902	LX255B	TNK	q4q1	0.25	0.05	NECTIN2	NECTIN2	TIGIT	NECTIN2-TIGIT	228	57	57	1583	2.0755112486527914	0.0	True	0.22137240066331654	0.0	0.22137240066331654	0.04611218476260103	0.0	0.04611218476260103	False	True
