accession	bioproject	title	organization	is_controlled	access	openaccess_data_type	release_time_string	url
HRA008146	PRJCA028653	CUT&Tag and RNA-seq data of LHX2 OE and Control LX2 cells	Guangzhou Institutes of Biomedicine and Health, Chinese Academy of Sciences	0	Open	0	2026-04-27	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008146
HRA008215	PRJCA028887	ZSU Kidney Cancer microenvironment SC	Zhongshan Hospital, Fudan University	1	Controlled	0	2026-02-17	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008215
HRA008142	PRJCA021642	RNA-seq of three pairs of human osteoarthritis	The Second Affiliated Hospital, Zhejiang University School of Medicine	1	Controlled	0	2024-11-05	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008142
HRA008216	PRJCA028889	ZSU Kidney Cancer microenvironment TCR	Zhongshan Hospital, Fudan University	1	Controlled	0	2026-02-17	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008216
HRA015740	PRJCA054568	Dual regulation of CXCR6CD8T cells modulates cytotoxic and exhaustion-associated programs during prostate cancer progression	Fudan University Shanghai Cancer Center	1	Controlled	0	2026-08-05	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA015740
HRA019913	PRJCA067557	In-situ induction self-organizing autologous tissue engineered skin:applied basic research	Southwest Hospital, Third Military Medical University (Army Medical University)	1	Controlled	0	2026-08-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA019913
HRA006892	PRJCA024289	3D Post-Implantation Co-Culture of Human Embryo and Endometrium	Shandong University	1	Controlled	0	2026-08-15	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA006892
HRA019979	PRJCA070235	Neoadjuvant Sintilimab and Chemotherapy for Resectable Stage IIIA Non-small-cell Lung Cancer	Shanghai Pulmonary Hospital Tongji University	1	Controlled	0	2026-08-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA019979
HRA019983	PRJCA070360	Sequestration of PQBP1 by FIGNL1 Restrain cGAS activation to Drive Immune Evasion in Lung Cancer	Shanghai Pulmonary Hospital Tongji University	1	Controlled	0	2026-08-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA019983
HRA019798	PRJCA068615	IgG positive food elimination diet altered gut microbiota, decreased zonulin in migraine adults	The First Affiliated Hospital of Harbin Medical University	1	Controlled	0	2026-07-31	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA019798
HRA015016	PRJCA052250	Transcriptomic profile of THP-1-derived macrophages following Omaveloxolone pretreatment and cGAMP stimulation	Shanghai Institute of Materia Medica, Chinese Academy of Sciences	0	Open	0	2026-07-30	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA015016
HRA016192	PRJCA056064	Distinct causes of developmental arrest in human pre-implantation embryos	National Institute of Biological Sciences, Beijing	0	Open	0	2026-07-30	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA016192
HRA018803	PRJCA065062	Experimental validation of a 154-plex forensic STR-MPS panel	Shanxi Medical University	1	Controlled	0	2026-08-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA018803
HRA020013	PRJCA070317	Safety and feasibility of Claudin18.2 (CLDN18.2)-specific CAR-NK cells in advanced gastrointestinal cancers	Zhejiang Provincial People's Hospital	1	Controlled	0	2026-07-29	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA020013
HRA019779	PRJCA069546	CD40 Agonism Counteracts Cisplatin Resistance in Sinonasal Adenoid Cystic Carcinoma by Remodeling the Immune Microenvironment	Eye & ENT Hospital of Fudan University	1	Controlled	0	2026-08-15	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA019779
HRA008133	PRJCA028088	Telocytes in the dermis enhance the anti-aging capability of keratinocytes in the epidermis.	Nanjing Agricultural University	1	Controlled	0	2026-06-04	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008133
HRA008148	PRJCA028139	Progression of adenoma Intestinal microbiota in patients with adenoma and colorectal cancer	The first Affiliated Hospital of Kunming Medical University	1	Controlled	0	2025-02-07	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008148
HRA008129	PRJCA028593	Specimen data of nasopharyngeal carcinoma.	Sun Yat-sen University Cancer Center	1	Controlled	0	2026-07-08	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008129
HRA008134	PRJCA028586	CUT&Tag and RNA-seq analysis in parental U266 cells	Renji Hospital, School of Medicine, Shanghai Jiao Tong University	1	Controlled	0	2025-11-21	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008134
HRA008136	PRJCA028586	CUT&Tag and RNA-seq analysis in VRd-resistant U266 cells	Renji Hospital, School of Medicine, Shanghai Jiao Tong University	1	Controlled	0	2025-11-21	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008136
HRA019683	PRJCA067808	Clinical peripheral blood transcriptomes for tuberculosis host-response signature analysis	The First People's Hospital of Kashi	1	Controlled	0	2026-08-12	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA019683
HRA019389	PRJCA067912	Genome-Wide CRISPR Screening Identifies UGCG-Mediated Metabolic Reprogramming and Autophagy as Drivers of Niraparib Resistance in Ovarian Cancer	Cancer Hospital, Chinese Academy of Medical Sciences	1	Controlled	0	2026-08-11	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA019389
HRA019407	PRJCA068052	Genome-wide CRISPR-Cas9 screening for niraparib resistance in ovarian cancer	Cancer Hospital, Chinese Academy of Medical Sciences	1	Controlled	0	2026-08-11	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA019407
HRA016493	PRJCA057162	single cell and spatial transcriptomics of multi drug resistance melanoma	Zhongshan Hospital, Fudan University	1	Controlled	0	2026-08-09	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA016493
HRA019953	PRJCA069453	Single-cell RNA-seq and spatial transcriptomics profiling of tertiary lymphoid structures (TLS) in gastric cancer patients treated with immunotherapy	School of Life Sciences, Fudan University	1	Controlled	0	2026-08-12	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA019953
HRA008180	PRJCA028602	Oxford Nanopore sequencing in Colorectal cancer	Beijing Hospital	0	Open	0	2026-07-31	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008180
HRA008118	PRJCA028536	Circle-seq and RNA-seq for screening extrachromosomal circular DNA (eccDNA) related to drug resistance in multiple myeloma	Renji Hospital, School of Medicine, Shanghai Jiao Tong University	1	Controlled	0	2025-11-21	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008118
HRA008287	PRJCA028619	Pancreatic neuroendocrine tumor Multi-omics sequencing	Peking Union Medical College Hospital	1	Controlled	0	2026-08-02	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008287
HRA007636	PRJCA026809	Study on the mechanism of tumor influence on atherosclerosis by influencing amino acid metabolism to regulate T cell function	The Second Affiliated Hospital of Harbin Medical University	1	Controlled	0	2026-07-28	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA007636
HRA016321	PRJCA043166	Combined therapy with ALK inhibitors and a novel EGFR-targeting antibody-drug conjugate as a strategy for ALK-rearranged non-small cell lung cancer	Institute of Medicinal Biotechnology, Chinese Academy of Medical Sciences and Peking Union Medical College	1	Controlled	0	2026-07-29	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA016321
HRA008111	PRJCA028011	Multi-omics technology revealed the gut microbiome and bile acid in ulcerative colitis model	Chengdu University of Traditional Chinese Medicine	1	Controlled	0	2026-06-16	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008111
HRA019959	PRJCA070102	Transcriptome Comparison of CAT-iTregs, Mock-iTregs and Conventional iTregs	Zhongshan Hospital, Fudan University	0	Open	0	2026-07-27	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA019959
HRA019957	PRJCA070230	Gene expression profiles in human glioblastoma stem cells after KDM3A knockdown	Huazhong Agricultural University	0	Open	0	2026-07-29	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA019957
HRA013312	PRJCA046413	Evolution-guided mining and engineering of avian R2 Retrotransposons enhance all-RNA-mediated mammalian targeted gene integration	Institute of Zoology, Chinese Academy of Sciences	0	Open	0	2026-08-05	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA013312
HRA013732	PRJCA047258	Single-cell RNA-seq methods development	Peking University	0	Open	0	2026-07-30	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA013732
HRA019932	PRJCA070130	APOE+ Cancer-Associated Fibroblasts Define an Occult Metastatic Niche in Oral Squamous Cell Carcinoma	Beijing Institute of Radiation Medicine	1	Controlled	0	2026-07-26	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA019932
HRA013566	PRJCA047258	Single-cell RNA sequencing methods development	Peking University	0	Open	0	2026-07-30	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA013566
HRA005439	PRJCA019446	Neoadjuvant Camrelizumab Plus Chemotherapy or Apatinib for Resectable and Initially Unresectable Stage II-III Non-small-cell Lung Cancer: A Multicentre, Multi-cohort, Non-randomised, Phase 2 Study	Shanghai Pulmonary Hospital Tongji University	1	Controlled	0	2026-08-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005439
HRA002071	PRJCA008393	Safety, effectiveness and RNA-seq analysis of neoadjuvant PD-1 inhibitor plus chemotherapy in NSCLC	Shanghai Pulmonary Hospital Tongji University	1	Controlled	0	2026-08-13	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA002071
HRA019875	PRJCA069735	Neoadjuvant Pucotenlimab Plus Chemotherapy for Pediatric Intermediate to High Risk Rhabdomyosarcoma: A multicenter phase I/II interim trial analysis	Sun Yat-sen University Cancer Center	1	Controlled	0	2026-08-11	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA019875
HRA019111	PRJCA066169	Epigenetics in acute lymphoblastic leukemia	Southern Medical University, Zhujiang hospital	1	Controlled	0	2026-07-27	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA019111
HRA019860	PRJCA022707	RNAseq of PCNSL Patients	EENT Hospital, Fudan university	1	Controlled	0	2026-07-27	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA019860
HRA019866	PRJCA022707	Transcriptomic Alterations Induced by SR-18292 Treatment	EENT Hospital, Fudan university	1	Controlled	0	2026-07-27	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA019866
HRA019874	PRJCA022707	Transcriptomic Profiling of TK and HKBML Lymphoma Cells Following YY1 Knockdown	EENT Hospital, Fudan university	1	Controlled	0	2026-07-27	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA019874
HRA008468	PRJCA029824	HBO1 determines epithelial-mesenchymal transition and promotes immunotherapy resistance in ovarian cancer cells	Guangzhou Institutes of Biomedicine and Health, Chinese Academy of Sciences	1	Controlled	0	2024-10-16	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008468
HRA019914	PRJCA070075	Single-cell TCR sequencing of influenza peptide-specific T cells from human PBMCs	Chinese Center for Disease Control and Prevention	1	Controlled	0	2026-07-26	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA019914
HRA019915	PRJCA069325	Gene expression profiling of dsRNA transfected human embryonic stem cells	Kunming Institute of Zoology, Chinese Academy of Sciences	0	Open	0	2026-07-29	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA019915
HRA019698	PRJCA031563	FURMO-002 sequencing raw data from a study of patients with advanced or metastatic non-small cell lung cancer treated with Furmonertinib	Shanghai Allist Pharmaceuticals Co., Ltd.	1	Controlled	0	2026-08-11	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA019698
HRA018127	PRJCA060792	Chinese Lung tissue Integrated QTL database	Nanjing Medical University	1	Controlled	0	2026-08-14	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA018127
HRA008084	PRJCA028479	Recapitulating Human Primitive Streak Formation Through Coordinated Regulation of Extra-embryonic Cells	Institute of Zoology, Chinese Academy of Sciences	0	Open	0	2026-05-06	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008084
HRA008114	PRJCA028520	Identification of stem-like persistent cancer cells in patients with pCR	Institute of Zoology, Chinese Academy of Sciences (CAS)	1	Controlled	0	2026-08-02	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008114
HRA008100	PRJCA028193	Y-chromosome of Eurasian Populations	Inner Mongolia Normal University	1	Controlled	0	2024-07-30	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008100
HRA008099	PRJCA028221	Whole genome sequences of Eurasian Populations	Inner Mongolia Normal University	1	Controlled	0	2024-07-30	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008099
HRA004681	PRJCA016212	Pharmacogenomics landscape based on large-scale Chinese population sequencing data	Central South University	1	Controlled	0	2026-07-20	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA004681
HRA019867	PRJCA069360	A single-cell transcriptomic atlas reveals the immune panorama of neonatal sepsis	Capital Institute of Pediatrics	1	Controlled	0	2026-07-24	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA019867
HRA019902	PRJCA069882	Reclassification of the GRIA3 splice-site variant in an X-linked family with intellectual disability and psychiatric symptoms	Luoyang Maternal and Child Health Hospital	1	Controlled	0	2026-07-27	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA019902
HRA013982	PRJCA022707	H3K27ac CUT&Tag analysis of HKBML cells	EENT Hospital, Fudan university	1	Controlled	0	2026-07-27	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA013982
HRA008575	PRJCA022707	Mutation spectrum data of PCNSL cell lines	EENT Hospital, Fudan university	1	Controlled	0	2026-07-27	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008575
HRA019685	PRJCA069202	Single-cell transcriptomic profiling of pooled adenoid tissues from pediatric patients with adenoid hypertrophy	Tongde hospital of Zhejiang Province	1	Controlled	0	2026-07-25	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA019685
HRA019827	PRJCA067305	Single-cell profiling of BALF identifies a macrophage neutrophil epithelial interaction axis underlying inflammation and remodeling in COPD	the Fourth Affiliated Hospital of Xinjiang Medical University	1	Controlled	0	2026-07-24	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA019827
HRA019439	PRJCA062978	Multi-omics exploration of the meningioma microenvironment	Sun Yat-sen University Cancer Center	1	Controlled	0	2026-07-24	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA019439
HRA018169	PRJCA060720	Single-Cell Transcriptomic Atlas of the Human Colorectal Cancer Liver Metastases Tumor Microenvironment	The First Affiliated Hospital of Chongqing Medical University	1	Controlled	0	2026-07-25	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA018169
HRA019381	PRJCA060983	ST data for 4 CCM samples and 2 control samples	Beijing Tiantan Hospital	1	Controlled	0	2026-08-07	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA019381
HRA016939	PRJCA058369	Unraveling the Clinicopathological and Molecular Landscape of Primary Pelvic-Abdominal Ependymomas through Multi-Omics Analysis	Peking Union Medical College Hospital	0	Open	0	2026-07-23	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA016939
HRA018751	PRJCA065180	Immunoreactive Draining Lymph Nodes as Predictive Biomarkers for Immunotherapy in HER2-negative Advanced Gastric Cancer	3D Medicines Inc.	1	Controlled	0	2026-07-23	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA018751
HRA008070	PRJCA028396	Transcriptomic changes of hiPS-microglia after LPS and Poly IC stimulation and comparative study of hiPS-microglia with HMCs	Wenzhou Medical University	1	Controlled	0	2026-07-31	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008070
HRA008055	PRJCA028301	The impact of GFPT2 knockdown on the transcriptome of the mesothelioma cell line H2452.	The First Affiliated Hospital of Nanjing Medical University	1	Controlled	0	2024-07-23	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008055
HRA019790	PRJCA069608	Whole-exome sequencing of a patient with NR2E3-associated enhanced S-cone syndrome	Fuzong Clinical Medical College of Fujian Medical University	1	Controlled	0	2026-08-04	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA019790
HRA011931	PRJCA041037	Single-cell transcriptomic profiling for tumor samples and paired adjacent tissues from three common cancer types	Tongji University	1	Controlled	0	2026-07-22	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA011931
HRA019819	PRJCA069665	miRNA-seq of RSA	Wenzhou TCM Hospital of Zhejiang Chinese Medical University	1	Controlled	0	2026-07-29	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA019819
HRA019702	PRJCA068173	status of intestinal flora of rectal cancer	Shanghai University of Medicine & Health Sciences	1	Controlled	0	2026-07-21	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA019702
HRA019780	PRJCA068848	Ticagrelor and gut microbiota: absence of pharmacokinetic interaction in vitro and in vivo studies	Xiangya Hospital, Central South University	1	Controlled	0	2026-07-21	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA019780
HRA019335	PRJCA032040	HMMR+ stromal cells drive human uterine development	Nanjing Drum Tower Hospital,Affiliated Hospital of Medical School, Nanjing University	1	Controlled	0	2026-07-25	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA019335
HRA008083	PRJCA028343	Research on Human Phenotype Group Measurement Techniques and Cross Scale Correlation Cooperation of Phenotype Data	Fudan University	1	Controlled	0	2025-09-15	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA008083
HRA009207	PRJCA032040	HMMR+ stromal cells drive human uterine development	Nanjing Drum Tower Hospital,Affiliated Hospital of Medical School, Nanjing University	1	Controlled	0	2026-07-25	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA009207
HRA019707	PRJCA069278	Microbial dysbiosis and treatment-related gastrointestinal adverse events in locoregionally advanced nasopharyngeal carcinoma: an exploratory study of the oral and gut microbiome	The First Affiliated Hospital of Guangxi Medical University	1	Controlled	0	2026-08-09	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA019707
HRA011956	PRJCA041647	Decoding the Epithelial-Stromal Interactome in Allergic Rhinitis Through Single-Cell Multi-omics Integration	Second Hospital of Shanxi Medical University	1	Controlled	0	2026-07-24	https://ngdc.cncb.ac.cn/gsa-human/browse/HRA011956
