interaction_name	pathway_name	annotation	ligand	receptor	ligand_genes	receptor_genes	direction	partner	prob_high	prob_low	pval_high	pval_low	sig_high	sig_low	delta_prob	ligand_class	sig_either	sig_diff	contrast
BMP5_BMPR1B_ACVR2A	BMP	Secreted Signaling	BMP5	BMPR1B_ACVR2A	BMP5	BMPR1B|ACVR2A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
BMP5_BMPR1B_ACVR2B	BMP	Secreted Signaling	BMP5	BMPR1B_ACVR2B	BMP5	BMPR1B|ACVR2B	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
BMP5_BMPR1B_BMPR2	BMP	Secreted Signaling	BMP5	BMPR1B_BMPR2	BMP5	BMPR1B|BMPR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
BMP6_ACVR1_ACVR2A	BMP	Secreted Signaling	BMP6	ACVR1_ACVR2A	BMP6	ACVR1|ACVR2A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
BMP6_ACVR1_ACVR2B	BMP	Secreted Signaling	BMP6	ACVR1_ACVR2B	BMP6	ACVR1|ACVR2B	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
BMP6_ACVR1_BMPR2	BMP	Secreted Signaling	BMP6	ACVR1_BMPR2	BMP6	BMPR2|ACVR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
BMP6_BMPR1A_ACVR2A	BMP	Secreted Signaling	BMP6	BMPR1A_ACVR2A	BMP6	ACVR2A|BMPR1A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
BMP6_BMPR1A_ACVR2B	BMP	Secreted Signaling	BMP6	BMPR1A_ACVR2B	BMP6	ACVR2B|BMPR1A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
BMP6_BMPR1A_BMPR2	BMP	Secreted Signaling	BMP6	BMPR1A_BMPR2	BMP6	BMPR2|BMPR1A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
BMP6_BMPR1B_ACVR2A	BMP	Secreted Signaling	BMP6	BMPR1B_ACVR2A	BMP6	BMPR1B|ACVR2A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
BMP6_BMPR1B_ACVR2B	BMP	Secreted Signaling	BMP6	BMPR1B_ACVR2B	BMP6	BMPR1B|ACVR2B	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
BMP6_BMPR1B_BMPR2	BMP	Secreted Signaling	BMP6	BMPR1B_BMPR2	BMP6	BMPR1B|BMPR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
BMP7_ACVR1_ACVR2A	BMP	Secreted Signaling	BMP7	ACVR1_ACVR2A	BMP7	ACVR1|ACVR2A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
BMP7_ACVR1_ACVR2B	BMP	Secreted Signaling	BMP7	ACVR1_ACVR2B	BMP7	ACVR1|ACVR2B	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
BMP7_ACVR1_BMPR2	BMP	Secreted Signaling	BMP7	ACVR1_BMPR2	BMP7	BMPR2|ACVR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
BMP7_BMPR1A_ACVR2A	BMP	Secreted Signaling	BMP7	BMPR1A_ACVR2A	BMP7	ACVR2A|BMPR1A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
BMP7_BMPR1A_ACVR2B	BMP	Secreted Signaling	BMP7	BMPR1A_ACVR2B	BMP7	ACVR2B|BMPR1A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
BMP7_BMPR1A_BMPR2	BMP	Secreted Signaling	BMP7	BMPR1A_BMPR2	BMP7	BMPR2|BMPR1A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
BMP7_BMPR1B_ACVR2A	BMP	Secreted Signaling	BMP7	BMPR1B_ACVR2A	BMP7	BMPR1B|ACVR2A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
BMP7_BMPR1B_ACVR2B	BMP	Secreted Signaling	BMP7	BMPR1B_ACVR2B	BMP7	BMPR1B|ACVR2B	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
BMP7_BMPR1B_BMPR2	BMP	Secreted Signaling	BMP7	BMPR1B_BMPR2	BMP7	BMPR1B|BMPR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
BMP8B_ACVR1_ACVR2A	BMP	Secreted Signaling	BMP8B	ACVR1_ACVR2A	BMP8B	ACVR1|ACVR2A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
BMP8B_ACVR1_ACVR2B	BMP	Secreted Signaling	BMP8B	ACVR1_ACVR2B	BMP8B	ACVR1|ACVR2B	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
BMP8B_ACVR1_BMPR2	BMP	Secreted Signaling	BMP8B	ACVR1_BMPR2	BMP8B	BMPR2|ACVR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
BMP8B_BMPR1A_ACVR2A	BMP	Secreted Signaling	BMP8B	BMPR1A_ACVR2A	BMP8B	ACVR2A|BMPR1A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
BMP8B_BMPR1A_ACVR2B	BMP	Secreted Signaling	BMP8B	BMPR1A_ACVR2B	BMP8B	ACVR2B|BMPR1A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
BMP8B_BMPR1A_BMPR2	BMP	Secreted Signaling	BMP8B	BMPR1A_BMPR2	BMP8B	BMPR2|BMPR1A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
BMP8B_BMPR1B_ACVR2A	BMP	Secreted Signaling	BMP8B	BMPR1B_ACVR2A	BMP8B	BMPR1B|ACVR2A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
BMP8B_BMPR1B_ACVR2B	BMP	Secreted Signaling	BMP8B	BMPR1B_ACVR2B	BMP8B	BMPR1B|ACVR2B	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
BMP8B_BMPR1B_BMPR2	BMP	Secreted Signaling	BMP8B	BMPR1B_BMPR2	BMP8B	BMPR1B|BMPR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
GDF9_ACVR1B_BMPR2	GDF	Secreted Signaling	GDF9	ACVR1B_BMPR2	GDF9	BMPR2|ACVR1B	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
GDF10_ACVR1B_ACVR2A	GDF	Secreted Signaling	GDF10	ACVR1B_ACVR2A	GDF10	ACVR1B|ACVR2A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
GDF11_TGFBR1_ACVR2A	GDF	Secreted Signaling	GDF11	TGFBR1_ACVR2A	GDF11	ACVR2A|TGFBR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
GDF11_TGFBR1_ACVR2B	GDF	Secreted Signaling	GDF11	TGFBR1_ACVR2B	GDF11	ACVR2B|TGFBR1	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
GDF11_ACVR1B_ACVR2B	GDF	Secreted Signaling	GDF11	ACVR1B_ACVR2B	GDF11	ACVR1B|ACVR2B	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
GDF15_TGFBR2	GDF	Secreted Signaling	GDF15	TGFBR2	GDF15	TGFBR2	outgoing	TNK	0.15870017679970438	0.06126513397262468	0.009900990099009901	1.0	True	False	0.09743504282707971	other	True	True	outgoing
AMH_AMHR2_ACVR1	AMH	Secreted Signaling	AMH	AMHR2_ACVR1	AMH	ACVR1|AMHR2	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
AMH_AMHR2_BMPR1A	AMH	Secreted Signaling	AMH	AMHR2_BMPR1A	AMH	AMHR2|BMPR1A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
GDNF_GFRA1	GDNF	Secreted Signaling	GDNF	GFRA1_RET	GDNF	GFRA1|RET	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
NRTN_GFRA2	GDNF	Secreted Signaling	NRTN	GFRA2_RET	NRTN	GFRA2|RET	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
ARTN_GFRA3	GDNF	Secreted Signaling	ARTN	GFRA3_RET	ARTN	GFRA3|RET	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
ARTN_GFRA1	GDNF	Secreted Signaling	ARTN	GFRA1_RET	ARTN	GFRA1|RET	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
INHBA_ACVR1B_ACVR2A	ACTIVIN	Secreted Signaling	INHBA	ACVR1B_ACVR2A	INHBA	ACVR1B|ACVR2A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
INHBA_ACVR1B_ACVR2B	ACTIVIN	Secreted Signaling	INHBA	ACVR1B_ACVR2B	INHBA	ACVR1B|ACVR2B	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
INHBB_ACVR1B_ACVR2A	ACTIVIN	Secreted Signaling	INHBB	ACVR1B_ACVR2A	INHBB	ACVR1B|ACVR2A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
INHBB_ACVR1B_ACVR2B	ACTIVIN	Secreted Signaling	INHBB	ACVR1B_ACVR2B	INHBB	ACVR1B|ACVR2B	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
INHBB_ACVR1C_ACVR2A	ACTIVIN	Secreted Signaling	INHBB	ACVR1C_ACVR2A	INHBB	ACVR1C|ACVR2A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
INHBB_ACVR1C_ACVR2B	ACTIVIN	Secreted Signaling	INHBB	ACVR1C_ACVR2B	INHBB	ACVR1C|ACVR2B	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
INHBABB_ACVR1B_ACVR2A	ACTIVIN	Secreted Signaling	Activin AB	ACVR1B_ACVR2A	INHBA|INHBB	ACVR1B|ACVR2A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
INHBABB_ACVR1B_ACVR2B	ACTIVIN	Secreted Signaling	Activin AB	ACVR1B_ACVR2B	INHBA|INHBB	ACVR1B|ACVR2B	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
INHBABB_ACVR1C_ACVR2A	ACTIVIN	Secreted Signaling	Activin AB	ACVR1C_ACVR2A	INHBA|INHBB	ACVR1C|ACVR2A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
INHB_ACVR1C_ACVR2B	ACTIVIN	Secreted Signaling	Activin AB	ACVR1C_ACVR2B	INHBA|INHBB	ACVR1C|ACVR2B	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
INHABA_ACVR2A	ACTIVIN	Secreted Signaling	Inhibin A	ACVR2A	INHBA|INHA	ACVR2A	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
INHABB_ACVR2B	ACTIVIN	Secreted Signaling	Inhibin B	ACVR2B	INHA|INHBB	ACVR2B	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
WNT10A_FZD1_LRP5	WNT	Secreted Signaling	WNT10A	FZD1_LRP5	WNT10A	FZD1|LRP5	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
WNT10A_FZD2_LRP5	WNT	Secreted Signaling	WNT10A	FZD2_LRP5	WNT10A	FZD2|LRP5	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
WNT10A_FZD3_LRP5	WNT	Secreted Signaling	WNT10A	FZD3_LRP5	WNT10A	LRP5|FZD3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
WNT10A_FZD4_LRP5	WNT	Secreted Signaling	WNT10A	FZD4_LRP5	WNT10A	FZD4|LRP5	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
WNT10A_FZD5_LRP5	WNT	Secreted Signaling	WNT10A	FZD5_LRP5	WNT10A	FZD5|LRP5	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
WNT10A_FZD6_LRP5	WNT	Secreted Signaling	WNT10A	FZD6_LRP5	WNT10A	FZD6|LRP5	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
WNT10A_FZD7_LRP5	WNT	Secreted Signaling	WNT10A	FZD7_LRP5	WNT10A	LRP5|FZD7	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
WNT10A_FZD8_LRP5	WNT	Secreted Signaling	WNT10A	FZD8_LRP5	WNT10A	FZD8|LRP5	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
WNT10B_FZD1_LRP5	WNT	Secreted Signaling	WNT10B	FZD1_LRP5	WNT10B	FZD1|LRP5	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
WNT10B_FZD2_LRP5	WNT	Secreted Signaling	WNT10B	FZD2_LRP5	WNT10B	FZD2|LRP5	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
WNT10B_FZD3_LRP5	WNT	Secreted Signaling	WNT10B	FZD3_LRP5	WNT10B	LRP5|FZD3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
WNT10B_FZD4_LRP5	WNT	Secreted Signaling	WNT10B	FZD4_LRP5	WNT10B	FZD4|LRP5	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
WNT10B_FZD5_LRP5	WNT	Secreted Signaling	WNT10B	FZD5_LRP5	WNT10B	FZD5|LRP5	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
WNT10B_FZD6_LRP5	WNT	Secreted Signaling	WNT10B	FZD6_LRP5	WNT10B	FZD6|LRP5	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
WNT10B_FZD7_LRP5	WNT	Secreted Signaling	WNT10B	FZD7_LRP5	WNT10B	LRP5|FZD7	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
WNT10B_FZD8_LRP5	WNT	Secreted Signaling	WNT10B	FZD8_LRP5	WNT10B	FZD8|LRP5	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
WNT16_FZD1_LRP5	WNT	Secreted Signaling	WNT16	FZD1_LRP5	WNT16	FZD1|LRP5	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
WNT16_FZD2_LRP5	WNT	Secreted Signaling	WNT16	FZD2_LRP5	WNT16	FZD2|LRP5	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
WNT16_FZD3_LRP5	WNT	Secreted Signaling	WNT16	FZD3_LRP5	WNT16	LRP5|FZD3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
WNT16_FZD4_LRP5	WNT	Secreted Signaling	WNT16	FZD4_LRP5	WNT16	FZD4|LRP5	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
WNT16_FZD5_LRP5	WNT	Secreted Signaling	WNT16	FZD5_LRP5	WNT16	FZD5|LRP5	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
WNT16_FZD6_LRP5	WNT	Secreted Signaling	WNT16	FZD6_LRP5	WNT16	FZD6|LRP5	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
WNT16_FZD7_LRP5	WNT	Secreted Signaling	WNT16	FZD7_LRP5	WNT16	LRP5|FZD7	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
WNT16_FZD8_LRP5	WNT	Secreted Signaling	WNT16	FZD8_LRP5	WNT16	FZD8|LRP5	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
WNT2B_FZD1_LRP5	WNT	Secreted Signaling	WNT2B	FZD1_LRP5	WNT2B	FZD1|LRP5	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
WNT2B_FZD2_LRP5	WNT	Secreted Signaling	WNT2B	FZD2_LRP5	WNT2B	FZD2|LRP5	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
WNT2B_FZD3_LRP5	WNT	Secreted Signaling	WNT2B	FZD3_LRP5	WNT2B	LRP5|FZD3	outgoing	TNK	0.0	0.0	1.0	1.0	False	False	0.0	other	False	False	outgoing
