Marker.Symbol	contrast	logFC_meaning	n_per_group	logFC	logCPM	submitter_edgeR_PValue	submitter_edgeR_FDR
Prr9	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
D4Ertd617e	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm3238	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Crisp2	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm16513	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Crisp3	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Trap1a	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Zar1l	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Vmn2r25	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
1700016D06Rik	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Tex101	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm5941	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Klhdc7b	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Cyp26c1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Olfr596	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm13040	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm12603	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm13102	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Tceal7	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm5916	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
7420426K07Rik	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm16390	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Nespas	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Tyrp1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Clps	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Krt71	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm3428	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Cyp11b1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Fgb	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm11938	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm5935	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Iqcf6	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Olfr220	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm5891	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Vmn1r173	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Scgb2b19	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Olfr612	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Crxos1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Spag11b	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Krt35	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Tspy-ps	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Avp	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm4216	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Nkx3-2	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Vmn1r50	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Theg	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Fabp9	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Krtap1-5	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Foxr2	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Miox	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Vmn1r46	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Hist1h1b	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Vmn1r41	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm15308	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm15299	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm5771	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Glra3	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Pxt1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Asb9	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm2663	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm16405	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm13057	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm12888	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Vmn1r44	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Vmn1r40	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Lmo3	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Hoxc11	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Tuba3a	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm2863	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Tyr	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm2825	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
1700121N20Rik	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Izumo3	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Taar3	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Calm5	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Scgb2b20	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Taar8c	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm10665	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Rnase13	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Zfp735	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Rdh7	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Vmn1r149	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Rnase11	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Defa24	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Barx1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Vmn1r158	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Vmn2r36	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm13177	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm4201	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm5938	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Defb22	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Nphs1as	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Nlrp4e	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Snord15a	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Snord15b	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Tmem207	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Rnase12	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Nell2	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Naip7	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm10696	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Cyp2c69	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Vmn1r169	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Try10	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm14459	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm5934	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Cd70	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Vmn2r46	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Tnp1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Vmn2r47	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm10267	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Tpbpa	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
C8b	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Olfr153	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Neurod6	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Vmn2r45	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Lce3a	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm5797	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm15292	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm5800	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm14483	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Vmn2r51	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Ear5	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm5726	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Vmn1r151	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Vmn1r122	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Vmn1r120	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Vmn2r63	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Vmn2r41	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Rmst	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm5712	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm13271	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Cyp4a30b-ps	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Olfr1335	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm4214	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Bc1-ps1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Vmn1r168	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Vmn2r23	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm3646	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Tex24	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Krtap10-10	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm15315	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Olfr765	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm14850	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Chrna3	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm3867	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Chrna5	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Vmn2r33	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Duxbl3	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Vmn2r80	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Vmn2r82	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Zfp42	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Tlx1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Gm3750	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Vmn2r31	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Taar9	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Aym1	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Ang5	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Ear12	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Npcd	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Tmem92	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Vmn2r40	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Neurod4	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Neurog2	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Neurog3	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
Tnfrsf8	Cldn4KO_VILIlow_vs_WT_VILI	Cldn4 KO (low-injury) minus WT, both VILI	1 vs 1 (UNREPLICATED)	0	-1.56643	1	1
