Feature_name	baseMean	log2FC_KO_vs_WT	lfcSE	deseq2_stat	p_deseq2	q_deseq2_BH	n_KO	n_WT
KAZN	18.5095	-0.724812	0.370556	-1.93002	0.0536037	0.312298	4	3
S100A11	1158.36	-0.481097	0.247087	-1.92916	0.0537112	0.312772	4	3
ZNF652	260.743	-0.328795	0.172239	-1.92869	0.0537697	0.312946	4	3
LATS1	56.9725	0.465047	0.238731	1.92812	0.0538402	0.312946	4	3
ANKRD13D	16.3561	0.701901	0.373633	1.92802	0.0538526	0.312946	4	3
POLL	69.9233	0.413842	0.21432	1.92787	0.0538717	0.312946	4	3
LTB	3.22692	0.576453	0.41034	1.92713	0.0539635		4	3
CWC25	69.8792	0.417526	0.218114	1.92683	0.0540006	0.313391	4	3
VPS37A	25.8031	-0.543101	0.283941	-1.9263	0.0540666	0.313594	4	3
SH3BP4	42.6287	-0.490961	0.260044	-1.9261	0.0540918	0.313594	4	3
ATP6V1E1	66.8235	-0.404365	0.210398	-1.92592	0.054114	0.313594	4	3
KCNV1	1.39498	-0.797721	0.377566	-1.92562	0.054152		4	3
RAB11FIP3	9.80748	0.763708	0.399355	1.92542	0.0541767	0.313793	4	3
CRH	19.335	0.995226	0.374469	1.92453	0.0542878	0.314146	4	3
ULK1	57.7595	0.491967	0.250939	1.92394	0.054362	0.314409	4	3
SSPN	84.7079	-0.794646	0.409796	-1.92375	0.0543857	0.314409	4	3
NECAP2	31.2133	-0.524616	0.27283	-1.92334	0.054438	0.31455	4	3
ZHX1	393.462	-0.333577	0.174407	-1.92299	0.054481	0.31455	4	3
SNAPC4	29.7067	0.564066	0.302506	1.92293	0.0544888	0.31455	4	3
KCTD3	637.226	0.293623	0.153812	1.9225	0.0545434	0.314553	4	3
METTL25	18.2976	-0.618402	0.326637	-1.92233	0.0545646	0.314553	4	3
MTCL1	9.00038	0.810815	0.395559	1.9223	0.054568	0.314553	4	3
TRMT5	91.2847	-0.633055	0.330555	-1.92205	0.0545997	0.314584	4	3
TMEM126B	91.2759	0.360533	0.187994	1.92137	0.054685	0.314925	4	3
METTL17	90.9721	0.415381	0.218944	1.91993	0.0548673	0.315823	4	3
EME2	18.009	0.741921	0.380259	1.91836	0.0550651	0.316657	4	3
EZR	309.008	0.416721	0.21505	1.91808	0.0551013	0.316714	4	3
ADGRL2	35.2637	-0.696752	0.357746	-1.91747	0.0551777	0.316919	4	3
UBTF	238.095	-0.305187	0.15857	-1.91699	0.0552393	0.316919	4	3
MARK2	185.045	0.299073	0.156395	1.91648	0.0553043	0.316919	4	3
TSHZ1	59.8636	-0.556914	0.293297	-1.91641	0.0553129	0.316919	4	3
SOX6	16.9518	-0.718055	0.37484	-1.91614	0.0553479	0.316919	4	3
GCNA	4.87597	0.882088	0.418797	1.9161	0.0553522		4	3
OLFM1	73.1156	0.626991	0.311123	1.91588	0.0553802	0.316919	4	3
PROSER3	25.525	0.631119	0.332573	1.91584	0.0553861	0.316919	4	3
AHNAK	563.132	0.359178	0.187436	1.91581	0.0553896	0.316919	4	3
HIF1A	171.062	-0.478312	0.249491	-1.91578	0.0553933	0.316919	4	3
TMEM39A	44.4322	0.534138	0.279342	1.91572	0.0554013	0.316919	4	3
CCDC28A	31.1425	0.612648	0.314426	1.91544	0.0554369	0.316971	4	3
FAM19A2	4.46305	-0.800385	0.42564	-1.91496	0.0554974		4	3
CLPX	102.721	0.369268	0.190976	1.91465	0.0555376	0.317263	4	3
C1orf56	18.4558	-0.616656	0.318544	-1.91462	0.055541	0.317263	4	3
MRPL2	15.6681	0.713989	0.356792	1.91438	0.0555721	0.31729	4	3
TTYH2	2.71056	-0.81371	0.421472	-1.9137	0.0556584		4	3
SGCE	3.94203	-0.821746	0.425183	-1.91304	0.0557432		4	3
FAM174A	73.1706	-0.435097	0.227636	-1.91265	0.0557928	0.318266	4	3
RIOX1	176.917	0.347532	0.180477	1.9125	0.0558116	0.318266	4	3
NDUFB5	54.6855	-0.499412	0.255417	-1.91234	0.0558331	0.318266	4	3
GSTA4	13.2182	0.695974	0.335374	1.91216	0.0558559	0.318266	4	3
SFXN5	8.85065	0.784609	0.391848	1.912	0.0558758	0.318266	4	3
ONECUT2	68.1947	-0.52178	0.278233	-1.91117	0.0559827	0.318724	4	3
FUOM	2.49806	-0.94132	0.412268	-1.91078	0.0560333		4	3
CDKN2A	59.2378	0.481466	0.26871	1.91002	0.0561312	0.319346	4	3
MAPKAPK3	6.33159	-0.812001	0.421311	-1.90991	0.0561453	0.319346	4	3
KRT86	8.81458	-0.768117	0.405332	-1.90961	0.0561838	0.319414	4	3
KCNK6	50.3593	0.552399	0.278949	1.90888	0.0562782	0.319799	4	3
BAIAP3	27.1225	-0.656687	0.344454	-1.90852	0.0563235	0.319814	4	3
AK2	163.18	0.318311	0.166257	1.90694	0.056528	0.320459	4	3
LRRC59	150.329	0.313165	0.164266	1.90586	0.0566681	0.320852	4	3
TMCC3	8.06685	-0.758485	0.427253	-1.90586	0.0566682	0.320852	4	3
AUH	15.4422	0.641326	0.323487	1.90517	0.0567582	0.321005	4	3
PPP1R1A	3.01523	-0.836191	0.425556	-1.905	0.0567803		4	3
VEZF1	125.711	-0.451719	0.236269	-1.90474	0.0568142	0.32117	4	3
SLC25A23	51.7182	-0.387365	0.205423	-1.90329	0.0570023	0.322082	4	3
ACAT1	26.1163	-0.578317	0.296203	-1.90214	0.0571528	0.322729	4	3
SLC35A3	80.9837	0.380019	0.197127	1.90159	0.0572245	0.322729	4	3
TCTN1	45.7762	0.551831	0.291169	1.90081	0.0573272	0.323156	4	3
MTRNR2L7	21.5249	-0.773508	0.404218	-1.89968	0.0574748	0.323532	4	3
C1QTNF6	6.076	0.799145	0.416441	1.89964	0.0574797		4	3
TEX14	4.10543	0.922238	0.399985	1.89959	0.0574871		4	3
SLC6A9	17.0726	0.629727	0.334693	1.89838	0.0576459	0.324343	4	3
ZFR	191.494	-0.321374	0.169498	-1.8981	0.0576836	0.324402	4	3
LFNG	311.304	0.550813	0.282105	1.897	0.0578273	0.325058	4	3
P2RY2	18.1573	0.639584	0.324184	1.89636	0.0579119	0.325229	4	3
DRAP1	206.992	0.281219	0.149302	1.89577	0.0579903	0.325374	4	3
UBFD1	91.1948	-0.35652	0.188547	-1.89573	0.0579962	0.325374	4	3
NUDT12	148.471	-0.333352	0.176996	-1.89555	0.0580192	0.325374	4	3
RIOX2	63.8011	-0.407166	0.213232	-1.89427	0.0581893	0.326175	4	3
ENPP4	63.2842	-0.535793	0.289193	-1.89351	0.0582899	0.32632	4	3
DYNC1I1	11.8957	-0.729966	0.383278	-1.89349	0.0582922	0.32632	4	3
DPH6	30.9541	-0.540497	0.284798	-1.89339	0.0583057	0.32632	4	3
RHBDF1	136.229	0.319289	0.168923	1.89326	0.058324	0.32632	4	3
NREP	30.8289	-0.502077	0.265528	-1.89303	0.0583539	0.326336	4	3
ZNF208	3.20304	-0.778132	0.423156	-1.8929	0.0583712		4	3
FAM120AOS	66.3112	0.542754	0.280435	1.89268	0.0584	0.326441	4	3
PIGC	51.7389	-0.413877	0.218222	-1.89175	0.0585239	0.326979	4	3
EMB	15.1983	-0.665548	0.357108	-1.89135	0.0585781	0.326979	4	3
CCZ1B	96.6029	-0.320909	0.17067	-1.89015	0.0587385	0.327696	4	3
PARD3	31.9083	-0.52505	0.274368	-1.88998	0.0587611	0.327696	4	3
SMARCD2	516.997	-0.275514	0.145805	-1.88923	0.0588615	0.328103	4	3
ALOX15B	5.76304	-0.914371	0.425194	-1.88881	0.0589176		4	3
E2F3	39.1747	-0.548984	0.288447	-1.88877	0.0589233	0.328295	4	3
PLPP1	87.2906	0.39594	0.214599	1.88822	0.058996	0.328547	4	3
EIF3I	137.304	-0.436714	0.230692	-1.88758	0.0590823	0.328875	4	3
EEF1D	680.149	0.283688	0.148809	1.88659	0.0592152	0.329322	4	3
MDH1	654.87	0.2645	0.139732	1.88657	0.0592176	0.329322	4	3
GNG7	13.7108	-0.698776	0.372171	-1.8861	0.0592816	0.329429	4	3
WDR92	37.3383	0.591942	0.311794	1.88591	0.0593066	0.329429	4	3
TOMM7	61.1991	-0.549024	0.294811	-1.88518	0.0594053	0.329429	4	3
SPIRE1	110.73	0.389343	0.202677	1.88506	0.0594216	0.329429	4	3
KIF9	43.339	-0.61685	0.326378	-1.88504	0.0594246	0.329429	4	3
GPM6B	13.4308	-0.708079	0.371863	-1.88501	0.059429	0.329429	4	3
MRPL55	42.0507	0.491198	0.263002	1.88464	0.0594778	0.329547	4	3
PTBP3	530.438	0.303178	0.160112	1.88399	0.0595668	0.329791	4	3
NUB1	152.979	-0.269047	0.141857	-1.88371	0.0596044	0.329791	4	3
ZNF257	1.63325	-0.818107	0.37374	-1.88325	0.0596672		4	3
BSPRY	32.4896	0.647931	0.33745	1.88321	0.0596715	0.329931	4	3
TTC39B	71.2884	0.533772	0.284747	1.8831	0.0596873	0.329931	4	3
TIMM29	24.7684	0.657892	0.341606	1.88291	0.0597122	0.329931	4	3
VAMP2	76.6935	0.389843	0.204225	1.8825	0.0597687	0.329994	4	3
TTC14	338.974	0.321642	0.173804	1.88204	0.0598312	0.329994	4	3
BAX	73.3625	0.50779	0.276629	1.88162	0.059888	0.329994	4	3
PPCS	378.875	0.257694	0.135661	1.8816	0.0598903	0.329994	4	3
ATP2C2	10.3005	0.814936	0.385004	1.88142	0.0599151	0.329994	4	3
ANXA1	62.9764	0.616653	0.379196	1.88141	0.0599164	0.329994	4	3
SLC39A12	1.19865	-0.80742	0.357409	-1.88098	0.059974		4	3
YPEL3	57.0033	0.395578	0.205756	1.88093	0.0599812	0.3302	4	3
CXCL16	81.8888	0.498083	0.26634	1.88037	0.0600579	0.33047	4	3
COPS9	60.3017	-0.483194	0.25862	-1.87883	0.0602672	0.331117	4	3
WWP1	285.908	0.458735	0.23535	1.87878	0.0602747	0.331117	4	3
CCDC160	17.2356	0.690368	0.350699	1.8787	0.0602859	0.331117	4	3
MYO19	63.3436	0.474768	0.257423	1.87819	0.0603551	0.331243	4	3
CKB	109.76	-0.531407	0.272578	-1.87812	0.0603642	0.331243	4	3
ADIPOR1	154.659	-0.272425	0.144306	-1.87777	0.0604121	0.331355	4	3
PCDHA10	2.30972	0.859122	0.412752	1.87725	0.0604836		4	3
CMBL	53.3848	-0.434919	0.236722	-1.87722	0.0604876	0.331602	4	3
NDUFS6	499.118	0.327938	0.173441	1.87704	0.0605125	0.331602	4	3
NTM	4.44889	-0.827873	0.426422	-1.87609	0.0606434		4	3
WIPI1	53.093	0.493301	0.253816	1.87511	0.0607774	0.332597	4	3
FANCA	36.1978	0.636388	0.352516	1.87507	0.0607831	0.332597	4	3
CERS3	3.30357	-0.814581	0.427358	-1.87507	0.0607831		4	3
FGD4	68.7376	-0.420826	0.225181	-1.87491	0.060805	0.332597	4	3
CEP350	472.453	-0.285327	0.151861	-1.8745	0.0608622	0.332657	4	3
ACACA	86.4448	-0.427665	0.228612	-1.87405	0.0609235	0.332657	4	3
RHOA	405.8	-0.383296	0.204363	-1.87397	0.0609343	0.332657	4	3
PCMTD1	221.968	-0.355934	0.192134	-1.87393	0.0609395	0.332657	4	3
APBB3	2.92373	0.773377	0.417392	1.87381	0.0609562		4	3
CLCN4	10.8837	-0.777304	0.405837	-1.87342	0.0610104	0.332809	4	3
HOXB13	2.64551	-0.785262	0.412938	-1.87316	0.0610465		4	3
FSTL3	18.5262	0.606249	0.387517	1.87271	0.0611085	0.332901	4	3
DYNLT3	32.0088	-0.506011	0.269927	-1.87269	0.0611106	0.332901	4	3
TMEM30B	146.142	-0.346026	0.187068	-1.87213	0.061189	0.333038	4	3
EDEM3	160.878	-0.324329	0.172955	-1.87211	0.0611913	0.333038	4	3
RPS6	521.696	-0.422318	0.2237	-1.87133	0.0612996	0.333463	4	3
MTF1	61.6967	-0.383583	0.204608	-1.87115	0.0613249	0.333463	4	3
DDX17	567.682	0.319202	0.170194	1.87075	0.0613794	0.333608	4	3
WDR93	4.21284	0.806684	0.423596	1.87062	0.0613974		4	3
TFAP4	16.8483	-0.625397	0.331757	-1.87041	0.0614275	0.333703	4	3
PRR11	72.9947	-0.423832	0.226034	-1.86995	0.0614905	0.333703	4	3
TTC30B	12.1385	-0.753315	0.40045	-1.86993	0.0614932	0.333703	4	3
ALDOC	12.4207	0.645167	0.407447	1.86953	0.0615486	0.333703	4	3
RBM33	79.3024	0.420824	0.223076	1.86948	0.061556	0.333703	4	3
TRIR	95.0338	-0.3524	0.187679	-1.86942	0.061564	0.333703	4	3
COL6A3	113.997	-0.619022	0.329117	-1.86889	0.0616375	0.333846	4	3
CCDC120	9.96867	0.716639	0.376991	1.86865	0.0616714	0.333846	4	3
TENM4	15.8212	-0.804389	0.419554	-1.86863	0.0616737	0.333846	4	3
WDR62	2.97599	0.750831	0.414868	1.86798	0.061765		4	3
ZFYVE1	15.2306	0.633351	0.338017	1.86787	0.0617807	0.334122	4	3
DNAAF1	37.7153	0.449694	0.423961	1.86779	0.0617919	0.334122	4	3
RAB11FIP2	51.221	-0.461145	0.247643	-1.86767	0.0618083	0.334122	4	3
SIX2	1.45132	-0.738769	0.359916	-1.86712	0.0618841		4	3
SP110	161.836	0.501604	0.268993	1.86688	0.0619183	0.334565	4	3
ABHD12	52.7332	0.448191	0.239136	1.86649	0.0619732	0.334573	4	3
NEDD4	123.569	-0.549299	0.293838	-1.86494	0.0621895	0.335577	4	3
THAP3	11.8137	0.698763	0.370382	1.86454	0.0622465	0.335666	4	3
RPL10A	16.056	-0.648697	0.345076	-1.86442	0.0622621	0.335666	4	3
TBK1	71.83	-0.440313	0.232107	-1.86411	0.0623056	0.335678	4	3
XPO6	24.6114	-0.543347	0.293147	-1.86395	0.0623284	0.335678	4	3
SMYD3	31.2412	0.513245	0.276378	1.86381	0.0623482	0.335678	4	3
RAB3IP	181.487	-0.275097	0.147213	-1.86342	0.0624032	0.335824	4	3
OSBP	181.471	0.26467	0.143864	1.86301	0.0624612	0.335984	4	3
DLG4	11.8319	-0.715047	0.383264	-1.86204	0.0625981	0.336419	4	3
JMJD6	21.023	0.590718	0.306967	1.86114	0.0627237	0.336943	4	3
DNAAF4	5.58411	0.743213	0.417086	1.86099	0.062746		4	3
HDAC5	28.2598	-0.565123	0.306387	-1.86064	0.0627951	0.336973	4	3
PRRG1	14.9398	-0.704623	0.372092	-1.86044	0.0628238	0.336973	4	3
TWIST1	13.1729	-0.769416	0.410836	-1.86036	0.0628342	0.336973	4	3
SHQ1	22.5341	-0.627864	0.331982	-1.86031	0.0628417	0.336973	4	3
RBBP8	123.531	0.383143	0.210773	1.85943	0.0629656	0.337399	4	3
TXNRD1	308.506	-0.314522	0.169768	-1.85935	0.0629774	0.337399	4	3
SQSTM1	150.025	-0.40986	0.218891	-1.85836	0.0631182	0.337852	4	3
TRIM35	28.4532	-0.541826	0.290974	-1.858	0.0631695	0.337975	4	3
DYRK2	70.0934	-0.458689	0.24554	-1.85764	0.0632207	0.338076	4	3
HMGXB4	59.9119	-0.398742	0.213848	-1.85727	0.0632726	0.338076	4	3
AGFG1	173.289	-0.334606	0.181188	-1.85704	0.0633055	0.338099	4	3
SHC2	11.4095	0.721904	0.380084	1.8568	0.0633393	0.338129	4	3
ITM2B	200.114	-0.440901	0.237301	-1.85544	0.0635332	0.339001	4	3
HOXC8	95.01	-0.432155	0.231476	-1.85502	0.0635931	0.339001	4	3
QKI	398.382	-0.472526	0.253679	-1.85486	0.0636158	0.339001	4	3
DDX60L	176.906	0.550663	0.317764	1.85486	0.0636162	0.339001	4	3
ALG10B	35.5706	-0.483598	0.257754	-1.85467	0.063644	0.339001	4	3
CPE	876.708	-0.370811	0.198724	-1.8541	0.0637254	0.339173	4	3
PEAK1	72.5567	-0.436366	0.234687	-1.85401	0.0637383	0.339173	4	3
RAB2A	394.035	-0.25923	0.141532	-1.85385	0.0637612	0.339173	4	3
ZNF43	36.0329	0.516658	0.286588	1.85282	0.0639076	0.339801	4	3
SUPT6H	124.648	-0.312538	0.168282	-1.85259	0.0639409	0.339828	4	3
CHRAC1	46.6768	-0.43975	0.238207	-1.85213	0.0640072	0.339945	4	3
COX5B	263.656	-0.286143	0.15353	-1.85196	0.0640312	0.339945	4	3
RPS11	694.903	-0.294639	0.158242	-1.85166	0.064074	0.339945	4	3
TUBA1A	116.297	0.552839	0.302615	1.85153	0.064093	0.339945	4	3
CXADR	94.5714	-0.507882	0.269501	-1.85142	0.0641092	0.339945	4	3
TMED3	495.051	0.346868	0.184395	1.85125	0.064133	0.339945	4	3
ZFYVE19	7.21399	0.840672	0.420087	1.85005	0.064307	0.340716	4	3
MAN1A2	202.473	-0.33949	0.183673	-1.84954	0.0643806	0.340828	4	3
LARP7	292.814	0.257292	0.139493	1.8495	0.0643849	0.340828	4	3
ERC2	15.558	-0.735904	0.39811	-1.84872	0.0644988	0.34128	4	3
BTN3A1	43.8309	0.592302	0.331027	1.84814	0.0645814	0.341567	4	3
ZNF33A	76.2364	0.426098	0.232875	1.84744	0.0646836	0.341956	4	3
HEY1	12.0486	-0.81077	0.424936	-1.84704	0.0647417	0.341962	4	3
PREP	29.0082	-0.534302	0.292657	-1.84615	0.06487	0.342388	4	3
SNPH	21.8908	-0.581778	0.335068	-1.84609	0.0648796	0.342388	4	3
NCEH1	50.9257	-0.470692	0.250929	-1.8458	0.0649215	0.342406	4	3
ELL2	23.1438	-0.60099	0.318012	-1.84564	0.0649452	0.342406	4	3
B9D1	27.0678	0.604117	0.336845	1.84461	0.0650938	0.342914	4	3
CAVIN2	16.8927	-0.788393	0.421729	-1.84405	0.0651757	0.342914	4	3
DDAH2	201.448	0.324568	0.177002	1.84383	0.065208	0.342914	4	3
TRPT1	12.588	0.669347	0.360532	1.84327	0.0652898	0.34312	4	3
GPR37	43.9569	-0.616881	0.33619	-1.84317	0.0653043	0.34312	4	3
ZCCHC8	164.545	0.320208	0.173162	1.84174	0.0655131	0.343835	4	3
ZSCAN2	17.8462	0.643371	0.333113	1.84165	0.0655266	0.343835	4	3
OAZ3	24.6504	-0.570786	0.315151	-1.8414	0.065563	0.343876	4	3
HSPG2	13.6599	-0.725815	0.389628	-1.84026	0.0657304	0.344533	4	3
GPATCH8	216.942	0.295791	0.161588	1.84015	0.0657458	0.344533	4	3
OPA3	27.459	0.495579	0.264882	1.83982	0.0657943	0.344637	4	3
USP32	11.039	-0.664483	0.366632	-1.83918	0.065889	0.344941	4	3
CTNNBIP1	173.928	0.299245	0.161613	1.83886	0.0659361	0.344941	4	3
GUSB	203.881	0.272966	0.145351	1.83884	0.0659387	0.344941	4	3
FERMT1	59.3514	-0.640384	0.328273	-1.8385	0.0659881	0.34496	4	3
RPL5	385.618	-0.349897	0.190491	-1.83842	0.0659999	0.34496	4	3
GPC6	23.5355	-0.691255	0.372755	-1.83807	0.0660518	0.345081	4	3
HERC1	94.6967	-0.427138	0.232256	-1.83694	0.066219	0.345621	4	3
UBLCP1	148.191	0.339976	0.186664	1.83661	0.0662669	0.345621	4	3
WNT10B	38.2034	-0.652452	0.352375	-1.83643	0.0662936	0.345621	4	3
TSPAN7	8.89037	-0.772149	0.425916	-1.83638	0.0663022	0.345621	4	3
DXO	6.86	0.811452	0.403272	1.83589	0.0663737	0.345696	4	3
DDIT4	24.3486	-0.583556	0.320336	-1.83535	0.0664538	0.345696	4	3
PLP2	524.422	0.391699	0.211531	1.83402	0.0666512	0.346452	4	3
ZCRB1	674.145	-0.238828	0.129914	-1.83395	0.0666609	0.346452	4	3
TJAP1	11.3974	0.678055	0.362943	1.83328	0.0667603	0.346697	4	3
NQO2	17.756	0.632446	0.329579	1.83325	0.066766	0.346697	4	3
EFEMP1	268.747	0.565155	0.321393	1.83267	0.0668521	0.346908	4	3
SLC39A1	388.349	-0.316091	0.172336	-1.83258	0.0668643	0.346908	4	3
KLHL42	111.872	-0.335659	0.183056	-1.83233	0.0669028	0.346913	4	3
HOMER1	101.931	-0.35062	0.191479	-1.83219	0.0669232	0.346913	4	3
HM13	373.087	0.263998	0.14327	1.83129	0.0670576	0.347189	4	3
MARCKSL1	73.886	-0.392675	0.21432	-1.83111	0.067084	0.347189	4	3
PEX10	64.0939	0.377861	0.202406	1.83097	0.0671043	0.347189	4	3
C16orf52	102.676	-0.349112	0.190757	-1.83094	0.0671094	0.347189	4	3
TMEM263	152.924	-0.283448	0.154389	-1.83065	0.0671523	0.347189	4	3
MAPK8IP3	21.921	0.584353	0.31927	1.83058	0.0671637	0.347189	4	3
GAS1	15.3245	-0.748121	0.407038	-1.83031	0.0672033	0.347189	4	3
EIF2B3	19.8146	0.573231	0.322895	1.83028	0.0672081	0.347189	4	3
LAMB3	62.2691	-0.737322	0.389986	-1.82966	0.0673014	0.347521	4	3
ARIH1	65.3853	0.374084	0.20216	1.82881	0.067428	0.348025	4	3
MYL12B	1321.09	0.278128	0.151567	1.82856	0.0674656	0.348031	4	3
ZNF808	62.2463	0.450807	0.242741	1.82842	0.0674873	0.348031	4	3
CCL5	5.43276	0.804322	0.420581	1.8279	0.0675653		4	3
NKAIN1	6.01297	0.872481	0.419469	1.82707	0.067689		4	3
FAM120C	106.619	-0.494107	0.270969	-1.82693	0.067711	0.348885	4	3
PELI3	4.36618	-0.791567	0.427291	-1.82661	0.0677589		4	3
FBXO32	128.172	-0.39096	0.21397	-1.82607	0.0678403	0.349158	4	3
SF3B3	590.792	-0.253836	0.138353	-1.82587	0.06787	0.349158	4	3
TIAM1	48.4324	0.455075	0.250607	1.82575	0.0678884	0.349158	4	3
MOB3C	7.41978	0.746641	0.407752	1.82543	0.0679358	0.349158	4	3
DTWD1	34.101	0.538803	0.290925	1.82528	0.0679583	0.349158	4	3
ZNF101	8.82992	-0.73919	0.398979	-1.82522	0.0679679	0.349158	4	3
METTL13	93.1544	-0.323264	0.176765	-1.82484	0.0680249	0.349301	4	3
RPLP2	644.157	-0.391786	0.213534	-1.82438	0.0680953	0.349513	4	3
PLEKHG5	28.7551	0.603201	0.354121	1.82404	0.0681467	0.349627	4	3
HIST1H4C	1054.51	-0.376215	0.206403	-1.82355	0.0682206	0.349857	4	3
PITPNM2	7.76027	-0.707432	0.389091	-1.8233	0.0682582	0.349897	4	3
SRR	7.7218	0.787474	0.396469	1.82311	0.0682867	0.349897	4	3
ZFYVE28	21.8696	0.560132	0.293993	1.8228	0.0683338	0.349988	4	3
TTC8	18.3722	0.617193	0.354046	1.82215	0.0684325	0.350344	4	3
HSPBAP1	3.87504	-0.769575	0.427247	-1.82193	0.0684663		4	3
CPNE3	291.879	-0.268709	0.149255	-1.82183	0.0684812	0.350349	4	3
STAT5A	28.9079	-0.55737	0.30251	-1.82167	0.068505	0.350349	4	3
AMER1	16.7382	-0.668912	0.36958	-1.82156	0.0685211	0.350349	4	3
EPHA1	7.4004	-0.740698	0.403481	-1.82125	0.0685683	0.350441	4	3
ATP6V1E2	15.763	-0.573366	0.319005	-1.82091	0.0686202	0.350557	4	3
KIF5B	358.313	-0.291401	0.158897	-1.82064	0.0686613	0.350576	4	3
SYNE2	594.076	0.254253	0.139198	1.81996	0.0687644	0.350576	4	3
ARL5B	38.7431	-0.461181	0.251964	-1.81994	0.0687683	0.350576	4	3
INHBB	181.373	0.484238	0.274695	1.81993	0.0687701	0.350576	4	3
NMRK1	18.8437	0.59504	0.315946	1.81957	0.0688251	0.350581	4	3
ZBTB44	466.399	-0.245711	0.135048	-1.81954	0.0688297	0.350581	4	3
DDX19B	47.5713	0.44346	0.24985	1.81897	0.0689166	0.350875	4	3
TEF	66.0344	-0.600014	0.330095	-1.81875	0.0689498	0.350895	4	3
TFDP2	138.098	-0.410864	0.223723	-1.81809	0.0690506	0.351259	4	3
CDK19	75.8775	-0.51734	0.287289	-1.81707	0.0692067	0.351594	4	3
GNL1	54.9346	-0.412802	0.224022	-1.8168	0.0692479	0.351594	4	3
REPIN1	39.5539	-0.49774	0.274704	-1.81671	0.0692609	0.351594	4	3
PLEKHA1	95.0321	-0.342925	0.189539	-1.8166	0.0692783	0.351594	4	3
STAU1	226.46	-0.274684	0.150572	-1.81651	0.0692925	0.351594	4	3
GOLGA8A	9.28597	0.607715	0.418854	1.81592	0.0693825	0.351871	4	3
TOX	2.87283	-0.842165	0.422974	-1.81584	0.0693948		4	3
WDR13	38.4656	0.447585	0.248132	1.81577	0.0694057	0.351871	4	3
ITPR1	51.9145	-0.479318	0.259489	-1.81543	0.0694575	0.351984	4	3
SPOP	249.993	-0.283739	0.156004	-1.81477	0.0695588	0.352349	4	3
RABEPK	68.041	0.397692	0.216048	1.81455	0.0695936	0.352376	4	3
RPN1	227.285	-0.277306	0.152232	-1.81405	0.0696706	0.352558	4	3
DNAJC28	6.375	-0.735402	0.405544	-1.81393	0.0696882	0.352558	4	3
MEX3D	140.181	0.409335	0.224066	1.81362	0.0697365	0.352653	4	3
TMEM45B	23.9801	0.658524	0.369903	1.81299	0.0698338	0.352997	4	3
SNRPA	34.4922	0.486521	0.270697	1.81169	0.0700335	0.35384	4	3
GCDH	109.316	0.459344	0.249582	1.81132	0.0700912	0.35385	4	3
PDGFC	279.116	-0.478247	0.257174	-1.81096	0.0701472	0.353983	4	3
FILIP1	1.80518	-0.743107	0.399823	-1.81085	0.0701646		4	3
RAD9A	3.47893	0.73698	0.423657	1.81014	0.0702745		4	3
SEC61B	142.653	0.376284	0.207222	1.80953	0.0703691	0.354954	4	3
CD70	33.2092	-0.698944	0.382256	-1.80878	0.0704845	0.355387	4	3
OS9	207.077	-0.2959	0.163348	-1.80835	0.0705522	0.355452	4	3
HLA-A	230.433	0.628421	0.390514	1.80832	0.0705568	0.355452	4	3
B3GALT6	47.4197	0.413399	0.226638	1.80785	0.07063	0.355671	4	3
RDH16	79.8783	-0.744802	0.409585	-1.80742	0.0706972	0.35586	4	3
CCNT1	184.218	-0.253792	0.139596	-1.8067	0.0708091	0.356274	4	3
UTP14A	23.0056	-0.54665	0.300428	-1.80582	0.0709467	0.356667	4	3
RUNDC1	89.2663	0.329538	0.183416	1.80552	0.0709933	0.356752	4	3
NR1H2	5.15683	-0.764523	0.420167	-1.80546	0.0710025		4	3
ST6GALNAC5	2.56302	-0.743884	0.415788	-1.80503	0.0710706		4	3
THAP11	41.409	-0.457606	0.249463	-1.80499	0.071076	0.356984	4	3
ODF3B	6.77665	0.526548	0.424257	1.80484	0.0710991	0.356984	4	3
IFIT2	48.6096	0.603736	0.373446	1.80461	0.0711359	0.357019	4	3
TINF2	30.905	-0.53699	0.298191	-1.80376	0.0712697	0.357489	4	3
RMI2	59.4303	-0.406042	0.228674	-1.80339	0.0713275	0.357489	4	3
COL4A3BP	89.5337	-0.417941	0.234136	-1.80328	0.0713441	0.357489	4	3
ERBB3	361.955	-0.349217	0.195044	-1.80325	0.0713487	0.357489	4	3
IMPACT	112.567	-0.282085	0.15644	-1.80273	0.0714307	0.35775	4	3
HIPK3	233.55	-0.307457	0.171764	-1.80185	0.0715688	0.358292	4	3
ELMOD3	16.5279	0.653042	0.336163	1.80138	0.0716436	0.358517	4	3
FAAH2	21.5705	0.557247	0.289227	1.79972	0.0719044	0.359065	4	3
TNS1	31.4185	-0.610376	0.343809	-1.79967	0.0719131	0.359065	4	3
ZNF335	15.5678	0.627326	0.340074	1.79938	0.0719589	0.359065	4	3
LRRC69	13.724	-0.694319	0.386102	-1.79923	0.0719821	0.359065	4	3
MRPS12	93.6078	0.325628	0.178328	1.79919	0.0719883	0.359065	4	3
STRIP1	273.701	0.333907	0.183809	1.79899	0.0720207	0.359065	4	3
MAP3K7	132.002	-0.386159	0.214976	-1.79896	0.0720247	0.359065	4	3
ZNF654	35.9142	-0.548516	0.299012	-1.79886	0.0720408	0.359065	4	3
NDUFC1	512.054	-0.27032	0.150573	-1.7986	0.0720827	0.359065	4	3
