Marker.Symbol	contrast	logFC_meaning	n_per_group	logFC	logCPM	submitter_edgeR_PValue	submitter_edgeR_FDR
Spib	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-1.42408	3.90025	1.25195e-06	0.000176452
Gbp10	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	1.92645	3.6152	1.38644e-06	0.000194147
Gm3435	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.857728	4.37991	1.4141e-06	0.00019675
Scai	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.977974	4.60113	1.52278e-06	0.000210522
Rabgap1l	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.722502	7.41025	1.61824e-06	0.000222303
Apold1	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-1.87447	2.67017	1.66412e-06	0.000227103
Tnni3	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-1.39192	4.54341	1.67411e-06	0.000227103
Scarb2	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	0.692733	7.50306	1.91399e-06	0.000258031
Ppbp	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	1.87447	1.60113	2.03523e-06	0.000272683
Scgb3a2	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.675688	9.11474	2.06459e-06	0.00027492
Gm14005	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	1.73839	1.79907	2.13865e-06	0.000283045
Ociad2	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	0.851004	4.48712	2.19191e-06	0.000288336
Trim65	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	0.882867	4.39018	2.37282e-06	0.000310254
Nr4a2	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-1.49322	4.37785	2.38928e-06	0.000310535
7-Mar	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.661039	5.75446	2.5865e-06	0.000334167
Btla	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-1.08128	3.58691	2.64523e-06	0.000339732
Gpr182	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	0.697649	6.50802	2.66259e-06	0.00033995
Slc15a2	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	1.03613	4.91597	2.69055e-06	0.00034151
Zfp36	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.77327	7.00318	2.8212e-06	0.000356012
H2-T23	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	1.04526	7.35994	2.91128e-06	0.000365257
D930016D06Rik	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-1.14649	4.01881	2.93992e-06	0.00036673
Uvssa	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.751239	4.97855	2.96614e-06	0.000367886
Fhdc1	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.665691	5.92376	3.05597e-06	0.000376874
Wdr52	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.865989	5.30808	3.15989e-06	0.000387489
Ccnd1	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	0.668954	8.30483	3.2471e-06	0.000395945
Cacna1i	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-1.747	2.13816	3.38965e-06	0.000411019
Siglecg	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-1.56823	3.12837	3.42185e-06	0.00041167
Kcnrg	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.973586	3.94551	3.43296e-06	0.00041167
P4ha1	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	0.681455	6.45667	3.81259e-06	0.000454683
Npy1r	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	1.00645	4.14545	3.93229e-06	0.000465864
Cdca3	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	2.0313	1.25063	3.94927e-06	0.000465864
St8sia4	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-1.06585	5.83559	3.97129e-06	0.000465929
Per1	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.666339	7.52349	4.23744e-06	0.000491887
Lipg	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	0.968089	5.61345	4.25926e-06	0.000491887
Arrdc3	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.686621	7.65407	4.26053e-06	0.000491887
Dgat2	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.849214	4.4698	4.30279e-06	0.000493761
Gbp6	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	1.37095	3.26855	4.32226e-06	0.000493761
Myl9	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.674943	6.78824	4.53445e-06	0.000515289
Fcrla	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-1.56487	2.87122	4.68847e-06	0.000530017
Osbpl3	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	0.793979	4.57436	4.91678e-06	0.000552947
Hsp90ab1	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	0.633545	10.2068	5.30315e-06	0.000588288
Clcnka	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-6.40939	-0.213317	5.31054e-06	0.000588288
Sdr9c7	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-6.33985	-0.263943	5.31235e-06	0.000588288
Hspb1	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	0.713489	6.33065	5.52881e-06	0.000609152
Adam28	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-1.32833	2.60818	5.58271e-06	0.000611984
Zfp97	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.944576	3.72312	5.8409e-06	0.000633883
Junb	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-1.04574	6.80253	6.15052e-06	0.000664164
Hcn1	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	1.34983	3.01085	6.47841e-06	0.000696065
Kazn	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.653311	5.61433	6.53316e-06	0.000696065
Cdc42ep2	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	0.659721	5.64723	6.54214e-06	0.000696065
Ttll6	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-1.14791	3.53973	6.65313e-06	0.00070442
4930451C15Rik	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-1.02717	3.79598	6.71601e-06	0.000707626
5031414D18Rik	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-1.44774	2.29502	6.92161e-06	0.000725766
Klra3	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	3.59826	0.138155	7.03765e-06	0.000734386
Mettl24	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	0.998593	3.54341	7.07856e-06	0.000735121
Lxn	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	0.720901	4.87707	7.34784e-06	0.000759452
Top2a	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	0.937574	3.8887	7.60232e-06	0.00078203
Dcn	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.769618	7.15542	7.78522e-06	0.000797067
Fus	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.67532	7.50282	8.01695e-06	0.000816939
Gzma	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	2.12038	4.32102	8.51027e-06	0.000863157
Apol11b	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	3.63048	0.601127	1.00176e-05	0.00101132
H2-Oa	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-1.4004	2.19549	1.01011e-05	0.00101502
Gbp8	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	1.15264	3.79289	1.02363e-05	0.00102387
Nkain1	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	0.90461	3.78045	1.03424e-05	0.00102591
Cd55	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.640246	6.05088	1.03513e-05	0.00102591
Rrm2	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	1.15823	2.84159	1.06135e-05	0.00104712
Scn5a	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.959289	3.72312	1.08051e-05	0.0010612
Fam124b	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	1.54719	1.99479	1.12171e-05	0.0010967
Epha8	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	6.33985	-0.263943	1.18601e-05	0.00114478
Ccl5	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	2.71031	4.95523	1.18618e-05	0.00114478
Stip1	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	0.672028	6.24329	1.18671e-05	0.00114478
Ccdc40	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.748533	4.855	1.21966e-05	0.00117136
Igtp	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	1.38419	5.46495	1.26613e-05	0.00120364
Sfrp2	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-1.4895	2.38813	1.27367e-05	0.00120364
Cmah	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.936616	4.89304	1.27542e-05	0.00120364
Mysm1	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.766286	5.83183	1.27844e-05	0.00120364
Mef2c	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.668549	5.83108	1.281e-05	0.00120364
Fos	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-2.01503	6.80905	1.29575e-05	0.00121225
Sfrs18	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.822648	7.09046	1.32532e-05	0.0012346
Nr1d2	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.658731	7.77419	1.34972e-05	0.00125195
Pim3	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.75662	6.44489	1.37884e-05	0.00127352
Gja4	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	0.671736	6.17544	1.4119e-05	0.00129853
4931429I11Rik	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-1.37299	2.17663	1.42624e-05	0.00130558
Dnase1l3	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-1.6477	1.78668	1.43159e-05	0.00130558
Tcte1	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.942207	3.66341	1.52275e-05	0.0013829
Calr	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	0.604899	8.87762	1.5562e-05	0.00140739
Lrrc23	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.688999	4.90312	1.59918e-05	0.00144026
Lmod1	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.806689	4.26409	1.62924e-05	0.00145962
Mb	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-1.76217	4.06313	1.63413e-05	0.00145962
Pcdh12	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	0.69408	6.23761	1.66352e-05	0.00147978
Rab36	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.922751	3.68025	1.72513e-05	0.00152615
Oas2	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	1.48875	2.67017	1.7297e-05	0.00152615
Blk	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-1.54385	2.96762	1.8523e-05	0.0016277
Myl4	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-1.34552	5.37268	1.86762e-05	0.00163247
Prf1	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	1.35431	2.35497	1.87277e-05	0.00163247
Oas3	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	1.8158	1.42055	1.89353e-05	0.00164396
Irgm2	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	1.22133	6.26577	1.91286e-05	0.00165018
Serinc2	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	1.04757	4.01881	1.91589e-05	0.00165018
Ly6k	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	1.59078	2.36333	1.99343e-05	0.00171017
Klrg1	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	3.94486	1.71006	2.01767e-05	0.00172416
Lphn3	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	0.654525	6.20889	2.20355e-05	0.00187561
Dusp26	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-2.17383	0.928702	2.232e-05	0.0018924
Aurkb	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	1.75291	1.51366	2.30569e-05	0.00194728
Ccdc117	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	0.602127	6.05412	2.41756e-05	0.00202776
Plat	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	0.661922	5.61957	2.41967e-05	0.00202776
Ttc14	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.906504	6.66129	2.46471e-05	0.00205756
Fcrl1	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-1.4004	2.19549	2.50731e-05	0.0020851
Myb	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.699652	4.64295	2.5213e-05	0.00208874
A530054K11Rik	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.752536	4.43054	2.6286e-05	0.00216935
Tef	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.589946	9.33198	2.88181e-05	0.0023693
Gm1078	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-1.58246	3.54341	3.06441e-05	0.00250235
Slc10a1	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-3.06774	0.176629	3.06668e-05	0.00250235
Pcyt1b	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-1.35431	2.35497	3.23849e-05	0.00263263
1700094D03Rik	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.660108	5.18845	3.34699e-05	0.00271069
Gm14434	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.902541	5.15632	3.39648e-05	0.00274054
Carns1	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-1.01408	3.04244	3.43968e-05	0.00276322
Plau	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	1.09584	4.6152	3.4569e-05	0.00276322
Tbx21	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	3.03736	2.52861	3.46278e-05	0.00276322
Banp	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	0.745509	4.95661	3.48913e-05	0.00277405
Mertk	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	0.594582	5.57436	3.78665e-05	0.00299961
Isg15	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	1.07537	2.78668	3.92718e-05	0.00309557
Lrrc55	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-2.28652	0.736057	3.93631e-05	0.00309557
Ppm1l	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.591735	6.07845	3.99435e-05	0.00312986
Trp53bp2	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.775139	6.57841	4.0606e-05	0.00317033
Fam150a	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	2.25023	0.710062	4.37801e-05	0.00338751
Cox20	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.82106	4.24837	4.38228e-05	0.00338751
Xist	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.81929	9.44643	4.38558e-05	0.00338751
Fbxo32	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.722092	4.39018	4.47091e-05	0.00343207
Pamr1	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.587377	5.80138	4.47489e-05	0.00343207
Ptprz1	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.952641	3.32531	4.54011e-05	0.00346983
Adipoq	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-1.53777	2.14787	4.66097e-05	0.0035497
Pdlim3	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.75976	4.69357	4.74876e-05	0.00360163
S100g	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	0.639077	5.38711	4.76235e-05	0.00360163
Chrm1	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	1.1451	2.57975	4.87117e-05	0.00367113
Prkcb	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.838028	5.01484	4.88935e-05	0.00367209
Tbata	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-1.84659	1.11853	4.96799e-05	0.00371828
Strbp	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.59363	5.72393	4.99012e-05	0.00372201
Gm5796	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-3.01381	0.138155	5.15319e-05	0.00383048
Wars	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	0.660292	7.48065	5.26277e-05	0.00389858
Fndc1	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	0.777893	4.68693	5.37394e-05	0.0039674
Zfp182	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.840846	4.08857	5.55984e-05	0.00409072
Tg	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	2.32193	0.601127	5.71644e-05	0.00419173
Tenm3	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-1.53451	1.60113	5.77401e-05	0.00421969
Zfc3h1	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.681404	5.90383	5.95427e-05	0.00432932
Slc23a2	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.583249	8.57414	5.9639e-05	0.00432932
Ccdc153	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.766859	4.46592	6.13558e-05	0.0044391
Plin1	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-1.64046	1.49856	6.23548e-05	0.00449639
Rsad1	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.925101	4.05541	6.26492e-05	0.00450266
Ccdc66	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.752613	4.21179	6.49472e-05	0.00465241
Grrp1	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	0.861844	3.5617	6.59262e-05	0.004707
Akr1c14	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-1.00336	6.51272	6.72791e-05	0.00478784
Ptbp2	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.743771	4.67017	6.90513e-05	0.0048979
Tubb2a	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	0.570484	6.02212	7.00846e-05	0.004955
2310015A10Rik	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-0.684362	4.52116	7.04202e-05	0.00496257
Tnnt2	Cldn4KO_vs_WT_naive_lung	Cldn4 KO minus WT, no ventilator injury	1 vs 1 (UNREPLICATED)	-1.24362	4.7166	7.13876e-05	0.00501446
