gene	contrast	mean_KD	mean_CTRL	log2FC	cohens_d	t_stat	p_welch	q_welch_BH	p_mannwhitney	n_a	n_b
RABGGTB	KDpooled_vs_negctrl	14.193	14.5363	-0.343235	-5.89845	-11.2263	2.0922e-07	0.00026819	0.0003996	6	9
YIPF1	KDpooled_vs_negctrl	10.9151	10.569	0.346047	6.18986	11.687	2.42834e-07	0.000290526	0.0003996	6	9
CTBP1	KDpooled_vs_negctrl	13.2603	12.9985	0.261738	4.85736	9.60205	2.88669e-07	0.000323034	0.0003996	6	9
KCNG1	KDpooled_vs_negctrl	11.4073	10.3436	1.06365	4.87732	9.59109	3.06005e-07	0.000323034	0.0003996	6	9
RHOA	KDpooled_vs_negctrl	14.9235	14.4991	0.424355	5.07309	9.82656	3.46673e-07	0.000345633	0.0003996	6	9
BATF	KDpooled_vs_negctrl	11.5086	10.8637	0.644958	5.09537	9.8339	3.98751e-07	0.000376631	0.0003996	6	9
LGALS3	KDpooled_vs_negctrl	14.4303	13.8351	0.595152	4.85465	9.88385	4.36095e-07	0.000391308	0.0003996	6	9
AURKA	KDpooled_vs_negctrl	13.4855	13.9668	-0.481314	-6.04726	-11.3252	5.93768e-07	0.000507417	0.0003996	6	9
PPAP2B	KDpooled_vs_negctrl	10.3337	9.71523	0.618456	6.0059	11.2497	6.23148e-07	0.000508319	0.0003996	6	9
WDR37	KDpooled_vs_negctrl	9.53927	9.01662	0.522648	4.48969	8.92425	6.6995e-07	0.000522736	0.0003996	6	9
C5orf43	KDpooled_vs_negctrl	11.9833	10.9864	0.996857	6.04857	11.2816	8.29224e-07	0.000620052	0.0003996	6	9
CHCHD3	KDpooled_vs_negctrl	13.4404	13.0939	0.346503	5.13038	9.76355	8.69178e-07	0.00062393	0.0003996	6	9
VTI1B	KDpooled_vs_negctrl	14.8284	14.5273	0.301055	4.60587	8.93272	9.4099e-07	0.0006495	0.0003996	6	9
ST13	KDpooled_vs_negctrl	13.6722	13.1726	0.499591	4.32915	8.62091	1.00165e-06	0.00065026	0.0003996	6	9
PLEKHA3	KDpooled_vs_negctrl	11.5081	11.1122	0.395982	4.99625	9.52117	1.03902e-06	0.00065026	0.0003996	6	9
LOC645733	KDpooled_vs_negctrl	7.92404	7.41819	0.505847	5.79275	10.8243	1.05079e-06	0.00065026	0.0003996	6	9
SSU72	KDpooled_vs_negctrl	13.9237	13.1779	0.745842	4.97321	9.47076	1.13694e-06	0.000664843	0.0003996	6	9
CREBL2	KDpooled_vs_negctrl	10.4896	9.96781	0.521767	4.39673	8.59795	1.14845e-06	0.000664843	0.0003996	6	9
CITED2	KDpooled_vs_negctrl	9.22155	8.56595	0.655599	4.45827	8.65127	1.30684e-06	0.00068488	0.0003996	6	9
ZSCAN20	KDpooled_vs_negctrl	9.5425	9.07282	0.469686	4.31509	8.75024	1.33081e-06	0.00068488	0.0003996	6	9
DCUN1D1	KDpooled_vs_negctrl	11.0647	10.4315	0.633182	4.24042	8.53617	1.36059e-06	0.00068488	0.0003996	6	9
RDX	KDpooled_vs_negctrl	11.1836	10.7449	0.438717	4.21315	8.37594	1.36298e-06	0.00068488	0.0003996	6	9
HEATR1	KDpooled_vs_negctrl	12.5743	12.0451	0.529198	5.10402	9.65486	1.37388e-06	0.00068488	0.0003996	6	9
SEC14L4	KDpooled_vs_negctrl	12.0215	11.5535	0.468022	4.08201	8.19633	1.98692e-06	0.000963708	0.0003996	6	9
SLC24A1	KDpooled_vs_negctrl	8.8574	8.29818	0.559217	4.05045	7.97582	2.37114e-06	0.0011198	0.0003996	6	9
DCUN1D3	KDpooled_vs_negctrl	12.1809	11.5307	0.650281	4.571	8.71139	2.51333e-06	0.00115652	0.0003996	6	9
ASB7	KDpooled_vs_negctrl	8.45364	8.09799	0.355654	4.19824	8.6086	2.65806e-06	0.0011661	0.0003996	6	9
PIP4K2A	KDpooled_vs_negctrl	9.92315	9.45698	0.466178	4.19865	8.12652	2.752e-06	0.0011661	0.0003996	6	9
FAM21A	KDpooled_vs_negctrl	11.76	11.301	0.459088	4.79378	9.05415	2.76275e-06	0.0011661	0.0003996	6	9
ANAPC13	KDpooled_vs_negctrl	11.4493	10.8495	0.599789	4.80498	9.06782	2.85203e-06	0.0011661	0.0003996	6	9
LOC595101	KDpooled_vs_negctrl	12.6594	12.395	0.264387	4.72386	8.93649	2.86256e-06	0.0011661	0.0003996	6	9
BTN2A1	KDpooled_vs_negctrl	9.59389	9.12016	0.473731	4.13413	8.02059	2.94623e-06	0.0011661	0.0003996	6	9
FBXO7	KDpooled_vs_negctrl	13.2278	12.9972	0.230613	4.10572	8.39755	2.989e-06	0.0011661	0.0003996	6	9
INHBA	KDpooled_vs_negctrl	9.17505	8.20587	0.969176	7.02083	12.6931	3.43386e-06	0.00131115	0.0003996	6	9
CSGALNACT2	KDpooled_vs_negctrl	9.61579	9.01408	0.601709	4.07723	7.90363	3.51884e-06	0.00131561	0.0003996	6	9
ITFG3	KDpooled_vs_negctrl	12.5683	12.2862	0.282132	4.53366	8.59452	3.7218e-06	0.00136309	0.0003996	6	9
KPNA2	KDpooled_vs_negctrl	15.3639	15.7331	-0.369232	-3.89496	-7.6169	4.25765e-06	0.00147346	0.0003996	6	9
ADI1	KDpooled_vs_negctrl	13.8862	13.516	0.370174	4.08611	7.87949	4.26946e-06	0.00147346	0.0003996	6	9
KIF22	KDpooled_vs_negctrl	12.2297	12.5747	-0.345073	-5.09004	-9.47698	4.26947e-06	0.00147346	0.00177294	6	9
IDS	KDpooled_vs_negctrl	11.7028	11.3671	0.335648	3.92258	7.63214	4.61377e-06	0.00156224	0.0003996	6	9
PRELID1	KDpooled_vs_negctrl	14.5148	14.9242	-0.409421	-3.75548	-7.53991	4.84034e-06	0.00160861	0.0003996	6	9
OXGR1	KDpooled_vs_negctrl	7.44595	6.97098	0.474969	4.83552	9.03785	5.1025e-06	0.0016649	0.0003996	6	9
GTSE1	KDpooled_vs_negctrl	10.7755	11.28	-0.504505	-4.85819	-9.03671	6.76546e-06	0.00216809	0.0003996	6	9
CCDC90B	KDpooled_vs_negctrl	13.0938	12.6114	0.482421	5.44935	10.0006	6.89244e-06	0.00217003	0.0003996	6	9
ACTR8	KDpooled_vs_negctrl	10.8854	10.584	0.301392	3.68063	7.213	7.32379e-06	0.00226608	0.0003996	6	9
FAM152A	KDpooled_vs_negctrl	12.6726	11.8377	0.834903	5.50942	10.0787	7.97302e-06	0.00242515	0.0003996	6	9
PCK2	KDpooled_vs_negctrl	13.6621	13.324	0.338043	5.07714	9.35641	8.90666e-06	0.00257263	0.0003996	6	9
C1orf109	KDpooled_vs_negctrl	11.218	10.4917	0.726338	4.36806	8.20471	9.10954e-06	0.00257263	0.0003996	6	9
KLHL35	KDpooled_vs_negctrl	9.5823	8.87783	0.70447	6.17885	11.156	9.12897e-06	0.00257263	0.0003996	6	9
RP9	KDpooled_vs_negctrl	14.0264	13.6742	0.352223	3.52793	7.06302	9.15518e-06	0.00257263	0.0003996	6	9
SLC25A6	KDpooled_vs_negctrl	14.6291	14.9295	-0.300373	-4.22592	-7.97726	9.17467e-06	0.00257263	0.0003996	6	9
CDT1	KDpooled_vs_negctrl	14.3169	14.5412	-0.224292	-4.63426	-8.62927	9.38625e-06	0.00259147	0.0003996	6	9
MTMR14	KDpooled_vs_negctrl	13.8239	13.5991	0.224829	3.98112	7.58181	9.95653e-06	0.00270727	0.0003996	6	9
SPOPL	KDpooled_vs_negctrl	10.0965	9.34755	0.748962	3.55039	6.9718	1.01925e-05	0.00273007	0.0003996	6	9
CXCR7	KDpooled_vs_negctrl	7.15512	6.95754	0.197585	3.47376	6.9104	1.08092e-05	0.00285268	0.0003996	6	9
G0S2	KDpooled_vs_negctrl	11.4081	10.7685	0.639623	4.05711	7.67488	1.18316e-05	0.00307724	0.0003996	6	9
PNKD	KDpooled_vs_negctrl	13.7656	14.0867	-0.321037	-3.8726	-7.38182	1.23721e-05	0.00317184	0.0003996	6	9
PCBP1	KDpooled_vs_negctrl	15.7881	16.0636	-0.275488	-3.41924	-6.86177	1.27754e-05	0.00322912	0.00177294	6	9
RND3	KDpooled_vs_negctrl	11.4413	10.7648	0.676477	4.78994	8.83558	1.31963e-05	0.00326889	0.0003996	6	9
C1orf122	KDpooled_vs_negctrl	14.0557	13.8344	0.221308	3.46626	6.80051	1.3297e-05	0.00326889	0.0003996	6	9
PAXIP1	KDpooled_vs_negctrl	11.8238	12.1001	-0.2763	-3.38813	-6.77377	1.38453e-05	0.00331824	0.0003996	6	9
STX12	KDpooled_vs_negctrl	10.9398	10.7447	0.195196	3.71612	7.12729	1.3874e-05	0.00331824	0.0003996	6	9
USP6NL	KDpooled_vs_negctrl	8.93135	8.49078	0.440568	3.57988	6.92887	1.40525e-05	0.00331824	0.0003996	6	9
YWHAG	KDpooled_vs_negctrl	16.1233	15.8554	0.267868	3.65693	7.56366	1.43994e-05	0.00335599	0.00177294	6	9
GLT8D3	KDpooled_vs_negctrl	9.90473	9.34655	0.558179	4.02177	7.58441	1.51348e-05	0.00348218	0.0003996	6	9
LRP12	KDpooled_vs_negctrl	9.27738	8.79363	0.483751	3.87251	7.33317	1.71376e-05	0.00389305	0.0003996	6	9
AP3B2	KDpooled_vs_negctrl	8.22056	7.6041	0.616457	4.13216	7.73844	1.75724e-05	0.00394193	0.0003996	6	9
BRAF	KDpooled_vs_negctrl	9.49993	9.22548	0.274453	3.29986	6.58692	1.81208e-05	0.00397499	0.0003996	6	9
NGEF	KDpooled_vs_negctrl	10.6168	10.333	0.283736	3.70803	7.0718	1.81628e-05	0.00397499	0.0003996	6	9
GOT1	KDpooled_vs_negctrl	12.8066	13.0821	-0.275562	-3.30243	-6.54971	1.85624e-05	0.003997	0.0003996	6	9
OXNAD1	KDpooled_vs_negctrl	11.4951	11.0595	0.435606	4.39909	8.15661	1.87605e-05	0.003997	0.0003996	6	9
IFRD1	KDpooled_vs_negctrl	13.8252	13.0806	0.744638	3.58514	6.88176	1.89315e-05	0.003997	0.0003996	6	9
IKIP	KDpooled_vs_negctrl	10.4961	10.1553	0.340818	3.27877	6.55946	1.93388e-05	0.00403551	0.000799201	6	9
CLDN1	KDpooled_vs_negctrl	10.2906	9.59484	0.695756	3.72246	7.08057	1.97937e-05	0.00408297	0.0003996	6	9
MAPK11	KDpooled_vs_negctrl	11.0855	10.6143	0.471177	4.87197	8.90911	2.03415e-05	0.00411396	0.0003996	6	9
LOC442308	KDpooled_vs_negctrl	12.9058	13.3684	-0.462636	-3.56677	-6.84213	2.04024e-05	0.00411396	0.0003996	6	9
AK5	KDpooled_vs_negctrl	8.07215	7.44192	0.630229	3.58799	6.8666	2.12622e-05	0.00420017	0.0003996	6	9
CHGB	KDpooled_vs_negctrl	9.08947	7.83896	1.25051	4.81532	8.81103	2.12981e-05	0.00420017	0.0003996	6	9
VPS4B	KDpooled_vs_negctrl	11.6006	11.3366	0.26407	3.74217	7.0965	2.17792e-05	0.00424837	0.0003996	6	9
ZNF195	KDpooled_vs_negctrl	10.5598	10.2839	0.275901	4.97402	9.06277	2.20972e-05	0.00426404	0.0003996	6	9
GTPBP8	KDpooled_vs_negctrl	13.0295	12.6487	0.380812	3.51557	6.74747	2.29241e-05	0.00434079	0.0003996	6	9
CYB5R4	KDpooled_vs_negctrl	11.319	10.9796	0.339361	3.91479	7.3577	2.29787e-05	0.00434079	0.0003996	6	9
FBXO31	KDpooled_vs_negctrl	12.6062	12.1333	0.472891	4.4773	8.25032	2.37785e-05	0.00444509	0.0003996	6	9
ND6	KDpooled_vs_negctrl	11.058	11.8855	-0.827451	-4.56537	-8.38737	2.46269e-05	0.00451956	0.0003996	6	9
GNL1	KDpooled_vs_negctrl	11.1895	11.3741	-0.184598	-3.30786	-6.44949	2.46805e-05	0.00451956	0.000799201	6	9
CSTA	KDpooled_vs_negctrl	7.30182	6.70858	0.593234	4.97101	9.03268	2.63823e-05	0.00478238	0.0003996	6	9
ZNF354A	KDpooled_vs_negctrl	8.11131	7.64675	0.464565	3.26465	6.37803	2.67441e-05	0.0047995	0.0003996	6	9
ORC1L	KDpooled_vs_negctrl	9.01976	9.53026	-0.5105	-4.16392	-7.72939	2.72606e-05	0.00484375	0.0003996	6	9
HOXA5	KDpooled_vs_negctrl	10.5893	10.1191	0.470246	3.31991	6.43556	2.80556e-05	0.00493506	0.000799201	6	9
ACTL6A	KDpooled_vs_negctrl	14.284	14.0607	0.223335	3.15183	6.27975	2.8872e-05	0.00493506	0.0003996	6	9
STX6	KDpooled_vs_negctrl	10.2143	9.82773	0.386542	3.38973	7.01828	2.94914e-05	0.00493506	0.0003996	6	9
NEK1	KDpooled_vs_negctrl	8.03167	7.6442	0.387473	3.17823	6.44361	2.95662e-05	0.00493506	0.0003996	6	9
RNPEP	KDpooled_vs_negctrl	10.2521	10.6165	-0.364385	-3.31974	-6.84028	2.96556e-05	0.00493506	0.0003996	6	9
GPR158	KDpooled_vs_negctrl	7.49142	7.21332	0.278101	3.17297	6.42784	2.96771e-05	0.00493506	0.0003996	6	9
TCFL5	KDpooled_vs_negctrl	12.6048	12.3725	0.232286	3.87563	7.26056	2.96995e-05	0.00493506	0.0003996	6	9
ADAMTS14	KDpooled_vs_negctrl	9.65227	9.36069	0.291576	3.14181	6.2374	3.04064e-05	0.00500618	0.0003996	6	9
SIRT5	KDpooled_vs_negctrl	10.5376	10.0966	0.441055	3.62539	6.86574	3.08645e-05	0.0050354	0.000799201	6	9
MND1	KDpooled_vs_negctrl	11.7812	12.0874	-0.306176	-4.5288	-8.29443	3.15412e-05	0.00508063	0.0003996	6	9
IDE	KDpooled_vs_negctrl	11.6212	10.9885	0.632681	3.44429	6.58876	3.17079e-05	0.00508063	0.0003996	6	9
LONP2	KDpooled_vs_negctrl	11.2766	11.5432	-0.266525	-3.30135	-6.37256	3.38937e-05	0.0053828	0.0003996	6	9
CYTH4	KDpooled_vs_negctrl	7.19809	6.89452	0.303579	3.6154	6.834	3.45283e-05	0.00543549	0.0003996	6	9
FZD4	KDpooled_vs_negctrl	9.93578	9.26794	0.667846	3.49902	6.65238	3.55353e-05	0.00554537	0.0003996	6	9
KCMF1	KDpooled_vs_negctrl	13.6598	13.4162	0.243599	3.19345	6.55017	3.65416e-05	0.00561566	0.0003996	6	9
BCL7C	KDpooled_vs_negctrl	10.8917	10.6196	0.272037	3.72	6.98764	3.66232e-05	0.00561566	0.0003996	6	9
STYK1	KDpooled_vs_negctrl	8.36169	8.85463	-0.492941	-4.07871	-7.55243	3.69246e-05	0.00561566	0.0003996	6	9
ZNF354B	KDpooled_vs_negctrl	8.6943	8.28092	0.41338	3.10457	6.29709	3.72598e-05	0.00561903	0.000799201	6	9
ZMYM5	KDpooled_vs_negctrl	10.1746	9.66661	0.508028	4.37568	8.02264	3.80768e-05	0.00566703	0.0003996	6	9
INPP5A	KDpooled_vs_negctrl	10.1619	9.47969	0.682193	3.89512	7.25669	3.82097e-05	0.00566703	0.0003996	6	9
CBFB	KDpooled_vs_negctrl	11.9838	12.4406	-0.456871	-4.23693	-7.79842	3.86904e-05	0.00569129	0.0003996	6	9
METTL3	KDpooled_vs_negctrl	10.7919	11.1674	-0.375487	-3.72491	-6.98523	3.93587e-05	0.00574253	0.0003996	6	9
METT11D1	KDpooled_vs_negctrl	10.9576	11.2384	-0.280833	-3.05395	-6.07172	3.98537e-05	0.00576079	0.000799201	6	9
USP25	KDpooled_vs_negctrl	10.8722	10.4939	0.378343	3.27985	6.31117	4.01259e-05	0.00576079	0.0003996	6	9
UBE2T	KDpooled_vs_negctrl	13.567	13.9371	-0.370137	-3.98997	-7.39702	4.10582e-05	0.00584786	0.0003996	6	9
C19orf12	KDpooled_vs_negctrl	12.0757	11.2058	0.869816	4.24083	7.79266	4.22262e-05	0.005948	0.0003996	6	9
GALNT12	KDpooled_vs_negctrl	9.14011	8.89058	0.249534	3.13565	6.10902	4.24242e-05	0.005948	0.0003996	6	9
ZNF318	KDpooled_vs_negctrl	8.91058	9.43376	-0.523172	-4.66031	-8.46084	4.34193e-05	0.00604033	0.0003996	6	9
BARD1	KDpooled_vs_negctrl	10.6415	10.9056	-0.264112	-3.18935	-6.16938	4.398e-05	0.00605057	0.0003996	6	9
WDR77	KDpooled_vs_negctrl	11.4125	11.7685	-0.356007	-3.16727	-6.13942	4.41672e-05	0.00605057	0.0003996	6	9
COX17	KDpooled_vs_negctrl	14.1664	14.515	-0.348607	-3.51073	-6.63004	4.65239e-05	0.00632514	0.00177294	6	9
FAM120AOS	KDpooled_vs_negctrl	13.1085	12.7198	0.388652	4.05788	7.48427	4.77528e-05	0.00644339	0.00177294	6	9
MRPL18	KDpooled_vs_negctrl	14.5702	14.2744	0.295807	3.40823	6.46811	4.85228e-05	0.00649843	0.0003996	6	9
FAM33A	KDpooled_vs_negctrl	11.8557	12.1092	-0.253498	-3.51235	-6.62482	4.90623e-05	0.00652202	0.0003996	6	9
KRT23	KDpooled_vs_negctrl	16.5067	16.0958	0.410933	3.35314	6.38176	4.97593e-05	0.00656604	0.0003996	6	9
TARSL2	KDpooled_vs_negctrl	8.58715	8.28636	0.300789	3.10489	6.02714	5.12499e-05	0.00661955	0.0003996	6	9
CHFR	KDpooled_vs_negctrl	8.72957	8.33027	0.399292	2.97053	5.94868	5.12645e-05	0.00661955	0.000799201	6	9
BEX2	KDpooled_vs_negctrl	14.0088	13.3899	0.618906	3.43581	6.50113	5.14198e-05	0.00661955	0.0003996	6	9
STT3B	KDpooled_vs_negctrl	11.34	10.8873	0.452687	3.0413	6.2132	5.16403e-05	0.00661955	0.000799201	6	9
DPH3	KDpooled_vs_negctrl	12.5101	12.135	0.375111	3.04456	5.95203	5.20235e-05	0.00662137	0.0003996	6	9
ADRA2C	KDpooled_vs_negctrl	15.7672	15.4583	0.30889	3.40693	6.45004	5.40097e-05	0.00682576	0.00177294	6	9
RP9P	KDpooled_vs_negctrl	11.8975	11.5546	0.342835	4.33704	7.9078	5.57484e-05	0.0069077	0.0003996	6	9
MCM10	KDpooled_vs_negctrl	10.9683	11.3043	-0.336002	-3.0453	-5.9326	5.62196e-05	0.0069077	0.000799201	6	9
CCBL1	KDpooled_vs_negctrl	9.71498	10.202	-0.487053	-3.06283	-5.95251	5.65178e-05	0.0069077	0.0003996	6	9
GLCE	KDpooled_vs_negctrl	9.4237	8.89959	0.524113	3.79811	7.04992	5.66216e-05	0.0069077	0.0003996	6	9
USP48	KDpooled_vs_negctrl	11.818	12.0335	-0.215479	-3.64158	-6.80434	5.6725e-05	0.0069077	0.0003996	6	9
FUBP3	KDpooled_vs_negctrl	12.2335	11.8414	0.392169	3.05923	6.28895	5.71916e-05	0.0069077	0.000799201	6	9
HIST1H2AC	KDpooled_vs_negctrl	10.7533	9.92424	0.82904	3.29222	6.26906	5.73525e-05	0.0069077	0.0003996	6	9
M6PR	KDpooled_vs_negctrl	11.6968	11.2631	0.433695	3.21456	6.15406	5.79202e-05	0.00692957	0.0003996	6	9
NT5C3	KDpooled_vs_negctrl	12.7778	12.3848	0.392986	3.77616	7.00554	6.08367e-05	0.00716481	0.0003996	6	9
TACC3	KDpooled_vs_negctrl	11.0396	11.5057	-0.4661	-3.16632	-6.07615	6.10542e-05	0.00716481	0.0003996	6	9
IRAK4	KDpooled_vs_negctrl	8.32793	7.92298	0.404957	2.99697	5.85625	6.10842e-05	0.00716481	0.0015984	6	9
LOC284120	KDpooled_vs_negctrl	9.83104	9.55972	0.271323	3.66883	6.83184	6.32461e-05	0.00737023	0.0003996	6	9
KIF3A	KDpooled_vs_negctrl	11.4181	10.9077	0.510454	2.97142	5.80692	6.61135e-05	0.00761485	0.0003996	6	9
PBRM1	KDpooled_vs_negctrl	9.67749	9.32568	0.351811	3.17682	6.07726	6.61939e-05	0.00761485	0.0003996	6	9
LCLAT1	KDpooled_vs_negctrl	12.3972	12.1913	0.205962	2.97628	5.80729	6.73511e-05	0.00769862	0.0003996	6	9
RAB23	KDpooled_vs_negctrl	9.08061	8.51618	0.564427	3.1306	5.99776	7.16122e-05	0.00813388	0.0003996	6	9
SEPX1	KDpooled_vs_negctrl	12.6488	13.0571	-0.408278	-4.36538	-7.91505	7.2821e-05	0.00817252	0.0003996	6	9
PTPDC1	KDpooled_vs_negctrl	8.62964	9.07489	-0.445249	-3.00827	-5.82744	7.29563e-05	0.00817252	0.0015984	6	9
TMEM198	KDpooled_vs_negctrl	11.1354	10.3134	0.822018	3.79293	7.00608	7.34435e-05	0.00817252	0.0003996	6	9
SCNM1	KDpooled_vs_negctrl	13.5523	13.1713	0.380994	3.9692	7.28381	7.3774e-05	0.00817252	0.0003996	6	9
ZNF678	KDpooled_vs_negctrl	8.90628	8.41413	0.492156	3.06861	5.90123	7.55716e-05	0.00832029	0.0015984	6	9
LARP4	KDpooled_vs_negctrl	9.99162	10.2839	-0.292264	-3.01861	-5.82629	7.84018e-05	0.00855248	0.0003996	6	9
AL022344.6	KDpooled_vs_negctrl	6.94301	6.77152	0.171491	3.20069	6.08419	7.86337e-05	0.00855248	0.0003996	6	9
ARHGEF18	KDpooled_vs_negctrl	13.2245	12.6817	0.542848	4.28694	7.77762	7.95025e-05	0.00859489	0.0003996	6	9
JAK1	KDpooled_vs_negctrl	9.80586	9.46329	0.342575	3.23978	6.13835	8.06426e-05	0.00862325	0.0003996	6	9
KIF4A	KDpooled_vs_negctrl	11.7625	12.1015	-0.339045	-3.09001	-5.91912	8.08911e-05	0.00862325	0.0003996	6	9
CDC42SE2	KDpooled_vs_negctrl	12.9937	12.4698	0.523969	4.06131	7.41636	8.12064e-05	0.00862325	0.0003996	6	9
SCRN2	KDpooled_vs_negctrl	11.1278	11.3261	-0.198314	-2.82698	-5.70595	8.48051e-05	0.00895242	0.0015984	6	9
C15orf41	KDpooled_vs_negctrl	9.74395	9.41394	0.330017	3.73744	6.89658	8.63154e-05	0.00905241	0.0003996	6	9
MAP2K4	KDpooled_vs_negctrl	12.3501	11.8398	0.510321	4.03862	7.37113	8.67611e-05	0.00905241	0.0003996	6	9
EXOSC10	KDpooled_vs_negctrl	12.5525	12.7639	-0.211432	-3.98698	-7.28788	8.77024e-05	0.00906441	0.0003996	6	9
C4orf10	KDpooled_vs_negctrl	7.64584	7.47894	0.166897	2.92085	5.67708	8.78863e-05	0.00906441	0.0003996	6	9
LASS6	KDpooled_vs_negctrl	12.6094	12.1822	0.42713	2.87481	5.62168	8.90511e-05	0.00908395	0.0003996	6	9
PMAIP1	KDpooled_vs_negctrl	11.3346	10.6499	0.684771	2.91125	5.66239	8.90881e-05	0.00908395	0.000799201	6	9
TMEM87A	KDpooled_vs_negctrl	13.6971	13.3264	0.370729	3.36964	6.31855	9.02461e-05	0.0091127	0.000799201	6	9
LOC100130127	KDpooled_vs_negctrl	9.34152	8.94003	0.401487	2.80022	5.58395	9.03856e-05	0.0091127	0.0003996	6	9
SPAG9	KDpooled_vs_negctrl	12.5536	11.7461	0.807478	3.87635	7.10682	9.17647e-05	0.00920005	0.0003996	6	9
OVCA2	KDpooled_vs_negctrl	14.7492	14.5029	0.246263	3.7903	6.97007	9.25361e-05	0.00922585	0.0003996	6	9
OCRL	KDpooled_vs_negctrl	12.6127	12.148	0.464626	4.18384	7.59063	9.35243e-05	0.00927286	0.0003996	6	9
C1orf54	KDpooled_vs_negctrl	8.86936	8.3439	0.525463	2.97184	5.72703	9.46514e-05	0.00933304	0.000799201	6	9
LOC643014	KDpooled_vs_negctrl	8.99651	8.43063	0.565879	3.05756	5.84517	9.5203e-05	0.00933344	0.0003996	6	9
NIF3L1	KDpooled_vs_negctrl	12.5333	12.8401	-0.306739	-4.21132	-7.63089	9.56991e-05	0.00933344	0.0003996	6	9
ZNF486	KDpooled_vs_negctrl	7.44744	7.05507	0.392362	3.24327	6.11714	9.62156e-05	0.00933344	0.0003996	6	9
RTN2	KDpooled_vs_negctrl	9.63787	8.80225	0.835617	4.18236	7.58224	9.75401e-05	0.00941104	0.0003996	6	9
RABEP1	KDpooled_vs_negctrl	12.8278	12.6036	0.224237	2.84056	5.55755	9.85733e-05	0.00945987	0.0003996	6	9
IPO9	KDpooled_vs_negctrl	10.5309	10.7124	-0.181504	-2.95189	-5.68851	0.000100612	0.00960417	0.0003996	6	9
LYRM2	KDpooled_vs_negctrl	11.3296	11.0209	0.308692	2.7842	5.4991	0.000102639	0.00973508	0.000799201	6	9
FADD	KDpooled_vs_negctrl	14.5083	14.2646	0.243741	2.76274	5.56119	0.000103068	0.00973508	0.0003996	6	9
ASNS	KDpooled_vs_negctrl	16.3383	15.7713	0.566929	3.60356	6.66154	0.000103669	0.00974058	0.0003996	6	9
SUPT16H	KDpooled_vs_negctrl	11.2282	11.42	-0.191839	-3.00995	-5.75759	0.000107038	0.0100047	0.0015984	6	9
RNF149	KDpooled_vs_negctrl	13.7418	13.1743	0.567414	3.95085	7.20053	0.000108792	0.0100791	0.0003996	6	9
HS3ST1	KDpooled_vs_negctrl	6.89171	6.70853	0.183172	2.74536	5.4703	0.000109052	0.0100791	0.0003996	6	9
MCM2	KDpooled_vs_negctrl	13.8774	14.2464	-0.369032	-2.76545	-5.46117	0.000109519	0.0100791	0.0015984	6	9
LOC222699	KDpooled_vs_negctrl	9.19281	8.76251	0.430294	3.03365	5.78601	0.000110538	0.010121	0.0015984	6	9
SCARB1	KDpooled_vs_negctrl	15.2017	15.0439	0.157776	2.93033	5.63782	0.000112732	0.0102695	0.0003996	6	9
MED4	KDpooled_vs_negctrl	13.5418	14.0221	-0.480366	-4.19148	-7.57482	0.000113426	0.0102805	0.0003996	6	9
TNFRSF11B	KDpooled_vs_negctrl	11.0372	10.0582	0.979042	3.63473	6.6965	0.000114488	0.0102842	0.0003996	6	9
FOXD1	KDpooled_vs_negctrl	11.1167	10.3502	0.766563	3.28437	6.15403	0.000114612	0.0102842	0.0003996	6	9
