gene	contrast	mean_KO	mean_WT	log2FC	cohens_d	t_stat	p_welch	q_welch_BH	p_mannwhitney	n_a	n_b
Rxrg	Trop2_KO_vs_WT	1.38379	3.11122	-1.72743	-0.977787	-1.54602	0.18391	0.916109	0.116074	5	5
Zfp976	Trop2_KO_vs_WT	5.81998	5.32379	0.496197	0.959663	1.51736	0.183918	0.916109	0.222222	5	5
Cog2	Trop2_KO_vs_WT	9.07682	8.95075	0.126078	0.919746	1.45425	0.183959	0.916109	0.309524	5	5
Gm7901	Trop2_KO_vs_WT	6.25381	6.76303	-0.50922	-0.939115	-1.48487	0.184012	0.916109	0.222222	5	5
Nipsnap3b	Trop2_KO_vs_WT	8.16261	7.71785	0.444757	0.919829	1.45438	0.184095	0.916109	0.309524	5	5
Fhdc1	Trop2_KO_vs_WT	7.06471	7.33416	-0.269452	-0.919318	-1.45357	0.184149	0.916109	0.150794	5	5
Cd48	Trop2_KO_vs_WT	7.64221	7.11994	0.522263	0.926592	1.46507	0.184189	0.916109	0.222222	5	5
Laptm4b	Trop2_KO_vs_WT	9.06869	8.90436	0.164324	0.969933	1.5336	0.184254	0.916109	0.222222	5	5
Slc46a3	Trop2_KO_vs_WT	6.12653	6.28402	-0.157491	-0.918785	-1.45273	0.184398	0.916109	0.222222	5	5
Sp2	Trop2_KO_vs_WT	7.3538	7.87108	-0.517281	-0.93359	-1.47614	0.184476	0.916109	0.222222	5	5
Notch3	Trop2_KO_vs_WT	6.99211	7.84295	-0.850834	-0.920942	-1.45614	0.184565	0.916109	0.309524	5	5
Carmil2	Trop2_KO_vs_WT	4.91616	4.40816	0.507999	0.935758	1.47956	0.18457	0.916109	0.150794	5	5
Gpr132	Trop2_KO_vs_WT	6.20429	5.78111	0.42318	0.969744	1.5333	0.184576	0.916109	0.547619	5	5
Sema3c	Trop2_KO_vs_WT	6.49085	7.53577	-1.04492	-0.918683	-1.45257	0.18461	0.916109	0.0952381	5	5
Gm8098	Trop2_KO_vs_WT	4.19371	3.54025	0.653459	0.937605	1.48248	0.184618	0.916109	0.309524	5	5
Lnpk	Trop2_KO_vs_WT	8.99841	9.32313	-0.324714	-0.927644	-1.46673	0.184629	0.916109	0.222222	5	5
Crip2	Trop2_KO_vs_WT	7.07766	7.50483	-0.427168	-0.921857	-1.45758	0.184634	0.916109	0.309524	5	5
Ark2c	Trop2_KO_vs_WT	4.28599	4.74002	-0.454034	-0.985521	-1.55825	0.184656	0.916109	0.547619	5	5
Tnfsf13os	Trop2_KO_vs_WT	4.31236	3.84667	0.465687	0.997126	1.5766	0.184685	0.916109	0.222222	5	5
Rbfa	Trop2_KO_vs_WT	6.74001	7.22758	-0.487575	-0.922651	-1.45884	0.184687	0.916109	0.222222	5	5
Tdrd7	Trop2_KO_vs_WT	8.72219	8.89539	-0.173194	-0.918371	-1.45207	0.18479	0.916359	0.222222	5	5
Rita1	Trop2_KO_vs_WT	6.91576	6.56348	0.352273	0.978679	1.54743	0.185024	0.917158	0.222222	5	5
Vmn2r127	Trop2_KO_vs_WT	0	2.48988	-2.48988	-1.01133	-1.59906	0.185055	0.917158	0.179712	5	5
Aftph	Trop2_KO_vs_WT	10.1502	10.2936	-0.143416	-0.970743	-1.53488	0.185113	0.917188	0.420635	5	5
Fastkd1	Trop2_KO_vs_WT	6.65944	6.40571	0.253731	0.989218	1.56409	0.185211	0.917211	0.420635	5	5
Lacc1	Trop2_KO_vs_WT	8.12131	7.88263	0.238682	0.918034	1.45154	0.185222	0.917211	0.309524	5	5
Wbp2	Trop2_KO_vs_WT	8.6145	9.11948	-0.504985	-0.958057	-1.51482	0.18535	0.91759	0.420635	5	5
Zfp61	Trop2_KO_vs_WT	5.99945	5.80594	0.193515	0.917029	1.44995	0.185461	0.91788	0.222222	5	5
Hnrnpab	Trop2_KO_vs_WT	10.9694	11.3388	-0.369438	-0.930442	-1.47116	0.185577	0.918183	0.309524	5	5
Gm6560	Trop2_KO_vs_WT	6.89249	6.51398	0.378509	0.920494	1.45543	0.1858	0.918183	0.222222	5	5
Gm37566	Trop2_KO_vs_WT	6.98017	6.45687	0.523299	0.942747	1.49061	0.185854	0.918183	0.420635	5	5
Rpl3-ps1	Trop2_KO_vs_WT	11.6577	11.4416	0.216149	0.91944	1.45376	0.185925	0.918183	0.150794	5	5
Mfap2	Trop2_KO_vs_WT	5.65774	6.29073	-0.632991	-0.96264	-1.52207	0.18611	0.918183	0.222222	5	5
Camta1	Trop2_KO_vs_WT	7.2453	7.54925	-0.303943	-0.920108	-1.45482	0.186126	0.918183	0.222222	5	5
Use1	Trop2_KO_vs_WT	9.40703	9.10535	0.301674	0.926602	1.46509	0.186129	0.918183	0.222222	5	5
Plce1	Trop2_KO_vs_WT	6.05039	6.5326	-0.48221	-0.916413	-1.44898	0.186153	0.918183	0.150794	5	5
Gimap3	Trop2_KO_vs_WT	6.37166	6.15118	0.220483	0.917615	1.45088	0.186193	0.918183	0.420635	5	5
A4galt	Trop2_KO_vs_WT	5.99725	6.39815	-0.400897	-0.94685	-1.4971	0.186243	0.918183	0.222222	5	5
Foxred1	Trop2_KO_vs_WT	7.92464	7.7004	0.224242	0.925756	1.46375	0.186246	0.918183	0.309524	5	5
Txlnb	Trop2_KO_vs_WT	4.90249	6.58666	-1.68417	-0.976294	-1.54366	0.18625	0.918183	0.222222	5	5
Rasgef1b	Trop2_KO_vs_WT	7.14541	7.61396	-0.468546	-0.936916	-1.48139	0.186251	0.918183	0.222222	5	5
Gm12758	Trop2_KO_vs_WT	5.13	4.84315	0.286849	0.965101	1.52596	0.186299	0.918183	0.150794	5	5
Rbm34	Trop2_KO_vs_WT	8.38052	8.55607	-0.175556	-0.938877	-1.48449	0.186303	0.918183	0.309524	5	5
S100pbp	Trop2_KO_vs_WT	9.72514	9.49042	0.234718	0.92192	1.45768	0.186365	0.918229	0.222222	5	5
Hmgb1-ps5	Trop2_KO_vs_WT	5.5064	5.00426	0.502143	0.913904	1.44501	0.186467	0.918369	0.222222	5	5
Zscan29	Trop2_KO_vs_WT	8.1029	8.22159	-0.118692	-0.963629	-1.52363	0.186497	0.918369	0.420635	5	5
Gm26672	Trop2_KO_vs_WT	5.32772	4.72751	0.600206	0.935053	1.47845	0.186635	0.918634	0.309524	5	5
Pid1	Trop2_KO_vs_WT	8.61587	8.21853	0.397342	0.91442	1.44583	0.186655	0.918634	0.222222	5	5
Art2a	Trop2_KO_vs_WT	6.72697	7.19679	-0.469821	-0.917053	-1.44999	0.186718	0.918688	0.222222	5	5
Klhl30	Trop2_KO_vs_WT	3.5472	4.73176	-1.18455	-0.921565	-1.45712	0.186944	0.919015	0.309524	5	5
Cstf1	Trop2_KO_vs_WT	8.4831	8.71577	-0.232675	-0.985437	-1.55811	0.187154	0.919015	0.222222	5	5
Pcbp2	Trop2_KO_vs_WT	11.4572	11.6885	-0.231231	-0.914557	-1.44604	0.187169	0.919015	0.309524	5	5
Rnase6	Trop2_KO_vs_WT	4.7281	4.11217	0.615923	0.949487	1.50127	0.187312	0.919015	0.222222	5	5
Aifm1	Trop2_KO_vs_WT	8.37448	8.53812	-0.163644	-0.923051	-1.45947	0.187317	0.919015	0.222222	5	5
Pcsk5	Trop2_KO_vs_WT	8.00871	8.40887	-0.400158	-0.911893	-1.44183	0.187329	0.919015	0.222222	5	5
Actg-ps1	Trop2_KO_vs_WT	4.90701	5.30626	-0.399255	-0.941086	-1.48799	0.187354	0.919015	0.309524	5	5
4930594M22Rik	Trop2_KO_vs_WT	5.98298	5.37413	0.608859	0.965924	1.52726	0.187409	0.919015	0.222222	5	5
Rhot1	Trop2_KO_vs_WT	9.72749	9.86096	-0.133471	-0.935182	-1.47865	0.187493	0.919015	0.222222	5	5
Blvra	Trop2_KO_vs_WT	8.16419	7.82463	0.339563	0.911575	1.44133	0.18756	0.919015	0.0952381	5	5
Sgcb	Trop2_KO_vs_WT	8.43691	8.69927	-0.262357	-0.94831	-1.49941	0.187572	0.919015	0.309524	5	5
Gm16579	Trop2_KO_vs_WT	4.8162	5.34789	-0.531687	-0.911298	-1.44089	0.187595	0.919015	0.222222	5	5
Psmd1	Trop2_KO_vs_WT	11.2119	11.4315	-0.219593	-0.912643	-1.44302	0.187709	0.919015	0.222222	5	5
Gstcd	Trop2_KO_vs_WT	9.52435	9.68433	-0.159972	-0.914495	-1.44594	0.187732	0.919015	0.420635	5	5
Gm11739	Trop2_KO_vs_WT	3.93538	4.42194	-0.486554	-0.911171	-1.44069	0.187794	0.919015	0.150794	5	5
Gm44986	Trop2_KO_vs_WT	6.18958	5.81173	0.377852	0.917499	1.45069	0.187797	0.919015	0.222222	5	5
Zfp960	Trop2_KO_vs_WT	5.60168	5.2478	0.353882	0.957007	1.51316	0.187882	0.919015	0.150794	5	5
Gm43917	Trop2_KO_vs_WT	5.84221	5.18199	0.660216	0.914208	1.44549	0.187942	0.919015	0.309524	5	5
Ahr	Trop2_KO_vs_WT	11.0677	10.5155	0.552182	0.938587	1.48404	0.187955	0.919015	0.222222	5	5
Arl2bp	Trop2_KO_vs_WT	9.04014	9.38645	-0.346314	-0.92483	-1.46228	0.188022	0.919015	0.222222	5	5
Slc17a9	Trop2_KO_vs_WT	5.01616	4.75087	0.265291	0.937296	1.482	0.188036	0.919015	0.222222	5	5
Atf6	Trop2_KO_vs_WT	9.89337	10.1513	-0.257942	-0.934765	-1.47799	0.188085	0.919015	0.150794	5	5
Tm6sf1	Trop2_KO_vs_WT	8.08935	7.81517	0.274176	0.956578	1.51248	0.188142	0.919015	0.150794	5	5
Ndst3	Trop2_KO_vs_WT	6.63291	7.22778	-0.594872	-0.909952	-1.43876	0.188202	0.919015	0.222222	5	5
Gm7287	Trop2_KO_vs_WT	4.8657	4.29063	0.575069	0.912927	1.44346	0.188231	0.919015	0.222222	5	5
Ola1	Trop2_KO_vs_WT	9.24733	9.55432	-0.30699	-0.915702	-1.44785	0.188236	0.919015	0.222222	5	5
Paip2	Trop2_KO_vs_WT	10.3646	10.0847	0.279851	0.915159	1.44699	0.188246	0.919015	0.222222	5	5
Gbp6	Trop2_KO_vs_WT	8.24974	7.67626	0.57348	0.949693	1.5016	0.188261	0.919015	0.222222	5	5
Trarg1	Trop2_KO_vs_WT	4.67441	5.84118	-1.16677	-0.917469	-1.45065	0.188379	0.919015	0.309524	5	5
Dhrs7c	Trop2_KO_vs_WT	0.879291	3.06778	-2.18849	-0.977202	-1.54509	0.188515	0.919015	0.290347	5	5
Irak1	Trop2_KO_vs_WT	10.0246	10.274	-0.249376	-0.970749	-1.53489	0.188548	0.919015	0.547619	5	5
Riox2	Trop2_KO_vs_WT	7.18311	7.35833	-0.175222	-0.909778	-1.43849	0.188595	0.919015	0.420635	5	5
Uqcc4	Trop2_KO_vs_WT	7.20212	6.90582	0.296299	0.914819	1.44646	0.188638	0.919015	0.150794	5	5
Dclk1	Trop2_KO_vs_WT	9.05612	9.43975	-0.38363	-0.921334	-1.45676	0.188692	0.919015	0.222222	5	5
Adamtsl3	Trop2_KO_vs_WT	9.64304	9.07236	0.570676	0.932776	1.47485	0.18872	0.919015	0.309524	5	5
Gm37804	Trop2_KO_vs_WT	4.17609	3.52557	0.650525	0.909663	1.4383	0.188753	0.919015	0.222222	5	5
Nlrx1	Trop2_KO_vs_WT	6.54333	6.82895	-0.285618	-0.912812	-1.44328	0.188765	0.919015	0.222222	5	5
Dzip1	Trop2_KO_vs_WT	8.53172	8.1995	0.332221	0.934372	1.47737	0.188783	0.919015	0.222222	5	5
Fam78b	Trop2_KO_vs_WT	6.49318	6.10581	0.387376	0.915622	1.44773	0.188827	0.919015	0.309524	5	5
Cystm1	Trop2_KO_vs_WT	8.02019	8.37644	-0.356254	-0.920209	-1.45498	0.188939	0.919015	0.150794	5	5
Gm42998	Trop2_KO_vs_WT	5.2244	4.74393	0.480464	0.954228	1.50877	0.189116	0.919015	0.222222	5	5
Ndrg2	Trop2_KO_vs_WT	6.58937	8.03769	-1.44832	-0.918106	-1.45165	0.189168	0.919015	0.222222	5	5
Cela1	Trop2_KO_vs_WT	5.37942	4.67443	0.70499	0.908628	1.43667	0.189208	0.919015	0.222222	5	5
Ttll11	Trop2_KO_vs_WT	3.64984	3.20634	0.443499	0.976894	1.54461	0.189322	0.919015	0.420635	5	5
Serinc2	Trop2_KO_vs_WT	9.9878	10.3457	-0.357855	-0.915798	-1.448	0.189331	0.919015	0.222222	5	5
Maob	Trop2_KO_vs_WT	3.90989	4.89681	-0.986923	-0.921628	-1.45722	0.189374	0.919015	0.420635	5	5
Fam13c	Trop2_KO_vs_WT	4.69179	5.22141	-0.529615	-0.924769	-1.46219	0.189381	0.919015	0.150794	5	5
Chml	Trop2_KO_vs_WT	8.50891	8.88758	-0.378672	-0.929595	-1.46982	0.189391	0.919015	0.309524	5	5
Rbm18	Trop2_KO_vs_WT	8.88956	9.00463	-0.115071	-0.92782	-1.46701	0.18942	0.919015	0.0952381	5	5
Nufip1	Trop2_KO_vs_WT	8.17751	7.86989	0.307617	0.943827	1.49232	0.189493	0.919015	0.222222	5	5
Nat8f4	Trop2_KO_vs_WT	6.29208	5.95855	0.333531	0.90738	1.43469	0.189567	0.919015	0.309524	5	5
Gm43254	Trop2_KO_vs_WT	5.01218	4.78968	0.222506	0.910418	1.4395	0.189574	0.919015	0.222222	5	5
Ankrd1	Trop2_KO_vs_WT	10.0261	9.65763	0.368498	0.907208	1.43442	0.189583	0.919015	0.309524	5	5
Grtp1	Trop2_KO_vs_WT	5.74109	5.5924	0.148694	0.918344	1.45203	0.189668	0.919015	0.309524	5	5
Dscc1	Trop2_KO_vs_WT	6.15531	6.54372	-0.388406	-0.94411	-1.49277	0.189673	0.919015	0.222222	5	5
Zfp385a	Trop2_KO_vs_WT	7.3833	7.89654	-0.513236	-0.906507	-1.43331	0.189704	0.919015	0.309524	5	5
Slfn4	Trop2_KO_vs_WT	8.69941	7.74722	0.952191	0.96099	1.51946	0.189891	0.919045	0.150794	5	5
Gm38059	Trop2_KO_vs_WT	4.72809	4.19116	0.536931	0.906015	1.43254	0.19003	0.919045	0.0952381	5	5
Crat	Trop2_KO_vs_WT	8.16712	8.66121	-0.494086	-0.97912	-1.54812	0.19005	0.919045	0.309524	5	5
Ogt	Trop2_KO_vs_WT	12.6872	12.1305	0.556681	0.905642	1.43195	0.19005	0.919045	0.222222	5	5
Prdx6	Trop2_KO_vs_WT	10.4758	10.7604	-0.284612	-0.916272	-1.44875	0.190122	0.919045	0.309524	5	5
Gm28323	Trop2_KO_vs_WT	4.6718	5.09568	-0.423884	-0.914417	-1.44582	0.190228	0.919045	0.222222	5	5
4833403J16Rik	Trop2_KO_vs_WT	3.48408	3.99477	-0.510696	-0.907428	-1.43477	0.190231	0.919045	0.420635	5	5
Plekhs1	Trop2_KO_vs_WT	2.52442	3.75479	-1.23036	-0.908595	-1.43661	0.190309	0.919045	0.309524	5	5
BC106179	Trop2_KO_vs_WT	4.73293	4.41629	0.316636	0.90583	1.43224	0.1904	0.919045	0.150794	5	5
Dgke	Trop2_KO_vs_WT	6.97487	7.18338	-0.208509	-0.944553	-1.49347	0.190436	0.919045	0.222222	5	5
Gsap	Trop2_KO_vs_WT	9.85484	9.33545	0.519397	0.941026	1.48789	0.190453	0.919045	0.222222	5	5
Lsr	Trop2_KO_vs_WT	8.65723	8.99936	-0.342129	-0.94715	-1.49758	0.190475	0.919045	0.150794	5	5
Atg10	Trop2_KO_vs_WT	6.57399	6.29744	0.276542	0.975549	1.54248	0.190499	0.919045	0.420635	5	5
Gm15610	Trop2_KO_vs_WT	3.71699	4.00255	-0.285554	-0.94151	-1.48866	0.19051	0.919045	0.150794	5	5
Gm2829	Trop2_KO_vs_WT	3.05975	3.86971	-0.809958	-0.905346	-1.43148	0.190514	0.919045	0.222222	5	5
Tnxb	Trop2_KO_vs_WT	7.91146	9.62352	-1.71206	-0.961345	-1.52002	0.190596	0.919045	0.150794	5	5
Cfp	Trop2_KO_vs_WT	9.71083	9.21049	0.500335	0.924775	1.4622	0.190597	0.919045	0.150794	5	5
Gm12808	Trop2_KO_vs_WT	3.89557	3.28133	0.61424	0.946711	1.49688	0.190682	0.919205	0.309524	5	5
Kcnc4	Trop2_KO_vs_WT	1.96512	3.90168	-1.93655	-0.904268	-1.42977	0.190824	0.919636	0.294802	5	5
Bop1	Trop2_KO_vs_WT	8.43391	8.7072	-0.273286	-0.971409	-1.53593	0.191297	0.920981	0.150794	5	5
Psmd9	Trop2_KO_vs_WT	7.5556	7.85934	-0.303741	-0.905312	-1.43142	0.191381	0.920981	0.309524	5	5
Hspe1-ps3	Trop2_KO_vs_WT	3.33625	3.79638	-0.460123	-0.926934	-1.46561	0.191446	0.920981	0.150794	5	5
Itgb8	Trop2_KO_vs_WT	7.02933	6.759	0.270329	0.906907	1.43395	0.191507	0.920981	0.309524	5	5
Rad50	Trop2_KO_vs_WT	9.40726	9.67098	-0.263719	-0.948773	-1.50014	0.191518	0.920981	0.222222	5	5
Gm14165	Trop2_KO_vs_WT	6.9555	7.29638	-0.340885	-0.906044	-1.43258	0.191525	0.920981	0.150794	5	5
Mir7-1	Trop2_KO_vs_WT	6.04462	5.35164	0.692982	0.976794	1.54445	0.19153	0.920981	0.150794	5	5
Sema6d	Trop2_KO_vs_WT	9.37166	9.05189	0.319767	0.905371	1.43152	0.191605	0.920981	0.222222	5	5
Ndnf	Trop2_KO_vs_WT	5.86017	5.20531	0.654865	0.906458	1.43324	0.191607	0.920981	0.222222	5	5
Zfp729b	Trop2_KO_vs_WT	8.52956	8.2409	0.288658	0.918987	1.45305	0.191625	0.920981	0.309524	5	5
Qtman	Trop2_KO_vs_WT	8.25207	8.52107	-0.269003	-0.933837	-1.47653	0.191777	0.921286	0.309524	5	5
Cd200r1	Trop2_KO_vs_WT	6.99574	6.66577	0.329967	0.90169	1.4257	0.191793	0.921286	0.420635	5	5
Wbp4	Trop2_KO_vs_WT	9.19171	8.92594	0.265769	0.914302	1.44564	0.192176	0.922025	0.222222	5	5
Aco2	Trop2_KO_vs_WT	10.4826	10.7315	-0.248963	-0.942523	-1.49026	0.192191	0.922025	0.222222	5	5
Acd	Trop2_KO_vs_WT	7.61206	7.98901	-0.376951	-0.930735	-1.47162	0.1922	0.922025	0.150794	5	5
Lrrn3	Trop2_KO_vs_WT	6.41542	5.60729	0.808123	0.978652	1.54738	0.192204	0.922025	0.222222	5	5
Smyd5	Trop2_KO_vs_WT	8.66627	8.46671	0.199559	0.945384	1.49478	0.192292	0.922025	0.222222	5	5
Nr2f1	Trop2_KO_vs_WT	8.3279	7.82287	0.505026	0.92268	1.45888	0.192614	0.922025	0.222222	5	5
Trcg1	Trop2_KO_vs_WT	3.64356	3.09187	0.551689	0.900524	1.42385	0.192622	0.922025	0.150794	5	5
Mterf4	Trop2_KO_vs_WT	7.44046	7.28343	0.157025	0.899744	1.42262	0.192656	0.922025	0.222222	5	5
Pglyrp1	Trop2_KO_vs_WT	5.45682	4.96405	0.492766	0.950507	1.50288	0.192683	0.922025	0.222222	5	5
Gpr137b	Trop2_KO_vs_WT	8.71085	8.9142	-0.203357	-0.933898	-1.47662	0.192685	0.922025	0.420635	5	5
Dpyd	Trop2_KO_vs_WT	2.8344	4.0885	-1.2541	-0.970268	-1.53413	0.192723	0.922025	0.0952381	5	5
Gm12366	Trop2_KO_vs_WT	5.93307	6.2642	-0.331129	-0.932785	-1.47486	0.192771	0.922025	0.420635	5	5
Nfatc3	Trop2_KO_vs_WT	10.5828	10.9153	-0.332426	-0.904748	-1.43053	0.192792	0.922025	0.222222	5	5
Tob2	Trop2_KO_vs_WT	8.42415	8.82934	-0.405189	-0.958085	-1.51486	0.192799	0.922025	0.309524	5	5
Gm38336	Trop2_KO_vs_WT	4.52696	4.00065	0.526312	0.89937	1.42203	0.192814	0.922025	0.222222	5	5
Gm48092	Trop2_KO_vs_WT	3.92695	3.08266	0.844285	0.922238	1.45819	0.192816	0.922025	0.222222	5	5
Pak4	Trop2_KO_vs_WT	8.07019	8.42964	-0.359447	-0.940378	-1.48687	0.192836	0.922025	0.309524	5	5
Mast2	Trop2_KO_vs_WT	9.72058	10.0694	-0.348851	-0.905132	-1.43114	0.192951	0.922326	0.222222	5	5
Abtb1	Trop2_KO_vs_WT	7.10434	6.71085	0.393485	0.905853	1.43228	0.193056	0.922576	0.309524	5	5
Bet1	Trop2_KO_vs_WT	8.69052	8.34943	0.341089	0.899442	1.42214	0.193132	0.922591	0.309524	5	5
Atp6v1f	Trop2_KO_vs_WT	9.72376	9.36406	0.359704	0.901351	1.42516	0.193221	0.922591	0.222222	5	5
Kcnk6	Trop2_KO_vs_WT	7.16692	7.45559	-0.288669	-0.946404	-1.4964	0.193309	0.922591	0.309524	5	5
Gm43195	Trop2_KO_vs_WT	3.88037	2.8822	0.998167	0.911482	1.44118	0.193352	0.922591	0.222222	5	5
Gstp2	Trop2_KO_vs_WT	4.32834	4.79706	-0.468722	-0.926171	-1.4644	0.193386	0.922591	0.309524	5	5
Gm6368	Trop2_KO_vs_WT	4.22585	4.84561	-0.61976	-0.8983	-1.42034	0.193408	0.922591	0.309524	5	5
Rpl34-ps2	Trop2_KO_vs_WT	3.0558	3.5912	-0.535399	-0.897896	-1.4197	0.193497	0.922591	0.150794	5	5
Lgals3	Trop2_KO_vs_WT	11.0618	10.507	0.55485	0.918421	1.45215	0.193501	0.922591	0.222222	5	5
Ccl3	Trop2_KO_vs_WT	6.28763	5.14675	1.14088	0.934108	1.47696	0.193544	0.922591	0.150794	5	5
Gm9347	Trop2_KO_vs_WT	5.56793	6.14207	-0.574135	-0.956538	-1.51242	0.193582	0.922591	0.0952381	5	5
Tmem65	Trop2_KO_vs_WT	9.6523	9.91244	-0.260142	-0.897023	-1.41832	0.193881	0.923071	0.309524	5	5
Hoxb9	Trop2_KO_vs_WT	3.63541	4.52286	-0.88745	-0.906313	-1.43301	0.193938	0.923071	0.150794	5	5
Dgka	Trop2_KO_vs_WT	8.63596	8.28019	0.355767	0.91293	1.44347	0.193953	0.923071	0.309524	5	5
Tuba1c	Trop2_KO_vs_WT	10.1138	10.4284	-0.314611	-0.897425	-1.41895	0.193959	0.923071	0.222222	5	5
Stil	Trop2_KO_vs_WT	8.26039	8.56868	-0.308295	-0.901082	-1.42474	0.194008	0.923071	0.309524	5	5
Cradd	Trop2_KO_vs_WT	5.63228	5.94973	-0.317443	-0.904645	-1.43037	0.19409	0.923071	0.309524	5	5
H3c15	Trop2_KO_vs_WT	5.18926	5.80219	-0.612928	-0.898153	-1.4201	0.194113	0.923071	0.222222	5	5
Slc25a30	Trop2_KO_vs_WT	8.27684	8.03139	0.245452	0.912922	1.44346	0.194186	0.923071	0.420635	5	5
Slc44a2	Trop2_KO_vs_WT	9.65692	9.85155	-0.194625	-0.900893	-1.42444	0.194247	0.923071	0.420635	5	5
Lcp1	Trop2_KO_vs_WT	11.9249	11.7379	0.187062	0.896334	1.41723	0.194272	0.923071	0.222222	5	5
Ubtd2	Trop2_KO_vs_WT	7.77423	8.17378	-0.399542	-0.899294	-1.42191	0.194426	0.923071	0.222222	5	5
Polr1c	Trop2_KO_vs_WT	9.37835	9.13216	0.246187	0.89669	1.41779	0.194427	0.923071	0.222222	5	5
Cstdc4	Trop2_KO_vs_WT	4.95612	4.1313	0.824818	0.90031	1.42352	0.194447	0.923071	0.309524	5	5
Proca1	Trop2_KO_vs_WT	4.30541	4.55684	-0.251427	-0.895689	-1.41621	0.194459	0.923071	0.222222	5	5
Ift80	Trop2_KO_vs_WT	9.49983	9.76071	-0.260879	-0.900978	-1.42457	0.194485	0.923071	0.309524	5	5
Sorbs1	Trop2_KO_vs_WT	7.64042	8.17754	-0.537121	-0.97113	-1.53549	0.194541	0.923071	0.150794	5	5
Gnb5	Trop2_KO_vs_WT	7.25592	6.9958	0.26012	0.896322	1.41721	0.194573	0.923071	0.309524	5	5
Spats2l	Trop2_KO_vs_WT	6.14952	6.51355	-0.364034	-0.897829	-1.41959	0.194775	0.923374	0.420635	5	5
Mb	Trop2_KO_vs_WT	5.42635	7.63278	-2.20643	-0.894819	-1.41483	0.19485	0.923374	0.309524	5	5
Elp6	Trop2_KO_vs_WT	6.29705	6.51473	-0.217687	-0.905426	-1.4316	0.194876	0.923374	0.150794	5	5
Bmpr1a	Trop2_KO_vs_WT	11.4422	11.1458	0.296423	0.941102	1.48801	0.194973	0.923374	0.222222	5	5
Atg9b	Trop2_KO_vs_WT	7.57249	8.45509	-0.882597	-0.89837	-1.42045	0.195	0.923374	0.309524	5	5
Slitrk6	Trop2_KO_vs_WT	1.71908	3.40803	-1.68895	-0.919124	-1.45326	0.195039	0.923374	0.249153	5	5
Hadha	Trop2_KO_vs_WT	10.3422	10.4993	-0.157077	-0.90288	-1.42758	0.19514	0.923374	0.150794	5	5
Mst1r	Trop2_KO_vs_WT	4.4018	4.90998	-0.508187	-0.965426	-1.52647	0.195212	0.923374	0.309524	5	5
Fbxo5	Trop2_KO_vs_WT	8.0354	8.37057	-0.33517	-0.900323	-1.42354	0.195355	0.923374	0.309524	5	5
Ibsp	Trop2_KO_vs_WT	9.25491	8.33538	0.919539	0.905128	1.43113	0.195381	0.923374	0.309524	5	5
1700105P06Rik	Trop2_KO_vs_WT	4.59693	5.07688	-0.479949	-0.93216	-1.47387	0.195405	0.923374	0.150794	5	5
Tshz1	Trop2_KO_vs_WT	8.61812	9.0298	-0.411682	-0.898235	-1.42023	0.195505	0.923374	0.150794	5	5
Gm36938	Trop2_KO_vs_WT	5.27368	7.05491	-1.78123	-0.91814	-1.45171	0.195545	0.923374	0.222222	5	5
Pvt1	Trop2_KO_vs_WT	9.6215	9.13631	0.485194	0.91265	1.44303	0.195604	0.923374	0.309524	5	5
Dnaja1	Trop2_KO_vs_WT	11.3795	11.132	0.247505	0.894358	1.4141	0.195687	0.923374	0.309524	5	5
Plaur	Trop2_KO_vs_WT	9.8098	9.47209	0.337715	0.903577	1.42868	0.195703	0.923374	0.222222	5	5
Dap	Trop2_KO_vs_WT	10.7163	11.055	-0.338707	-0.895439	-1.41581	0.195706	0.923374	0.420635	5	5
Cdh3	Trop2_KO_vs_WT	4.58718	5.17287	-0.585695	-0.931528	-1.47288	0.195714	0.923374	0.222222	5	5
Rapgef4	Trop2_KO_vs_WT	6.11584	5.69925	0.416582	0.89397	1.41349	0.195908	0.923374	0.222222	5	5
Ticrr	Trop2_KO_vs_WT	7.77936	8.15934	-0.379973	-0.893149	-1.41219	0.195915	0.923374	0.222222	5	5
Banf1	Trop2_KO_vs_WT	8.89239	9.32001	-0.427613	-0.893281	-1.4124	0.195952	0.923374	0.150794	5	5
C130013H08Rik	Trop2_KO_vs_WT	4.63634	5.01564	-0.379308	-0.898022	-1.4199	0.196003	0.923374	0.222222	5	5
Lmna	Trop2_KO_vs_WT	12.1055	12.3741	-0.268657	-0.892334	-1.4109	0.1961	0.923374	0.222222	5	5
Tubg2	Trop2_KO_vs_WT	4.68222	5.02312	-0.340896	-0.891874	-1.41018	0.196193	0.923374	0.309524	5	5
Tpm3-rs7	Trop2_KO_vs_WT	11.7091	12.0063	-0.297194	-0.923064	-1.45949	0.196198	0.923374	0.222222	5	5
Gm16014	Trop2_KO_vs_WT	4.21907	3.78609	0.432976	0.926801	1.4654	0.196246	0.923374	0.309524	5	5
Fosb	Trop2_KO_vs_WT	6.50247	6.0067	0.495773	0.895225	1.41547	0.196327	0.923374	0.309524	5	5
Gm45897	Trop2_KO_vs_WT	4.13473	3.45422	0.680513	0.899374	1.42204	0.196351	0.923374	0.150794	5	5
Sh3gl3	Trop2_KO_vs_WT	5.1139	5.7582	-0.644295	-0.898561	-1.42075	0.196505	0.923374	0.222222	5	5
