gene	contrast	mean_KO	mean_WT	log2FC	cohens_d	t_stat	p_welch	q_welch_BH	p_mannwhitney	n_a	n_b
Arhgap27	Trop2_KO_vs_WT	8.34132	8.56314	-0.221821	-0.491337	-0.776872	0.462694	0.96528	0.547619	5	5
Mapk14	Trop2_KO_vs_WT	9.66538	9.74496	-0.0795777	-0.49744	-0.786522	0.462722	0.96528	0.690476	5	5
Pfdn1	Trop2_KO_vs_WT	8.81134	8.627	0.184336	0.488651	0.772625	0.462722	0.96528	0.547619	5	5
Gm43040	Trop2_KO_vs_WT	3.70973	3.44628	0.263448	0.493596	0.780444	0.462764	0.96528	1	5	5
Tedc1	Trop2_KO_vs_WT	7.74958	7.87497	-0.125393	-0.502888	-0.795136	0.462768	0.96528	0.547619	5	5
Kif9	Trop2_KO_vs_WT	5.84579	5.64957	0.196213	0.487821	0.771312	0.462777	0.96528	0.547619	5	5
Atxn10	Trop2_KO_vs_WT	9.95461	10.0821	-0.127519	-0.506336	-0.800587	0.462791	0.96528	1	5	5
Traf3ip2	Trop2_KO_vs_WT	8.49248	8.69198	-0.199495	-0.487429	-0.770694	0.463066	0.965613	0.690476	5	5
Trp53bp1	Trop2_KO_vs_WT	10.1081	9.8233	0.284827	0.489664	0.774227	0.463123	0.965613	0.309524	5	5
Gm38375	Trop2_KO_vs_WT	6.48795	6.12426	0.363697	0.496183	0.784534	0.463161	0.965613	0.690476	5	5
Crls1	Trop2_KO_vs_WT	8.73568	8.48845	0.247228	0.488515	0.77241	0.463334	0.965613	0.690476	5	5
Zfp442	Trop2_KO_vs_WT	6.21318	6.3953	-0.18212	-0.487071	-0.770127	0.463413	0.965613	0.690476	5	5
Gm7568	Trop2_KO_vs_WT	4.15513	3.7707	0.384429	0.486982	0.769987	0.463445	0.965613	0.547619	5	5
Ccbe1	Trop2_KO_vs_WT	11.829	11.5183	0.310792	0.493449	0.780211	0.463596	0.965613	0.547619	5	5
Smpd2	Trop2_KO_vs_WT	6.71846	6.58805	0.130418	0.486952	0.769939	0.463611	0.965613	0.547619	5	5
H2-DMa	Trop2_KO_vs_WT	9.81997	9.56648	0.253489	0.494713	0.78221	0.463663	0.965613	0.547619	5	5
Casp2	Trop2_KO_vs_WT	9.90576	9.8194	0.0863539	0.493234	0.779871	0.463721	0.965613	0.222222	5	5
Ptprjos1	Trop2_KO_vs_WT	6.11641	5.67297	0.443435	0.489306	0.773661	0.463841	0.965613	0.547619	5	5
Clcc1	Trop2_KO_vs_WT	8.70822	8.83389	-0.125669	-0.489565	-0.774071	0.463877	0.965613	0.690476	5	5
Zyg11b	Trop2_KO_vs_WT	10.3701	10.4914	-0.121299	-0.487492	-0.770793	0.463918	0.965613	0.420635	5	5
Smad3	Trop2_KO_vs_WT	11.2559	10.9852	0.270633	0.491331	0.776863	0.463952	0.965613	0.420635	5	5
Gm37498	Trop2_KO_vs_WT	4.98947	4.42113	0.56834	0.506342	0.800596	0.464105	0.965613	0.690476	5	5
Gm15614	Trop2_KO_vs_WT	5.09992	4.55384	0.546077	0.496906	0.785678	0.464127	0.965613	0.84127	5	5
Cspg4	Trop2_KO_vs_WT	7.21619	7.50848	-0.292286	-0.486609	-0.769396	0.464142	0.965613	0.547619	5	5
Ttc7	Trop2_KO_vs_WT	8.91355	9.06652	-0.152969	-0.49523	-0.783028	0.464342	0.965613	0.547619	5	5
Pelp1	Trop2_KO_vs_WT	8.48936	8.76523	-0.275861	-0.490343	-0.775301	0.464356	0.965613	0.690476	5	5
Tatdn1	Trop2_KO_vs_WT	8.53176	8.39705	0.134713	0.505489	0.799249	0.464432	0.965613	0.84127	5	5
Gm17089	Trop2_KO_vs_WT	5.8687	5.55496	0.31374	0.485859	0.76821	0.464437	0.965613	0.547619	5	5
Slc25a12	Trop2_KO_vs_WT	8.25204	8.42889	-0.176844	-0.502512	-0.794541	0.464472	0.965613	0.690476	5	5
Gpd2	Trop2_KO_vs_WT	9.47652	9.68213	-0.205613	-0.492478	-0.778675	0.464479	0.965613	0.547619	5	5
Git1	Trop2_KO_vs_WT	9.65462	9.91368	-0.259058	-0.496565	-0.785139	0.464546	0.965613	0.690476	5	5
Gm6397	Trop2_KO_vs_WT	4.7032	4.98012	-0.276926	-0.493745	-0.78068	0.464548	0.965613	0.84127	5	5
Oxtr	Trop2_KO_vs_WT	3.92612	4.86178	-0.935664	-0.495139	-0.782884	0.464675	0.965613	0.547619	5	5
Ccdc9b	Trop2_KO_vs_WT	7.53911	7.71563	-0.176527	-0.486418	-0.769095	0.464804	0.965613	0.309524	5	5
Eif3g	Trop2_KO_vs_WT	8.52114	8.77186	-0.250725	-0.485479	-0.767609	0.464822	0.965613	0.309524	5	5
Slc16a8	Trop2_KO_vs_WT	5.07069	5.36831	-0.297626	-0.485568	-0.767751	0.464921	0.965613	0.420635	5	5
Arl6ip4	Trop2_KO_vs_WT	7.11079	6.82854	0.282248	0.488629	0.77259	0.465046	0.965613	0.547619	5	5
Tmem175	Trop2_KO_vs_WT	7.74468	7.85212	-0.107436	-0.485201	-0.76717	0.465049	0.965613	0.690476	5	5
Gm11722	Trop2_KO_vs_WT	3.56997	3.84098	-0.27101	-0.485383	-0.767458	0.465061	0.965613	0.420635	5	5
Ccn3	Trop2_KO_vs_WT	6.01098	6.57736	-0.56638	-0.486679	-0.769507	0.465093	0.965613	0.690476	5	5
Gm43339	Trop2_KO_vs_WT	3.90516	3.46437	0.440785	0.490064	0.77486	0.465251	0.965613	0.222222	5	5
Psmd6	Trop2_KO_vs_WT	10.1168	9.87464	0.242178	0.48488	0.766662	0.465303	0.965613	0.309524	5	5
Nudcd1	Trop2_KO_vs_WT	9.76301	9.54022	0.222798	0.486359	0.769001	0.465355	0.965613	0.420635	5	5
Thy1	Trop2_KO_vs_WT	10.3193	10.5011	-0.181732	-0.492432	-0.778604	0.465382	0.965613	0.547619	5	5
Gm37366	Trop2_KO_vs_WT	4.85931	4.44921	0.410101	0.495805	0.783936	0.465421	0.965613	1	5	5
Has2	Trop2_KO_vs_WT	11.1775	10.9345	0.242964	0.485442	0.767551	0.465504	0.965613	0.547619	5	5
Il1rap	Trop2_KO_vs_WT	9.45555	9.65085	-0.195297	-0.495726	-0.783811	0.465522	0.965613	0.547619	5	5
Mrfap1	Trop2_KO_vs_WT	10.5786	10.7515	-0.172948	-0.484647	-0.766294	0.465539	0.965613	0.420635	5	5
Itga2b	Trop2_KO_vs_WT	5.11755	4.94446	0.173093	0.487003	0.77002	0.465627	0.965613	0.547619	5	5
Arrdc3	Trop2_KO_vs_WT	10.3844	10.2772	0.107147	0.491629	0.777333	0.465636	0.965613	0.420635	5	5
Gm10180	Trop2_KO_vs_WT	4.45337	4.16681	0.286563	0.486716	0.769565	0.465845	0.965613	0.690476	5	5
Parp1	Trop2_KO_vs_WT	9.53637	9.70066	-0.164294	-0.500123	-0.790763	0.465859	0.965613	0.547619	5	5
Dyrk2	Trop2_KO_vs_WT	7.85487	7.96245	-0.107582	-0.484526	-0.766103	0.465871	0.965613	0.690476	5	5
Gpr137	Trop2_KO_vs_WT	7.59777	7.42493	0.172842	0.486243	0.768817	0.465897	0.965613	0.309524	5	5
Ptgis	Trop2_KO_vs_WT	6.09973	5.51538	0.584352	0.484373	0.765861	0.465908	0.965613	0.84127	5	5
Rps6ka3	Trop2_KO_vs_WT	10.9199	11.0623	-0.142463	-0.488874	-0.772978	0.465922	0.965613	1	5	5
Dipk1a	Trop2_KO_vs_WT	8.15539	8.24239	-0.086999	-0.488477	-0.772351	0.465982	0.965613	0.690476	5	5
Prkcz2	Trop2_KO_vs_WT	5.62877	5.34008	0.288691	0.484823	0.766572	0.466005	0.965613	0.547619	5	5
H3f5	Trop2_KO_vs_WT	5.19173	4.90971	0.282015	0.500938	0.792052	0.466093	0.965613	0.690476	5	5
Lgals8	Trop2_KO_vs_WT	9.9433	9.88396	0.0593395	0.490871	0.776135	0.466094	0.965613	0.690476	5	5
Fancg	Trop2_KO_vs_WT	6.48486	6.38422	0.100644	0.484463	0.766003	0.466096	0.965613	0.420635	5	5
Zfyve26	Trop2_KO_vs_WT	9.22545	8.9355	0.289945	0.484164	0.765531	0.466109	0.965613	0.547619	5	5
Slc24a1	Trop2_KO_vs_WT	3.37152	3.71812	-0.346595	-0.491804	-0.77761	0.466138	0.965613	0.84127	5	5
Gm13622	Trop2_KO_vs_WT	4.27678	3.87275	0.404028	0.501883	0.793547	0.466457	0.965613	0.690476	5	5
Tcof1	Trop2_KO_vs_WT	8.62857	8.90329	-0.274729	-0.489893	-0.774589	0.466457	0.965613	0.690476	5	5
Snora28	Trop2_KO_vs_WT	6.49704	6.28117	0.215862	0.491677	0.77741	0.4666	0.965613	0.690476	5	5
Lars1	Trop2_KO_vs_WT	9.75489	9.60205	0.152842	0.49637	0.78483	0.466745	0.965613	0.690476	5	5
Gm10335	Trop2_KO_vs_WT	5.37111	5.5502	-0.179086	-0.494452	-0.781798	0.466749	0.965613	1	5	5
Ift74	Trop2_KO_vs_WT	8.30254	8.17867	0.123869	0.483204	0.764013	0.466795	0.965613	0.420635	5	5
Naa16	Trop2_KO_vs_WT	8.68297	8.53124	0.151734	0.498291	0.787867	0.466983	0.965613	1	5	5
Calhm5	Trop2_KO_vs_WT	4.16988	3.7334	0.436474	0.48389	0.765097	0.467043	0.965613	0.309524	5	5
Gm37677	Trop2_KO_vs_WT	6.77249	6.43378	0.338708	0.483449	0.7644	0.467071	0.965613	0.309524	5	5
Gm19498	Trop2_KO_vs_WT	3.76616	4.08287	-0.31671	-0.485224	-0.767206	0.46711	0.965613	0.547619	5	5
Ubap2	Trop2_KO_vs_WT	9.73911	10.0233	-0.284159	-0.487306	-0.770498	0.467151	0.965613	0.547619	5	5
Mrps10	Trop2_KO_vs_WT	8.47452	8.29941	0.175111	0.482816	0.763399	0.467237	0.965613	0.547619	5	5
Gins4	Trop2_KO_vs_WT	8.21958	8.38718	-0.167602	-0.483242	-0.764072	0.4673	0.965613	0.690476	5	5
Gm43072	Trop2_KO_vs_WT	5.81384	6.1777	-0.363864	-0.482891	-0.763518	0.467414	0.965613	0.420635	5	5
Kiz	Trop2_KO_vs_WT	8.61387	8.74084	-0.12697	-0.483837	-0.765014	0.467416	0.965613	0.84127	5	5
Kcne3	Trop2_KO_vs_WT	5.48035	5.18568	0.294674	0.482455	0.762829	0.467475	0.965613	0.420635	5	5
Dclre1a	Trop2_KO_vs_WT	8.21173	8.32543	-0.113707	-0.486273	-0.768865	0.467547	0.965613	0.690476	5	5
Cox7a2	Trop2_KO_vs_WT	10.2672	9.93935	0.32785	0.482928	0.763577	0.467579	0.965613	0.690476	5	5
Gm43375	Trop2_KO_vs_WT	4.97816	5.11073	-0.132573	-0.485822	-0.768152	0.467837	0.965613	0.309524	5	5
Gm15867	Trop2_KO_vs_WT	3.82628	4.20496	-0.378681	-0.489553	-0.774052	0.467842	0.965613	0.690476	5	5
Slc16a12	Trop2_KO_vs_WT	4.67769	5.1564	-0.478713	-0.484097	-0.765425	0.46786	0.965613	0.84127	5	5
Slc7a2	Trop2_KO_vs_WT	8.3085	8.48541	-0.176905	-0.48199	-0.762093	0.468029	0.965613	0.309524	5	5
Tmt1a	Trop2_KO_vs_WT	5.93648	6.2443	-0.307812	-0.484742	-0.766444	0.468032	0.965613	0.84127	5	5
Grk2	Trop2_KO_vs_WT	10.2071	10.3601	-0.153028	-0.497998	-0.787404	0.468038	0.965613	1	5	5
Faf2	Trop2_KO_vs_WT	9.52915	9.62983	-0.100682	-0.504286	-0.797346	0.468131	0.965613	1	5	5
4930590J08Rik	Trop2_KO_vs_WT	4.40393	4.16735	0.236576	0.48481	0.766552	0.468165	0.965613	0.547619	5	5
Ndufa5	Trop2_KO_vs_WT	7.03559	6.77663	0.258956	0.481723	0.761671	0.468176	0.965613	0.84127	5	5
Obi1	Trop2_KO_vs_WT	8.06806	7.93591	0.132155	0.486626	0.769423	0.468226	0.965613	0.84127	5	5
Rpl9-ps7	Trop2_KO_vs_WT	5.54725	5.76443	-0.217181	-0.481744	-0.761704	0.46823	0.965613	0.547619	5	5
Gm13192	Trop2_KO_vs_WT	6.05726	5.96788	0.0893801	0.491548	0.777206	0.468279	0.965613	0.690476	5	5
Zfp40	Trop2_KO_vs_WT	6.41917	6.24057	0.178602	0.481636	0.761533	0.468284	0.965613	0.690476	5	5
AB124611	Trop2_KO_vs_WT	7.44556	7.19888	0.246682	0.484287	0.765725	0.468298	0.965613	0.690476	5	5
Smim20	Trop2_KO_vs_WT	7.49447	7.59736	-0.102889	-0.48411	-0.765445	0.468316	0.965613	0.420635	5	5
Cxcr2	Trop2_KO_vs_WT	6.61573	6.26021	0.355514	0.492646	0.778942	0.468339	0.965613	0.222222	5	5
Sgsm2	Trop2_KO_vs_WT	8.22806	8.45378	-0.225721	-0.488258	-0.772004	0.46837	0.965613	0.420635	5	5
Pros1	Trop2_KO_vs_WT	9.62527	9.4462	0.179076	0.485399	0.767483	0.468473	0.965613	0.547619	5	5
Arhgdib	Trop2_KO_vs_WT	9.98683	9.80848	0.178345	0.496572	0.785149	0.468519	0.965613	0.420635	5	5
Gm37342	Trop2_KO_vs_WT	6.17656	5.71366	0.462906	0.482582	0.763029	0.468589	0.965613	0.690476	5	5
Ipo8	Trop2_KO_vs_WT	10.0202	10.1327	-0.112507	-0.484256	-0.765676	0.468694	0.965613	0.420635	5	5
Rmnd5b	Trop2_KO_vs_WT	7.81334	7.92061	-0.107268	-0.482225	-0.762464	0.46871	0.965613	0.690476	5	5
Pop5	Trop2_KO_vs_WT	6.71432	6.52532	0.189002	0.483418	0.76435	0.468755	0.965613	0.420635	5	5
Tspyl2	Trop2_KO_vs_WT	6.70931	6.58813	0.121182	0.481994	0.7621	0.468781	0.965613	0.547619	5	5
Myrf	Trop2_KO_vs_WT	4.96973	4.56517	0.404555	0.496853	0.785594	0.468861	0.965613	1	5	5
Gm15991	Trop2_KO_vs_WT	5.19933	5.77755	-0.578217	-0.482474	-0.762858	0.468924	0.965613	0.547619	5	5
Pomk	Trop2_KO_vs_WT	7.68604	7.7975	-0.111453	-0.490122	-0.77495	0.469011	0.965613	0.84127	5	5
Accs	Trop2_KO_vs_WT	6.97359	7.13192	-0.158337	-0.483985	-0.765248	0.469015	0.965613	0.420635	5	5
Ess2	Trop2_KO_vs_WT	7.49487	7.3237	0.171167	0.496534	0.78509	0.469028	0.965613	0.222222	5	5
Gm28085	Trop2_KO_vs_WT	5.78665	5.47025	0.316401	0.48364	0.764702	0.469058	0.965613	0.547619	5	5
Kif5b	Trop2_KO_vs_WT	11.6252	11.7745	-0.14926	-0.480838	-0.760271	0.469071	0.965613	0.420635	5	5
Vapb	Trop2_KO_vs_WT	9.58728	9.81408	-0.226798	-0.481349	-0.76108	0.469087	0.965613	0.690476	5	5
Hipk1	Trop2_KO_vs_WT	11.4705	11.6182	-0.147781	-0.487068	-0.770123	0.469146	0.965613	0.690476	5	5
Rpl34-ps1	Trop2_KO_vs_WT	5.26295	5.01097	0.251987	0.481852	0.761875	0.469174	0.965613	0.547619	5	5
Casc3	Trop2_KO_vs_WT	8.94658	9.14168	-0.1951	-0.489603	-0.774131	0.469177	0.965613	0.690476	5	5
Tmem62	Trop2_KO_vs_WT	6.48798	6.5915	-0.103515	-0.483322	-0.764199	0.469185	0.965613	0.690476	5	5
Ppp2r2a	Trop2_KO_vs_WT	10.0518	9.9304	0.121403	0.481605	0.761484	0.469243	0.965613	0.420635	5	5
Sh3tc2	Trop2_KO_vs_WT	6.06488	5.91908	0.145804	0.480428	0.759623	0.46927	0.965613	0.547619	5	5
Dkc1	Trop2_KO_vs_WT	9.75407	9.93533	-0.181258	-0.480526	-0.759778	0.469271	0.965613	0.420635	5	5
Oxld1	Trop2_KO_vs_WT	4.48513	4.77669	-0.291566	-0.484663	-0.766319	0.469332	0.965613	0.690476	5	5
Hoxa5	Trop2_KO_vs_WT	10.1374	9.96576	0.171641	0.488397	0.772223	0.469405	0.965613	0.420635	5	5
Lfng	Trop2_KO_vs_WT	9.47656	9.35543	0.121129	0.483234	0.764061	0.469411	0.965613	0.420635	5	5
Ndc80	Trop2_KO_vs_WT	8.70955	8.93382	-0.224268	-0.480391	-0.759564	0.469452	0.965613	0.547619	5	5
Hnrnpm	Trop2_KO_vs_WT	10.682	10.7742	-0.0922287	-0.490422	-0.775425	0.469499	0.965613	0.547619	5	5
Ppp1ca	Trop2_KO_vs_WT	11.2867	11.5612	-0.274559	-0.4814	-0.76116	0.469565	0.965613	0.547619	5	5
Eef2	Trop2_KO_vs_WT	14.7109	14.9379	-0.227036	-0.482749	-0.763294	0.46957	0.965613	0.420635	5	5
Plpp2	Trop2_KO_vs_WT	9.29746	9.45864	-0.161176	-0.480525	-0.759777	0.469578	0.965613	1	5	5
Zfp65	Trop2_KO_vs_WT	8.1943	8.06694	0.127363	0.479955	0.758875	0.469746	0.965845	0.547619	5	5
Tmem126b	Trop2_KO_vs_WT	7.75745	7.55975	0.197702	0.482333	0.762636	0.469844	0.965899	0.547619	5	5
Prps2	Trop2_KO_vs_WT	9.10498	9.2646	-0.159621	-0.485305	-0.767335	0.469888	0.965899	0.547619	5	5
Osm	Trop2_KO_vs_WT	5.914	5.45696	0.457049	0.482993	0.76368	0.46997	0.965899	0.547619	5	5
Slco2a1	Trop2_KO_vs_WT	12.3809	11.9812	0.399692	0.484065	0.765374	0.470009	0.965899	0.690476	5	5
Furin	Trop2_KO_vs_WT	10.9962	11.1725	-0.176271	-0.495516	-0.783479	0.470145	0.965899	0.420635	5	5
Gm15739	Trop2_KO_vs_WT	5.05375	4.65909	0.394654	0.479566	0.758261	0.470175	0.965899	0.690476	5	5
mt-Nd2	Trop2_KO_vs_WT	15.0287	14.8446	0.184034	0.487142	0.77024	0.470202	0.965899	0.84127	5	5
Luc7l	Trop2_KO_vs_WT	10.1378	10.0178	0.119914	0.482084	0.762242	0.470211	0.965899	0.690476	5	5
Wdr45	Trop2_KO_vs_WT	7.59761	7.51677	0.0808489	0.481148	0.760761	0.470353	0.966037	0.690476	5	5
Bod1	Trop2_KO_vs_WT	8.01003	8.226	-0.215975	-0.479218	-0.75771	0.470387	0.966037	0.547619	5	5
Fkbpl	Trop2_KO_vs_WT	5.24631	4.98232	0.26399	0.485828	0.768161	0.470532	0.9662	0.690476	5	5
Hcfc2	Trop2_KO_vs_WT	8.77115	8.67053	0.100624	0.49205	0.777999	0.470623	0.9662	0.420635	5	5
A130048G24Rik	Trop2_KO_vs_WT	5.1815	4.90014	0.281357	0.479313	0.75786	0.470652	0.9662	1	5	5
Pigx	Trop2_KO_vs_WT	8.88571	8.71541	0.170303	0.479024	0.757404	0.470743	0.9662	0.420635	5	5
Gm30671	Trop2_KO_vs_WT	4.68081	5.06049	-0.379675	-0.483983	-0.765245	0.470799	0.9662	0.420635	5	5
Mon1a	Trop2_KO_vs_WT	6.58274	6.39647	0.186273	0.478705	0.7569	0.470866	0.9662	0.690476	5	5
Zfp647	Trop2_KO_vs_WT	4.56962	4.35332	0.216296	0.489733	0.774335	0.470886	0.9662	0.309524	5	5
Fndc10	Trop2_KO_vs_WT	5.18992	5.41672	-0.226803	-0.48125	-0.760923	0.470906	0.9662	0.690476	5	5
Rab5b	Trop2_KO_vs_WT	10.2583	10.3763	-0.117983	-0.485377	-0.767449	0.471082	0.966224	0.547619	5	5
Fam107b	Trop2_KO_vs_WT	10.9167	10.7345	0.182296	0.47844	0.75648	0.471085	0.966224	0.690476	5	5
Srp9	Trop2_KO_vs_WT	8.9801	8.75598	0.224117	0.47834	0.756323	0.471147	0.966224	0.420635	5	5
Avpi1	Trop2_KO_vs_WT	7.08332	7.33709	-0.253771	-0.480483	-0.759711	0.471178	0.966224	0.690476	5	5
mt-Atp6	Trop2_KO_vs_WT	7.70076	7.97132	-0.27056	-0.480017	-0.758974	0.471259	0.966224	0.690476	5	5
Kifc3	Trop2_KO_vs_WT	8.6052	8.81344	-0.208241	-0.479525	-0.758196	0.471267	0.966224	0.690476	5	5
Phykpl	Trop2_KO_vs_WT	9.25815	9.363	-0.104851	-0.478833	-0.757102	0.471301	0.966224	0.690476	5	5
Atf7	Trop2_KO_vs_WT	9.84641	10.1251	-0.278716	-0.482159	-0.76236	0.471411	0.966337	0.547619	5	5
Zfp974	Trop2_KO_vs_WT	7.60578	7.38002	0.225758	0.494176	0.781361	0.471539	0.966384	1	5	5
Thumpd1	Trop2_KO_vs_WT	8.34063	8.45532	-0.114684	-0.477929	-0.755672	0.471591	0.966384	0.690476	5	5
Gm1976	Trop2_KO_vs_WT	7.46325	7.36405	0.0992039	0.487064	0.770116	0.471609	0.966384	0.84127	5	5
Vta1	Trop2_KO_vs_WT	8.86193	8.92483	-0.0628932	-0.478228	-0.756146	0.471653	0.966384	0.690476	5	5
Rtl8a	Trop2_KO_vs_WT	5.79533	6.05017	-0.25484	-0.491034	-0.776394	0.471806	0.966432	0.309524	5	5
P2rx7	Trop2_KO_vs_WT	9.00454	8.81847	0.186064	0.477453	0.754919	0.471935	0.966432	0.690476	5	5
Gm37186	Trop2_KO_vs_WT	7.31723	6.97915	0.338081	0.48034	0.759484	0.472009	0.966432	0.690476	5	5
Rtel1	Trop2_KO_vs_WT	8.51445	8.61469	-0.10024	-0.480509	-0.759751	0.472036	0.966432	0.84127	5	5
Plin5	Trop2_KO_vs_WT	4.09914	3.82696	0.27218	0.481573	0.761434	0.472053	0.966432	0.309524	5	5
Clec14a	Trop2_KO_vs_WT	6.77524	6.55104	0.224197	0.481039	0.760589	0.472176	0.966432	0.420635	5	5
Ndufs3	Trop2_KO_vs_WT	8.75891	8.97602	-0.217108	-0.47744	-0.754899	0.472179	0.966432	0.690476	5	5
Gm16044	Trop2_KO_vs_WT	4.44842	4.21955	0.22887	0.483699	0.764796	0.472273	0.966432	0.547619	5	5
Dus2	Trop2_KO_vs_WT	6.19106	6.3828	-0.191735	-0.477406	-0.754844	0.472284	0.966432	0.690476	5	5
Akap13	Trop2_KO_vs_WT	10.8246	11.0003	-0.175711	-0.483802	-0.764958	0.472306	0.966432	0.547619	5	5
Anapc11	Trop2_KO_vs_WT	8.78608	9.04569	-0.259616	-0.477223	-0.754555	0.472376	0.966432	0.547619	5	5
Thoc6	Trop2_KO_vs_WT	7.45386	7.30403	0.149834	0.483176	0.763969	0.472403	0.966432	0.547619	5	5
Pigg	Trop2_KO_vs_WT	8.10548	8.24339	-0.13791	-0.48005	-0.759026	0.472485	0.966432	0.420635	5	5
Msl3l2	Trop2_KO_vs_WT	4.60554	4.49912	0.106422	0.47746	0.754931	0.472495	0.966432	0.420635	5	5
Mrm1	Trop2_KO_vs_WT	6.78321	6.90594	-0.122723	-0.478079	-0.755909	0.472499	0.966432	0.690476	5	5
Smarca5	Trop2_KO_vs_WT	11.5845	11.7327	-0.148228	-0.478922	-0.757242	0.472624	0.966576	0.547619	5	5
Flnc	Trop2_KO_vs_WT	10.3113	10.1342	0.177121	0.476616	0.753596	0.472717	0.966655	1	5	5
Bmal2	Trop2_KO_vs_WT	9.59891	9.34779	0.251122	0.476475	0.753373	0.472822	0.966756	0.547619	5	5
Cacng1	Trop2_KO_vs_WT	3.68793	4.69859	-1.01066	-0.480514	-0.75976	0.472935	0.966877	0.547619	5	5
Hax1	Trop2_KO_vs_WT	9.28655	9.08527	0.201277	0.481761	0.761731	0.473094	0.966901	0.84127	5	5
Gm45187	Trop2_KO_vs_WT	4.70185	4.55615	0.145698	0.487545	0.770876	0.473154	0.966901	0.547619	5	5
Kdm6a	Trop2_KO_vs_WT	10.2916	10.1647	0.126827	0.489442	0.773876	0.473424	0.966901	0.690476	5	5
Syce2	Trop2_KO_vs_WT	5.36286	5.04455	0.318304	0.475826	0.752347	0.473478	0.966901	0.420635	5	5
Gm47255	Trop2_KO_vs_WT	3.75673	3.13961	0.617119	0.495263	0.783079	0.473479	0.966901	1	5	5
Mylpf	Trop2_KO_vs_WT	6.2418	7.68473	-1.44293	-0.478229	-0.756146	0.473585	0.966901	0.547619	5	5
Nit2	Trop2_KO_vs_WT	8.06304	7.95792	0.10512	0.475537	0.751891	0.473737	0.966901	0.547619	5	5
Rilp	Trop2_KO_vs_WT	3.95438	4.27267	-0.318292	-0.475918	-0.752492	0.473847	0.966901	1	5	5
Dxo	Trop2_KO_vs_WT	6.78685	7.01054	-0.223689	-0.476136	-0.752837	0.473939	0.966901	0.309524	5	5
Gm12571	Trop2_KO_vs_WT	4.20097	3.93359	0.267384	0.479337	0.757899	0.474124	0.966901	0.690476	5	5
Retreg1	Trop2_KO_vs_WT	9.11116	9.28066	-0.169492	-0.474998	-0.751037	0.4742	0.966901	0.690476	5	5
Ercc6	Trop2_KO_vs_WT	8.5559	8.39715	0.158751	0.474874	0.750841	0.474293	0.966901	0.547619	5	5
Pum2	Trop2_KO_vs_WT	12.4419	12.3242	0.117713	0.480953	0.760453	0.474308	0.966901	0.420635	5	5
Gm37333	Trop2_KO_vs_WT	6.24285	5.81837	0.424476	0.477689	0.755293	0.474343	0.966901	0.309524	5	5
Fmnl2	Trop2_KO_vs_WT	9.97908	9.76777	0.211306	0.488563	0.772486	0.474438	0.966901	0.84127	5	5
Zfp513	Trop2_KO_vs_WT	7.43883	7.58068	-0.141852	-0.476138	-0.75284	0.474467	0.966901	0.547619	5	5
Gm13840	Trop2_KO_vs_WT	4.11033	3.83691	0.273422	0.474856	0.750814	0.474482	0.966901	0.547619	5	5
Rdh13	Trop2_KO_vs_WT	7.28004	7.18068	0.099356	0.486299	0.768906	0.474502	0.966901	0.420635	5	5
Sdc4	Trop2_KO_vs_WT	12.2875	12.075	0.212495	0.47805	0.755863	0.474537	0.966901	0.690476	5	5
Gm42727	Trop2_KO_vs_WT	7.02073	6.7036	0.317125	0.476818	0.753916	0.474601	0.966901	0.690476	5	5
Alg14	Trop2_KO_vs_WT	7.70386	7.84537	-0.141508	-0.476011	-0.752639	0.474642	0.966901	0.547619	5	5
Atp6v0d1	Trop2_KO_vs_WT	8.89618	9.0643	-0.16812	-0.480001	-0.758948	0.4747	0.966901	0.84127	5	5
H1f3	Trop2_KO_vs_WT	11.8591	12.2121	-0.353048	-0.47429	-0.749918	0.474789	0.966901	0.547619	5	5
Kifc2	Trop2_KO_vs_WT	3.3851	3.70776	-0.322659	-0.476661	-0.753668	0.474868	0.966901	0.309524	5	5
Upp1	Trop2_KO_vs_WT	9.52504	9.28127	0.243767	0.478128	0.755988	0.474956	0.966901	0.690476	5	5
Gm15497	Trop2_KO_vs_WT	4.75798	4.53589	0.222083	0.479354	0.757925	0.475124	0.966901	0.690476	5	5
Wdr46-ps	Trop2_KO_vs_WT	5.23711	4.85958	0.377536	0.485396	0.767478	0.475224	0.966901	0.547619	5	5
Gm28404	Trop2_KO_vs_WT	4.1951	4.41649	-0.22139	-0.484969	-0.766804	0.475375	0.966901	0.420635	5	5
Thoc3	Trop2_KO_vs_WT	8.22276	8.40977	-0.187013	-0.476763	-0.753828	0.475447	0.966901	0.690476	5	5
Haus8	Trop2_KO_vs_WT	7.49133	7.65767	-0.166339	-0.474169	-0.749727	0.475579	0.966901	0.420635	5	5
Avl9	Trop2_KO_vs_WT	10.1699	10.0047	0.165199	0.478525	0.756615	0.475582	0.966901	0.690476	5	5
Gm44249	Trop2_KO_vs_WT	5.42566	5.15479	0.270864	0.474771	0.750679	0.475794	0.966901	0.420635	5	5
Myh7b	Trop2_KO_vs_WT	4.2425	4.53376	-0.291262	-0.48512	-0.767042	0.475851	0.966901	0.309524	5	5
Gm26740	Trop2_KO_vs_WT	3.66188	3.94791	-0.286024	-0.473196	-0.748189	0.475871	0.966901	0.547619	5	5
Osbpl5	Trop2_KO_vs_WT	8.815	8.95408	-0.139086	-0.478908	-0.75722	0.475874	0.966901	0.690476	5	5
