gene	contrast	mean_KD	mean_CTRL	log2FC	cohens_d	t_stat	p_welch	q_welch_BH	p_mannwhitney	n_a	n_b
LEPRE1	KDpooled_vs_matchedreps	11.9654	11.7143	0.25105	4.22882	6.77852	0.000258213	0.0750077	0.0238095	6	3
RP9	KDpooled_vs_matchedreps	14.0264	13.6729	0.353552	5.70609	8.46622	0.0002589	0.0750077	0.0238095	6	3
LOC728142	KDpooled_vs_matchedreps	7.78899	7.25114	0.537852	4.33892	7.22572	0.000259358	0.0750077	0.0238095	6	3
SLC7A5	KDpooled_vs_matchedreps	14.981	15.2498	-0.268712	-4.26813	-7.06419	0.000263299	0.0750077	0.0238095	6	3
BSN	KDpooled_vs_matchedreps	8.61165	7.19717	1.41448	4.32583	6.80015	0.000278787	0.0750077	0.0238095	6	3
FLJ36031	KDpooled_vs_matchedreps	11.4708	10.5151	0.955655	4.65937	7.93687	0.000284502	0.0750077	0.0238095	6	3
SH3BGR	KDpooled_vs_matchedreps	9.62387	8.9658	0.658062	4.32068	6.78548	0.000285087	0.0750077	0.0238095	6	3
SLC39A1	KDpooled_vs_matchedreps	11.7467	12.1225	-0.375788	-5.37908	-8.0292	0.0002889	0.0750077	0.0238095	6	3
SEMA4C	KDpooled_vs_matchedreps	14.7996	14.4861	0.313475	4.31295	7.22869	0.00029868	0.0750077	0.0238095	6	3
RABGGTB	KDpooled_vs_matchedreps	14.193	14.5662	-0.373165	-6.85864	-9.87994	0.000301333	0.0750077	0.0238095	6	3
TIGD6	KDpooled_vs_matchedreps	9.27753	8.88617	0.391357	4.23728	6.68209	0.000301708	0.0750077	0.0238095	6	3
KIAA1128	KDpooled_vs_matchedreps	9.95226	10.2829	-0.330598	-4.09679	-6.66439	0.000302203	0.0750077	0.0238095	6	3
IFNGR2	KDpooled_vs_matchedreps	10.5841	11.1601	-0.57603	-4.27872	-6.71586	0.000305051	0.0750077	0.0238095	6	3
PSME4	KDpooled_vs_matchedreps	11.3331	11.5197	-0.186615	-4.27416	-7.1584	0.0003102	0.0750077	0.0238095	6	3
RP9P	KDpooled_vs_matchedreps	11.8975	11.5463	0.351208	4.53237	6.98233	0.000312017	0.0750077	0.0238095	6	3
MYCBP2	KDpooled_vs_matchedreps	11.3615	10.8842	0.47734	4.06595	6.58014	0.000316602	0.0750077	0.0238095	6	3
ZNF486	KDpooled_vs_matchedreps	7.44744	7.06558	0.38186	4.05807	6.62959	0.000323423	0.0750077	0.0238095	6	3
RDX	KDpooled_vs_matchedreps	11.1836	10.7301	0.45353	6.29854	9.15361	0.000323968	0.0750077	0.0238095	6	3
PDZD11	KDpooled_vs_matchedreps	13.3091	13.0329	0.276247	4.56667	7.01006	0.000324624	0.0750077	0.0275319	6	3
UBE2T	KDpooled_vs_matchedreps	13.567	13.92	-0.35298	-4.26147	-6.67134	0.000326161	0.0750077	0.0238095	6	3
MND1	KDpooled_vs_matchedreps	11.7812	12.0826	-0.301352	-4.58754	-7.03296	0.000326245	0.0750077	0.0238095	6	3
MOBKL1B	KDpooled_vs_matchedreps	11.4377	11.1328	0.304895	4.39436	6.81095	0.000327668	0.0750077	0.0238095	6	3
MAP3K10	KDpooled_vs_matchedreps	11.2025	10.6139	0.588628	4.03738	6.49728	0.000336028	0.0750077	0.0238095	6	3
USP48	KDpooled_vs_matchedreps	11.818	12.0505	-0.232497	-4.44125	-6.84816	0.000343832	0.0750077	0.0238095	6	3
C19orf66	KDpooled_vs_matchedreps	10.9711	10.5479	0.423162	4.97782	8.62009	0.000344003	0.0750077	0.0238095	6	3
MOBKL3	KDpooled_vs_matchedreps	12.357	12.1397	0.217257	4.29845	6.68839	0.000345434	0.0750077	0.0238095	6	3
CIAPIN1	KDpooled_vs_matchedreps	12.3386	12.576	-0.237403	-4.1225	-6.86296	0.00034691	0.0750077	0.0238095	6	3
BOLA1	KDpooled_vs_matchedreps	11.6291	11.2968	0.33232	3.97462	6.45615	0.000362723	0.0774931	0.0238095	6	3
GPRIN1	KDpooled_vs_matchedreps	9.99443	9.54368	0.450755	3.95482	6.45571	0.000376735	0.0795398	0.0238095	6	3
HJURP	KDpooled_vs_matchedreps	10.6121	11.1728	-0.560767	-4.03292	-6.69982	0.000383194	0.0795589	0.0238095	6	3
LCLAT1	KDpooled_vs_matchedreps	12.3972	12.221	0.17625	4.04024	6.72101	0.000385692	0.0795589	0.0238095	6	3
LOC644246	KDpooled_vs_matchedreps	10.6001	9.87122	0.728905	3.90114	6.34491	0.000406251	0.0819632	0.0238095	6	3
FAM21C	KDpooled_vs_matchedreps	12.6666	12.2584	0.408187	4.07233	6.39106	0.000411105	0.0819632	0.0238095	6	3
C14orf28	KDpooled_vs_matchedreps	8.52562	8.00627	0.519345	4.0419	6.76339	0.000418753	0.0819632	0.0238095	6	3
ACTR8	KDpooled_vs_matchedreps	10.8854	10.5131	0.372298	5.91801	8.60759	0.000419104	0.0819632	0.0238095	6	3
TUBB	KDpooled_vs_matchedreps	14.6538	15.0671	-0.41331	-4.13566	-6.44397	0.00042275	0.0819632	0.0238095	6	3
DCP1A	KDpooled_vs_matchedreps	12.6308	13.5157	-0.884898	-4.22031	-7.15447	0.000425226	0.0819632	0.0238095	6	3
TRIM45	KDpooled_vs_matchedreps	9.56228	9.36598	0.196303	3.89272	6.23764	0.000429318	0.0819632	0.0238095	6	3
PRDM11	KDpooled_vs_matchedreps	10.5329	9.93021	0.602682	3.934	6.53745	0.000443636	0.0838052	0.0238095	6	3
RNF149	KDpooled_vs_matchedreps	13.7418	13.2398	0.50193	4.00945	6.72569	0.000456048	0.0845512	0.0238095	6	3
PRX	KDpooled_vs_matchedreps	10.5266	9.8315	0.695075	4.29486	7.33255	0.000461153	0.0845512	0.0238095	6	3
C11orf75	KDpooled_vs_matchedreps	11.9605	12.335	-0.374537	-4.39082	-6.69881	0.000468894	0.0845512	0.0238095	6	3
MORC4	KDpooled_vs_matchedreps	11.5354	11.8714	-0.335993	-3.80968	-6.14988	0.000472369	0.0845512	0.0238095	6	3
SH3YL1	KDpooled_vs_matchedreps	9.31899	8.25168	1.06731	3.96556	6.6434	0.000474564	0.0845512	0.0238095	6	3
TRUB1	KDpooled_vs_matchedreps	10.6175	11.0366	-0.419103	-3.87768	-6.44077	0.000479148	0.0845512	0.0238095	6	3
RNPEP	KDpooled_vs_matchedreps	10.2521	10.6663	-0.414212	-7.55195	-10.6093	0.000485842	0.0845512	0.0238095	6	3
NADK	KDpooled_vs_matchedreps	11.1827	11.6896	-0.506997	-4.07	-6.31871	0.00049587	0.0845512	0.0238095	6	3
LOC100130127	KDpooled_vs_matchedreps	9.34152	8.94323	0.398292	4.50019	6.81276	0.000496812	0.0845512	0.0238095	6	3
PTCD3	KDpooled_vs_matchedreps	12.9434	13.1753	-0.231873	-3.7902	-6.08479	0.00049865	0.0845512	0.0238095	6	3
MSRB2	KDpooled_vs_matchedreps	12.9888	12.6331	0.355683	4.28164	7.33299	0.00050897	0.0845512	0.0238095	6	3
MED4	KDpooled_vs_matchedreps	13.5418	13.9919	-0.450125	-4.50622	-7.78464	0.000509639	0.0845512	0.0238095	6	3
TNNC2	KDpooled_vs_matchedreps	6.87949	6.71323	0.166262	3.91823	6.56909	0.00051342	0.0845512	0.0238095	6	3
PBRM1	KDpooled_vs_matchedreps	9.67749	9.20986	0.467627	4.97399	7.38015	0.000515467	0.0845512	0.0238095	6	3
IKIP	KDpooled_vs_matchedreps	10.4961	10.1716	0.324533	4.99016	7.39872	0.000518257	0.0845512	0.0238095	6	3
CNOT6	KDpooled_vs_matchedreps	12.5746	12.2508	0.323788	3.95141	6.65125	0.000524595	0.0848143	0.0238095	6	3
LOC100128295	KDpooled_vs_matchedreps	13.8589	14.1972	-0.338288	-3.72705	-5.99964	0.000544236	0.0853499	0.0238095	6	3
GSTT2	KDpooled_vs_matchedreps	9.35946	8.96926	0.390197	3.71889	5.99828	0.000547278	0.0853499	0.0238095	6	3
OMA1	KDpooled_vs_matchedreps	10.2115	10.6685	-0.456968	-3.96084	-6.68775	0.000548556	0.0853499	0.0238095	6	3
LOC653113	KDpooled_vs_matchedreps	12.4163	12.0282	0.388088	3.76119	5.98684	0.00055595	0.0853499	0.0238095	6	3
CTGF	KDpooled_vs_matchedreps	9.34685	8.57403	0.772812	3.80285	6.01121	0.000560223	0.0853499	0.0238095	6	3
PRRG1	KDpooled_vs_matchedreps	8.71161	9.01325	-0.301647	-3.87525	-6.0752	0.000560249	0.0853499	0.0238095	6	3
CLDN1	KDpooled_vs_matchedreps	10.2906	9.5113	0.779293	4.797	7.13863	0.000567266	0.0853499	0.0238095	6	3
EXOSC10	KDpooled_vs_matchedreps	12.5525	12.7261	-0.173622	-3.69349	-6.05213	0.000572672	0.0853499	0.0238095	6	3
PPP1R3B	KDpooled_vs_matchedreps	8.01173	7.45703	0.554705	3.70035	5.94466	0.000573551	0.0853499	0.0238095	6	3
PQBP1	KDpooled_vs_matchedreps	12.81	12.5374	0.272533	3.8744	6.5162	0.000575467	0.0853499	0.0238095	6	3
HEATR1	KDpooled_vs_matchedreps	12.5743	12.024	0.550253	5.60479	8.13124	0.000581677	0.0855637	0.0238095	6	3
STAT1	KDpooled_vs_matchedreps	10.543	10.1242	0.41874	3.65222	5.8846	0.00061188	0.0888116	0.0238095	6	3
C14orf153	KDpooled_vs_matchedreps	13.6635	13.4365	0.226962	3.77463	5.93342	0.000628846	0.0888116	0.0238095	6	3
LOC348926	KDpooled_vs_matchedreps	12.5479	12.0501	0.49775	4.04269	6.90531	0.000634678	0.0888116	0.0238095	6	3
OLFM1	KDpooled_vs_matchedreps	10.3104	9.48825	0.822187	3.77077	5.92413	0.000637399	0.0888116	0.0238095	6	3
ZNF583	KDpooled_vs_matchedreps	8.18223	7.70127	0.480963	3.67922	5.84482	0.000645596	0.0888116	0.0238095	6	3
BRAF	KDpooled_vs_matchedreps	9.49993	9.16626	0.333668	5.83915	8.3936	0.000648931	0.0888116	0.0238095	6	3
KIAA1267	KDpooled_vs_matchedreps	11.16	10.8903	0.269753	3.88418	6.02966	0.000649947	0.0888116	0.0238095	6	3
KDELC1	KDpooled_vs_matchedreps	10.1302	9.69975	0.430487	4.59513	6.85541	0.000656811	0.0888116	0.0238095	6	3
AKAP8	KDpooled_vs_matchedreps	13.2874	13.035	0.252422	3.67498	6.11957	0.000668394	0.0888116	0.0238095	6	3
FAM86B2	KDpooled_vs_matchedreps	13.0686	12.5577	0.510818	4.02187	6.17192	0.000668652	0.0888116	0.0238095	6	3
ADRA2C	KDpooled_vs_matchedreps	15.7672	15.4261	0.34113	4.33952	6.54137	0.000672149	0.0888116	0.0238095	6	3
FBXO41	KDpooled_vs_matchedreps	12.4569	11.9863	0.470563	3.58125	5.84984	0.000679291	0.0888116	0.0238095	6	3
C20orf24	KDpooled_vs_matchedreps	15.9822	15.7883	0.193892	3.87906	6.00825	0.000681944	0.0888116	0.0238095	6	3
MNT	KDpooled_vs_matchedreps	12.3999	12.0916	0.30828	3.59689	5.91988	0.000682656	0.0888116	0.0238095	6	3
TGDS	KDpooled_vs_matchedreps	11.7712	11.5558	0.215375	3.78678	5.91183	0.000683446	0.0888116	0.0238095	6	3
OXA1L	KDpooled_vs_matchedreps	11.7014	11.9447	-0.243295	-4.14719	-7.13944	0.000685045	0.0888116	0.0238095	6	3
PPP1CB	KDpooled_vs_matchedreps	12.6918	13.1609	-0.469047	-3.82831	-5.95175	0.000687976	0.0888116	0.0238095	6	3
ITFG3	KDpooled_vs_matchedreps	12.5683	12.2974	0.270907	4.8326	7.12925	0.00070082	0.0888116	0.0238095	6	3
KIAA0174	KDpooled_vs_matchedreps	13.784	13.5557	0.228258	3.56266	5.75164	0.000703933	0.0888116	0.0238095	6	3
C12orf52	KDpooled_vs_matchedreps	11.9399	11.6641	0.275815	3.5629	5.73852	0.000709562	0.0888116	0.0238095	6	3
LASS6	KDpooled_vs_matchedreps	12.6094	12.2014	0.407987	3.94714	6.06785	0.000715651	0.0888116	0.0238095	6	3
HSPG2	KDpooled_vs_matchedreps	7.43542	7.63965	-0.204227	-5.92012	-8.46661	0.000718226	0.0888116	0.0238095	6	3
DTL	KDpooled_vs_matchedreps	11.202	11.5385	-0.336522	-3.60108	-5.97624	0.000722915	0.0888116	0.0238095	6	3
ZNF107	KDpooled_vs_matchedreps	10.3938	9.89131	0.502532	4.08082	6.2172	0.000723165	0.0888116	0.0238095	6	3
C6orf170	KDpooled_vs_matchedreps	6.98363	6.74603	0.237605	3.6581	5.76405	0.000731794	0.0888116	0.0238095	6	3
ABCD4	KDpooled_vs_matchedreps	11.1098	10.7178	0.39199	4.534	6.75297	0.000734799	0.0888116	0.0238095	6	3
PSMC2	KDpooled_vs_matchedreps	14.5575	15.0237	-0.466203	-3.65047	-6.10975	0.000739381	0.0888116	0.0238095	6	3
ZNF676	KDpooled_vs_matchedreps	7.7975	7.2988	0.498692	3.85331	5.95326	0.000742324	0.0888116	0.0238095	6	3
PNKD	KDpooled_vs_matchedreps	13.7656	14.0217	-0.256007	-3.84837	-5.93985	0.000761608	0.089086	0.0238095	6	3
C9orf78	KDpooled_vs_matchedreps	12.3585	12.1201	0.238397	3.54307	5.85242	0.000761877	0.089086	0.0238095	6	3
TMPO	KDpooled_vs_matchedreps	9.59388	9.81019	-0.216305	-3.60341	-5.70001	0.000762963	0.089086	0.0238095	6	3
SELENBP1	KDpooled_vs_matchedreps	9.73032	9.27518	0.455143	3.50809	5.72388	0.000764473	0.089086	0.0238095	6	3
C3orf34	KDpooled_vs_matchedreps	8.89705	8.31048	0.586572	3.66669	5.74361	0.000782024	0.090473	0.0238095	6	3
PFN4	KDpooled_vs_matchedreps	7.25849	7.01848	0.240005	3.48979	5.68359	0.000786459	0.090473	0.0238095	6	3
AZIN1	KDpooled_vs_matchedreps	11.463	11.8267	-0.36372	-3.51173	-5.62145	0.000798353	0.0908584	0.0238095	6	3
HIST1H1C	KDpooled_vs_matchedreps	14.8513	14.1705	0.680745	3.49886	5.762	0.00080264	0.0908584	0.0238095	6	3
SUV420H1	KDpooled_vs_matchedreps	9.99333	10.7333	-0.73993	-3.68341	-6.21827	0.000804998	0.0908584	0.0238095	6	3
RNF157	KDpooled_vs_matchedreps	8.18839	8.54162	-0.353237	-3.48167	-5.73274	0.000824728	0.0920215	0.0238095	6	3
PCK2	KDpooled_vs_matchedreps	13.6621	13.317	0.34507	4.95495	7.23839	0.000825558	0.0920215	0.0238095	6	3
SUPT7L	KDpooled_vs_matchedreps	13.0917	12.9002	0.191435	3.49973	5.58133	0.000837016	0.0927228	0.0238095	6	3
RTN4	KDpooled_vs_matchedreps	13.4615	13.0782	0.383368	3.86112	5.92316	0.000843515	0.0928694	0.0238095	6	3
MTHFD1	KDpooled_vs_matchedreps	13.7395	14.0117	-0.272232	-3.51462	-5.57527	0.000856584	0.0937333	0.0238095	6	3
NT5C2	KDpooled_vs_matchedreps	10.86	10.3889	0.471122	3.46639	5.53473	0.000877016	0.0948204	0.0238095	6	3
F13A1	KDpooled_vs_matchedreps	8.61716	8.01168	0.605478	3.58902	5.62145	0.000885471	0.0948204	0.0238095	6	3
LIMA1	KDpooled_vs_matchedreps	11.0747	11.677	-0.602258	-6.16703	-8.71147	0.000890312	0.0948204	0.0238095	6	3
ZNF208	KDpooled_vs_matchedreps	7.43813	7.0596	0.378537	3.42194	5.51119	0.000899199	0.0948204	0.0238095	6	3
RPL39	KDpooled_vs_matchedreps	16.9979	16.7262	0.271658	3.56268	5.98998	0.000899921	0.0948204	0.0238095	6	3
ZZZ3	KDpooled_vs_matchedreps	9.99838	9.56126	0.437125	3.40619	5.54906	0.000905298	0.0948204	0.0238095	6	3
SERINC1	KDpooled_vs_matchedreps	10.8971	10.5869	0.310232	3.56635	5.58937	0.000910258	0.0948204	0.0238095	6	3
GRB2	KDpooled_vs_matchedreps	13.9576	13.2548	0.702773	9.92556	13.2788	0.000917149	0.0948204	0.0238095	6	3
MAP3K9	KDpooled_vs_matchedreps	9.76741	10.1562	-0.388748	-3.85413	-5.88838	0.000926565	0.0948204	0.0238095	6	3
LOC400236	KDpooled_vs_matchedreps	10.2545	9.72586	0.528625	11.6533	15.3412	0.000928574	0.0948204	0.0238095	6	3
CDADC1	KDpooled_vs_matchedreps	10.7613	9.72045	1.04089	3.93763	6.79341	0.000929794	0.0948204	0.0238095	6	3
SLC27A3	KDpooled_vs_matchedreps	9.63161	9.95393	-0.322323	-3.65893	-6.21398	0.000929923	0.0948204	0.0238095	6	3
CREBL2	KDpooled_vs_matchedreps	10.4896	9.92063	0.568952	5.79111	8.23322	0.000940899	0.0949386	0.0238095	6	3
ONECUT2	KDpooled_vs_matchedreps	10.1809	9.71685	0.464035	3.45299	5.74813	0.000941662	0.0949386	0.0238095	6	3
ATP6V0C	KDpooled_vs_matchedreps	16.5516	16.2637	0.287968	3.51752	5.92004	0.000977731	0.0969382	0.0238095	6	3
RNF38	KDpooled_vs_matchedreps	8.7319	9.21658	-0.484682	-3.74444	-6.41133	0.000983416	0.0969382	0.0238095	6	3
XRCC6BP1	KDpooled_vs_matchedreps	11.5359	11.1529	0.383032	3.39988	5.41806	0.000996422	0.0969382	0.0238095	6	3
OSBPL9	KDpooled_vs_matchedreps	12.8799	12.6871	0.192795	3.80878	6.54822	0.000996851	0.0969382	0.0238095	6	3
GTF2H4	KDpooled_vs_matchedreps	10.2507	10.5569	-0.30617	-3.50783	-5.90846	0.00100419	0.0969382	0.0238095	6	3
APOLD1	KDpooled_vs_matchedreps	8.69102	8.08428	0.606738	3.88589	6.70908	0.00100856	0.0969382	0.0238095	6	3
PABPC4	KDpooled_vs_matchedreps	10.1069	9.40958	0.697325	3.49797	5.88805	0.00100937	0.0969382	0.0238095	6	3
CTBP1	KDpooled_vs_matchedreps	13.2603	12.9999	0.260328	6.12098	8.61785	0.001012	0.0969382	0.0238095	6	3
CBFB	KDpooled_vs_matchedreps	11.9838	12.4439	-0.460153	-4.24124	-6.31923	0.00101362	0.0969382	0.0238095	6	3
C4orf16	KDpooled_vs_matchedreps	9.54524	9.10897	0.436275	3.75255	5.74793	0.0010157	0.0969382	0.0238095	6	3
LOC729760	KDpooled_vs_matchedreps	14.6446	14.4802	0.164448	3.33559	5.43095	0.00102099	0.0969382	0.0238095	6	3
SIRT5	KDpooled_vs_matchedreps	10.5376	10.0571	0.480488	4.38927	6.4933	0.00103058	0.0969382	0.0238095	6	3
CDCA3	KDpooled_vs_matchedreps	11.6054	12.1437	-0.538287	-3.43125	-5.41857	0.00103219	0.0969382	0.0238095	6	3
MTMR9	KDpooled_vs_matchedreps	9.29328	9.01332	0.279953	3.42706	5.74039	0.00105248	0.0969382	0.0238095	6	3
WFS1	KDpooled_vs_matchedreps	12.1926	12.3356	-0.14308	-3.60873	-6.14602	0.00105404	0.0969382	0.0238095	6	3
PPP4C	KDpooled_vs_matchedreps	11.6477	11.9955	-0.347828	-3.33468	-5.49181	0.00105409	0.0969382	0.0238095	6	3
PPP2R5E	KDpooled_vs_matchedreps	13.1012	12.8233	0.27792	3.49787	5.46745	0.00105555	0.0969382	0.0238095	6	3
SPOPL	KDpooled_vs_matchedreps	10.0965	9.25282	0.843685	5.14561	7.40884	0.00105873	0.0969382	0.0238095	6	3
UBAC2	KDpooled_vs_matchedreps	11.2988	11.5947	-0.29588	-3.32694	-5.48563	0.00107473	0.0979041	0.0238095	6	3
DRAM	KDpooled_vs_matchedreps	10.1585	9.34696	0.811567	6.03525	8.49159	0.00108864	0.0984877	0.0238095	6	3
ZCCHC9	KDpooled_vs_matchedreps	11.7042	11.5669	0.137248	5.30018	7.59009	0.00109211	0.0984877	0.0238095	6	3
BAIAP2L1	KDpooled_vs_matchedreps	9.58206	9.93129	-0.349232	-3.31342	-5.30038	0.00112413	0.100869	0.0238095	6	3
DAZAP2	KDpooled_vs_matchedreps	14.7036	14.485	0.21858	3.35441	5.31581	0.00113248	0.100955	0.0275319	6	3
