gene_short_name	note	MCF7_KO	MCF7_WT	T47D_KO	T47D_WT	log2FC_T47D_KO_vs_WT	log2FC_MCF7_KO_vs_WT	log2FC_mean_bothlines	same_direction_both_lines
KDM2A	group-mean FPKM only; no per-replicate data in GEO	15.1586	16.8408	9.84874	9.69331	0.0218325	-0.147215	-0.0626914	False
RNF220	group-mean FPKM only; no per-replicate data in GEO	19.4861	20.6297	26.6743	27.5368	-0.0450788	-0.0802753	-0.0626771	True
MBNL2	group-mean FPKM only; no per-replicate data in GEO	14.7084	24.8613	30.0575	19.4874	0.612436	-0.73776	-0.0626623	False
B4GALT7	group-mean FPKM only; no per-replicate data in GEO	9.32992	8.61785	9.71388	11.5107	-0.233789	0.108486	-0.0626516	False
USP48	group-mean FPKM only; no per-replicate data in GEO	42.213	49.3444	55.1746	51.5349	0.0975397	-0.222756	-0.0626082	False
NXT1	group-mean FPKM only; no per-replicate data in GEO	27.9842	30.4149	26.7311	26.8639	-0.0070186	-0.11814	-0.0625795	True
PLCD3	group-mean FPKM only; no per-replicate data in GEO	5.89436	4.42898	2.24535	3.38354	-0.500382	0.375511	-0.0624357	False
GRIP1	group-mean FPKM only; no per-replicate data in GEO	5.38826	6.48679	5.25009	4.78402	0.121949	-0.246788	-0.0624199	False
LRRC45	group-mean FPKM only; no per-replicate data in GEO	9.57844	9.10228	7.60776	8.77524	-0.194081	0.0698234	-0.0621289	False
VKORC1L1	group-mean FPKM only; no per-replicate data in GEO	5.52169	5.84582	5.71499	5.9278	-0.048573	-0.0756382	-0.0621056	True
FUT10	group-mean FPKM only; no per-replicate data in GEO	6.1617	5.03834	11.4826	15.2088	-0.390632	0.266437	-0.0620976	False
NIT1	group-mean FPKM only; no per-replicate data in GEO	17.097	19.9894	17.3048	16.1657	0.0953843	-0.219548	-0.062082	False
STAP2	group-mean FPKM only; no per-replicate data in GEO	22.4006	20.0959	35.0776	42.6137	-0.277177	0.153028	-0.0620745	False
TAZ	group-mean FPKM only; no per-replicate data in GEO	7.48468	5.68731	6.54551	9.40804	-0.491896	0.367922	-0.0619866	False
POGLUT1	group-mean FPKM only; no per-replicate data in GEO	4.8313	5.6894	6.87058	6.41833	0.0913543	-0.215312	-0.0619789	False
EEA1	group-mean FPKM only; no per-replicate data in GEO	16.6248	17.21	14.644	15.4572	-0.0754612	-0.0484771	-0.0619691	True
ZZZ3	group-mean FPKM only; no per-replicate data in GEO	15.6345	18.6081	22.7302	20.8715	0.120313	-0.244035	-0.061861	False
NOLC1	group-mean FPKM only; no per-replicate data in GEO	43.9575	45.1685	33.8895	35.9731	-0.0848647	-0.0387726	-0.0618186	True
RPL30	group-mean FPKM only; no per-replicate data in GEO	1733.35	1657	2056.39	2343.41	-0.188453	0.0649702	-0.0617412	False
CTSB	group-mean FPKM only; no per-replicate data in GEO	20.0722	22.7124	28.4814	27.478	0.0508345	-0.1742	-0.0616826	False
SEMA6D	group-mean FPKM only; no per-replicate data in GEO	3.47442	5.22758	0.520032	0.270947	0.403911	-0.527181	-0.0616353	False
MAP4	group-mean FPKM only; no per-replicate data in GEO	12.5229	13.9172	9.92357	9.75525	0.0234868	-0.14674	-0.0616267	False
NENF	group-mean FPKM only; no per-replicate data in GEO	41.5025	34.2554	73.4386	96.8233	-0.396458	0.273238	-0.0616097	False
TAPT1-AS1	group-mean FPKM only; no per-replicate data in GEO	2.3221	1.32839	1.71434	3.22186	-0.749147	0.626195	-0.0614759	False
THAP10	group-mean FPKM only; no per-replicate data in GEO	2.26141	2.52103	4.2376	4.21567	0.00669363	-0.129635	-0.0614709	False
MPLKIP	group-mean FPKM only; no per-replicate data in GEO	12.222	11.9034	23.059	25.8099	-0.159327	0.0365898	-0.0613688	False
STK10	group-mean FPKM only; no per-replicate data in GEO	5.37811	5.66046	6.04856	6.30241	-0.0548683	-0.0676857	-0.061277	True
HSCB	group-mean FPKM only; no per-replicate data in GEO	11.9953	12.4599	27.7691	29.1686	-0.0697109	-0.052669	-0.06119	True
MAP3K1	group-mean FPKM only; no per-replicate data in GEO	10.29	12.7858	14.8086	13.0325	0.177914	-0.30019	-0.0611381	False
CCPG1,DYX1C1,DYX1C1-CCPG1	group-mean FPKM only; no per-replicate data in GEO	40.6684	44.6417	43.5062	43.1822	0.0106613	-0.132923	-0.061131	False
TMEM115	group-mean FPKM only; no per-replicate data in GEO	10.9289	12.0273	10.0045	9.93051	0.0101978	-0.132389	-0.0610956	False
PIK3R2	group-mean FPKM only; no per-replicate data in GEO	10.6946	12.1187	11.1666	10.7644	0.0506137	-0.17276	-0.0610733	False
ERCC1	group-mean FPKM only; no per-replicate data in GEO	23.1544	24.0703	28.4587	29.837	-0.0670816	-0.0548069	-0.0609442	True
SGCG	group-mean FPKM only; no per-replicate data in GEO	9.2815	24.1268	89.7189	38.4874	1.21042	-1.3321	-0.0608399	False
KCTD9	group-mean FPKM only; no per-replicate data in GEO	18.7599	19.7461	37.3381	38.6529	-0.0492795	-0.0720438	-0.0606617	True
HIP1R	group-mean FPKM only; no per-replicate data in GEO	13.5532	13.3148	10.7062	11.8992	-0.14595	0.024684	-0.0606329	False
SPATA2L	group-mean FPKM only; no per-replicate data in GEO	14.0223	14.1144	9.76433	10.5938	-0.112114	-0.00912064	-0.0606174	True
DNAL4	group-mean FPKM only; no per-replicate data in GEO	12.4368	11.3969	8.62503	10.2923	-0.242101	0.120895	-0.060603	False
ZSCAN29	group-mean FPKM only; no per-replicate data in GEO	4.50811	4.37824	3.37218	3.82343	-0.15903	0.0379055	-0.0605624	False
NIN	group-mean FPKM only; no per-replicate data in GEO	18.3767	20.818	17.1802	16.5252	0.0544628	-0.175466	-0.0605013	False
PRKCD	group-mean FPKM only; no per-replicate data in GEO	11.0012	12.7218	23.889	22.5706	0.0801751	-0.201134	-0.0604796	False
PSEN1	group-mean FPKM only; no per-replicate data in GEO	11.9245	13.5462	14.0884	13.5317	0.0561319	-0.176992	-0.0604301	False
C16orf62	group-mean FPKM only; no per-replicate data in GEO	3.54443	3.90726	1.32286	1.31879	0.00322479	-0.123946	-0.0603604	False
AGK	group-mean FPKM only; no per-replicate data in GEO	7.72771	7.12273	6.90768	8.19322	-0.230869	0.110183	-0.0603429	False
CDKN2B-AS1,MTAP	group-mean FPKM only; no per-replicate data in GEO	14.1934	18.0208	37.8018	32.5368	0.213338	-0.333978	-0.06032	False
ZNF630	group-mean FPKM only; no per-replicate data in GEO	2.61193	3.16479	3.8068	3.47598	0.115306	-0.235921	-0.0603075	False
MALAT1	group-mean FPKM only; no per-replicate data in GEO	778.423	997.708	1327.59	1126.15	0.237314	-0.35786	-0.0602731	False
SETD9	group-mean FPKM only; no per-replicate data in GEO	12.4038	12.5021	19.5758	21.1601	-0.109582	-0.0109487	-0.0602655	True
VWA9	group-mean FPKM only; no per-replicate data in GEO	30.7351	31.5856	53.2623	56.3965	-0.081745	-0.0387578	-0.0602514	True
NAV1	group-mean FPKM only; no per-replicate data in GEO	2.52879	2.01735	2.23215	3.07344	-0.387277	0.266836	-0.0602206	False
SMUG1	group-mean FPKM only; no per-replicate data in GEO	17.6054	15.6799	12.4106	15.2044	-0.282613	0.162217	-0.0601977	False
DDX39A	group-mean FPKM only; no per-replicate data in GEO	70.6634	85.9878	111.44	99.6195	0.161003	-0.281361	-0.0601793	False
COX6B1	group-mean FPKM only; no per-replicate data in GEO	448.227	478.884	564.784	574.65	-0.0249624	-0.0953438	-0.0601531	True
GSTT1	group-mean FPKM only; no per-replicate data in GEO	15.4368	12.5611	7.81111	10.5222	-0.407299	0.287086	-0.0601068	False
BBS2	group-mean FPKM only; no per-replicate data in GEO	15.8948	16.0946	15.0434	16.1904	-0.102716	-0.0174756	-0.060096	True
HEMK1	group-mean FPKM only; no per-replicate data in GEO	7.61702	7.48233	10.9039	12.1036	-0.144309	0.0241402	-0.0600842	False
ABCD4	group-mean FPKM only; no per-replicate data in GEO	5.16701	5.31943	5.33752	5.67787	-0.0817539	-0.0382901	-0.060022	True
CCM2	group-mean FPKM only; no per-replicate data in GEO	10.1003	9.12426	6.47951	7.85295	-0.25916	0.139358	-0.0599012	False
EXO5	group-mean FPKM only; no per-replicate data in GEO	3.71971	4.35925	4.96931	4.66042	0.0838703	-0.20359	-0.0598597	False
RBM39	group-mean FPKM only; no per-replicate data in GEO	65.0432	73.4882	153.994	148.2	0.0551462	-0.174849	-0.0598515	False
POLE4	group-mean FPKM only; no per-replicate data in GEO	46.9398	45.4243	41.4609	46.5936	-0.166485	0.0468402	-0.0598226	False
NDUFA12	group-mean FPKM only; no per-replicate data in GEO	149.441	159.339	99.6872	101.606	-0.0273694	-0.0922245	-0.059797	True
TTLL5	group-mean FPKM only; no per-replicate data in GEO	13.614	14.836	11.4051	11.4033	0.000218146	-0.119795	-0.0597886	False
CCNK	group-mean FPKM only; no per-replicate data in GEO	14.4631	13.6681	9.08259	10.4946	-0.198308	0.0787628	-0.0597724	False
ATF5,MIR4751	group-mean FPKM only; no per-replicate data in GEO	10.5342	12.8067	13.4323	12.0503	0.150712	-0.270171	-0.0597296	False
SEC23IP	group-mean FPKM only; no per-replicate data in GEO	17.3815	19.4194	13.1154	12.7774	0.0362667	-0.155706	-0.0597199	False
RUFY2	group-mean FPKM only; no per-replicate data in GEO	9.95241	10.6323	8.92776	9.11591	-0.0285084	-0.0909161	-0.0597122	True
MELK	group-mean FPKM only; no per-replicate data in GEO	30.5665	33.3873	65.9785	65.7034	0.00598252	-0.125385	-0.0597012	False
ARHGAP35	group-mean FPKM only; no per-replicate data in GEO	14.0579	15.6433	9.34704	9.14531	0.0298625	-0.149133	-0.0596354	False
TMEM9B	group-mean FPKM only; no per-replicate data in GEO	18.5327	21.5881	22.3435	20.8791	0.0955826	-0.214789	-0.0596032	False
PDLIM2	group-mean FPKM only; no per-replicate data in GEO	4.33099	4.01165	12.5791	14.7108	-0.217833	0.0986637	-0.0595845	False
RPL14	group-mean FPKM only; no per-replicate data in GEO	702.008	687.812	865.75	959.636	-0.148455	0.029452	-0.0595017	False
TMBIM6	group-mean FPKM only; no per-replicate data in GEO	839.656	943.099	777.862	752.058	0.0486385	-0.167517	-0.0594391	False
AGPAT2	group-mean FPKM only; no per-replicate data in GEO	14.6113	19.0209	28.7079	24.0514	0.250553	-0.369392	-0.0594192	False
SIDT2,TAGLN	group-mean FPKM only; no per-replicate data in GEO	4.64644	4.41759	4.15053	4.7845	-0.184372	0.0656234	-0.0593742	False
MAN2B2	group-mean FPKM only; no per-replicate data in GEO	5.80389	5.36156	3.25688	3.88656	-0.223555	0.104958	-0.0592986	False
COX7B	group-mean FPKM only; no per-replicate data in GEO	232.651	248.198	322.819	328.56	-0.0253924	-0.0931303	-0.0592613	True
ABI1	group-mean FPKM only; no per-replicate data in GEO	32.337	34.7578	26.4575	26.7542	-0.0157919	-0.10262	-0.059206	True
FAM83A	group-mean FPKM only; no per-replicate data in GEO	3.27314	5.03948	3.05226	2.12636	0.435672	-0.553985	-0.0591562	False
WAC	group-mean FPKM only; no per-replicate data in GEO	73.5314	76.8257	47.5377	49.4206	-0.0554682	-0.0628107	-0.0591394	True
WIPI2	group-mean FPKM only; no per-replicate data in GEO	14.7341	14.9502	10.9418	11.7456	-0.0979494	-0.0203212	-0.0591353	True
TMLHE	group-mean FPKM only; no per-replicate data in GEO	13.2216	13.6252	19.1869	20.2574	-0.0763898	-0.0418226	-0.0591062	True
ARID4A	group-mean FPKM only; no per-replicate data in GEO	12.1738	14.2064	14.9101	13.9125	0.0965556	-0.214595	-0.0590197	False
REEP1	group-mean FPKM only; no per-replicate data in GEO	6.61362	5.44343	5.07029	6.7353	-0.3773	0.259288	-0.0590061	False
UHRF1BP1	group-mean FPKM only; no per-replicate data in GEO	6.03114	6.4216	4.35703	4.4728	-0.033984	-0.0837707	-0.0588774	True
CHEK1	group-mean FPKM only; no per-replicate data in GEO	39.197	35.231	46.3097	55.9242	-0.269507	0.151854	-0.0588264	False
MRPS30	group-mean FPKM only; no per-replicate data in GEO	12.986	14.7913	15.2557	14.5752	0.0636967	-0.181249	-0.0587759	False
PERP	group-mean FPKM only; no per-replicate data in GEO	67.582	56.3538	79.8271	103.851	-0.377486	0.260017	-0.0587345	False
C12orf49	group-mean FPKM only; no per-replicate data in GEO	15.2432	17.0215	11.1581	10.8634	0.0369381	-0.154397	-0.0587297	False
AQR	group-mean FPKM only; no per-replicate data in GEO	10.3328	11.7291	14.0463	13.4784	0.057453	-0.174912	-0.0587295	False
TMEM191B	group-mean FPKM only; no per-replicate data in GEO	4.22328	5.22211	5.94216	5.26773	0.159541	-0.276758	-0.0586087	False
RPS14	group-mean FPKM only; no per-replicate data in GEO	569.832	569.546	966.173	1048.48	-0.117887	0.000723639	-0.0585818	False
ZNF689	group-mean FPKM only; no per-replicate data in GEO	4.71989	5.63553	4.01526	3.66608	0.116119	-0.233169	-0.058525	False
ADAM10	group-mean FPKM only; no per-replicate data in GEO	14.3054	14.2777	14.6396	15.9495	-0.119717	0.00270172	-0.0585075	False
ENO3	group-mean FPKM only; no per-replicate data in GEO	1.87191	2.26072	4.47449	4.13495	0.101995	-0.218995	-0.0585002	False
PAXIP1-AS1	group-mean FPKM only; no per-replicate data in GEO	7.04179	6.78449	5.79387	6.56637	-0.167022	0.050079	-0.0584715	False
NTN3	group-mean FPKM only; no per-replicate data in GEO	1.27854	1.29949	0.444697	0.512401	-0.0998573	-0.0168947	-0.058376	True
SH3PXD2B	group-mean FPKM only; no per-replicate data in GEO	1.9	1.74576	0.944743	1.17386	-0.212366	0.0958306	-0.0582677	False
SLC35B2	group-mean FPKM only; no per-replicate data in GEO	59.9413	59.0863	35.9197	39.5482	-0.137018	0.020554	-0.0582322	False
COX4I1	group-mean FPKM only; no per-replicate data in GEO	525.691	567.826	706.461	709.065	-0.00530422	-0.111132	-0.0582182	True
GUSBP1	group-mean FPKM only; no per-replicate data in GEO	5.45074	5.83853	6.70945	6.83663	-0.0252283	-0.0910792	-0.0581538	True
VTI1B	group-mean FPKM only; no per-replicate data in GEO	178.29	187.653	176.825	182.146	-0.0426542	-0.0736402	-0.0581472	True
ZCCHC2	group-mean FPKM only; no per-replicate data in GEO	10.039	10.4962	6.12389	6.381	-0.0549395	-0.0612671	-0.0581033	True
CXorf40A	group-mean FPKM only; no per-replicate data in GEO	8.54465	8.42572	3.26922	3.63967	-0.13525	0.0190961	-0.0580768	False
ZNF675	group-mean FPKM only; no per-replicate data in GEO	41.1047	55.6851	55.775	44.6605	0.317433	-0.433441	-0.0580042	False
ATF4	group-mean FPKM only; no per-replicate data in GEO	128.446	145.232	110.142	105.594	0.0605561	-0.176551	-0.0579973	False
HMGN2	group-mean FPKM only; no per-replicate data in GEO	274.633	294.003	238.741	241.712	-0.0178057	-0.0981531	-0.0579794	True
NDUFS3	group-mean FPKM only; no per-replicate data in GEO	117.923	120.44	156.224	165.794	-0.08551	-0.0303422	-0.0579261	True
C1orf174	group-mean FPKM only; no per-replicate data in GEO	11.2924	13.0271	11.3486	10.692	0.0822487	-0.197995	-0.0578732	False
TRMT61A	group-mean FPKM only; no per-replicate data in GEO	6.70972	7.21583	4.90111	4.9683	-0.0178365	-0.0978781	-0.0578573	True
GPR160	group-mean FPKM only; no per-replicate data in GEO	12.8319	13.465	26.0303	26.9419	-0.0487394	-0.0669332	-0.0578363	True
CIT	group-mean FPKM only; no per-replicate data in GEO	8.63723	9.039	5.07415	5.28494	-0.0535502	-0.0620812	-0.0578157	True
C16orf58	group-mean FPKM only; no per-replicate data in GEO	46.7625	39.0696	33.7153	43.7684	-0.371636	0.256303	-0.0576661	False
C19orf52	group-mean FPKM only; no per-replicate data in GEO	9.09249	9.15411	12.029	12.9849	-0.106074	-0.00923791	-0.0576557	True
RPL12	group-mean FPKM only; no per-replicate data in GEO	417.165	382.679	723.883	854.75	-0.239594	0.124328	-0.0576329	False
APITD1,APITD1-CORT	group-mean FPKM only; no per-replicate data in GEO	32.8364	35.0613	25.8115	26.2165	-0.0220375	-0.0932097	-0.0576236	True
C5orf51	group-mean FPKM only; no per-replicate data in GEO	19.1128	22.4834	16.3599	15.081	0.113808	-0.228797	-0.0574943	False
RCBTB1	group-mean FPKM only; no per-replicate data in GEO	5.20455	6.46627	7.72189	6.791	0.173353	-0.288273	-0.05746	False
C1orf131	group-mean FPKM only; no per-replicate data in GEO	14.9173	15.5212	20.5694	21.4533	-0.0592886	-0.0554321	-0.0573603	True
AASDHPPT	group-mean FPKM only; no per-replicate data in GEO	20.4694	37.8496	93.4215	55.0961	0.756472	-0.870926	-0.0572271	False
IRAK4	group-mean FPKM only; no per-replicate data in GEO	16.9257	11.995	11.1397	17.0731	-0.594315	0.479866	-0.0572246	False
RPP30	group-mean FPKM only; no per-replicate data in GEO	41.0905	43.7835	35.4792	36.0807	-0.0239196	-0.0905152	-0.0572174	True
COPA	group-mean FPKM only; no per-replicate data in GEO	29.5142	36.344	33.6588	29.6237	0.181358	-0.295784	-0.0572131	False
RPS25	group-mean FPKM only; no per-replicate data in GEO	1578.16	1512.84	2488.05	2809.54	-0.175285	0.0609643	-0.0571605	False
CUL4B	group-mean FPKM only; no per-replicate data in GEO	17.6165	20.4282	25.283	23.6588	0.0938713	-0.208144	-0.0571363	False
CSNK1A1	group-mean FPKM only; no per-replicate data in GEO	100.46	113.276	122.551	117.688	0.0581728	-0.172412	-0.0571198	False
PIGB	group-mean FPKM only; no per-replicate data in GEO	11.1229	11.0796	15.9248	17.3426	-0.11945	0.00538466	-0.0570327	False
ACAD9	group-mean FPKM only; no per-replicate data in GEO	22.9871	25.8104	18.654	18.0043	0.0497851	-0.163765	-0.0569897	False
MMP9	group-mean FPKM only; no per-replicate data in GEO	3.52131	4.47409	4.46519	3.84407	0.192802	-0.306767	-0.0569827	False
COX8A	group-mean FPKM only; no per-replicate data in GEO	746.405	778.062	839.432	871.371	-0.0538422	-0.0598872	-0.0568647	True
CRAT	group-mean FPKM only; no per-replicate data in GEO	33.138	18.024	4.50917	9.34121	-0.974264	0.860696	-0.0567839	False
LOC646762	group-mean FPKM only; no per-replicate data in GEO	1.4749	1.39104	1.54731	1.81283	-0.17593	0.0625997	-0.056665	False
STX12	group-mean FPKM only; no per-replicate data in GEO	14.3913	17.2309	19.0498	17.2604	0.13849	-0.251796	-0.0566531	False
ZBTB5	group-mean FPKM only; no per-replicate data in GEO	4.43093	4.84018	7.95772	7.94693	0.0018417	-0.115029	-0.0565934	False
YTHDF2	group-mean FPKM only; no per-replicate data in GEO	23.0991	27.324	30.0152	27.4928	0.124472	-0.237598	-0.0565629	False
ANKHD1,ANKHD1-EIF4EBP3	group-mean FPKM only; no per-replicate data in GEO	14.1135	14.7829	12.5346	12.9802	-0.0484956	-0.0646166	-0.0565561	True
FAM222B	group-mean FPKM only; no per-replicate data in GEO	5.31714	5.05738	3.73369	4.2928	-0.178953	0.0659051	-0.056524	False
DHX9	group-mean FPKM only; no per-replicate data in GEO	79.9042	97.0097	116.574	103.9	0.165299	-0.278275	-0.0564879	False
CISD1	group-mean FPKM only; no per-replicate data in GEO	11.7137	10.765	8.83481	10.4436	-0.229395	0.116653	-0.0563709	False
USPL1	group-mean FPKM only; no per-replicate data in GEO	7.06526	8.00177	10.5622	10.1434	0.0556792	-0.168374	-0.0563472	False
RNF146	group-mean FPKM only; no per-replicate data in GEO	15.3632	18.6914	18.4039	16.395	0.162088	-0.274776	-0.0563443	False
GCN1L1	group-mean FPKM only; no per-replicate data in GEO	21.1936	24.9665	14.54	13.3526	0.118648	-0.231331	-0.0563417	False
DDX54	group-mean FPKM only; no per-replicate data in GEO	27.5565	27.3171	20.1924	22.0657	-0.125031	0.012363	-0.0563338	False
PGRMC2	group-mean FPKM only; no per-replicate data in GEO	9.27891	10.324	10.0742	9.82757	0.0340477	-0.146488	-0.0562202	False
ELL	group-mean FPKM only; no per-replicate data in GEO	3.146	2.59956	2.4496	3.25077	-0.346667	0.234251	-0.0562082	False
PTEN	group-mean FPKM only; no per-replicate data in GEO	48.0212	41.8992	39.8441	49.4065	-0.30687	0.194578	-0.0561459	False
SC5D	group-mean FPKM only; no per-replicate data in GEO	14.3808	15.8502	15.7327	15.4692	0.0236109	-0.135856	-0.0561226	False
BCL2L15	group-mean FPKM only; no per-replicate data in GEO	6.02206	5.58624	3.06276	3.62674	-0.212007	0.0997765	-0.0561154	False
STX18	group-mean FPKM only; no per-replicate data in GEO	17.7958	18.4319	21.5287	22.5103	-0.0628954	-0.0493067	-0.0561011	True
GSPT1	group-mean FPKM only; no per-replicate data in GEO	106.271	124.168	89.2248	82.5545	0.111448	-0.223571	-0.0560614	False
PLEKHA7	group-mean FPKM only; no per-replicate data in GEO	5.06191	4.74628	4.11212	4.78465	-0.196378	0.0842856	-0.0560461	False
APLP2	group-mean FPKM only; no per-replicate data in GEO	123.961	138.496	105.852	102.424	0.0472677	-0.15935	-0.0560409	False
OTUD1	group-mean FPKM only; no per-replicate data in GEO	5.21622	4.87171	2.92966	3.44442	-0.201748	0.08968	-0.0560338	False
SEPT4-AS1	group-mean FPKM only; no per-replicate data in GEO	2.58313	1.89152	1.82559	2.74027	-0.478517	0.366468	-0.0560247	False
PLA2G4C	group-mean FPKM only; no per-replicate data in GEO	2.4718	1.72691	0.180887	0.481979	-0.528277	0.416294	-0.0559915	False
XKR8	group-mean FPKM only; no per-replicate data in GEO	2.93058	2.88024	3.04078	3.3834	-0.133253	0.0213268	-0.0559631	False
