gene	contrast	mean_KD	mean_CTRL	log2FC	cohens_d	t_stat	p_welch	q_welch_BH	p_mannwhitney	n_a	n_b
C17orf56	KDpooled_vs_mock	13.3875	13.105	0.282518	15.278	21.9658	9.36735e-06	0.00294435	0.0238095	6	3
KPNA4	KDpooled_vs_mock	13.7348	13.0078	0.726923	7.44503	11.6755	9.38714e-06	0.00294435	0.0238095	6	3
AP1B1	KDpooled_vs_mock	8.95009	9.4839	-0.533808	-7.38814	-11.601	9.57677e-06	0.00294435	0.0238095	6	3
ADRA2C	KDpooled_vs_mock	15.7672	15.2702	0.497047	7.29459	12.0723	9.67997e-06	0.00294435	0.0238095	6	3
MCM2	KDpooled_vs_mock	13.8774	14.4359	-0.5585	-6.90501	-11.0943	1.07649e-05	0.00321977	0.0238095	6	3
LRRC37B	KDpooled_vs_mock	10.2474	9.92482	0.322548	7.54786	11.7152	1.1406e-05	0.00330844	0.0238095	6	3
IER2	KDpooled_vs_mock	16.4401	15.6845	0.755612	6.82614	10.9952	1.15062e-05	0.00330844	0.0238095	6	3
RRAGC	KDpooled_vs_mock	12.9091	12.1586	0.750443	7.09479	11.745	1.16144e-05	0.00330844	0.0238095	6	3
ANKRD13C	KDpooled_vs_mock	8.97452	8.06743	0.907088	7.193	11.9738	1.22117e-05	0.00342423	0.0238095	6	3
KIF5B	KDpooled_vs_mock	10.0856	9.37259	0.713002	7.00999	11.0262	1.29906e-05	0.00353322	0.0238095	6	3
UBE2T	KDpooled_vs_mock	13.567	14.1428	-0.575817	-7.0053	-11.021	1.29941e-05	0.00353322	0.0238095	6	3
PAPOLA	KDpooled_vs_mock	13.8808	13.383	0.497805	6.67282	10.7537	1.33625e-05	0.00357914	0.0238095	6	3
AK5	KDpooled_vs_mock	8.07215	7.09425	0.977892	7.20094	11.2236	1.36475e-05	0.00358394	0.0238095	6	3
PLEKHM1	KDpooled_vs_mock	12.9539	12.1255	0.828448	6.82871	11.2642	1.37798e-05	0.00358394	0.0238095	6	3
BIRC3	KDpooled_vs_mock	10.9556	9.23888	1.71674	7.19219	12.0441	1.45604e-05	0.00371587	0.0238095	6	3
CIR	KDpooled_vs_mock	11.3412	10.8461	0.495163	6.8387	11.3251	1.47608e-05	0.00371587	0.0238095	6	3
FLJ13744	KDpooled_vs_mock	6.8331	6.55421	0.278883	8.79145	15.1266	1.53545e-05	0.00371587	0.0238095	6	3
DUSP1	KDpooled_vs_mock	10.2247	8.9985	1.22616	7.25239	12.186	1.54901e-05	0.00371587	0.0238095	6	3
NCRNA00084	KDpooled_vs_mock	12.8605	11.8306	1.0299	8.29578	14.199	1.58513e-05	0.00371587	0.0238095	6	3
OVCA2	KDpooled_vs_mock	14.7492	14.3667	0.382518	6.55887	10.462	1.60517e-05	0.00371587	0.0238095	6	3
CCDC132	KDpooled_vs_mock	9.30657	8.64549	0.661072	6.48629	10.5577	1.63887e-05	0.00371587	0.0238095	6	3
GPRC5C	KDpooled_vs_mock	14.1737	12.8897	1.28399	7.82476	13.3147	1.65249e-05	0.00371587	0.0238095	6	3
DUSP18	KDpooled_vs_mock	9.21369	8.53812	0.675567	6.68195	11.0491	1.65715e-05	0.00371587	0.0238095	6	3
FGFR1	KDpooled_vs_mock	11.0397	10.1499	0.889772	6.89169	11.4929	1.66953e-05	0.00371587	0.0238095	6	3
PLEKHB2	KDpooled_vs_mock	13.4785	12.8781	0.600413	6.45172	10.4667	1.67261e-05	0.00371587	0.0238095	6	3
C4orf34	KDpooled_vs_mock	9.56628	9.11059	0.45569	7.1688	11.1026	1.68793e-05	0.00371587	0.0238095	6	3
RIC8A	KDpooled_vs_mock	14.9841	14.6952	0.288868	11.465	16.7111	1.70879e-05	0.00371587	0.0238095	6	3
ZNF57	KDpooled_vs_mock	10.0299	8.81197	1.21796	7.10061	11.0124	1.71858e-05	0.00371587	0.0238095	6	3
ADM	KDpooled_vs_mock	13.255	12.049	1.20597	6.85154	11.4301	1.74757e-05	0.00372226	0.0238095	6	3
LOC729484	KDpooled_vs_mock	16.7886	16.59	0.198668	6.47011	10.3169	1.76302e-05	0.00372226	0.0238095	6	3
CLIP4	KDpooled_vs_mock	7.92986	6.60298	1.32688	8.68702	14.9763	1.81618e-05	0.0037899	0.0238095	6	3
GADD45G	KDpooled_vs_mock	9.25598	7.96824	1.28774	7.27152	12.2896	1.88582e-05	0.00382645	0.0238095	6	3
DCUN1D3	KDpooled_vs_mock	12.1809	11.4259	0.755037	7.52196	12.7755	1.89756e-05	0.00382645	0.0238095	6	3
PTPRH	KDpooled_vs_mock	9.10752	8.15561	0.951905	6.58698	10.9167	1.89939e-05	0.00382645	0.0238095	6	3
IFI27L2	KDpooled_vs_mock	13.2443	12.8917	0.352612	6.31485	10.1505	1.94297e-05	0.00382645	0.0238095	6	3
USP25	KDpooled_vs_mock	10.8722	10.2448	0.627407	8.21421	14.1035	1.95591e-05	0.00382645	0.0238095	6	3
CHGB	KDpooled_vs_mock	9.08947	7.62798	1.46149	6.4077	10.5437	1.98614e-05	0.00382645	0.0238095	6	3
ZNF555	KDpooled_vs_mock	10.6477	8.95048	1.69718	8.91765	15.4363	1.99408e-05	0.00382645	0.0238095	6	3
HAGH	KDpooled_vs_mock	12.2209	12.6042	-0.383312	-6.29208	-10.1	2.00427e-05	0.00382645	0.0238095	6	3
DAZAP2	KDpooled_vs_mock	14.7036	14.2979	0.405757	6.29698	10.056	2.07562e-05	0.00389408	0.0275319	6	3
MKNK2	KDpooled_vs_mock	16.2629	14.8452	1.41769	7.15554	12.0959	2.08309e-05	0.00389408	0.0238095	6	3
ZNF77	KDpooled_vs_mock	11.0667	9.32215	1.74454	8.62063	14.8945	2.12834e-05	0.00393766	0.0238095	6	3
RAB18	KDpooled_vs_mock	12.3757	12.0472	0.328577	6.72922	10.4748	2.17661e-05	0.00398586	0.0238095	6	3
STX3	KDpooled_vs_mock	11.2166	10.1586	1.05795	6.3888	10.5702	2.22179e-05	0.00400121	0.0238095	6	3
EIF4A2	KDpooled_vs_mock	14.6064	14.0044	0.60193	6.31426	10.0054	2.24844e-05	0.00400121	0.0238095	6	3
MOSPD1	KDpooled_vs_mock	12.1423	11.2014	0.940882	6.37835	10.0663	2.25188e-05	0.00400121	0.0238095	6	3
FLJ77644	KDpooled_vs_mock	9.59528	8.6894	0.905882	7.3039	12.4204	2.35449e-05	0.00411188	0.0238095	6	3
KLF4	KDpooled_vs_mock	9.42619	7.92544	1.50075	8.4249	14.5566	2.38928e-05	0.00411188	0.0238095	6	3
LOC595101	KDpooled_vs_mock	12.6594	12.3623	0.297128	7.25659	12.3355	2.40465e-05	0.00411188	0.0238095	6	3
CAPN1	KDpooled_vs_mock	11.8132	12.4207	-0.607552	-6.16742	-10.1064	2.40581e-05	0.00411188	0.0238095	6	3
ZNF839	KDpooled_vs_mock	8.69674	9.13972	-0.442975	-6.09312	-9.91871	2.46631e-05	0.00414759	0.0238095	6	3
PSMD12	KDpooled_vs_mock	13.5487	13.1688	0.379925	6.38329	10.6217	2.52624e-05	0.00414759	0.0238095	6	3
RND3	KDpooled_vs_mock	11.4413	10.6981	0.743212	6.21018	10.2478	2.53438e-05	0.00414759	0.0238095	6	3
CYP3A4	KDpooled_vs_mock	7.31178	6.80013	0.511652	8.779	13.0506	2.56315e-05	0.00414759	0.0238095	6	3
FAM49A	KDpooled_vs_mock	8.84871	7.33558	1.51313	6.08162	9.73148	2.56355e-05	0.00414759	0.0238095	6	3
KLF11	KDpooled_vs_mock	10.9923	9.82746	1.16482	6.60994	11.0908	2.56537e-05	0.00414759	0.0238095	6	3
DYNC1LI2	KDpooled_vs_mock	13.7446	13.0439	0.700742	6.22603	9.82286	2.64962e-05	0.00424555	0.0238095	6	3
CXCR7	KDpooled_vs_mock	7.15512	6.94404	0.211085	6.28082	9.87144	2.69483e-05	0.00425378	0.0238095	6	3
FAM3C	KDpooled_vs_mock	13.788	12.9656	0.822497	5.991	9.70159	2.70889e-05	0.00425378	0.0238095	6	3
PPP1R15A	KDpooled_vs_mock	11.5091	9.47544	2.03368	8.04525	13.8778	2.76165e-05	0.00425378	0.0238095	6	3
KLF6	KDpooled_vs_mock	13.5408	11.7955	1.74531	6.75697	11.409	2.77633e-05	0.00425378	0.0238095	6	3
CCBL1	KDpooled_vs_mock	9.71498	10.403	-0.688047	-6.81943	-11.532	2.78199e-05	0.00425378	0.0238095	6	3
SLC22A4	KDpooled_vs_mock	8.46293	7.33768	1.12526	6.03837	9.91251	2.8115e-05	0.00425378	0.0238095	6	3
C1orf86	KDpooled_vs_mock	10.4591	10.9792	-0.520052	-6.4868	-10.0846	2.83887e-05	0.00425378	0.0238095	6	3
TOR1B	KDpooled_vs_mock	10.1674	9.52082	0.646535	6.10616	10.0816	2.84439e-05	0.00425378	0.0238095	6	3
GTPBP8	KDpooled_vs_mock	13.0295	12.5631	0.466473	6.16679	10.225	2.89206e-05	0.00427615	0.0238095	6	3
GTF2H1	KDpooled_vs_mock	11.9766	11.487	0.489613	6.03206	9.58673	2.907e-05	0.00427615	0.0238095	6	3
SP3P	KDpooled_vs_mock	8.13297	7.60202	0.53095	7.03562	11.9736	2.99144e-05	0.00436458	0.0238095	6	3
JMY	KDpooled_vs_mock	9.17067	8.41379	0.756883	6.09544	10.0922	3.02303e-05	0.00436831	0.0238095	6	3
TESK1	KDpooled_vs_mock	13.194	12.7443	0.44969	5.94889	9.49151	3.04268e-05	0.00436831	0.0238095	6	3
SPAG9	KDpooled_vs_mock	12.5536	11.437	1.11664	6.26466	10.4673	3.13841e-05	0.00445675	0.0238095	6	3
FTL	KDpooled_vs_mock	16.7743	16.1308	0.643583	6.25427	10.4479	3.15394e-05	0.00445675	0.0238095	6	3
ORC1L	KDpooled_vs_mock	9.01976	9.69393	-0.674173	-6.90043	-11.7399	3.28623e-05	0.00460546	0.0238095	6	3
PRKAB2	KDpooled_vs_mock	11.4267	10.526	0.900755	5.98701	9.90457	3.33095e-05	0.00460546	0.0238095	6	3
FBXO32	KDpooled_vs_mock	7.51284	6.57136	0.941475	7.27511	12.4643	3.33617e-05	0.00460546	0.0238095	6	3
TNFRSF12A	KDpooled_vs_mock	14.1412	12.9081	1.23301	5.90884	9.7315	3.36701e-05	0.00461254	0.0238095	6	3
HECA	KDpooled_vs_mock	11.2561	10.5487	0.707362	6.1385	9.59613	3.50693e-05	0.00476783	0.0238095	6	3
UBE2G2	KDpooled_vs_mock	11.8936	12.5965	-0.702863	-6.0609	-9.49585	3.61889e-05	0.00488305	0.0238095	6	3
ADFP	KDpooled_vs_mock	11.2271	10.2031	1.02394	5.83737	9.62246	3.68275e-05	0.00493213	0.0238095	6	3
GCK	KDpooled_vs_mock	8.23494	8.75906	-0.524122	-7.00631	-11.9848	3.79743e-05	0.00502961	0.0238095	6	3
ALDH4A1	KDpooled_vs_mock	12.0275	12.3213	-0.293832	-5.83303	-9.6368	3.82985e-05	0.00502961	0.0238095	6	3
SSR3	KDpooled_vs_mock	12.8727	12.1206	0.75204	5.70299	9.14665	3.83961e-05	0.00502961	0.0238095	6	3
EEF2K	KDpooled_vs_mock	9.4299	9.77439	-0.34449	-6.24176	-10.5049	3.94495e-05	0.00512582	0.0238095	6	3
SLC33A1	KDpooled_vs_mock	9.85818	9.26751	0.590663	7.7763	11.6172	3.97018e-05	0.00512582	0.0238095	6	3
GPS1	KDpooled_vs_mock	12.3271	12.7231	-0.396048	-5.82469	-9.19843	4.01027e-05	0.00514059	0.0238095	6	3
GBL	KDpooled_vs_mock	10.0866	10.5406	-0.453923	-6.24848	-9.6681	4.08237e-05	0.00519143	0.0238095	6	3
SH3BP1	KDpooled_vs_mock	8.74754	9.26038	-0.512842	-5.83869	-9.68734	4.10779e-05	0.00519143	0.0275319	6	3
STOML2	KDpooled_vs_mock	12.995	13.3711	-0.376182	-7.00423	-10.5981	4.30698e-05	0.00537749	0.0238095	6	3
SULT1A1	KDpooled_vs_mock	10.3565	11.0468	-0.690333	-5.60986	-9.17728	4.34468e-05	0.00537749	0.0238095	6	3
ADAP1	KDpooled_vs_mock	9.1347	9.78161	-0.646903	-5.56795	-9.00849	4.36074e-05	0.00537749	0.0238095	6	3
CD58	KDpooled_vs_mock	11.4731	10.5102	0.962862	5.57154	9.05622	4.37487e-05	0.00537749	0.0238095	6	3
KDELC1	KDpooled_vs_mock	10.1302	9.34455	0.78569	8.23429	12.179	4.46948e-05	0.00545642	0.0238095	6	3
C8orf55	KDpooled_vs_mock	11.3062	11.8892	-0.583093	-5.65583	-9.33237	4.55478e-05	0.00552298	0.0238095	6	3
AFARP1	KDpooled_vs_mock	10.4787	11.1056	-0.626877	-7.36018	-12.7156	4.65773e-05	0.00559085	0.0238095	6	3
CHST10	KDpooled_vs_mock	8.74348	9.1976	-0.454122	-6.21201	-9.57754	4.68445e-05	0.00559085	0.0238095	6	3
GDF15	KDpooled_vs_mock	14.3965	12.6116	1.78489	7.41694	12.8262	4.70422e-05	0.00559085	0.0238095	6	3
SLC25A11	KDpooled_vs_mock	11.2688	11.8251	-0.556292	-5.80475	-9.09641	4.74168e-05	0.0055983	0.0238095	6	3
AVL9	KDpooled_vs_mock	9.90682	9.06396	0.842865	5.60854	8.87941	4.91765e-05	0.00571127	0.0238095	6	3
RAB20	KDpooled_vs_mock	10.5417	11.2717	-0.729978	-6.61011	-11.294	4.93246e-05	0.00571127	0.0238095	6	3
SLC25A25	KDpooled_vs_mock	12.3795	11.5428	0.836665	5.45739	8.83263	4.9646e-05	0.00571127	0.0238095	6	3
GLT8D3	KDpooled_vs_mock	9.90473	9.30829	0.596442	5.60768	9.27579	4.99174e-05	0.00571127	0.0238095	6	3
ANO9	KDpooled_vs_mock	8.54264	9.4907	-0.948058	-5.90761	-9.91349	4.99649e-05	0.00571127	0.0238095	6	3
LOC100130173	KDpooled_vs_mock	6.93986	6.73337	0.206488	5.96551	10.0371	5.08693e-05	0.0057445	0.0238095	6	3
OBSL1	KDpooled_vs_mock	11.4925	12.0472	-0.554718	-5.44182	-8.77011	5.08958e-05	0.0057445	0.0238095	6	3
RPL22L1	KDpooled_vs_mock	15.3242	14.626	0.698242	5.88429	9.87791	5.16446e-05	0.00579259	0.0238095	6	3
HSPA5	KDpooled_vs_mock	13.4647	12.4038	1.0609	6.28076	10.6706	5.23114e-05	0.00579731	0.0238095	6	3
CEACAM1	KDpooled_vs_mock	10.1137	9.40795	0.705708	5.42198	8.71402	5.26908e-05	0.00579731	0.0238095	6	3
PTRF	KDpooled_vs_mock	15.4202	14.3783	1.04191	6.24609	10.6076	5.31715e-05	0.00579731	0.0238095	6	3
PLEKHA3	KDpooled_vs_mock	11.5081	10.7766	0.731578	9.97553	14.3914	5.3511e-05	0.00579731	0.0238095	6	3
HERPUD1	KDpooled_vs_mock	15.3539	14.2263	1.12761	6.70011	11.4915	5.38742e-05	0.00579731	0.0238095	6	3
MTMR14	KDpooled_vs_mock	13.8239	13.3949	0.429032	8.51913	12.495	5.40634e-05	0.00579731	0.0238095	6	3
LOC730092	KDpooled_vs_mock	9.30536	8.72807	0.577288	5.45755	8.69428	5.41494e-05	0.00579731	0.0238095	6	3
EGFR	KDpooled_vs_mock	9.63574	8.02451	1.61123	5.49632	8.72131	5.4271e-05	0.00579731	0.0238095	6	3
RIOK3	KDpooled_vs_mock	11.6051	10.5349	1.07021	5.7303	9.5889	5.55725e-05	0.00585746	0.0238095	6	3
KLF7	KDpooled_vs_mock	8.06879	7.32584	0.74295	5.37041	8.64444	5.56698e-05	0.00585746	0.0238095	6	3
RAP2B	KDpooled_vs_mock	8.41525	7.98195	0.433303	5.51628	8.71771	5.62193e-05	0.00585746	0.0238095	6	3
AGPAT9	KDpooled_vs_mock	10.8621	8.72659	2.13546	6.23386	10.6012	5.6465e-05	0.00585746	0.0238095	6	3
GTSE1	KDpooled_vs_mock	10.7755	11.58	-0.804432	-7.90899	-11.6895	5.66302e-05	0.00585746	0.0238095	6	3
UFM1	KDpooled_vs_mock	10.2782	9.47044	0.807742	6.24594	10.6304	5.75685e-05	0.00585746	0.0238095	6	3
BCL3	KDpooled_vs_mock	11.3184	10.047	1.2714	5.62949	9.39508	5.79879e-05	0.00585746	0.0238095	6	3
C12orf35	KDpooled_vs_mock	12.7027	11.3258	1.37683	5.72542	9.59589	5.81251e-05	0.00585746	0.0238095	6	3
EMP1	KDpooled_vs_mock	13.587	11.6803	1.90667	6.0892	10.3273	5.8399e-05	0.00585746	0.0238095	6	3
TMEM203	KDpooled_vs_mock	12.7719	13.1163	-0.344428	-6.44695	-11.0252	5.84304e-05	0.00585746	0.0238095	6	3
TRIM14	KDpooled_vs_mock	10.0647	10.4723	-0.407623	-5.31322	-8.61287	5.90339e-05	0.00585746	0.0238095	6	3
UBE2Z	KDpooled_vs_mock	13.3811	13.0141	0.366947	5.45817	8.63626	5.90676e-05	0.00585746	0.0238095	6	3
LONP2	KDpooled_vs_mock	11.2766	11.5734	-0.296752	-5.36614	-8.80372	5.90773e-05	0.00585746	0.0238095	6	3
MTHFD1	KDpooled_vs_mock	13.7395	14.2003	-0.460828	-6.55126	-11.2325	5.97166e-05	0.00588832	0.0238095	6	3
SAT2	KDpooled_vs_mock	14.1164	13.7085	0.40795	5.29892	8.56142	6.01022e-05	0.00589396	0.0238095	6	3
BCAS4	KDpooled_vs_mock	9.52517	10.0741	-0.548897	-5.31815	-8.51528	6.11036e-05	0.00595959	0.0238095	6	3
ZNF826	KDpooled_vs_mock	11.245	10.5361	0.708923	5.4405	8.58702	6.26772e-05	0.00608003	0.0238095	6	3
FTH1	KDpooled_vs_mock	17.409	16.5552	0.8538	6.55938	11.2657	6.37796e-05	0.00612464	0.0238095	6	3
TTF2	KDpooled_vs_mock	9.83119	10.3191	-0.487872	-5.44632	-8.58299	6.38686e-05	0.00612464	0.0238095	6	3
REPS2	KDpooled_vs_mock	9.8398	8.582	1.2578	6.01804	10.2183	6.48385e-05	0.00612464	0.0238095	6	3
WAC	KDpooled_vs_mock	14.0875	13.7201	0.367493	5.55744	8.69204	6.49983e-05	0.00612464	0.0238095	6	3
ANAPC13	KDpooled_vs_mock	11.4493	10.9362	0.513107	5.22758	8.45243	6.552e-05	0.00612464	0.0238095	6	3
BCL6	KDpooled_vs_mock	8.28301	7.3581	0.924917	5.468	9.10525	6.58388e-05	0.00612464	0.0238095	6	3
RNF44	KDpooled_vs_mock	11.474	10.9334	0.540597	5.22683	8.49403	6.58667e-05	0.00612464	0.0238095	6	3
PAXIP1	KDpooled_vs_mock	11.8238	12.0754	-0.251613	-5.45282	-8.57178	6.62657e-05	0.00612464	0.0238095	6	3
FAM21A	KDpooled_vs_mock	11.76	11.3155	0.44453	5.61087	8.74161	6.67182e-05	0.00612464	0.0238095	6	3
THAP6	KDpooled_vs_mock	10.0711	9.84283	0.228293	5.20996	8.46986	6.73102e-05	0.00612464	0.0238095	6	3
TRAM2	KDpooled_vs_mock	9.30113	8.57216	0.72897	5.21193	8.48688	6.75258e-05	0.00612464	0.0238095	6	3
ELOVL6	KDpooled_vs_mock	9.57183	10.5487	-0.976875	-5.26775	-8.659	6.7679e-05	0.00612464	0.0238095	6	3
ARID3B	KDpooled_vs_mock	12.7101	12.0961	0.614015	5.34416	8.8453	6.78291e-05	0.00612464	0.0238095	6	3
ZFYVE1	KDpooled_vs_mock	10.2685	9.7142	0.554352	5.38168	8.93085	6.7915e-05	0.00612464	0.0238095	6	3
FLJ36840	KDpooled_vs_mock	8.34577	9.05253	-0.706757	-5.20186	-8.36558	6.86348e-05	0.00615373	0.0238095	6	3
IL6R	KDpooled_vs_mock	9.77823	7.92307	1.85515	5.24823	8.3676	6.9072e-05	0.00615373	0.0238095	6	3
RDH13	KDpooled_vs_mock	10.9226	11.452	-0.529365	-5.3317	-8.42992	6.93803e-05	0.00615373	0.0238095	6	3
ZFP36L1	KDpooled_vs_mock	15.5208	13.825	1.69576	6.66093	11.4837	6.96092e-05	0.00615373	0.0238095	6	3
PACSIN3	KDpooled_vs_mock	9.82357	10.3216	-0.497998	-5.99735	-9.18611	7.03682e-05	0.00619033	0.0238095	6	3
LOC81691	KDpooled_vs_mock	8.25013	9.07285	-0.822722	-5.33769	-8.42419	7.0849e-05	0.00619919	0.0238095	6	3
AGAP8	KDpooled_vs_mock	9.57836	9.91636	-0.337997	-5.17019	-8.42233	7.11879e-05	0.00619919	0.0238095	6	3
