gene	Samples	value	arm	group	Responder	GSE_ID	Mouse_treatment	cell_line	is_outlier
Epcam	SRX8918406	0.123633268735824	WT	ICB	Non-responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Epcam	SRX8918407	0.180434459893046	WT	ICB	Non-responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Epcam	SRX8918408	0.277432952859672	WT	ICB	Non-responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Epcam	SRX8918409	0.0	WT	ICB	Non-responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Gzmb	SRX8918394	3.68670524633356	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Gzmb	SRX8918395	6.22489721025473	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Gzmb	SRX8918396	5.37403469455995	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Gzmb	SRX8918397	5.21511796067213	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Gzmb	SRX8918398	3.78827110374946	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Gzmb	SRX8918399	5.39431336856481	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Gzmb	SRX8918400	4.94549385828116	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Gzmb	SRX8918401	6.0733596576028	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Gzmb	SRX8918402	5.99441007226508	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Gzmb	SRX8918403	5.71455055958547	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Gzmb	SRX8918387	8.4387919818159	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Gzmb	SRX8918388	6.63325745850726	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Gzmb	SRX8918389	6.24660603125745	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Gzmb	SRX8918390	7.03003237787265	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Gzmb	SRX8918391	5.32729242538153	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Gzmb	SRX8918392	5.72474732322514	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Gzmb	SRX8918393	7.10050017680235	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	True
Gzmb	SRX8918410	2.78465104073328	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Gzmb	SRX8918411	5.65856686946224	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Gzmb	SRX8918412	4.79387239756143	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Gzmb	SRX8918413	4.14933354107409	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Gzmb	SRX8918414	3.86739946835281	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Gzmb	SRX8918415	4.10507914242305	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Gzmb	SRX8918416	2.76315355470731	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Gzmb	SRX8918417	5.10218290686425	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Gzmb	SRX8918418	6.11171751673265	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Gzmb	SRX8918419	4.23442654590191	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Gzmb	SRX8918404	5.67206534524505	WT	ICB	Non-responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Gzmb	SRX8918405	5.53676646847419	WT	ICB	Non-responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Gzmb	SRX8918406	5.54775121997207	WT	ICB	Non-responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Gzmb	SRX8918407	6.95711784304833	WT	ICB	Non-responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Gzmb	SRX8918408	6.40197136493419	WT	ICB	Non-responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Gzmb	SRX8918409	5.69605232224145	WT	ICB	Non-responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Ifng	SRX8918394	1.4099238416844	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Ifng	SRX8918395	3.36886038845745	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Ifng	SRX8918396	2.52315845036363	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Ifng	SRX8918397	2.08960789472869	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Ifng	SRX8918398	1.39036130061684	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Ifng	SRX8918399	2.11452125832538	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Ifng	SRX8918400	2.54299655755305	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Ifng	SRX8918401	2.78229481766697	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Ifng	SRX8918402	3.02328814579075	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Ifng	SRX8918403	4.50306042179602	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Ifng	SRX8918387	4.13299708423465	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Ifng	SRX8918388	4.89506762553487	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Ifng	SRX8918389	3.6581061804787	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Ifng	SRX8918390	4.34578206129144	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Ifng	SRX8918391	2.61813338670965	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Ifng	SRX8918392	2.41176544085219	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Ifng	SRX8918393	1.25576861273526	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	True
Ifng	SRX8918410	0.977545842550259	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Ifng	SRX8918411	2.85341103953765	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Ifng	SRX8918412	1.27823135228934	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Ifng	SRX8918413	1.15019979085399	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Ifng	SRX8918414	0.429452379400385	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Ifng	SRX8918415	1.71421865367962	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Ifng	SRX8918416	0.738081828512656	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Ifng	SRX8918417	2.24300644649247	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Ifng	SRX8918418	3.98169488445609	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Ifng	SRX8918419	1.22871056640757	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Ifng	SRX8918404	3.20770043329027	WT	ICB	Non-responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Ifng	SRX8918405	2.16123112435424	WT	ICB	Non-responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Ifng	SRX8918406	3.7033858251793	WT	ICB	Non-responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Ifng	SRX8918407	3.89934795858978	WT	ICB	Non-responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Ifng	SRX8918408	4.68123240764331	WT	ICB	Non-responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Ifng	SRX8918409	3.76033116922565	WT	ICB	Non-responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Tacstd2	SRX8918394	0.197823139329986	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Tacstd2	SRX8918395	0.0	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Tacstd2	SRX8918396	0.455126746965949	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Tacstd2	SRX8918397	0.157146379944645	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Tacstd2	SRX8918398	0.134319377924675	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Tacstd2	SRX8918399	1.10246233034002	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Tacstd2	SRX8918400	0.359039452578179	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Tacstd2	SRX8918401	0.0679983424297237	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Tacstd2	SRX8918402	0.329517674901594	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Tacstd2	SRX8918403	0.0	Setdb1_KO	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Tacstd2	SRX8918387	0.29875589613712	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Tacstd2	SRX8918388	0.376606696467493	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Tacstd2	SRX8918389	0.517239234508031	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Tacstd2	SRX8918390	0.236537719750148	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Tacstd2	SRX8918391	0.187226454244048	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Tacstd2	SRX8918392	0.0109018724929351	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	False
Tacstd2	SRX8918393	5.40753964724211	Setdb1_KO	ICB	Responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_Setdb1_KO_antiCTLA4&antiPD1(n=17)	True
Tacstd2	SRX8918410	0.0667609435538487	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Tacstd2	SRX8918411	0.0	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Tacstd2	SRX8918412	0.0	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Tacstd2	SRX8918413	0.122133286460038	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Tacstd2	SRX8918414	0.289239296690949	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Tacstd2	SRX8918415	0.0793221934395296	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Tacstd2	SRX8918416	0.127280837247523	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Tacstd2	SRX8918417	0.0681569105593075	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Tacstd2	SRX8918418	0.738081828512656	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Tacstd2	SRX8918419	0.0785079827116529	WT	Baseline	Baseline	GSE155972	no_treatment	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Tacstd2	SRX8918404	0.451768662551873	WT	ICB	Non-responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Tacstd2	SRX8918405	0.0930140131881563	WT	ICB	Non-responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Tacstd2	SRX8918406	0.377283465632783	WT	ICB	Non-responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Tacstd2	SRX8918407	0.311894899097427	WT	ICB	Non-responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Tacstd2	SRX8918408	0.219489854778946	WT	ICB	Non-responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
Tacstd2	SRX8918409	0.283805040175463	WT	ICB	Non-responders	GSE155972	antiPD1; antiCTL4;	LLC_GSE155972_antiCTLA4&antiPD1(n=16)	False
