dataset	unit_id	unit_type	n_cells	n_malignant	n_tnk	frac_tnk	mal_CLDN4_pct	mal_CLDN4_mean	malig_def
GSE131907	NS_02	sample	2313	181	977	0.422395157803718	58.5635359116022	1.12672772632264	author_malig
GSE131907	NS_03	sample	2990	2713	145	0.048494983277592	93.1441208993734	2.26493320814642	author_malig
GSE131907	NS_04	sample	1904	1229	131	0.0688025210084034	89.3409275834011	1.95235155915384	author_malig
GSE131907	NS_06	sample	1070	83	383	0.357943925233645	60.2409638554217	1.43451191826637	author_malig
GSE131907	NS_07	sample	5730	5108	166	0.0289703315881326	90.407204385278	1.59313074832629	author_malig
GSE131907	NS_12	sample	3182	2811	22	0.00691389063482087	86.3393810032017	1.72883094363458	author_malig
GSE131907	NS_13	sample	4845	1352	1780	0.367389060887513	72.4112426035503	0.995948031240156	author_malig
GSE131907	NS_16	sample	1317	79	385	0.292331055429005	11.3924050632911	0.103137558606632	author_malig
GSE131907	NS_17	sample	2409	1112	410	0.170195101701951	88.2194244604317	2.30082012333022	author_malig
GSE131907	NS_19	sample	3300	755	370	0.112121212121212	67.1523178807947	1.0082934839931	author_malig
GSE205335	P0031	patient	6428	319	3824	0.594897324206596	59.2476489028213	1.03210740001313	author_malig
GSE205335	P1006	patient	6090	1282	2998	0.492282430213465	74.1809672386895	1.45441994167518	author_malig
GSE205335	P1015	patient	1195	291	473	0.39581589958159	41.5807560137457	1.01379491643033	author_malig
GSE205335	P1016	patient	6924	5336	763	0.110196418255344	82.6461769115442	1.69304935632742	author_malig
GSE205335	P1017	patient	6266	2186	2370	0.378231726779445	64.3183897529735	1.55462084717452	author_malig
GSE205335	P1018	patient	5029	1180	2546	0.506263670709883	67.0338983050847	2.10443933372545	author_malig
GSE205335	P1025	patient	1222	980	128	0.104746317512275	92.8571428571429	2.31069442860223	author_malig
GSE205335	P1027	patient	4600	1318	2619	0.569347826086957	78.0728376327769	2.17399784893951	author_malig
GSE205335	P1030	patient	861	603	140	0.16260162601626	61.6915422885572	1.48410735953157	author_malig
GSE205335	P1037	patient	4983	3671	611	0.122616897451335	86.0528466357941	1.19727181814975	author_malig
GSE205335	P1056	patient	5103	2386	1354	0.265334117185969	49.7066219614417	0.996685692136604	author_malig
GSE205335	P1062	patient	3057	188	1934	0.63264638534511	45.2127659574468	1.37911187125204	author_malig
GSE205335	P1063	patient	4297	131	3144	0.731673260414243	35.1145038167939	0.692850004756864	author_malig
GSE205335	P1072	patient	1273	406	586	0.460329929300864	58.8669950738916	1.47284263818116	author_malig
GSE205335	P1076	patient	6975	849	2089	0.299498207885305	59.3639575971731	1.30621351041308	author_malig
GSE205335	P1079	patient	1277	543	501	0.392325763508222	51.3812154696133	1.17643176882325	author_malig
GSE205335	P1084	patient	3534	196	2350	0.664968873797397	86.734693877551	2.98159000218484	author_malig
GSE205335	P1089	patient	1609	1063	272	0.169049098819142	87.7704609595484	2.27182772593754	author_malig
GSE205335	P1090	patient	976	566	247	0.253073770491803	38.1625441696113	0.744988766586046	author_malig
GSE205335	P1115	patient	4397	3769	271	0.0616329315442347	88.8829928362961	1.36793347316764	author_malig
GSE205335	P1119	patient	2386	1222	621	0.260268231349539	36.088379705401	0.867936628428789	author_malig
GSE205335	P4001	patient	2308	27	1801	0.780329289428076	48.1481481481481	0.806690964854553	author_malig
GSE189357	TD1	patient	15216	2186	9915	0.651616719242902	56.1299176578225	0.967497154130165	marker_malig
GSE189357	TD2	patient	18064	1207	11334	0.627435783879539	35.6255178127589	0.530643475450382	marker_malig
GSE189357	TD3	patient	12658	664	6525	0.515484278717017	48.0421686746988	0.698126853844705	marker_malig
GSE189357	TD4	patient	11756	491	7096	0.603606668935012	30.3462321792261	0.510868625763501	marker_malig
GSE189357	TD5	patient	19079	1736	11055	0.579432884323078	36.8663594470046	0.536022779231881	marker_malig
GSE189357	TD6	patient	8999	1211	3392	0.376930770085565	63.5012386457473	1.13970175467227	marker_malig
GSE189357	TD7	patient	3507	849	1851	0.527801539777588	36.6313309776207	0.451117392165666	marker_malig
GSE189357	TD8	patient	15521	1019	7257	0.46756007989176	45.3385672227674	0.682588084031096	marker_malig
GSE189357	TD9	patient	17573	4889	4345	0.24725431059011	78.5641235426468	1.28682118992394	marker_malig
