contrast	method	gene	family	logFC	se	p	fdr
stacked	edgeR-QL	CLDN7	TJ	-0.0443399655028008	0.378893675782979	0.90756366878578	0.974713627543823
stacked	edgeR-QL	CXCL10	IFN|chemokine	-4.22149949220489	1.07122962292579	0.000409722758717648	0.0271508130274145
stacked	edgeR-QL	CXCL8	chemokine	0.142955103483463	0.575071137669115	0.805257419429315	0.938657257070505
stacked	edgeR-QL	F11R	TJ	0.40202453033018	0.240290684167897	0.103876148994782	0.412426533602533
stacked	edgeR-QL	HLA-A	IFN|MHC-I/APM	-0.682657367666466	0.404197355894653	0.100783586991355	0.407862510437094
stacked	edgeR-QL	HLA-B	IFN|MHC-I/APM	-1.2674866182712	0.456589997597775	0.00906444929339774	0.135883071437436
stacked	edgeR-QL	IFIT1	IFN	-0.806067325629772	0.550512765165242	0.152821288757151	0.492386087406323
stacked	edgeR-QL	IRF1	IFN|MHC-I/APM	-0.784726959641324	0.315473785296102	0.0181582117725789	0.188910474524791
stacked	edgeR-QL	ISG15	IFN	-0.794756653533178	0.615668954872403	0.205926178068884	0.560584480730946
stacked	edgeR-QL	KRT18	keratin	0.0753368314418345	0.511833939587499	0.883898850646709	0.964989823294412
stacked	edgeR-QL	KRT19	keratin	-0.601124066565037	0.644847769169238	0.358165733178728	0.700115606051666
stacked	edgeR-QL	KRT7	keratin	-0.487252328420717	0.633163181050161	0.447168281443866	0.764318622628636
stacked	edgeR-QL	KRT8	keratin	-0.116702644994632	0.474430934332879	0.807251848910623	0.939738571106285
stacked	edgeR-QL	MX1	IFN	-0.979649219037867	0.483044000071274	0.0508841620292716	0.309314597070537
stacked	edgeR-QL	OCLN	TJ	0.960448936925524	0.309620234107874	0.00394991847257553	0.092476432911662
stacked	edgeR-QL	PSMB8	IFN|MHC-I/APM	-0.761615773250409	0.291564793769657	0.0134932461427732	0.165018204833334
stacked	edgeR-QL	PSMB9	IFN|MHC-I/APM	-1.56385343468779	0.430324025156856	0.000959864220540248	0.0416499090428728
stacked	edgeR-QL	STAT1	IFN	-1.1037370831377	0.255390048795391	0.000136333343246132	0.0147977338871671
stacked	edgeR-QL	TAP1	IFN|MHC-I/APM	-1.71749295741825	0.376345575573111	6.88938632335648e-05	0.00965543533800984
stacked	edgeR-QL	TAP2	MHC-I/APM	-1.50747884918367	0.380040614840693	0.00037996301757223	0.0261557239537647
stacked	edgeR-QL	TJP1	TJ	0.181387633878147	0.278778393822395	0.519827659790632	0.808142121105084
re_meta	limma-voom	B2M	IFN|MHC-I/APM	-0.925124802719899	0.397613788162996	0.102456418580963	0.87594807160056
re_meta	limma-voom	CCL5	IFN|chemokine	-2.74046955904911	0.694789176076325	0.0290533038848775	0.87594807160056
re_meta	limma-voom	CDH1	TJ	0.784051101226385	0.302915551483339	0.0811900839843652	0.87594807160056
re_meta	limma-voom	CLDN3	TJ	1.60179299027299	0.362011209382093	0.0214394474330539	0.87594807160056
re_meta	limma-voom	CLDN4	other	1.05788664630789	0.312795548517268	0.0430265978793941	0.87594807160056
re_meta	limma-voom	CLDN7	TJ	0.350954481195206	0.221033362139781	0.210536400904298	0.87594807160056
re_meta	limma-voom	CXCL10	IFN|chemokine	-2.91016142604305	1.25579393932142	0.103330513347763	0.87594807160056
re_meta	limma-voom	CXCL8	chemokine	0.223516804206609	0.447233021916015	0.651587616401471	0.935823474264791
re_meta	limma-voom	CXCL9	IFN|chemokine	NA	NA	NA	NA
re_meta	limma-voom	F11R	TJ	0.502720385416737	0.29727657443896	0.189399274586703	0.87594807160056
re_meta	limma-voom	HLA-A	IFN|MHC-I/APM	-0.603790000203046	0.315776640953702	0.151815101283277	0.87594807160056
re_meta	limma-voom	HLA-B	IFN|MHC-I/APM	-1.17982260181021	0.460966876561385	0.0832538613607111	0.87594807160056
re_meta	limma-voom	IFIT1	IFN	-2.04936128362007	1.20793891931959	0.188344731828492	0.87594807160056
re_meta	limma-voom	IRF1	IFN|MHC-I/APM	-0.5279406978449	0.256196595296562	0.13140948419565	0.87594807160056
re_meta	limma-voom	ISG15	IFN	-1.03115815218679	0.545003436162228	0.154845241720436	0.87594807160056
re_meta	limma-voom	KRT18	keratin	0.412309323720367	0.315818931580106	0.282810967812984	0.87594807160056
re_meta	limma-voom	KRT19	keratin	-0.259286522257647	0.746938879986587	0.751416565535417	0.956700472614681
re_meta	limma-voom	KRT7	keratin	0.666516518793135	0.334819413495722	0.140591805838912	0.87594807160056
re_meta	limma-voom	KRT8	keratin	0.263686823722788	0.320452364990417	0.470899783155277	0.903311662690145
re_meta	limma-voom	MX1	IFN	-1.23676748200149	0.757906261982866	0.201217858629538	0.87594807160056
re_meta	limma-voom	OCLN	TJ	0.7570289941561	0.307120741346115	0.0904710696634269	0.87594807160056
re_meta	limma-voom	PSMB8	IFN|MHC-I/APM	-0.740467932989696	0.223409895170553	0.0452432885860094	0.87594807160056
re_meta	limma-voom	PSMB9	IFN|MHC-I/APM	-1.47578686072918	0.363943631578327	0.0270236215466631	0.87594807160056
re_meta	limma-voom	STAT1	IFN	-0.863686906518291	0.349318830594688	0.0898658840556561	0.87594807160056
re_meta	limma-voom	TAP1	IFN|MHC-I/APM	-1.38256931161086	0.37878997629883	0.0354932457242831	0.87594807160056
re_meta	limma-voom	TAP2	MHC-I/APM	-1.40573302370001	0.531830755966049	0.0774435647519781	0.87594807160056
re_meta	limma-voom	TJP1	TJ	0.079432687371829	0.237674614973757	0.760222824337474	0.958555338138345
re_meta	edgeR-QL	B2M	IFN|MHC-I/APM	-0.872734591092541	0.410328141044216	0.12337068372795	0.853828235683129
re_meta	edgeR-QL	CCL5	IFN|chemokine	-2.24426785090421	0.406757445381394	0.0117257087229487	0.853828235683129
re_meta	edgeR-QL	CDH1	TJ	0.657948139423459	0.285105342842603	0.104246724029472	0.853828235683129
re_meta	edgeR-QL	CLDN3	TJ	1.55739747953769	0.356281556105102	0.0221479327074801	0.853828235683129
re_meta	edgeR-QL	CLDN4	other	0.960995695698544	0.303751197861055	0.0507239030174972	0.853828235683129
re_meta	edgeR-QL	CLDN7	TJ	0.28258154050819	0.23526417617037	0.315884994527489	0.859166561344228
re_meta	edgeR-QL	CXCL10	IFN|chemokine	-3.3668638067247	1.02039102557673	0.0457477891874756	0.853828235683129
re_meta	edgeR-QL	CXCL8	chemokine	0.105490476118232	0.398611664272245	0.808423847399553	0.963768037684173
re_meta	edgeR-QL	CXCL9	IFN|chemokine	NA	NA	NA	NA
re_meta	edgeR-QL	F11R	TJ	0.432208805732054	0.289026493937072	0.23169211019822	0.853828235683129
re_meta	edgeR-QL	HLA-A	IFN|MHC-I/APM	-0.515746045563105	0.293907907985116	0.177565947251493	0.853828235683129
re_meta	edgeR-QL	HLA-B	IFN|MHC-I/APM	-1.12452227304748	0.308736583383799	0.0356832988609199	0.853828235683129
re_meta	edgeR-QL	IFIT1	IFN	-0.462015225852531	0.382820840864243	0.313964860482786	0.859166561344228
re_meta	edgeR-QL	IRF1	IFN|MHC-I/APM	-0.655725890288332	0.268594995001546	0.0923915177488802	0.853828235683129
re_meta	edgeR-QL	ISG15	IFN	-0.90297301072753	0.642432171468985	0.254518443034335	0.853828235683129
re_meta	edgeR-QL	KRT18	keratin	0.377338889320313	0.312908038512885	0.314285072545971	0.859166561344228
re_meta	edgeR-QL	KRT19	keratin	-0.448402940154822	0.676946162158194	0.555062626156753	0.90717496886977
re_meta	edgeR-QL	KRT7	keratin	0.214974231221178	0.44716297078439	0.663575446901176	0.932868543244081
re_meta	edgeR-QL	KRT8	keratin	0.171275934894707	0.316951832229181	0.626471195051258	0.925014209930785
re_meta	edgeR-QL	MX1	IFN	-0.724249968325588	0.44115848942604	0.199191268439138	0.853828235683129
re_meta	edgeR-QL	OCLN	TJ	0.976701540960764	0.310851891613158	0.0515829513120495	0.853828235683129
re_meta	edgeR-QL	PSMB8	IFN|MHC-I/APM	-0.744291669075314	0.233047933263563	0.0495692819556215	0.853828235683129
re_meta	edgeR-QL	PSMB9	IFN|MHC-I/APM	-1.39985103464715	0.329837694776262	0.0239599161777611	0.853828235683129
re_meta	edgeR-QL	STAT1	IFN	-0.906234724206611	0.349533449685907	0.0808849395082148	0.853828235683129
re_meta	edgeR-QL	TAP1	IFN|MHC-I/APM	-1.35723422881459	0.314763341417592	0.022970317502734	0.853828235683129
re_meta	edgeR-QL	TAP2	MHC-I/APM	-1.14664203701599	0.324958581093154	0.0386785755640879	0.853828235683129
re_meta	edgeR-QL	TJP1	TJ	0.218780199085789	0.240374792502303	0.429841378783935	0.873486772736595
GSE123902	limma-voom	B2M	IFN|MHC-I/APM	-1.45241474369122	0.332412748826601	0.00200907653502162	0.147116383949482
GSE123902	limma-voom	CCL5	IFN|chemokine	-1.95481429266502	0.692455297950747	0.020966055447766	0.221991086097435
GSE123902	limma-voom	CDH1	TJ	0.59642262300163	0.726627116011016	0.43407430562481	0.758371283181134
GSE123902	limma-voom	CLDN3	TJ	1.89200035914757	0.391179025446094	0.00105596087047717	0.13201922412607
GSE123902	limma-voom	CLDN4	other	1.27311725189608	0.676649064083077	0.0943611454812658	0.41684379434064
GSE123902	limma-voom	CLDN7	TJ	0.240811330594399	0.368125536961848	0.530128009409202	0.815124217486989
GSE123902	limma-voom	CXCL10	IFN|chemokine	-0.765472902930306	2.57392014200596	0.773659788159454	0.923933989722473
GSE123902	limma-voom	CXCL8	chemokine	0.0802636565186733	0.818627165161798	0.924209946505118	0.976838343856381
GSE123902	limma-voom	CXCL9	IFN|chemokine	-2.91884467397572	1.26039557349356	0.0470993035699471	0.309480749470076
GSE123902	limma-voom	F11R	TJ	0.782012948949321	0.315359357150312	0.0361825792737002	0.277971625540912
GSE123902	limma-voom	HLA-A	IFN|MHC-I/APM	-0.741369892956755	0.448646919363891	0.134433643719498	0.482808021526745
GSE123902	limma-voom	HLA-B	IFN|MHC-I/APM	-1.55191325889825	0.481737438664694	0.0111138345023103	0.18164565098143
GSE123902	limma-voom	IFIT1	IFN	-2.22159935971655	0.934137119941309	0.0427806458029194	0.296350214051776
GSE123902	limma-voom	IRF1	IFN|MHC-I/APM	-0.0166595951783458	0.586353866159602	0.977982320518762	0.992640490288705
GSE123902	limma-voom	ISG15	IFN	-1.84558774420552	0.751404687569755	0.037901490891967	0.284035419480515
GSE123902	limma-voom	KRT18	keratin	-0.158861442556552	0.522416108144599	0.768294346750094	0.92242242662028
GSE123902	limma-voom	KRT19	keratin	-1.17438947221164	0.678385941825962	0.119361760917921	0.457510634858871
GSE123902	limma-voom	KRT7	keratin	0.697698578783992	0.875928885006225	0.448186345457754	0.766544523756204
GSE123902	limma-voom	KRT8	keratin	0.213088244242411	0.54129437894764	0.703418513905899	0.895293152837269
GSE123902	limma-voom	MX1	IFN	-1.57891392619069	0.753889086789598	0.0673745243435236	0.360973528722265
GSE123902	limma-voom	OCLN	TJ	1.55139986662933	0.661036403652103	0.0448019991544759	0.300761192064009
GSE123902	limma-voom	PSMB8	IFN|MHC-I/APM	-0.850740459852353	0.426652639747225	0.0788046064031887	0.386435855988332
GSE123902	limma-voom	PSMB9	IFN|MHC-I/APM	-1.28444438359942	0.592076324951927	0.0595746224371358	0.341631771157771
GSE123902	limma-voom	STAT1	IFN	-0.458150607306608	0.465289767666069	0.351704804122372	0.70806574987179
GSE123902	limma-voom	TAP1	IFN|MHC-I/APM	-1.28881242579686	0.586748284450477	0.0570395133116565	0.33925503634864
GSE123902	limma-voom	TAP2	MHC-I/APM	-1.12139703175393	0.597933399038914	0.0950397981439196	0.417223153263988
GSE123902	limma-voom	TJP1	TJ	0.259457533566207	0.433663069404479	0.56507923822392	0.830076562303105
GSE123902	edgeR-QL	B2M	IFN|MHC-I/APM	-1.52032391254283	0.379649359818296	0.0030333567192955	0.20539851902799
GSE123902	edgeR-QL	CCL5	IFN|chemokine	-2.08506936373799	0.714613197210987	0.0171877101315018	0.32493047257636
GSE123902	edgeR-QL	CDH1	TJ	0.433588215767538	0.716838356790912	0.560386375940752	0.859272641075391
GSE123902	edgeR-QL	CLDN3	TJ	1.99158573912974	0.44012571745287	0.00140385599254025	0.166809288713616
GSE123902	edgeR-QL	CLDN4	other	1.04198466027442	0.664231994645181	0.150859346443186	0.577412258719912
GSE123902	edgeR-QL	CLDN7	TJ	0.171857628454741	0.425331310086666	0.695521341113161	0.914275766450308
GSE123902	edgeR-QL	CXCL10	IFN|chemokine	-3.29069614940704	1.63389634168362	0.0757630256857451	0.480766651120596
GSE123902	edgeR-QL	CXCL8	chemokine	0.306332431816632	0.779666610898276	0.703683485317257	0.917387261816798
GSE123902	edgeR-QL	CXCL9	IFN|chemokine	-3.55242009218274	1.12646092619923	0.0120931167967554	0.294226958356926
GSE123902	edgeR-QL	F11R	TJ	0.827603125567466	0.348816085599255	0.0414928853444695	0.405832233513638
GSE123902	edgeR-QL	HLA-A	IFN|MHC-I/APM	-0.808138759590906	0.497888568612982	0.138706090342025	0.56571509108152
GSE123902	edgeR-QL	HLA-B	IFN|MHC-I/APM	-1.6592628279744	0.527147388921022	0.0116529072349439	0.289668906868896
GSE123902	edgeR-QL	IFIT1	IFN	-0.668200379967098	0.877891390853135	0.466275986366705	0.817897516343445
GSE123902	edgeR-QL	IRF1	IFN|MHC-I/APM	-0.275811398369675	0.635734652433014	0.674523694966392	0.905031091922944
GSE123902	edgeR-QL	ISG15	IFN	-2.34575144399579	0.8226393555704	0.0192401482687344	0.333141486099542
GSE123902	edgeR-QL	KRT18	keratin	0.00114880849036091	0.555908144900988	0.998395821218588	0.99981098379739
GSE123902	edgeR-QL	KRT19	keratin	-1.52557332735912	0.721601671264611	0.0639469555933084	0.45799772800773
GSE123902	edgeR-QL	KRT7	keratin	0.430999814838691	0.786099221441629	0.597031602289614	0.874969981483504
GSE123902	edgeR-QL	KRT8	keratin	0.156551955779778	0.567593516674758	0.788862132078808	0.943960735754951
GSE123902	edgeR-QL	MX1	IFN	-1.28751751854495	0.79485171878002	0.14030290583748	0.566616040417678
GSE123902	edgeR-QL	OCLN	TJ	2.04798702052787	0.639775479807556	0.0107492611852684	0.286056862447206
GSE123902	edgeR-QL	PSMB8	IFN|MHC-I/APM	-0.846571776561249	0.481979146106542	0.112590451356678	0.53229101980916
GSE123902	edgeR-QL	PSMB9	IFN|MHC-I/APM	-1.5427748979301	0.671360546975101	0.0469066979202126	0.419064517592944
GSE123902	edgeR-QL	STAT1	IFN	-0.571968107986443	0.511276026742715	0.291981571232791	0.710613393293802
GSE123902	edgeR-QL	TAP1	IFN|MHC-I/APM	-1.60298391973691	0.627904304843448	0.0308351679540212	0.3778242640147
GSE123902	edgeR-QL	TAP2	MHC-I/APM	-1.41299471593644	0.58500451821582	0.0386744875396473	0.398321775418526
GSE123902	edgeR-QL	TJP1	TJ	0.438978600445008	0.44547715007649	0.349945666982127	0.75071594036246
GSE131907	limma-voom	B2M	IFN|MHC-I/APM	0.0236519521640921	0.375914712506326	0.950843253248894	0.992613955644968
GSE131907	limma-voom	CCL5	IFN|chemokine	-2.45902227408711	0.570885841818134	0.000965364990209306	0.225649678438743
GSE131907	limma-voom	CDH1	TJ	2.11919625741639	1.10026576572231	0.0781397488467887	0.634194830286815
GSE131907	limma-voom	CLDN3	TJ	2.17302123291959	0.741343217143158	0.0125893855904827	0.449560273734132
GSE131907	limma-voom	CLDN4	other	3.55433928723526	1.87373127514566	0.0821871421868295	0.639200181460303
GSE131907	limma-voom	CLDN7	TJ	0.735431542725302	0.794065544532422	0.372635122613606	0.854255895213764
GSE131907	limma-voom	CXCL10	IFN|chemokine	-3.40968997458184	1.42671363066219	0.0341635205567373	0.536563994908639
GSE131907	limma-voom	CXCL8	chemokine	1.6145058464864	1.21174390046129	0.207511529978698	0.771321159739299
GSE131907	limma-voom	F11R	TJ	1.16982879204447	0.39254909094367	0.0112220423601069	0.448904157841854
GSE131907	limma-voom	HLA-A	IFN|MHC-I/APM	-0.121874784327685	0.965334352219854	0.90162597469651	0.985167546942572
GSE131907	limma-voom	HLA-B	IFN|MHC-I/APM	-0.141350150181455	0.852570256810614	0.871083456046817	0.978128895009111
GSE131907	limma-voom	IFIT1	IFN	-1.86866229983693	1.64802132044059	0.279013028064801	0.816507354374196
GSE131907	limma-voom	IRF1	IFN|MHC-I/APM	-0.518326131931745	0.55624577668335	0.369369671705935	0.853984123615975
GSE131907	limma-voom	ISG15	IFN	-0.0481825176615427	1.14967281753263	0.967260661256694	0.994928458078583
GSE131907	limma-voom	KRT18	keratin	1.18588739169139	1.6296007197499	0.480761247514501	0.897649712648421
GSE131907	limma-voom	KRT19	keratin	2.66196313273778	2.42979017618221	0.294799385023391	0.822646799354845
GSE131907	limma-voom	KRT7	keratin	1.57165950416755	2.35949678073162	0.517962289283991	0.908454100172701
GSE131907	limma-voom	KRT8	keratin	0.73572869402849	1.46398270442693	0.624384137680075	0.936673825376484
GSE131907	limma-voom	MX1	IFN	-0.303825817356524	1.05251130006296	0.777767218140216	0.964779559669106
GSE131907	limma-voom	OCLN	TJ	0.553084862893307	0.531356311396414	0.317970346662528	0.83197951910923
GSE131907	limma-voom	PSMB8	IFN|MHC-I/APM	-0.0677978730866832	0.660541010684615	0.919929664024314	0.987231629133817
GSE131907	limma-voom	PSMB9	IFN|MHC-I/APM	-1.03222434725748	0.953584882071603	0.300340910608125	0.826779663083313
GSE131907	limma-voom	STAT1	IFN	-1.28469985475256	0.586333737604113	0.0485230676947104	0.570244136270861
GSE131907	limma-voom	TAP1	IFN|MHC-I/APM	-1.37142248167228	0.800569853960468	0.112423242289288	0.684658078100943
GSE131907	limma-voom	TAP2	MHC-I/APM	-1.45302355953198	0.618688773375199	0.0363517974691672	0.542756212652152
GSE131907	limma-voom	TJP1	TJ	0.298123402136645	0.419654874495258	0.490717029174973	0.899190793214195
GSE131907	edgeR-QL	B2M	IFN|MHC-I/APM	0.0155055671688838	0.397693325969546	0.96951404644269	0.997205582932012
GSE131907	edgeR-QL	CCL5	IFN|chemokine	-1.71406790215675	0.682602738895628	0.0267402416231646	0.640172339492373
GSE131907	edgeR-QL	CDH1	TJ	0.965976526057797	0.75244540102346	0.223023952114359	0.816620389743369
GSE131907	edgeR-QL	CLDN3	TJ	1.56436817132516	0.651680386905476	0.0330075823309296	0.649453428962246
GSE131907	edgeR-QL	CLDN4	other	1.1282130135884	1.11869765735473	0.332762439027208	0.869842865398341
GSE131907	edgeR-QL	CLDN7	TJ	0.0930120057841831	0.771104345112169	0.905951003523577	0.990199316810892
GSE131907	edgeR-QL	CXCL10	IFN|chemokine	-3.85025278755324	1.52843515920786	0.0266452958712234	0.640172339492373
GSE131907	edgeR-QL	CXCL8	chemokine	0.204735191485906	0.865059381781837	0.816831797154827	0.979474448094871
GSE131907	edgeR-QL	F11R	TJ	0.949914858600466	0.370270648092519	0.0240668548560152	0.616814482261172
GSE131907	edgeR-QL	HLA-A	IFN|MHC-I/APM	-0.252465973548093	0.816934805905119	0.762495776702364	0.971585701755438
GSE131907	edgeR-QL	HLA-B	IFN|MHC-I/APM	-0.595528770137919	0.794360677620555	0.467624678591336	0.904006218728225
GSE131907	edgeR-QL	IFIT1	IFN	-0.132029522118045	1.01155668111912	0.898277962507473	0.987736262711664
GSE131907	edgeR-QL	IRF1	IFN|MHC-I/APM	-0.714152431235823	0.601197970977696	0.257097960942487	0.836826236571607
GSE131907	edgeR-QL	ISG15	IFN	0.779433672720828	0.986912358166861	0.444715670396993	0.898891361998309
GSE131907	edgeR-QL	KRT18	keratin	-0.672901907007654	1.08370298665022	0.546053162208728	0.929193838961669
GSE131907	edgeR-QL	KRT19	keratin	0.128391389802275	1.32750242392048	0.924519497667577	0.991875698381338
GSE131907	edgeR-QL	KRT7	keratin	-0.744992888523609	1.29106689998728	0.574390467013042	0.935208716995552
GSE131907	edgeR-QL	KRT8	keratin	-0.899664099880373	1.00397279551581	0.387507328447683	0.886413247540036
GSE131907	edgeR-QL	MX1	IFN	-0.160734197205811	0.880198130459387	0.858097181897221	0.983049419065136
GSE131907	edgeR-QL	OCLN	TJ	0.85609997769795	0.45021827980391	0.0804875456426292	0.711553994529918
GSE131907	edgeR-QL	PSMB8	IFN|MHC-I/APM	-0.410540485888334	0.610425933926145	0.513569542805997	0.916634533929392
GSE131907	edgeR-QL	PSMB9	IFN|MHC-I/APM	-1.08979760312772	0.818709271901169	0.207449456346112	0.807927964491249
GSE131907	edgeR-QL	STAT1	IFN	-1.26230987470918	0.537133778503197	0.0358982878928003	0.658117718963883
GSE131907	edgeR-QL	TAP1	IFN|MHC-I/APM	-1.56751164086855	0.719431590086054	0.049607691394811	0.679086786769134
GSE131907	edgeR-QL	TAP2	MHC-I/APM	-1.44835587714798	0.587251015386789	0.0289503321134969	0.646022861748078
GSE131907	edgeR-QL	TJP1	TJ	0.420186531998425	0.409754368610336	0.324547623315448	0.866487070228575
GSE205335	limma-voom	B2M	IFN|MHC-I/APM	-1.13720118957388	0.750796854146143	0.154855525956607	0.65699823762462
GSE205335	limma-voom	CCL5	IFN|chemokine	-4.87433610166192	0.759253901661846	2.86469563481899e-05	0.0645334078078009
GSE205335	limma-voom	CDH1	TJ	0.40193512104749	0.648226203422215	0.546473411818811	0.878333813462702
GSE205335	limma-voom	CLDN3	TJ	2.08623822197161	0.844188012570975	0.0288905090276995	0.443879658929637
GSE205335	limma-voom	CLDN4	other	0.854719549254787	0.500292575965106	0.112169416486332	0.606294920808729
GSE205335	limma-voom	CLDN7	TJ	-0.595231976459349	0.731568950362154	0.431233304782456	0.826943030929218
GSE205335	limma-voom	CXCL10	IFN|chemokine	-6.81295944229894	2.16875242334491	0.00822834934376099	0.295716591643246
GSE205335	limma-voom	CXCL8	chemokine	-0.843678827042106	1.36324187261522	0.547223721487248	0.878333813462702
GSE205335	limma-voom	F11R	TJ	-0.0762449367964821	0.540286191714331	0.89003708628088	0.978713342118138
GSE205335	limma-voom	HLA-A	IFN|MHC-I/APM	-1.81666518573565	0.831573694432775	0.048835287005244	0.495151975869388
GSE205335	limma-voom	HLA-B	IFN|MHC-I/APM	-2.92078766926919	1.03524423075109	0.0150295669676281	0.35585771998878
GSE205335	limma-voom	IFIT1	IFN	-4.88588302565849	1.22845060628348	0.00173199445971069	0.189509075966705
GSE205335	limma-voom	IRF1	IFN|MHC-I/APM	-1.08958630759062	0.54147173049044	0.0663875034511362	0.542665845066467
GSE205335	limma-voom	ISG15	IFN	-2.27238495550549	1.11406082137111	0.0633229288506701	0.53383717747103
GSE205335	limma-voom	KRT18	keratin	0.536261539063108	0.888746941379642	0.557149366830985	0.880959275890385
GSE205335	limma-voom	KRT19	keratin	-1.53675552565287	1.02765223569436	0.159873740466641	0.659723352652227
GSE205335	limma-voom	KRT7	keratin	-1.07059029399316	1.28627139543165	0.421003655279616	0.820335691303047
GSE205335	limma-voom	KRT8	keratin	-0.030883194548907	0.805454156042617	0.970026298337014	0.994365976024118
GSE205335	limma-voom	MX1	IFN	-3.1602852227374	0.797281790745048	0.00177524447606991	0.189509075966705
GSE205335	limma-voom	OCLN	TJ	0.0268174014504053	0.673741644736342	0.968884745269525	0.99410134349373
GSE205335	limma-voom	PSMB8	IFN|MHC-I/APM	-1.24274516945593	0.528044742453612	0.0357716598117893	0.468118924126229
GSE205335	limma-voom	PSMB9	IFN|MHC-I/APM	-2.86498949891936	0.817389208257606	0.00415612783186813	0.237345106479341
GSE205335	limma-voom	STAT1	IFN	-1.59951614832344	0.395954736517422	0.00150502084779571	0.189274464212671
GSE205335	limma-voom	TAP1	IFN|MHC-I/APM	-2.66168769782515	0.71506267827884	0.00277233124815271	0.214777801476447
GSE205335	limma-voom	TAP2	MHC-I/APM	-3.13179683539241	0.769021234597601	0.00145533232760385	0.189274464212671
GSE205335	limma-voom	TJP1	TJ	-0.259086931631085	0.604730393674142	0.675699610254855	0.922290299326736
GSE205335	edgeR-QL	B2M	IFN|MHC-I/APM	-0.694779713088456	0.770000906532684	0.384337912544648	0.777695608027376
GSE205335	edgeR-QL	CCL5	IFN|chemokine	-3.75291183074146	0.990849625494437	0.00257000462114717	0.308458619719136
GSE205335	edgeR-QL	CDH1	TJ	0.26862321318288	0.659763056651195	0.691037662096534	0.915257066353581
GSE205335	edgeR-QL	CLDN3	TJ	2.31999857377476	0.815229235985279	0.0146854622168014	0.373425410607888
