gene	logFC	se	t	p	fdr	AveExpr	method	contrast	family
ARID5B	-0.48253751049772	0.333552604113128	-1.44666090010217	0.157621462539618	0.517567999082938	5.41642216457006	limma-voom	stacked	IFN
ARL2	-0.594773270007936	0.21677480939061	-2.74373794482829	0.00981165694877711	0.147695719970913	6.16152608689224	limma-voom	stacked	TJ
ARL4A	0.131957166434261	0.265888221019662	0.496288124115519	0.623034635658391	0.864337389075294	6.38313157604785	limma-voom	stacked	IFN
ARPC1A	-0.0441570679371968	0.250850419528552	-0.176029476132372	0.861364189781763	0.963036798064194	7.42174711828756	limma-voom	stacked	TJ
ARPC1B	-0.78296770189325	0.376490637019547	-2.07964720740877	0.0456045205517675	0.308748428144198	8.05840196231421	limma-voom	stacked	TJ
ARPC2	-0.635546741167152	0.19338044658527	-3.28650984310821	0.0024397825866366	0.068702699951178	8.29183946145813	limma-voom	stacked	TJ
ARPC3	-0.324745005477855	0.218526550659198	-1.48606658778186	0.146908557855345	0.504251131684219	8.69366010298114	limma-voom	stacked	TJ
ARPC4	-0.350412593591511	0.194527904910812	-1.80134872553205	0.0809423550456934	0.395274252572295	6.32560016077125	limma-voom	stacked	TJ
ARPC5	-0.24111300597641	0.167720344537941	-1.43758949840379	0.160119738842519	0.522187824258763	7.16489255280458	limma-voom	stacked	TJ
ARPC5L	0.0317380322988093	0.178398320459315	0.177905443375782	0.859902635321089	0.963033579498576	6.63791474163414	limma-voom	stacked	TJ
AUTS2	2.79339237215698	0.73071956142091	3.82279676039481	0.000572400392002876	0.0306891534111402	4.10820565959907	limma-voom	stacked	IFN
B2M	-0.886008767872843	0.302089517391431	-2.93293450075198	0.00611375168567248	0.11611879941801	11.6396725523763	limma-voom	stacked	IFN|MHC-I/APM
BANK1	-0.161000910078269	0.536059856606127	-0.300341292290733	0.765831650699848	0.927560178693449	1.88907485296202	limma-voom	stacked	IFN
BATF2	-1.34698081732348	0.63944569682345	-2.10648194837314	0.0430266759946782	0.300128295425121	1.44617932944067	limma-voom	stacked	IFN
BPGM	-0.0608979952610936	0.246858262038628	-0.246692149406627	0.806699690400737	0.944053107309356	4.12057225642162	limma-voom	stacked	IFN
BST2	-1.8189034395592	0.717718081490325	-2.53428677146087	0.0163414781292951	0.195719991553844	6.49689659544549	limma-voom	stacked	IFN
BTG1	-0.098191362615684	0.263329605553256	-0.372883870802843	0.711658333505446	0.903289880776627	8.37481035723603	limma-voom	stacked	IFN
C1R	-1.56015919258174	0.655326343026914	-2.38073626855202	0.0233787997640017	0.224808916027187	3.73066587038068	limma-voom	stacked	IFN
C1S	-2.57301976456784	0.948370992051845	-2.71309412258698	0.0106266256609551	0.154841723409097	2.54610651472663	limma-voom	stacked	IFN
CACNA1D	0.680907079716266	0.826185329329676	0.824157795525998	0.415930384802393	0.751830945935078	1.30511601834329	limma-voom	stacked	TJ
CALR	-0.0377431726570924	0.17376419541389	-0.217209146954536	0.829404624190874	0.950664911369651	8.72645331408994	limma-voom	stacked	MHC-I/APM
CANX	0.103118196991532	0.220730558490651	0.467167743771644	0.643500154534851	0.87508616453814	7.59300713455884	limma-voom	stacked	MHC-I/APM
CASP1	-2.30972318650629	0.735692124291858	-3.13952414364843	0.00361810134125589	0.0866709423456446	2.94363711422238	limma-voom	stacked	IFN
CASP3	0.187893970415761	0.255930625182433	0.734159775844828	0.468120725934796	0.785593528993503	4.17447407674463	limma-voom	stacked	IFN
CASP4	-0.545789677271986	0.622758888281812	-0.876406081939378	0.387319387118396	0.734249498554902	5.40666866782075	limma-voom	stacked	IFN
CASP7	-0.350944560224697	0.208730300336542	-1.68133021252237	0.102295660158362	0.434747641795366	3.79021736295036	limma-voom	stacked	IFN
CASP8	0.0136992554763825	0.307653324968264	0.0445282217502303	0.964756109665463	0.991009528726533	4.27466700978721	limma-voom	stacked	IFN
CCL2	-1.33722930525354	0.705616800642332	-1.89512112528534	0.067110536358315	0.364489429762555	2.9409527057417	limma-voom	stacked	IFN|chemokine
CCL3	-2.65109564214583	0.55269905836631	-4.79663498972125	3.55933579205586e-05	0.00542487266406714	4.16891895031537	limma-voom	stacked	chemokine
CCL4	-2.49534697123426	0.507791836202953	-4.91411399973143	2.53036718902639e-05	0.00434546015997166	5.08202186142755	limma-voom	stacked	chemokine
CCL5	-3.24982482816832	0.493953393182034	-6.57921349063529	2.01901020856285e-07	0.00021318422957053	4.10665167659841	limma-voom	stacked	IFN|chemokine
CCND1	-0.00663655498538242	0.764497801705694	-0.00868093403352553	0.993127418002335	0.999039669064225	6.31013564709684	limma-voom	stacked	TJ
CCR7	-2.88249800035523	0.777317638460149	-3.70826269434128	0.000782409978813486	0.0366920187372032	0.369941570876013	limma-voom	stacked	chemokine
CCRL2	-1.24765217018061	0.704795745024135	-1.7702322679855	0.0861318575185158	0.401876168551773	0.737617313035391	limma-voom	stacked	IFN
CD274	-2.15377383556645	0.527794539174428	-4.08070503900128	0.000273479166673917	0.0190544655957433	1.20710875498066	limma-voom	stacked	IFN
CD38	-2.7828054001716	0.818609519016448	-3.3994295638232	0.00182062672739922	0.058264833824616	1.28521670582708	limma-voom	stacked	IFN
CD40	-1.29363590413243	0.62464757193928	-2.07098524391315	0.0464781592835425	0.311050029859668	4.19113692520262	limma-voom	stacked	IFN
CD47	0.476500493761107	0.335132556465712	1.42182692957752	0.164655360545892	0.528473100571699	6.94547145918756	limma-voom	stacked	IFN
CD69	-2.85852690020798	0.617660221517627	-4.62799254448411	5.80045231975247e-05	0.0071439308216911	3.36839273887639	limma-voom	stacked	IFN
CD74	-1.24287170413765	0.769022673623288	-1.61617042873626	0.115842241151032	0.454834981043718	9.27331167308206	limma-voom	stacked	IFN
CD86	-2.23996030400747	0.482567677828869	-4.64175369988584	5.45274458973289e-05	0.00685415616315599	0.161367587289737	limma-voom	stacked	IFN
CDC42	0.136128744305559	0.156218911905611	0.871397340085232	0.389935619190038	0.735624071691289	7.83842852298972	limma-voom	stacked	TJ
CDH1	0.946710547521643	0.496543853639035	1.90660007285048	0.0655553206199848	0.362009068985269	6.26114650967948	limma-voom	stacked	TJ
CDK4	0.0190901477781048	0.27198616011646	0.0701879381286562	0.944474629392158	0.985003797030283	6.37713511286307	limma-voom	stacked	TJ
CDKN1A	0.100165726761768	0.383802743461897	0.260982310491776	0.795772514556552	0.939882729451495	6.65529105725469	limma-voom	stacked	IFN
CFB	-2.66912233266556	0.818570891530721	-3.26071005001696	0.00263336024548821	0.07167089614562	2.21416410720971	limma-voom	stacked	IFN
CFH	-1.56377509002338	0.880381664143759	-1.77624677309049	0.0851702042832156	0.401796630164105	3.71474176484047	limma-voom	stacked	IFN
CGN	-0.16312564598058	0.432294146520352	-0.377348727234964	0.708397282706468	0.902009464046962	4.31708793943512	limma-voom	stacked	TJ
CGNL1	1.07185546871745	0.727516889696885	1.47330664606842	0.150405172819527	0.509555507693387	2.13747613389853	limma-voom	stacked	TJ
CIITA	-0.470192735670765	0.538313798298358	-0.873454734314953	0.388859378178706	0.735345565903834	1.80080960550707	limma-voom	stacked	IFN
CLDN1	-0.105340742037306	0.829081268991936	-0.127057196896255	0.899687515899912	0.973287100355064	4.03288129290251	limma-voom	stacked	TJ
CLDN10	-0.81874751927677	1.77528504554002	-0.46119214564088	0.647769839157612	0.877831179684797	1.02181614808589	limma-voom	stacked	TJ
CLDN12	0.387288199264899	0.264774095195869	1.46271182223624	0.153160309838919	0.512646641119356	4.07346588689873	limma-voom	stacked	TJ
CLDN15	0.840058804822644	0.286822825150884	2.92884223694794	0.00617752628727298	0.116779190729798	2.8975084732152	limma-voom	stacked	TJ
CLDN23	-0.262417125802837	0.438893345480302	-0.59790636724205	0.554056498897961	0.833923082466712	2.86104100863661	limma-voom	stacked	TJ
CLDN3	1.80009629740048	0.421418851172616	4.27151346550263	0.000161528054049126	0.0141691479354028	6.9863866756634	limma-voom	stacked	TJ
CLDN4	1.67712345267882	0.787097462314792	2.13076973688434	0.0408631921395308	0.291200994598071	8.30340798978127	limma-voom	stacked	other
CLDN5	-2.03469886780467	0.85025249951745	-2.39305249788673	0.0227260865429863	0.222645525600795	0.789783620642767	limma-voom	stacked	TJ
CLDN7	0.087478896037248	0.401544373777637	0.217856111926726	0.828919864523416	0.950664911369651	7.21479734336592	limma-voom	stacked	TJ
CLDN9	1.92836699909858	0.836970182032165	2.30398530377331	0.0278442813529432	0.245565729015727	1.78352718120438	limma-voom	stacked	TJ
CMPK2	-1.12070298167897	0.49451337538592	-2.26627435669331	0.0302747289556794	0.254618328749323	2.53850138931317	limma-voom	stacked	IFN
CMTR1	-0.128847448718207	0.24188946653114	-0.53267077134845	0.597888769917112	0.8545534412124	3.2280859933729	limma-voom	stacked	IFN
CNP	0.0523212996858876	0.180798338035796	0.289390379658958	0.77412269301233	0.930909117821637	4.87230949660055	limma-voom	stacked	IFN
CRB3	1.14372032384492	0.709398735059576	1.61223902344408	0.116697583724953	0.455283238859828	5.15835535212493	limma-voom	stacked	TJ
CSF1	-0.568441564128001	0.593338303877961	-0.958039554184788	0.345201629159172	0.705564376619682	2.63806746902245	limma-voom	stacked	IFN
CTTN	-0.0517855297989449	0.271634354740987	-0.190644257234414	0.849991449444089	0.959198749552106	6.38097575505627	limma-voom	stacked	TJ
CX3CL1	1.37797119176822	0.977524597151466	1.40965372716315	0.168255144083618	0.532037077751959	2.39819258605659	limma-voom	stacked	chemokine
CXCL10	-4.21968614074579	1.09343856445974	-3.85909760081554	0.00051737980924198	0.0286746000640339	0.990737133941054	limma-voom	stacked	IFN|chemokine
CXCL13	-2.24438745544155	0.725985886019243	-3.09150287720891	0.00409762249285359	0.0931625276600361	1.26618222194054	limma-voom	stacked	chemokine
CXCL16	-0.270321515690062	0.471261376052652	-0.573612711388127	0.57022632936271	0.841431626789336	5.18568072966591	limma-voom	stacked	chemokine
CXCL8	0.206397621461663	0.706559901194759	0.292116239702614	0.772077003271526	0.930561522513273	6.58038698823778	limma-voom	stacked	chemokine
CXCR3	-3.21452686685587	0.653054976974837	-4.92229135400914	2.40795399579763e-05	0.0041943118672515	0.645900023391788	limma-voom	stacked	chemokine
CXCR4	-1.56155201476775	0.493835183798329	-3.16209145479893	0.00341146380854185	0.0835260606778128	5.27069941514727	limma-voom	stacked	chemokine
DDX58	-1.11319004112249	0.328097208067395	-3.39286654610552	0.00183641388715978	0.0584631710865255	2.47773328995981	limma-voom	stacked	IFN
DDX60	-1.40143439932214	0.498022881949309	-2.8139960032294	0.00827832388285676	0.134242881722024	2.8124277670045	limma-voom	stacked	IFN
DHX58	-0.926802072535473	0.459849372846346	-2.01544707302483	0.0521983393945897	0.325216612746986	2.08681338119301	limma-voom	stacked	IFN
DLG1	-0.0457006058151072	0.224513423619775	-0.203554001708617	0.83997253438853	0.954946327848867	5.01656993840556	limma-voom	stacked	TJ
DLG3	0.869546757988464	0.260943435471059	3.33231896184223	0.00215965897798101	0.0636056084988466	3.96039852659144	limma-voom	stacked	TJ
ECT2	-0.19970622907416	0.343275611497425	-0.58176643602209	0.564742023481249	0.83892537674304	3.7181164632914	limma-voom	stacked	TJ
EIF2AK2	-0.170711861120183	0.194570520121631	-0.877377832024436	0.386728000012045	0.734249498554902	5.58906317190701	limma-voom	stacked	IFN
EIF4E3	-0.0541564460596458	0.41048490715695	-0.131932855789358	0.895851645400327	0.971894217667603	2.67575849434202	limma-voom	stacked	IFN
ELF1	-0.761456046100213	0.286976436644508	-2.65337480318451	0.012236187274792	0.165773146046154	5.49965691682395	limma-voom	stacked	IFN
EPB41L4B	0.677497898790574	0.366123556486207	1.85046246489222	0.0733649530878654	0.377366183068159	2.97758475640894	limma-voom	stacked	TJ
EPHA2	-0.985497051482519	0.611237732755982	-1.61229747227655	0.116684829273884	0.455283238859828	4.3537457692848	limma-voom	stacked	TJ
EPHB2	0.637814831220574	0.843604061362062	0.756059460158091	0.455125164405471	0.777654306277453	2.64925184897214	limma-voom	stacked	TJ
EPSTI1	-2.98541827340726	0.625689684790676	-4.77140401380604	3.82959010598211e-05	0.00555883240026665	3.20651561755447	limma-voom	stacked	IFN
ERAP1	-1.20250420101616	0.392443958604021	-3.06414247092408	0.00437375342052987	0.0964941378347563	3.3649056479435	limma-voom	stacked	MHC-I/APM
ERAP2	-1.04274572684774	0.523958466767354	-1.99013050267348	0.0551480893679191	0.333707520428307	3.2430446389388	limma-voom	stacked	MHC-I/APM
ERBB2	-0.0909723545292878	0.384907418484368	-0.236348665056926	0.814659317895642	0.946555293443079	4.9733817715545	limma-voom	stacked	TJ
ESAM	-0.18315043155322	0.693522678600702	-0.264087155625186	0.793400218054901	0.939818084818131	1.14832381601027	limma-voom	stacked	TJ
EXT1	-0.386504583952607	0.292509001660944	-1.32134252880401	0.195623958124822	0.563084399333857	3.92505204460183	limma-voom	stacked	TJ
EZR	-0.123244300432733	0.335611022988626	-0.367223636861621	0.715843976250804	0.903887733573227	7.97896984078452	limma-voom	stacked	TJ
F11R	0.468532820893671	0.252626581231567	1.85464577246603	0.0727485386571842	0.375857174511461	6.18348409193977	limma-voom	stacked	TJ
FAS	-1.38467231110559	0.564258631468864	-2.45396744308731	0.0197352000311277	0.209712001259648	3.30688134337674	limma-voom	stacked	IFN
FGL2	-1.82524617775702	0.415428631746109	-4.39364559463617	0.000111759536088339	0.0111695411764354	0.887995734911871	limma-voom	stacked	IFN
FPR1	-1.63758340885239	0.63466158387371	-2.5802466234954	0.0145930878931478	0.185083832467346	-0.477820086340182	limma-voom	stacked	IFN
FZD5	0.290711002379826	0.40440052244991	0.718869007929716	0.477369400300494	0.791160132916124	3.52101286072593	limma-voom	stacked	TJ
GBP2	-2.99449542094409	0.621670454251701	-4.81685336734965	3.35651336809263e-05	0.0051944403856914	3.84248476268021	limma-voom	stacked	IFN
GBP4	-4.16068783556029	0.600301855135577	-6.93099279964844	7.4205872162668e-08	0.00019498844548663	2.39459465547614	limma-voom	stacked	IFN
GCH1	0.29181180053196	0.431858938542302	0.67571091967424	0.504030659357407	0.806927971370031	3.22520783295067	limma-voom	stacked	IFN
GMPR	0.217777473507476	0.646255647199581	0.336983474653058	0.738322243645084	0.914688388210171	2.28272574616825	limma-voom	stacked	IFN
GRHL2	0.98323410755527	0.477285452125748	2.06005463434117	0.0475198564431218	0.314144938641147	2.91110529803853	limma-voom	stacked	TJ
GZMA	-3.08680485117842	0.499633565757522	-6.17813746460036	6.29684465147601e-07	0.000348988303797487	2.70452886284071	limma-voom	stacked	IFN
HCLS1	-1.80198045682214	0.783019642591096	-2.30132216205866	0.0280122197076301	0.246168370199898	3.26841333097017	limma-voom	stacked	TJ
HELZ2	-0.127772126491823	0.242000828997176	-0.527982185107781	0.60110210656402	0.855221860383789	4.11385574230906	limma-voom	stacked	IFN
HERC6	-1.16960926698444	0.457050625501489	-2.55903657434252	0.0153519600974761	0.190636966076219	2.47795029445051	limma-voom	stacked	IFN
HIF1A	-0.451397707311249	0.255741461399058	-1.76505485204407	0.0869604373066467	0.402869913220774	6.05391946429812	limma-voom	stacked	IFN
HLA-A	-0.757598729748977	0.467842203060201	-1.61934670449449	0.115154963927657	0.45416857365704	9.93595317940099	limma-voom	stacked	IFN|MHC-I/APM
HLA-B	-1.41579511199607	0.500685446426638	-2.82771373144659	0.00800834035486204	0.131953640468693	10.037114172661	limma-voom	stacked	IFN|MHC-I/APM
HLA-C	-1.04711856781789	0.416037974442573	-2.51688218898977	0.0170277737517681	0.197169653708745	9.67658761857599	limma-voom	stacked	IFN|MHC-I/APM
HLA-DMA	-0.847928172182639	0.604563969994057	-1.40254499815954	0.170348054334698	0.533835766820863	5.96557191476451	limma-voom	stacked	IFN
HLA-DQA1	-2.54453955025219	0.724156687946272	-3.51379693456754	0.00133760959275044	0.0495728685848209	4.51152193813954	limma-voom	stacked	IFN
HLA-DRB1	-2.02767097323173	0.808509082884225	-2.50791366003997	0.0173916658727762	0.199083884952612	6.99896441325925	limma-voom	stacked	IFN
HLA-E	-0.966906044474851	0.322472466304757	-2.99841426945599	0.0051790306129315	0.106668784228841	7.98979195909921	limma-voom	stacked	MHC-I/APM
HLA-F	-1.99888894648489	0.705937176280093	-2.83153942538903	0.00793237005452914	0.131571594687453	5.27696405204727	limma-voom	stacked	MHC-I/APM
HLA-G	-2.52866922889097	1.14572438882056	-2.20704844338179	0.0345775898621951	0.271302801280402	0.972319074895319	limma-voom	stacked	IFN|MHC-I/APM
HSPA4	-0.519834012456554	0.210457968123267	-2.47001345252978	0.0189454230588001	0.207426903017566	5.44788002606842	limma-voom	stacked	TJ
ICAM1	-0.169209430059103	0.636666869011913	-0.265773889446628	0.792112510409334	0.939818084818131	5.77556783260861	limma-voom	stacked	IFN
IDO1	-2.05091691260454	0.881070368444519	-2.32775608629913	0.0263850852959243	0.239320465549043	1.55601470344154	limma-voom	stacked	IFN
IFI27	-1.4773316329533	1.09973868538185	-1.3433478812654	0.188577609047504	0.55520002611543	7.60530620595919	limma-voom	stacked	IFN
IFI30	-0.250019913446362	0.297980963611453	-0.839046596857012	0.407578883520147	0.747646957538913	3.6968830076989	limma-voom	stacked	IFN
IFI35	-1.09371375202591	0.293510514504818	-3.72631881304529	0.000739011517484536	0.0353833607569501	5.06003632095893	limma-voom	stacked	IFN
IFI44	-1.17190543006741	0.501407408477829	-2.33723197992842	0.0258229385931404	0.238349046378623	3.75363911298603	limma-voom	stacked	IFN
IFI44L	-2.74579673187524	0.812101377618255	-3.38110094078175	0.00191221295675637	0.0596261139337722	3.11562691232677	limma-voom	stacked	IFN
IFIH1	-1.15373826246271	0.325955543269228	-3.53955711533876	0.00123468682899593	0.0476409383099601	3.61181464667921	limma-voom	stacked	IFN
IFIT1	-2.36948277601434	0.779810196957468	-3.03853782017623	0.00469755373131415	0.100663045071904	2.53026145591718	limma-voom	stacked	IFN
IFIT2	-1.21509817043874	0.495717545128451	-2.45119056684564	0.019827446378468	0.210388558949901	2.4563592825816	limma-voom	stacked	IFN
IFIT3	-1.2870950303927	0.593132276024285	-2.16999661360529	0.0375140962443354	0.279761085937114	3.54457601198773	limma-voom	stacked	IFN
IFITM1	-3.01280585187249	0.843913216978302	-3.57004226413242	0.00114800959946144	0.0460702080595643	4.30011727991541	limma-voom	stacked	IFN
IFITM2	-0.70363857927508	0.524044873530705	-1.34270673145675	0.188783000825981	0.555392781325531	6.58889783178173	limma-voom	stacked	IFN
IFITM3	-0.971125903875826	0.45526909597962	-2.13308109962135	0.0406587297767984	0.290252864267273	8.63379388005824	limma-voom	stacked	IFN
IFNAR2	-0.177470888830355	0.274649021568686	-0.646173388190905	0.522708768760402	0.816263834207938	4.56877133040879	limma-voom	stacked	IFN
IKBKB	-0.110498513690459	0.304255556535581	-0.363176649750149	0.71882694753224	0.905271825706785	4.03595915541434	limma-voom	stacked	TJ
IL10RA	-1.54930427066109	0.474417848266553	-3.26569558106214	0.00257826171440113	0.0708034799182273	1.48040232182733	limma-voom	stacked	IFN
IL15	-0.646010702593603	0.560045618847503	-1.15349657394518	0.257171185108009	0.631813068712865	2.01183977500157	limma-voom	stacked	IFN|chemokine
IL15RA	-1.91168236767611	0.524903767571509	-3.6419673200682	0.000942017048141922	0.0417673231563435	2.60587091152683	limma-voom	stacked	IFN
IL18BP	-1.44499230869272	0.409027706055807	-3.53274921796024	0.00125780372557335	0.047866207838974	1.2012580111865	limma-voom	stacked	IFN
IL2RB	-2.63823218351911	0.57508621341322	-4.58754204497587	6.38159145181913e-05	0.00748180236269526	0.632880889219616	limma-voom	stacked	IFN
IL4R	-1.35945588017293	0.580768086441543	-2.3407895714493	0.025614703427386	0.236965158490226	4.05438099253825	limma-voom	stacked	IFN
IL6	-1.14352286225412	0.714532075023349	-1.60038002802989	0.119309212905267	0.461624321630638	1.77919043290194	limma-voom	stacked	IFN
IL7	-1.79457781916287	0.692566085469565	-2.59120083529087	0.0142384491354304	0.182171469368628	0.849806251622496	limma-voom	stacked	IFN|chemokine
ILDR1	0.945308392883408	0.436287822081207	2.16670817987548	0.0377000994757003	0.280299075655451	2.12907106506357	limma-voom	stacked	TJ
IRF1	-0.636329214947639	0.304834629361441	-2.0874571116825	0.0447768283056996	0.305977792082329	6.62376192261891	limma-voom	stacked	IFN|MHC-I/APM
IRF2	-0.110650788241993	0.194184949307715	-0.569821650114859	0.572720854120913	0.842667476082574	4.52522585817395	limma-voom	stacked	IFN
IRF4	-1.44422231671569	0.579650708339602	-2.49153894912444	0.0180118601434386	0.202025416715834	0.212533665899298	limma-voom	stacked	IFN
IRF5	-0.193735021151857	0.662575157607615	-0.292397049493047	0.771852031000252	0.930419358772721	1.12255609410781	limma-voom	stacked	IFN
IRF7	0.102487489160105	0.305459748072064	0.335518803400328	0.73939228767901	0.915368265291987	5.23567675597874	limma-voom	stacked	IFN
IRF8	-1.86442927576388	0.616639892151185	-3.02353010159578	0.00486543536388537	0.102897902998867	1.24536571173446	limma-voom	stacked	IFN
IRF9	-1.05025400239154	0.351388521886122	-2.98886826682378	0.00530199711897627	0.107566141217434	3.89835527206005	limma-voom	stacked	IFN
ISG15	-1.13868497239274	0.594971123482216	-1.9138491389772	0.0645892954692483	0.360226579635362	7.22026923810736	limma-voom	stacked	IFN
ISG20	-0.276481952700186	0.423987305649896	-0.652099600662311	0.51897823118376	0.813579253061997	5.90474348006772	limma-voom	stacked	IFN
ISOC1	0.267643958105539	0.220817668372349	1.212058618671	0.234237228652086	0.609428850985205	4.30593839907259	limma-voom	stacked	IFN
ITGB1	-0.650378249866984	0.319890011702369	-2.03313084521097	0.0502970017882609	0.320027888768666	7.34806294315627	limma-voom	stacked	TJ
ITGB7	-2.21527207619849	0.574147967367876	-3.85836439751618	0.000511696238987852	0.0284890969953373	0.940382359669865	limma-voom	stacked	IFN
JAK2	-0.988406219168684	0.292779586805482	-3.37593966148113	0.00192177140418716	0.0596261139337722	1.80174993897105	limma-voom	stacked	IFN
JUN	0.419433414041511	0.265300258291542	1.58097627474072	0.123578004599304	0.467642468299911	9.82389264815711	limma-voom	stacked	TJ
KRT10	0.419589891028142	0.259755308710658	1.61532749074832	0.115917663046731	0.454834981043718	7.96800602261116	limma-voom	stacked	keratin
KRT15	0.779894893894454	0.892302695938574	0.874025033706882	0.38859531305317	0.735279741163455	4.45293389100584	limma-voom	stacked	keratin
KRT16	-2.67238365737678	1.36094348345006	-1.96362574190234	0.058282501231657	0.343567314368898	2.05114697833587	limma-voom	stacked	keratin
KRT17	-1.47522534838344	1.08183864217608	-1.36362789317275	0.182169634313807	0.54668824789275	4.33553587933706	limma-voom	stacked	keratin
KRT18	0.396462156952376	0.684265795536227	0.579397888274814	0.566364087887693	0.840004540033407	9.34474864061471	limma-voom	stacked	keratin
KRT19	0.0579842244020497	1.00896423001694	0.0574690585424183	0.95452771873809	0.988160678771738	9.25436674014243	limma-voom	stacked	keratin
KRT4	-0.123376277768063	0.887558614390485	-0.139006343657416	0.89031336730956	0.970526230543514	-0.371703711263246	limma-voom	stacked	keratin
KRT6A	-3.11509770745914	1.63645271794385	-1.90356719341892	0.0659631743153309	0.362591043238753	1.37737719396427	limma-voom	stacked	keratin
KRT7	0.255552011580953	0.998434539317751	0.255952695462215	0.799620105343998	0.941042153262869	7.9841834942986	limma-voom	stacked	keratin
KRT8	0.163609037040035	0.610046724774157	0.268190993240074	0.790267869869839	0.939521854263158	9.09695137739854	limma-voom	stacked	keratin
LAMP3	-0.168928562044069	0.610924594018165	-0.27651295053125	0.783926342453313	0.936732055422701	2.75119411964931	limma-voom	stacked	IFN
LAP3	-0.856826919803176	0.262204825246756	-3.26777708608845	0.00256408190746741	0.0707326938863125	5.43466594279894	limma-voom	stacked	IFN
LATS2	-1.70479445746514	0.508903120189382	-3.34993909416536	0.00207288102567167	0.0620998485160067	2.56249581788597	limma-voom	stacked	IFN
LCP2	-2.34140459972567	0.512605586826167	-4.5676532989479	6.76031874527121e-05	0.00777627985481998	1.76942392166715	limma-voom	stacked	IFN
LGALS3BP	0.970364023172102	0.522363234326332	1.85764226769048	0.0724115741509744	0.375105957362871	7.6498095307385	limma-voom	stacked	IFN
LLGL1	-0.272204550840846	0.43026354848878	-0.632646088186911	0.531395632966521	0.820863084558683	1.83583920998134	limma-voom	stacked	TJ
LLGL2	0.740230566806817	0.356913597816881	2.07397692700574	0.0461391230650012	0.310239679372078	5.4819182172831	limma-voom	stacked	TJ
LPAR6	-0.812953517469328	0.566398928646195	-1.43530200421185	0.160765664074924	0.523701774529936	1.38179854629321	limma-voom	stacked	IFN
LSR	0.164041183197652	0.361132333786366	0.454241195956421	0.652699763121537	0.87957208352574	6.75733051130038	limma-voom	stacked	TJ
LY6E	-0.682495368472453	0.453718242506035	-1.50422730349745	0.142296910579718	0.497007228157556	8.67654326984863	limma-voom	stacked	IFN
LYSMD2	0.097115591524306	0.325563836641611	0.298299689935198	0.767375273064588	0.928050655076029	4.27409712800009	limma-voom	stacked	IFN
MAGI1	0.570975427876408	0.280336648584442	2.03674913986289	0.0498979845980452	0.319426355304766	3.65491892239285	limma-voom	stacked	TJ
MAP2K7	0.433385589043645	0.173436061827208	2.4988205133222	0.0177057261783992	0.200451178545238	4.45311840512505	limma-voom	stacked	TJ
MAP3K1	0.132790623190091	0.234971777741272	0.56513435131051	0.57586709414796	0.844287168758642	3.4932316737836	limma-voom	stacked	TJ
MAP3K5	0.0661209783347738	0.403610169360463	0.163823866082327	0.870887403002254	0.965693244576998	3.39635532246752	limma-voom	stacked	TJ
